Product code,Product label,India's imports from Australia-Value in 2012,India's imports from Australia-Value in 2013,India's imports from Australia-Value in 2014,India's imports from Australia-Value in 2015,India's imports from Australia-Value in 2016,India's imports from Australia-Value in 2017,India's imports from Australia-Value in 2018,India's imports from Australia-Value in 2019,India's imports from Australia-Value in 2020,India's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",241,47,98,106,17,16,0,13,0,0,,295,56,45,7,0,0,32,0,0,0,,17338,19415,17563,10749,7631,4221,3973,3990,2987,2272
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",3,4,9,0,0,0,0,0,0,0,,4044,3963,2056,2517,762,388,4389,9334,5888,3870,,2939,2597,2349,1975,1342,1386,2136,1975,1502,2234
400811,"Plates, sheets and strip of cellular rubber",0,0,0,3,0,0,0,3,16,0,,2400,1301,1105,1632,2997,2118,1798,1698,1638,1104,,5672,3797,3003,3857,8043,6372,11650,9971,11028,11743
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",0,20,51,0,0,0,0,0,0,0,,127,132,50,35,191,10,69,35,96,152,,1033,2609,1647,1838,2100,15307,36918,26734,14886,14700
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",0,0,0,0,0,0,0,0,0,0,,40,14,12,45,6,5,1,10,41,0,,647,252,201,43,7,3,5,6,12,105
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",7,0,0,0,0,0,0,0,0,0,,157,364,81,153,553,488,297,175,240,145,,2009,3383,4338,3956,4006,4469,5434,5738,3418,4691
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",0,0,0,0,0,0,0,0,0,0,,2960,1568,1279,1089,1847,1390,3574,6791,12369,8762,,139,570,850,2061,1166,2749,3401,3112,772,1295
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,5,0,0,38,25,0,,0,0,5,3,2,0,7,0,0,0
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,0,0,0,0,0,0,0,0,0,,0,2,3,0,0,9,0,0,0,0,,0,2,12,0,0,0,0,0,0,0
440140,"Sawdust and wood waste and scrap, not agglomerated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1321,2880,2807,2643,4310,,0,0,0,0,0,31,165,576,305,453
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1752,747,2601,1433,239,,0,0,0,0,0,700,248,35,0,56
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...",0,0,5,0,0,0,0,0,0,0,,154,119,121,44,69,271,79,128,120,169,,418,684,609,665,934,1176,1482,1418,1578,1463
490400,"Music, printed or in manuscript, whether or not bound or illustrated",0,0,0,0,0,0,0,0,0,0,,550,261,109,33,24,16,14,25,2,5,,16,28,12,11,10,208,482,546,178,191
490591,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, ...",0,0,0,0,0,0,0,0,0,0,,67,142,158,52,88,103,82,23,247,0,,21,123,1,0,2,89,222,0,21,1
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,2,0,0,0,0,,2737,4785,4398,2866,5244,1650,2865,4877,1081,622
481690,"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets ...",0,0,0,0,0,0,0,0,0,0,,111,216,137,240,47,55,43,8,60,27,,1507,1538,1224,1530,1568,1317,1610,1334,956,869
481890,"Paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary ...",2,1,1,0,0,0,0,0,0,0,,1206,681,659,643,2919,621,565,360,659,1655,,8137,2983,3900,2505,2446,2989,5428,6028,6831,5771
481930,"Sacks and bags, of paper, paperboard, cellulose wadding or webs of cellulose fibres, having ...",13,6,5,5,0,0,0,0,0,0,,567,431,728,702,471,698,869,767,14556,17765,,8211,9155,4772,4060,8205,15877,14069,11912,4464,4953
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",2,2,2,0,0,91,1,1,0,0,,16040,14233,15774,12315,17528,23190,23692,18347,4006,9458,,6002,6315,6274,6325,6900,12030,13272,9423,7929,8589
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",0,0,0,0,0,0,0,0,0,0,,0,456,1,0,3,86,62,13,4,0,,449,122,69,12,26,14,178,195,110,92
480451,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,140,0,0,0,0,0,225,156,0,,81239,96815,100703,103909,100468,96804,108375,101066,87454,131029,,1737,1569,794,93,67,304,1794,2339,2912,5545
480700,"Composite paper and paperboard made by sticking flat layers of paper or paperboard together ...""",0,0,0,0,0,0,0,1,0,0,,502,170,196,152,705,264,992,74,432,27,,4104,5030,3979,3700,3714,4764,4475,4001,2379,3462
480820,"Sack kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0
480840,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",0,10,0,0,0,0,0,0,0,0,,42,51,80,45,163,231,1387,108,12,27,,0,140,830,390,429,406,837,770,852,1548
480990,"Transfer papers, incl. coated or impregnated paper for duplicator stencils or offset plates, ...",0,0,0,0,0,0,4,7,0,0,,106,195,283,111,136,83,67,26,30,113,,3096,2963,4790,4435,5314,6033,7680,6448,2868,4161
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",87,10,20,0,0,0,0,0,0,0,,104,13,54,65,48,7,57,1345,127,66,,5126,4899,3816,2297,2288,1969,1362,1024,1322,1587
481092,"Multi-ply paper and paperboard, coated on one or both sides with kaolin or other inorganic ...",0,0,0,0,0,0,0,0,0,0,,11889,6182,27,17,164,19,25,16,1,5,,1001,1675,2496,2734,2989,2762,18657,44794,32721,29984
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",1,0,0,0,0,0,0,0,0,0,,81,170,84,69,165,44,131,89,26,107,,809,1033,940,870,779,899,736,727,597,923
350710,Rennet and concentrates thereof,0,0,0,0,0,0,0,0,0,0,,814,810,123,3,0,77,8,7,27,70,,0,12,0,0,2,46,186,98,404,199
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",0,0,0,0,0,0,0,0,0,0,,1366,1364,1300,761,216,135,17,248,152,33,,7,27,14,10,0,20,25,0,4,1
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",0,0,7,0,0,0,0,0,0,0,,31,207,513,134,121,136,29,109,822,65,,7590,4818,6778,7394,3011,2963,2902,2605,2622,3925
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,24,3,0,0,122,0,0,0,26,30,,68,55,113,57,86,57,30,104,114,65
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,12,12,26,2,6,12,164,2,2,0,,423,375,177,0,17,4,2,0,0,1
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,0,,2,14,29,1,23,0,0,0,0,0,,359,148,4344,1879,551,50,0,0,0,0
380862,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,267,270,305,421,147,,0,0,0,0,0,0,5,1,7,0
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",1,1,0,0,0,0,0,0,3,0,,12233,8157,9338,10505,16071,16642,15287,16282,18601,32796,,8016,7822,8764,9244,7517,8025,8583,10139,7600,7660
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",75,40,43,46,7,20,41,8,32,0,,270,1037,704,416,140,525,279,612,490,821,,3875,4317,6356,5453,5465,12580,19353,19282,19262,25659
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",0,0,0,0,0,0,0,0,0,0,,31,0,0,0,0,51,117,40,182,155,,53,46,42,44,46,71,117,141,118,95
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",6,0,11,0,23,35,1,12,0,0,,30,36,35,13,22,119,108,681,1820,1305,,41116,59043,59324,46969,47962,52723,47311,38858,25650,35739
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,0,0,0,0,,19,12,0,3,7,0,0,0,0,0,,63,91,53,1,0,51,24,0,16,37
382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,19,54,212,103,5,19,2,0,0,5,,70,85,47,49,109,146,31,2,28,28
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,24,28,0,161,,1,0,0,0,0,0,0,27,58,0
382541,"Waste organic solvents, halogenated",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1057,0,2,0,0,0,0,0,0
382313,"Tall oil fatty acids, industrial",0,0,0,0,0,0,47,0,0,0,,275,797,95,254,139,181,166,26,45,64,,3845,2737,3944,6073,8968,8275,8273,5627,8125,10799
382460,Sorbitol (excluding D-glucitol [sorbitol]),0,0,0,0,0,0,0,0,0,0,,3,4,0,62,0,20,24,122,4,22,,1392,1630,1194,1152,1424,1174,428,811,859,987
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0
390910,"Urea resins and thiourea resins, in primary forms",121,5,0,0,8,49,1,0,0,0,,346,317,712,182,163,158,84,169,65,130,,4738,6017,4271,3747,4418,4323,4627,5468,5180,7723
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",36,0,0,0,0,0,0,0,0,0,,570,489,100,101,122,0,0,0,0,0,,35498,75819,122480,107244,101483,28170,0,0,0,0
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",0,0,0,0,0,0,0,0,0,0,,13,9,7,23,6,0,0,0,0,0,,28886,24613,34294,42222,38555,7852,0,0,0,0
290712,Cresols and their salts,157,0,0,0,0,0,0,0,0,0,,10,23,3,0,5,0,2,0,0,0,,24312,24134,23355,19582,17918,22708,29953,33939,44946,43774
290722,"Hydroquinone """"quinol"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,27,21,5,13,0,0,4,22,3,4,,43660,49760,50995,54549,43390,42876,54725,57656,46193,41074
292021,Dimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,920,1046,96,465,564
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",0,22,3,0,0,0,0,0,0,0,,85,44,146,135,168,220,333,847,1735,748,,46266,47387,52121,36050,32160,35002,43912,35241,18851,33942
292213,Triethanolamine and its salts,58,0,0,0,0,0,0,0,0,0,,36,42,9,6,20,0,0,0,0,0,,6644,10126,14891,13681,13692,2313,0,0,0,0
292423,"2-Acetamidobenzoic acid """"N-acetylanthranilic acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1
292519,"Imides and their derivatives; salts thereof (excluding saccharin and its salts, glutethimide ...",0,0,0,0,0,0,0,0,0,0,,8,12,4,10,6,71,7,97,72,26,,4986,4733,6832,10959,9828,9294,21154,18716,13240,12833
293120,Tributyltin compounds,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,4,1887,162,466,1039,1334,3452,3464,5850
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,7,26,122,529,328,,0,0,0,0,0,1437,4934,2980,6455,8076
293212,"2-Furaldehyde """"furfuraldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,788,621,94,16,89,26,600,379,212,325
293229,"Lactones (excluding coumarin, methylcoumarins, ethylcoumarins, and inorganic or organic compounds ...",39,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,26052,0,0,0,0,0,0,0,0,0
293292,"1-""""1,3-Benzodioxol-5-yl""""propan-2-one""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,39,10,11,0,0,0,0,0,0,0
293329,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused imidazole ring, ...",2,0,0,149,0,0,56,23,0,0,,533,485,9,30,17,54,42,187,32,153,,55267,103676,121595,74596,69394,191900,99390,93110,105530,103056
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",2,0,0,1,0,5,2,13,0,0,,3717,2485,286,88,102,419,62,154,2328,2760,,172018,172588,180793,214833,187562,261432,338912,332097,290382,281747
293361,Melamine,25,0,108,0,0,0,0,0,0,0,,99,64,18,60,37,29,34,0,11,5,,46528,64410,68633,58346,53933,80480,94246,70435,42448,115002
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,8,5,3,0,4,1,6,3,0,,591,672,930,677,632,652,1826,2983,3204,3720
293530,N-Ethyl-N-(2-hydroxyethyl) perfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,31,8,284,16,70,36,12,33,133,44,,9822,8416,8907,10472,13533,11495,12427,11954,9641,13583
293628,"Vitamin E and its derivatives, used primarily as vitamins",119,0,0,0,228,243,0,0,7,0,,1723,1301,1403,813,445,289,211,549,528,778,,13468,11698,13238,10635,9805,15308,17614,17175,14373,25769
293723,Oestrogens and progestogens,0,0,0,0,0,0,0,0,0,0,,4,3,2,35,7,88,99,76,280,35,,28274,33044,33757,37986,34211,34165,38003,65392,57410,44791
293920,Alkaloids of cinchona and their derivatives; salts thereof,0,5,0,0,0,0,0,0,0,0,,0,774,3,23,0,11,2,4,76,91,,6775,10708,11863,5013,6421,3965,5166,3203,2276,5364
293930,Caffeine and its salts,0,0,0,0,0,0,0,0,0,0,,2,0,25,26,51,22,258,23,26,115,,1359,2970,4527,6038,6447,6588,8618,6256,6132,11190
293941,Ephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,2,2,1,3,8,4,2,2,7,10,,1217,2430,734,1,5,66,70,99,198,7
293942,"Pseudoephedrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,23,0,0,0,0,0,0,,1,210,0,5,4,3,53,3,4,6
293951,"Fenetylline """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
294150,Erythromycin and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,171,398,2197,1,1939,922,0,1396,904,1057,,143081,110340,107819,128756,134405,131407,162008,130064,138381,152386
300211,Malaria diagnostic test kits,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,130,363,476,386,50,,0,0,0,0,0,2130,10347,4408,2742,2458
300343,"Medicaments containing norephedrine or its salts, not containing hormones, steroids used as ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,2,,0,0,0,0,0,0,0,0,0,0
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",21,0,0,0,0,0,1,0,0,0,,3448,3647,3839,2286,2752,2041,4304,1988,1095,2393,,136918,147084,166840,183926,197969,183553,185079,194266,207438,212787
300443,"Medicaments containing norephedrine or its salts, not containing hormones, steroids used as ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,1,27,109,144,,0,0,0,0,0,0,0,0,0,0
300691,Appliances identifiable for ostomy use,0,0,0,0,0,0,0,0,0,0,,7871,4737,5286,2569,1798,899,1361,1197,947,1991,,3086,3636,3677,4595,2835,4128,5210,4207,5614,6167
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,0,0,0,0,0,0,0,0,0,0,,90,1,0,11,6,21,12,0,0,0,,12,0,140,0,0,0,0,3,10,13186
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,0,0,0,0,0,0,0,0,0,0,,42,23,8,31,4,81,50,66,0,0,,3,0,0,6,0,0,199,0,4,100
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",6,12,0,13,0,0,0,0,0,0,,464,537,1113,573,275,38,23,391,141,509,,95,34,103,138,17,96,1343,33,0,1
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",17,52,15,0,25,10,0,0,0,0,,4825,4533,3021,3513,3272,4264,3854,3422,3196,7551,,181273,31330,37961,117628,98491,74729,212116,224246,262160,533957
320417,Synthetic organic pigments; preparations based on synthetic organic pigments of a kind used ...,130,75,6,15,19,27,32,5,7,0,,9462,16708,14910,8258,4961,3103,4822,5913,9392,7945,,78939,77575,81583,69237,72216,77240,85548,77323,66596,90008
590410,"Linoleum, whether or not cut to shape",0,0,0,0,0,0,0,0,0,0,,300,117,115,56,5,49,0,4,4,29,,688,147,198,319,338,54,535,321,150,378
591110,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, ...""",0,0,0,0,0,20,12,0,0,0,,1690,1091,1514,1068,385,1088,769,628,378,592,,4694,4542,6825,6724,4995,6321,8168,8235,6604,11294
640510,"Footwear with uppers of leather or composition leather (excluding with outer soles of rubber, ...",0,0,0,0,0,0,0,0,0,0,,2026,1139,1647,2741,2369,3317,2668,1989,1303,1787,,2034,1614,321,728,445,595,378,543,113,77
630520,"Sacks and bags, for the packing of goods, of cotton",7,0,0,0,0,0,54,0,0,0,,172,316,79,97,184,112,128,213,692,775,,301,222,351,416,316,397,397,503,376,724
630612,"Tarpaulins, awnings and sunblinds of synthetic fibres (excluding flat covers of light fabrics ...",0,0,629,2,0,0,0,0,0,0,,1126,1638,1682,900,1035,1065,1282,1062,1872,1322,,402,84,694,50,199,436,200,512,124,129
630691,"Camping goods of cotton (excluding tents, awnings and sunblinds, sails, pneumatic mattresses, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
630699,"Camping goods of textile materials (excluding of cotton, tents, awnings and sunblinds, sails, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,160,0,0,0,0,0,0,0,0,0
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",37,0,0,1,0,1,1,2,132,0,,6153,5576,5743,4280,4202,4079,4115,3937,4843,6183,,37075,45494,37235,39036,44596,36494,91048,88124,48003,65417
620791,"Men's or boys' singlets and other vests, bathrobes, dressing gowns and similar articles of ...",0,0,0,0,1,0,0,0,0,0,,15,19,4,19,19,1212,33,21,14,32,,262,163,235,184,115,212,149,91,69,164
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,0,1,0,0,0,0,0,0,0,0,,10,3,2,34,10,23,35,26,14,93,,74,96,123,95,121,74,58,74,71,178
620899,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,0,0,0,0,0,0,0,0,,169,135,288,421,216,296,274,643,137,179,,125,107,149,35,32,168,102,495,53,115
621141,"Women's or girls' tracksuits and other garments, n.e.s. of wool or fine animal hair (excluding ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
621320,"Handkerchiefs of cotton, of which no side exceeds 60 cm (excluding knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,10,4,1,82,16,35,17,257,51,4,,125,86,94,81,114,122,182,100,108,20
630210,"Bedlinen, knitted or crocheted",0,0,0,2,0,0,0,1,0,0,,479,694,746,416,866,644,1018,702,155,313,,1283,488,337,382,152,201,301,209,292,453
680299,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excluding ...",29,26,0,0,0,0,0,0,0,0,,361,809,243,191,663,322,366,942,1594,574,,3722,1756,1553,2262,1089,1727,3134,3461,2761,2520
680410,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",15,0,0,0,4,0,0,0,0,0,,249,85,226,134,121,427,387,314,286,512,,4226,2950,3721,1961,1869,2165,2842,1847,1273,1676
680520,"Natural or artificial abrasive powder or grain, on a base of paper or paperboard only, whether ...",84,0,0,0,0,0,3,1,0,0,,1366,861,534,394,428,495,495,573,412,928,,27492,21633,22101,25106,25139,35135,36791,34410,29568,56092
680610,"Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...",0,0,0,0,0,0,0,0,0,0,,2294,1706,1389,776,1335,997,1166,715,802,254,,17428,13276,10261,6022,4094,6186,6583,5706,8292,11420
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",0,0,0,20,0,0,0,0,0,0,,1614,701,1373,1066,1135,3081,2254,1234,1149,1534,,1654,2426,4224,5169,4540,6299,11250,7605,7062,8693
680710,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",59,0,33,0,0,0,0,0,0,0,,6,67,164,99,16,22,43,103,188,142,,9350,6221,6253,5711,4581,4170,5587,4601,4311,5565
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ...",0,0,0,4,0,0,0,0,33,0,,1412,1438,2851,2138,2653,3424,4839,4875,3232,606,,4127,4309,3338,3517,3543,2617,3897,2928,2399,1807
680911,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, ...",0,0,0,0,0,0,0,0,0,0,,383,2256,1523,1252,2770,2145,1761,2045,1141,1548,,6110,9302,12184,14034,19748,31067,30886,26048,15484,23307
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,9,0,32,4,389,0,0,0,0
681293,"Compressed asbestos fibre jointing, in sheets or rolls (excluding of crocidolite asbestos)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,81,64,57,73,14,3,6,0,2,396
681520,Articles of peat (excluding textile products from peat fibres),0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,2,17,68,53,13,,92,134,122,34,25,33,23,3,1,4
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",35,9,10,19,0,0,32,2,0,0,,109,908,86,90,39,118,31,91,21,17,,185370,185210,187939,174976,62762,80908,90666,91679,66898,88647
690490,"Ceramic flooring blocks, support or filler tiles and the like (excluding those of siliceous ...",0,0,0,0,0,0,0,0,0,0,,1324,511,288,515,7250,4368,4029,1789,696,485,,1234,1495,2434,1948,1379,849,924,2695,1070,2137
690730,"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,81,382,231,230,228,,0,0,0,0,0,615,461,309,99,213
701810,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ...",2,34,10,0,1,0,0,0,106,0,,2394,2407,2530,3382,3305,3267,3096,3091,2338,2728,,86971,80074,62994,63422,89199,139691,147267,128251,68581,87113
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",24,0,0,0,0,0,0,0,0,0,,31,6,0,2,0,14,87,31,36,62,,18004,22116,26444,28793,35963,39861,49806,42651,38470,54205
701931,Mats of irregularly laminated glass fibres,29,0,0,0,0,3,0,0,0,0,,287,597,48,179,61,341,243,187,107,191,,8678,5353,8892,13583,16520,21342,24299,25532,18968,28175
701951,"Woven fabrics, incl. narrow fabrics, of glass, of a width of <= 30 cm (excluding rovings)",0,0,0,0,0,0,0,0,0,0,,360,153,325,259,340,224,305,250,355,383,,367,487,224,275,248,488,244,541,1214,1370
710229,"Industrial diamonds, worked, but not mounted or set (excluding unmounted stones for pick-up ...",0,0,0,0,0,0,0,0,0,0,,3,8,182,623,512,908,1242,362,1193,314,,100,24,268,0,14,0,5,9,0,32
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",0,0,0,40,0,0,0,14,358,0,,938,535,1150,1163,468,917,814,729,740,357,,21284,15304,14420,9946,6159,3567,2716,4158,2380,1286
700231,"Tubes of fused quartz or other fused silica, unworked",0,0,0,1,0,1,0,0,5,0,,6,4,0,4,47,32,18,2,5,3,,9245,8949,13286,12127,15106,17327,7564,7279,13493,30262
700521,"Float glass and surface ground glass, in sheets, coloured throughout the mass """"body tinted"""", ...""",0,1,0,0,0,0,0,0,0,0,,12,5,8,37,44,1,3,8,0,59,,7119,4721,8256,9654,9797,7739,5952,5424,2934,6617
700711,"Toughened """"tempered"""" safety glass, of size and shape suitable for incorporation in motor ...""",1,0,6,0,0,0,0,1,0,0,,2548,2238,1857,1423,1411,2000,1104,1387,1302,1297,,9225,9146,10257,14674,12287,13140,15231,13414,9845,11506
701337,Drinking glasses (excluding glasses of glass ceramics or of lead crystal and stemware),0,0,0,0,0,0,1,0,0,0,,418,453,351,717,518,579,611,801,994,682,,15588,16100,17174,19733,20964,23257,27448,24111,13578,21102
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",0,0,0,0,0,0,0,0,0,0,,0,6,0,2,2,5,5,0,0,8,,48,336,92,388,12658,2693,150,820,292,86
710692,"Silver, incl. silver plated with gold or platinum, semi-manufactured",2438,0,0,0,10019,0,71,0,65251,0,,258241,370801,91031,113516,23753,282693,141523,70197,147883,220342,,221967,317323,219142,256515,182864,183793,265717,187542,829801,1906814
710700,"Base metals clad with silver, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,7,15,0,15,6,1,4,39,7391,6219,,345,1333,443,76,29,56,1649,83,23,239
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...",0,4,0,0,0,6,114,51,16,0,,65004,602,7202,324,341,99,509,650,180,804,,1975,2180,1616,888,38197,1328093,14756,8107,3773,946
711711,"Cuff links and studs, of base metal, whether or not clad with silver, gold or platinum",0,0,0,0,0,0,0,0,0,0,,247,160,80,44,41,196,144,109,146,144,,759,1074,706,1011,823,765,926,586,171,386
720270,Ferro-molybdenum,0,0,0,0,0,0,0,0,0,0,,134,557,0,0,118,484,432,130,18,39,,20427,15111,26126,11642,9098,21900,40818,41999,40903,74423
