Product code,Product label,"Japan's imports from Taipei, Chinese-Value in 2012","Japan's imports from Taipei, Chinese-Value in 2013","Japan's imports from Taipei, Chinese-Value in 2014","Japan's imports from Taipei, Chinese-Value in 2015","Japan's imports from Taipei, Chinese-Value in 2016","Japan's imports from Taipei, Chinese-Value in 2017","Japan's imports from Taipei, Chinese-Value in 2018","Japan's imports from Taipei, Chinese-Value in 2019","Japan's imports from Taipei, Chinese-Value in 2020","Japan's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
283010,Sodium sulphides,127,137,161,239,258,225,297,261,202,214,,1996,1628,941,1383,1871,589,634,347,193,152,,1645,741,772,682,695,641,581,569,472,1394
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",56,46,62,83,112,105,155,155,171,213,,0,381,4020,5209,4218,4334,3907,2568,2520,2273,,1560,1284,1715,1339,1528,1410,1980,1960,1391,1768
902720,Chromatographs and electrophoresis instruments,157,62,54,57,67,0,37,54,86,213,,1254,1272,2589,2153,3161,3182,4348,7955,4517,7922,,79302,66060,55106,51404,58576,68872,68784,67539,72304,72163
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,1168,1149,1158,468,300,279,163,246,199,213,,635,751,600,82,39,168,84,103,46,67,,22963,25022,12340,6552,6128,5483,5940,10125,8771,9846
930599,"Parts and accessories for weapons and the like of heading 9303 or 9304, n.e.s. (excluding of ...",0,3,0,6,42,7,27,16,111,213,,1131,2266,6514,7861,11359,12711,15143,18300,40419,55274,,590,629,660,568,651,673,725,1069,961,1547
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,153,231,186,235,254,203,234,189,178,211,,8002,5885,6586,5923,5650,5686,6069,6240,6778,8529,,10557,9080,9754,10629,11030,9916,12174,12234,10784,11808
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",0,23,0,5,15,102,48,137,116,211,,19857,20664,20280,16007,17910,25664,29076,21186,21232,29069,,442,449,153,98,81,160,298,422,261,364
851989,"Sound recording or sound reproducing apparatus (excluding using magnetic, optical or semiconductor ...",92,133,55,15,90,107,91,236,188,210,,9957,3427,1846,1504,1811,1389,1190,1136,1053,8030,,41049,61966,53073,22239,19452,27715,28393,11730,11541,10751
621220,"Girdles and panty girdles of all types of textile materials, whether or not elasticated, incl. ...",170,377,157,517,719,2920,626,136,17,210,,6590,4703,4207,3810,3893,6476,4208,3320,1571,2129,,95834,106385,88255,79716,83134,86531,89425,96611,96703,83171
700729,Laminated safety glass (excluding glass of size and shape suitable for incorporation in motor ...,338,593,792,1162,975,1029,1273,1624,162,210,,2754,2390,2200,2710,4914,2922,3164,11068,8776,4433,,7878,9941,9606,8053,9828,6732,9339,13778,12153,7174
680710,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",12,0,0,0,0,0,151,35,152,209,,1122,1438,1076,752,505,361,294,361,299,484,,1623,1811,1965,1062,1309,891,1043,1090,692,917
570410,"Floor tiles, of felt, not tufted or flocked, with an area of <= 0,3 m©÷",1126,920,742,381,160,226,215,180,241,209,,371,228,59,27,6,7,0,0,0,0,,1744,1625,1269,2396,733,756,867,927,1557,1433
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",0,3,0,2,37,0,0,446,95,208,,4742,5119,6964,6225,6137,6688,7109,7659,6067,6642,,22354,21179,25905,28908,31322,29293,42034,53921,40338,45961
850410,Ballasts for discharge lamps or tubes,2668,1445,1702,1065,816,739,463,397,393,208,,10429,10004,8344,5514,4078,2401,1787,1707,1765,2248,,87059,65272,53138,34577,22023,20112,18116,22514,20113,8108
660191,Umbrellas having a telescopic shaft (excluding toy umbrellas),377,260,722,1050,1284,1109,879,480,458,208,,573,640,1112,1502,1510,1364,1372,823,600,548,,99160,90302,96018,107295,96528,93257,106020,115248,100002,77431
732310,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron ...",229,191,177,217,156,164,154,149,192,208,,771,845,685,1156,475,355,278,239,260,283,,8916,7128,6996,5983,5280,5561,6190,6481,5567,5917
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, ...",487,202,155,126,356,157,155,149,273,207,,2055,2048,3885,3779,5525,4594,5850,5694,6355,6088,,51859,54523,46214,44900,44763,47275,61084,78725,67462,97460
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",0,28,0,70,0,0,3,60,0,207,,3181,2165,2149,1797,942,424,588,543,338,479,,4756,7405,10363,10506,14665,11976,12224,9507,7652,6478
441919,"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...",0,0,0,0,0,16,6,87,271,206,,0,0,0,0,0,382,468,1068,1497,1565,,0,0,0,0,0,6468,5684,5633,5303,6829
392111,"Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked ...",172,220,139,221,230,213,199,80,508,205,,2650,2220,3453,3404,4105,5338,5158,4406,3487,3023,,4944,3788,2873,2970,2784,3050,4382,4372,3622,3786
420232,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",272,329,245,360,349,269,230,421,204,205,,5139,3747,4246,4420,4261,4245,4432,3650,4056,4745,,414703,352745,288918,255839,285504,295841,336895,388608,335113,348106
600240,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",181,163,201,226,151,289,107,207,237,204,,32728,33758,27432,26729,24748,20441,13871,7467,5339,6221,,1711,1500,1291,1390,1465,2365,2193,2991,3291,2835
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind ...",185,149,156,96,72,224,125,139,121,203,,14853,11013,11999,10420,7983,6990,7386,7289,4965,6320,,11107,9691,7757,3023,3099,2875,4012,2838,2318,2574
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",0,0,165,248,213,170,156,180,204,202,,249,97,29,25,194,7,172,48,371,258,,1730,1548,1495,1573,1518,1211,1227,1392,1928,1342
140490,Vegetable products n.e.s,281,397,558,431,484,316,339,313,179,202,,484,505,1054,1106,1238,1541,1601,1436,1137,2338,,60907,58687,59606,61215,65464,91075,103579,145407,201489,313692
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,57,89,89,68,202,,0,0,0,0,0,1455,4065,7432,3473,6023,,0,0,0,0,0,16973,15797,14220,20463,25101
820310,"Files, rasps and similar hand tools of base metal",222,155,214,208,206,94,96,111,132,201,,2179,2103,2143,2322,2400,2424,2524,2277,2223,2747,,6125,5594,6186,5745,5675,6026,5750,6109,5703,5434
847350,"Parts and accessories equally suitable for use with two or more typewriters, word-processing ...",9,18,58,250,427,323,272,515,829,201,,451509,434432,385939,280330,261261,275328,295761,283038,237555,256865,,1367,2320,1649,1905,2433,2289,1531,2257,2362,1639
961519,"Combs, hair-slides and the like (excluding of hard rubber or plastics)",208,174,220,231,181,189,130,104,95,201,,6842,6381,6408,6154,5754,6126,7638,8267,7819,9563,,22050,17184,19604,19737,20849,19631,15235,16757,14354,16468
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",62,11,3,55,68,3,21,9,0,199,,9550,7140,7025,6444,13640,18943,21046,23904,24892,29955,,42204,40800,24525,22149,20390,25671,23134,20437,16052,24942
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",1006,215,424,320,254,459,505,206,518,198,,20158,25155,29699,36665,32335,41553,47037,48788,47497,45718,,128677,118521,111975,103411,111650,112532,106566,105331,107397,105679
680520,"Natural or artificial abrasive powder or grain, on a base of paper or paperboard only, whether ...",119,102,102,158,117,198,268,146,179,198,,4217,3554,3026,2459,3236,3106,3039,2606,3081,3074,,13962,12202,12056,11424,11880,12825,12087,11139,13134,13160
480255,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",6414,799,1112,818,627,643,38,250,441,197,,5864,22300,18672,15299,15228,11886,13397,10832,14908,29564,,33722,17549,14147,10971,9023,6632,6883,8729,10135,9696
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",1532,1258,824,283,189,182,413,355,303,193,,37157,39940,41034,34004,25291,24698,26757,25928,16978,19973,,52498,52003,51932,45200,44067,49819,49399,48509,39002,36439
940591,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of glass, ...",1609,1063,1325,1231,827,819,483,317,311,193,,4249,3579,3094,2812,2444,2337,1539,1746,1187,1607,,21289,18250,17719,15850,16997,18138,17769,16671,12654,14183
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",638,752,598,537,553,609,668,643,219,192,,0,26,544,522,641,674,715,817,407,302,,78132,70759,68038,64976,67070,64101,65678,66677,59478,64413
730459,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",96,17,165,245,559,663,707,1341,228,191,,3002,4789,4740,1476,698,815,519,709,413,517,,20955,15949,11185,6016,13090,8733,7144,8677,9817,9923
846880,"Machinery and apparatus for welding, not gas-operated (excluding electric machines and apparatus ...",96,215,325,292,132,65,17,905,31,191,,7847,7789,9477,6426,4555,5423,6254,5092,2735,4219,,3403,5368,3631,6310,1968,19921,3284,4548,2242,2048
853210,"Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling ...""",205,244,168,249,305,225,239,194,187,191,,3313,3293,3185,3939,3669,3605,2905,2185,1481,1348,,5435,5557,9351,4711,4524,5278,4982,12085,5462,6134
230910,"Dog or cat food, put up for retail sale",246,160,186,130,62,143,224,119,125,190,,1650,2175,2399,6542,7712,7076,10938,9793,10137,14618,,830665,781143,730266,657563,641719,619211,643922,646338,673653,702671
820291,"Straight saw blades, of base metal, for working metal",147,199,232,230,199,191,205,171,167,190,,1145,1371,1604,1105,1356,2328,1916,1865,2440,3108,,3409,2675,2873,2982,2972,4006,3075,3256,2817,3983
481149,"Gummed or adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in ...",162,124,132,154,162,253,255,243,218,190,,4264,3384,3668,3300,2668,4710,5289,4033,2611,2871,,6091,6884,6210,6974,4672,5125,3953,4281,2332,4011
250700,"Kaolin and other kaolinic clays, whether or not calcined",174,150,265,185,146,150,161,136,137,189,,1765,1859,2452,2437,2409,2679,2857,2992,2849,2960,,187916,166168,176255,151802,143732,143286,129581,117050,91364,105757
590691,"Knitted or crocheted textile fabrics, rubberised, n.e.s.",219,271,210,188,133,247,200,159,107,189,,31692,38303,45650,49237,51783,43527,39488,37415,33017,44930,,373,428,296,327,231,291,254,175,333,326
842381,Weighing machinery having a maximum weighing capacity <= 30 kg (excluding balances of a sensitivity ...,45,25,52,32,40,67,113,182,144,189,,5127,4218,4902,4164,4276,4351,4651,6829,8324,12334,,22518,18382,18501,17512,17978,15772,16256,15273,16592,17925
190410,"Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes",803,387,1087,1044,798,398,252,245,131,189,,11257,12041,18157,15236,15803,20124,21384,23336,23341,21875,,20562,22466,35562,29951,21881,22437,19754,19554,22672,22143
721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",674,323,879,437,331,55,3,43,10,187,,42503,7138,8675,66083,7172,11557,12895,30205,38884,109016,,4379,3447,7495,6987,6883,6943,7927,10748,12334,9612
811229,"Articles of chromium, n.e.s.",355,697,203,137,44,52,61,191,169,186,,6500,7155,5333,4789,6108,5724,5870,4779,3965,4075,,7332,5329,6650,7729,6361,7045,7524,7075,5800,6401
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,232,295,238,199,186,,0,0,0,0,0,654,643,820,837,1156,,0,0,0,0,0,27574,26720,29409,25431,26987
830150,"Clasps and frames with clasps, incorporating locks, of base metal",303,291,238,220,237,251,196,178,679,186,,2500,2503,3074,2931,2180,2342,2560,3148,3518,2946,,1304,1796,2150,1945,1583,1400,1674,3092,2320,1474
820110,"Spades and shovels, with working parts of base metal",310,422,680,305,186,124,199,226,128,186,,3632,4424,4642,3901,3752,4373,4122,4956,4501,6447,,12392,11744,15434,12672,5399,6446,8724,6258,5014,8831
845941,"Boring machines for metals, numerically controlled (excl. way-type unit head machines and boring-milling ...",0,0,0,0,0,0,79,0,0,185,,0,0,0,0,0,961,1997,2999,661,1032,,0,0,0,0,0,26,104,100,1944,587
852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers ...",13567,782,625,913,710,463,701,877,878,185,,918200,700974,904230,768124,229702,264392,102438,14468,50918,39043,,158252,92478,176382,191480,155730,179858,155245,231588,167718,183098
691090,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",150,123,87,155,243,113,88,130,115,184,,682,299,445,468,1116,207,77,68,144,28,,98766,109315,118470,111652,102862,102949,110774,119447,122687,114570
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excluding ...",305,200,236,238,333,154,189,202,108,184,,279,195,162,129,1934,5013,3901,332,378,261,,369,307,363,307,405,267,248,246,172,242
810390,"Articles of tantalum, n.e.s.",40,88,4,25,67,11,46,41,137,183,,9288,7409,7388,7187,6111,7109,6780,7350,11687,16205,,34552,24927,17896,12551,13553,14297,15587,13283,11018,15618
845970,Threading or tapping machines for metals (excluding way-type unit head machines),355,313,1247,457,46,339,411,434,140,182,,29200,21470,21764,9813,10105,9386,11797,9847,6114,6976,,2224,575,2285,2825,12549,1233,3084,5503,393,1049
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",72,375,392,740,892,1261,950,434,569,181,,1766,2099,2781,3766,3621,4518,14177,15918,7274,9142,,86417,90875,80525,89856,99994,64307,76187,84059,73595,71691
960621,"Buttons of plastics, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",468,494,503,313,260,200,212,164,132,181,,16458,15770,16698,12830,10446,9472,9074,8980,8064,9272,,4190,3389,3769,2995,2500,2361,2624,2029,1383,1595
900699,"Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.",74,27,12,55,37,32,127,39,139,181,,14891,91473,10837,8411,8265,9098,5563,10018,10086,13223,,4675,2909,4811,4883,3645,2172,2189,2093,1915,1950
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",44,45,23,41,111,139,167,221,232,181,,1528,433,396,256,263,217,133,82,161,646,,6110,4099,4273,2683,3033,2324,2937,3192,4053,4814
630253,Table linen of man-made fibres (excluding knitted or crocheted),207,53,23,5,6,157,196,108,48,181,,8592,3725,3298,3031,3706,5639,9115,6753,7208,4107,,15092,12878,11548,9880,9817,9013,8313,9175,7653,6133
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...",717,619,633,493,541,498,506,251,148,180,,5314,4774,5687,4768,3887,3581,3491,2951,3784,3872,,6693,4582,5273,5676,4968,4871,5056,5042,4329,5148
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",8116,2237,1665,960,671,680,466,537,365,179,,695896,786401,748882,696248,760253,1074114,1161301,1143422,1077034,1742811,,23616,11773,10070,8372,6881,7240,7825,7799,8128,6919
901790,"Parts and accessories for drawing, marking-out or mathematical calculating instruments and ...",192,286,265,324,479,432,509,194,130,179,,8836,9474,10144,12296,11982,19264,19589,14215,12053,9794,,9995,7685,8107,11143,10419,11868,13884,11216,8233,11183
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",275,356,78,58,49,79,118,114,124,178,,105,202,186,177,3100,2442,2268,390,372,1050,,19242,16726,14515,11022,15890,14257,14064,13040,8566,10911
570490,"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up (excluding ...",519,674,580,548,325,283,300,225,219,178,,1230,1074,930,824,1643,1818,1376,1223,1275,889,,4826,4417,4641,3959,22513,29977,35169,31948,25462,30868
831110,"Coated electrodes of base metal, for electric arc-welding",571,407,283,242,293,262,242,323,352,177,,13557,15856,17491,12006,6922,6578,6912,6490,10398,9730,,6107,5295,5182,3812,3201,2947,3552,3333,2901,3124
400941,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",34,117,266,230,233,263,220,218,122,177,,2727,2446,3941,3008,3308,2815,1358,948,968,1851,,3241,4702,6230,6448,7200,7231,10014,7721,5081,6279
901530,Levels,230,374,414,339,231,96,47,31,141,177,,3482,5136,9959,11457,12012,11143,8098,7333,4667,4630,,8330,11162,11578,9729,9849,11067,14461,12906,13477,13626
843780,Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables ...,166,290,209,194,526,681,311,355,218,177,,1473,1450,1906,1194,1828,1755,1183,1828,1450,1196,,6943,11424,4142,5890,11563,6244,4516,3584,7878,3784
270300,"Peat, incl. peat litter, whether or not agglomerated",95,119,111,118,95,233,134,172,149,177,,117,114,132,238,169,346,172,257,333,528,,40341,38906,37230,33323,33669,33000,32608,30889,31752,38935
920890,"Fairground organs, mechanical street organs, mechanical singing birds, musical saws and other ...",438,375,393,351,326,362,296,313,281,176,,1529,1473,1636,1986,2299,2281,2928,2237,1971,2455,,3598,3207,4057,2552,2275,2455,2101,2179,2509,2319
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",127,109,96,163,237,244,167,94,230,176,,9379,12542,12404,9377,6554,6219,9439,7781,3589,3481,,18244,18696,18187,20182,18643,17917,18749,17864,11620,15653
847689,"Automatic goods-vending machines, without heating or refrigerating devices; money changing ...",137,165,480,28,285,217,234,27,213,175,,22554,20385,21573,26659,25541,30675,28561,29936,20086,8196,,24400,12461,7143,4504,4943,4838,6641,10930,15390,16719
830630,"Photograph, picture or similar frames, of base metal; mirrors of base metal (excluding optical ...",21,21,16,82,102,72,74,105,105,175,,3037,3014,2867,2702,3511,5314,7442,7592,8041,6947,,13516,13940,13866,12142,10793,9858,10123,8463,8324,7766
851610,Electric instantaneous or storage water heaters and immersion heaters,5,2,2,20,11,4,6,58,92,175,,4332,3057,3109,3461,2925,4066,6344,10296,9149,11244,,38839,29457,28103,25704,28359,30032,30464,38278,57364,87770
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",554,910,662,663,636,770,525,380,405,173,,4557,3470,3760,3542,3582,3720,2733,2974,9905,1805,,416260,369718,349020,330482,364834,369718,382391,375943,326181,330951
740990,"Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excluding copper-zinc ...""",8,3,103,61,34,39,63,547,921,173,,38376,43694,44248,34545,32817,32285,34415,26633,27022,30649,,30353,21162,24715,18602,12493,15644,17936,16142,15285,18812
200811,"Groundnuts, prepared or preserved (excluding preserved with sugar)",18,12,19,41,23,22,8,55,89,172,,1279,2348,1834,1317,951,1083,1083,1198,1613,1254,,160492,141279,118730,120957,118830,131207,128706,121308,132648,123107
846595,"Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or ...",407,88,1215,280,448,383,596,465,322,172,,50362,40996,66797,37224,34928,36758,26623,18839,35351,48027,,2990,2767,5112,3744,2784,2833,2103,2671,1987,1761
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,100,461,920,193,172,,0,0,0,0,0,759,702,607,1229,1064,,0,0,0,0,0,1280198,1358783,1396234,1233980,1534465
630539,"Sacks and bags, for the packing of goods, of man-made textile materials (excluding of polyethylene ...",120,95,276,244,140,144,247,203,171,171,,2291,2682,3790,2751,3705,5296,3002,2350,1261,2181,,6951,5049,5840,6040,6956,10879,12662,11312,9981,11149
950612,Ski bindings,0,3,2,3,25,36,268,268,96,171,,3886,4175,3739,3419,2662,3185,4460,4773,3724,5076,,18913,15959,16033,13397,11636,10051,12503,10938,7577,5987
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",493,362,263,298,207,189,129,134,90,171,,746,985,853,702,661,602,676,427,584,492,,23992,26316,24543,22061,18724,18234,17983,16690,13969,17775
611510,"Graduated compression hosiery [e.g., stockings for varicose veins], of textile materials, knitted ...",62,88,85,157,86,95,174,130,192,171,,1377,2116,3386,3473,3057,4206,4609,6006,6736,10169,,14942,18021,18447,14223,16418,16603,15299,16199,12864,14304
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",204,161,88,68,87,119,71,309,181,170,,315303,280518,199976,151958,189890,206783,217887,189924,211316,275491,,35521,31484,31821,24569,25303,30731,37853,33838,28951,41819
854710,"Insulating fittings for electrical purposes, of ceramics",373,167,408,256,395,378,471,503,101,170,,1565,2814,4138,3473,6512,8828,9056,11172,16484,21399,,22617,18250,19194,24464,31821,28805,32621,31318,28563,31836
551622,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",35,108,66,64,31,49,21,150,142,169,,45868,41078,33385,31156,26314,19291,18994,17332,9366,10606,,3144,3402,2503,2175,3136,2030,1334,1854,1626,1508
842091,Cylinders for calendering or other rolling machines (other than for metals or glass),310,551,294,209,393,196,300,308,341,169,,5970,5497,5138,9810,8303,7713,7086,6808,4382,6698,,2379,3076,2044,2333,1471,3037,3693,3186,3930,3817
843850,Machinery for the industrial preparation of meat or poultry (excluding cooking and other heating ...,117,121,192,248,284,175,165,162,161,168,,2102,2154,2916,3770,2762,3541,4138,3844,3846,4746,,27785,35758,38259,28655,35006,32405,43489,36071,31811,35025
630612,"Tarpaulins, awnings and sunblinds of synthetic fibres (excluding flat covers of light fabrics ...",107,13,16,75,128,60,140,129,179,168,,8283,6312,5859,5599,4873,5597,6505,3802,2233,2601,,51669,50196,50270,42268,43637,45754,47966,52333,47112,60500
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,46,631,629,449,167,,0,0,0,0,0,3932,4971,4545,4914,5089,,0,0,0,0,0,21679,28590,37291,27567,26488
851822,"Multiple loudspeakers, mounted in the same enclosure",919,231,1223,248,236,176,430,585,618,167,,3160,3570,4391,3264,3020,2786,3103,2889,3882,5410,,187439,170284,250691,156072,154297,166247,198420,222862,187356,199527
400922,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",114,80,376,361,100,81,450,103,252,166,,1148,633,914,367,288,260,286,461,363,629,,16314,10754,11391,7802,7416,9168,10270,15282,12539,19607
701939,"Webs, mattresses, boards and similar nonwoven products, of glass fibres (excluding mats and ...""",95,17,10,2,148,10,177,109,45,166,,6096,7627,6357,6445,5480,5231,5377,3835,2967,4061,,12909,21191,24462,26328,31130,31519,43543,44931,36480,39704
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...",0,273,170,4,134,52,0,0,151,166,,444,251,136,352,146,51,49,119,26,41,,42755,43520,40673,35702,27174,25143,29576,31350,20260,19505
846022,"Centreless grinding machines for finishing metal, numerically controlled (other than gear finishing ...",0,0,0,0,0,509,1345,368,654,165,,0,0,0,0,0,7574,15141,10947,6955,6269,,0,0,0,0,0,2994,1512,1384,5551,978
540720,"Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex ...",89,122,25,98,98,161,161,187,156,165,,8882,9603,8557,8247,6147,6148,4776,3885,3504,6004,,22373,24427,27920,25358,27315,27015,28571,32088,34734,38757
900390,"Parts of frames and mountings for spectacles, goggles or the like, n.e.s.",108,171,266,169,141,342,236,229,312,165,,6886,5339,5867,8105,7700,9024,9788,8902,8476,11274,,10822,10919,11347,10424,10440,11593,12290,13069,11052,14483
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",23,0,0,0,0,27,0,0,35,164,,656,203,394,292,229,319,145,254,319,591,,6987,7833,5617,7317,7546,40829,174266,175804,187789,268244
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",79,179,230,252,145,288,255,220,224,164,,285,474,565,714,549,685,665,730,2078,941,,20358,20771,21456,22490,22759,22114,23406,24254,24007,24954
851511,"Soldering irons and guns, electric",341,323,195,141,181,89,124,55,81,163,,13001,11449,13548,13354,12981,13027,12039,10046,10532,13264,,2848,2199,2103,1929,2598,1899,2105,2009,1909,2715
844120,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excluding ...",492,649,141,55,103,0,175,154,255,163,,1167,1021,958,906,1452,820,490,742,587,959,,2402,5609,5407,3945,1189,3636,3030,8079,4589,4744
321511,"Black printing ink, whether or not concentrated or solid",139,145,254,244,279,208,182,421,163,163,,7701,6705,8237,7285,7295,7135,7688,7377,7552,8245,,20491,19240,27856,22946,21826,22381,23117,23591,23013,26374
180620,"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...",0,0,0,0,0,0,0,13,261,163,,278,254,415,214,210,145,348,568,510,433,,284763,275959,320009,256322,243006,278032,279381,271538,269754,275355
291450,Ketone-phenols and ketones with other oxygen function,5422,3202,3692,1526,3314,1957,1647,170,693,163,,28662,18001,14825,5373,11635,1472,1606,2837,3348,2120,,16239,12297,13209,11294,15667,13781,15260,15991,11586,17047
320419,Synthetic organic colouring matter and preparations of the kind used for colouring any materials ...,115,148,151,215,271,270,638,408,83,163,,17407,17099,17387,16352,22532,32988,38136,33191,31853,35163,,38479,35919,34358,33388,36475,40687,51495,55231,42861,42776
870322,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",57,88,214,67,123,376,0,183,151,162,,2235,2607,3369,2150,2901,1373,1370,1814,41629,187600,,1989214,1700221,2018054,1857076,2077291,1981431,2050740,1880201,1183543,1082202
700800,Multiple-walled insulating units of glass,66,175,212,8,6,20,142,171,421,162,,34,191,455,925,79,275,404,1024,1393,688,,9920,7808,7502,5200,4507,4814,7851,5474,5465,5637
660320,"Umbrella frames, incl. frames mounted on shafts """"sticks"""", for umbrellas and sun umbrellas ...""",73,104,60,139,171,219,321,246,232,161,,244,257,257,406,556,403,452,361,252,179,,2487,2385,2474,2795,2209,2230,2299,2491,1452,1491
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",259,775,1032,519,777,894,898,757,447,161,,2366,2611,2813,2501,2423,5701,5222,6157,4497,1980,,135214,106424,114976,76935,76569,66588,66404,59309,51865,48979
731414,"Woven cloth, incl. endless bands, of stainless steel wire (excluding woven products of metal ...",225,316,120,79,71,109,172,146,256,160,,10327,9936,11283,11643,10586,11227,13187,11735,18288,24424,,23223,19206,19856,17815,24032,25536,29634,24778,27141,32126
282735,Nickel chloride,0,0,0,0,0,407,945,638,319,159,,3227,3274,2861,3183,2800,5048,6771,6984,4577,6253,,8697,11478,14625,13162,13024,11037,18842,10297,6751,7758
151620,"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",3,11,7,14,25,35,93,37,121,158,,1554,1189,1440,2632,3149,3928,4124,4124,5014,4708,,40635,36776,45277,42798,55155,61915,55645,55686,46397,58185
