Product code,Product label,China's imports from Russian Federation-Value in 2012,China's imports from Russian Federation-Value in 2013,China's imports from Russian Federation-Value in 2014,China's imports from Russian Federation-Value in 2015,China's imports from Russian Federation-Value in 2016,China's imports from Russian Federation-Value in 2017,China's imports from Russian Federation-Value in 2018,China's imports from Russian Federation-Value in 2019,China's imports from Russian Federation-Value in 2020,China's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",4458,4694,8919,10143,7349,8012,17330,34900,28245,55004,,49016,61630,82033,51230,79539,103002,93053,106582,77250,90838,,79807,149321,138042,193158,208723,266297,301989,304247,263950,209615
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),426702,362052,117731,74492,59806,65931,13992,342230,537505,54742,,1080827,976576,1000100,475786,436509,1134506,1288423,1564798,1213693,2304743,,5220066,4083717,2687971,2179141,1161234,1886699,2336602,3958507,5619788,4661382
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,7211,11541,7532,24218,78443,70560,145420,54523,,11161,9483,8727,2318,2729,7227,28016,21303,59112,13893,,2946,5047,20526,36921,22306,62606,106827,90880,156231,59426
760120,Unwrought aluminium alloys,23914,21107,11560,3092,1672,5621,7959,15127,72444,49760,,1961162,2100064,2112002,2283458,2046337,2455331,2028781,1493269,1320676,2989431,,278899,247462,206327,160410,128586,156833,173291,368426,1879017,2253116
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",90710,103397,101082,57840,46394,59273,68741,51720,40407,46415,,208308,231774,229989,147998,122860,188492,225612,161866,113259,216013,,2827128,2915984,2716528,2076164,1741554,1839774,2021456,1745837,1483649,1517776
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",85645,88169,24762,30466,40574,78480,52224,43280,54941,43591,,361703,288960,204116,192206,190659,288480,269376,239338,246581,441122,,1161778,999794,890156,824974,836407,988862,853724,762674,660984,759918
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",518,112,5576,9834,8308,19869,66529,80051,50614,42717,,6823,5827,11837,13147,18968,35542,84902,99144,60905,46279,,1634701,1166212,1192619,1032086,1109251,1340573,1872720,2103836,2233424,2543258
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",2561,3727,26908,20331,39263,25776,13455,22245,29601,42609,,8483,12451,16294,0,0,0,0,0,0,0,,1521658,1802658,2009289,1760446,1731410,1803870,2270993,2573495,1735837,1936234
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,15756,25344,19954,36467,42594,,0,0,0,0,593,1056107,1304947,1104328,1098211,1834822,,0,0,0,0,0,39817,64057,52020,67276,69273
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",93150,74551,53610,80894,79640,90626,95429,87016,46716,41905,,58711,48988,36589,52822,60360,60937,64954,59817,37047,44369,,444933,515250,743301,736697,803678,992505,942524,522359,440433,445981
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",22475,16749,14954,24147,32374,24559,31764,42307,38974,41801,,24278,20305,24558,28830,29850,39516,53835,63901,65507,84582,,112576,117154,152079,140616,134284,96044,105571,129757,132699,122714
400239,"Halo-isobutene-isoprene rubber """"CIIR"""" or """"BIIR"""", in primary forms or in plates, sheets ...""",82601,61773,66049,42474,43774,57907,63975,53678,74350,40280,,387510,447064,407812,285777,253700,273524,323471,335486,245672,308217,,933530,868752,824438,575019,501002,517886,491874,425219,362949,278395
253090,"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s.",1489,1458,9104,452,401,39218,12155,11181,18738,39644,,66696,46532,38956,32198,31388,78539,62407,66237,91775,116532,,198614,224286,241873,258643,314252,972865,1471611,1254701,852967,1531651
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",160157,81458,27535,26277,37664,53894,30995,26825,41802,38882,,846420,707341,493631,366182,354651,492527,413715,385981,294818,449591,,202096,123378,68214,61865,69875,88593,74889,62110,76474,74133
252490,Asbestos (excluding crocidolite and products made from asbestos),60298,63860,45556,31631,28795,31186,37365,31277,37438,38670,,329675,243617,242870,187090,174577,169550,171782,188147,174893,184590,,67235,71792,50007,35697,31387,34536,41972,34266,40634,40336
440795,"Ash """"Fraxinus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",351,428,2178,42256,50481,41257,41422,42221,21841,36624,,34158,29945,27690,31975,35859,31982,32337,32998,17139,29935,,99616,129189,214547,271826,290725,272538,277526,219373,165785,146796
440324,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,74176,75361,50951,34617,35940,,0,0,0,0,0,12568,13966,10509,10199,10918,,0,0,0,0,0,80004,79753,53444,35768,69404
261710,Antimony ores and concentrates,74869,55616,56022,11939,20446,39540,95593,51169,32712,35704,,65591,48068,32756,28789,23040,44726,70546,52476,43460,51864,,220041,187166,164983,107120,104257,143772,213263,143008,116539,121356
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",8333,4120,1987,289,2023,5086,12082,801,12211,34956,,27519,26516,27663,21875,22688,48591,68044,58248,101765,137099,,54287,49385,43545,36156,38610,88455,152080,113396,163775,219934
810890,"Articles of titanium, n.e.s.",13962,30358,10359,16325,13674,27164,46313,60340,50563,34850,,495953,483853,435303,427957,418712,477372,565026,585107,373539,275722,,429642,381437,421515,452806,399087,433320,514941,581339,453853,411744
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",16014,22343,22937,32820,35340,26769,61028,61461,42785,32879,,34157,52577,49106,50493,65073,41589,73591,43447,45675,37644,,97305,105774,92093,117380,111451,111440,328734,407600,310539,286608
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",61460,32442,23666,27643,18074,30993,31219,36650,24786,32624,,86727,70855,44610,43841,38361,53945,69691,57833,43355,84489,,305998,233855,215816,193927,186661,254967,236521,196692,178309,226698
711029,Palladium in semi-manufactured forms,5105,7,0,0,0,2,8,20,10996,30952,,406,422,530,507,2066,3358,838,1050,283,674,,22595,25872,37473,20247,22190,23399,22642,24348,48599,78496
710490,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded ...",15831,31195,55726,38258,18426,36492,31540,16775,26656,30425,,1759,25364,31289,32625,37620,46349,35479,28462,41454,62860,,143195,187011,290490,198968,139764,116141,130237,68879,82015,106785
710231,"Non-industrial diamonds unworked or simply sawn, cleaved or bruted (excluding industrial diamonds)",27556,53074,67408,85790,68249,34226,38035,23762,18429,29834,,3663152,4105401,4478758,3105621,4266428,4183609,4360777,3257477,2852752,4058404,,1444631,1315538,1378174,763584,665525,660332,718747,493391,314197,474163
840140,"Parts of nuclear reactors, n.e.s. [Euratom]",20655,15295,47141,54529,97136,49744,8354,0,8541,29358,,14311,21598,65634,115221,92780,273765,155335,87719,166645,210316,,314048,266164,139059,103144,171164,94792,16174,12656,17125,49787
284410,"Natural uranium and its compounds; alloys, dispersions, incl. cermets, ceramic products and ...",0,0,80475,154436,18,10557,14533,0,0,29128,,84397,78350,149658,225977,50048,22990,14543,3,77,0,,1710398,2390776,2362727,2209421,1606456,1463057,1467562,1296757,1500873,1113864
290122,"Propene """"propylene""""""""",0,0,0,0,0,0,0,0,14912,27449,,35764,26776,25803,44880,61760,116784,83104,64226,32712,147676,,2966220,3715618,4284386,2373721,2194272,2845268,3137777,2910650,2037391,2425454
281000,Oxides of boron; boric acids,35309,30135,33160,24470,28899,26273,27406,23297,30904,27010,,50595,44078,38390,32967,38628,40359,45423,36201,36457,39390,,138147,159002,166845,135809,129713,131498,175809,138362,158947,164258
151511,Crude linseed oil,0,0,0,13,0,116,1686,8584,18561,25975,,293,318,285,200,210,459,5944,21627,29983,38798,,48059,22835,25816,31480,28226,27671,29084,41106,51201,60610
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",1,0,0,0,0,0,0,0,73665,25737,,580023,506149,411748,348127,262101,592302,679152,651450,487977,1066614,,11888,6610,531,399,294,2362,18231,121594,690956,436824
441012,"Oriented strand board """"OSB"""", of wood""""",0,1,0,0,271,381,1742,3719,18252,25592,,4210,2133,4552,8298,13859,25018,67446,61783,73538,220846,,21888,28205,44611,43893,55499,73337,62655,67591,75783,77798
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",7551,10935,77196,20866,30563,141758,161006,107826,41956,25568,,1187320,1422683,1390509,1245231,1220729,1011006,981426,799740,681177,824838,,123343,196323,151938,132188,96607,625945,452318,239334,360936,127661
442199,"Articles of wood, n.e.s.",0,0,0,0,0,9525,14476,19002,31658,25222,,0,0,0,0,118,40972,46766,53925,67447,79072,,0,0,0,0,0,565841,467652,445000,723174,410690
271112,"Propane, liquefied",0,0,928,2995,287,0,0,1688,19660,25141,,1236623,1261054,1524087,685696,708063,1056284,1664644,1236085,777418,1008224,,1687655,2193715,3986548,4412636,4397228,6663114,7896298,7363372,6527279,11421462
220300,Beer made from malt,1540,2594,3260,7261,10211,12799,26818,30926,17487,25092,,150869,151738,131083,104795,125520,129088,150646,147928,130500,160850,,144207,231486,407029,575140,665733,750047,904370,820006,695086,649319
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",89056,71720,37706,13109,417,0,0,0,1829,24943,,85598,71284,42097,25054,12483,14085,24771,20242,14360,51770,,247826,252921,144958,102263,54782,46492,81260,60537,42842,123482
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or ...""",0,0,0,0,0,16111,29146,24464,17860,24051,,0,0,0,0,0,22298,26423,27662,24753,22474,,0,0,0,0,0,40592,67340,64314,35587,47068
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...",10845,8440,5162,4382,13501,17536,27754,21010,20430,23562,,215194,242334,383383,319658,416832,556322,669282,920656,935827,1639113,,202995,158857,160487,171106,215216,277322,276069,210011,155467,162621
811221,Unwrought chromium; chromium powders,689,954,554,332,911,1439,1660,916,1603,22606,,153365,90189,126688,97200,111086,124887,181665,139123,101613,168113,,2963,3548,4290,3898,5265,6393,4328,5051,4443,26875
30743,"Cuttle fish and squid, frozen, with or without shell",0,0,0,0,0,10752,8537,23726,3324,22156,,0,0,0,0,63,14964,30129,79723,72965,53592,,0,0,0,0,0,502014,528155,861623,662848,899133
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,22026,,0,0,0,0,19,4670,4168,2889,2687,4308,,0,0,0,0,0,57509,56786,49437,34657,93477
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",4041,48,77,859,2206,2145,2611,11168,14100,21561,,53963,18912,27243,19760,15161,14903,22439,41360,43630,36420,,97576,77300,80030,63378,66483,136257,318365,407190,296052,491525
260900,Tin ores and concentrates,0,356,3,2272,4954,6379,4514,7625,6688,21305,,0,166,410,1821,2034,8330,8384,15565,14005,17548,,175863,290933,388256,373552,814647,923176,739457,661679,554712,1159932
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding ...,195,334,1590,1864,3205,3787,2612,545,11669,21033,,19197,22412,31194,26028,30399,25280,31348,25649,42084,43878,,2618,3274,3943,5158,7219,6134,5793,2515,17148,26928
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",4316,5042,9109,11740,7883,16343,18439,27468,37957,20816,,214541,197878,224063,223240,240881,321640,366609,348983,323285,333393,,1441081,1278902,1265156,1196210,873899,868970,941965,812184,910979,1077823
100590,Maize (excluding seed for sowing),1053,1029,4891,14366,10226,281,5447,10624,21589,19366,,572959,589537,699509,584171,854201,883268,849216,611443,390394,688083,,1683370,930527,723243,1103776,634345,600010,782129,1056879,2486895,7578436
100390,Barley (excluding seed for sowing),0,0,0,0,0,0,0,0,1176,19303,,896693,553010,783410,888293,423284,730654,1022157,760432,897110,964468,,781225,798583,1573835,2859418,1141825,1816272,1690391,1561311,1879891,3248974
440399,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ...""",135863,126769,171918,203634,222624,51136,35433,25501,21137,18699,,317281,416550,439702,356914,364469,39252,29668,21897,17842,15140,,2575022,3162036,5100933,3446764,3058031,1270508,1322798,897743,599850,661030
280429,Rare gases (excluding argon),1136,1569,829,129,615,0,24,297,6870,18117,,41921,34002,31453,35823,21581,23169,31217,37941,41307,58132,,93643,115292,165779,160159,164703,172130,215972,256415,301790,285269
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),4149,5813,4588,6109,6518,9210,12738,13626,16137,17733,,33553,41336,37544,29854,27421,38831,42104,40002,40187,53191,,1643467,1684130,2253298,1774688,1800387,1944058,1968005,1851219,1987971,2000777
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",9015,10416,7610,5677,6837,9760,13247,14664,12820,17272,,74709,87241,86121,55080,80415,96642,119803,115147,77336,100984,,13801,16032,13047,12906,12339,13654,17932,19250,19615,35310
190532,Waffles and wafers,0,0,68,777,1197,1701,1419,5014,2702,17270,,63246,83893,74287,65773,88184,86080,100632,106003,117945,135462,,19438,31192,40657,66255,123220,163130,151562,145053,148097,171292
730210,"Rails of iron or steel, for railway or tramway track (excluding check-rails)",32130,26828,8900,1773,647,0,3,9,6171,17243,,123002,199961,175378,105379,106545,120544,124031,120680,155798,124590,,51268,52869,30272,25592,22104,15024,24057,20747,34780,51794
711019,"Platinum, in semi-manufactured forms",28372,105236,138543,43751,799,169773,32634,135670,43825,17007,,13748,17639,13253,14876,14063,35246,13852,15476,18290,41513,,1201826,1225898,811984,789745,700243,911903,948191,906962,702054,747363
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",10060,17842,15749,15725,31581,43046,64281,45907,41538,16736,,9741,6878,12173,18142,24330,28691,45421,35828,26109,13210,,135416,231673,234782,177718,205610,261593,292071,274843,236369,147924
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,1531,3680,14175,20091,6670,27359,19515,10130,29429,16618,,89892,83793,94085,75469,74662,61411,214612,109815,82064,74050,,487217,622248,627428,890261,956099,2170018,3695586,1992464,2430149,4149926
100810,Buckwheat,0,389,2778,1921,137,34,6942,9856,1045,15132,,2165,6944,12641,16326,8047,15720,17598,18791,28959,44291,,0,389,3232,1921,138,34,6942,9856,1173,15132
261610,Silver ores and concentrates,17304,39767,25914,22900,19133,4235,0,11418,8537,14991,,691,0,0,0,0,0,0,0,6377,52401,,541235,658862,735722,766945,926338,1269375,1281334,1349380,1530153,2561242
810990,"Articles of zirconium, n.e.s.",188,0,0,0,0,0,0,0,0,14916,,6683,56,7131,5751,6679,375,20019,6316,15843,23427,,20118,7940,14266,21118,9329,15283,37260,27694,20587,30934
30391,"Frozen fish livers, roes and milt",0,0,0,0,0,23009,21366,19010,11735,14535,,0,0,0,0,0,293897,362784,264425,240160,510148,,0,0,0,0,0,79432,77728,68337,52061,93038
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",46659,35393,16804,15809,15939,27930,16016,23014,34972,14486,,669509,524494,367089,271067,273758,427968,411640,365357,241239,416811,,749038,550552,439953,372088,349406,587093,394939,362443,349131,333394
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,274,7277,15442,13978,14293,,0,0,0,0,11,13782,19076,22815,19312,21672,,0,0,0,0,0,12522,71448,113863,115043,104491
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",0,0,1467,0,508,856,1023,2579,8762,14222,,1318,2849,2637,2545,4633,5226,7633,13128,12767,13627,,91651,165838,170825,96719,66593,50483,72744,72511,96624,102497
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",6274,6410,7937,12770,13445,11556,11774,10668,13351,14089,,67508,75885,74319,61855,73993,90828,83707,92427,78583,0,,59361,70549,70674,72299,69817,78660,85253,95640,81282,91548
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,2991,13867,,255,267,281,509,1166,3240,5484,3520,7472,29645,,19540,165059,258725,279846,262403,286840,422665,726643,765139,1105392
390210,"Polypropylene, in primary forms",9051,42301,80614,74728,47345,59528,46096,127873,119886,13716,,90579,173613,262084,381032,323110,378023,378139,318244,616223,1050963,,5801001,5595865,5821826,4439846,3523446,3843963,4191398,4044476,4542092,3707061
100199,"Wheat and meslin (excluding seed for sowing, and durum wheat)",0,0,389,0,0,4515,10021,6496,7459,13576,,4476345,3469064,5387323,3862883,4170863,5730120,8321729,6315520,7853729,7173222,,726639,1390372,663639,354897,303705,524741,206144,327524,1070921,1247002
30475,"Frozen fillets of Alaska pollack """"Theragra chalcogramma""""""""",0,0,428,58,819,512,543,2844,3534,13484,,43270,64638,41218,68499,87966,54575,141058,135805,155832,247409,,2730,5253,7243,6233,4646,14714,14872,9695,17446,25902
100490,Oats (excluding seed for sowing),0,0,0,0,0,118,316,6532,7891,13421,,3349,734,1273,2768,2464,2680,8885,20526,14409,48505,,28376,30594,37846,49774,62811,88816,65005,64644,63115,82558
120600,"Sunflower seeds, whether or not broken",0,0,0,18,1,185,1166,11598,15043,12874,,118958,33996,41928,32241,82626,131170,49827,251465,562510,62031,,36019,19772,35757,38941,33421,47282,47546,110133,79655,72273
281610,Hydroxide and peroxide of magnesium,0,0,0,0,1509,10607,2113,9424,14968,12641,,1375,1413,1311,1725,5862,18865,15490,22031,35227,36450,,5057,5237,5873,5144,5820,13991,5680,14580,20344,17474
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,180,0,0,14350,11963,,1063,500,727,1827,1845,3597,5575,3512,15254,36404,,6078,7016,5426,4207,2496,61180,123524,189879,563727,595610
150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",1395,1420,1317,8321,12145,17329,23744,20130,13735,11849,,44942,31806,22120,33552,41113,43235,65963,65275,32138,38621,,3664,2448,1778,9313,17125,22255,28778,23639,18615,16501
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",17149,13970,14367,13055,21796,17444,16281,21702,4492,11262,,138502,217230,181586,88415,147452,138340,105939,84346,77608,103717,,3767795,3767430,4075327,3550608,3605914,4042713,4427190,4081469,4188045,4444365
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",180,76,0,253,0,2278,0,17,11902,11103,,8702,6299,4069,3260,3708,10762,11183,8891,34462,45803,,12722,6773,7481,10377,16365,38541,75027,90456,193439,382318
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",1469,1724,836,1708,2424,3518,3880,5479,4924,11057,,44779,47256,53167,38979,16263,25461,27367,24175,17645,29820,,3825307,3635110,3857336,3270407,2324439,2290467,2423039,2423090,2414153,2733830
151419,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""" and ...""",0,0,0,0,0,0,0,0,3085,10732,,8122,9486,13727,7183,4992,4020,2542,8793,36830,61670,,64921,53333,41455,4542,7024,4969,29880,16896,74276,174220
720292,Ferro-vanadium,0,0,0,0,0,0,0,7867,5212,10721,,31517,30352,20244,14318,18192,35177,38068,31351,11161,29627,,404,147,124,25,941,2620,652,25742,54978,40222
310430,"Potassium sulphate (excluding that in tablets or similar forms, or in packages with a gross ...",46488,32013,17356,11320,6389,7451,12967,10553,11193,10499,,54682,51824,43012,34509,23922,17795,26281,19084,17689,23262,,85593,57616,30353,25511,17075,20372,24993,24956,26781,21297
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",7655,8863,6900,11259,10646,11287,15750,8970,5993,10456,,8602,11940,10358,16827,13539,13122,20730,10360,8349,16795,,222062,860913,756562,82243,75266,96633,93446,102899,66107,112285
854310,"Electrical particle accelerators for electrons, protons, etc. (excluding ion implanters for ...",4834,2741,443,1670,1017,1618,0,0,0,9866,,8308,8622,10528,11957,12205,10474,8488,12122,16681,8396,,18616,45140,19216,21334,31193,30919,19041,29385,42801,36182
440797,"Poplar and aspen """"Populus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or ...""",0,0,0,0,0,6946,6231,6321,8716,9718,,0,0,0,0,62,10369,10878,11611,11743,24483,,0,0,0,0,0,12814,18922,14249,12422,13172
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,0,0,391,463,1490,3064,2925,2694,9694,,6790,7265,8001,11287,12025,11109,10802,7064,4767,6117,,7198,9359,13222,16917,15293,41558,30803,32237,31238,68660
30351,"Frozen herrings """"Clupea harengus, Clupea pallasii""""""""",91329,99190,66423,50633,52884,90781,76241,92702,54813,8973,,170275,198925,127404,96539,73110,119986,127343,123965,138713,115685,,107984,116921,89657,63449,64553,112462,87994,109716,74346,37445
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",5,32,331,1756,773,629,983,3615,1884,8816,,59302,68230,54589,32561,42799,48729,50136,58607,73423,86273,,26182,38183,39897,49874,44739,54803,63013,69640,67014,93887
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,11871,8720,,16283,126540,315915,218087,201645,142158,206366,194504,235072,488248,,21252,14038,17565,41681,13494,35750,14189,7299,37143,53916
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,14571,22783,18535,11195,8160,,0,0,0,0,23,7748,11889,10905,11323,14447,,0,0,0,0,0,28099,34898,32102,28135,24044
