Product code,Product label,"Australia's imports from Korea, Republic of-Value in 2012","Australia's imports from Korea, Republic of-Value in 2013","Australia's imports from Korea, Republic of-Value in 2014","Australia's imports from Korea, Republic of-Value in 2015","Australia's imports from Korea, Republic of-Value in 2016","Australia's imports from Korea, Republic of-Value in 2017","Australia's imports from Korea, Republic of-Value in 2018","Australia's imports from Korea, Republic of-Value in 2019","Australia's imports from Korea, Republic of-Value in 2020","Australia's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
540262,"Multiple """"folded"""" or cabled filament yarn of polyester, incl. monofilament of < 67 decitex ...""",9,17,0,10,21,3,0,6,1,0,,6543,7353,5088,4444,4578,7066,8422,7188,2938,5121,,656,312,488,403,420,184,724,1129,98,202
540342,"Multiple """"folded"""" or cabled filament yarn of cellulose acetate, incl. monofilament of < ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,7,74,5,0,0,0,,0,0,0,0,0,0,1,0,0,0
550311,"Staple fibres of aramids, not carded, combed or otherwise processed for spinning",0,0,3,0,0,0,0,0,0,0,,11807,16881,20131,22851,25629,34831,43276,50072,43895,55241,,347,255,89,29,39,27,115,14,388,250
550610,"Staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,142,125,141,63,234,1098,1002,901,705,1036,,138,4,4,5,17,19,48,7,128,79
550912,"Multiple """"folded"""" or cabled yarn containing >= 85% nylon or other polyamide staple fibres ...""",0,72,0,0,0,0,0,0,0,0,,6,27,364,1010,1404,1975,1394,2822,1818,3405,,1139,707,875,1041,995,700,901,694,662,950
550941,"Single yarn containing >= 85% synthetic staple fibres by weight (excluding sewing thread, yarn ...",42,8,4,0,5,0,15,6,0,0,,172,54,5536,8485,181,325,1179,889,517,165,,348,405,307,93,86,245,180,177,163,148
550992,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,26,13,37,4,38,3,18,38,16,14,,68,4,0,0,0,0,5,6,30,107
551011,"Single yarn, containing >= 85% artificial staple fibres by weight (excluding sewing thread ...",78,19,49,46,55,31,33,9,0,0,,32147,23920,23176,17740,15175,15718,11734,11053,5662,6246,,786,717,475,277,347,441,381,386,293,683
551221,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or ...",0,0,0,0,0,0,0,0,0,0,,6679,6711,7213,7186,8013,8383,8022,6564,5630,6572,,14,17,29,21,6,10,28,42,38,68
551291,"Woven fabrics containing >= 85% synthetic staple fibres by weight, unbleached or bleached (excluding ...",0,0,0,0,0,0,0,3,0,0,,19389,28953,33770,8205,12759,8625,9660,7805,3956,5053,,593,257,202,375,297,179,115,147,168,340
551313,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,1,0,0,0,0,0,0,,841,131,446,305,743,1617,1475,1349,1332,1126,,107,59,78,44,60,0,24,42,215,51
551323,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",28,3,0,0,0,0,0,0,0,0,,1608,1517,2708,1720,2010,2378,2158,1907,1175,2662,,716,806,100,181,215,148,86,88,73,62
680221,"Marble, travertine and alabaster articles thereof, simply cut or sawn, with a flat or even ...",1,0,1,1,9,0,0,0,0,0,,952,961,858,1618,93,501,3316,541,439,322,,11483,7251,9660,10125,9240,8406,11965,11021,11201,13085
680293,"Granite, in any form, polished, decorated or otherwise worked (excluding tiles, cubes and similar ...",0,0,0,21,0,0,0,0,0,0,,1104,81,18,368,185,261,180,278,95,228,,35924,34424,34385,31574,35946,40236,41917,36595,36367,40044
690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,0,0,1,0,60,0,5,0,0,,5173,5214,9897,7386,9389,6512,10599,8254,10538,9982,,16364,16004,18463,16041,15064,21534,23024,22660,19180,38118
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ...",0,33,0,1,0,0,0,0,0,0,,4566,3541,4569,2438,3381,4449,4127,4127,3390,3109,,1730,1796,2144,1138,1435,1789,1166,1029,1841,6902
630499,"Articles for interior furnishing, of textile materials (excluding of cotton or synthetic fibres, ...",0,0,0,3,3,0,2,1,0,0,,470,1846,5163,7952,5925,3504,1524,222,310,288,,3163,4328,4689,5550,5419,4413,5094,4808,5660,7510
681011,"Building blocks and bricks of cement, concrete or artificial stone, whether or not reinforced",1,0,0,1,0,0,0,0,0,0,,3719,3195,3502,2443,2999,1143,1563,832,1342,444,,1277,1335,2487,2866,4135,12955,10763,7284,2559,1938
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",19,0,0,0,12,0,0,0,0,0,,15956,6891,2613,2410,1530,1831,2222,869,1007,817,,39536,34628,81781,9456,10676,20067,17650,11028,8955,8833
681189,"Articles of cellulose fibre-cement or the like, not containing asbestos (excluding corrugated ...",0,0,0,0,0,0,0,0,0,0,,2289,2151,2153,1447,1553,1630,1393,1704,1658,1472,,2574,2873,3722,6048,3720,5058,4952,3656,3535,4810
621420,"Shawls, scarves, mufflers, mantillas, veils and similar articles of wool or fine animal hair ...",3,0,0,0,0,0,0,10,0,0,,1026,815,1103,1098,924,327,1197,1147,1550,909,,7074,8373,8246,10158,10456,12451,11561,10871,7666,6710
630229,"Printed bedlinen of textile materials (excluding cotton and man-made fibres, knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,1,32,337,19,11,1,4,74,9,21,,999,2031,2550,3563,3186,3727,3068,3541,2545,4501
630630,"Sails for boats, sailboards or landcraft, of textile materials",16,0,0,0,0,0,0,0,0,0,,76,20,13,0,2,0,3,0,0,3,,5427,6173,6005,6692,5257,7284,9032,8228,5664,7445
640340,"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather ...",0,0,0,12,0,0,0,7,0,0,,814,922,913,1128,1289,1538,871,766,320,374,,70347,62342,78638,67820,62903,75183,90818,89866,85543,105887
650400,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ...",9,15,19,13,9,2,3,1,0,0,,1297,1401,801,524,221,151,154,258,288,909,,9339,11222,12496,13617,12665,14686,16451,15928,10487,13378
650691,"Bathing caps, hoods and other headgear, whether or not lined or trimmed, of rubber or plastics ...",13,8,1,0,0,0,0,0,0,0,,621,611,573,636,517,1594,1297,1545,560,231,,4098,4724,6181,3941,4004,4132,5061,3355,3880,4198
621030,"Garments of the type described in heading 6202, rubberised or impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,69,285,156,73,63,67,105,181,284,263,,174,410,800,726,1169,3334,2293,1490,2107,2533
621111,Men's or boys' swimwear (excluding knitted or crocheted),17,0,4,1,0,9,0,0,0,0,,194,240,94,183,129,195,125,132,108,117,,5076,4446,4247,5136,7922,11832,14755,17617,11404,16564
621133,"Men's or boys' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",1,4,11,23,23,43,11,2,12,0,,9512,8938,7805,10577,6032,7615,5264,3797,6349,5045,,13983,13022,15089,13090,12197,13732,15758,16050,16720,21959
701341,"Glassware of lead crystal, of a kind used for table or kitchen purposes (excluding articles ...""",0,0,0,0,0,0,0,0,0,0,,0,23,28,6,0,0,0,1,0,1,,1629,1918,2032,1829,3712,4098,1899,1518,1046,1272
701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...",0,0,0,0,0,0,0,0,0,0,,111,237,216,25,28,9,13,46,259,284,,112,188,225,172,144,200,237,303,180,283
710811,"Gold, incl. gold plated with platinum, for non-monetary purposes",0,0,0,0,0,0,0,0,0,0,,51,1656,1163,876,491,39,12,9,19,26,,117,208,129,96,33,312,1178,2334,80366,21428
711019,"Platinum, in semi-manufactured forms",0,0,0,0,0,0,40,0,0,0,,37341,74444,140937,31819,22703,22074,26250,18036,91089,69217,,20417,109527,19016,21319,6625,22493,19375,24864,111339,47586
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",0,0,0,0,0,0,0,0,0,0,,6710,9084,11874,20821,18702,15336,8390,9164,7245,5108,,1576,1969,2902,2859,2229,2635,2698,2316,2585,5139
710399,"Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or ...",0,0,0,0,0,0,0,0,0,0,,590,503,350,301,159,275,77,114,297,124,,32091,33095,29874,30394,36015,33117,29605,37229,18323,17514
720310,"Ferrous products obtained by direct reduction of iron ore, in lumps, pellets or similar forms",0,0,0,0,0,0,0,0,0,0,,20542,15502,19098,2589,1824,17,69,0,47,2,,0,215,186,240,254,299,637,493,505,1076
720421,"Waste and scrap of stainless steel (excluding radioactive, and waste and scrap of batteries ...",0,0,0,0,0,0,0,0,0,0,,187184,128243,200260,164591,140297,184707,161799,144481,113438,256433,,1346,330,509,499,318,571,459,442,451,286
720441,"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings of iron ...",0,0,0,0,0,0,0,0,0,0,,2981,3464,4790,1564,2102,702,917,672,608,2060,,19,41,21,18,19,22,11,18,11,0
720690,"Iron and non-alloy steel, in puddled bars or other primary forms (excluding ingots, remelted ...",0,0,0,0,0,0,7,0,0,0,,381,628,155,390,556,677,1328,174,167,566,,41,12,37,5,1,0,10,40,4,10
720712,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...""",0,0,0,0,0,0,0,0,0,0,,338283,216722,226771,88271,89523,333651,231350,121580,142713,204937,,0,0,30502,5,0,5,3,10,1,1
720839,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,1605855,1151003,1233228,1054998,919101,1004388,911510,993040,1256458,1294579,,0,0,0,0,0,4805,0,0,0,0
720926,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,9039,8965,13022,10059,6357,10610,12268,8902,8398,13442,,220,19,33,182,489,157,342,106,59,1
730230,"Switch blades, crossing frogs, point rods and other crossing pieces, for railway or tramway ...",0,0,0,0,0,0,0,0,0,0,,667,9,14,29,399,110,1035,8461,6141,7117,,8294,5931,7447,6847,3584,4718,4211,5747,3948,6819
721310,"Bars and rods, hot-rolled, in irregularly wound coils of iron or non-alloy steel, with indentations, ...",0,0,0,0,0,0,0,0,0,0,,11094,9827,4282,1708,2188,4198,5489,2548,2082,6681,,65011,69450,79283,71329,59108,77434,80822,36173,0,0
721550,"Bars and rods, of iron or non-alloy steel, not further worked than cold-formed or cold-finished ...",240,21,3,191,171,214,477,335,271,0,,16685,14554,17125,16005,11552,15826,19045,15392,15149,19660,,12925,7531,5892,5062,5959,9115,12580,11495,8439,13498
721610,"U, I or H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn ...",1050,948,0,0,0,0,0,0,0,0,,11568,16575,19470,5509,5708,3287,2404,6395,1891,1230,,3969,2546,851,0,0,1528,2800,370,0,0
721632,"I sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,2053,4258,22322,3898,3595,10457,20801,14023,12800,2882,,46435,19302,4544,25314,25885,59499,40377,0,0,0
721810,"Steel, stainless, in ingots and other primary forms (excluding waste and scrap in ingot form, ...",0,0,0,0,0,0,0,0,0,0,,142,1297,587,2145,655,1172,616,743,1445,450,,387,310,836,0,42,35,57,20,10,97
722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...""",0,50,58,191,65,19,0,0,0,0,,82004,161667,347758,397748,434985,469656,512998,452613,386160,584871,,1252,11126,830,963,888,514,528,237,199,423
720250,Ferro-silico-chromium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
721041,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,18,0,0,0,0,0,0,0,0,,217,308,38,209,633,216,62,231,168,102,,506,360,527,1099,549,547,736,574,209,202
721114,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than ...""",2023,708,421,69,0,18,1,0,0,0,,6030,1233,3197,2003,1469,1770,3200,3378,3272,3678,,16719,10580,16484,10174,5338,6439,6319,5239,4347,6893
720221,"Ferro-silicon, containing by weight > 55% of silicon",0,0,0,0,0,0,0,37,0,0,,5227,2245,6257,1560,1553,4121,3511,4097,1259,3710,,18553,16844,18767,14912,12316,15894,18763,12232,12574,19865
830150,"Clasps and frames with clasps, incorporating locks, of base metal",0,1,0,0,0,0,0,0,0,0,,502,882,379,719,821,511,692,667,614,688,,188,362,127,836,1413,523,742,437,712,1057
840110,Nuclear reactors [Euratom],0,0,0,0,0,0,0,0,0,0,,1,2648,60412,66353,37336,37337,15,2,0,13,,0,0,0,0,0,4,1,0,0,0
841012,"Hydraulic turbines and water wheels, of a power > 1.000 kW but <= 10.000 kW (excluding hydraulic ...",0,0,0,0,0,0,0,0,0,0,,23,0,0,0,0,0,0,0,0,0,,23,68,2,0,725,1010,0,2,0,0
841122,Turbopropellers of a power > 1.100 kW,0,90,0,0,343,0,0,0,0,0,,0,0,1022,3,46,0,250,0,731,24,,28633,36835,37757,90059,46781,47893,57199,69262,49989,22283
842481,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting, ...",84,14,11,1,0,0,0,0,0,0,,4143,6148,4635,7399,9498,0,0,0,0,0,,165796,149424,143427,139075,150981,0,0,0,0,0
842860,"Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars",0,0,0,0,0,0,0,0,0,0,,0,58,1,57,12,32,9,19,0,11,,4277,552,473,117,1052,293,975,435,44,497
842940,Self-propelled tamping machines and roadrollers,0,0,141,0,0,0,0,0,0,0,,3447,2961,3395,2872,1770,2050,1590,2907,568,1107,,65425,99843,75582,24969,23750,62226,115974,95511,74899,112979
843230,"Seeders, planters and transplanters for use in agriculture, horticulture and forestry",34,21,0,3,19,0,0,0,0,0,,16999,31946,15532,7519,9320,0,0,0,0,0,,49065,44600,48517,35792,47102,0,0,0,0,0
843240,"Manure spreaders and fertiliser distributors for use in agriculture, horticulture and forestry",356,272,437,306,389,0,0,0,0,0,,1113,1587,1012,1052,1055,0,0,0,0,0,,12988,13707,19845,16091,16980,0,0,0,0,0
843353,Root or tuber harvesting machines,0,14,64,0,0,0,0,0,0,0,,223,91,298,76,211,340,53,67,178,17,,3012,4326,3764,4515,2657,6766,4176,2811,4693,10206
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",25,39,14,30,18,32,32,0,0,0,,1612,1142,1962,1234,1377,2710,3132,2810,2828,2770,,3639,3363,3104,2695,2081,2403,2249,2311,2657,2767
731442,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, coated with ...",0,0,0,0,0,0,0,0,0,0,,110,142,195,129,118,91,669,128,48,59,,2517,1874,1428,945,696,1647,1939,2465,2170,1618
731590,"Parts of skid chain, stud-link chain and other chains of heading 7315 (excluding articulated ...",2,0,1,4,0,0,0,1,0,0,,1139,2077,2257,1591,928,535,1219,778,682,375,,3330,4435,3990,2690,3108,1938,1989,2328,1897,2572
740200,"Copper, unrefined; copper anodes for electrolytic refining",1,11,7,0,0,0,0,0,1,0,,4409,2879,11899,14063,14566,19911,27186,15283,191710,331315,,755158,584339,491761,313992,153929,2463,13333,31986,7651,51160
740311,"Copper, refined, in the form of cathodes and sections of cathodes",0,0,0,0,0,0,0,0,0,0,,1352442,1321505,1324459,1565691,1242602,1413554,1511844,1503008,1576228,2997615,,178346,55720,2,7,0,0,3,600,0,12
740312,"Copper, refined, in the form of wire-bars",0,0,0,0,0,0,0,0,0,0,,41,24,174,1299,1283,1701,1242,1019,1136,1211,,1,0,0,7,0,1,0,0,0,0
741510,"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ...",0,0,0,0,0,0,0,0,0,0,,1616,1174,1249,1353,1172,1350,1521,1845,2985,2576,,181,164,184,163,152,205,179,169,174,227
750110,Nickel mattes,0,0,0,0,0,0,0,0,0,0,,0,5,6,0,13,0,75,0,0,0,,0,0,0,1,212,3224,1385,483,0,0
750210,"Nickel, not alloyed, unwrought",0,0,0,0,0,62,0,0,0,0,,8772,7178,12651,5291,73605,35154,27777,28376,25900,45789,,30787,19675,21140,18863,13741,13868,27294,23197,17792,16374
750610,"Plates, sheets, strip and foil, of non-alloy nickel (excluding expanded plates, sheets or strip)",0,0,0,0,0,0,0,0,0,0,,5405,7076,6621,4787,2686,3886,4979,7932,6015,6758,,923,387,30,90,50,560,624,488,714,711
760310,"Powders of aluminium, of non-lamellar structure (excluding pellets of aluminium)",135,0,0,0,0,0,0,0,0,0,,1081,1494,2476,1878,2651,1957,2449,1213,813,1139,,1791,731,3245,828,644,558,538,521,685,548
760320,"Powders of aluminium, of lamellar structure, and flakes of aluminium (excluding pellets of ...",0,0,0,0,11,4,0,0,0,0,,1417,1427,1714,1650,2725,2384,1563,425,450,771,,319,212,246,293,540,287,190,166,102,205
780200,"Lead waste and scrap (excluding ashes and residues from lead production heading No 2620"""", ...""",0,0,0,0,0,0,0,0,0,0,,162,0,0,30,0,0,81,71,0,221,,103,81,21,6,13,16,14,5,85,6
810730,Cadmium waste and scrap (excluding ashes and residues containing cadmium),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0
811020,Antimony waste and scrap (excluding ash and residues containing antimony),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0
811219,"Articles of beryllium, n.e.s.",0,0,0,0,0,0,8,0,0,0,,3,5,10,4,2,17,27,36,94,60,,92,6,52,4,29,151,44,44,15,9
811259,"Articles of thallium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,88,41,3,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,0
800120,Unwrought tin alloys,0,0,0,0,0,0,0,0,0,0,,11818,14645,9262,8409,10668,7121,9139,8937,6775,19524,,435,494,38,26,49,25,168,33,21,42
810296,Molybdenum wire,0,0,0,0,0,1,0,0,0,0,,18627,18253,14979,12561,10426,11494,12397,10671,10570,11490,,5,3,2,1,2,1,5,0,3,0
810430,"Magnesium raspings, turnings and granules, graded according to size; magnesium powders",0,0,0,0,0,0,0,0,1,0,,1906,1267,1158,1302,920,2034,1271,2066,1225,490,,10,17,614,333,681,601,200,682,963,371
847940,Rope or cable-making machines (excluding twisting machines of the type used in spinning mills),0,0,0,0,0,0,0,0,0,0,,22099,10784,13126,34266,18099,18989,16160,12690,17199,16830,,6855,3880,1541,2022,982,928,1395,282,400,906
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or ...",0,0,18,77,77,93,75,81,23,0,,44,40,166,300,1385,1224,66,118,5,38,,173,310,3469,606,2249,3876,4192,1983,2155,2444
847521,Machines for making optical fibres and preforms thereof,0,0,0,0,0,0,0,0,0,0,,1530,9,3118,7370,15075,23327,85951,49997,0,143,,93,39,0,3,0,17,0,1,66,74
845931,"Boring-milling machines for metals, numerically controlled (excluding way-type unit head machines)",4502,7,0,0,0,0,492,393,2285,0,,35993,19880,24385,12976,6370,8838,12326,7846,5744,3451,,11230,2226,763,712,560,1432,2537,2812,2775,794
846021,"Grinding machines, for working metal, in which the positioning in any one axis can be set up ...",0,0,0,7,0,0,0,0,0,0,,11655,9510,20394,20940,14807,0,0,0,0,0,,7830,573,818,1146,1668,0,0,0,0,0
846039,"Sharpening """"tool or cutter grinding"""" machines, not numerically controlled""""",0,0,0,0,12,0,0,0,2,0,,698,1112,1010,745,821,90,576,211,218,267,,5960,6076,5427,5561,4445,5042,4378,4759,4106,5510
846510,"Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, ...",0,0,0,0,6,0,10,7,0,0,,831,854,5151,482,520,806,1354,1175,582,688,,31079,26720,36229,44283,47227,51403,64574,41551,28991,42900
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",2,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,3,0,18,0,0,,679,229,328,1431,292,360,420,168,135,211
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",0,0,0,0,0,0,0,0,0,0,,152,524,228,449,417,499,344,482,1304,139,,32,38,48,214,147,505,424,216,549,1313
845320,"Machinery for making or repairing footwear of hides, skins or leather (excluding sewing machines)",0,0,0,0,0,0,0,0,0,0,,16210,15515,20852,48252,34306,43768,52998,55625,22991,44957,,573,795,1274,897,629,914,677,2593,1207,524
845521,Hot or combination hot and cold metal-rolling mills (excluding tubes mills),0,0,0,0,0,0,0,0,0,0,,5848,23992,4641,5370,5373,2815,22099,18274,28073,77224,,864,625,785,1427,23,716,175,106,77,69
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excluding ...",0,0,3,0,0,0,0,4,0,0,,2428,2298,1473,1338,2662,4568,1980,5135,5566,1919,,21691,19780,17538,18098,26128,25086,37402,29282,38929,52814
843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",87,0,0,0,0,0,0,0,0,0,,28651,27177,19857,15534,14367,13729,12055,10214,7691,8034,,4422,2970,3801,3858,5761,8208,6817,11711,5057,5082
843780,Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables ...,127,2,0,41,3,9,5,38,0,0,,5803,3910,3624,3207,6417,4991,4777,3977,2323,1875,,14231,4083,4996,8640,6734,14067,4785,5511,3872,5987
844712,"Circular knitting machines, with cylinder diameter > 165 mm",0,0,0,0,0,0,0,0,0,0,,22213,21311,25466,18704,17217,25898,21361,9486,5721,22044,,384,143,280,228,1251,164,95,15,339,68
844120,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excluding ...",0,0,0,0,0,0,0,0,0,0,,155,997,324,195,1533,4233,8765,681,2782,1321,,11069,3097,725,1644,9404,1583,970,373,182,2532
852729,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",210,142,70,10,1,99,2,4,0,0,,5789,4643,10298,9712,12434,12996,10812,14414,2372,2421,,5187,16948,24805,3877,2316,3460,3865,2658,3566,5293
851511,"Soldering irons and guns, electric",4,0,0,0,0,0,0,0,0,0,,2339,660,1595,1465,1404,415,606,330,570,616,,1689,1534,1811,1752,1807,2076,2538,2867,3098,4774
850630,Mercuric oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,0,9,2,0,3,,93,24,12,6,14,6,4,3,3,0
852861,Projectors of a kind solely or principally used in an automatic data-processing machine of ...,18,0,279,242,41,0,0,0,0,0,,861,336,2185,916,3390,0,0,0,0,0,,70450,59551,57421,51541,55378,0,0,0,0,0
854011,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, colour",0,0,0,0,0,0,0,0,0,0,,971,861,787,1106,887,255,125,98,11,50,,494,82,87,170,275,44,15,35,11,79
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",0,0,3,3,21,0,0,0,24,0,,1730,3115,1814,2315,1746,7245,6941,4874,2617,4805,,3464,3701,3904,2687,2798,3005,2488,2835,3266,5113
854610,Electrical insulators of glass (excluding insulating fittings),0,0,0,0,0,0,0,0,0,0,,124,14,22,135,2,15,3,23,65,83,,432,497,1116,818,925,1051,1981,1766,1593,1404
854710,"Insulating fittings for electrical purposes, of ceramics",0,1,0,0,0,0,0,0,0,0,,48503,54412,57587,54195,54845,56835,53660,53109,56818,59555,,415,263,703,650,437,456,628,489,908,678
854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ...",0,0,0,0,0,0,0,0,0,0,,6,38,0,6,5,3,0,0,2,0,,112,78,40,69,43,92,38,345,21,88
860110,Rail locomotives powered from an external source of electricity,0,0,0,0,0,0,0,0,0,0,,0,28099,54279,36263,12503,49788,12415,0,75026,199525,,0,131341,0,5,0,0,0,0,0,0
860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ...",0,3,0,0,0,0,0,0,0,0,,2,1344,1602,11,272,7515,22363,8840,6904,11067,,27379,55537,9023,44887,7654,18667,4545,60644,10723,32730
860610,Railway or tramway tank wagons and the like (excluding self-propelled),0,0,0,0,0,0,0,0,0,0,,0,0,9245,0,0,0,0,0,0,0,,3266,6815,2236,6101,0,4645,0,0,0,0
860691,"Railway or tramway goods vans and wagons, covered and closed (excluding self-discharging goods ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,17,0,0,0,0,,0,1300,4072,4163,6348,5137,3404,11882,0,0
481110,"Tarred, bituminised or asphalted paper and paperboard, in rolls or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,105,375,344,312,573,749,965,294,213,112,,91,14,49,72,110,48,139,91,142,152
481310,Cigarette paper in the form of booklets or tubes,0,0,0,0,0,0,0,0,0,0,,34,20,16,0,0,47,53,8,29,27,,12686,25088,28426,27592,28150,30166,24126,33189,29313,37731
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",0,0,0,0,0,0,0,0,0,0,,900,1091,1146,993,751,632,447,504,840,607,,3344,3024,3154,1872,1977,1974,1611,1385,712,811
441860,"Posts and beams, of wood",0,0,0,0,13,0,0,0,0,0,,3,1264,694,423,40,479,11,70,0,1,,52514,59589,68994,84415,77984,91431,104856,86441,64478,124681
460122,"Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,0,1,153,0,0,0,0,0,0,0,,30,33,51,17,12,19,8,18,5,148
460290,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",2,0,0,0,0,0,0,0,0,0,,54,57,51,155,97,149,34,119,66,19,,3236,4540,4396,4853,3660,3716,4703,5701,6132,9658
470419,"Unbleached non-coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0
470421,"Semi-bleached or bleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,77,40,100,1,24,21,57,51,60,68
470693,"Semi-chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,12,64,59,10,7,44,996,,6,16,57,41,0,2,0,30,166,212
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,8,0,,863,983,419,1056,1165,1418,5653,932,421,646,,783,1038,944,924,859,777,535,605,16,22
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,12207,14593,7054,4846,5051,8238,11651,21950,35407,23113,,9201,1935,617,85,432,884,1885,4208,8147,5505
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,0,0,0,0,0,,9268,8736,8858,10816,15625,20603,20259,17268,20888,17214,,1,1,35,3280,6407,7842,4635,4190,3184,4279
