Product code,Product label,China's imports from Germany-Value in 2012,China's imports from Germany-Value in 2013,China's imports from Germany-Value in 2014,China's imports from Germany-Value in 2015,China's imports from Germany-Value in 2016,China's imports from Germany-Value in 2017,China's imports from Germany-Value in 2018,China's imports from Germany-Value in 2019,China's imports from Germany-Value in 2020,China's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
290211,Cyclohexane,21,38,58,58,69,62,72,58,20,50,,214930,210036,212002,106019,75231,117621,71603,118995,120928,183794,,7030,6907,2452,1893,1479,10956,4133,12517,270,185
844315,Letterpress printing machinery (excluding flexographic printing and reel fed machinery),0,357,599,0,1474,34,112,16,33,49,,6258,4842,1410,673,1471,6390,3716,430,456,430,,14773,6859,4158,4072,3239,6366,2721,149,1453,124
200969,"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20¡ÆC, whether or not containing ...",0,0,259,529,6,22,28,10,14,49,,3985,2956,2656,1599,1453,1442,1610,1155,1484,2059,,27175,20732,22788,16580,17191,20670,29679,19699,29360,48096
291513,Esters of formic acid,73,42,240,482,422,1039,168,43,38,48,,0,0,0,0,0,0,0,0,0,0,,1009,1426,1280,1337,1275,2286,1007,933,642,895
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",449,3,5,12,32,9,10,4,9,48,,26664,24849,22079,18109,16592,17885,15092,13136,8859,10761,,101718,115971,103514,66723,37565,30682,39438,28784,27130,19324
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding ...",228,3187,1080,757,496,1340,154,219,0,48,,2811901,2794146,2991894,2732930,3210988,3448539,3902033,3228598,2297856,3388667,,1447,3882,1860,1438,2191,2441,1047,558,881,1627
843830,"Machinery for sugar manufacture (excluding centrifuges and filtering, heating or refrigerating ...",0,640,309,0,1778,2222,4302,0,0,48,,21663,22791,26079,23466,34725,31114,47618,28242,25167,21044,,478,737,797,139,1789,4326,4868,706,11,56
650691,"Bathing caps, hoods and other headgear, whether or not lined or trimmed, of rubber or plastics ...",17,61,58,31,41,34,32,56,173,48,,3050,3213,3489,3212,2620,2931,3268,3388,4836,4444,,1451,2408,1818,1783,2079,2383,2412,4407,3480,3581
611521,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < ...",28,42,40,57,77,65,56,97,63,48,,57804,61681,60596,46293,43882,49107,52753,47842,39149,40714,,5913,5204,5798,5533,6092,4860,5033,5213,5986,5171
911320,"Watch straps, watch bands and watch bracelets, and parts thereof, of base metal, whether or ...",12,19,28,105,115,100,74,53,216,48,,7583,8545,7467,9278,8033,7374,10945,11754,7155,8708,,85909,124715,136121,137588,130796,137932,107460,102342,54732,60175
540783,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",101,79,67,53,162,6,11,39,286,48,,3699,4683,4750,2675,2655,2616,2551,2307,1962,1922,,15281,10773,10916,8654,8673,7219,6958,6108,4589,4715
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",237,235,61,70,69,27,170,297,234,47,,84342,99894,110169,113073,109746,119453,160024,143383,119341,133030,,175311,221307,236427,194422,169851,190898,219624,218344,215876,243504
621410,"Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excluding ...",16,22,28,82,25,7,43,72,31,47,,18689,16494,13350,10525,9398,10935,10724,9296,7954,8041,,39020,50936,47091,34691,28821,38112,47252,52127,64971,98655
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",16,25,22,27,63,34,64,55,87,47,,201644,215051,254152,202131,216207,283190,329049,349738,342759,400602,,62823,78412,111148,119570,110938,142687,145077,172515,182411,210275
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",162,130,114,96,165,15,130,80,43,47,,11290,12707,10340,4633,3223,2888,3138,2901,2714,3524,,15880,14871,13684,11465,13108,11909,13035,12239,8545,10183
110311,Groats and meal of wheat,0,2,0,36,43,0,4,0,0,47,,14515,16469,15117,11539,13386,12527,12856,12566,16493,16817,,2,28,9,46,53,404,1557,1395,1215,1179
210320,Tomato ketchup and other tomato sauces,15,11,23,6,42,21,34,25,34,47,,119817,124930,115311,102501,102104,117089,119164,121078,133372,121734,,5931,6907,8049,10892,10505,10187,8391,8278,14281,12004
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",20,58,296,730,299,19,39,118,54,47,,69797,62631,70324,54059,43486,38752,29248,24587,18308,19824,,15407,17010,14947,13332,14398,12301,9555,18239,10465,16369
600631,"Unbleached or bleached fabrics, knitted or crocheted, of synthetic fibres, of a width of > ...""",368,403,277,686,34,25,7,6,60,47,,31501,28320,30760,31655,32347,29268,26704,22583,22480,22930,,44819,54113,43487,37906,31449,26242,23913,19127,15789,16718
540751,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",826,379,369,36,24,121,190,65,17,47,,8035,11372,8898,9809,8582,13741,11204,17719,8201,11440,,35225,32004,28948,27146,18267,21849,21839,16006,10373,12621
701322,"Drinking glasses, stemware, of lead crystal",434,640,849,429,152,259,494,42,72,47,,30926,22716,23167,10318,4527,2783,2737,2141,2254,2014,,2097,2364,2710,2686,2616,2377,2943,2183,2291,3452
520943,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",8,38,8,9,0,0,0,0,0,47,,4805,6033,5227,4184,2582,1955,1714,1508,1841,1225,,23954,17891,14188,8806,6435,7006,4351,3804,1891,3104
281121,Carbon dioxide,89,128,109,178,92,1,23,0,0,46,,19933,18520,17424,17610,15549,18611,21649,20107,24547,22340,,2259,3266,3563,3210,3807,4668,6391,7365,13952,12687
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",915,1320,1189,848,646,69,0,46,19,46,,34927,32847,30757,21476,20261,21482,19884,13670,11736,15559,,83555,90573,93782,71195,74527,76939,79260,62109,43743,49402
611420,"Special garments for professional, sporting or other purposes, n.e.s., of cotton, knitted or ...",7,17,11,4,4,36,20,24,7,46,,39384,31896,40535,35996,39864,77629,102977,93466,89025,108434,,9528,17508,20808,24008,31129,32057,41433,51652,32752,34198
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",167,33,112,70,124,197,160,76,24,46,,1989721,1995396,2181683,1851257,1603664,1739568,1975148,1601648,1845152,2638918,,789805,832270,581049,521265,415796,446316,398473,328666,373475,422319
720854,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",971,73,289,17,65,59,140,37,57,46,,34950,37532,41180,31022,40377,45076,45140,38815,33444,25489,,5558,5996,4452,1675,880,2134,3675,1855,3996,3373
621430,"Shawls, scarves, mufflers, mantillas, veils and similar articles of synthetic fibres (excluding ...",52,46,80,59,65,86,98,76,57,46,,72034,79694,86777,83469,79594,75764,75184,66024,51540,44871,,4927,5275,5871,5599,6469,6192,5367,5102,3382,4412
630231,"Bedlinen of cotton (excluding printed, knitted or crocheted)",59,119,160,47,79,111,116,113,49,46,,155260,199634,216931,198600,209928,141427,176191,199880,191727,194264,,16882,20234,17633,16257,13880,22341,20562,10654,12234,10008
590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers ...",115,31,42,23,9,4,14,21,15,45,,9565,8634,8319,6763,6738,6108,7287,6402,5271,7084,,6167,5477,5988,4309,3613,3782,3743,1620,904,950
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",53,39,20,9,9,11,30,38,44,45,,19988,19184,18192,12267,12099,10646,7709,8803,10110,10316,,1316,950,846,650,784,569,630,659,566,525
320500,Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ...,337,314,326,176,251,331,108,78,83,45,,15427,17228,16231,14061,12878,14031,13754,12535,11633,12801,,7936,7750,9053,7721,11532,14536,17534,19670,12187,12150
251110,"Natural barium sulphate """"barytes""""""""",102,57,76,38,37,48,55,78,107,45,,0,0,0,0,0,0,0,0,0,0,,495,636,1086,927,1199,1291,2049,9551,8829,4074
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",63,1198,90,65,71,91,263,122,71,45,,0,0,0,0,0,0,0,0,0,0,,2429,3662,3620,3173,4250,5414,6384,3056,1482,1331
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,7,12,3,1,15,21,24,45,,4614,6408,10374,9933,8550,8323,8574,5654,7883,6807,,17743,15006,13944,14229,13474,13190,11516,10189,6918,5662
551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",68,320,35,209,125,3,55,21,4,45,,43765,44967,45384,33188,29748,33460,35858,32712,19245,18866,,42791,43315,44265,29136,32102,29733,29685,24166,15736,17421
853221,"Fixed electrical capacitors, tantalum (excluding power capacitors)",221,211,151,150,59,87,115,136,20,45,,91847,84925,82924,70702,80780,95208,111966,86660,81287,109005,,957468,949722,1345690,920180,575279,647881,756350,642901,724420,867082
450190,"Cork waste; crushed, powdered or ground cork",0,2,12,2,2,3,6,31,15,45,,259,114,495,33,31,99,137,125,186,348,,395,491,779,2774,793,2063,1744,2071,1380,2609
284170,Molybdates,55,63,46,69,51,90,43,69,57,45,,0,0,0,0,0,0,0,0,0,0,,2908,2319,4785,681,2028,3300,7358,6480,15172,27972
852729,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",1019,1354,4385,5857,3664,2684,323,397,35,45,,45454,38754,39041,40097,32081,32214,22671,15217,12409,37732,,26310,24248,59571,64565,34923,24827,2270,2489,11518,16526
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""",26,11,19,20,43,91,46,29,23,45,,13125,12761,14480,13821,12344,12678,12596,11385,10075,12261,,207742,288427,195878,141581,131609,158496,130196,200849,126950,162731
681293,"Compressed asbestos fibre jointing, in sheets or rolls (excluding of crocidolite asbestos)",176,202,281,154,198,171,159,8,33,45,,9,0,0,0,0,0,0,0,0,2,,506,472,447,308,401,356,272,79,239,110
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",1562,2541,2330,1189,581,2436,3273,145,41,45,,137877,147134,159869,149997,150638,173510,189882,186247,216220,234025,,91651,165838,170825,96719,66593,50483,72744,72511,96624,102497
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",52,72,21,93,49,60,90,46,15,45,,110717,116652,126806,128167,130360,130192,143066,139365,157810,180982,,15572,14934,19332,18165,16477,18355,17253,13184,16773,24705
470693,"Semi-chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,16,27,29,27,44,,0,0,0,95,213,33,159,433,673,4525,,4288,6217,8674,5952,2577,1864,1028,1696,2166,798
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",22,48,53,54,53,48,58,42,137,44,,56261,67508,68710,49863,45339,51348,55880,56510,54282,52659,,9769,8915,9386,7644,5739,5814,6490,7991,6795,5743
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",57,101,100,86,70,67,927,572,27,44,,5954,6037,5863,5147,5617,5975,5884,4970,4507,5267,,5219,5756,6497,5333,4152,6671,9189,6892,7132,7685
252930,"Leucite, nepheline and nepheline syenite",8,3,0,0,0,36,139,1,75,44,,403,575,624,485,498,475,530,451,484,472,,1487,1427,2364,1752,1686,1600,1804,1460,1101,1187
621139,"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excluding of cotton ...",54,28,19,73,45,27,16,47,69,44,,4219,7188,11012,13797,13207,13318,10989,10853,6952,5120,,3825,3697,6987,6190,3371,6288,5850,15841,20621,22476
854419,"Winding wire for electrical purposes, of material other than copper, insulated",67,76,325,104,31,42,64,15,112,44,,28420,21175,13107,12594,18840,28617,35591,36425,33788,37632,,10056,10826,12949,10788,10912,11971,13335,9173,9319,8597
310250,"Sodium nitrate (excluding that in pellet or similar forms, or in packages with a gross weight ...",27,80,19,34,21,17,62,22,50,44,,32886,29677,0,0,0,0,0,0,0,0,,174,181,163,155,204,150,144,90,68,45
370298,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,22,0,0,0,4,14,44,,466,656,574,387,360,422,646,668,582,640,,19,0,13,22,0,0,73,248,243,362
80430,Fresh or dried pineapples,0,0,0,1,0,0,0,2,0,43,,32841,30107,25999,23320,18214,17288,23028,19280,17001,16627,,23495,40280,58936,96201,109367,145789,182731,232148,172182,136991
280440,Oxygen,0,0,15,31,9,60,129,13,10,43,,8268,8685,9206,7456,7740,7721,8165,8266,8217,8852,,123,69,100,114,580,1502,2000,2045,1722,2380
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",0,0,0,0,0,0,3,0,13,43,,26632,29702,31268,24805,22471,20441,27166,27161,26126,32633,,2126,6168,7587,13134,8420,9606,7945,9074,5930,6207
420340,"Clothing accessories of leather or composition leather (excluding gloves, mittens and mitts, ...",77,135,159,111,87,119,291,130,82,43,,6719,6207,6544,4733,5268,5829,5518,4248,2689,3012,,4085,3665,4278,6043,5552,6215,6946,7076,4441,4460
843621,Poultry incubators and brooders,69,62,178,151,143,207,130,238,313,43,,36783,21083,24264,17492,14888,3527,4178,2283,5724,5973,,11045,3685,4371,6189,8620,15540,5308,9651,9815,15287
291260,Paraformaldehyde,14,13,61,79,85,112,121,53,36,42,,0,0,0,0,0,0,0,10333,10221,18412,,18083,24503,21573,14140,16693,16169,19403,19107,13785,17702
381119,Anti-knock preparations for motor fuels (excluding those based on lead compounds),47,71,43,69,76,26,16,27,30,42,,2352,5313,1318,690,1389,5440,5325,3211,4173,5776,,33458,34663,19292,12374,3848,2900,1795,2293,914,438
621142,"Women's or girls' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",9,8,15,0,8,6,5,27,12,42,,39546,35348,34862,28235,29159,33341,43133,52966,52912,52422,,8627,11194,14588,20260,29423,39157,48005,47436,42187,57448
852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers ...",9705,3710,3261,1102,314,72,48,70,36,42,,377329,354064,363526,372600,445090,525158,321727,219540,169214,177546,,165257,25727,16413,8401,125488,29234,14652,10683,3701,5287
920790,"Accordions and musical instruments without keyboards, the sound of which is produced, or must ...",24,47,34,150,19,26,113,45,25,42,,36103,38722,40466,40856,42021,45852,49390,54317,68861,81768,,6242,5564,5676,6169,8669,10601,19695,20468,22070,27627
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",60,57,21,107,33,48,286,36,91,42,,30439,32154,35489,30306,25885,27045,29394,29817,27417,31641,,1803,1519,1298,2476,3075,1699,1970,2289,2419,1421
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",3,0,17,0,11,43,39,21,11,42,,1065,1177,1172,1268,1406,1555,3434,1485,1540,2095,,82,107,85,72,49,110,160,173,210,487
60210,Unrooted cuttings and slips,18,27,46,26,5,19,102,44,179,42,,17490,21741,26608,18667,20504,16884,17154,14055,12059,14265,,3092,3139,4538,4442,4522,7504,6148,5977,4826,5027
300620,Reagents for determining blood groups or blood factors,716,189,115,58,349,21,38,31,88,42,,46497,56569,62340,62596,64235,65576,70458,61683,58001,69499,,30914,36631,36448,50114,49637,47199,57052,47118,51622,48700
290311,"Chloromethane """"methyl chloride"""" and chloroethane """"ethyl chloride""""""""",273,325,313,169,157,313,106,53,38,41,,38305,69705,69727,51263,56294,68303,73247,64787,66470,83237,,422,498,510,392,337,464,531,324,55,168
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",210,155,136,62,66,16,6,75,62,41,,64705,66106,67802,45640,40829,41620,39842,31804,23042,24455,,44345,39080,24213,25808,24886,20253,22772,17872,11329,14295
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",70,31,102,79,80,195,73,278,159,41,,13611,13894,14969,11658,9503,10026,10321,9131,6238,7018,,52963,45598,40828,37192,31838,31232,27971,20233,14038,16661
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, ...",609,114,66,77,84,130,83,38,24,41,,16181,16484,13294,10526,8675,13318,12986,11397,14920,11197,,24154,24815,26829,26083,28687,35996,32953,34971,41241,32434
480256,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",357,168,165,85,71,66,149,49,34,41,,263663,255528,251023,206987,172027,169515,197577,188048,156758,169337,,11806,8109,6481,11806,19714,58282,128687,50140,125466,210065
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",1210,896,56,53,50,40,17,10,23,41,,36912,30381,27574,22262,20319,18492,18076,16646,14605,14834,,3890,2387,893,1754,1105,1987,2616,777,990,910
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",4,5,0,133,22,63,0,7,28,40,,10140,5953,8104,6825,4298,4765,5113,2698,2272,3489,,1543,94,35,390,269,700,306,327,89,166
851672,"Electric toasters, for domestic use",14,27,88,84,34,70,68,124,43,40,,22973,25463,26466,27545,26062,28298,29096,31702,37589,40263,,1641,1511,1635,1143,668,832,2229,3068,3307,3397
930599,"Parts and accessories for weapons and the like of heading 9303 or 9304, n.e.s. (excluding of ...",267,80,58,43,45,106,69,86,67,40,,11514,13728,12739,10841,11242,14250,14644,12665,17384,19738,,513,92,97,98,64,196,113,390,844,783
470419,"Unbleached non-coniferous chemical wood pulp, sulphite (excluding dissolving grades)",92,78,88,25,25,0,0,0,13,40,,,,,,,,,,,,,108,122,88,25,26,0,0,0,13,40
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",46,112,143,198,75,127,100,93,98,40,,137292,150660,141328,120360,107640,125122,160189,155954,134110,178111,,17344,17621,19161,16505,13140,9885,9856,14662,10240,7017
610442,"Women's or girls' dresses of cotton, knitted or crocheted (excluding petticoats)",168,5,14,17,1,4,16,19,11,40,,96409,99249,99783,76388,85373,140934,170876,173463,183627,228129,,18420,21679,30418,33477,39171,39012,62964,61149,57753,65829
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",8,12,0,0,0,0,0,3,0,40,,4506,5250,4896,6140,6328,3869,3542,2552,2603,1869,,5161,4252,4269,4826,3127,4033,3859,2538,2000,3194
732421,"Baths of cast iron, whether or not enamelled",341,535,337,531,206,382,331,305,132,40,,407,279,333,122,95,103,27,180,130,105,,817,912,1159,792,479,1148,1761,439,247,431
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ...",18,357,132,193,102,445,345,105,0,39,,2381,2844,3335,2514,2601,2725,2786,2554,2692,2927,,5450,6864,7144,9603,7700,8660,6262,7908,6516,3636
251310,Pumice stone,14,12,62,43,40,21,5,18,5,39,,9928,11739,7526,4613,3835,3313,3065,3614,2642,2292,,9665,11901,14404,9824,8874,11141,13385,15135,15336,17570
630622,Tents of synthetic fibres (excluding umbrella and play tents),13,89,70,462,506,476,172,54,23,39,,74010,49801,52828,52140,55661,60174,57761,45680,68936,84286,,2294,2422,2641,2308,2041,2584,2909,1411,1896,4508
910390,"Clocks with watch movements (excluding electrically operated, wrist-watches, pocket-watches ...",6,6,1,1,0,0,14,4,13,39,,26,86,33,20,86,109,155,81,56,61,,251,370,257,246,376,42,102,251,1520,580
732392,"Table, kitchen or other household articles, and parts thereof, of cast iron, enamelled (excluding ...",68,41,1048,437,339,407,209,160,97,39,,7649,49344,53059,56069,72379,85974,77687,78158,92210,94455,,7208,6639,8838,8859,9235,10899,10060,10482,14956,14871
610590,"Men's or boys' shirts of textile materials, knitted or crocheted (excluding of cotton or man-made ...",18,3,0,0,0,11,9,1,0,39,,1625,2454,2978,2519,4138,5184,3845,3847,2819,3449,,5487,7766,7104,7326,5553,4569,5992,6945,9263,12675
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",0,8,38,3,31,50,62,67,29,38,,24204,27571,32497,33714,34222,40627,41901,51147,59042,81573,,13107,15639,22423,34641,51317,64473,88758,90030,102589,114647
540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",34,6,0,0,4,8,116,33,26,38,,2127,1522,1334,796,964,1052,630,539,590,616,,13875,16097,14049,15892,25557,25178,22294,16869,10078,10539
620442,Women's or girls' dresses of cotton (excluding knitted or crocheted and petticoats),32,17,14,41,87,46,43,30,28,38,,149374,120785,110817,84499,93709,137988,169321,181110,189321,218185,,29645,38663,49913,64238,64122,68673,73903,76999,78311,98510
291211,"Methanal """"formaldehyde""""""""",12,29,28,21,6,4,8,21,41,38,,10004,11202,12444,10700,7747,12319,13567,14028,10473,15084,,96,86,66,32,28,53,85,112,115,190
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",420,687,662,221,46,206,86,215,64,38,,32277,27820,29551,28549,33308,34460,33548,32051,29074,36964,,23996,23287,24521,23243,16795,20258,26129,24797,24919,24838
291733,Dinonyl or didecyl orthophthalates,816,796,904,637,270,131,111,12,57,38,,394909,355077,154805,104162,120326,228609,235315,243136,175874,292620,,82840,70193,39991,42865,47025,40566,35449,37969,32973,36231
621120,Ski suits (excluding knitted or crocheted),6,0,5,22,0,2,2,6,10,38,,5378,6742,4421,4072,4646,6650,6650,6165,5168,5102,,4427,6152,6312,5350,5839,3727,1756,887,581,917
621132,"Men's or boys' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",115,23,11,66,34,22,38,38,33,38,,11696,10404,12712,11452,14056,15029,15294,16621,18525,19102,,8898,7116,11861,9283,10218,11746,13242,27717,32577,37244
843352,Threshing machinery (excluding combine harvester-threshers),0,171,0,5,66,20,0,29,0,38,,4278,2645,2393,2573,2646,3130,2888,2743,3224,4616,,1393,1701,1371,1122,1280,1071,1631,1598,1243,825
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",90,231,4,70,141,56,419,0,428,37,,13276,5795,3413,3459,1910,1151,686,636,556,591,,3556,3875,3046,4407,1606,990,1462,2841,1751,492
530919,"Woven fabrics of flax, containing >= 85% flax by weight, dyed, made of yarn of different colours, ...",56,49,52,14,26,26,21,27,29,37,,20271,17300,17068,12824,12375,13751,14380,14301,11661,14378,,21390,25923,22950,20465,20093,17336,19462,12889,9275,11467
281420,Ammonia in aqueous solution,18,30,27,33,27,36,16,59,42,37,,12642,13991,13433,11037,8276,8951,8863,8287,8385,10532,,3975,3642,4376,4858,5669,7556,10875,12212,7997,7666
851850,Electric sound amplifier sets,647,485,495,232,91,150,693,7,17,37,,45058,49218,54098,43744,54079,58114,56039,47498,43248,44593,,11531,11919,17269,15527,12726,21191,10724,4371,3657,3724
251830,Dolomite ramming mix,0,0,6,4,10,19,12,16,21,37,,1982,2014,2490,1781,2892,3336,2408,3766,324,263,,52,17,8,5,10,108,263,180,41,47
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",0,0,0,23,3,0,22,11,0,37,,27853,149412,215973,133549,106937,231680,193309,355587,373036,250738,,9303,8375,2303,3562,6675,7716,7192,35756,73607,9823
810296,Molybdenum wire,49,45,35,25,7,3,34,35,29,37,,6569,7681,8593,6674,7262,3981,3560,2790,2443,2824,,6544,4896,3587,3222,2798,3665,2869,2273,3209,3252
420321,"Specially designed gloves for use in sport, of leather or composition leather",5,20,2,2,10,1,17,34,50,37,,4876,5335,5244,4617,5143,4693,4056,4052,4344,5984,,5020,3868,3875,2665,2406,2282,3797,6207,4829,5494
630221,Printed bedlinen of cotton (excluding knitted or crocheted),205,118,16,27,4,3,67,3,14,37,,162297,151138,165338,135629,137112,149067,177068,184438,186688,212473,,15134,18091,28247,20363,18407,17418,19376,18652,11170,10223
540782,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",14,4,37,10,2,22,123,40,4,37,,9395,7750,9197,6065,5387,6964,6306,5282,4273,5882,,68991,59710,53064,42069,37189,32874,30485,36110,23536,22153
961100,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",89,41,46,61,95,62,41,43,57,37,,16238,18255,19116,16745,17621,17591,18422,15916,15284,16498,,2874,2678,2872,3220,2531,3761,5388,4739,4292,5145
841090,Parts of hydraulic turbines and water wheels incl. regulators,779,60,200,30,335,148,103,371,60,37,,117053,88845,98609,120589,70225,29652,19963,27505,22710,19066,,19953,20037,8547,6719,8768,8596,4218,2425,2114,5893
850163,"AC generators """"alternators"""", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic  ...""",1584,1805,457,591,699,0,539,200,237,36,,6145,8394,4748,3227,3785,7313,4853,18001,4195,4433,,7096,2926,6275,5585,5846,1973,4379,3857,2555,2201
550922,"Multiple """"folded"""" or cabled yarn containing >= 85% polyester staple fibres by weight (excluding ...""",110,14,6,8,0,39,15,33,11,36,,17025,18004,19121,16120,17103,14945,14617,15004,10417,12005,,16494,13206,14284,14699,12140,14315,13149,16129,8738,8216
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),20,34,26,48,29,25,21,87,71,36,,53748,52897,72812,72030,85895,130653,176894,255624,269610,274288,,27308,39043,56418,66243,55093,58056,70940,73619,58249,59841
291739,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",715,499,249,232,138,201,793,69,34,36,,8111,7121,11920,8359,6265,9450,6460,5302,5390,9663,,382233,421694,397276,400182,433627,651330,622543,431396,371600,359110
190540,"Rusks, toasted bread and similar toasted products",26,25,39,73,64,48,31,11,13,36,,20226,22084,21629,19508,20740,18254,19044,18681,25738,28838,,4770,9503,12018,15752,15729,16549,19900,16431,13172,14708
430390,"Articles of furskin (excluding articles of apparel, clothing accessories and goods of chapter ...",132,68,64,13,56,63,112,89,37,36,,8529,9567,10915,8041,9643,9949,11118,10135,9442,11128,,3267,4683,5077,5662,5302,7882,8832,6386,9087,10538
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",68,67,68,76,60,34,31,58,62,36,,53086,47758,44207,37021,38252,43648,52242,52731,55982,65784,,34101,35016,38763,41219,46891,44006,51869,51419,52676,64613
530620,"Multiple """"folded"""" or cabled flax yarn""""",9,14,4,0,1,2,3,0,20,35,,1481,1255,1013,841,991,765,806,985,1347,1789,,10693,9044,8096,9023,6095,3434,3053,3300,1818,1479
291512,Salts of formic acid,525,572,866,927,490,351,165,720,928,35,,40682,47678,53301,46282,41938,53613,69222,54627,47115,52044,,2013,2597,2770,2312,2189,3011,4954,64881,4380,2524
290244,Mixed xylene isomers,13,15,7,14,14,29,19,24,22,35,,219098,299393,273150,136438,140866,176300,24946,21904,19780,2439,,18498,45970,9858,7370,564,6805,9730,106059,1560,267
900590,"Parts and accessories, incl. mountings, for binoculars, monoculars, astronomical and other ...",251,165,127,100,284,46,102,34,53,35,,18044,23933,12603,39072,21886,19040,14753,12383,14136,21020,,2955,3140,3237,4290,5734,3770,5038,6210,5977,6588
