Product code,Product label,"Germany's imports from Taipei, Chinese-Value in 2012","Germany's imports from Taipei, Chinese-Value in 2013","Germany's imports from Taipei, Chinese-Value in 2014","Germany's imports from Taipei, Chinese-Value in 2015","Germany's imports from Taipei, Chinese-Value in 2016","Germany's imports from Taipei, Chinese-Value in 2017","Germany's imports from Taipei, Chinese-Value in 2018","Germany's imports from Taipei, Chinese-Value in 2019","Germany's imports from Taipei, Chinese-Value in 2020","Germany's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
910690,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ...",13,10,5,0,18,30,15,17,18,15,,2552,2473,3326,2537,2237,3126,2414,2755,4268,17843,,10890,12255,9465,9827,10058,11077,10681,12848,16147,15267
480451,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",1,13,0,0,0,1,0,0,0,15,,509,551,485,393,447,425,427,337,57,1678,,7906,8936,4837,3592,3931,3745,3453,3732,5391,7107
842619,"Overhead travelling cranes, transporter cranes, gantry cranes, bridge cranes and mobile lifting ...",0,98,52,0,175,172,149,0,0,15,,36493,24266,35309,19843,13290,10457,3513,4148,1167,1028,,71842,85856,22070,22713,42229,16950,18902,71013,94755,19572
741022,"Copper alloy foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",10,6,2,4,3,5,10,1,10,15,,131,241,1108,949,892,110,99,49,11,58,,10350,13999,14187,15927,17245,17683,14895,8614,7418,13395
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",0,0,6,7,98,0,2,0,0,15,,1653,2397,3676,4423,7393,11117,12470,11160,11031,28336,,50486,44895,36904,33374,31559,31574,47747,53296,43654,57801
382484,"Mixtures and preparations containing aldrin """"ISO"""", camphechlor """"ISO"""" """"toxaphene"""", chlordane ...""",0,0,0,0,0,21,0,7,13,15,,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,23270,16223,3631,2862,2776
846390,"Machine tools for working metal, sintered metal carbides or cermets, without removing metal ...",526,92,233,17,65,489,44,469,80,15,,51831,71196,53951,40102,36472,39132,45432,34692,28956,30599,,36678,34432,33650,27195,27873,38178,28731,22067,20967,16156
820239,"Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, ...",57,72,28,19,13,31,28,43,35,15,,5089,5315,4825,4885,4031,5627,4978,5300,5692,7561,,50231,50088,51541,46972,49659,49779,53814,55106,54613,71388
130239,"Mucilages and thickeners derived from vegetable products, whether or not modified (excluding ...",454,1,141,85,5,0,0,0,34,15,,631,778,811,976,697,628,773,1150,948,1025,,101481,115564,119049,84325,70037,66047,73662,77878,91013,111889
621112,Women's or girls' swimwear (excluding knitted or crocheted),23,39,39,41,39,52,30,124,62,15,,4131,2792,2683,1639,1042,776,1450,1487,712,1268,,7603,5722,9907,9390,10896,10613,15673,22691,16641,17707
441113,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?5?mm but <=?9?mm""""",0,0,0,0,0,0,0,0,4,15,,1287,454,319,66,176,44,11,0,11,30,,105182,103824,119580,104765,106833,104246,107981,94986,117451,137152
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,0,1,6,18,0,1,95,24,0,14,,638,651,1312,4950,9920,12808,8328,12289,12641,18623,,52012,45252,48528,30110,27187,35042,45507,44424,42048,49333
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles ...",11,4,0,2,3,35,0,0,0,14,,550,158,162,159,132,95,19,0,0,0,,18851,19296,21971,23780,26962,25959,26765,34136,27277,38133
580639,"Narrow woven fabrics of textile materials other than cotton or man-made fibres, with a width ...",36,38,25,15,24,42,21,26,20,14,,52975,59016,57375,48611,39449,37767,27468,19628,13991,17384,,1795,2691,2676,2268,2249,2138,2616,2250,3169,3662
851410,Resistance heated industrial or laboratory furnaces and ovens (excluding drying ovens),0,5,1829,1045,58,88,30,94,411,14,,24626,18532,29903,21338,62641,84626,88257,83695,64910,65292,,41073,31704,41107,34519,27996,27491,38066,29087,28789,54293
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...",21,7,2,0,2,0,0,31,1,14,,3765,4565,4519,6457,7787,9521,11177,6075,5189,5809,,64186,71241,88333,84678,95478,178722,202508,182885,165254,111712
293944,Norephedrine and its salts,48,51,38,39,18,26,27,36,23,14,,0,70,3253,2347,2512,2291,2424,3154,3380,2804,,290,331,40,115,141,27,140,141,23,119
611490,"Special garments for professional, sporting or other purposes, n.e.s., of textile materials, ...",42,5,13,1,0,1,26,5,37,14,,1686,1604,1871,3186,2029,1651,1651,2097,1815,2742,,34502,53267,69228,87023,94252,130790,148079,156700,153679,161342
400110,"Natural rubber latex, whether or not prevulcanised",0,0,0,0,4,0,1,7,4,14,,926,860,605,653,520,486,303,306,155,155,,81210,75002,48275,24729,25501,28483,23463,18927,15811,29379
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""",0,0,0,0,0,0,0,0,0,14,,0,0,3,19,1,1,6,69,5,25,,14235,15433,12718,10536,10300,11247,12828,11188,11136,14863
621142,"Women's or girls' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",42,26,34,49,5,26,26,19,9,14,,565,126,134,259,1009,524,489,733,383,568,,101448,85752,82252,70037,67828,67299,73666,86589,83216,92721
540792,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",826,684,506,181,268,127,179,125,13,14,,73019,75139,80661,67614,73753,91276,79784,72933,49835,54532,,13704,12389,13424,10694,13445,15856,10690,9377,7133,7990
845190,"Parts of machines for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, ...",16,63,175,158,71,24,137,86,16,14,,9610,11814,14876,18847,17668,21842,18718,19404,17519,23110,,60597,75346,68131,69747,68936,77030,77207,65047,42782,51919
691090,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",5,3,294,290,133,61,28,164,126,14,,682,299,445,468,1116,207,77,68,144,28,,64673,84831,84595,79238,86878,129423,150795,144423,148055,178282
701020,"Stoppers, lids and other closures, of glass",2,4,4,10,8,1,0,1,0,14,,151,173,206,76,199,689,76,281,189,366,,14624,11718,12878,10462,12060,11774,13696,12182,10664,13376
670411,Complete wigs of synthetic textile materials,1,3,0,0,0,0,0,84,0,13,,4,3,2,47,39,14,7,4,0,6,,19821,16552,13100,19376,22855,25125,28891,27603,20928,23644
560229,"Felt, not impregnated, coated, covered or laminated (excluding that of wool or fine animal ...",19,0,6,0,6,12,17,0,0,13,,3096,2706,2557,1769,1476,1697,868,582,426,674,,2165,1998,1798,2437,2594,2249,1831,2100,1839,2043
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",0,1,0,7,55,13,20,13,12,13,,7883,646,816,700,1152,2140,2301,2756,2445,3375,,4917496,5982343,5661919,5113018,4425630,4310738,3738878,3840514,3669021,3210505
842810,Lifts and skip hoists,3,0,3,2,0,0,0,0,0,13,,28097,26088,24684,17226,16928,14714,20593,13641,16500,16896,,111909,115270,126155,131400,140284,137362,181654,205255,251103,235191
210500,"Ice cream and other edible ice, whether or not containing cocoa",0,0,0,0,0,0,0,0,5,13,,3653,4587,8326,8312,5260,8311,9568,15397,44483,43718,,280236,302194,338126,295608,325616,366459,456277,424566,422713,483683
91012,"Ginger, crushed or ground",0,0,0,0,0,0,0,1,0,13,,0,10,121,110,250,92,106,69,76,124,,14727,13848,11810,11474,16731,14724,15268,14008,13097,15150
600634,"Printed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",45,23,57,1,2,6,5,48,51,13,,22564,24552,19970,22086,17277,17456,15865,17860,16253,18919,,7472,7282,6508,6608,5237,5102,7196,5895,5380,5747
420231,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",222,268,10,42,21,10,83,78,132,13,,2994,5115,3294,3525,4863,4670,4903,5749,4028,7225,,218688,259378,243515,211366,229797,239624,238006,209640,172791,193500
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...",3,7,15,6,11,20,18,48,17,13,,10563,13742,11983,8976,9779,10917,12380,10295,8252,12489,,19594,19096,18583,16790,12567,14487,15379,16783,16544,20378
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",774,298,87,5,56,37,9,19,12,13,,7533,2595,2490,2385,1760,2451,2805,3212,2646,3235,,112928,79454,77812,89391,90335,94098,81139,89607,91571,101211
711029,Palladium in semi-manufactured forms,0,0,2,0,0,0,0,1,11,13,,2954,3907,3365,3259,2215,3018,1595,2959,3952,10364,,107099,97254,106173,84664,52351,47690,30009,47165,39530,48273
570500,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""",0,5,172,106,38,51,45,22,21,13,,949,219,178,347,811,264,255,193,171,228,,52724,52104,54099,51734,49918,56823,50944,45100,57352,78971
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",28,7,0,0,0,0,0,0,0,13,,4675,3826,3197,2644,2659,1703,804,118,87,67,,9651,12556,10581,5537,4709,4265,3752,2709,2008,2104
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,471,279,123,136,13,,0,0,0,0,0,17348,22885,24881,17777,25795,,0,0,0,0,0,90454,108304,85105,44326,57192
730120,"Angles, shapes and sections, of iron or steel, welded",9,77,86,19,4,5,18,5,8,13,,2165,2245,6603,1016,788,990,1274,379,967,584,,24575,25147,27280,21862,19539,18502,20944,27826,28613,36508
700529,"Float glass and surface ground and polished glass, in sheets, but not otherwise worked (excluding ...""",90,5,41,120,3,6,37,1,18,13,,139715,107521,67627,43263,49056,97204,108894,106317,140599,96740,,101812,68621,53088,46726,60259,86474,81642,66692,60654,87735
630619,"Tarpaulins, awnings and sunblinds of textile materials (excluding of synthetic fibres and flat ...",1,5,7,3,13,3,14,3,4,13,,17546,22456,20185,14436,10348,12499,13751,17936,17412,21945,,18888,16103,19110,19955,23633,25654,30239,34258,33301,32509
841919,"Instantaneous or storage water heaters, non-electric (excl. instantaneous gas water heaters, ...",0,69,4,4,25,0,12,4,0,13,,1028,1498,1238,632,422,731,650,756,923,509,,353474,306179,281235,222780,204294,212868,235568,229391,262496,346246
630491,"Articles for interior furnishing, knitted or crocheted (excluding blankets and travelling rugs, ...",2,34,28,19,16,23,55,36,40,12,,97,101,94,90,538,868,921,1007,596,584,,43710,40215,36054,32321,28369,28781,41758,39013,42807,43438
391610,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",65,68,156,46,31,190,90,8,32,12,,360,623,667,571,645,686,763,550,385,459,,48230,43559,46940,37851,33825,36082,36452,32571,34483,42713
151620,"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",3,0,0,0,3,4,419,959,9,12,,1554,1189,1440,2632,3149,3928,4124,4124,5014,4708,,214853,230273,229498,178609,187990,193332,192056,154508,143567,174744
848020,"Mould bases (other than of graphite or other carbon, ceramic meterials or glass)",52,1,82,1,10,8,20,14,1,12,,21519,19740,16811,15857,15754,16176,16126,15401,14015,13385,,17293,9736,12543,15168,12164,14409,20592,19746,13534,20396
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",57,15,5,15,11,52,30,41,25,12,,9307,6721,5139,4086,2541,1463,1686,1145,408,92,,4702,2852,5986,1854,1728,1086,824,1049,768,736
841861,Heat pumps (excluding air conditioning machines of heading 8415),40,29,81,58,63,59,21,3,64,12,,372,657,1704,853,598,505,537,217,345,411,,158473,181707,173885,151004,198279,201130,254603,254455,351723,684949
110620,"Flour, meal and powder of sago or of roots or tubers of manioc, arrowroot, salep, sweet potatoes ...",3,2,1,0,8,4,14,21,20,12,,863,1615,870,732,499,629,1107,1364,1314,2479,,431,734,1373,2170,1451,895,1901,2256,2952,3573
610433,"Women's or girls' jackets and blazers of synthetic fibres, knitted or crocheted (excluding ...",120,157,233,68,24,17,4,9,5,12,,1281,1247,1266,2697,670,269,340,472,198,576,,80497,97746,120976,128202,131940,123901,137289,131333,120510,116536
481039,"Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, ...",0,0,0,0,0,0,0,0,7,12,,141673,138993,110906,61256,48708,63734,71149,54432,63322,85635,,74235,66983,63434,52493,54208,57828,52808,57466,60582,66599
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",35,30,41,10,14,29,28,11,58,12,,7069,8168,3077,3045,1930,1613,1255,1286,899,1297,,1884206,2081144,2011325,1803400,1750860,1700237,1838639,1666075,1566568,1783882
851711,Line telephone sets with cordless handsets,171,2262,4649,73,528,154,316,171,5,12,,9339,8659,10858,5227,6381,7681,14126,5110,3250,1677,,176782,174693,163960,131527,121892,114470,112732,90848,93704,92369
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",1,1,0,23,0,3,3,1,0,12,,12955,19377,23651,28342,29625,31459,32841,11756,8265,9982,,209387,227160,260228,236390,251618,282214,333146,329316,370397,400995
920290,"Guitars, harps and other string musical instruments (excluding with keyboard and those played ...",93,84,122,144,81,73,2,69,3,12,,462,352,869,1264,984,1485,1371,1744,487,1094,,62563,56889,68025,66411,62467,53508,61388,62135,69268,82861
620442,Women's or girls' dresses of cotton (excluding knitted or crocheted and petticoats),5,3,7,1,18,36,36,16,56,12,,739,1339,1150,1284,896,1023,707,551,660,734,,244849,203616,193634,168956,188704,220365,246256,270682,268623,339578
680300,"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ...",3,1,0,1,5,16,3,11,12,12,,966,678,827,536,356,193,102,86,179,84,,89084,83485,77348,60619,57637,54693,50142,51604,54837,61432
910229,"Wrist-watches, whether or not incorporating a stop-watch facility, with hand winding only (excluding ...",6,1,0,2,6,17,5,18,11,12,,1472,1353,739,530,2867,1225,2402,1282,2226,6829,,36998,41794,42642,33802,29127,37823,40953,42654,54302,58597
880529,"Ground flying trainers and parts thereof, n.e.s. (excluding air combat simulators and parts ...",0,1,9,6,0,1,0,2,0,12,,40,52,1052,28,158,21,97,2,14,531,,19287,19418,11821,11137,16753,8905,5125,11680,32334,7613
901790,"Parts and accessories for drawing, marking-out or mathematical calculating instruments and ...",7,4,16,39,28,61,26,82,25,12,,8836,9474,10144,12296,11982,19264,19589,14215,12053,9794,,6695,6390,7769,6322,7487,7549,8077,6790,5807,7514
330710,"Shaving preparations, incl. pre-shave and aftershave products",0,0,0,0,0,0,0,0,0,11,,197,468,312,345,426,441,436,363,110,167,,80772,90670,97449,88134,88804,89056,90718,70556,63450,65198
621111,Men's or boys' swimwear (excluding knitted or crocheted),288,617,561,564,644,500,644,454,326,11,,4675,5061,6993,6191,3783,3305,1081,154,45,73,,12315,17081,23286,24721,28153,33686,39762,39376,34068,43162
670210,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",46,17,269,142,55,142,6,6,3,11,,36,80,71,21,88,27,55,17,64,22,,83445,78401,75249,76751,78119,85739,100176,111973,111917,130793
560500,"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading ...",78,55,72,63,40,68,24,30,14,11,,4763,3038,2425,2472,1863,2679,2396,2027,1178,1381,,8518,9268,8599,7053,8103,7667,7241,6235,4099,5097
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",9,14,10,0,0,0,5,15,2,11,,6829,6183,5905,3501,4594,2361,1843,1811,1412,1399,,468804,653663,494855,383312,405481,507480,735869,534618,462751,661361
250490,Natural graphite (excluding in powder or in flakes),0,0,0,82,0,0,2,6,0,11,,66,62,96,147,118,77,332,111,97,58,,2775,3621,5238,4680,6730,4812,989,481,288,501
200490,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...",0,6,44,15,32,38,23,15,8,11,,11492,11841,12890,12617,14212,14506,12613,14217,13029,17461,,66328,71202,77901,64212,69833,85296,91963,92893,105558,104833
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",402,1008,18,46,50,24,17,23,13,11,,3024,1755,1227,1492,1481,1757,1493,3329,2871,1978,,2516104,2612378,2517270,2023296,1986649,2016601,2289499,1856857,1618389,1622119
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",120,6,15,13,22,20,6,34,37,11,,2362,2296,4392,5323,5675,3896,5761,3889,6007,6530,,23185,24855,26760,26780,28141,26544,33233,31941,33086,34394
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",12,4,5,0,1,2,2,4,0,11,,274,260,739,621,236,269,146,255,173,363,,312885,353414,392532,365665,394101,436450,469894,411494,454940,565505
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,57,0,257,207,0,11,,98694,138558,119169,81039,95896,131369,130523,79285,45645,100986,,90337,186490,432114,545595,357019,395921,417150,361956,292952,399806
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",19,120,97,26,38,59,30,60,22,11,,96,48,125,152,151,134,136,102,29,107,,58641,65747,75548,63711,61350,76196,86595,65229,73110,98346
721250,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,5,3,0,11,0,1,11,,7401,3709,4308,3486,630,360,1900,2638,5080,7339,,74600,72705,72205,60960,64046,73359,91778,80773,53904,67921
841111,Turbojets of a thrust <= 25 kN,0,0,0,0,0,0,0,0,0,11,,265,235,465,4287,2253,906,559,2728,1585,604,,110203,40633,52343,66909,130979,132966,102547,124053,69879,90238
851631,Electric hairdryers,42,106,269,20,27,5,21,43,33,10,,167,134,106,112,179,317,100,482,76,81,,93118,104244,103731,97939,112708,125323,127824,124267,145519,152598
732290,"Air heaters and hot-air distributors, incl. distributors which can also distribute fresh or ...",2,7,11,3,1,11,10,1,3,10,,16275,13587,5514,4162,3761,4834,4274,5798,5512,3832,,64221,69626,63556,58536,60211,70392,73569,54991,57422,54834
401034,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",1,5,17,3,2,0,6,1,3,10,,43,0,379,176,184,0,200,220,207,177,,7756,7699,7766,6823,7287,8831,8905,8764,8753,10574
843860,"Machinery for the industrial preparation of fruits, nuts or vegetables (excluding cooking and ...",10,0,132,11,25,11,825,35,38,10,,2316,1628,3379,4841,5674,5494,6882,9118,8388,9541,,20577,20351,18655,17155,18060,23956,21083,26370,23995,15194
600631,"Unbleached or bleached fabrics, knitted or crocheted, of synthetic fibres, of a width of > ...""",31,154,287,357,227,94,117,78,25,10,,151450,161749,156528,166800,172266,162440,60780,69480,48119,58746,,32981,31048,31158,30099,29001,24800,22425,20405,24500,29622
291450,Ketone-phenols and ketones with other oxygen function,1727,844,1930,1606,261,58,5,9,6,10,,28662,18001,14825,5373,11635,1472,1606,2837,3348,2120,,31204,37985,47111,37033,38360,40707,37476,55672,55614,43251
130231,"Agar-agar, whether or not modified",143,0,0,0,0,0,0,0,2,10,,268,362,578,577,1076,973,1309,1722,1100,1348,,12332,13679,19416,18591,18188,18364,20077,14021,9536,12938
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",0,0,0,0,0,0,0,0,0,10,,240,197,150,126,114,102,133,142,94,118,,7101,7504,6562,4617,4079,3160,3805,3356,3336,5145
392220,"Lavatory seats and covers, of plastics",28,87,112,79,49,44,23,51,2,10,,3826,3894,4981,6364,3300,1130,1425,1516,2185,2382,,104533,121316,130289,109935,109107,122541,132313,125106,137412,158288
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",2,0,0,0,0,0,9,19,10,10,,839,953,419,725,141,182,156,142,156,173,,101359,101936,115185,75370,79137,110539,128722,122057,102392,178051
841392,"Parts of liquid elevators, n.e.s.",10,3,9,16,10,2,33,15,20,10,,8303,5775,5137,4486,3177,4449,4081,5123,3467,2640,,3403,2497,2813,3595,3515,3616,2580,2097,3031,2403
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",6,2,25,9,1,37,122,66,8,10,,1822,1869,2132,1124,1246,1551,844,1031,330,178,,227349,194943,177350,166524,297411,355019,372974,312755,271521,274368
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",234,293,357,47,24,8,56,30,7,10,,0,106,142,71,365,36,0,28,52,98,,173198,135614,100371,48196,55612,105550,105441,68537,36336,32838
681019,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excluding ...",0,0,0,0,0,0,0,0,0,10,,2374,1354,3268,3834,2194,2279,7949,26855,28805,54953,,62489,56236,55534,44213,47923,45699,56036,48908,49831,52088
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...",0,1,0,2,4,0,0,2,4,10,,7352,5706,5708,4611,5697,6190,7140,5583,5233,7901,,10436,11134,9988,6693,11581,13200,12916,9622,11468,17172
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",93,42,32,49,178,165,522,116,64,10,,111,681,70,57,9,6,58,155,660,771,,2886,3565,5051,3240,3715,5243,4812,3664,4332,5471
300610,"Sterile surgical catgut, similar sterile suture materials, incl. sterile absorbable surgical ...",0,0,0,1,0,1,3,0,0,10,,1883,2172,2596,2894,2934,4388,5217,5706,3870,4502,,308795,330858,314742,404201,440940,444884,542537,495023,503189,543944
740990,"Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excluding copper-zinc ...""",7,4,7,3,1,1,8,2,5,10,,38376,43694,44248,34545,32817,32285,34415,26633,27022,30649,,21278,20855,23637,14422,16864,22929,30210,22463,21931,47818
480593,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",2,4,1,0,30,58,46,21,12,10,,9130,7363,9737,6171,6522,6161,11758,19603,13438,7834,,121455,125491,134932,99898,93694,95728,109588,94002,89482,117148
681490,"Worked mica and articles of mica (excluding electrical insulators, insulating fittings, resistors ...",3,15,47,8,0,0,0,0,0,10,,201,505,420,264,388,358,353,185,122,148,,5767,4649,4759,4143,4280,3519,2902,2493,2597,4259
700330,"Profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, ...",2,27,15,11,6,2,13,23,9,10,,101,4,1254,3054,2361,2182,1772,633,122,15,,1371,552,324,2652,250,367,1208,367,486,1061
621220,"Girdles and panty girdles of all types of textile materials, whether or not elasticated, incl. ...",166,24,21,5,12,18,11,6,30,10,,6590,4703,4207,3810,3893,6476,4208,3320,1571,2129,,25112,14086,11548,10063,13862,13424,15039,18133,17470,19062
481149,"Gummed or adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in ...",0,34,108,64,37,25,13,11,6,10,,4264,3384,3668,3300,2668,4710,5289,4033,2611,2871,,26852,28952,28580,26624,28961,31780,33480,29021,30885,31529
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,3,4,1,0,0,10,,26,5,0,2,12,0,0,5,0,14,,7153,6150,6176,5698,4135,5864,9240,19748,68634,83463
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",6,28,10,12,2,3,6,5,10,10,,11094,16033,23016,22025,15209,23039,28246,40348,33726,10900,,1009067,1075540,1088532,739812,590143,688071,695956,789006,327301,592574
480261,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,3,0,0,0,6,9,1,1,10,,25445,7657,7095,5590,2806,3460,3600,2723,2252,2369,,676752,617874,506296,382735,406498,478999,462325,374131,351366,293511
630590,"Sacks and bags, for the packing of goods, of textile materials (excluding man-made, cotton, ...",6,3,16,11,6,4,9,31,5,10,,3264,2925,3498,5718,6060,4706,3575,1175,1290,3448,,7137,5948,5595,7292,7500,5530,4642,5929,2774,2903
481710,Envelopes of paper or paperboard (excluding letter cards),9,2,3,4,0,12,26,4,32,9,,980,1017,760,1125,2191,561,494,922,1054,992,,54264,61992,61044,52982,52610,50516,60380,59324,55253,67036
321511,"Black printing ink, whether or not concentrated or solid",2,12,6,1,21,75,15,8,19,9,,7701,6705,8237,7285,7295,7135,7688,7377,7552,8245,,103121,94643,90476,86050,313961,566328,105142,94614,90793,99831
200390,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",10,2,1,2,2,7,2,7,5,9,,2277,1713,1943,1278,1010,874,1168,1100,752,637,,24460,18905,14315,13230,11734,10121,13303,16653,14745,26132
961620,Powder puffs and pads for the application of cosmetics or toilet preparations,38,54,26,35,2,20,9,18,0,9,,1897,2169,2311,1960,1988,1653,1076,761,511,402,,9037,10251,12547,11581,17774,17762,15395,16456,14334,17694
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",6,8,11,1,32,11,17,27,8,9,,7067,9257,4673,2135,2511,5509,1491,1711,4855,7256,,443183,373626,136717,24131,26840,10335,7944,4004,8965,9817
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",0,7,1,4,27,12,0,0,0,9,,333,457,293,376,230,237,156,221,414,242,,14577,14239,12315,10844,11904,10775,18090,9952,8258,8729
780600,"Articles of lead, n.e.s.",21,31,19,13,21,15,5,4,0,9,,8572,6829,5581,4753,4514,5107,5952,4063,3015,4001,,13848,18132,11557,9133,6608,7880,6441,6615,7039,12675
911190,"Parts of cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ...",0,2,0,0,6,12,7,10,2,9,,813,2621,877,2540,779,839,446,203,212,223,,34166,32652,30929,14448,15236,19249,17764,15042,10700,19310
845530,Rolls for metal-rolling mills,116,26,10,7,7,4,14,0,158,9,,12551,7683,7145,4641,4038,4954,6812,5048,5249,5238,,93236,96953,87611,79641,85198,100767,114928,109571,105443,115028
890790,"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ...",33,36,20,36,51,37,21,8,2,9,,5980,6986,6977,4534,4713,5719,7703,8967,4413,5931,,30321,6208,5237,4430,3300,3668,2709,2063,3306,4181
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",22,19,148,11,23,2,46,26,24,9,,5843,5440,2994,3338,3199,2073,2402,2203,1620,1992,,4711,4020,4335,3440,3590,3538,3704,2169,1935,1309
560210,"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered ...",37,51,101,36,18,18,12,7,13,9,,1584,2087,2495,2197,1745,1524,594,978,1420,1150,,43286,46892,65200,52234,50298,54753,53757,51095,46487,53283
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",2,3,29,16,35,36,40,42,77,9,,0,0,46,224,453,1383,1621,829,1836,3098,,61215,74636,84184,99004,84437,97462,107337,151979,124952,114434
