Product code,Product label,"Saudi Arabia's imports from Korea, Republic of-Value in 2012","Saudi Arabia's imports from Korea, Republic of-Value in 2013","Saudi Arabia's imports from Korea, Republic of-Value in 2014","Saudi Arabia's imports from Korea, Republic of-Value in 2015","Saudi Arabia's imports from Korea, Republic of-Value in 2016","Saudi Arabia's imports from Korea, Republic of-Value in 2017","Saudi Arabia's imports from Korea, Republic of-Value in 2018","Saudi Arabia's imports from Korea, Republic of-Value in 2019","Saudi Arabia's imports from Korea, Republic of-Value in 2020","Saudi Arabia's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
480620,"Greaseproof papers, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,0,0,0,0,0,,2921,3120,3293,2985,786,614,1002,501,410,255,,2261,2494,2562,2330,1895,1848,2430,2166,3474,3571
480830,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,31
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",373,214,36,0,0,0,3,0,0,0,,595,1427,2442,1418,1290,4009,1356,2033,515,2577,,11003,9170,9340,8523,2333,2055,1923,884,553,1456
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",0,35,0,159,43,39,177,291,13,0,,745,754,1441,928,898,710,775,838,510,447,,7855,9025,10382,12492,10751,6883,6498,6876,6488,6847
430180,"Raw furskins, whole, with or without heads, tails or paws (excluding those of mink, lamb - ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,,0,0,0,0,3,0,0,0,0,0
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2799
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,0,,0,0,0,0,0,0,0,0,0,44
440392,"Beech """"Fagus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,229,234,305,522,611,0,0,0,0,0
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",0,0,0,0,0,0,0,0,0,0,,962,721,111,41,1,0,13,0,0,27,,82,112,43,145,99,109,13,117,168,1080
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",0,0,0,0,0,0,0,0,0,0,,2,467,1144,15,17,0,0,0,0,0,,1292,1224,871,443,76,2216,112,506,38,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",0,0,0,88,0,0,0,0,0,0,,5565,7701,10273,17033,21932,0,0,0,0,0,,276854,260311,322336,319462,283824,44958,72563,117053,12494,203
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,5,,0,36,0,383,0,11,0,0,67,0
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,15,0,0,0,0,0,0,0,,0,0,0,2,82,0,32,0,239,0
441112,"Medium density fibreboard """"MDF"""" of wood, of a thickness <=?5?mm""""",1208,30,0,0,0,0,0,0,0,0,,8253,11370,10821,7477,9944,10869,8463,5744,5421,4568,,24714,23384,26332,22739,16957,16526,14581,20404,26681,27000
441234,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,193,239,124,167,68,,0,0,0,0,0,0,0,0,0,9
441400,"Wooden frames for paintings, photographs, mirrors or similar objects",0,0,0,0,0,0,0,0,0,0,,990,731,902,912,1012,1510,863,1136,1566,1732,,5379,6860,4262,5128,4877,5748,2898,3889,2755,3159
441860,"Posts and beams, of wood",2684,0,0,0,0,0,0,0,0,0,,3,1264,694,423,40,479,11,70,0,1,,9310,6895,2393,5966,3158,911,687,1084,1681,8504
460122,"Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,0,1,153,0,0,0,0,0,0,0,,0,0,0,2,0,1,24,30,36,320
400510,"Rubber, unvulcanised, compounded with carbon black or silica, in primary forms or in plates, ...",0,128,0,0,0,0,16,0,0,0,,84923,87276,98811,106974,121466,124534,123523,109167,104699,125571,,22240,9648,1380,2038,2502,607,598,1262,2191,2824
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",0,66,197,0,29,0,0,0,0,0,,278,329,245,140,88,329,1081,99,53,200,,1042,524,746,990,506,489,839,1284,558,707
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...""",0,0,2136,0,0,0,0,9,0,0,,29251,33308,32073,24749,32976,35246,42922,41847,68047,59786,,2888,2794,3921,2065,2162,1774,1800,1954,691,1302
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""""vinyl butyral"""", not reinforced, ...""",0,0,96,0,0,0,0,0,0,0,,39398,50274,57386,40622,48833,48187,54728,58022,65566,72588,,10543,11400,10733,10294,6339,4660,6963,7502,5371,5841
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",0,0,0,57,0,0,0,0,0,0,,188,220,0,0,0,0,3,2,1,0,,0,0,0,214,1,261,236,184,12,2
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",77,169,0,0,0,80,78,0,0,0,,1816,263,0,0,4,30,306,210,0,0,,3690,3703,3156,4275,2402,10421,1881,366,0,1
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,0,0,0,0,0,0,0,,50125,141390,89363,75843,66558,26636,37427,109421,203675,289342,,0,0,0,4,9,0,4,4,23,113
381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,0,0,0,89,362,501,70,0,0,0,,6102,6190,6840,6624,6224,6976,6404,7018,6955,7803,,951,4234,2112,2036,1806,4758,6194,6123,6942,5899
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29,1,0,1,0,,0,0,0,0,0,0,0,0,0,15
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,0,0,15,6,0,8,1,17,1,45,,190,885,662,19,37,95,50,178,72,280
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,0,0,0,0,0,0,0,,0,6,4,3,5,2,8,6,8,8,,511,878,300,339,675,160,354,314,271,346
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,24,0,0,,2,0,0,0,77,32,0,3,0,0,,1042,1107,621,388,83,1411,624,483,205,663
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,62,317,47,171,407,45,409,770,431,608,,0,43,0,1,0,0,0,0,0,0
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",0,0,0,0,0,0,0,0,0,0,,1813,1132,1010,884,1141,764,391,1039,3624,33208,,266,229,175,94,40,43,43,24,14,18
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",0,0,116,89,0,0,0,0,0,0,,178,309,238,140,79,432,961,294,191,169,,149,137,239,220,246,45,27,88,76,27
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",0,0,0,0,0,0,0,0,0,0,,7988,7423,6491,8619,7485,6617,671,457,39,711,,0,98,114,39,173,67,62,60,32,97
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,0,0,0,0,0,0,0,0,0,,94,28,50,14,1,0,0,0,0,0,,0,27,0,10,55,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,3,1,1,0,0,0,0,0,0,0,,0,0,0,2,0,1,0,0,0,0
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,0,0,0,0,0,0,0,0,0,0,,2,0,1,2,20,3,1,3,6,9,,1017,557,664,904,448,674,1123,810,1294,1676
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,0,0,0,0,0,0,0,0,,42024,48401,155592,148069,149702,205767,247824,203961,242578,237189,,6977,6727,7090,10001,15073,10714,6695,11336,10631,8907
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,111,0,0,0,19,0,4127,0,,4355,3244,4038,4166,5067,5752,5956,6780,257667,19210,,7593,13593,20397,60878,28044,12650,20213,16806,33949,32611
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",97,194,103,168,0,0,22,46,63,0,,4510,6204,16898,13040,24394,58703,133772,158937,197938,268161,,10119,8817,6187,5964,3533,6410,3153,3068,4646,6951
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,0,0,0,0,0,0,0,,0,30,0,467,1,0,152,0,33,8,,1534,1771,933,1440,1774,690,1276,934,777,1008
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",0,0,0,0,0,0,0,0,0,0,,42,43,46,24,0,1,4,0,1,32,,235,451,356,91,58,108,95,55,51,281
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",0,90,0,0,0,0,0,0,0,0,,3961,4613,7214,5368,4239,3335,1915,2110,2077,2382,,12032,12053,17464,17178,22795,27570,23093,35749,22875,28180
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,780,2034,3965,3351,3535,,0,0,0,0,0,0,0,0,0,16996
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2995,5600,10234,4029,7545,12438,19553,16291,25722,26696
291531,Ethyl acetate,0,0,0,0,0,108,0,0,0,0,,10684,4232,793,1518,1921,438,700,753,6466,4205,,8640,4283,3899,2543,1018,1584,897,99,75,263
292421,Ureines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,896,256,680,1258,2855,2508,3514,355,324,502,,0,47,0,5,4,11,3,35,0,2
292511,Saccharin and its salts,0,0,0,0,0,0,0,0,0,0,,19464,16837,22254,20042,26258,30985,25248,24004,29967,26330,,373,161,88,347,411,461,288,267,257,218
292690,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine """"dicyandiamide"""", fenproporex ...""",0,0,0,0,0,0,0,0,7,0,,7220,10638,18660,17399,19189,21332,29463,27756,26465,32092,,2973,2245,3196,3114,2343,2793,4613,5855,5734,6969
293030,"Thiuram mono-, di- or tetrasulphides",0,0,0,0,0,0,0,0,0,0,,77,116,105,86,133,97,151,193,113,58,,55,28,356,2,6,2,22,8,18,1
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",0,0,0,0,67,0,59,0,0,0,,77315,74492,78638,108492,143926,145158,97449,93848,75120,96641,,17935,14994,14884,6697,7368,11223,11136,11753,11973,10730
293621,"Vitamins A and their derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,128,48,473,251,212,286,173,114,152,292,,1267,1469,815,1853,2146,2033,8623,5808,5755,3343
293712,"Insulin and its salts, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,41,1,0,0,0,0,1,1,0,4,,0,0,0,0,0,2,0,0,0,0
293961,"Ergometrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,72,16,0,2,,0,0,0,0,0,0,0,0,0,2
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,7,4,1,1,,0,0,0,0,0,0,0,0,0,79
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,0,0,0,0,0,0,,1536,1414,1624,1676,1484,1392,895,87,211,211,,32,180,0,185,258,1491,34,812,210,69
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1224,12536,41112,3038,1025,,0,0,0,0,0,0,0,0,0,1609
292111,"Methylamine, dimethylamine or trimethylamine and their salts",0,0,0,0,0,0,0,0,0,0,,20795,15290,13504,10950,9099,11725,14858,10671,14229,21269,,890,745,0,77,10,321,41,588,445,726
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, ...",60,0,0,0,0,0,0,0,0,0,,3018,2432,5520,2331,3116,10474,17442,10760,21337,33000,,3581,5172,4867,4704,4293,3769,2826,1774,1705,1909
292121,Ethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,2943,2630,2623,1312,172,116,225,194,697,702,,3660,1870,1119,1800,1865,955,1976,1149,1015,875
292142,Aniline derivatives and their salts,0,0,0,0,0,0,0,0,0,0,,3956,5459,15871,3729,1145,3126,3561,4846,3355,1811,,0,124,128,195,374,533,2414,1405,816,1857
292144,Diphenylamine and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,343,163,297,190,190,321,731,851,795,934,,0,730,1421,914,827,611,678,4,3,0
292217,Methyldiethanolamine and ethyldiethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,0,0,1229,2218,,0,0,0,0,0,0,0,0,0,6704
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",0,0,0,0,0,0,0,0,0,0,,4426,2868,4633,2218,2212,5610,5638,4953,6133,6638,,15744,12619,19569,19872,21797,8895,21556,18414,30788,19283
292221,Aminohydroxynaphthalenesulphonic acids and their salts,0,0,0,0,0,0,0,0,0,0,,56,68,83,56,319,43,115,24,14,5,,0,120,864,2188,1014,391,1911,1207,33,1422
292244,"Tilidine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,95,0,13,0,0
852713,"Radio-broadcast receivers capable of operating without an external source of power, combined ...",0,0,0,63,0,0,0,0,0,0,,8827,5155,6970,3009,3734,500,462,683,283,367,,7535,3201,4428,3285,4611,668,2404,1634,2266,1275
852799,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",455,865,288,331,1080,948,164,161,29,0,,1002,1974,954,735,843,990,1091,1225,1435,1159,,5589,3685,2322,1562,1794,1474,1946,2508,4104,3764
852861,Projectors of a kind solely or principally used in an automatic data-processing machine of ...,1478,0,4032,3801,1106,314,571,1192,100,0,,861,336,2185,916,3390,0,0,0,0,0,,32306,36245,33612,28380,18792,3484,11374,32851,5321,0
851511,"Soldering irons and guns, electric",28,0,54,0,0,0,0,0,48,0,,2339,660,1595,1465,1404,415,606,330,570,616,,91,753,744,1725,790,987,679,2063,1089,863
854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ...",171,0,0,0,0,0,0,0,0,0,,6,38,0,6,5,3,0,0,2,0,,274,0,0,3,18,22,0,5,0,0
860110,Rail locomotives powered from an external source of electricity,0,0,0,0,0,0,0,0,53,0,,0,28099,54279,36263,12503,49788,12415,0,75026,199525,,0,0,0,23424,31,38112,148923,83968,195,10
860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ...",0,0,0,0,0,0,0,0,0,0,,2,1344,1602,11,272,7515,22363,8840,6904,11067,,57598,21313,21175,11716,21808,24671,8706,1607,3343,6641
860610,Railway or tramway tank wagons and the like (excluding self-propelled),0,0,0,0,0,0,0,0,0,0,,0,0,9245,0,0,0,0,0,0,0,,29668,6727,683,279,45575,198024,70448,86,1820,4810
860691,"Railway or tramway goods vans and wagons, covered and closed (excluding self-discharging goods ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,17,0,0,0,0,,0,76,0,1093,53,53,357,274,88,2
870190,"Tractors (excluding those of heading 8709, pedestrian-controlled tractors, road tractors for ...",61,0,0,0,286,0,52,79,0,0,,458732,426794,544341,620811,503665,0,0,0,0,0,,30184,23514,21657,9230,12221,1064,229,2064,1303,2565
854610,Electrical insulators of glass (excluding insulating fittings),0,0,0,0,0,0,0,0,0,0,,124,14,22,135,2,15,3,23,65,83,,4582,4077,2309,13048,6861,6125,1426,6550,9926,21884
853922,Filament lamps of a power <= 200 W and for a voltage > 100 V (excluding tungsten halogen filament ...,0,0,0,0,128,96,159,70,0,0,,7690,9736,7095,5625,6559,5545,5013,4186,4043,4244,,7477,3722,3189,3498,2019,549,1513,499,433,2049
854011,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, colour",0,0,0,0,0,0,4,0,0,0,,971,861,787,1106,887,255,125,98,11,50,,187,483,0,13,38,96,14,26,91,110
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",0,0,0,0,0,0,0,0,0,0,,1730,3115,1814,2315,1746,7245,6941,4874,2617,4805,,312,1100,5429,1456,3136,793,930,1269,655,987
871390,"Carriages for disabled persons, motorised or otherwise mechanically propelled (excluding specially ...",0,0,0,0,0,0,0,0,16,0,,54,149,37,119,264,2506,6363,13696,10679,3422,,8594,10913,12024,10305,8074,5225,6986,4928,2878,4717
871160,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with electric motor for ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,62,156,1746,14719,23093,,0,0,0,0,0,0,0,0,0,629
871620,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,0,0,0,0,0,0,0,0,0,0,,0,7,1,6,0,0,1,33,0,0,,4113,3058,8931,5681,1944,642,1226,2903,1341,493
871631,"Tanker trailers and tanker semi-trailers, not designed for running on rails",0,0,0,0,0,0,0,0,0,0,,444,395,885,329,144,353,296,141,0,0,,29996,38358,99307,197585,39277,37620,22761,51153,32568,13408
901530,Levels,0,262,0,104,90,72,0,0,18,0,,1021,1034,959,1027,538,483,560,463,571,822,,2191,2926,1900,5087,2115,1307,1885,1784,1822,2069
900120,Sheets and plates of polarising material,0,0,0,0,0,0,0,0,0,0,,1800592,1618927,1660478,1536228,1307261,1625526,1962667,2112137,2472554,3048436,,0,0,47,171,141,57,57,70,33,36
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",0,314,188,82,474,62,156,73,36,0,,1557558,1420271,1400992,1203738,1354622,1722147,1554321,1461509,1153715,1018576,,2455,1174,1770,4031,3634,5312,2018,2098,1512,2219
903020,Oscilloscopes and oscillographs,0,0,127,0,0,0,0,0,0,0,,3754,3695,3801,3817,3253,3878,3767,5859,3676,5526,,3307,4790,3320,3398,5157,2254,2048,1971,1818,2747
910119,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,47,310,267,120,0,0,0,0,0,,2430,766,222,235,639,493,339,314,345,255,,47222,58834,44273,32333,40369,36215,39714,42290,39800,20209
902810,"Gas meters, incl. calibrating meters therefor",0,465,0,0,0,119,430,0,600,0,,7930,8538,11950,8113,11057,13256,8611,11283,12334,10687,,567,1667,786,1238,2489,3572,1711,1711,1490,1266
910529,Wall clocks (excluding electrically operated),0,0,0,0,0,0,11,9,0,0,,427,512,292,355,187,289,264,90,157,135,,5150,5256,4770,6132,4203,5901,6371,6917,3445,3086
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",0,0,0,0,0,0,0,0,0,0,,18,14,35,3,111,152,137,140,192,100,,0,0,0,307,219,114,912,555,55,123
911019,Rough clock movements,0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,0,8,30,125,,0,0,0,31,0,14,8,0,0,0
911090,"Complete, unassembled or partly assembled clock movements """"movement sets""""; incomplete clock ...""",0,0,0,0,0,0,0,0,0,0,,29,34,17,11,39,23,33,35,14,19,,0,102,0,44,246,17,384,81,18,45
911110,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of precious ...",0,0,0,0,0,0,0,0,0,0,,0,101,5,2,215,0,255,29,5,92,,0,0,0,7,0,3,10,28,0,2
911190,"Parts of cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ...",0,0,0,0,0,0,11,0,0,0,,1291,1515,1842,1347,2783,2240,2746,3013,2078,2201,,248,0,142,186,65,100,289,174,114,100
920890,"Fairground organs, mechanical street organs, mechanical singing birds, musical saws and other ...",0,0,0,0,0,0,0,0,0,0,,220,83,79,30,71,42,51,18,17,9,,230,0,0,319,175,558,270,49,31,73
940159,"Seats of cane, osier or similar materials (excluding of bamboo or rattan)",0,0,0,0,0,0,0,0,0,0,,216,148,190,138,145,90,359,174,110,210,,484,230,964,1652,573,1207,804,912,493,272
845320,"Machinery for making or repairing footwear of hides, skins or leather (excluding sewing machines)",0,0,0,0,0,0,0,0,0,0,,16210,15515,20852,48252,34306,43768,52998,55625,22991,44957,,457,38,612,28,71,144,244,1290,114,36
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",0,0,0,0,321,0,65,0,0,0,,0,0,0,0,2,3,0,18,0,0,,10065,7321,3393,5530,3005,754,1620,61,22,15
847521,Machines for making optical fibres and preforms thereof,0,0,0,0,0,0,0,0,0,0,,1530,9,3118,7370,15075,23327,85951,49997,0,143,,41,47,2647,1967,191,30,58,418,0,4
847689,"Automatic goods-vending machines, without heating or refrigerating devices; money changing ...",0,52,0,0,0,0,0,0,0,0,,1324,2095,3657,6004,12814,1857,904,1793,1183,1193,,14628,1536,1311,284,2134,421,954,292,351,4279
847920,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats ...,0,0,0,0,0,0,132,0,0,0,,273,77,453,312,226,553,186,182,1181,448,,3019,8346,604,937,4356,17678,1932,1586,7695,4010
847940,Rope or cable-making machines (excluding twisting machines of the type used in spinning mills),550,0,0,34,0,0,0,0,0,0,,22099,10784,13126,34266,18099,18989,16160,12690,17199,16830,,19133,20399,4868,12114,12409,3391,2103,2886,5158,7932
845931,"Boring-milling machines for metals, numerically controlled (excluding way-type unit head machines)",631,0,2008,1876,0,843,0,0,0,0,,35993,19880,24385,12976,6370,8838,12326,7846,5744,3451,,1078,6891,3324,3869,3121,1254,130,212,947,1332
846021,"Grinding machines, for working metal, in which the positioning in any one axis can be set up ...",0,0,0,0,0,0,0,0,0,0,,11655,9510,20394,20940,14807,0,0,0,0,0,,106,779,788,849,4,13,34,65,129,0
846039,"Sharpening """"tool or cutter grinding"""" machines, not numerically controlled""""",0,28,30,75,0,0,0,0,0,0,,698,1112,1010,745,821,90,576,211,218,267,,693,378,685,1073,777,258,747,567,312,379
846510,"Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, ...",83,0,390,0,0,73,28,9,0,0,,831,854,5151,482,520,806,1354,1175,582,688,,8057,6098,5734,5942,4177,6865,4507,4071,2454,5639
845521,Hot or combination hot and cold metal-rolling mills (excluding tubes mills),0,0,0,71,0,0,0,0,0,0,,5848,23992,4641,5370,5373,2815,22099,18274,28073,77224,,7718,8805,10647,3996,2001,922,508,504,1323,400
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excluding horizontal ...",3316,1477,1028,2215,459,1363,1037,1917,897,0,,177398,117099,114922,100767,59560,84329,141148,101960,78543,84090,,9579,6531,1614,3892,1828,4094,1474,2648,1949,3921
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",36,0,0,0,0,0,91,0,0,0,,152,524,228,449,417,499,344,482,1304,139,,313,12702,198,107,144,578,2415,160,425,652
844240,"Parts of machinery, apparatus and equipment for preparing or making printing blocks, plates, ...",0,0,0,0,0,0,0,5,0,0,,1290,467,384,480,582,669,562,1115,794,543,,925,3069,4979,1753,3608,512,646,936,576,716
844712,"Circular knitting machines, with cylinder diameter > 165 mm",0,0,0,0,0,0,0,0,0,0,,22213,21311,25466,18704,17217,25898,21361,9486,5721,22044,,0,0,0,94,382,84,0,0,26,147
843049,"Boring or sinking machinery for boring earth or extracting minerals or ores, not self-propelled ...",43608,250508,242586,213404,16187,5797,10048,27152,5699,0,,11618,10599,12175,6310,5196,7611,7202,5411,6269,6021,,191699,416608,539901,363820,52881,19249,42960,600618,146894,640480
842860,"Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars",0,0,0,0,0,0,0,133,0,0,,0,58,1,57,12,32,9,19,0,11,,42,0,0,24,246,1,0,316,910,1187
843230,"Seeders, planters and transplanters for use in agriculture, horticulture and forestry",0,0,0,0,0,0,0,0,0,0,,16999,31946,15532,7519,9320,0,0,0,0,0,,851,286,239,793,133,51,109,124,380,129
843240,"Manure spreaders and fertiliser distributors for use in agriculture, horticulture and forestry",0,0,0,0,0,0,0,0,0,0,,1113,1587,1012,1052,1055,0,0,0,0,0,,447,157,276,722,483,134,212,72,50,139
843353,Root or tuber harvesting machines,0,0,0,0,0,0,0,0,0,0,,223,91,298,76,211,340,53,67,178,17,,671,1791,893,334,306,913,174,384,526,270
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",3964,2218,104,2403,777,561,1178,0,0,0,,543,363,86,388,599,510,64,452,139,30,,7481,4409,2622,4631,2554,1730,1789,158,312,454
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excluding ...",0,0,0,0,0,0,0,16,0,0,,2428,2298,1473,1338,2662,4568,1980,5135,5566,1919,,1355,997,3289,3556,4852,3273,1354,2230,1803,3669
843699,"Parts of agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",0,0,90,0,0,0,9,0,0,0,,3740,3114,3917,2981,3791,9147,15192,13066,10250,16533,,28634,18997,39918,13897,15066,5480,22938,9139,3783,2162
843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",269,156,0,0,527,0,0,32,0,0,,28651,27177,19857,15534,14367,13729,12055,10214,7691,8034,,2684,1603,13261,17227,4317,2523,1479,4828,3723,1521
843780,Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables ...,0,0,0,0,69,0,0,0,12,0,,5803,3910,3624,3207,6417,4991,4777,3977,2323,1875,,8221,68881,29061,20917,28396,13890,6675,7369,6833,7714
