Product code,Product label,Viet Nam's imports from Russian Federation-Value in 2012,Viet Nam's imports from Russian Federation-Value in 2013,Viet Nam's imports from Russian Federation-Value in 2014,Viet Nam's imports from Russian Federation-Value in 2015,Viet Nam's imports from Russian Federation-Value in 2016,Viet Nam's imports from Russian Federation-Value in 2017,Viet Nam's imports from Russian Federation-Value in 2018,Viet Nam's imports from Russian Federation-Value in 2019,Viet Nam's imports from Russian Federation-Value in 2020,Viet Nam's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",0,0,0,0,0,0,0,0,0,,,578,634,438,128,292,127,38,48,85,42,,2049,2308,2914,2169,3691,3973,3968,5816,5047,10991
590310,"Textile fabrics impregnated, coated, covered or laminated with poly""""vinyl chloride"""" (excluding ...""",0,0,0,0,0,0,0,0,0,,,2871,3488,3021,2278,2099,2803,2954,3897,3074,3594,,73940,85699,83253,84784,79249,88966,109848,121749,116561,220394
590390,"Textile fabrics impregnated, coated, covered or laminated with plastics other than poly""""vinyl ...""",9,0,0,2,24,0,6,0,0,,,1747,1475,1631,1089,1622,2749,3193,3707,4696,5345,,278744,330078,394620,433319,446937,462830,479621,584514,536214,495605
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",0,0,0,0,0,0,0,0,0,,,15091,11874,13692,9897,8692,10989,11751,17044,25334,35107,,1763,2278,2077,2214,1557,1246,1199,1213,992,107
590700,"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ...",7,0,4,0,0,0,0,2,0,,,1338,770,1031,1012,828,1125,1111,1250,1324,1370,,66389,70097,54619,50149,59273,74055,87214,123822,104894,38968
591120,"Bolting cloth, whether or not made up",0,0,0,0,0,0,0,0,0,,,254,312,303,188,155,215,163,230,163,176,,1293,1213,1998,1846,2667,2502,2278,2282,2377,18739
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,6,5,0,0,0,0,0,0,,,96,92,127,72,84,49,89,122,41,16,,714,578,1090,958,1060,1479,1391,1141,1328,1503
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",0,0,0,0,0,0,0,0,0,,,840,1178,554,553,820,2229,3158,4168,5536,6485,,27578,35925,36700,41877,51653,85273,97905,164877,136251,590264
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,,,2,2,24,1,0,0,34,0,2,40,,179,115,257,298,479,806,715,71,58,135
600330,"Knitted or crocheted fabrics of synthetic fibres, of a width of <= 30 cm (excluding those ...""",0,0,0,0,0,0,0,0,0,,,23,58,51,107,227,42,35,70,71,79,,463,419,715,1294,1572,2830,1918,3049,4050,30702
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,32,0,0,0,0,0,,1527,3844,4635,8211,8033,15780,0,0,0,
600690,"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding of man-made fibres, cotton, ...""",0,0,0,0,0,0,0,0,0,,,190,213,244,192,373,699,352,402,234,247,,219725,259121,281692,314531,346603,400148,464298,514601,483516,97653
610220,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,0,0,,,439,352,458,538,508,763,573,639,815,1426,,201,81,32,45,123,271,327,454,312,1792
610230,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,1,0,,,275,421,750,925,1122,1434,1486,2244,2326,3099,,148,334,303,384,319,637,667,595,1687,3830
610439,"Women's or girls' jackets and blazers of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,,,293,689,487,416,250,343,295,185,186,260,,206,164,151,234,246,234,228,160,85,168
610452,"Women's or girls' skirts and divided skirts of cotton, knitted or crocheted (excluding petticoats)",0,0,0,0,0,0,0,0,0,,,142,187,228,204,227,324,255,357,265,344,,41,44,72,56,182,179,113,134,274,3440
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,,,40,43,65,48,78,195,159,322,1025,629,,83,81,93,225,71,220,270,422,226,111
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,,,128,344,412,330,221,678,607,323,368,391,,3,5,3,2,39,108,205,143,3,555
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",0,0,0,0,0,0,0,0,0,,,203,749,917,633,1013,1161,1607,2999,2428,3047,,4,1,0,15,44,16,42,76,89,16804
610832,"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,,,30,70,125,127,204,225,279,309,349,415,,17,11,7,28,42,55,57,148,388,8760
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,0,0,0,0,0,0,,,41,53,26,15,13,104,82,62,110,48,,6,16,171,59,76,147,116,14,37,47
610990,"T-shirts, singlets and other vests of textile materials, knitted or crocheted (excluding cotton)",0,0,0,0,0,1,0,0,0,,,4038,5413,7600,4336,5221,6921,6210,7126,9594,9104,,3188,3756,8842,9123,16182,11143,14432,21721,21882,22444
611012,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,0,0,0,0,,,312,166,246,491,335,609,642,1155,818,834,,252,244,170,183,445,410,467,545,511,2184
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",0,0,0,0,0,0,0,0,0,,,1629,2381,3031,2753,2809,3777,4408,7314,9434,13014,,170,324,250,332,1024,1111,1182,1343,2143,23734
611211,"Track-suits of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,,,475,772,791,563,651,504,654,844,1076,1914,,15,0,17,20,2,2,17,42,74,704
611220,"Ski-suits, knitted or crocheted",0,0,0,0,0,0,0,0,0,,,6,2,0,0,3,1,3,23,14,13,,0,0,0,1,6,3,0,0,0,
611693,"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated, ...",0,0,0,0,0,0,0,0,0,,,403,816,899,646,732,1128,1587,1964,1823,2202,,622,5410,7966,9160,9553,8513,7544,8607,10757,22689
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",0,0,0,0,0,1,0,0,0,,,11400,18325,22256,14078,14755,29089,20647,25588,19911,24360,,419,424,1602,1026,1869,1455,1229,2172,2252,22876
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",0,0,0,0,0,0,0,0,0,,,1263,1297,1393,1534,893,1694,1184,2662,2554,2647,,99,338,287,271,421,256,231,225,180,990
620331,"Men's or boys' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",0,0,0,0,0,0,1,0,0,,,191,178,226,184,194,220,768,303,195,225,,71,231,195,239,202,360,345,421,365,488
620333,"Men's or boys' jackets and blazers of synthetic fibres (excluding knitted or crocheted, and ...",0,0,0,0,0,0,0,0,0,,,368,334,708,380,385,481,695,683,531,436,,439,781,1119,1666,1912,1772,3082,3789,2798,20397
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",0,0,0,0,0,0,0,0,0,,,66,76,142,78,71,486,164,204,156,204,,0,35,44,120,31,31,39,24,53,342
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",0,0,0,0,0,0,0,0,0,,,232,253,788,524,811,1019,848,722,492,871,,748,957,935,1314,1154,1027,1042,864,1113,843
620441,Women's or girls' dresses of wool or fine animal hair (excluding knitted or crocheted and  ...,0,0,0,0,0,0,0,0,0,,,1868,5666,3540,214,207,240,513,352,196,275,,77,138,148,151,183,93,281,301,265,632
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),0,0,0,0,0,0,0,1,0,,,1513,4740,7842,8048,6567,5877,7123,8387,6087,8567,,404,903,791,971,1620,1947,3883,4688,4087,28545
620719,Men's or boys' underpants and briefs of textile materials (excluding cotton and knitted or ...,0,0,0,0,0,0,0,0,0,,,21,47,129,11,11,7,46,322,925,875,,185,37,92,49,73,52,243,106,186,2716
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,0,0,0,0,0,0,0,0,0,,,4,5,0,0,0,2,0,0,0,0,,14,1,0,12,2,0,4,0,1,
620822,"Women's or girls' nightdresses and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,,,11,34,83,25,48,52,48,88,90,133,,1,3,0,18,14,13,34,57,230,4086
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,0,0,0,0,0,0,0,0,0,,,138,298,271,179,172,204,531,1858,4008,6298,,187,220,75,3359,465,632,511,124,195,207
621510,"Ties, bow ties and cravats of silk or silk waste (excluding knitted or crocheted)",0,0,0,0,0,0,0,0,0,,,78,18,105,58,46,70,74,49,20,20,,878,561,560,856,868,557,760,851,778,730
621790,"Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excluding ...",0,0,0,0,0,0,0,0,0,,,1799,1782,1396,388,504,792,433,3989,3982,5296,,86891,93691,99126,90649,71898,68325,71785,57483,39795,249775
630110,Electric blankets of all types of textile materials,0,0,0,0,0,0,0,0,0,,,37,5,34,9,12,32,15,10,9,14,,88,81,8,45,51,26,102,99,86,2597
630140,"Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...",0,0,0,0,0,0,0,0,0,,,288,497,931,684,838,796,1089,1108,1231,1957,,154,379,520,729,755,1288,1391,2159,2246,117998
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",0,0,0,0,0,0,0,1,0,,,36,62,364,146,103,216,373,149,237,270,,89,53,76,74,224,255,1242,4717,2480,17805
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",0,0,0,0,0,0,0,0,0,,,90,410,1047,199,573,508,1976,2969,1894,584,,40,233,127,411,114,322,378,1024,1186,279
630253,Table linen of man-made fibres (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,,,37,68,304,131,140,186,206,211,139,128,,301,367,325,198,347,324,446,514,72,1492
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",0,0,0,0,0,0,0,0,0,,,8,140,162,64,113,532,326,591,673,493,,159,929,37,69,156,147,159,184,184,1985
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",0,0,0,0,0,0,0,0,0,,,14,28,95,22,53,98,87,158,297,301,,0,0,2,1,3,53,0,1427,1666,192
630492,"Articles for interior furnishing, of cotton (excluding knitted or crocheted, blankets and travelling ...",0,0,0,0,0,0,0,0,0,,,33,40,50,59,75,181,242,166,264,167,,46,16,17,52,117,237,524,304,175,1039
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",0,0,0,0,0,0,0,0,0,,,388,483,624,436,226,396,415,707,815,1040,,2,0,25,54,57,193,201,260,583,2414
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",0,0,0,0,0,0,0,0,0,,,11716,13680,35954,4238,5070,6175,5824,5437,4626,5137,,16,36,80,97,195,473,380,350,314,2135
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",0,0,0,0,0,0,0,0,0,,,5479,5089,4548,3040,3170,4036,3729,3914,4508,5559,,572,761,4563,4804,5708,6058,12529,13329,23979,1626
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...",0,0,0,0,0,0,0,0,0,,,310,892,816,416,350,592,1486,1660,737,1900,,0,30,0,12,0,181,0,0,0,1
640219,Sports footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear ...,0,0,0,0,0,0,0,0,0,,,606,1106,1233,560,941,1150,2459,3908,3569,2500,,675,819,1969,3706,6638,6284,7103,7611,6720,8870
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",0,0,0,0,0,0,0,1,0,,,12788,19000,35996,27938,31225,31643,36749,44687,43896,50199,,10361,12925,14187,18322,21563,22055,16503,19059,13868,48867
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",0,0,0,0,0,0,0,0,0,,,587,1869,4139,4136,4832,3649,5783,7001,4764,5333,,194,278,1375,594,448,519,914,1216,1386,3262
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",0,0,0,0,0,0,0,8,3,,,2627,7840,6013,6101,7909,6337,4391,4819,6202,8940,,2716,3379,8305,11939,7604,9794,10715,10971,11469,8274
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),0,0,0,0,0,0,0,0,0,,,2973,1943,2423,2817,2304,1527,1569,1663,1209,1868,,32308,70588,57307,92036,182779,258629,200547,179369,225872,279684
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",0,0,0,0,0,0,0,0,0,,,5,15,16,9,9,27,70,65,123,152,,389,463,584,803,802,549,1012,775,689,1547
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",0,0,0,0,0,0,0,0,0,,,2,9,1101,141,41,6,7,21,118,74,,21,21,0,1,1,13,99,85,439,2536
680421,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",14,8,2,12,4,5,0,9,2,,,2201,2532,2839,2209,2122,2646,2720,3077,3766,4659,,12903,11304,14714,14610,15315,19212,23436,21973,22487,36339
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",0,1,16,0,0,0,0,0,0,,,65247,63962,51418,27984,26823,24245,19973,16834,15032,20021,,904,231,52,21,73,43,120,280,70,1718
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",0,0,0,0,0,0,0,0,0,,,618,789,501,1093,760,1146,2369,3659,4367,5741,,8985,7529,7363,19507,25958,25137,31925,31530,27208,22006
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",5,10,2,5,2,15,0,4,0,,,4830,4789,3313,1556,1986,3093,3149,2885,2137,2388,,1779,1607,1686,1795,1780,1377,1762,1640,1304,2938
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",4,1,0,4,0,0,0,0,0,,,647,949,761,494,648,1025,1054,1355,825,953,,1809,1673,1781,2198,2936,2498,2607,2242,2225,2118
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,0,0,0,0,0,1,0,0,,,1562,1852,2620,2217,1587,1365,2141,1841,1936,1577,,11840,6841,10246,8891,10051,9535,10281,10910,11737,23463
691200,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ...",0,0,0,0,0,0,0,0,0,,,1415,1682,2277,1842,2610,2830,4188,4195,4834,7209,,642,419,516,872,1745,4558,9823,7697,6759,21016
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",0,0,0,0,0,0,0,0,0,,,0,0,8,1,10,365,9,10,5,20,,122,284,204,147,279,306,142,65,13,87
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",0,0,0,51,0,340,0,10,4,,,10912,11845,14307,16331,41810,34468,44016,44320,38958,54165,,5631,7453,9224,11898,15055,13285,15555,16963,15020,10195
700910,"Rear-view mirrors, whether or not framed, for vehicles",0,0,3,1,1,1,0,1,0,,,2077,3344,3118,1591,941,989,1694,2217,2208,3400,,5431,5933,7590,11200,16264,14422,18097,23027,22321,27098
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",0,0,0,0,0,0,6,18,6,,,1032,1289,595,341,204,91,223,181,46,58,,252,186,471,484,238,176,568,916,1032,8464
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",0,0,0,1,0,0,0,0,0,,,3497,4753,3435,2272,2255,2867,2434,2852,2609,3181,,2892,2694,2662,3038,3645,3559,4705,4851,4263,2432
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",0,0,0,0,0,0,0,0,0,,,1045,707,169,68,162,116,185,146,157,125,,405,771,1055,1987,1198,1404,1247,1470,2713,3647
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",0,0,0,0,0,0,0,0,0,,,10604,14474,21264,20265,28369,53614,41611,32706,20269,8950,,37,51,85,243,162,178,262,57,94,578
711029,Palladium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,,,406,422,530,507,2066,3358,838,1050,283,674,,79,95,104,50,60,73,128,245,157,915
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,,,691,692,454,374,946,1187,637,47,88,702,,22,14,7,8,12,163,510,421,256,129
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",0,0,0,0,0,0,3,3,0,,,5154,7321,7366,7537,8220,10963,12443,12996,10707,18958,,1962,984,1083,2545,4108,4755,5756,5749,6926,8797
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",0,0,0,0,0,0,0,0,0,,,16967,1846,1715,1583,303,479,1469,2283,1268,1727,,1583,810,1316,1042,1255,1111,856,769,795,7384
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,0,0,0,0,0,0,0,0,,,1110,7484,4827,4855,5374,2571,2281,2376,5959,6679,,0,0,5,0,6,0,12,2,8,7
720299,"Ferro-alloys (excluding ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",0,0,0,0,5,0,0,0,0,,,50057,43008,328176,148424,216231,148164,37434,23083,17569,13254,,2035,754,2883,4803,18415,52829,63322,44353,23640,35882
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",0,0,0,0,0,30,60,44,42,,,6936,8803,6260,5843,4541,5292,9233,8316,8733,12815,,9900,8557,12969,14322,20622,14297,9564,9744,10208,15443
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,0,0,0,0,0,0,0,0,,,56,18,136,0,1,37,0,1,0,24,,1150,970,1023,1382,116,61,119,65,156,1107
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",9947,53,25,0,12823,0,0,0,0,,,1379831,969016,1092201,728031,795127,779350,1275717,1300849,571441,786754,,242315,161495,140559,330442,170353,16340,36882,37395,530,2017
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,,,404,1621,3412,6088,5281,4194,4237,707,2204,11699,,9049,9191,7963,5758,5829,11597,10936,7565,5638,9391
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",1398,307,0,0,649,821,2930,493,1039,,,74926,66136,66280,77837,55909,34436,70669,63731,49087,104855,,45585,40705,51314,25464,40232,28462,57481,79460,62128,59217
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,6,0,,,37666,34686,26317,21796,20688,33208,33332,27663,22480,31339,,1208,730,731,873,1342,2227,1253,996,642,2413
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",0,0,0,0,0,0,0,1,0,,,15830,19797,26226,17174,20977,11072,21893,23676,17240,37083,,29159,28100,57660,27706,15445,34608,38472,18545,16824,18450
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,0,0,0,0,0,0,0,0,,,6711,5055,5500,4190,3823,6172,8451,4203,3204,7188,,20931,10571,11592,11418,13198,19783,21900,20037,20449,24620
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",85,0,0,21,18,0,0,0,0,,,8312,7472,21979,14304,13491,14980,28848,16203,16566,22592,,5209,10569,9068,8160,5158,6373,9230,6944,4357,3018
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,5,0,0,0,0,0,,,1555,1160,1536,632,166,71,85,390,169,271,,290,509,641,876,100,377,190,347,135,1434
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,265,0,0,0,0,0,0,0,,,4767,4808,4673,3704,3884,3800,5213,5903,3779,8575,,2021,2237,1660,1834,1404,1325,1999,1652,1326,3469
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,0,0,0,0,0,0,,,35262,23012,14953,7312,7366,15616,15279,12008,11519,19701,,28,111,14,4,0,0,81,230,137,716
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,,,47,40,48,70,1033,411,49,81,0,7,,333890,258461,317638,324228,333097,446867,570982,558706,520247,726196
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,,,87,133,125,93,451,591,393,158,444,253,,8009,5413,6206,6732,7404,6392,11205,8882,6493,9422
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,,,13271,15537,3518,1112,807,3058,1303,7702,5525,13744,,2123,5340,11510,12792,9967,22431,24114,22289,22046,27653
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",632,0,94,0,0,0,0,0,0,,,1495,983,676,262,255,349,1803,847,538,1972,,16491,12063,7899,7062,6328,7411,3767,1892,6930,19763
730120,"Angles, shapes and sections, of iron or steel, welded",0,0,0,0,80,0,0,0,0,,,3227,2867,2870,2904,2782,3164,2979,3566,3658,8336,,1987,1671,1658,947,547,393,882,1460,210,304
730721,Flanges of stainless steel (excluding cast products),15,37,1,0,0,0,0,1,0,,,3254,3431,2271,1873,1538,2133,2556,1741,1717,2130,,5944,7805,8670,16277,18022,9484,11538,11074,25207,11381
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",7,0,18,12,11,12,0,0,79,,,1060,1255,940,568,637,623,1230,912,1082,1294,,13885,10937,15237,22818,22655,21775,17259,16136,16908,6896
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",0,25,26,0,0,0,6,28,1,,,60486,57665,52193,47760,49430,59676,73240,64160,61257,98405,,74408,72985,97699,122253,115362,131749,162367,157270,167426,214922
731412,"Endless bands of stainless steel wire, for machinery",0,0,0,0,0,0,0,0,0,,,57,112,85,38,16,54,48,96,95,61,,1099,1290,586,1452,707,740,982,1417,870,500
731811,Coach screws of iron or steel,0,0,0,0,0,0,0,0,0,,,763,1102,771,247,310,968,413,457,241,283,,986,1159,1351,1125,1440,1087,1210,1612,2027,2212
731816,Nuts of iron or steel,99,3,2,3,0,0,0,2,3,,,14536,16595,12955,10105,8060,10282,12149,12060,11371,14223,,31836,37744,38805,50280,54831,56015,70409,75520,81247,114060
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,0,0,0,0,0,0,,,0,0,3,1,12,4,5,5,1,4,,162,377,144,138,168,81,188,33,7,71
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",0,0,0,0,0,0,0,0,0,,,441,694,819,836,1195,644,613,631,882,1338,,6363,5211,3246,3845,4450,4216,3839,3779,3786,31967
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",0,0,0,0,0,0,0,0,0,,,1914,3020,2166,2562,2193,2911,3500,3134,3839,5038,,8293,14115,15160,10123,12537,15700,15256,16318,18769,64083
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",15,0,0,0,0,0,0,2,0,,,562826,70198,48777,41452,31491,37431,43593,32788,29773,52187,,528,1099,1542,1801,1885,2293,2483,1759,2052,5236
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,0,0,0,0,0,0,0,0,,,5,156,160,1578,19,16,46,34,42,12,,1723,1735,1458,1397,1600,1929,1861,1805,1746,1784
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",1165,681,12,160,136,0,0,0,0,,,117656,96481,64259,16121,19268,13019,16156,12189,11497,17244,,16632,17900,16991,23780,30511,40157,49324,41277,36534,83114
741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",13,3,0,5,0,0,0,0,0,,,4331,4236,3862,3724,3054,4792,6642,15586,18722,13624,,8874,10390,10769,12523,13808,15552,18335,17423,18996,28513
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",0,0,0,0,20,0,1,0,0,,,1847,4075,2101,1152,2273,894,1864,10763,5158,4776,,112828,119820,128332,111121,92752,13071,12246,12742,15895,19564
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,0,0,0,0,13,2,0,2,,,38,100,82,128,185,470,255,250,288,444,,1290,282,269,282,279,726,797,788,831,558
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",0,0,0,0,0,0,0,0,0,,,40,276,70,155,316,384,443,322,358,725,,3365,5011,5765,9391,10169,12319,11156,12318,10053,5657
741999,"Articles of copper, n.e.s.",4,14,18,2,48,4,0,24,6,,,27066,48171,66389,7816,9687,12219,10648,8796,18844,9185,,79561,81336,91389,98408,116910,140024,163418,204166,225266,73686
750720,"Tube or pipe fittings, of nickel",0,0,0,0,0,0,0,0,0,,,1687,31,343,7,5,4,8,2137,8,59,,106,197,327,56,29,17,34,292,267,481
750890,"Articles of nickel, n.e.s.",1,5,0,0,0,0,0,0,0,,,78006,72754,68023,31071,35509,29361,29748,32449,24675,42210,,2386,2354,12772,3913,4781,10154,12879,9322,10432,7419
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,0,0,0,0,0,37,4279,,,205081,225562,260085,253360,267748,338997,228429,261459,308729,486633,,2694,2316,3391,4407,2113,8101,20149,39830,52738,76374
760529,"Wire, of aluminium alloys, having a maximum cross-sectional dimension of <= 7 mm (other than ...",0,0,0,0,0,0,0,0,0,,,3956,579,436,255,224,453,495,557,342,467,,3598,4849,6397,5699,5704,7707,6753,8255,18085,24117
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),0,0,0,0,0,0,0,0,0,,,3485,2642,1023,655,796,447,903,697,510,1325,,4237,7153,8335,8110,5193,4988,4998,19351,9739,7484
761210,"Collapsible tubular containers, of aluminium",0,0,0,0,0,0,0,0,0,,,317,232,1329,1122,1556,1564,2025,1533,1512,1524,,263,333,203,7,14,7,389,13,6,1882
