Product code,Product label,China's imports from Viet Nam-Value in 2012,China's imports from Viet Nam-Value in 2013,China's imports from Viet Nam-Value in 2014,China's imports from Viet Nam-Value in 2015,China's imports from Viet Nam-Value in 2016,China's imports from Viet Nam-Value in 2017,China's imports from Viet Nam-Value in 2018,China's imports from Viet Nam-Value in 2019,China's imports from Viet Nam-Value in 2020,China's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,7,0
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,0,429,,0,0,0,0,0,4614,3038,2049,1773,1432
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,26068,130597,784442,20800,5960,13371,535737,556350,79940,186383
390920,"Melamine resins, in primary forms",0,0,0,0,0,0,1,11,0,0,,1048,1643,1777,1128,720,750,585,520,526,1856,,53686,54565,60026,51043,51632,51969,46127,37509,33987,34985
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,11,0,0,25,63,357,,86796,125855,79656,60225,38234,28450,39729,34335,56941,54041
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,104,0,0,62,0,0,,,181,378,306,358,226,191,255,245,199,462
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,0,0,0,0,0,0,0,,217,206,227,13,0,0,0,0,0,7,,10,20,5,4,6,7,43,35,7,0
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,99687,135525,90303,75862,58489,62857,69648,56309,51671,58795
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,27,,417599,473530,514963,554952,483634,459775,520591,451655,456402,485466
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",0,0,87,0,0,0,0,0,0,0,,32,0,0,24,18,0,0,5,11,7,,38762,41670,31300,28660,27061,31610,49019,56031,60108,74885
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",0,0,0,0,0,0,0,0,0,0,,25,0,3,3,3,0,41,0,2,17,,44,39,49,44,54,52,41,79,70,125
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",0,0,0,0,0,0,0,0,0,0,,11,18,5,2,0,0,37,0,0,117,,127,289,207,133,68,102,53,37,26,24
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,3,0,0,0,,,215,65,132,35,99,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,1
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,0,0,0,0,0,0,0,0,0,0,,5556,5838,1467,3066,2161,2968,3184,2001,282,102,,867,823,724,543,510,1319,2620,1545,1655,634
300341,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
300360,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,337,436,887,944
281810,"Corundum, artificial, whether or not chemically defined",0,0,0,0,0,59,0,0,0,0,,0,0,0,1,0,30,1,0,11,,,47750,49890,48100,24272,21762,20692,28470,29390,17311,20380
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,180,294,131,3251,,0,0,0,0,0,266555,416569,374869,305425,256977
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",0,0,0,0,0,0,0,33,0,0,,4157,3221,3934,5657,7102,9761,18912,17923,17715,8181,,60832,67406,88415,99528,105487,119952,159916,195339,146198,212779
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",0,0,0,0,0,0,24,31,3,0,,0,4,0,0,0,17,49,42,56,,,32256,56742,42616,48559,74161,76746,102661,143888,161267,234827
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,0,0,0,0,0,0,23,0,0,0,,10,2,1,0,3,35,67,29,105,16,,8726,8900,10383,17541,20897,25209,35030,35883,23695,18152
291711,"Oxalic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",1,0,0,0,0,0,0,0,0,0,,1,0,0,7,6,26,29,6,7,20,,1605,1913,2890,3402,2589,3241,4896,7230,10611,6724
291713,"Azelaic acid, sebacic acid, their salts and esters",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,11502,13234,13408,11724,12807,27991,31580,39398,4408,7624
291733,Dinonyl or didecyl orthophthalates,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,41,0,44,3348,12644,,82840,70193,39991,42865,47025,40566,35449,37969,32973,36231
291735,Phthalic anhydride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,147133,125042,89173,52249,52920,38980,26201,21390,28913,13067
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,32,0,0,19,,2026,961,1440,1155,1067,1304,1459,1044,1088,1242
292023,Trimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,137,96,12,12,12
292090,"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,9,0,6,1,3,0,0,0,1,,,126740,114429,104201,125387,125188,132085,156878,120847,95031,127022
292111,"Methylamine, dimethylamine or trimethylamine and their salts",0,0,0,0,0,0,0,0,0,0,,0,3,3,0,0,0,0,0,0,,,122,107,340,456,326,320,265,217,200,903
292121,Ethylenediamine and its salts,0,0,0,0,0,0,0,0,34,0,,0,0,1,0,3,4,60,85,78,1,,86341,67882,78314,70178,39611,49096,61858,47229,54551,86417
292142,Aniline derivatives and their salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,19080,27256,41605,38233,27566,35414,36340,40963,41610,40500
292144,Diphenylamine and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,,15610,16392,12576,9311,13290,12727,15208,7409,4573,2604
292217,Methyldiethanolamine and ethyldiethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1415,3413,2335,20,351
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",0,0,0,0,0,0,0,0,7,0,,246,38,0,2,1,0,8,15,105,16,,65669,65828,88386,87980,104072,100418,111177,115221,119005,133292
292221,Aminohydroxynaphthalenesulphonic acids and their salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1122,1074,1633,1885,5868,6109,11030,4881,4075,4236
292244,"Tilidine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,27,19,5,150,1
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",0,0,0,4,0,0,1,0,7,0,,31,20,638,0,13,185,362,148,132,23,,47750,54234,55709,53857,59766,64132,81115,73387,67639,75273
292421,Ureines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,27371,37236,41835,35463,46717,54416,82959,39091,19971,2812
292511,Saccharin and its salts,0,0,0,0,0,0,0,0,0,0,,0,1,3,1,3,2,67,0,1,5,,1261,716,646,630,1310,1331,1135,973,1673,1537
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,,,3215,3086,2146,2191,2343,2512,2482,2708,3588,3408
292690,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine """"dicyandiamide"""", fenproporex ...""",0,0,0,0,0,0,0,0,0,0,,0,11,0,0,0,0,1,147,10,,,354515,364524,379204,263994,358801,572403,647751,773669,657034,630090
293030,"Thiuram mono-, di- or tetrasulphides",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,25,31,26,,,131,145,197,168,131,207,166,251,244,259
293060,"2-(N,N-Diethylamino)ethanethiol",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1
293133,Diethyl ethylphosphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",0,0,0,0,0,0,1,0,0,0,,11,11,2,84,529,44,76,36,176,162,,160027,307247,454469,436985,469930,553797,785190,680998,681373,639449
293621,"Vitamins A and their derivatives, used primarily as vitamins",0,0,0,0,0,0,1,0,0,0,,323,2,7,5,315,1701,2457,1589,4155,186,,21682,17987,27337,18636,39641,35802,107718,72361,92551,85124
293712,"Insulin and its salts, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,,18318,106930,405144,420907,495026,532390,694323,877184,1084697,1454682
293961,"Ergometrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,57,0,,,0,0,0,0,0,3549,10881,8287,5480,9000
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18,0,0,,,0,0,0,0,0,5102,4755,2545,2278,1932
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1188,577,786,5,,20,81,323,537,610,1853,4658,6965,7276,4970
460122,"Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,1,0,0,,178,244,155,12,62,95,74,122,255,787,,1,0,0,3,6,6,33,40,74,20
470419,"Unbleached non-coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,108,122,88,25,26,0,0,0,13,40
470421,"Semi-bleached or bleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,59,,,17836,2530,3405,5879,4346,347,987,7935,6046,1955
470693,"Semi-chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1130,1314,0,,,4288,6217,8674,5952,2577,1864,1028,1696,2166,798
480261,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,218,218,311,570,756,759,629,859,867,381,,6611,11514,10497,12978,10787,27069,72911,86355,85933,78307
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,,,453,281,418,341,158,0,0,0,0,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",130,123,36,65,147,0,0,0,0,0,,1535,349,649,599,369,331,0,0,0,,,2852713,3612984,3829564,3401518,3790953,0,0,0,0,0
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,0,0,0,0,0,0,0,0,0,,14,0,6,0,1,2,0,0,0,29,,10608,5687,20997,57592,40829,12063,15555,38262,152051,57525
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,81,311,0,,0,0,0,0,0,0,0,42,157,35,,25470,41444,59413,77556,104313,136734,167866,100387,84117,101841
440796,"Birch """"Betula spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,4,61,0,,0,0,0,0,0,0,0,10,63,5546,,0,0,0,0,0,127756,159197,132535,91587,122730
430180,"Raw furskins, whole, with or without heads, tails or paws (excluding those of mink, lamb - ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,175867,253145,140551,70314,22544,22629,20621,28346,16654,12426
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,101,16,3,34,,0,0,0,0,0,0,82,4,955,0
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,3,10,9,0,0,,0,0,0,0,0,0,6,9,0,120,,0,0,0,0,0,57509,56786,49437,34657,93477
440392,"Beech """"Fagus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,106480,107162,170713,131147,110730,0,0,0,0,0
440394,"Beech """"Fagus spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1379,116,686,1032,54
401212,"Retreaded pneumatic tyres, of rubber, of a kind used on buses or lorries",0,0,0,0,0,0,0,0,0,0,,71,132,20,41,13,16,25,1,33,5,,0,0,0,0,68,47,0,0,0,1
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",0,0,0,0,0,0,0,0,0,0,,35,92,26,7,84,171,116,32,1,2,,87354,75308,73035,92281,72769,76737,66855,56165,56964,90636
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,0,0,73,0,0,1,24,0,0,,,16479,14847,4644,2910,1604,1662,1244,926,7344,4298
410691,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,162,276,663,648,193,312,863,2312,1894,1835
392520,"Doors, windows and their frames and thresholds for doors, of plastics",0,0,0,0,93,0,125,237,1,0,,8166,10909,10919,10231,10340,11490,11738,9809,9631,18812,,4451,4974,4971,5108,6836,8884,10405,9572,8842,8369
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,0,,283,21,30,752,139,213,153,8,0,7,,126,146,73,45,3,41,36,22,369,558
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ...",0,0,1,0,0,0,0,0,1,0,,14,44,66,164,536,666,1031,491,421,66,,7664,10266,1846,1753,2422,3200,1855,1004,800,3961
520411,"Sewing thread, containing >= 85% cotton by weight (excluding that put up for retail sale)",0,0,0,0,0,0,2,0,0,0,,28,0,27,0,3,0,0,2,135,409,,4009,3833,4493,1152,934,777,833,665,481,354
520515,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,1,0,32,0,,0,0,3,0,660,148,4,5,34,148,,13,4,24,14,14,7,11,16,39,2
521059,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,4,0,763,575,612,503,131,352,52,57,,1346,1447,1930,4784,2431,590,900,457,739,1113
521149,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",1,62,0,0,0,35,132,317,67,0,,21,0,88,160,23,654,15,66,2,1638,,36468,31112,23847,20536,9830,8049,7497,6521,5409,4636
521151,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,3,,,1959,1782,1800,1720,1289,726,571,674,440,161
521223,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,83,0,0,0,42,0,0,,110,57,105,65,220,145,107,147,68,19,,5569,6206,5146,4552,3336,4746,6463,2805,1648,2046
530129,"Flax, hackled or otherwise processed, but not spun (excluding broken, scutched and retted flax)",0,0,0,0,0,0,0,0,179,0,,0,0,0,0,0,0,0,0,268,,,944,2488,1689,4037,4809,953,4962,10727,7231,563
520634,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,47,0,1,0,,0,0,0,0,0,47,0,65,28,1,,24,12,22,273,235,275,555,224,152,324
520642,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",68,17,0,0,0,0,0,2,157,0,,0,0,83,164,253,83,38,667,241,36,,114148,132290,125079,122443,101531,70879,65548,48315,16400,20187
500400,Silk yarn (excluding that spun from silk waste and that put up for retail sale),0,1130,1203,0,0,0,0,0,0,0,,41228,50512,50747,47271,39398,45388,41235,34753,19972,17697,,1732,9418,3451,781,2009,1190,1398,744,565,1334
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,0,,,346,332,682,993,362,95,206,0,632,94
510400,"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,6,0,,,59,42,49,0,0,0,0,0,0,0
510539,"Fine animal hair, carded or combed (excluding wool and hair of Kashmir """"cashmere"""" goats)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,46362,37888,53847,48835,39799,82940,108691,36367,32511,55325
510540,"Coarse animal hair, carded or combed",0,0,0,0,0,0,0,0,3,0,,0,0,32,0,0,0,0,0,0,,,180,244,384,1811,1162,1317,977,1771,1807,1610
510620,"Carded wool yarn containing predominantly, but < 85% wool by weight (excluding that put up ...",0,0,0,1,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,39,,11383,19659,20873,12722,5918,10906,8724,9571,7721,8614
520291,Garnetted stock of cotton,0,409,0,45,0,0,0,0,0,0,,2248,742,108,898,631,51,275,13,103,498,,0,1009,84,338,5331,7454,0,0,0,0
480620,"Greaseproof papers, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,0,1,0,0,0,,17,5,6,12,6,15,15,20,10,8,,5628,4779,5472,7746,6881,7774,11924,8295,7059,8613
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",6,0,0,0,0,0,0,333,993,0,,141,700,536,168,224,191,491,1808,574,2973,,23996,23287,24521,23243,16795,20258,26129,24797,24919,24838
481099,"Paper and paperboard, coated on one or both sides with kaolin """"China clay"""" or other inorganic ...""",0,0,0,1,0,0,0,1,0,0,,518,1057,801,1514,974,2310,2990,3970,5161,10506,,6851,5295,4836,5961,6426,8028,6778,4972,2836,3555
481110,"Tarred, bituminised or asphalted paper and paperboard, in rolls or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,21,88,7,20,12,6,13,23,23,395,,670,549,810,742,631,773,725,354,102,565
481149,"Gummed or adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in ...",0,0,2,0,4,0,6,1,0,0,,118,591,20,40,24,16,86,158,138,481,,18375,11774,10530,9429,8153,8956,8451,6859,6767,5935
481310,Cigarette paper in the form of booklets or tubes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,146,,0,0,1,1,1,1,1,1,0,0
481420,"Wallpaper and similar wallcoverings of paper, consisting of paper coated or covered, on the ...",0,0,0,0,0,0,0,0,0,0,,800,737,538,389,455,372,389,434,405,208,,121690,118690,108710,89984,83639,72710,56376,34251,20961,20230
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",0,0,0,0,0,0,0,0,0,0,,0,36,4,0,1,4,4,2,15,40,,1729,1055,993,1016,540,491,768,523,378,424
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,12,0,,0,0,0,37,0,39,1,104,80,40,,523,877,1351,1557,1816,2131,2400,4027,2307,5766
200979,"Apple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar or ...",0,0,1,0,0,0,10,7,0,0,,556,374,129,1185,113,90,26,29,135,456,,188,330,502,273,384,514,367,1502,406,307
240130,Tobacco refuse,0,0,0,0,0,0,0,0,0,0,,1410,1764,2187,988,1047,1266,1218,1180,2993,629,,1356,1558,1875,1922,0,0,0,0,0,14
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,0,0,0,0,,517,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
210330,"Mustard flour and meal, whether or not prepared, and mustard",0,0,0,0,0,0,0,0,0,0,,9,6,24,39,22,4,6,7,4,,,2511,3347,3639,4563,3894,4220,3641,4362,3999,4752
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",0,0,0,0,0,0,1,1,0,0,,414,193,258,253,82,212,229,166,113,145,,665,566,1141,2337,3142,8311,10769,10980,12686,10460
210500,"Ice cream and other edible ice, whether or not containing cocoa",0,0,129,231,0,1,0,0,0,0,,174,128,328,686,629,308,322,309,634,229,,43169,53964,65960,64721,60686,67755,89090,102762,91956,113697
250850,"Andalusite, kyanite and sillimanite",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,11310,11704,13006,12658,10699,15014,15376,13054,15974,17375
250900,Chalk,0,0,0,0,0,0,0,0,41,0,,0,0,0,0,0,0,0,0,0,721,,226,404,526,323,222,409,342,329,553,1204
252321,"White portland cement, whether or not artificially coloured",0,1,1,0,0,0,0,0,0,0,,72,650,1064,2057,1046,17309,15088,679,878,2585,,1947,2447,2328,2659,1876,887,1327,1550,1236,1383
252510,Crude mica and mica rifted into sheets or splittings,12,0,0,0,0,0,0,0,0,0,,7,0,2,0,2,1,41,1,5,,,35986,37959,41339,45554,42754,51429,77438,55015,57238,74433
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),175,1856,0,0,0,814,0,0,0,0,,0,607,23,0,0,0,0,0,0,,,5220066,4083717,2687971,2179141,1161234,1886699,2336602,3958507,5619788,4661382
100610,"Rice in the husk, """"paddy"""" or rough""""",241,0,0,0,729,0,0,0,0,0,,4286,3550,1755,11558,996,1116,1092,1625,2086,2639,,8326,6895,6279,3034,3515,6057,6009,8416,11022,1821
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,3,39,,735,929,1479,1322,1112,1172,1287,1669,918,1375
200210,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",0,0,0,0,0,13,0,3,0,0,,573,583,1675,1015,188,651,422,438,402,723,,2104,2877,3264,4283,4255,4084,4799,5181,5000,5440
200540,"Peas """"Pisum Sativum"""", prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",3,0,4,67,138,13,1,65,9,0,,376,374,741,583,670,805,1077,640,673,626,,4050,3115,2050,2594,2345,2109,2093,2495,1985,1211
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,0,1,0,0,0,0,,59,62,58,241,614,2200,296,299,375,2848,,129,145,130,109,80,77,121,242,228,395
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,104,765,1000,1208,,0,0,0,0,0,725,1707,2066,2707,3154
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,13,43,5,0,,54,79,482,438,5920,4318,743,863,250,,,143948,107843,69626,98792,112842,158930,186708,144439,91620,102544
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,1,0,0,0,0,,,0,1,7,0,1,9,0,0,236,40
220830,Whiskies,60,0,45,0,90,75,83,65,5,0,,1074,284,1482,2727,1971,1718,3084,2832,1875,1869,,134047,113502,107414,118770,113107,135675,173426,208581,244123,405189
220860,Vodka,0,0,24,0,0,0,13,6,3,0,,703,894,1000,793,1244,1102,811,1032,604,719,,12694,13357,13470,14381,9384,15331,16700,19718,17226,23650
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,19992,26272,44766,44787,44012,40419,36976,30631,39617,118811,,21252,14038,17565,41681,13494,35750,14189,7299,37143,53916
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,9,0,336,25,0,280,108942,402642,588218,774955
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,119,1166,52,31,46,80,0,1,0,0,,131609,139855,183011,205575,218737,250454,301631,339084,357337,289336,,221621,216951,227917,225100,261088,263439,255067,244625,351680,435577
240110,"Tobacco, unstemmed or unstripped",0,0,0,0,0,0,0,0,0,0,,83,124,159,1429,13,165,0,0,0,2056,,16853,32764,24304,21197,6303,17537,17891,22068,30969,23649
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",0,0,0,0,0,0,0,0,0,0,,315,3258,6653,13069,17496,19987,16427,14973,10348,80,,16055,21258,15212,13993,13137,15121,14579,9447,8631,9991
283719,Cyanides and cyanide oxides (excluding sodium and mercury),0,0,0,0,0,0,0,0,0,0,,0,0,0,1,11,0,0,0,0,5,,16919,3487,4656,6247,3842,4082,8981,9479,6601,9148
284150,Chromates and dichromates; peroxochromates (excluding sodium dichromate and  inorganic or organic ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,846,365,542,630,1273,1752,1421,2272,2884,1437
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,5,2,26,29,0,51,0,1,,118699,100947,88375,86588,80982,135958,196964,395828,484805,541015
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,9698,9035,12579,14753,18144,0,0,0,0,0
