Product code,Product label,China's imports from Japan-Value in 2012,China's imports from Japan-Value in 2013,China's imports from Japan-Value in 2014,China's imports from Japan-Value in 2015,China's imports from Japan-Value in 2016,China's imports from Japan-Value in 2017,China's imports from Japan-Value in 2018,China's imports from Japan-Value in 2019,China's imports from Japan-Value in 2020,China's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
600542,"Dyed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",1306,1374,1628,1243,1556,1663,1732,1800,1420,2378,,5027,4276,4585,3038,3191,2762,2077,1289,1911,2769,,4155,3886,3952,3757,3420,2939,2564,2289,1715,3063
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",567,438,462,417,432,509,1350,1661,1700,2378,,3926,3298,4267,3787,4405,4427,6590,6732,5330,10299,,18664,17783,17284,22132,25406,30270,56313,68107,101735,154126
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",4604,21123,56867,81524,88228,106531,67305,12121,3578,2373,,24752,23183,29073,32113,39567,34956,45119,27991,21642,23929,,33004,47956,83058,106642,114166,131284,80157,22342,14589,18468
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...,4600,838,1009,1750,2554,3007,1505,2481,4692,2369,,2177,2956,732,478,176,233,116,70,43,37,,20192,23455,29460,32195,34332,37019,36343,47964,58123,75194
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",13952,10015,8898,6185,5692,5467,5813,4383,2430,2364,,14940,11088,8744,7807,7163,6018,5862,5813,2888,2136,,29050,24204,22335,18592,16011,15221,15126,12698,7195,6189
441234,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,4006,4351,3708,1914,2360,,0,0,0,0,0,392,467,445,232,407,,0,0,0,0,0,27462,22373,11236,4420,6619
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",5359,5689,3576,2124,2331,2364,2087,1680,1713,2354,,337395,77779,13038,27343,15081,2709,2891,29593,30727,21502,,187525,157789,134619,440228,340951,403056,261996,105839,67747,94056
10619,"Live mammals (excluding primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...",354,655,388,221,409,1008,696,1090,2607,2353,,6160,6148,5382,4312,5467,6576,7127,7950,9204,10882,,10160,8800,42932,35163,27280,28995,26696,21595,10448,7122
761510,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",1106,869,576,1205,1639,1358,1740,1881,2679,2341,,2335,2963,2908,3141,3896,2728,3115,3377,5636,5850,,36283,38513,44988,51146,61432,56892,50511,37343,38978,41501
382000,Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ...,4150,3249,3156,1975,2042,2206,6113,1434,1797,2339,,21219,17937,16661,11315,13952,15087,18686,14848,14126,17957,,32880,41576,43401,38367,38490,44336,52672,43453,38085,33551
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",0,140,150,371,531,404,366,586,12,2327,,1135,1052,976,1114,1140,1280,2010,2049,1565,4741,,79807,149321,138042,193158,208723,266297,301989,304247,263950,209615
846792,"Parts of pneumatic tools for working in the hand, n.e.s.",4640,3470,3463,2975,3270,2868,3182,2602,2316,2320,,29974,23185,22644,20611,23539,22770,24121,22090,15047,24010,,27446,24913,25470,21013,17722,18067,17554,14194,13201,13770
820820,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for w ...",2409,1983,2246,1417,1988,2727,2674,1831,1420,2317,,25929,15767,13099,10099,8265,7817,8624,8350,7182,7182,,7021,7077,7348,6142,7561,9920,11078,9304,7341,7457
480700,"Composite paper and paperboard made by sticking flat layers of paper or paperboard together ...""",5471,4744,4910,3539,3330,3360,3930,3664,3111,2316,,239,210,277,158,127,812,961,1517,1037,1094,,23570,16859,18668,22174,32256,31808,41875,32231,23971,25380
521143,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",1148,1533,1371,1130,1059,557,907,3439,5672,2313,,5110,6083,2423,3309,2476,6174,2198,3476,1386,1047,,10712,11270,14095,9782,14811,8222,7022,6922,8266,3192
30499,Frozen fish meat n.e.s. (excluding fillets),105,1148,1218,582,1306,1302,1880,2475,1824,2312,,8030,3863,3722,2781,5367,5929,5624,5716,7677,10222,,50742,60200,69183,61375,56474,66633,92650,113458,115732,93356
283529,"Phosphates (excluding phosphates of monosodium, disodium, potassium, calcium and mercury)",1303,1715,1826,1880,2264,1642,1707,2001,1846,2294,,6810,5943,5233,5330,7158,6787,5461,5150,5187,7113,,12113,9746,14573,14456,10740,8799,7671,6042,6109,8151
511111,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,8323,5986,5190,5266,5255,4374,3663,3682,1976,2279,,18605,16391,17201,15499,14671,11305,12274,11088,6494,6226,,20102,21216,15922,15440,16281,13990,14560,11476,7609,12218
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",4386,2561,2196,2969,3024,2124,4022,2780,2225,2277,,12312,8376,12293,14304,19155,25359,31261,25014,20661,20588,,25184,26395,32622,25064,21091,19686,28726,20317,19502,23337
846595,"Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or ...",19973,7652,5504,3289,3215,12795,5352,4148,8374,2274,,70639,51120,31776,27917,29641,25884,20186,38853,36627,57752,,76980,68466,35177,28994,45235,41467,39008,21637,25104,23552
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",2058,2406,1935,2089,1675,2785,3249,1601,1560,2273,,7152,6266,6993,6305,5939,6870,7888,4790,5175,6495,,16055,21258,15212,13993,13137,15121,14579,9447,8631,9991
30355,"Frozen jack and horse mackerel """"Trachurus spp.""""""""",601,776,573,803,504,664,1200,1487,2138,2270,,1214,1523,1368,2529,4602,4688,4293,5690,6606,6664,,30837,28573,36042,35862,18580,23109,23731,28711,25950,31018
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",73,405,3171,1988,748,3172,1335,1839,1562,2258,,67977,60598,52707,49523,60136,56870,46744,37795,45742,51732,,119612,137133,183006,190822,246487,374034,559415,398471,421601,626153
760421,"Hollow profiles of aluminium alloys, n.e.s.",3098,2309,1793,3580,3454,4297,4871,3097,3333,2256,,7554,15656,7227,11380,21433,20661,24656,19417,19399,19148,,26378,25400,34024,39463,30951,37410,45202,32358,36002,41591
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...",1947,1842,1466,1024,948,1499,1729,1573,2352,2253,,1736,2378,2678,2353,2155,1707,2264,1600,2810,2915,,45566,43918,44489,41008,38462,41405,42402,36966,35283,42499
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",13791,6785,4566,3989,2206,2755,2690,1983,2519,2252,,14029,12807,10973,13938,16026,20529,19216,19252,17725,22938,,30489,30351,20615,18483,20805,21720,26381,25225,23637,24017
420212,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",1816,778,1178,1919,1715,2122,2662,2421,1597,2252,,2068,1679,2230,2195,2817,2853,3502,4406,3717,4928,,111860,108829,138837,164500,171189,193280,237861,247572,159928,185364
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",6103,5295,3500,2048,1723,1972,1597,1385,2041,2251,,274528,246576,241001,206995,240224,274211,327728,350268,427590,516741,,10326,11343,11596,8550,8689,8480,7746,6643,6603,6838
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",3921,2509,3199,2319,2038,2876,2512,1977,1917,2248,,106394,102649,104439,97459,91990,107128,122925,124908,115705,146475,,97576,77300,80030,63378,66483,136257,318365,407190,296052,491525
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",2235,1693,1531,1390,2139,1367,1100,1560,1796,2240,,3003,2930,2754,2948,3369,3574,5098,3096,3329,5059,,12622,7386,6739,8317,8803,7377,8328,8308,14705,17552
961511,"Combs, hair-slides and the like of hard rubber or plastics",319,341,385,621,500,493,843,1160,2123,2239,,1655,1266,1695,1631,2642,2679,3025,3083,3130,3325,,4856,5036,6281,9030,10517,13994,14308,19204,15938,27874
846789,"Tools for working in the hand, hydraulic or with self-contained non-electric motor (excluding ...",6778,7378,9674,8059,9809,3688,4605,3282,3406,2238,,187093,155645,157238,139834,142308,133356,126036,101424,85573,107364,,64303,67836,73556,66448,66422,58107,60495,62735,57871,57597
621790,"Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excluding ...",24398,18053,13813,10203,8999,6277,4101,3380,2028,2236,,11435,8788,7990,6945,7948,6869,6795,6595,4141,3879,,47536,45854,41462,22272,20191,11856,8843,7154,5057,5906
901811,Electro-cardiographs,7951,5578,5033,4350,3787,4550,4300,2988,2598,2226,,27536,23502,21024,19429,14991,16198,14758,12920,13271,12529,,18775,18957,19383,23529,25778,24045,20067,19268,20326,19227
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...",4135,3900,2646,3933,5245,6602,2893,1570,1789,2223,,7850,6587,6598,8222,10025,10374,13634,7345,7928,9477,,13603,12060,9229,7356,7190,9236,4578,3424,3345,4644
851529,"Machines for resistance welding of metals, neither fully nor partly automatic",3361,2125,1386,1751,938,1022,1784,1584,426,2220,,22896,8063,8056,8428,9077,5275,6720,5318,4591,6081,,11386,10191,16631,17055,19934,13372,11949,9865,8595,13829
848049,"Moulds for metal or metal carbides (excluding moulds of graphite or other carbons, ceramic ...",8087,6085,6318,4042,4817,6840,11862,8101,2078,2216,,187458,176882,175613,121416,128809,154593,139927,144102,81845,83270,,22470,109480,93612,21247,15420,19602,22705,15586,7920,10364
590700,"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ...",3885,4588,4534,3935,3322,2726,2302,2974,2723,2212,,22520,17997,17251,15692,13915,10790,11430,11777,8919,9322,,65443,85180,77542,63217,56518,54198,57201,53473,41678,38288
540771,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",469,130,136,271,821,581,790,1531,3325,2202,,3322,3097,3251,3594,8126,7907,10499,10457,9923,9279,,13317,7369,8346,5722,5578,8712,5440,5945,8313,7732
291613,Methacrylic acid and its salts,5449,5352,4654,2344,2284,4639,4849,2349,1807,2202,,24572,25537,20252,15024,15128,24783,26514,15365,11776,12971,,17863,31048,32791,25986,35720,40467,36982,20694,18792,20678
611521,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < ...",3194,2620,3361,3423,3710,2223,2554,1943,2727,2185,,8667,5965,5929,7451,9172,5995,8120,4731,4634,4451,,5913,5204,5798,5533,6092,4860,5033,5213,5986,5171
290613,Sterols and inositols,4704,2218,5312,1474,999,2298,1525,1506,1983,2184,,17914,13893,23842,21862,20060,21954,17288,17485,16480,18656,,20636,20645,28476,25208,9772,12776,23613,11885,16756,13962
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",3758,3320,9645,1675,852,2039,1945,2141,1348,2171,,3896,3319,6859,6183,6049,4306,10460,6838,2901,3280,,28187,15734,22176,11747,15476,43262,27211,17100,7521,16957
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excluding that put ...",2381,1347,1214,1209,1549,1070,1467,1573,1502,2170,,1943,1172,1229,1049,1175,1010,2411,2897,1890,2670,,38309,36087,37436,36612,23787,19102,22364,21090,15391,17231
820600,"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale",1987,1842,2296,1944,3109,3797,4445,4055,2526,2167,,7659,8627,7529,6419,8246,7386,7164,10267,5744,3950,,32709,36053,39029,36476,26588,34550,34062,36004,24716,21839
940180,"Seats, n.e.s.",1085,1004,2314,2616,1299,2262,2752,2031,1404,2161,,3902,4229,5071,5395,7935,8281,10037,9344,7496,9342,,21421,38763,64054,70951,55721,73397,63610,58603,48080,50736
282550,Copper oxides and hydroxides,4887,2762,3088,2850,1300,2826,2481,2216,2241,2144,,17138,12741,10800,8018,5011,6996,7260,5874,4679,6773,,81445,69942,79733,85180,43314,59964,55793,63277,56736,59312
610443,"Women's or girls' dresses of synthetic fibres, knitted or crocheted (excluding petticoats)",313,301,496,596,799,869,967,1152,1229,2142,,2420,2124,3331,3694,5638,5425,6500,6678,7142,8242,,20495,19311,28988,31828,32625,38126,36932,36811,26359,26319
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",1620,478,433,456,661,1448,1423,2388,2487,2140,,1843,1668,2264,1800,2008,3017,3321,3879,4031,3813,,28726,12078,15818,14928,16990,27528,23341,18078,22514,16456
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",52,0,94,175,1,96,168,361,300,2139,,205,714,1096,914,1042,1142,697,903,485,2825,,115,2,118,224,80,163,614,1132,367,2156
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",311,627,669,707,756,1264,1565,2087,2061,2138,,4546,4675,6784,6084,7659,9081,11130,11194,10913,15036,,107048,102729,130377,135647,162941,214901,257085,233198,192902,225441
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",5217,5081,5303,3723,2298,2859,3101,3669,3825,2134,,4280,5804,6050,6393,5157,4744,6689,8297,9160,7661,,107116,137941,120485,83245,73055,129340,218252,265594,119641,185368
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",4407,2000,2579,2144,2158,2385,2418,1701,2074,2132,,8232,6142,8611,6511,8866,7732,7776,7425,8059,8383,,31008,24242,25763,22037,21016,21880,21641,18834,19613,16921
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",365,365,436,352,437,315,1113,1980,2177,2128,,2124,2208,2649,2535,4295,3680,3218,3506,7005,7888,,21718,37116,66980,71351,78051,89135,114265,142480,141520,132993
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, ...""",0,0,0,0,0,31,35,0,92,2119,,835,1487,1311,1887,1163,1472,1777,1210,1818,5701,,5674,12693,25530,33574,6267,9028,14428,14322,15401,14856
551622,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",7850,6604,5753,5152,4671,4695,4716,5654,3096,2119,,2460,2241,2769,2677,2095,3204,2059,2599,1401,1855,,20294,15937,16931,15426,11883,12655,10784,10716,6587,6071
960910,"Pencils and crayons, with leads encased in a rigid sheath",309,329,349,206,410,629,1645,1288,977,2115,,5673,5115,5455,5452,6160,5603,7143,8038,6674,8502,,4173,6598,7089,12804,15458,13911,17465,18951,14908,16067
520931,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",8105,6520,5472,4977,5562,4074,3384,2516,2281,2113,,8169,6956,8366,8365,8000,7679,7984,7966,8020,6820,,53293,46190,33273,27630,22888,16746,15276,13921,10282,11076
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",2936,2621,2829,1665,1343,3075,2207,1679,1361,2111,,2103,2288,1321,989,1331,1126,969,6669,1005,1293,,5739,5566,7517,3408,3282,6131,5372,3345,3391,3649
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),2796,3084,6979,5044,1785,1743,757,920,715,2109,,18955,8352,4490,4566,4457,4458,3621,5020,7311,10899,,26721,19676,25854,16161,10169,9708,7084,9520,10899,7437
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",419,366,425,315,391,366,503,717,1231,2107,,1926,2000,2346,3135,2341,2535,2402,2987,2433,3653,,36917,35928,38808,36109,34496,34685,38673,35602,36624,43245
842951,Self-propelled front-end shovel loaders,4447,3809,1033,1833,719,1285,2126,916,2613,2100,,1214684,1151026,1273866,1031418,1307373,1393017,1533813,1448294,1443112,1909591,,76005,46795,53289,29135,21971,43674,41216,34505,30390,38669
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",1161,244,223,420,420,328,329,2438,2494,2097,,27197,17389,14054,14639,14928,20802,26984,21807,15064,15925,,17344,17621,19161,16505,13140,9885,9856,14662,10240,7017
252620,"Natural steatite and talc, crushed or powdered",4754,3451,2081,1909,2270,2535,2506,2132,1948,2094,,15864,13049,11311,10261,12387,12346,12302,11396,8963,10205,,18123,15975,19201,16827,20833,31824,35298,32568,32258,31255
843890,"Parts of machinery for the industrial preparation or manufacture of food or drink, n.e.s.",1469,1919,1580,1684,1435,2477,2344,2883,2369,2093,,25498,26084,23819,23732,29236,30539,35037,39342,32696,32153,,18509,21792,18771,17297,16207,18393,24093,21079,18663,21855
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excluding ...",4850,4658,3128,2245,1175,2000,1692,2271,2618,2092,,6494,5119,5685,7396,10550,11131,13126,12318,15005,17147,,28263,19445,12681,9304,8209,22700,19239,20791,21224,21257
220900,"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid",1202,1536,2000,1999,2488,1905,2670,2458,1366,2078,,18541,16874,18702,16727,20501,19677,21768,21597,19899,25621,,5066,7039,9513,10989,9926,8730,10735,8423,7183,12909
853941,Arc lamps,995,1445,1542,1072,1785,1923,1580,1276,1397,2074,,40084,33456,34860,18332,16340,20826,23704,24648,18643,20744,,8141,9554,12961,17907,16805,20745,31046,38210,19757,29409
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",6553,6142,9646,16552,36943,51268,14355,54901,45697,2070,,9461,9476,11665,19013,43696,50866,18179,58782,51892,6728,,7286,7029,10327,17071,37914,52184,16487,56037,47078,4415
580137,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",2083,1700,1716,1750,1524,1896,2195,2468,2880,2063,,14751,14918,16025,15246,15664,18842,17697,12912,12171,13350,,10462,11006,8406,8358,6555,10634,12288,10380,8423,11155
800110,"Unwrought tin, not alloyed",740,1190,507,326,164,1006,786,740,1425,2063,,12942,15925,6907,8544,11033,11686,15724,12548,10268,15578,,623058,293718,175697,163850,169087,70851,52881,56104,299640,130849
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",19704,17632,30755,1380,1064,2858,775,917,1734,2059,,118508,59357,76713,54911,62078,77450,84814,62069,77839,78424,,34378,34091,34912,3967,3015,6251,5148,5652,8597,8286
271290,"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, ...",4875,3405,3587,2765,2793,2823,2539,3265,2152,2056,,16625,13713,14116,14309,14871,8079,7146,8175,5837,4677,,70991,74015,93911,97287,100284,120503,112679,105439,86389,87045
290712,Cresols and their salts,3585,3366,9825,4361,3308,1795,1671,1189,1399,2056,,20411,18490,18022,6103,11820,9648,6143,8432,3953,3767,,58000,48016,55419,37519,29894,19711,35297,20237,22368,21898
521132,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",5710,11835,2976,2220,1583,1815,1836,2316,1588,2052,,32690,35898,31751,19677,21039,18062,17377,13268,9606,9288,,11716,22535,10155,13402,7591,8461,8924,6477,5591,5245
390750,"Alkyd resins, in primary forms",6048,3353,2165,1595,1507,1571,2116,1534,3115,2051,,14019,11632,10033,7879,8451,8312,8037,5936,5282,6641,,40801,36265,33514,26496,24915,26142,26610,16699,15526,20997
291632,Benzoyl peroxide and benzoyl chloride,1327,1745,1879,3005,2967,2129,2269,1577,1582,2050,,2954,3510,3556,4446,3846,3332,3866,3301,2457,1758,,2764,2928,2639,3972,3453,2673,2605,2178,1896,3467
560749,"Twine, cordage, ropes and cables of polyethylene or polypropylene, whether or not plaited or ...",1088,849,1315,993,765,985,1057,1007,1894,2047,,7453,8101,6854,6837,8107,8058,9680,9948,12279,19987,,9494,7544,9415,8733,8500,8467,9725,9350,9812,8945
830170,"Keys presented separately for padlocks, locks, clasps and frames with clasps incorporating ...",5921,5439,3927,3745,3090,3204,3207,2621,2034,2038,,24623,18872,16729,16057,15240,17568,17665,17379,12334,14689,,17696,18707,16719,13821,12474,16561,14216,10639,8303,9797
850161,"AC generators """"alternators"""", of an output <= 75 kVA (excl. photovoltaic generators)""""",638,3414,3922,789,978,830,1251,1062,865,2037,,15783,10961,11397,4076,4662,6367,11298,9255,10518,12121,,18919,20140,26751,21735,24387,23174,29640,31546,27202,25300
420232,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",1062,1296,1026,1004,1800,1042,1235,1554,1227,2028,,2146,1612,1665,1989,2592,3145,3170,2852,2907,3337,,93649,99075,71221,86094,81591,101756,115843,117899,109365,103566
740929,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",3067,3475,4277,3782,3157,3115,2923,1811,1516,2028,,14757,13871,11567,10790,9317,9916,11995,11698,10073,11322,,22692,18708,17478,15481,10029,9342,10583,8959,10814,8101
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like",11586,7805,5950,2228,5702,5442,7777,4234,2231,2027,,34671,25652,13267,16228,18398,11010,16778,15313,10910,4367,,106944,49921,46665,37888,37477,39670,51289,45907,28552,37147
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,2,113,442,238,2026,,0,0,0,0,0,5182,9416,5467,2076,4477,,0,0,0,0,0,2191,5778,8655,9734,9492
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",10226,4600,3010,1824,1296,1757,2094,2261,1468,2022,,158349,126507,105405,177431,153338,153768,151112,113965,112680,353694,,50469,48223,51441,24690,20673,15900,10751,18093,487678,775510
842519,"Pulley tackle and hoists (other than skip hoists or hoists of a kind used for raising vehicles), ...",3118,3282,2970,2194,2296,2922,2964,2254,2618,2019,,91460,77645,70803,67112,52565,53812,69450,61809,48751,60694,,31672,18375,24459,26358,23576,15452,15990,15029,16998,22015
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",415,421,415,386,426,496,763,1043,1713,2017,,2234,2179,2221,2210,2764,2674,3917,4452,4369,4822,,62823,78412,111148,119570,110938,142687,145077,172515,182411,210275
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",4031,7477,4429,3182,5445,2634,4049,3723,2909,1997,,82508,81700,75997,70705,66560,68621,58950,51104,47750,45044,,44146,44179,50010,31355,22754,14085,15158,15489,12991,11082
520831,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",6819,5282,3693,2803,2502,2758,3011,2962,2285,1997,,6069,4613,4203,4271,3803,4276,3853,4216,3612,3173,,14532,11975,9451,6367,5683,5262,5145,4295,3313,3103
170290,"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup ...",1989,1655,1769,1697,1472,1884,1797,1435,2313,1989,,13203,15801,12539,10174,11458,11749,12956,13782,14554,15711,,20187,25706,27201,30896,26410,32134,36145,79821,407705,252018
910812,"Watch movements, complete and assembled, electrically operated, with opto-electronic display ...",2316,1707,2097,1550,1639,1655,1503,3675,2156,1988,,1147,228,1954,383,78,160,235,291,70,56,,9055,3092,3986,2695,2624,2652,2583,6754,3686,4365
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",83,121,65,43,72,893,755,684,1263,1988,,43501,21043,24248,18278,8373,4895,9502,11513,8324,20421,,183330,533876,575014,361817,92424,23199,27206,31867,69974,154445
731029,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",3132,2309,2307,2608,1888,1747,2116,2133,1601,1984,,38792,28993,24769,16764,15902,18790,21316,20014,19821,21476,,11750,9790,16574,15342,16495,13764,12016,11965,14737,13520
621132,"Men's or boys' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",98,46,58,44,75,131,220,959,1425,1984,,1195,775,868,721,973,1075,1335,1265,1541,1334,,8898,7116,11861,9283,10218,11746,13242,27717,32577,37244
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",1726,2092,2553,2510,3235,3177,4026,3093,2200,1977,,3305,3466,3252,3469,5629,5464,4967,4372,3612,5108,,26228,32854,39232,35638,40219,58542,76371,89922,87501,109482
250410,Natural graphite in powder or in flakes,14691,14235,11911,5271,8309,8008,13654,4655,1786,1976,,19867,17939,18951,18052,15066,13237,9322,8404,9190,10177,,22835,19948,18087,13467,12974,16736,49734,98840,16785,33826
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",2846,4913,2038,1153,4245,3299,2255,3325,3453,1976,,70146,76063,63488,71008,82309,101783,101947,95286,72231,83086,,156912,156189,221556,226598,195068,182922,190260,102376,80943,92496
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",1257,2908,1439,1224,2776,5729,3239,5703,3800,1971,,2319,5389,2212,1810,5240,8641,5062,7302,4275,2877,,135416,231673,234782,177718,205610,261593,292071,274843,236369,147924
410712,"Grain splits leather """"incl. parchment-dressed leather"""", of the whole hides and skins of ...""",14733,11591,10195,6724,5770,5066,3864,2875,2068,1971,,5298,4662,5161,4346,2822,1645,1438,1275,595,724,,549246,531431,593502,512615,488763,550456,564026,396012,302463,318821
853530,"Isolating switches and make-and-break switches, for a voltage > 1.000 V",2036,1127,2923,1607,1168,2634,3304,2838,2460,1971,,105654,77080,108547,130071,133369,130305,87428,121801,100765,142507,,23047,20313,13911,16063,9199,17321,17253,27915,27278,29361
382370,"Fatty alcohols, industrial",2419,2905,2568,2665,2167,2705,3158,3211,1868,1957,,8525,8143,8329,8119,9656,11378,12210,12709,10098,12298,,393717,373472,392284,369274,478185,614520,597297,505444,498496,692157
621210,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or ...",2920,1684,1172,922,1219,1609,2473,2386,1504,1949,,12530,10576,8442,7126,7707,7120,8992,7693,6125,5921,,51039,56452,66197,112223,117234,122070,158039,138784,107130,124910
860721,"Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s.",66495,48293,91968,57802,71824,32632,8416,6636,8274,1949,,12869,12579,20807,21199,13979,23741,23371,19579,14205,17970,,272920,302837,576855,382002,337975,250754,185554,145242,139023,121814
920290,"Guitars, harps and other string musical instruments (excluding with keyboard and those played ...",280,177,163,147,182,282,421,499,1656,1943,,8551,6758,4369,6776,7282,8514,9282,10179,10999,13184,,5274,5893,7669,10119,14947,13870,20513,20188,18149,27148
291570,"Palmitic acid, stearic acid, their salts and esters",6624,4798,4031,3391,3448,3411,2551,1958,1459,1940,,20246,14397,14218,13855,14276,14966,14447,13407,11917,12205,,43380,28904,31461,29818,32600,39928,40428,27624,31081,50853
290499,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...""",0,0,0,0,0,1839,1142,1731,2047,1938,,0,0,0,0,0,3310,1964,2804,3026,1924,,0,0,0,0,0,14988,23184,28795,17578,14386
