Product code,Product label,Japan's imports from Russian Federation-Value in 2012,Japan's imports from Russian Federation-Value in 2013,Japan's imports from Russian Federation-Value in 2014,Japan's imports from Russian Federation-Value in 2015,Japan's imports from Russian Federation-Value in 2016,Japan's imports from Russian Federation-Value in 2017,Japan's imports from Russian Federation-Value in 2018,Japan's imports from Russian Federation-Value in 2019,Japan's imports from Russian Federation-Value in 2020,Japan's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
262029,"Slag, ash and residues containing mainly lead (excluding leaded gasoline sludges and leaded ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,0,,275,0,98,2368,13892,0,269,0,0,0
570410,"Floor tiles, of felt, not tufted or flocked, with an area of <= 0,3 m©÷",0,0,0,0,0,0,0,0,0,0,,4,5,3,4,14,7,14,19,28,42,,1744,1625,1269,2396,733,756,867,927,1557,1433
570490,"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up (excluding ...",0,0,0,0,0,0,0,0,0,0,,3,101,74,52,197,265,245,484,456,670,,4826,4417,4641,3959,22513,29977,35169,31948,25462,30868
580133,"Cut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",0,0,0,0,0,0,0,0,0,0,,275,162,231,149,372,328,526,553,712,911,,425,306,372,151,203,489,226,234,117,130
580421,"Mechanically made lace of man-made fibres in the piece, in strips or in motifs (excluding fabrics ...",0,0,0,0,0,0,0,0,0,0,,227,434,352,188,297,223,296,344,118,289,,6620,6458,8480,6431,6236,6274,6512,5440,4562,5580
580610,"Narrow woven pile fabrics, incl. terry towelling and similar terry fabrics, and chenille fabrics, ...",0,0,0,0,0,0,0,0,0,0,,12,23,39,27,28,148,156,373,214,418,,361,515,1247,1449,1490,1543,1549,1667,509,477
590190,Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a ...,0,0,0,0,0,0,0,0,0,0,,35,55,53,77,63,77,97,158,229,351,,1158,1273,983,1322,1079,957,1174,1160,1395,1961
590220,"Tyre cord fabric of high-tenacity polyester yarn, whether or not dipped or impregnated with ...",0,0,0,0,0,0,0,0,0,0,,0,12,131,90,2113,1290,7,257,87,530,,90490,107548,132185,120575,113926,111509,117182,120749,80941,113592
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",0,0,0,0,0,0,0,0,0,0,,1456,2551,1983,1145,1717,1713,2281,3419,3123,5412,,39138,42953,43662,38216,43717,39537,48256,44517,39668,38764
600121,"Looped pile fabrics of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,6,0,2,32,36,386,618,2592,2375,5397,,593,403,637,515,417,491,439,605,488,755
600191,"Pile fabrics of cotton, knitted or crocheted (excluding """"long pile"""" fabrics)""""",0,0,0,0,0,0,0,0,0,0,,21,9,63,1404,625,86,119,202,596,2139,,548,690,527,476,397,441,345,526,469,729
600410,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",0,0,0,0,0,0,0,0,0,0,,868,1215,1054,1308,2406,2489,3415,5344,4273,5031,,21621,29446,28594,23596,20382,18558,19208,18442,18904,18787
600543,"Warp knit fabrics of artificial fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,22,2,4,2,1,2,,32,27,75,2,4,12,18,8,5,0
600624,"Printed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",0,0,0,0,0,0,0,0,0,0,,242,80,62,308,198,492,455,639,1033,1331,,1475,1474,1046,573,280,238,366,400,221,340
600644,"Printed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,983,424,60,93,105,246,76,79,16,10,,1198,967,640,517,459,620,306,323,245,110
610210,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,14,0,0,0,0,0,4,0,,159,41,21,29,107,124,491,2079,1716,1552,,45588,48372,47226,36312,29004,20197,31275,16866,12552,14498
610329,"Men's or boys' ensembles of textile materials (excluding wool, fine animal hair, cotton or ...",0,0,0,0,0,0,0,0,0,0,,12,1225,665,118,17,17,47,25,6,15,,26,81,5,40,25,26,13,0,51,27
610341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,3,8,20,112,8,582,240,122,36,37,,898,1049,1602,1796,1918,1579,2257,2129,1526,2114
610413,"Women's or girls' suits of synthetic fibres, knitted or crocheted (excluding ski overalls and ...",0,0,0,0,0,0,0,0,0,0,,12,3,6,7,17,31,1369,9218,26781,29804,,540,563,486,717,530,724,562,554,457,255
610433,"Women's or girls' jackets and blazers of synthetic fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,416,871,750,514,506,612,404,353,255,567,,40994,46257,40987,32685,27782,23152,29216,20859,17421,13680
610461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,36,15,31,96,48,109,83,172,127,297,,2540,2670,2685,3294,3984,3407,3804,5492,4064,4579
610819,"Women's or girls' slips and petticoats of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,3,15,34,10,11,3,8,314,1326,656,,1610,1214,1178,912,833,560,788,1098,668,555
610821,"Women's or girls' briefs and panties of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,429,968,1004,744,947,1339,1482,2317,2985,3800,,251024,239512,218251,191491,187529,191360,177916,178827,162625,160509
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",0,0,0,0,2,6,20,33,0,0,,5289,9701,13564,11044,9657,11658,13237,14361,12300,15199,,3035744,3020756,2780310,2624621,2496347,2471419,2590491,2454557,2132157,2301468
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,182,351,124,95,206,184,268,163,175,168,,1466,1861,2187,1589,3359,2710,2500,2862,2308,1863
410320,"Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11066,12815,14647,18482,10641,7104,6721,6198,3857,4635
410530,"Skins of sheep or lambs, in the dry state """"crust"""", without wool on, whether or not split ...""",0,0,0,0,0,0,0,0,0,0,,0,0,7,0,0,2,4,3,1,2,,4153,4411,4099,3079,4348,3017,2322,1493,835,646
410622,"Hides and skins of goats or kids, in the dry state """"crust"""", without wool on, whether or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4807,3982,3843,3294,3145,3220,2693,1941,1053,1036
401161,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,0,3,0,0,0,0,0,0,,59559,51990,43233,33154,33744,0,0,0,0,0,,32205,27325,29231,25814,26029,0,0,0,0,0
401219,"Retreaded pneumatic tyres, of rubber (excluding of a kind used on motor cars, station wagons, ...",0,0,0,0,0,0,0,0,0,0,,0,124,24,0,0,174,0,0,1,2,,41,29,71,34,10,9,21,14,24,30
401310,"Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars, ...",0,0,0,0,0,0,0,0,0,0,,6942,6445,4413,2947,2394,2285,3364,4381,2949,4199,,30569,25030,25465,21711,17592,15900,15444,17396,10108,14938
392073,"Plates, sheets, film, foil and strip, of non-cellular cellulose acetates, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,1,0,1,,11997,7689,19238,9865,12231,11903,22158,28470,33518,31955
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,2182,1301,1471,1207,2326,3277,3757,3628,4002,7232,,141670,109057,121721,152916,134129,186160,215344,220196,206245,224612
392390,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates ...",0,0,0,0,0,0,0,0,0,0,,6258,9484,10895,9824,14445,18426,26394,31952,31430,46056,,193168,172495,169078,152295,165478,177809,228980,223612,189667,206129
392510,"Reservoirs, tanks, vats and similar containers, of plastics, with a capacity of > 300 l",0,0,0,0,0,0,0,0,0,0,,2242,10966,2728,2267,4807,3917,5545,7159,3516,5263,,3736,3486,27460,60915,10106,15247,15698,23991,26519,5310
400211,"Styrene-butadiene rubber latex """"SBR""""; carboxylated styrene-butadiene rubber latex """"XSBR""""""""",0,0,0,0,0,0,0,0,0,0,,1610,1869,1285,172,257,450,177,175,142,320,,3874,3334,1660,1287,1345,556,1069,1089,699,959
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,3,0,0,0,0,0,0,0,0,,2232,1713,1663,1661,2222,3221,1794,2693,3008,2965,,13153,15056,16235,17887,14210,14665,18236,16811,14826,14357
401019,"Conveyor belts or belting, of vulcanised rubber (excluding reinforced only with metal or only ...",0,0,0,0,0,0,0,0,0,0,,119,276,531,371,608,321,1282,402,475,519,,1936,1706,2508,2132,1518,1905,1721,1761,3872,5776
401032,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,0,0,0,0,0,0,0,0,0,,2687,2613,1997,1311,1338,1758,1911,2068,1970,2232,,16978,13762,12244,9765,10002,10045,9099,9376,8394,9259
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ...",0,0,0,0,0,0,0,0,0,0,,96,194,0,0,4,37,17,22,20,33,,1485,1289,1245,2490,2251,1321,1041,902,721,765
650610,"Safety headgear, whether or not lined or trimmed",0,0,0,0,0,4,0,0,0,0,,4373,7776,4677,4635,5790,4614,4293,5788,4333,8481,,60808,59171,63963,58741,58140,56224,57260,62321,59414,75458
660390,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...""",0,0,0,0,0,0,0,0,0,0,,0,0,4,1,15,4,3,24,6,24,,2085,2330,2283,2329,2440,2434,2616,2643,2052,2087
680100,"Setts, curbstones and flagstones, of natural stone (excluding slate)",0,0,0,5,0,5,5,0,0,0,,2116,319,636,1875,372,160,336,116,688,6821,,49753,48204,48208,41949,39792,38843,38507,38549,37537,35132
680990,Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ...,0,0,0,0,0,0,0,0,0,0,,141,142,99,390,2482,3208,2840,2656,1220,962,,1955,918,1228,1537,2126,1099,1063,1200,9719,2596
681019,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excluding ...",0,0,0,0,0,0,0,0,0,0,,2197,2427,1173,2142,2583,2835,2027,2069,2123,3775,,28300,23162,22095,21849,18772,17525,15339,21480,15893,16879
681291,"Clothing, clothing accessories, footwear and headgear of asbestos or of mixtures with a basis ...",0,0,0,0,0,0,0,0,0,0,,23,37,126,85,67,84,176,403,223,72,,0,3,0,0,0,0,0,0,0,0
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",0,0,0,0,0,0,0,0,0,0,,23680,10317,4118,1331,2046,506,436,3129,3339,13463,,4775,2785,3020,2607,2898,3769,5731,4487,3475,3801
690320,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,0,0,0,0,0,0,0,0,0,,5222,5260,4249,2087,2389,3445,5125,5769,3525,3814,,18670,15779,15837,15882,12448,12887,13429,13106,11409,13571
690590,"Ceramic chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional ...",0,0,0,0,0,0,0,0,0,0,,0,1,17,31,2,6,6,239,9,12,,155,1036,107,289,406,479,206,168,158,152
690710,"Unglazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",0,0,0,0,0,0,0,0,0,0,,257,68,18,62,16,0,0,0,0,0,,456,423,582,710,995,0,0,0,0,0
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",18,0,3,0,0,2,0,0,0,0,,965,991,1580,1679,1541,1749,1690,1677,1670,2187,,130420,187260,242826,186210,172441,244991,297320,252575,254541,321740
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...,0,0,0,0,0,0,0,0,0,0,,7,0,7,0,2,4,1,2,5,13,,7976,6076,6332,5723,6192,7573,6105,7180,9584,5911
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass """"body tinted"""", ...""",0,0,0,0,0,0,0,0,0,0,,105,166,172,13,51,41,12,20,13,24,,3229,3672,2425,2197,2832,1662,1715,1127,1114,1507
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",0,0,0,0,0,0,0,0,0,0,,16903,24461,36409,31570,51683,75845,70415,76232,69910,111273,,5878,20064,21543,15613,15347,13862,14583,19682,14407,17264
701328,"Drinking glasses, stemware (excluding of glass ceramics or of lead crystal)",0,0,0,0,0,0,0,0,0,0,,3287,5198,5183,5120,7308,8103,9495,11470,9130,14081,,14190,16484,16263,14015,15180,13920,14097,14464,11564,13650
701333,Drinking glasses of lead crystal (excluding stemware),0,0,0,0,0,0,0,0,0,0,,358,551,488,276,124,164,61,78,43,69,,23387,21628,16371,15501,15098,13976,11922,12958,12270,16149
701349,"Glassware for table or kitchen purposes (excluding glass having a linear coefficient of expansion ...""",0,0,0,0,0,0,0,3,0,0,,8239,11145,9520,6672,7965,10685,11697,14886,16680,23160,,58492,59428,51146,48999,45778,45694,49853,43936,39603,43619
701710,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, of ...",4,0,0,0,0,0,0,0,0,0,,111,146,136,116,84,217,133,188,158,195,,4164,4064,4899,6263,5920,7349,10909,9535,11581,13770
710121,"Cultured pearls, unworked, whether or not graded",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,0,,303371,304095,311853,300722,294535,295147,290653,274756,110483,184766
710610,"Powder of silver, incl. silver plated with gold or platinum",0,0,0,0,0,0,0,0,0,0,,202,87,2,27,8,62,98,50,38,86,,124884,71054,51415,44161,40964,52226,48006,48600,60116,78503
611529,"Pantyhose and tights of textile materials, knitted or crocheted (excluding graduated compression ...",0,0,0,0,0,0,0,0,0,0,,611,718,1138,1780,1307,1615,1899,2787,2522,2609,,21048,28428,23316,25630,21586,28693,30453,37082,25523,25125
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",0,0,0,0,0,0,0,0,0,0,,3048,3013,2594,2936,3311,4238,4742,5675,7016,8172,,198617,180712,192514,178483,179791,179048,191538,189072,177454,182629
620111,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",0,0,0,0,0,0,0,0,0,0,,282,267,492,353,387,374,713,4365,13314,11356,,94172,98506,110395,93500,79301,78987,91965,77307,46959,47799
620113,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",0,38,3,0,2,0,49,77,7,0,,738,980,3923,3066,674,898,1151,1832,2220,2751,,181695,210651,196938,172694,146575,174536,220516,187211,132401,103444
620212,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",0,0,0,0,0,13,9,0,0,0,,457,732,1211,550,686,607,737,691,673,697,,146630,140846,138028,132722,114758,86608,94739,94507,64779,53168
620323,"Men's or boys' ensembles of synthetic fibres (excluding knitted or crocheted, ski ensembles ...",0,0,0,0,0,0,0,0,0,0,,4066,3759,4299,3064,4061,5751,5452,3612,3895,4693,,18544,15914,10072,8344,6237,5013,4619,3956,3160,3924
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,126,128,197,149,214,214,586,235,154,172,,117366,101395,91969,79214,71398,67401,67302,59955,39687,29647
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",0,0,0,0,0,0,2,0,0,0,,6315,6399,8060,4558,4930,6080,6989,8972,7257,8360,,796321,700238,694733,647655,677609,684282,786479,823381,752352,717567
620421,"Women's or girls' ensembles of wool or fine animal hair (excluding knitted or crocheted, ski ...",0,0,0,0,0,0,0,0,0,0,,32,39,0,3,4,11,11,20,2,1,,18,83,127,86,82,78,15,8,33,18
620530,"Men's or boys' shirts of man-made fibres (excluding knitted or crocheted, nightshirts, singlets ...",0,0,0,0,0,0,0,0,4,0,,302,238,428,459,618,661,542,815,1270,1215,,344250,289531,321119,277040,287732,293850,307648,337329,282434,257298
620722,"Men's or boys' nightshirts and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,0,,0,0,6,0,1,0,0,1,0,1,,5760,4527,8775,6920,11903,12287,15056,14046,9364,10738
620821,"Women's or girls' nightdresses and pyjamas of cotton (excluding knitted or crocheted, vests ...",0,0,0,0,0,0,0,0,0,0,,20,64,80,31,112,58,134,69,112,97,,68384,61268,53057,51586,54770,59566,69396,64443,60664,60608
621390,"Handkerchiefs of textile materials, of which no side exceeds 60 cm (excluding of cotton, and ...",0,0,0,0,0,0,0,0,0,0,,36,32,115,84,148,289,166,134,1054,156,,5557,7308,7202,7867,9227,8387,8142,8433,6955,5083
621410,"Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excluding ...",0,0,0,0,0,0,0,0,0,0,,216,300,278,265,374,628,463,519,374,384,,42717,40629,40685,36490,37199,36899,40648,41176,32948,30008
621590,"Ties, bow ties and cravats of textile materials (excluding of silk, silk waste or man-made ...",0,0,0,0,0,0,0,0,0,0,,15,13,45,21,17,28,25,75,11,19,,4792,5206,4920,4091,4068,3804,3717,3029,1791,1521
630130,"Blankets and travelling rugs of cotton (excluding electric, table covers, bedspreads and articles ...",0,0,0,0,0,0,0,0,0,0,,84,180,529,275,263,303,275,353,359,536,,63129,54027,46061,40863,37715,37128,38343,36901,30948,33947
630240,"Table linen, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,51,5,25,9,3,12,16,28,5,19,,757,643,625,657,471,667,328,272,332,260
630259,"Table linen of textile materials (excluding of cotton or man-made fibres, knitted or crocheted)",0,3,0,3,0,10,0,0,0,0,,2333,3847,3605,3678,4641,3648,3132,2182,2570,3347,,1902,2938,1718,1300,1254,1200,1044,862,965,1069
630532,"Flexible intermediate bulk containers, for the packing of goods, of synthetic or man-made textile ...",0,4,0,0,0,0,0,0,0,0,,6685,11138,13230,11867,12041,18619,21402,31376,33867,40845,,306107,334469,401945,361683,337458,332517,361881,377264,349982,363014
630533,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like ...",0,0,0,0,0,0,0,0,0,0,,1599,1756,2411,3408,3196,3486,3406,4515,5224,6693,,54600,57253,57806,52592,62491,56955,67489,67339,66746,59532
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,304,165,68,140,58,85,156,108,115,141,,1928,1026,1130,1012,1012,727,1667,1437,1012,1438
722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of ...",0,0,0,0,0,0,0,0,0,0,,10419,8170,6692,2457,4171,3470,4661,5049,4379,5838,,49620,31240,30200,41915,24337,27536,31937,41307,27188,26776
722810,"Bars and rods of high-speed steel (excluding semi-finished products, flat-rolled products and ...",0,0,0,0,0,0,0,0,0,0,,9086,3888,3666,1728,1197,1911,2721,1476,1440,1576,,20634,8750,15009,11551,9755,11383,16829,14639,9801,9388
722870,"Angles, shapes and sections of alloy steel other than stainless, n.e.s.",0,0,0,0,0,0,0,0,0,0,,45082,34487,17820,7737,14920,22967,41488,30507,26598,43284,,7494,12326,21133,13417,20731,14533,25883,25800,15208,9326
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",0,0,0,0,0,0,0,0,0,0,,6178,11311,7226,11861,4944,4841,7216,16895,2070,2641,,15045,24182,23857,8842,13844,16753,27231,28154,10183,3727
730423,"Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,33375,23729,15351,4515,7834,13619,24371,12924,15561,19280,,2032,3656,3677,662,1131,965,1640,880,661,1059
730520,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,183,524,98,129,625,2122,261,18,55,49,,127,3,166,0,156,106,201,32,0,0
730630,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel ...",0,0,0,0,0,0,0,0,0,0,,219196,188375,162844,152007,97732,134771,150890,156680,170438,241238,,151716,135364,166812,119486,112135,115486,123504,138295,124650,144874
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",0,0,0,0,0,0,0,0,0,0,,926,2525,4045,1278,991,2228,2263,1851,1081,1268,,1845,924,1311,1963,2133,2819,2657,2779,2470,3112
730719,Cast tube or pipe fittings of iron or steel (excluding products of non-malleable cast iron),0,0,0,0,0,0,0,0,0,0,,1073,1693,5211,2004,2445,2709,3607,3741,3668,5033,,57115,46036,51271,49002,42049,42765,59487,65784,54205,63465
730810,"Bridges and bridge-sections, of iron or steel",0,0,0,0,0,0,0,0,0,0,,41081,32355,27630,83635,128704,21273,15824,23147,13853,2403,,375,121,570,795,69,105,11,0,488,370
731581,Stud-link of iron or steel,0,0,0,0,0,0,0,0,0,0,,91,83,370,51,63,44,108,92,75,39,,26239,23783,28121,27338,22901,21797,23844,26520,24741,22815
731812,Wood screws of iron or steel (excluding coach screws),0,0,0,0,0,0,0,0,0,0,,1423,1650,1482,2211,2056,1096,1295,1033,1196,2814,,38243,40298,33256,28692,28381,42072,49061,57243,48163,58571
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",5,0,0,0,0,0,0,0,0,0,,40965,42375,32465,23751,23631,31396,34132,35216,32479,41672,,414936,428752,429334,382742,364697,376532,419214,433229,352763,396367
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,0,0,0,0,0,0,0,,4971,7432,8977,8249,8421,11795,13149,14800,13525,19360,,34762,25086,27460,25743,26099,20864,21826,25335,27106,37338
732591,"Grinding balls and similar articles for mills, cast (excluding such articles of non-malleable ...",0,0,0,0,0,0,0,0,0,0,,3895,3307,2267,2497,465,1399,729,1412,2463,3680,,9726,9726,8960,9095,6660,8050,10890,9718,9411,9596
711039,Rhodium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,0,,64,113,70,30,74,122,0,253,222,248,,359,1589,2502,632,689,750,1386,1436,1428,1196
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,0,0,1145,56,,328018,206018,154257,163846,118492,166306,156376,152549,205217,231080
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,15,162,320,,93,105,142,254,404,396,294,291,278,173
630640,Pneumatic mattresses of textile materials,0,0,0,0,0,0,0,0,0,0,,29,74,100,83,51,60,28,46,163,68,,1915,1273,1029,1335,1335,1783,3122,3576,4926,9040
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",0,0,0,0,0,0,0,0,0,0,,6911,8506,1638,950,585,1330,4839,8977,8047,1125,,16073,13919,11061,10637,12563,11668,13219,11860,9479,9432
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",0,0,0,0,0,0,0,0,0,0,,856,1620,2466,2676,2334,3226,2855,2300,1530,1632,,180069,195124,187231,152414,180191,166360,161363,140842,113929,93871
720410,"Waste and scrap, of cast iron (excluding radioactive)",0,0,0,0,0,0,0,0,0,0,,6136,6787,6313,3806,2201,2783,3476,3742,4777,6029,,117,334,601,1053,1285,1003,2800,1943,1267,1572
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",0,0,0,0,0,0,0,0,0,0,,1593,1390,1345,1274,1213,1460,1748,1748,1704,1766,,323,99,143,466,433,220,934,744,864,674
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",0,0,0,0,0,0,0,0,0,0,,123857,54405,37373,14188,12222,13180,28271,15242,4797,35898,,197,84,61,45,65,378,1057,916,728,711
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,15009,12792,14442,13032,6802,4922,6373,2905,1337,4239,,11625,8002,10158,6898,6529,11741,11609,10734,7000,13249
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,726,159,220,8,1,10,38,0,0,30,,13859,12830,8954,7078,6303,7798,7740,6234,6955,10343
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,10210,13488,7821,10008,9331,8113,11897,10831,10932,15103,,5290,3698,3983,3775,3057,5325,5585,7216,4309,4892
721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,1197,1985,1183,946,768,1550,1918,1972,1793,2987,,18728,23898,18654,21458,24397,35328,50752,39551,36093,52731
721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,4,0,4,34,10,20,79,22,19,71,,18769,20214,22546,19968,18740,19177,31837,22703,22653,34758
740319,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",0,0,0,0,0,0,0,124,0,0,,25463,11406,4017,2411,1244,4385,1554,2405,3397,15280,,1261,2003,507,3643,353,1282,2701,1833,499,1523
740322,"Copper-tin base alloys """"bronze"""" unwrought""""",0,0,0,0,0,0,0,0,0,0,,3175,1544,1739,989,1828,1447,3330,2424,5356,6291,,3872,3597,4121,2429,1989,1721,1066,623,558,310
740822,"Wire of copper-nickel alloys """"cupro-nickel"""" or copper-nickel-zinc alloys """"nickel silver""""""""",0,0,0,0,0,0,0,0,0,0,,71,169,201,208,142,26,23,325,223,256,,790,526,566,515,450,743,965,891,832,1012
740911,"Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excluding ...",0,0,0,0,21,0,0,0,0,0,,3019,2706,2579,2214,1021,1285,1667,922,907,1910,,21880,21647,56403,33122,25854,28918,48934,56122,71455,112074
740939,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,370,200,74,21,81,279,325,221,91,150,,4,73,318,30,23,44,58,78,29,95
740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",0,0,0,0,0,0,0,0,0,0,,209,170,437,460,286,102,359,158,190,201,,5673,9025,6075,4840,2461,9838,7759,12431,5112,24141
