Product code,Product label,India's imports from Japan-Value in 2012,India's imports from Japan-Value in 2013,India's imports from Japan-Value in 2014,India's imports from Japan-Value in 2015,India's imports from Japan-Value in 2016,India's imports from Japan-Value in 2017,India's imports from Japan-Value in 2018,India's imports from Japan-Value in 2019,India's imports from Japan-Value in 2020,India's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",69551,62631,56332,62801,80709,66428,122658,145806,99215,105998,,2189262,1810572,1764678,1646656,1633985,1755841,1883089,1763290,1461943,1483485,,538722,493167,518370,520021,549866,598351,791610,881376,788337,816128
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",272775,151017,111072,26589,59349,148669,147174,98586,129300,105798,,471137,330603,125232,102498,155400,343017,441853,410295,656246,965608,,1144566,846980,851768,521710,695612,1169841,1797951,1051002,625036,896859
290321,"Vinyl chloride """"chloroethylene""""""""",40693,67960,56312,82704,40273,116494,68899,39813,70295,98537,,353812,590508,583168,523763,507297,619680,595756,578445,579740,1163216,,262569,322481,276830,266487,236494,360701,364386,393675,358636,759026
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",42064,40195,42711,45478,51981,70725,66480,59098,58997,90552,,6300567,5070097,4928240,3922028,3839023,3956388,3488007,3137388,2773698,3354625,,1228689,993623,719650,755501,757057,936996,3911540,5313237,4408979,7523575
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",29388,25452,32380,30855,35892,64298,73686,69664,61216,89168,,1334105,1079156,1329377,1115588,1175851,1357817,1411780,1194129,1109108,1299094,,205341,221929,277161,347384,402068,445603,549815,518733,421953,618220
999999,Commodities not elsewhere specified,596051,176762,284624,260881,203505,232627,108837,173723,129310,87572,,35510098,35791397,35844356,37085260,38221709,44060363,45598508,44943815,41066512,50409214,,12031294,11504703,10599267,10858832,10612878,4059866,2398328,1992015,1881351,1387613
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",680,6440,60039,17084,1169,4191,24300,42807,72782,82562,,113273,117308,258224,165454,76230,90555,104988,114091,115489,164953,,262600,449906,631844,504118,412943,462227,618925,506532,366552,438519
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",58065,44723,46668,47368,58281,70048,66446,53791,60358,82254,,4839268,4370141,4249763,3907024,4300686,4936728,4713083,4353913,4021326,4401146,,351880,330137,351340,369388,395489,466988,631099,606997,559724,807158
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",155448,131086,90688,69702,43908,47178,68817,57887,37189,79321,,2515147,2108551,1694864,1213555,968021,999092,993493,824661,670959,1081887,,339128,288504,253862,230651,221543,273377,334951,279896,171324,279555
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",34392,40039,35053,37186,55141,53554,51939,45178,56893,75959,,3069935,2896061,2590659,2129965,2303947,2607697,3017114,2824728,2945035,3906648,,349173,353781,396320,432806,477390,536364,599976,624635,553969,639599
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",80961,56519,54422,55495,60100,57377,73007,74325,49956,75890,,2200916,2011256,1855265,1701753,1866677,2023503,2114436,1915582,1837107,2134211,,816935,693055,711071,806606,1772601,722631,888758,961255,838926,1088112
750210,"Nickel, not alloyed, unwrought",30447,15812,32735,47231,28002,27641,22013,41799,47504,74517,,215218,168470,276222,357974,268845,236405,212468,263743,384065,281035,,656635,794294,1066266,1002876,399993,401770,515095,447864,409182,694157
844540,"Textile winding, incl. weft-winding, or reeling machines",61654,82793,81015,90894,67889,75187,58189,51555,16167,73045,,625312,734643,592407,403986,297671,449762,553281,579718,548421,661552,,186218,214923,187031,199246,189136,182197,125594,110951,45185,135592
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,65472,116194,104007,80259,75159,77881,98522,83134,60565,72509,,6096273,5544151,5111633,4342886,4507919,4752871,4904977,4669664,3866279,4704867,,274908,282641,257044,253253,304993,356993,423263,375379,327949,453277
270900,"Petroleum oils and oils obtained from bituminous minerals, crude",0,0,0,104962,0,0,0,0,0,71612,,0,0,29117,2,0,6063,0,0,0,110,,148757013,148046659,135826203,72365746,60865954,82065030,115082789,101948597,64579748,106406787
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",105,185,4123,118,4570,89,963,465,12712,67925,,98305,83621,61955,90079,91240,82100,83120,100704,112009,69389,,7947,11713,20348,25572,16105,25663,16475,38952,60593,103671
870322,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",312,283,119,137,75,220,231,440,4179,67902,,8021167,6803802,4949131,4930431,6090438,4185856,7018835,5502329,2680999,2997833,,1353,1007,946,2946,1973,3507,2282,3008,17394,79071
722830,"Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn ...",40749,49591,51223,40748,41314,42371,57975,51682,37280,65886,,722769,658533,656570,559638,532244,613816,680493,620645,416444,691477,,106083,130819,280457,202698,161013,150689,198291,175419,109047,161184
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",12367,3916,3019,2413,7069,7074,4555,2551,16621,65606,,441736,349757,336966,272640,439831,198989,285043,257403,148844,129857,,440765,341361,349315,287885,277610,357107,384366,390369,254456,370641
721030,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",58015,53288,43330,30575,23026,50126,72959,75991,72385,64476,,666951,538695,517114,401914,375295,450762,476770,390777,331545,567776,,86578,72653,65241,68365,95772,86028,137526,145586,123421,116677
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),21950,24962,34025,40997,42694,53617,49475,75051,65954,64005,,1248210,1049699,1142655,967931,1031667,1162131,1352380,1505529,1733593,2015537,,195618,169116,215432,209434,210223,223503,277592,318568,300571,387148
721933,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",20265,17422,22625,26602,30648,34895,51026,32465,32748,62949,,312405,277480,291164,272510,248685,274198,324816,312731,257498,356246,,127574,109709,105120,141822,120351,138184,131815,156271,92335,196215
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",1123,1086,0,0,1674,0,20670,64201,63377,61455,,174537,136911,99655,187376,134843,154066,155417,162091,281948,238388,,84261,71268,185349,177891,435157,321820,391083,277200,219840,278765
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",79755,47977,50707,52698,64896,64703,62296,53525,36252,61436,,2291970,1596532,1556977,1209474,1306332,1818446,2090725,1733903,1258041,1743400,,593012,436011,443098,492975,577446,625400,806418,676858,488304,835566
848210,Ball bearings,41750,37105,35287,29973,35085,42214,47571,44976,31283,61287,,2099110,1806441,1940458,1660656,1631289,1840646,1948139,1787428,1449852,1999899,,323007,315467,373636,343538,348071,373302,497812,434874,342969,532604
852580,"Television cameras, digital cameras and video camera recorders",85804,77461,79318,72915,73653,95054,83304,95940,49091,60158,,9331489,5891055,4547778,3646031,3566229,3433771,3239334,2727070,2395651,2639579,,584542,514576,533376,708808,620721,903858,1562320,2083423,1840909,1764570
854239,"Electronic integrated circuits (excluding such as processors, controllers, memories and amplifiers)",39379,41129,29869,33210,38738,50595,32555,36627,40678,59951,,11616770,10094836,9824469,9060572,9062482,10815125,10812400,11523918,11186084,12182276,,542800,563454,590617,641226,775259,1028867,1381781,2412800,2237431,2431775
850440,Static converters,25066,42002,41554,36922,36559,48156,35646,48184,32610,57881,,1906969,1973767,1958788,1727221,1825508,2025854,2230500,2399805,2451257,2824468,,715316,759076,754667,857308,888393,1147820,1111870,1110998,1074591,1543172
730210,"Rails of iron or steel, for railway or tramway track (excluding check-rails)",1460,1237,15891,33375,50027,25699,59458,84437,25541,56814,,627112,643957,543207,488032,423559,334683,337140,432822,255879,268248,,29503,15198,30869,49355,59864,35412,71493,97676,58160,82612
722540,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",23837,56092,27382,33155,22847,55541,38387,43556,28773,56799,,721672,616439,760151,423356,466524,372840,399446,320117,251790,339394,,282149,306143,547183,300345,197086,287354,317719,322806,202774,184612
271312,"Petroleum coke, calcined",4843,48138,62366,22675,10566,19899,65262,125413,19807,56158,,56984,78624,60736,23166,20394,39605,30707,40964,865,9889,,82520,145417,277046,112273,184351,283158,514293,584365,156708,347710
400249,"Chloroprene """"chlorobutadiene rubber, CR"""", in primary forms or in plates, sheets or strip ...""",31085,36498,35123,38028,37274,50625,60662,56349,42259,55388,,403891,382148,367758,329787,338929,377856,406438,363955,292871,346256,,64180,50419,45046,51955,49584,70429,90336,74709,57491,79472
281512,"Sodium hydroxide """"caustic soda"""" in aqueous solution """"soda lye or liquid soda""""""""",2,8334,6371,16255,43128,128515,90319,43800,45594,54384,,160672,186027,122951,201089,197247,309086,330809,257949,231092,335851,,115735,114273,126683,135491,159520,225218,142785,98711,79729,71711
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",24096,6348,15448,13110,5940,14051,12028,10819,31494,54098,,598001,430873,433931,388800,385709,430269,526374,646933,960902,1457851,,85848,111400,156556,87164,86489,88692,119679,121047,111886,331638
848120,Valves for oleohydraulic or pneumatic transmission,21620,17350,16522,18996,24874,32022,37055,32762,26406,53661,,1195586,1000749,1008659,772742,900738,1211678,1416645,1253438,1388817,1667659,,57456,47399,48104,47997,64073,87799,124302,116511,95833,167181
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",47229,37404,39296,36519,41151,46837,46015,44248,35750,53611,,1961484,1761910,1728542,1603437,1699088,1845083,1993181,1991418,1938278,2167010,,597151,606904,677041,725967,806235,799922,811688,815578,820315,1106804
844520,Textile spinning machines (excluding extruding and drawing or roving machines),12255,23554,7380,4143,24501,12845,28400,21866,12288,52111,,232037,207742,230133,80187,133799,204218,164953,154116,165131,305100,,186868,161271,116451,81504,119540,118175,128057,92899,39710,123186
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",78173,134796,62568,112293,211497,141551,148455,73413,49992,51525,,477671,595976,490137,391735,494727,399968,522156,428354,250164,357924,,297152,368451,353613,433065,468588,449013,484623,413532,244652,396751
722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...""",27343,29479,29602,25106,18665,46300,32902,36924,14232,50334,,863855,896359,866766,709220,719746,930220,1050586,995382,778347,1348017,,76525,76692,112440,106203,81658,115751,109159,135625,101225,186970
841112,Turbojets of a thrust > 25 kN,0,1805,0,0,0,0,86715,37852,3085,50305,,87,1229,0,7344,0,0,0,5037,10343,0,,91850,303222,536645,646333,804444,2021752,2586248,3655700,1810754,2039248
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",1925,903,1605,18821,22633,37031,39497,45545,50207,50247,,99911,116630,118014,102579,76203,83692,78932,83203,89522,88293,,71466,80454,79564,132344,114245,210908,234270,219147,205034,307467
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",67378,77031,73114,63210,64326,59749,54841,61183,37415,50050,,917045,873654,870464,788880,866763,993941,1103469,1122376,1003965,1145074,,405083,436792,492907,551389,523383,549503,719176,787054,568643,699529
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",41039,32923,32981,28548,35868,38592,41587,39949,37347,49761,,895461,786557,761090,677988,719596,768097,798462,745366,680453,834291,,246199,223400,230812,215233,235233,277984,346626,300850,263303,354701
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",69816,41041,38544,24947,42205,52131,63871,44255,27101,49710,,2663463,2226729,1790278,1505854,1465354,1812839,2044114,1933217,1637909,2078857,,666905,502532,547557,491303,537214,676930,810200,663963,513285,858365
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",13026,14600,18864,13520,19153,29214,33571,29684,20965,49491,,2922154,2360659,2419739,1886539,2019132,2527459,3135938,2970964,2640170,3422000,,191936,238630,263534,283596,163444,205854,161199,167824,124552,206584
401180,"New pneumatic tyres, of rubber, of a kind used on construction, mining or industrial handling ...",0,0,0,0,0,20995,37022,38441,40330,48399,,0,0,0,0,0,1629635,1882674,1967193,1559544,1897973,,0,0,0,0,0,39344,67960,74217,74196,93897
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",91060,109456,98026,136433,117494,140378,69785,53279,30211,48116,,11579087,10490187,9578395,8552058,8008284,8257570,8121314,7614422,6637433,7581707,,386533,373744,375493,416915,372440,432977,465375,448806,292965,399013
280700,Sulphuric acid; oleum,41684,19978,12222,25858,19371,5350,23915,19699,13431,47506,,120151,57074,55394,61007,42905,32148,57011,81649,34955,92892,,91842,38805,30139,71339,41087,30256,81209,110787,59586,189604
540349,"Multiple """"folded"""" or cabled artificial filament yarn, incl. artificial monofilament of < ...""",51819,59171,62055,54264,48362,44609,45602,48979,35818,47095,,4080,2613,1101,817,525,559,1437,645,590,529,,57720,60063,62667,54790,48633,45259,46037,49125,36020,47222
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",49971,28210,25731,25124,21084,35645,43992,27963,38547,46507,,579608,510827,553367,500737,534459,713998,772174,757096,820461,1152444,,232754,191592,199758,213670,178002,258497,287327,192959,216681,209301
850760,Lithium-ion accumulators (excluding spent),0,20463,8553,2515,10209,2599,12175,27351,28389,45747,,2293524,2053191,2032530,2032883,2617327,2571627,2577621,2053783,2480619,3372165,,0,167481,126533,203092,304780,467906,1147766,1295134,1056579,1664286
847990,"Parts of machines and mechanical appliances, n.e.s.",31677,31008,33359,24144,32401,27277,39714,43480,80406,43738,,1756674,1284145,1332438,1307005,1326474,1499871,1607811,1388143,1451393,1630782,,423431,379286,329903,278483,311593,366917,422368,435211,430675,392039
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",31361,29481,31663,36476,37391,37371,41551,44231,38278,43590,,3450910,3051982,3023595,2588210,2717099,3007350,3007832,2779823,2569394,3051101,,563658,527561,535942,539884,525590,580041,624511,595925,515484,715560
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",11002,13367,18014,20076,20912,27079,34861,29822,28410,43405,,752716,703374,767462,737215,736380,798627,915951,812166,701028,899920,,107419,112292,123055,114831,119079,150853,201138,173487,145609,227791
842121,Machinery and apparatus for filtering or purifying water,3274,3371,2265,5267,8188,11261,9462,20419,39241,43293,,175461,147547,125474,110702,134889,128596,156083,154159,159748,156979,,75438,71891,82615,156538,88439,76452,103539,120444,137420,160615
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",33013,28099,31910,29258,40313,41650,49972,48837,35589,43265,,1230358,1229205,1169294,1157825,1148026,1167403,1276358,1300457,1362315,1457168,,510427,546320,565962,529590,563216,613606,710069,762177,676409,948806
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360¡Æ revolving su ...",3620,6779,4117,21677,32448,13286,19904,28083,30105,42723,,8796642,6274793,6302923,5436446,5964075,6953668,7957695,7455007,5856728,8248127,,72018,48616,75803,87385,88957,100390,105274,77705,111884,196869
847710,Injection-moulding machines for working rubber or plastics,29871,28190,30478,40396,40397,59823,67762,73990,25662,42392,,1471617,1198160,1106453,1055935,995196,1143643,1256376,1084603,929768,1189764,,161240,122073,120374,132302,109698,147786,191354,203883,100572,156405
841391,"Parts of pumps for liquids, n.e.s.",34488,30770,28868,22905,28541,24834,32157,28787,22110,39727,,1201913,1092294,1055690,1009527,1119055,1018953,947676,902285,782383,883209,,289839,263214,260140,232998,241137,254834,338528,289011,231085,306139
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",12651,13638,12925,14842,15760,26233,26293,30239,27596,39200,,900159,805238,790649,665510,756285,732245,813511,817180,778914,885385,,266936,266532,283321,291406,263406,293538,342499,380919,407171,493393
854720,"Insulating fittings for electrical purposes, of plastics",28355,26943,26856,24714,29226,32586,33507,25135,25378,38796,,605688,618646,566040,528964,547295,562444,562655,545208,519330,598839,,79724,77422,86644,84643,93510,116903,125128,109890,114853,173874
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",62172,31628,36576,30738,35680,36226,30003,40144,28363,38704,,1908268,1768968,1744892,1500562,1596589,1785867,1765344,1599953,1398596,1547836,,544195,438451,405882,447648,347838,370620,415644,416230,365250,527903
846693,"Parts and accessories for machine tools for working metal by removing material, n.e.s.",36961,25984,44090,32238,36793,37503,54272,48783,26274,38554,,1027325,685252,791676,708933,669489,763121,822958,777910,599093,762813,,211986,160543,155792,150876,166061,175212,251359,209633,153222,193558
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,19452,26934,29145,25130,28865,29606,36658,32850,27557,38527,,205074,241157,253288,269440,278462,293023,316347,328905,311705,440619,,36424,49433,60147,51898,59359,69729,80120,63899,56342,80134
722599,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",21514,21951,18326,23353,15541,25715,37987,39003,21691,36654,,279937,318165,358676,370700,406576,427009,400348,347955,251781,379033,,158325,43068,36387,36445,23282,34641,49011,44207,30413,49511
700220,"Rods of glass, unworked",5461,17951,11552,6073,13867,25919,33314,10958,15116,36623,,293702,293656,279542,218226,255222,279159,320340,208822,145272,146110,,14118,60953,76064,80231,86393,111959,140991,94680,64553,97718
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,14704,21904,24933,24487,36599,,0,0,0,0,0,3630937,3907464,3602200,3593527,4523438,,0,0,0,0,0,473909,674567,580899,612358,886058
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",158999,101558,101109,114459,92829,86299,45396,38180,16113,36361,,2358067,2048783,1590556,1145812,767685,898723,1121572,1029564,791919,755997,,1068091,779706,554273,418113,262351,181567,205077,184763,98734,196867
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",1039,1064,1990,1354,3984,18454,31150,16829,21997,35980,,133567,164881,151577,164186,153348,176598,304796,206610,193689,258150,,62585,80754,87619,77522,85818,162849,160254,126042,118064,173616
390931,"Poly""""methylene phenyl isocyanate"""" """"crude MDI, polymeric MDI"""", in primary forms""""",0,0,0,0,0,4291,16907,20349,17023,35780,,0,0,0,0,0,485123,399600,276854,273021,385068,,0,0,0,0,0,115331,230644,163329,134286,290918
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",44746,52884,53364,49404,58930,59468,68818,51524,29117,35506,,1906997,1737528,1596214,1388781,1492724,1571814,1632706,1513264,1302542,1577118,,276712,265107,292263,322605,331395,386599,452759,402683,268405,369172
720421,"Waste and scrap of stainless steel (excluding radioactive, and waste and scrap of batteries ...",4130,8275,1913,9580,1921,2730,12968,26102,23976,34111,,228696,209946,148417,188684,109312,169869,201460,245164,258062,382600,,1016273,1005074,1165424,999030,784529,1098887,1440194,1629945,1323777,2233494
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",5831,17324,29586,33827,34834,31635,27103,27372,22971,33294,,100632,85693,108978,124025,129407,127707,127699,130435,146431,171279,,114713,138156,186719,156466,168654,192503,232807,200254,278271,397983
820730,"Interchangeable tools for pressing, stamping or punching",4358,20279,4997,50559,43708,43866,22377,29121,18191,33270,,1599302,1425752,1229549,1198288,1052757,1117916,1290339,1161166,932092,943356,,62293,142564,157193,230014,156274,197897,177479,236064,208581,204161
890400,Tugs and pusher craft,102419,4527,71638,0,15410,10625,0,30960,8815,33219,,61391,97992,68473,41774,111362,141170,89659,48255,35756,67668,,1182088,804157,549257,620320,1002103,595001,495660,345551,218970,234413
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,33988,37096,19850,19825,20881,21155,23103,18141,27871,32417,,24235,23857,20547,17782,17164,14982,12617,13569,16795,10977,,251262,270385,350181,254113,336863,522012,604098,588557,600595,639314
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",41928,33983,31639,33429,23023,20687,34522,40286,23953,32365,,1371225,1309590,1395164,965605,985280,940690,1003959,987625,1239569,1651732,,553160,433973,409239,464141,648385,478337,446411,589895,418893,543457
902212,Computer tomography apparatus,12119,14608,10946,5342,9000,14415,17948,18289,13661,31836,,513376,460138,444159,413337,446147,440578,464860,515202,608495,586665,,78719,87360,72232,100342,69080,82299,122623,115628,87680,176452
370110,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excluding of paper, ...",16350,19252,18705,20909,23194,25417,31559,32992,25828,30919,,141476,111892,94742,73502,62092,51404,52900,49990,38629,44534,,49959,57615,58329,74938,76664,79268,88292,91035,75476,102423
722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",7371,13873,91559,74415,13682,17887,38718,19158,19334,30893,,1449368,1152005,1447950,1141604,1036176,1245721,1430761,1143085,985913,1966328,,343855,208742,374501,461612,259003,252760,144020,227825,133863,232995
844319,"Printing machinery used for printing by means of plates, cylinders and other printing components ...",6474,5928,5071,8705,8549,13402,9829,5526,33390,30867,,103563,106871,91692,71513,119125,150929,91820,71473,112459,105343,,79738,63864,71950,75389,67726,93792,98746,86824,74302,78573
847950,"Industrial robots, n.e.s.",31472,23758,27948,24257,46697,43868,72797,51991,17414,30709,,1447595,1247689,1452403,1437388,1627572,2206593,1995792,1592161,1723293,2377328,,69355,81334,74481,69425,86262,115368,219065,191120,79740,93036
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",12313,13069,13264,12436,18011,20594,23508,23804,26669,30648,,510828,536250,553434,491790,480205,548435,520464,473841,543088,588029,,139656,150951,138651,177491,241602,257052,275494,298408,236107,308697
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,22070,25301,18026,18436,29599,30547,33288,29183,14923,29985,,593855,360700,330433,238335,315402,445399,540128,523094,445175,508951,,76486,78866,70284,66433,83967,127506,180762,155731,111349,189623
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",90651,17970,113795,30491,49197,10124,12753,9229,34051,29918,,1287307,1196862,1302337,1115863,1134352,750793,766850,879532,982571,771766,,470570,442793,574772,559792,517480,554250,627088,621650,499016,672313
293040,Methionine,18163,20446,21657,26234,15992,13179,12986,17681,19191,29525,,0,0,0,0,0,0,101886,21665,9733,16668,,86582,86700,104211,159221,104989,101454,99733,89406,85922,142503
731819,"Threaded articles, of iron or steel, n.e.s.",3843,2269,2828,4244,2719,2571,5773,5283,14632,29321,,17633,15860,18968,19423,25122,44685,37994,20086,18114,22068,,73318,51125,56445,54577,55409,61622,70099,70570,67500,111673
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",9801,10812,13242,13366,15280,18372,25210,20745,23148,29267,,457117,356862,372221,334087,350713,364036,382456,365893,329301,391803,,84266,111300,145464,149443,113922,113976,150359,151254,92835,111545
846630,"Dividing heads and other special attachments for machine tools, n.e.s.",28246,40128,30063,19327,38143,20509,44611,61024,17732,28985,,190337,118756,163771,143707,135974,157268,232371,135023,106617,123747,,101215,149671,131950,97027,113499,119088,189487,277251,153541,183073
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",30686,33864,28584,17667,25145,24438,31688,30195,18042,28894,,2545160,2262152,2166942,1905795,2021189,2226098,2368784,2058031,1765776,2269728,,283843,296942,309257,301641,348193,289931,351326,354755,281125,438783
843139,"Parts of machinery of heading 8428, n.e.s.",19401,7136,6075,5936,6926,12065,17990,16857,15385,28133,,281522,289244,236132,267341,254828,310978,317889,354529,248470,323457,,145945,159852,138550,145555,155284,176686,208853,208747,190012,247581
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",57557,45901,38162,33309,30744,33336,41470,39209,23888,27923,,1789735,1482786,1419222,1079961,1136668,1147645,1230727,1096496,883936,1010781,,299743,334456,344667,316726,278493,307447,382784,394901,275691,380792
280120,Iodine,15677,12775,10839,14217,12580,14852,14757,18920,20403,27520,,126074,141060,126626,113357,101319,94138,105252,119499,138148,151262,,158169,132352,121372,83228,87514,90069,91181,115105,107481,111712
292910,Isocyanates,46924,55637,79441,52988,43631,53260,48581,19912,23276,27268,,694223,748271,737658,540589,465015,582546,595391,444373,408005,539421,,384880,354657,330161,245907,228957,326297,359178,214088,172778,290614
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",6552,9100,18593,20361,26769,26217,26525,24386,18034,27145,,381608,401617,500908,439938,417911,322928,341753,309972,310300,364119,,257428,315351,501098,481804,506216,559381,484140,361226,215028,296246
391239,"Cellulose ethers, in primary forms (excluding carboxymethylcellulose and its salts)",11444,16407,19319,25697,20754,19535,22767,18522,20637,27100,,164819,161529,148233,152025,162428,159376,186326,190127,217841,236614,,131955,148769,163086,185551,179090,173424,190606,190863,228299,277685
847720,Extruders for working rubber or plastics,5936,2115,3071,1881,3908,3174,2659,7056,3316,26608,,414242,228399,264405,186044,221863,281888,288705,313847,342549,352351,,128609,67403,70955,149091,94178,131476,110175,144341,97055,170894
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",45700,27602,11359,11958,15470,23708,25929,18033,5938,26468,,157318,171983,167846,163427,159059,144020,127330,101676,97494,129178,,166180,149058,122246,121512,143153,168215,177921,137816,94482,131842
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",19710,29846,31488,31211,36367,35646,24867,21774,25237,25695,,1880549,1744325,1793243,1703795,1923727,2007127,2254335,2410488,2298719,2856208,,206503,210665,237479,240363,258962,261213,306926,294703,277492,332510
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",29121,30488,32512,34034,37133,38624,24879,19582,14176,25656,,1472076,1175996,1372359,1272754,1420905,1176281,1292773,1200384,1120076,1043198,,244978,264349,286033,299149,328338,370233,374600,402585,289508,411496
290721,Resorcinol and its salts,8525,7366,11575,8990,10722,18934,18061,21539,24544,25548,,0,0,0,0,0,0,137713,212,7910,2305,,13584,17069,20793,16360,15973,23925,51854,51603,41197,51795
853229,"Fixed electrical capacitors (excluding tantalum, aluminium electrolytic, ceramic, paper, plastic ...",17146,20667,22858,25333,30285,31033,23815,34058,24331,25213,,148845,100821,74398,53308,59763,70583,83701,70678,74967,70040,,190489,180596,168442,186715,195303,218894,381386,417234,371890,471604
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),16756,15808,15527,15970,20747,22875,26683,19439,16293,25080,,1881928,1733711,1706274,1501360,1524229,1717858,1767450,1566577,1443922,1803101,,179099,186256,182660,189694,182128,206770,249044,233994,210728,299084
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",9950,10833,6381,12122,17019,29621,30537,31641,13352,24912,,650299,529036,502160,420698,339141,375330,386308,369206,278312,442426,,17985,25551,24692,33035,37475,58795,56154,55621,35691,54181
