Product code,Product label,"United States of America's imports from Taipei, Chinese-Value in 2012","United States of America's imports from Taipei, Chinese-Value in 2013","United States of America's imports from Taipei, Chinese-Value in 2014","United States of America's imports from Taipei, Chinese-Value in 2015","United States of America's imports from Taipei, Chinese-Value in 2016","United States of America's imports from Taipei, Chinese-Value in 2017","United States of America's imports from Taipei, Chinese-Value in 2018","United States of America's imports from Taipei, Chinese-Value in 2019","United States of America's imports from Taipei, Chinese-Value in 2020","United States of America's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
401190,"New pneumatic tyres, of rubber (excl. of a kind used on agricultural, forestry, construction, ...",0,0,0,0,0,54613,62765,71621,86184,127173,,0,0,0,0,0,43859,48728,62163,57664,74829,,0,0,0,0,0,875524,953878,850818,967514,1264588
847050,Cash registers incorporating a calculating device,50260,65696,85193,57256,47521,59961,86831,69387,73818,125495,,123523,159507,172925,176645,170974,169125,147913,140323,135699,197392,,473755,476758,540406,759932,619572,580395,665544,874307,732248,819582
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",32517,38988,56058,63268,52059,69035,75828,80661,59216,125159,,730507,757341,708651,569498,545532,702827,788968,662091,627872,1225572,,369526,350427,412201,432376,437298,498272,546718,481114,456116,644188
846711,"Tools for working in the hand, pneumatic, rotary type, incl. combined rotary-percussion",69322,74679,85628,88394,89060,94163,87610,80117,64719,124481,,156781,175064,194305,173206,177920,208860,206634,186712,177292,261523,,234284,217598,228492,223330,211674,222999,235500,190268,140513,231485
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",49615,63612,77655,68638,97200,90907,93083,107304,90395,118528,,517672,487128,525803,481171,495108,555329,562050,517586,539640,746378,,2637855,2708623,2916306,2848077,2805141,2943875,3221113,3117363,2746426,3320737
820411,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, non-adjustable",73957,65464,59446,65262,62944,64529,68810,82433,93658,117354,,156882,147069,156382,148308,148937,163993,179593,186316,173806,219580,,237913,235756,251690,256191,237105,251773,278577,289930,246203,330810
730640,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excluding ...",109163,114219,120197,69726,64198,93869,96718,58387,44834,115676,,557152,507341,575835,456048,371315,484274,493299,367719,315520,502526,,392681,376772,440702,371011,349276,391321,370511,266635,222236,390239
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),78185,71559,67865,62618,63507,66172,69486,66016,71415,111987,,231557,223759,237836,238617,256826,292258,302320,284129,287961,377091,,2382255,2434042,2572531,2609581,2689454,2868752,2891761,2723574,2415196,2924318
850490,"Parts of electrical transformers and inductors, n.e.s.",44112,58867,41143,37366,46051,34780,29439,52815,48144,110687,,158173,127083,110502,106195,104924,107052,109944,105237,101930,160161,,999210,991448,1005351,1086806,1190721,1199853,1280272,1335929,1439433,1688704
841191,"Parts of turbojets or turbopropellers, n.e.s.",136077,144208,183208,195473,172810,171417,166106,214757,104870,110665,,140331,273207,338958,376658,430879,480276,513816,624373,350590,444620,,10363016,11273825,12132580,12584051,12180613,13619339,14280649,15566416,9390307,9624664
580632,"Narrow woven fabrics of man-made fibres, with a width of <= 30 cm, n.e.s.",89990,88500,89677,87137,83809,82071,81150,91436,83684,110485,,170060,179265,182219,176138,170132,171306,173196,174899,154000,196427,,217747,217699,222134,230479,227143,222322,240663,227010,205080,257208
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",89766,88309,99285,99672,85932,81538,79369,65210,113327,108873,,7640,21391,52450,58246,53114,57021,76443,64346,80508,85268,,940742,1014184,1088047,1141221,1116008,1170843,1285304,1208954,1491407,1643739
841430,Compressors for refrigerating equipment,5150,4541,4928,20891,3912,3850,10205,44288,73133,107454,,74147,85424,84905,74311,87693,109037,99588,155038,162254,228440,,1827628,1951841,1987337,2127086,2122499,2186317,2161979,2258328,1945879,2441993
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",141799,163601,119527,98426,85296,91430,107994,84722,94946,106886,,864143,835223,1417700,2707637,5765368,6929297,6391577,5195345,5348401,6922292,,2586449,2289294,2242725,2139217,2167855,2012216,1851474,1661956,1345725,1430845
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",86986,89581,84909,87047,81312,78417,82819,93544,106019,106175,,159598,165428,178351,162831,151872,144201,134349,127443,145800,140761,,2098258,2172832,2269089,2426758,2432749,2461012,2638955,2886520,3025021,3805588
850151,"AC motors, multi-phase, of an output > 37,5 W but <= 750 W",4329,31729,65952,80139,80231,97878,102995,75127,82334,105824,,26954,33098,61485,60450,64144,71426,74556,65229,67041,113939,,405289,588116,671852,690249,645932,642775,612420,491894,394036,528155
940190,"Parts of seats, n.e.s.",107957,108279,118463,120888,104198,114725,130047,104781,78068,104470,,173243,171857,187818,173949,176120,179876,190653,166161,129775,173528,,8535193,8930647,9886493,10591022,10700043,10027317,10346533,9981184,8022816,9332611
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",33856,36230,35378,34979,36582,48188,50931,61474,77977,103588,,58707,71756,79531,76773,73637,93071,91341,103113,105084,121872,,276006,317508,320918,339351,340080,374057,396467,370965,345854,438711
391810,"Floor coverings, whether or not self-adhesive, in rolls or in the form of tiles, and wall ...""",33566,33713,37034,35257,32822,33834,30701,47941,84005,103059,,55702,64614,66703,69008,66383,75742,74402,96638,97671,134470,,852865,1024707,1154964,1330502,1856262,2381050,3504278,3656039,4182862,5277207
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",88351,44073,58936,46849,44249,48791,54488,86418,158302,102213,,175365,185827,205308,206566,219481,193835,207901,261571,283297,387201,,1146358,1048245,1172824,840735,795490,815630,803426,728546,893559,825292
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",47779,47961,53004,52088,46889,54301,65582,58815,60540,101365,,644886,658172,801859,745274,721008,995402,1368697,964232,1067195,1554675,,2750139,2397415,2670405,2775650,2696875,3110397,3348634,3521447,2791905,3319441
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding ...",63372,77657,83275,77859,74618,86720,86428,88795,73219,100819,,35129,38032,44651,42977,36959,46338,49598,49837,48453,78516,,1641782,1716297,1859620,1910969,1879918,1977043,2121625,2181499,1776644,2241301
940540,"Electric lamps and lighting fittings, n.e.s.",55590,90339,56750,72110,79484,68917,51056,60025,73321,100627,,289700,267259,252111,239906,231074,227252,204887,195618,180976,235475,,3012076,3452664,3702648,4000092,4368985,4580023,4756293,3744284,3401225,4119771
700910,"Rear-view mirrors, whether or not framed, for vehicles",60347,70054,75536,78771,74746,71772,71443,74528,75058,98002,,163423,179717,197996,184715,178139,189120,185969,183627,172530,218133,,289274,312950,323859,345860,327582,292946,305024,318815,312939,399047
930400,"Spring, air or gas guns and pistols, truncheons and other non-firearms (excluding swords, cutlasses, ...",65852,54470,49223,46604,40508,41795,47922,45971,53877,97715,,13646,18815,40394,43508,45167,48824,60698,69879,105432,159129,,228347,219203,187095,187133,157783,160150,165034,160429,197023,323452
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",88018,90004,81469,104441,105295,95586,94194,72332,71562,97575,,296795,250800,235811,287715,270550,300579,270074,274224,250329,299526,,1015845,930080,1030680,1039629,1021927,1067680,1027920,924498,788692,830919
845710,Machining centres for working metal,204676,145315,152969,142482,113027,130715,175479,147827,77998,96933,,1403744,1107965,1264923,1111634,1062312,1205321,1369773,1006522,700861,936213,,1622436,1331230,1364769,1176497,1087711,1231161,1556088,1444778,975627,1193362
854150,"Semiconductor devices, n.e.s.",53449,61292,66182,69629,91933,67784,78394,69551,73490,96906,,482385,462070,417754,194691,17009,12545,15322,18708,35288,38792,,331981,389816,289012,231195,307168,319074,429303,403095,407401,829975
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",62433,50720,51856,47030,45505,50091,48842,68419,58615,96419,,280695,283665,295324,281479,247026,266951,267318,254441,222378,356808,,1835061,1901314,2071137,1976924,1710318,1959227,2024794,1813816,1818761,2742792
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",49069,52567,61092,67305,64760,79528,77801,72910,75841,96288,,105791,104157,114509,117017,100345,107568,101283,107328,126284,135138,,4883438,5141660,5528452,5974370,5961843,6402139,6911085,6541231,6729023,8589939
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",25349,28427,24661,11885,14498,13140,17893,33811,49160,96014,,39461,40729,46038,34488,42491,47984,43549,77980,155363,193563,,970096,964801,925872,908926,826327,836435,932608,1012931,956468,1079279
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",83888,77551,78682,86697,78553,78494,80951,75602,69045,95699,,1104126,1159443,1011837,860210,794455,850459,853745,760466,778119,1052646,,1672348,1716173,1679686,1670299,1669540,1751557,1969017,1977355,1823449,2399561
391739,"Flexible tubes, pipes and hoses, of plastics, reinforced or otherwise combined with other materials ...",27661,37004,34588,33036,28447,34059,38446,32797,79039,95128,,60843,66480,60081,52408,50694,56692,64637,59299,77222,102474,,415648,601599,612991,474529,435667,569692,707251,595866,557989,758374
820540,Hand-operated screwdrivers,24871,29613,27527,34676,37778,35875,38961,49625,64941,93201,,54250,50554,52754,54848,57604,65212,73017,76252,78703,101979,,96912,100537,103073,115450,127954,124656,151845,152164,143498,195935
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",35443,32370,52347,53788,65267,69941,67683,57523,62991,93185,,176969,215384,186987,216995,197985,246097,223972,195324,185873,257409,,1718698,1748973,1847689,1943190,2008689,2341411,2222323,2225066,2151365,2687224
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",32603,31602,43058,38352,35347,41070,52503,78306,55569,92458,,114448,120132,128393,119648,117455,174056,184271,171272,149618,218761,,1095103,1111732,1302161,1375794,1290201,1350877,1460956,1600304,1450151,1686022
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",127735,112327,115622,133488,107999,119845,102782,92608,66200,91596,,142522,123686,133243,132745,118760,124047,118974,100393,85398,106712,,780798,772165,788551,819451,759758,819557,1052908,917509,884940,1296734
721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",46305,37488,44938,40418,40357,47175,50855,51506,39651,90403,,42503,7138,8675,66083,7172,11557,12895,30205,38884,109016,,70957,63594,69386,66248,71774,67638,62373,59787,46278,105810
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",1474,4634,15031,9357,25126,51716,30847,38584,21385,89213,,590264,528697,497701,322607,295768,363918,419529,371684,304429,528891,,159056,114365,224938,235421,222476,307092,260863,263388,202278,412054
722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",80626,78099,90138,83555,66895,78554,92746,85741,52487,88599,,206480,177855,227771,215915,170745,182272,200852,206814,149618,206335,,429269,360318,419501,379608,251208,376580,371870,327834,237352,329217
392350,"Stoppers, lids, caps and other closures, of plastics",26765,30929,35135,41391,46190,43861,52274,63821,68186,88392,,53397,60610,69247,77886,85413,89938,100569,109002,110527,129594,,833929,900330,927896,925358,944865,1003276,1131873,1109861,1163205,1468129
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",49321,50262,46235,46682,48212,49460,63655,68264,61896,86908,,86133,83012,85910,79244,80325,92753,103138,97007,101911,132536,,1340070,1377473,1434678,1426301,1414998,1483063,1645795,1644519,1557912,1952223
846592,"Planing, milling or moulding -by cutting- machines, for working wood, cork, bone, hard rubber, ...",25721,32371,34929,43374,46014,55406,55022,56443,66466,86822,,55006,59275,64110,68202,70521,84813,89344,85038,100595,142581,,119955,131153,151864,163768,160551,170750,184891,165831,164071,204109
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,90035,95514,91187,79369,71876,70680,73826,65680,61363,86432,,123061,85638,98205,80616,74727,84799,91225,94541,83614,123061,,5785047,5936513,6399458,6762990,6716422,6496433,6452559,6292166,5123335,6768694
940290,"Operating tables, examination tables, and other medical, dental, surgical or veterinary furniture ...",59489,60406,51863,56943,55650,63599,69040,80466,80459,86306,,99679,98060,98048,102946,93228,101373,104291,101424,106663,112773,,829008,808289,802995,839318,814571,878179,917455,1021025,1036607,1176598
