Product code,Product label,China's imports from Singapore-Value in 2012,China's imports from Singapore-Value in 2013,China's imports from Singapore-Value in 2014,China's imports from Singapore-Value in 2015,China's imports from Singapore-Value in 2016,China's imports from Singapore-Value in 2017,China's imports from Singapore-Value in 2018,China's imports from Singapore-Value in 2019,China's imports from Singapore-Value in 2020,China's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",0,0,0,0,0,0,0,0,0,0,,8127,12847,6068,3404,2449,331,748,1637,4040,5889,,0,0,133,0,0,0,129,0,0,0
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",0,0,0,0,0,0,1,0,0,0,,405,775,156,228,448,1609,311,336,981,2026,,7792,22181,9838,286,299,456,34788,154667,111583,65091
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,1437,5143,6790,668,463,779,309,346,755,1491,,7806,7282,8776,10467,6770,7927,5491,3157,5622,3865
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,874,1628,2268,766,881,273,859,276,185,108,,216217,224958,220112,235586,224844,214197,147557,57989,45416,43791
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,12,5,0,0,0,,4919,6725,6872,8389,11186,7907,9815,12965,11082,16183,,56473,35327,48165,49673,37111,49614,43530,110139,34925,23390
721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",23,10,9,5,0,0,0,0,0,0,,898,966,816,668,2892,2291,3679,492,3174,3375,,84725,113866,77721,75435,63217,67031,102772,119440,201555,513151
721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",5,81,92,7,0,1,0,0,0,0,,6798,7805,2467,3340,3689,4699,7014,1093,329,680,,88036,64696,60840,53491,38185,34748,33996,32902,28517,29104
847740,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics,141,491,10,208,258,22,45,0,0,0,,885,1723,1678,2239,5621,2292,1620,5145,4676,2289,,196021,215074,192910,136436,171980,285511,296474,324770,346746,396617
847290,"Office machines, n.e.s.",10913,3236,21,0,1,38,11,1,0,0,,65979,42979,41181,30143,24894,18849,14519,16904,13937,39255,,791597,606067,546696,213625,35283,31839,23987,19269,18841,17120
847310,"Parts and accessories for typewriters or word-processing machines of heading 8469, n.e.s.",3,4,0,1,1,0,0,0,0,0,,15930,32501,30089,23254,13326,12087,0,0,0,0,,2496,2407,2451,2784,3017,0,0,0,0,0
846781,"Chainsaws for working in the hand, with self-contained non-electric motor",1,0,0,0,0,0,0,0,0,0,,24690,18199,20106,18866,23168,13046,3005,3922,4906,5231,,19897,21534,25089,18959,17513,15356,18551,20482,15298,17797
846722,"Saws for working in the hand, with self-contained electric motor",0,0,0,0,0,0,0,0,0,0,,2743,4098,2015,1729,6742,1418,1029,632,626,3025,,2035,2294,2275,1680,3078,3079,3159,3484,3454,4534
847910,"Machinery for public works, building or the like, n.e.s.",0,0,0,0,0,0,120,0,0,0,,10048,13396,7622,14253,16254,10075,24379,16409,16246,6767,,82994,95831,116623,114291,124384,162852,149969,60227,58861,67824
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous ...,0,0,0,0,0,0,0,0,0,0,,113,771,1137,674,1052,245,2434,201,535,601,,71643,18783,23569,20176,5598,19997,26528,30168,26230,18800
850231,"Generating sets, wind-powered",0,0,0,1,0,0,0,0,0,0,,21475,1383,603,354,663,1563,2773,1243,8,856,,3286,9874,8572,455,1745,53761,104441,11535,3122,3993
850860,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excluding with self-contained ...",1,23,0,3,0,0,0,24,0,0,,4397,6629,6157,7787,4202,10883,6949,4743,5362,3658,,833,512,580,1019,578,450,492,1109,404,542
851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",3,4,0,0,0,0,0,0,1,0,,2950,3550,3457,2391,1928,2113,1325,3386,1660,2605,,64493,72064,80132,64932,40397,47363,56551,59503,78587,78416
854511,"Electrodes of graphite or other carbon, for electric furnaces",0,0,0,0,0,0,0,0,0,0,,901,1175,1444,760,361,844,1944,111,11,47,,46628,38342,31073,19147,9377,7523,19938,18365,4456,5242
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",0,6,0,130,453,357,0,0,0,0,,3023,1068,673,353,372,620,109,51,88,315,,1099,680,1368,959,1053,716,418,136,264,116
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...",0,0,0,0,0,0,0,0,0,0,,10465,12780,11724,7947,9871,8962,6707,4954,5960,11267,,49739,41757,34373,29473,24392,24117,26798,26009,21772,21909
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",131,0,0,0,0,0,0,0,0,0,,1074,506,11269,18071,697,979,1328,1229,587,2909,,67840,55700,38177,21754,25783,11958,5478,18031,15407,9001
852841,Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing ...,0,0,0,0,0,0,0,0,0,0,,6351,5750,3721,2997,3154,1898,0,0,0,0,,798,620,649,421,713,0,0,0,0,0
900651,"Cameras with a through-the-lens viewfinder [single lens reflex """"SLR""""] for roll film of a ...""",0,0,0,0,0,0,0,0,0,0,,6518,8150,8155,11895,5271,4896,3279,5368,1301,1447,,105,15,50,23,3,8,30,19,44,70
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens ...""",76,0,0,0,0,0,0,0,0,0,,293,218,578,170,225,46,67,92,17,411,,1282,382,447,82,113,163,159,129,91,13
900699,"Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.",26,18,24,21,15,11,18,0,0,0,,29545,20583,7525,6321,9434,10589,3039,2491,3028,13421,,17654,17579,9988,7343,9245,8547,7486,5374,2747,3190
901060,Projection screens,0,11,0,1,0,0,0,3,0,0,,2719,2474,2666,1581,1351,2906,2242,1402,240,477,,7381,9815,12834,10903,11317,11960,9084,9537,4852,5710
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,0,,7871,4931,14419,11483,11986,6220,7067,8962,6483,7487,,3588,2272,12190,18749,9837,7963,10391,17614,45699,73158
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers ...",0,7,0,0,0,0,0,0,0,0,,8790,3176,9209,5116,12450,5829,6391,3275,4695,3046,,9834,7387,3514,6064,1922,12109,2914,1027,454,698
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,256,52606,16981,11651,15900,11718,21085,24294,11526,12168,,127441,131651,160929,167883,210014,282518,185769,144333,112906,75142
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of ...",23268,0,0,0,0,0,0,0,0,0,,27869,62937,40148,57853,4935,18750,1641,40304,41411,86681,,26669,1455,6930,3249,9573,8468,24148,10109,11588,400220
890310,Inflatable vessels for pleasure or sports,0,0,0,0,0,0,15,0,0,0,,1520,2753,2534,1013,1643,561,1814,951,556,799,,270,462,307,322,450,399,233,578,787,2170
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",0,0,0,0,2,0,0,0,0,0,,673,248,229,565,245,844,91,208,357,461,,20804,19034,23700,17157,12114,14355,10693,12485,9916,14627
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,0,0,0,0,0,0,0,0,0,0,,1661,1174,472,261,18,178,13,93,61,41,,56,2,46,41,1,62,8,7,0,16
870130,Track-laying tractors (excluding pedestrian-controlled),0,0,0,0,0,0,0,0,0,0,,105719,19161,29226,22044,8434,2574,3086,9953,0,0,,3695,4091,5079,10516,11102,10919,10899,13838,13238,9472
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,179,397,55,56,,0,0,0,0,0,881,415,59,41,44
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,211,0,571,,0,0,0,0,0,363,649,678,92,3272
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,0,0,0,0,0,150,0,0,0,0,,4758,3545,2638,3240,1949,2229,1684,2095,348,1304,,22150,20929,27997,24720,15115,16391,15815,9753,6589,8234
870322,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,0,0,0,0,0,0,0,,6991,10334,10945,12831,13084,18513,17445,22687,42394,42879,,1009558,854376,924220,1277694,1090429,1242645,1138297,1354140,1567090,1200571
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,29845,52967,78114,26743,,0,0,0,0,0,439943,465738,1031706,968035,1918996
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,11838,10274,6868,4395,4878,3067,3778,1742,647,574,,30003,47856,21282,19570,21339,28813,46469,53189,75459,56590
830820,"Tubular or bifurcated rivets, of base metal",1,21,0,7,3,1,1,1,0,0,,793,2712,1869,1098,407,618,571,1418,799,1247,,20371,22598,26072,25675,25613,29291,35271,38622,53851,69482
840682,"Steam and other vapour turbines, of an output <= 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,5971,5084,15029,5117,5701,3826,2834,1803,701,1348,,221319,21952,15770,57423,12407,25540,12687,24074,41411,17445
840732,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,2,0,0,0,0,0,0,,1057,435,966,190,1539,833,1027,1563,657,535,,595,1250,1743,472,2656,1926,2098,5224,7180,4062
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,1909,360,520,293,110,50,24,25,6,0,,0,100,0,0,0,51,205,825,201,0
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",0,0,0,0,0,0,0,0,0,0,,44,37,125,13,2456,55,3,5,0,0,,123343,196323,151938,132188,96607,625945,452318,239334,360936,127661
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",2,1,0,0,0,3,0,1,0,0,,1372,2208,985,579,423,979,861,1494,875,1577,,804,766,635,2194,2723,2889,3341,2477,3462,1527
780191,"Unwrought lead, containing by weight antimony as the principal other element",0,0,0,0,0,0,0,0,0,0,,5,10,4,0,2,0,0,0,0,0,,42961,27222,28478,13710,7710,17138,46448,55751,23965,32892
790112,"Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc",0,0,0,0,0,0,0,0,0,0,,4404,3977,2117,1567,147,756,1,118,16,845,,35887,46997,54816,33372,59655,42824,52771,101912,64027,110163
820760,Interchangeable tools for boring or broaching,158,58,197,365,66,391,221,155,88,0,,2773,1566,1940,5340,2202,3529,3528,3659,2277,3273,,45869,50022,60956,50706,51707,66366,68225,59432,45735,48534
820830,"Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the ...",0,15,0,0,0,0,0,0,0,0,,642,575,334,268,441,286,1528,1006,974,375,,4673,5153,5295,4577,5031,6248,6355,5491,7031,7836
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",0,0,2,0,1,0,0,0,0,0,,47,55,146,43,418,146,221,379,312,464,,14753,8547,10360,11090,7025,6223,2421,3967,5503,5378
821420,"Manicure or pedicure sets and instruments, incl. nail files, of base metal (excluding ordinary ...",1,0,0,0,0,0,0,0,0,0,,1849,1994,1316,1428,1878,1216,1031,877,1315,767,,6957,5402,6007,6631,7093,8193,9823,13553,11746,11510
740939,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,6,0,,283,738,589,274,1730,6599,3196,459,307,648,,6974,4819,4282,3508,2807,3649,3149,4720,6134,4767
740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",41,312,88,83,46,82,92,71,37,0,,377,420,425,367,359,9699,15214,9472,9148,21993,,90533,101552,112887,94803,100473,126001,150126,117343,131115,170467
760120,Unwrought aluminium alloys,65,0,7,15,5,0,0,273,913,0,,43135,16739,29455,22396,19099,27204,19660,26162,16428,22269,,278899,247462,206327,160410,128586,156833,173291,368426,1879017,2253116
740322,"Copper-tin base alloys """"bronze"""" unwrought""""",0,0,0,0,0,0,33,0,0,0,,2609,4254,7025,2646,2976,5211,2441,2901,1759,1165,,82742,77468,66208,42069,34172,42869,50370,43414,54096,98509
740822,"Wire of copper-nickel alloys """"cupro-nickel"""" or copper-nickel-zinc alloys """"nickel silver""""""""",0,0,0,0,0,0,0,0,0,0,,157,4208,599,175,97,308,986,5981,6383,776,,9710,15054,16942,8757,10957,12520,11370,9658,7331,10258
810194,"Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering",0,0,0,0,0,19,0,0,0,0,,569,800,250,290,235,766,407,899,188,4923,,633,336,653,6189,821,903,1394,595,506,157
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",0,0,0,0,0,0,0,0,0,0,,46,0,3,11,32,2969,12,30,139,22,,34378,34091,34912,3967,3015,6251,5148,5652,8597,8286
811299,"Articles of niobium """"columbium"""", gallium, indium, vanadium and germanium, n.e.s.""""",53,40,0,2,0,0,0,0,0,0,,2307,3042,2645,718,1540,515,1079,721,2195,1784,,20499,26110,13693,17403,10707,17305,17574,26570,29808,17291
820110,"Spades and shovels, with working parts of base metal",0,0,0,0,0,0,0,0,0,0,,97,159,764,147,110,59,237,210,82,45,,544,629,561,264,195,212,231,231,360,260
820239,"Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, ...",2,0,3,0,3,3,2,5,0,0,,4190,4725,4413,4524,5054,3640,3190,2555,2249,2407,,19455,21158,23231,30438,31324,36587,37994,39250,50772,68615
820240,Chainsaw blades of base metal,70,118,190,117,0,0,0,0,0,0,,2178,2869,5163,3251,1746,3187,11966,14323,13089,10652,,27379,24594,22769,21749,20414,29806,34543,31351,33433,37584
846229,"Bending, folding, straightening or flattening machines for flat products (excl. numerically ...",8,190,116,947,18,0,0,0,0,0,,3917,10691,4951,5963,3726,3960,7943,9025,8084,7709,,59509,81608,106673,75375,44335,51150,65315,83424,36360,61875
846390,"Machine tools for working metal, sintered metal carbides or cermets, without removing metal ...",321,94,2,0,0,183,0,318,0,0,,5402,2909,3940,2850,5006,3030,2267,1583,930,1115,,218191,220135,178093,143230,111824,133797,166204,157547,73728,89142
843991,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s.",0,0,7,0,0,0,0,0,0,0,,36884,8466,10588,8070,10559,17789,13817,9155,9963,6951,,65166,51687,53733,40780,38631,39888,42593,41346,38090,47059
844110,"Cutting machines for making up paper pulp, paper or paperboard (excluding bookbinding machinery ...",0,104,0,8,0,0,0,0,0,0,,6816,12828,7877,7865,5644,6169,5265,10957,8725,16254,,134406,85604,80691,66351,55255,54974,74579,34978,52870,80546
846595,"Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or ...",51,60,37,18,14,0,14,0,11,0,,2436,3276,1284,1821,747,611,173,245,344,193,,76980,68466,35177,28994,45235,41467,39008,21637,25104,23552
846630,"Dividing heads and other special attachments for machine tools, n.e.s.",64,159,10,1,0,2,3,2,0,0,,3058,4872,4982,4853,7840,4237,3687,4999,7609,15171,,197311,153601,234640,225158,153881,191494,251056,110810,149384,173139
846691,"Parts and accessories for machine tools for working stone, ceramics, concrete, asbestos-cement ...",25,20,33,7,2,6,15,80,1,0,,134031,44398,41434,35941,40703,32058,35540,13012,6980,7591,,24041,30673,16158,12620,13844,15044,23455,26488,13556,15284
845229,"Sewing machines, industrial type (excluding automatic units)",0,0,116,0,0,9,0,1,0,0,,239702,298279,340679,364452,343814,252982,456261,285893,162086,268559,,8696,7270,5947,5861,7244,8877,8123,6108,4544,6528
845410,Converters of a kind used in metallurgy or in metal foundries,0,0,0,0,0,0,0,0,0,0,,9747,10080,18416,11419,15226,10470,11961,8443,7071,9459,,12444,9294,8544,2533,85,274,3156,2649,0,0
845620,"Machine tools for working any material by removal of material, operated by ultrasonic processes ...",47,4,26,25,0,0,0,0,6,0,,1089,45,53,251,192,513,331,203,252,587,,6490,7403,3916,4579,11460,13787,6361,8299,6828,2990
845690,"Machine tools for working any material by removal of material, operated by electro-chemical ...",66,71,0,87,506,71,0,0,0,0,,9017,20652,4324,7962,7099,8714,2269,3541,3431,1170,,55451,60095,62722,53042,40395,20435,21219,15023,18062,17808
845941,"Boring machines for metals, numerically controlled (excl. way-type unit head machines and boring-milling ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,287,83,91,146,,0,0,0,0,0,15605,19658,34263,24224,15023
845961,"Milling machines for metals, numerically controlled (excluding way-type unit head machines, ...",0,55,0,127,122,183,0,16,6,0,,1542,2400,10405,1774,2605,2069,704,1926,2542,651,,327641,275682,278855,226970,161768,212510,188038,165300,105861,88471
846011,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",1219,6,677,200,989,0,0,0,0,0,,1559,704,683,941,1514,1880,0,0,0,0,,145682,90560,61221,56933,60649,0,0,0,0,0
846031,"Sharpening """"tool or cutter grinding"""" machines, numerically controlled""""",0,0,0,0,0,0,0,0,0,0,,5679,1466,1078,2585,3819,712,725,883,242,534,,216701,176673,172217,214588,158922,245486,285340,132875,125907,198296
842441,"Agricultural or horticultural sprayers, portable",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,491,240,269,171,,0,0,0,0,0,1223,955,704,1447,1960
842959,"Self-propelled mechanical shovels, excavators and shovel loaders (excluding self-propelled ...",0,0,0,0,0,0,0,0,0,0,,154349,98139,92516,118506,72050,150900,98098,36425,26990,37899,,6630,3305,6200,4445,2083,4527,2519,1429,668,743
843242,Fertiliser distributors (excl. sprayers and manure spreaders),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,34,8,7,10,,0,0,0,0,0,9553,9135,4209,6465,5756
843351,Combine harvester-threshers,0,0,0,0,0,0,0,0,0,0,,4,161,160,150,61,451,132,64,0,0,,108148,141114,63077,67340,65300,13141,13408,10026,19748,79465
843490,"Parts of milking machines and dairy machinery, n.e.s.",0,0,0,0,115,261,0,0,0,0,,2568,1879,4847,3956,419,2516,961,700,4464,1632,,11020,11705,18344,13664,6322,7617,7853,5669,11138,19707
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),8,0,0,0,0,0,0,0,0,0,,216,817,74,2142,716,38,121,842,146,50,,261,850,1554,1119,1615,1633,445,708,1125,2132
441875,"Flooring panels, multilayer, assembled, of wood other than bamboo (excl. for mosaic floors)",0,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,42,39,16,132,,0,0,0,0,0,53808,57338,59228,44960,54583
442110,Clothes hangers of wood,0,0,0,0,0,0,0,3,0,0,,742,485,305,165,242,391,846,142,68,143,,2150,2111,1933,1737,1619,1526,2406,1965,1267,1802
450190,"Cork waste; crushed, powdered or ground cork",0,0,0,3,0,0,0,0,0,0,,0,0,0,23,93,15,42,87,22,73,,395,491,779,2774,793,2063,1744,2071,1380,2609
470411,"Unbleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4786,4186,5352,5992,4887,2853,4168,2574,2889,5307
470429,"Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,234,283,200,172,78,79,13,18,0,0,,6340,6003,7405,5264,5412,4422,5392,3821,4538,6258
470630,Pulps of fibrous cellulosic bamboo material,0,0,0,0,0,0,0,0,0,0,,0,0,7,5,0,0,0,0,0,0,,1323,917,967,123,100,16,27,16,22,21
470691,"Mechanical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,1447,1190,45,0,1,0,0,0,401,436,,1519,1039,160,150,20,30,47,53,99,223
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,8847,8036,9737,6502,3107,9572,4787,8096,4736,1354,,83533,67091,27301,30600,29813,169064,295148,243459,267559,336309
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",0,1,0,0,0,0,0,0,0,0,,460,1373,543,1547,258,894,824,1052,652,129,,1420,1326,1127,1492,1232,1228,1561,1487,1225,1351
410320,"Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved ...",0,0,0,0,0,0,0,0,0,0,,16745,12978,16654,11220,8712,5710,6964,5598,3508,3456,,220,373,364,517,1648,2009,1797,1995,2563,1480
410530,"Skins of sheep or lambs, in the dry state """"crust"""", without wool on, whether or not split ...""",0,0,0,0,0,0,0,0,0,0,,7,10,0,0,0,0,0,0,0,0,,8492,2904,17094,39956,25811,13681,7188,5925,2416,4081
410622,"Hides and skins of goats or kids, in the dry state """"crust"""", without wool on, whether or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,0,0,,16778,12647,12016,14001,8628,11602,9211,6815,2911,3539
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5,,1820,743,1583,360,3,5,2,6,43,7
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,257,59,44,221,150,1,0,32,0,0,,10800,7310,7447,16798,8712,6187,18560,11307,10017,12321
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",1,1,0,0,0,0,0,0,0,0,,76,37,33,77,374,29,39,17,45,421,,22099,16929,22091,20816,24062,18349,20856,22958,12559,13018
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,3,17,15,1,0,0,0,0,0,0,,921,237,677,187,198,414,425,734,1050,340,,138801,109491,112930,104563,97722,93557,107754,87365,56307,61503
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,1,0,0,33,0,0,0,0,,1756,2193,1002,1235,1630,1936,1767,1808,573,1437,,59962,54089,52328,37367,31810,26803,28189,26195,11479,11463
511290,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,4,0,0,0,,640,383,126,138,137,171,90,88,121,296,,25641,20720,18950,19578,19462,17204,18887,17102,10153,11249
520299,"Cotton waste (excluding yarn waste, thread waste and garnetted stock)",0,0,0,0,0,0,0,0,0,0,,173,148,10,8,614,14,64,48,4,9,,61735,139198,54542,43012,63811,72542,297,0,0,0
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,,341550,423190,290365,329271,260911,269691,295291,267441,196931,324664
520523,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,11,168,0,0,0,0,0,,221587,277779,272999,280219,248059,310414,341123,356679,249061,309971
520534,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,41982,62518,76017,97370,71660,89094,83292,64939,41525,61764
520535,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,20,8,50,75,21,39,78,57,8,25
520543,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,8119,7913,10027,11504,6651,9927,8813,3240,3244,1760
520546,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,65,4,0,0,0,0,0,0,0,4,,569,659,752,1482,794,1091,5499,10235,1610,6168
520622,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,1203,0,0,0,0,0,0,0,0,,62631,63293,57854,58671,52890,53907,48395,35453,21558,12926
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,46966,57080,41201,52071,59455,81575,70317,57255,52748,52941
391220,"Cellulose nitrates, incl. collodions, in primary forms",0,0,0,0,0,0,0,0,0,0,,42,60,29,10,13,98,113,105,53,188,,2037,1386,1359,1074,1943,979,969,929,554,1034
391239,"Cellulose ethers, in primary forms (excluding carboxymethylcellulose and its salts)",2,2,2,0,0,16,0,0,12,0,,9278,9115,9135,8283,7765,8563,7556,9505,8977,8199,,76943,76003,82235,91209,91103,104850,122487,129374,137561,137738
391530,"Waste, parings and scrap, of polymers of vinyl chloride",733,3741,1368,709,0,169,0,0,0,0,,3577,2982,2409,1147,694,826,617,525,332,0,,450992,278644,246377,127430,228742,184551,70,0,180,0
392073,"Plates, sheets, film, foil and strip, of non-cellular cellulose acetates, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,23,21,17,67,75,10,2,241,46,91,,76735,136720,235412,300335,395702,403524,441537,451225,527528,579552
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,0,0,0,0,0,0,0,0,1,0,,953,225,103,166,100,167,213,224,704,4257,,151,97,148,1247,85,370,2951,9028,10442,5196
390450,"Vinylidene chloride polymers, in primary forms",0,0,0,0,0,0,0,0,0,0,,513,31,16,1027,717,429,84,12,8,0,,80514,64581,54966,34917,26271,14983,18513,18121,22750,19729
390750,"Alkyd resins, in primary forms",4,1,0,0,0,0,27,0,0,0,,8406,4784,3728,2278,4709,4636,3934,3746,2423,2761,,40801,36265,33514,26496,24915,26142,26610,16699,15526,20997
390760,"Poly""""ethylene terephthalate"""", in primary forms""""",7,29,1,12,0,0,0,0,0,0,,12839,6289,4505,4543,3855,10319,0,0,0,0,,377077,406914,530273,571734,379385,9,0,0,0,0
400211,"Styrene-butadiene rubber latex """"SBR""""; carboxylated styrene-butadiene rubber latex """"XSBR""""""""",28,0,0,0,0,0,0,0,0,0,,6622,4634,4959,2182,3312,2354,3756,2882,1042,2044,,168245,142256,154897,151857,132767,199274,198047,163453,162719,227572
401161,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,0,0,0,0,0,0,0,0,,2935,6669,5580,5333,799,2490,0,0,0,0,,882,1766,2754,2661,2623,0,0,0,0,0
