Product code,Product label,"Korea, Republic of's imports from Taipei, Chinese-Value in 2012","Korea, Republic of's imports from Taipei, Chinese-Value in 2013","Korea, Republic of's imports from Taipei, Chinese-Value in 2014","Korea, Republic of's imports from Taipei, Chinese-Value in 2015","Korea, Republic of's imports from Taipei, Chinese-Value in 2016","Korea, Republic of's imports from Taipei, Chinese-Value in 2017","Korea, Republic of's imports from Taipei, Chinese-Value in 2018","Korea, Republic of's imports from Taipei, Chinese-Value in 2019","Korea, Republic of's imports from Taipei, Chinese-Value in 2020","Korea, Republic of's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021","Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,5695,7085,5194,3204,3104,4735,7022,5754,9315,14339,,0,3364,31494,27046,20425,27198,31327,33959,32265,44660,,256109,251075,252360,295396,263037,272571,316947,310576,264766,374831
901831,"Syringes, with or without needles, used in medical, surgical, dental or veterinary sciences",162,130,80,402,567,97,357,569,1277,14284,,14815,10952,10071,8288,9007,9052,9043,10181,13243,13806,,31854,31865,37062,44293,48154,55343,56173,67195,60901,88033
761699,"Articles of aluminium, n.e.s.",6239,4334,9440,8604,12209,16821,20002,16322,18775,14192,,516935,508673,521986,533062,532552,556875,610040,534698,532770,675830,,165517,166240,170180,196790,254960,295664,361327,343549,344968,522811
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",16674,5539,3087,1711,3029,7727,9622,7237,6197,13815,,203708,235733,261421,188074,229721,335497,424579,377723,346230,504340,,780092,667933,631785,520845,474539,701845,568525,502187,312001,534975
392390,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates ...",2789,2369,3412,2323,3462,5757,10795,10476,12453,13787,,71743,60935,62941,66461,73293,92674,102412,108672,126913,155326,,86608,85599,84811,81306,105493,131470,172326,181183,193750,226163
731100,"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ...",16248,10872,10069,10834,11130,10407,8703,9192,11875,13620,,33135,11920,14809,13582,15806,12122,14380,13955,15971,16048,,191360,166729,195067,205199,185714,213287,194052,190417,205706,244838
846693,"Parts and accessories for machine tools for working metal by removing material, n.e.s.",26231,22578,21167,14255,11460,15691,12877,10356,8733,13255,,514232,452044,532513,498791,493698,622634,660335,514525,480911,711251,,224643,211759,207276,195296,160617,192834,212988,180534,136103,178293
950632,Golf balls,5041,6579,9176,7343,7103,6579,9810,9660,9266,12968,,112657,105575,107118,104851,99549,106908,125480,137485,138953,224600,,57478,53337,60174,66347,62249,69359,73896,84294,88715,99500
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",8505,10261,9025,15366,16008,16156,18674,20976,15014,12896,,433942,466125,523745,472854,434563,413794,469301,450234,530638,651557,,301760,424216,396392,329538,364718,421216,460067,479646,558875,587534
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",2733,7560,11556,14691,6333,3907,4622,9141,11028,12711,,18983,19880,31126,34484,36016,46318,37269,34795,45614,52011,,66376,63263,73884,52529,35545,36955,35554,43500,69015,102495
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,4220,3251,10378,6718,5444,6506,8463,1245,1466,12230,,190238,295074,296275,267257,232735,256280,223514,186410,186292,284548,,375890,344850,333257,308464,317235,400962,406979,379418,357692,494072
290121,Ethylene,19674,5931,68121,33863,18259,26600,60760,15839,45347,12113,,156346,244785,265950,324969,248030,202786,213643,105248,125519,114818,,164194,188558,332982,224018,154744,123577,161488,105539,240685,217114
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",12885,12992,13906,14074,11865,12825,13657,10218,7808,11942,,114448,120132,128393,119648,117455,174056,184271,171272,149618,218761,,225316,235699,294567,299845,209038,264753,292841,233281,206719,210442
854121,Transistors with a dissipation rate < 1 W (excluding photosensitive transistors),57429,30681,23291,17591,18545,17110,12554,9369,8120,11711,,34587,32815,42798,63351,80354,83486,88367,82990,87940,107160,,395012,346340,324534,275593,252900,271257,314531,327946,335496,396066
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",8703,16552,8150,7987,8563,9356,9148,8896,8408,11686,,86580,127324,123265,120564,115962,135232,192416,213745,150283,186269,,297376,514493,351154,311975,309415,294858,272895,269614,249126,301563
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",6,0,181,635,1316,1431,2359,8362,16091,11685,,2456,2788,2209,3775,2675,3084,6297,11171,17140,21575,,63712,63787,56167,65832,65530,68906,75236,108075,156994,177332
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",5803,5685,7200,7345,5928,6496,6180,6694,9944,11580,,467625,391288,380276,323860,310795,307677,322701,297230,348065,409625,,475297,561836,658068,701393,802371,796670,814905,766744,737603,895221
722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or ...",5528,10843,20652,18064,14101,16977,14742,10318,12689,11026,,26907,31618,29739,26428,21021,23173,30411,23222,15075,16585,,71795,74294,79740,66399,50915,52181,47371,42756,45664,54386
281122,Silicon dioxide,21360,20688,21142,18223,15010,14227,9023,13524,11993,10993,,96688,94121,98960,90376,94441,97866,100836,105436,87928,101874,,130761,135089,134310,140684,131435,142468,137351,137515,125736,154175
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",746,2469,4020,3015,2464,2328,4048,17277,12381,10921,,22209,23477,25283,25159,26093,33843,54066,127552,81188,100068,,1107,3562,4609,3674,3930,3534,4951,19008,13505,11688
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)",11377,10396,8180,7816,9511,12104,29965,13156,11401,10776,,508704,480007,496780,475843,699719,848591,1748228,1089036,1397759,1809868,,562549,654440,537520,560195,534963,605435,812917,747078,840286,989493
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",205,378,652,664,1185,2289,4371,10778,7246,10759,,14747,5786,2978,6434,7154,8401,8507,6225,9598,8006,,116719,128918,144328,143122,147748,143343,152510,157410,157434,190196
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",16773,16101,18817,20623,17814,14979,11563,16427,18541,10712,,314206,294139,308187,265718,219304,173103,165870,162519,161256,117879,,54312,55087,71168,81446,84749,79734,97827,107623,145634,174610
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",4630,5754,7995,9686,5046,574,48,1115,10001,10697,,24018,26500,27286,24222,25274,27170,29042,20748,22002,17405,,25220,38990,44852,48351,54533,73262,77817,105429,155173,136448
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",5057,6027,6622,3992,3044,10453,16112,5090,5328,10515,,298280,319418,395382,377346,382927,451170,497308,448487,531493,863044,,3248528,3952969,1446865,1653415,1266477,1326943,1420840,1418986,1291697,1541973
722860,"Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further ...",2814,6905,10812,10037,4801,8115,7853,8405,7391,10412,,19852,17706,18776,19072,15176,17158,15581,13585,15953,21362,,167681,182008,207246,218915,203224,254336,235065,235981,165592,266914
390950,"Polyurethanes, in primary forms",19885,21482,24315,20865,18994,16686,14630,7880,6962,10087,,281372,329858,342955,293817,283049,314838,339856,372364,326376,418481,,94608,107182,121750,103944,109614,114805,124168,118530,112433,153992
950639,Golf equipment (excluding balls and complete clubs),3795,3803,4555,4586,5570,5691,6536,6574,8266,10071,,231917,222961,219647,205852,202575,218462,229274,233457,198569,320929,,40966,45537,48143,43857,54803,58872,66778,74732,88466,126835
540233,Textured filament yarn of polyester (excluding that put up for retail sale),7013,6966,9198,6913,7229,6246,6015,12279,14067,9857,,388780,342587,320357,276650,262193,276517,326488,302403,240182,292799,,127773,154974,211683,181788,179365,205308,237975,223905,187129,224532
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,17490,13895,7833,5852,3075,9015,8210,11838,15437,9812,,203741,210531,280813,309919,263688,431740,453522,231720,339934,452849,,777378,389837,389539,328127,362573,592044,685662,692617,884827,1011774
291260,Paraformaldehyde,876,1184,1167,1010,830,2061,5803,4956,5215,9637,,29692,29993,32834,27724,27336,31785,36262,27481,20736,33812,,8849,10191,11675,10726,9159,10717,14357,14822,13490,23729
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",934,729,14155,659,710,1057,1238,2250,2198,9406,,461438,465215,440137,411557,448797,485799,593358,686699,747143,922372,,50782,35303,66959,60991,53127,112110,85490,73041,69137,89387
280461,"Silicon containing >= 99,99% by weight of silicon",7026,8227,12513,617,1998,569,185,217,148,9400,,397575,499604,600230,511907,615390,614762,551139,244648,172824,288509,,467145,428679,381726,337634,268321,301549,273346,223228,241417,302953
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",14685,13892,16806,16213,13759,8920,11435,10442,9597,9380,,153717,157486,174049,166454,161441,167458,174821,173629,155395,183663,,43416,42093,53643,62637,64516,60649,63877,65244,64509,77082
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",10052,14516,0,10,0,4992,6580,202182,52521,9367,,0,279633,3473662,2052983,1846807,2031506,2279340,1898177,687123,1894052,,20543698,21917991,21897149,11730198,9074071,11117918,15935866,13797188,10146247,19097311
731010,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",539,445,355,1255,5262,5532,6926,7778,8343,9033,,17626,14538,15690,12074,6575,13244,10398,8534,7865,5974,,17712,20548,22027,28876,51274,56906,82797,85619,93623,120358
950631,"Golf clubs, complete",1017,2145,2622,3830,3391,4669,4478,6325,5467,9029,,12621,38543,46724,41188,35031,42461,29190,47103,52459,75323,,244823,239436,229911,213181,219039,238474,289107,295382,341786,467454
847050,Cash registers incorporating a calculating device,11686,7565,14473,11868,15028,17597,11133,9836,8617,8975,,123523,159507,172925,176645,170974,169125,147913,140323,135699,197392,,35405,27148,48260,46233,43404,54583,73422,45852,58013,52681
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",4396,0,2332,0,0,0,4440,1810,1319,8823,,27483,20177,20179,5688,4330,41052,33701,41817,20182,103243,,163267,99550,109671,87737,63680,66122,54953,60037,44626,37589
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",3636,4552,5158,6087,7998,9779,12478,9264,11022,8793,,185886,196356,206977,201729,196973,211418,214231,218842,226405,258061,,635948,659733,633648,667165,638717,675761,731139,738467,672386,622276
870210,"Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition ...""",0,0,0,2653,3902,16441,6834,13705,0,8787,,343,623,6,2925,3818,15209,6833,14275,0,8424,,4338,11759,21945,5718,14742,49138,48095,73525,47701,23253
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",6142,6151,11449,6249,8300,10565,6384,5373,5691,8750,,361153,465208,477515,402084,397610,474919,584706,487987,469037,635745,,244195,241686,272708,242662,261303,272084,262899,248223,237661,248031
270730,"Xylol """"xylenes"""" containing > 50% of xylenes (excluding chemically defined)""""",8871,29807,11526,29307,73689,57407,10631,13910,11289,8699,,67057,60600,228290,134771,118535,136813,194809,170890,158180,183618,,1306499,1960653,1462209,1068323,950847,921308,999714,853396,479838,600609
540245,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, untwisted ...",4725,6392,5100,4997,2729,4715,4056,6388,5290,8656,,213124,234036,238184,184243,154580,159850,147613,127294,89488,106267,,39485,42140,45825,38941,32846,44653,44395,58582,47029,72048
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",37338,60073,38399,42867,29250,16398,16973,17271,19836,8599,,253110,311673,284574,198273,172794,213177,263639,259242,163325,204080,,132605,227733,213998,79850,38649,36683,43498,37564,40807,36501
853229,"Fixed electrical capacitors (excluding tantalum, aluminium electrolytic, ceramic, paper, plastic ...",6748,6643,4088,3928,3333,3648,4443,2863,3888,8573,,176815,150685,136841,121877,212026,224854,213266,114797,113396,130665,,128847,102528,99091,87204,81317,90434,108107,98156,112474,228033
700600,"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ...",95378,31525,19578,14709,13807,5297,2254,3577,1957,8443,,1016074,722179,639250,645228,767384,659378,644862,525836,654837,677563,,428560,175236,181920,147341,149141,148676,208046,303844,330695,444639
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",5768,4009,4916,4849,4618,5205,6146,5968,5480,8220,,199304,229668,259766,278320,329248,333554,318898,359081,407918,441803,,2262824,2222301,2533213,2434657,2882817,2818188,3192357,3255735,3469101,3960262
731816,Nuts of iron or steel,15934,11120,11868,9147,8249,9980,10542,9523,10047,7993,,750988,781073,884545,830315,788460,895411,995556,897104,731365,1044051,,133257,136194,127298,119746,107791,113294,133292,125696,114096,129982
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...",1180,1072,1708,1236,1304,1771,1755,1778,4395,7867,,505237,271750,364732,421618,490521,353858,285847,239535,407712,462078,,104869,99631,87663,77471,86701,107621,139237,130432,130415,136353
290542,Pentaerythritol,4915,5024,5152,6219,5320,6369,6181,5903,4940,7820,,31016,32175,40387,34002,33072,32594,36584,34046,30376,40007,,11416,12498,13979,14449,14810,16448,18147,16358,14470,24187
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",5963,5834,8026,8988,8817,8993,8900,7875,7154,7654,,154088,144442,140400,132887,138109,150182,200513,178341,170602,185297,,80993,72756,71328,66045,67995,68841,64852,61608,66664,77642
