Product code,Product label,Russian Federation's imports from United States of America-Value in 2012,Russian Federation's imports from United States of America-Value in 2013,Russian Federation's imports from United States of America-Value in 2014,Russian Federation's imports from United States of America-Value in 2015,Russian Federation's imports from United States of America-Value in 2016,Russian Federation's imports from United States of America-Value in 2017,Russian Federation's imports from United States of America-Value in 2018,Russian Federation's imports from United States of America-Value in 2019,Russian Federation's imports from United States of America-Value in 2020,Russian Federation's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
30325,"Frozen carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,844,397,870,707,1115,490,1372,1283,141,215,,0,0,0,3,2,0,0,0,48,118
30334,"Frozen turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,603,68,134,142,116,87,13,1186,1151,0,,252,5,359,262,304,135,264,288,0,135
30351,"Frozen herrings """"Clupea harengus, Clupea pallasii""""""""",0,0,43,0,0,0,0,0,0,0,,38281,60976,65405,41595,29863,30551,23181,14813,12359,43293,,130530,150470,105359,66420,50208,66818,51121,74688,50102,65485
30391,"Frozen fish livers, roes and milt",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,362243,327318,297179,252287,315380,,0,0,0,0,0,3137,1434,936,1134,2018
30463,"Frozen fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,226,177,155,7,36,138,65,,12,84,66,0,10,10,21,0,0,0
30471,"Frozen fillets of cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,41012,19267,13834,17133,16571,19519,18694,15561,14253,17386,,122,28,483,3,331,0,0,12,2,113
30475,"Frozen fillets of Alaska pollack """"Theragra chalcogramma""""""""",74,206,2292,0,0,0,0,0,0,0,,246925,339188,380235,341772,332162,329645,367960,400654,335840,305496,,19233,18295,23255,9199,6267,6974,8710,9087,7785,2610
30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, ...""",313,3145,1962,0,0,0,0,0,0,0,,7484,8571,10711,14103,15116,22548,32429,42291,37644,25831,,602,4438,3449,549,2458,2316,4898,4643,4291,2411
30510,"Flours, meals and pellets of fish, fit for human consumption",0,0,0,0,0,0,0,0,0,0,,27135,1193,1027,534,1430,4373,1462,1082,383,657,,3,2,7,62,457,0,41,48,40,5
30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, ...",0,0,0,0,0,0,0,0,0,0,,984,471,256,228,1573,1083,307,738,128,643,,1937,1210,1410,338,341,7484,12524,11182,5693,5084
30559,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)",0,0,0,0,0,0,0,0,0,0,,1930,1515,1004,683,966,538,350,571,348,349,,45031,27968,22792,16167,17776,12270,19325,29267,29364,28536
30564,"Tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,6,0,0,17,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30572,"Fish heads, tails and maws, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,802,898,71,425,1277,960,846,807,692,316,,0,0,0,41,16,422,51,1,681,1262
30622,"Lobsters """"Homarus spp."""", even smoked, whether in shell or not, live, fresh, chilled, dried, ...""",679,1323,622,0,0,0,0,0,0,0,,442150,451945,580894,578228,653780,0,0,0,0,0,,2342,2936,1802,227,169,0,0,0,0,0
30624,"Crabs, even smoked, whether in shell or not, live, fresh, chilled, dried, salted or in brine, ...",1,1,0,0,0,0,0,0,0,0,,69175,75401,75935,62778,96459,0,0,0,0,0,,929,1419,810,12,17,0,0,0,0,0
30634,"Norway lobsters """"Nephrops norvegicus"""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,395,812,1216,347,,0,0,0,0,0,524,629,462,219,469
30693,"Crabs, whether in shell or not, dried, salted, smoked or in brine, incl. crabs in shell, cooked ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2452,962,2518,1830,1378,,0,0,0,0,0,1,2,3,3,3
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...",0,0,0,0,0,25,8,0,0,0,,0,0,0,0,0,1138,3695,2304,2491,1921,,0,0,0,0,0,33,541,157,0,0
30712,"Oysters, even in shell, frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1238,2079,1309,447,956,,0,0,0,0,0,38,0,11,2,23
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,118966,102561,93762,67883,79071,,0,0,0,0,0,2974,4383,5414,3727,5401
30749,"Cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola spp."""" and squid """"Ommastrephes ...""",3,32,0,0,0,0,0,0,0,0,,175367,147889,167752,109634,137706,41397,22286,6808,5298,10386,,18752,25413,42650,24398,28617,24755,38436,22651,20712,26140
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, ...""",6,21,4,0,0,0,0,0,0,0,,71775,80306,81614,97048,109037,107271,109263,92930,68943,92878,,74,127,155,1,0,0,0,1,0,0
30819,"Smoked, frozen, dried, salted or in brine, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,27522,35391,20388,15949,20179,9800,10224,4713,4064,4673,,0,0,0,0,0,0,0,0,0,0
30822,"Frozen sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,62,201,9,0,69,,0,0,0,0,0,0,0,0,0,0
30829,"Smoked, frozen, dried, salted or in brine, sea urchins """"Strongylocentrotus spp., Paracentrotus ...""",0,0,0,0,0,0,0,0,0,0,,148,181,198,163,64,59,37,0,0,13,,0,0,1,1,0,0,0,0,114,369
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,1064,679,1751,984,5140,10151,9983,11525,11502,12247,,4163,5765,5311,4981,1305,2425,1746,2530,4998,5775
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",0,0,0,0,0,0,0,0,0,0,,20637,26650,26019,15187,9976,12180,15364,14118,9426,31587,,52560,66721,36485,21096,19497,29484,7751,5682,8122,3538
40610,"Fresh cheese """"unripened or uncured cheese"""", incl. whey cheese, and curd""""",0,0,0,0,0,0,0,0,0,0,,273621,413902,546457,434136,342437,438718,434914,483036,469366,497540,,273938,347028,272996,122537,131586,185172,200517,234092,263307,292089
40620,"Grated or powdered cheese, of all kinds",0,0,0,0,0,0,0,0,0,0,,238064,251347,349182,379889,342449,436281,418880,360577,424263,475531,,11784,19148,10259,2361,2376,2656,3713,3067,1155,4374
280470,Phosphorus,0,0,0,0,1,0,0,0,0,0,,61087,62303,60956,61590,60588,54700,38195,29972,42699,52746,,5025,2065,2473,2447,2081,1272,2004,986,492,1593
282911,Chlorate of sodium,0,0,0,0,0,0,0,0,0,0,,24304,22472,25727,22994,22070,23880,23501,25459,21146,26491,,21048,20740,19934,18667,18679,20733,22621,21264,20194,20122
260900,Tin ores and concentrates,0,0,0,0,0,0,0,0,0,0,,4835,2963,2708,2133,3099,2233,3007,4001,3067,4774,,5545,4412,2309,0,0,232,54,11,15,0
261000,Chromium ores and concentrates,366,1509,1018,0,0,169,0,17,0,0,,13581,7612,8636,10539,5038,11798,13849,12669,5187,5261,,303398,271185,228693,161334,126052,175496,199474,153134,71824,110749
220290,"Non-alcoholic beverages (excluding water, fruit or vegetable juices and milk)",3009,4418,765,200,272,0,0,0,0,0,,623703,719919,860195,944073,916202,0,0,0,0,0,,78594,93659,87247,55611,70164,0,0,0,0,0
250870,Chamotte or dinas earths,318,276,390,368,153,90,0,0,0,0,,1141,1462,1155,602,1282,1577,1924,1676,1616,2338,,1508,1469,1803,2319,1938,1764,2089,2068,1249,2098
261710,Antimony ores and concentrates,0,0,0,0,0,0,0,0,0,0,,1690,1487,1670,1851,1146,1244,868,859,1286,1093,,0,0,0,74,108,474,0,0,0,0
261900,"Slag, dross, scalings and other waste from the manufacture of iron or steel (excluding granulated ...",0,0,0,0,0,0,0,0,0,0,,15507,27125,17278,10368,4225,4288,6016,11077,9297,22297,,402,2453,1895,611,405,435,567,1788,2991,5065
270710,"Benzol """"benzene"""" containing > 50% of benzene (excluding chemically defined)""""",0,0,7,0,14,0,0,0,0,0,,339,15297,490,474,5307,11891,72517,75629,54210,47473,,99,5,47,10,600,1471,5695,7599,238,330
290723,"4,4'-Isopropylidenediphenol """"bisphenol A, diphenylolpropane"""" and its salts""""",0,0,4,0,0,0,0,0,0,0,,30728,35666,21289,10237,3410,1874,1552,1773,2414,2717,,340,121,82,94,262,558,813,1377,1390,2281
290911,Diethyl ether,8,6,0,0,0,0,0,1,1,0,,5336,3755,3643,4097,4030,7007,3547,3802,3186,3186,,49,44,1245,368,127,68,13,65,12,39
291423,Ionones and methylionones,0,0,12,3,0,0,0,0,0,0,,3582,4192,4078,1206,1016,2495,5022,2850,2714,2571,,0,0,13,21,14,63,30,15,13,21
284410,"Natural uranium and its compounds; alloys, dispersions, incl. cermets, ceramic products and ...",94192,125451,1,123249,37139,67664,49805,0,0,0,,579269,245267,396598,854829,483040,365093,253295,101469,214313,210797,,482594,774268,769719,882116,457345,398425,443575,610553,533067,0
284420,"Uranium enriched in U 235 and its compounds: plutonium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,1004101,702307,385976,470740,103721,200057,132375,90139,184061,130498,,0,0,3143,0,0,0,0,0,0,0
284590,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not ...""",5,3,6814,0,0,0,0,0,0,0,,75226,75371,101198,128717,118297,130016,153629,178355,178104,279983,,445,437,7402,0,0,0,0,0,0,0
290373,Dichlorofluoroethanes,0,0,0,0,0,0,0,0,0,0,,2762,5933,6305,5608,4068,2407,2922,722,7,4,,3826,3327,2910,752,6358,3281,3209,2399,0,0
290377,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,4,0,0,4,0,0,0,0,,1854,1705,2291,1273,3222,2949,3014,7914,12002,7478,,949,1129,1042,1395,1279,1573,7467,8752,12416,12234
251830,Dolomite ramming mix,0,0,0,0,0,0,0,0,0,0,,1587,917,1012,1124,838,1317,1891,1463,461,160,,267,2047,442,298,240,390,319,79,161,154
252210,Quicklime,0,0,0,0,0,0,0,0,0,0,,19093,26452,33991,41248,40636,48407,48278,39409,25682,30042,,14832,20040,20891,12940,11773,11026,11135,13162,9211,10004
252490,Asbestos (excluding crocidolite and products made from asbestos),0,0,0,0,0,0,0,0,0,0,,69,61,54,150,229,92,81,66,3,84,,64,136,644,8,4,1,0,5,3,0
190540,"Rusks, toasted bread and similar toasted products",174,125,28,0,0,0,0,0,1,0,,32941,34216,37552,40870,39931,47476,50587,46282,52563,56097,,19714,24439,26042,14890,15834,20570,20773,21218,20861,22614
200820,"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...",8,7,1,0,0,0,0,0,0,0,,4171,5484,4631,5102,5973,6834,5941,4321,2973,4768,,49703,62557,55927,38969,40850,53485,54208,43080,51172,66559
200919,"Orange juice, unfermented, whether or not containing added sugar or other sweetening matter ...",4,4,1,0,0,0,0,0,0,0,,37766,30723,24255,19958,15762,10244,9513,6360,3253,3791,,56292,51378,51318,44358,45558,51975,51222,45824,41763,50142
200949,"Pineapple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",4,0,0,0,0,0,0,0,0,0,,3196,3453,2487,3025,3178,3989,3573,2601,3987,4280,,24023,20331,15705,11345,9145,8397,8763,9501,9231,12541
200950,"Tomato juice, unfermented, whether or not containing added sugar or other sweetening matter ...",4,3,0,15,11,3,0,0,0,0,,17567,15654,6554,4930,5543,7781,4052,2415,2128,3228,,5451,6305,4095,1602,1504,1761,2411,1837,1691,2038
190219,"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs",7,0,0,0,0,0,0,0,0,0,,147452,149006,160209,168836,132675,120678,128595,133340,157464,156341,,63063,82503,91037,44040,36440,44133,62349,61318,61876,61250
190220,"Pasta, stuffed with meat or other substances, whether or not cooked or otherwise prepared",28,0,0,0,0,0,1,0,0,0,,53845,55895,60803,68499,80438,82173,75934,74036,76206,86699,,2988,5360,7783,3821,2634,5063,5786,6028,6039,8772
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",0,0,0,0,0,0,0,0,0,0,,9494,3251,1727,1160,1385,851,912,1380,974,519,,43,50,30,71,76,237,126,49,17,11
151511,Crude linseed oil,0,0,0,0,0,0,0,0,0,0,,34195,23926,17008,13734,4588,10091,5539,2263,5596,4205,,496,621,783,484,480,451,567,4666,196,188
120810,Soya bean flour and meal,0,0,0,2,0,0,0,0,0,0,,1383792,1410385,1252879,894940,776506,764009,1087649,948209,1067303,1122971,,1114,968,383,252,164,119,207,299,269,249
160231,"Meat or offal of turkeys """"Gallus domesticus"""", prepared or preserved (excluding sausages ...""",0,0,0,0,0,0,0,0,0,0,,45059,45310,56154,69440,69390,85626,77306,79635,70676,54996,,997,2579,4138,1479,1064,1383,2035,1687,2466,2939
160232,"Meat or offal of fowls of the species """"Gallus domesticus"""", prepared or preserved (excluding ...""",1,0,0,0,0,0,0,0,0,0,,257866,304927,325857,292943,267903,300615,302830,241084,198986,253811,,55776,16716,11300,3076,2950,3904,6342,9106,13279,20256
160411,"Prepared or preserved salmon, whole or in pieces (excluding minced)",0,0,0,81,0,0,0,0,0,0,,222433,229189,207720,197214,178028,159750,166556,157457,193363,155904,,47,205,634,4161,474,1,8,6,1,47
160416,"Prepared or preserved anchovies, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,2322,740,961,2851,604,603,1687,441,213,491,,1824,3669,3215,2385,3005,1939,1954,1826,1814,2841
160418,"Prepared or preserved shark fins, whole or in pieces (excl. minced)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,67,47,0,85,61,,0,0,0,0,0,0,0,0,0,0
160432,Caviar substitutes prepared from fish eggs,1084,1080,380,4,0,0,0,0,0,0,,11359,12832,21328,17658,17392,21745,30093,22246,14996,11543,,13504,27412,46223,33020,36953,61032,70276,63743,71984,78567
160529,"Shrimps and prawns, prepared or preserved, in airtight containers (excluding smoked)",1,60,328,0,0,0,0,0,0,0,,4712,3339,4158,4175,2598,2023,2350,3917,2532,3159,,15850,25144,9442,3047,3984,7040,7478,7604,16952,18952
160551,"Oysters, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,3224,2040,367,298,188,148,169,258,149,217,,0,0,0,0,0,0,0,0,0,0
160558,"Snails, prepared or preserved (excluding smoked and sea snails)",0,0,0,0,0,0,0,0,0,0,,1118,1449,270,132,162,235,170,177,88,223,,208,192,165,73,90,120,158,68,142,164
382478,"Mixtures containing perfluorocarbons """"PFCs"""" or hydrofluorocarbons """"HFCs"""", but not containing ...""",119,215,9,1,24,3,4,2,0,0,,82086,79909,88263,58077,74022,80413,98736,84105,74791,64709,,16953,17761,20132,20786,23077,29038,42986,28390,21863,36714
382482,"Mixtures and preparations containing polychlorinated biphenyls """"PCBs"""", polychlorinated terphenyls ...""",0,1,0,0,0,0,0,0,1,0,,147,373,741,805,375,9451,5509,450,611,356,,0,1,0,0,0,0,0,0,1,0
382510,Municipal waste,0,0,0,0,0,0,0,0,0,0,,367,317,859,1615,3500,1980,1607,4407,3205,638,,0,0,0,0,31,42,0,0,0,0
380510,"Gum, wood or sulphate turpentine oils",1,0,0,0,0,0,0,0,0,0,,32863,22699,27872,33681,24569,28479,20122,26608,10585,8555,,282,52,22,68,157,447,508,620,555,1225
370120,"Instant print film in the flat, sensitised, unexposed, whether or not in packs",1,3,1,0,0,0,0,0,0,0,,3881,5152,4828,3283,1822,3973,3238,3340,3368,3919,,358,566,903,714,1264,2276,2577,3774,1786,4748
370241,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,6654,21649,28254,9171,5153,5255,958,310,451,1575,,0,0,55,7,0,0,0,0,0,0
370298,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,14,6,4,4,0,0,,5826,3206,6415,7539,12482,14454,14155,11695,8561,9466,,422,465,328,26,40,32,43,157,209,316
300460,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,37936,2046,1368,1429,1600,,0,0,0,0,0,0,0,0,0,0
310100,"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ...",0,0,0,0,0,0,0,0,0,0,,25334,31020,31552,35399,35230,37784,39776,41292,36441,44304,,22,84,5856,2662,466,456,384,621,1015,1748
293962,"Ergotamine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,4,0,9,17,7,8,37,30,36,,155,0,0,9,6,0,13,1,0,0
293999,"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",1,14,22,13,2,0,0,0,0,0,,9120,5729,8448,141758,7011,0,0,0,0,0,,12509,10522,11816,8044,11492,0,0,0,0,0
293949,"Alkaloids of ephedra and their derivatives; salts thereof (excl. ephedrine, pseudoephedrine ...""",0,0,0,0,0,0,0,0,0,0,,0,6,3,14,35,0,0,256,8,45,,0,0,1,0,0,0,2,5,6,16
300310,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...",0,0,0,0,0,0,0,0,0,0,,14005,8969,6784,3843,6464,14047,14414,8518,5614,6412,,157,513,1651,133,116,3,612,2737,2767,1749
300340,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...",0,0,0,0,0,0,0,0,0,0,,10543,9619,15633,16180,11459,0,0,0,0,0,,858,5,0,0,0,0,0,0,0,0
310250,"Sodium nitrate (excluding that in pellet or similar forms, or in packages with a gross weight ...",0,1,1,0,1,0,1,1,1,0,,4808,6534,6385,7470,5506,5525,5911,5901,5893,7596,,2328,1593,1092,538,454,119,108,47,29,72
310430,"Potassium sulphate (excluding that in tablets or similar forms, or in packages with a gross ...",0,0,0,0,45,0,0,0,0,0,,38820,19919,16720,20286,21984,32760,22194,26459,31173,25308,,1804,2818,2332,5220,7592,3131,6128,11371,8973,10869
310530,"Diammonium hydrogenorthophosphate """"diammonium phosphate"""" (excluding that in tablets or similar ...""",0,0,0,1,0,0,0,2,0,0,,1747239,1396363,1095291,943378,586195,536000,396504,414834,260687,241203,,9329,6818,6998,8241,2383,637,1059,720,413,415
291891,"2,4,5-T """"ISO"""" """"2,4,5-trichlorophenoxyacetic acid"""", its salts and esters""""",0,0,0,0,0,0,0,0,0,0,,920,380,539,678,2930,1249,483,381,1098,265,,0,0,0,0,0,0,1,8,0,4
292022,Diethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,110,44,12,0,43,,0,0,0,0,0,0,0,0,0,0
291714,Maleic anhydride,0,0,0,0,0,0,0,0,0,0,,81327,67555,78534,53290,51943,60950,56772,66276,57977,78642,,5450,6724,7019,5517,5677,6090,8938,6196,6782,12385
291736,Terephthalic acid and its salts,0,141,221,0,0,0,0,0,1344,0,,242805,155870,2136,1508,801,38486,61577,16838,24929,43163,,137717,157672,103144,105260,134160,156050,225428,311805,163633,216927
292218,"2-""""N,N-Diisopropylamino""""ethanol""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,96,56,27,79,103,,0,0,0,0,0,2,1,6,3,0
293295,"Tetrahydrocannabinols """"all isomers""""""""",0,0,0,0,0,0,0,0,0,0,,348,67,15,5,427,781,64,125,126,2160,,0,0,0,0,0,0,0,0,0,1
530130,"Flax tow and waste, incl. yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,62,182,11,10,9,3,1143,3,80,528,,1696,781,625,755,666,560,421,460,274,310
530210,"True hemp """"Cannabis sativa L."""", raw or retted""""",0,0,0,0,0,0,0,0,0,0,,44,27,155,75,278,2818,913,213,4039,2587,,0,0,0,0,0,0,0,0,0,0
530720,"Multiple """"folded"""" or cabled yarn of jute or of other textile bast fibres of heading 5303""""",0,0,0,0,0,0,0,0,0,0,,167,166,160,52,56,171,114,62,112,162,,12124,10002,7556,8353,6762,8130,5535,6616,7265,9767
530810,"Coconut """"coir"""" yarn""""",0,0,0,0,0,0,0,0,0,0,,20,6,19,17,59,62,41,65,48,3,,4666,3625,4820,3586,2035,1654,2505,1683,2015,2341
540233,Textured filament yarn of polyester (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,115707,127035,139400,138252,119081,143498,124387,117433,92449,129854,,45504,46133,46574,37970,41213,44583,47055,47502,44900,62223
540248,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, untwisted or with ...",9,0,0,0,0,0,0,0,0,0,,10918,5442,4956,5361,5031,5094,6503,8747,9075,10165,,1659,1881,743,1648,381,642,341,377,519,405
540753,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,0,0,11,0,0,0,,16044,16455,17921,16704,23416,26869,26395,42607,22631,23477,,3365,4647,3495,4818,5226,6639,9120,10633,12249,14833
540822,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",22,17,16,7,9,5,1,0,0,0,,3755,3072,2821,2154,2416,2462,4335,1225,1534,2738,,2444,2454,1749,1773,887,2076,11031,5491,2828,3896
540831,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,1797,992,1556,1131,1305,898,1685,3025,865,276,,36,194,402,1,3,5,8033,8462,1866,2786
550140,"Synthetic filament tow as specified in Note 1 to chapter 55, of polypropylene",0,0,0,0,0,0,0,0,0,0,,333,2020,1820,3094,4868,8446,6701,10385,6863,3144,,0,0,0,0,1,0,0,0,0,0
550620,"Staple fibres of polyesters, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,6870,11410,16327,18812,10033,5755,5266,5055,6004,2726,,105,48,169,46,68,31,8,43,82,83
550932,"Multiple """"folded"""" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by ...""",0,0,0,0,0,0,0,0,0,0,,639,767,545,538,959,799,571,748,620,986,,45771,33178,18822,16464,11873,13341,14050,14295,14397,13651
511111,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,0,1,1,1,0,0,0,1,0,0,,5579,4152,6006,4673,3282,4104,3624,5294,6364,6759,,1518,1040,542,602,566,733,579,548,563,788
520210,"Cotton yarn waste, incl. thread waste",0,0,0,0,0,0,0,0,0,0,,7922,8117,5844,4386,4043,3711,3483,2959,2701,5755,,15628,11065,10468,6880,4585,14041,15685,8899,6504,12424
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they ...",3,2,32,0,0,3,0,0,1,0,,309338,233759,168378,143050,74831,94100,87789,71437,99998,60069,,6090,7719,7271,4201,6186,7257,4631,6608,3821,4329
521011,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1897,1823,984,1292,713,1032,787,1307,668,129,,431,391,386,407,444,636,494,348,304,414
521112,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,168,752,378,644,465,949,732,595,273,47,,1977,3087,174,3044,3094,2975,386,3453,3095,1710
520532,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,255,328,113,139,222,108,151,277,178,279,,11750,12222,12769,9302,11004,13199,13525,12288,10531,14469
520541,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,373,164,393,693,115,155,221,2122,785,2357,,30,0,22,51,64,66,74,139,191,292
520548,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,133,113,98,58,155,279,124,95,205,115,,31,44,67,4,128,2,29,73,85,60
520614,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,119,47,0,0,3,16,54,99,0,0,,0,78,5,0,0,0,62,92,208,233
520625,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,146,3,188,36,80,41,16,0,0,0,,87,89,70,55,0,0,1,0,25,5
520842,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,1,0,0,0,,2107,2207,3220,2628,1630,1281,882,811,569,821,,657,520,163,203,335,394,316,505,771,1121
520849,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, made ...",0,0,0,0,0,0,1,1,0,0,,827,514,638,1345,673,561,172,743,441,93,,238,206,383,269,837,491,731,1047,678,986
490210,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",2,2,1,0,0,0,0,0,0,0,,803,640,465,271,201,177,453,515,516,2256,,345,335,273,156,130,88,93,107,55,40
482290,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",3,0,0,0,1,0,0,0,0,0,,15245,15760,17954,16286,14407,19756,22274,24029,18904,23550,,591,684,790,501,490,654,559,828,957,1545
480640,"Glassine and other glazed transparent or translucent papers, in rolls of a width > 36 cm or ...",700,719,542,0,0,4,7,2,3,0,,34573,36746,39887,40197,35870,35187,44139,40171,32953,37415,,1948,2105,1695,902,1568,1762,1634,1520,2182,2795
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment ...",0,0,0,0,0,0,0,0,0,0,,12620,9117,8080,7673,9440,6979,6916,8199,6003,5507,,54,14,20,36,8,11,7,1,20,54
470692,"Chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",451,431,410,495,198,0,0,0,0,0,,9515,4516,1465,3237,876,886,834,897,772,907,,4432,4923,5991,2734,1961,1614,1387,811,426,449
480442,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,81943,48971,51002,55523,60409,94945,117219,107432,96179,120391,,0,7,12,0,30,151,343,567,826,1012
480459,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,24244,23166,25722,24776,33250,36319,28414,28040,24987,29723,,2042,242,645,367,272,32,1,353,323,299
411310,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,1202,965,945,665,702,277,296,419,131,80,,804,613,718,1140,708,681,880,595,483,570
