Product code,Product label,Viet Nam's imports from United States of America-Value in 2012,Viet Nam's imports from United States of America-Value in 2013,Viet Nam's imports from United States of America-Value in 2014,Viet Nam's imports from United States of America-Value in 2015,Viet Nam's imports from United States of America-Value in 2016,Viet Nam's imports from United States of America-Value in 2017,Viet Nam's imports from United States of America-Value in 2018,Viet Nam's imports from United States of America-Value in 2019,Viet Nam's imports from United States of America-Value in 2020,Viet Nam's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,0,0,0,0,,,59880,40491,34923,23022,25323,34668,44649,40323,48293,51706,,127,73,0,0,0,3,0,0,0,
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,,,18520,20164,22846,17106,15063,24031,25418,30734,17682,9329,,5,8,2,3,3,12,22,8,8,626
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,,,2479,967,1233,1288,1144,950,218,289,152,104,,0,0,0,0,0,0,0,0,0,
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,11,0,56,107,7522,94,27,,,14309835,10575217,8163830,5416588,4233073,9578921,11824001,9582189,5884016,9425666,,175590,186418,185360,240889,398005,823290,1243149,1634989,1415077,2254665
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,,,204,1100,232,160,101,29,39,71,84,35,,127,148,125,108,75,79,252,256,18,511
271311,"Petroleum coke, non-calcined",0,0,0,446,0,14687,0,1888,11065,,,2362601,2420918,2375880,1926260,1689745,2655344,3070298,2082565,1646649,3316687,,8050,7528,5618,5890,3586,25126,4972,6501,15676,6291
280110,Chlorine,1,1,1,0,0,1,0,0,0,,,6907,6969,7259,8992,14503,19489,20237,18958,18555,21387,,33,60,122,119,142,87,13,168,37,42
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,0,5,3,18,17,23,22,29,,,7038,13677,1793,2868,1573,1780,1600,2429,1447,11779,,3080,1350,977,1037,860,948,1149,1280,1538,328
280410,Hydrogen,3,6,2,0,2,76,0,0,2,,,10298,8665,9274,8202,11183,9153,7567,8571,8142,10898,,23,183,7,16,36,122,17,36,21,49
280429,Rare gases (excluding argon),75,451,311,217,154,420,571,739,845,,,430187,453615,410674,487025,450989,412681,375228,400585,461063,380311,,2007,2043,3034,2293,2679,3501,3796,4490,4033,2585
280440,Oxygen,0,2,6,60,20,5,16,16,18,,,10966,12238,10674,9547,12848,9455,9259,7718,8079,12309,,53,64,122,108,217,190,171,192,248,441
280461,"Silicon containing >= 99,99% by weight of silicon",2,2,8,7,18,190,21624,32996,35400,,,1837918,1322660,1666356,1283565,1620984,1583998,1026231,803252,818242,1134549,,98,217,386,424,522,1543,24868,34616,35920,123366
280700,Sulphuric acid; oleum,21,7,14,14,7,4,6,1,1,,,33017,30242,21831,30826,30184,31106,40719,31293,25225,26814,,11123,7013,6670,10997,12915,22544,26937,21488,13864,26124
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",0,26,2,5,30,66,354,25,21,,,540053,541127,451457,394389,388399,317897,346776,256811,220105,315633,,5183,5603,5672,7574,7746,8642,10927,8772,13929,15485
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,499,425,552,540,3546,,0,0,0,0,0,0,0,0,0,164
281610,Hydroxide and peroxide of magnesium,129,126,116,135,22,314,87,223,316,,,21120,19226,22838,19426,18339,23563,19166,17072,16591,16667,,3151,4153,3181,2793,2672,3276,3088,2869,2873,3154
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,4,0,0,0,0,1,0,0,,,8311,5869,8822,5403,4441,3277,3256,3388,1644,1620,,58,68,65,135,136,82,537,128,119,98
282410,"Lead monoxide """"litharge, massicot""""""""",16,0,21,1,0,0,0,0,0,,,11644,13616,12468,8734,8962,12104,12123,8902,7062,10513,,607,689,674,686,1020,1199,1247,1259,1359,2942
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,0,0,0,0,,,1020,438,224,159,279,687,297,111,156,205,,120,229,226,269,368,142,28,88,49,123
282710,Ammonium chloride,2,28,28,1,22,12,44,2,0,,,2494,2498,1906,1923,2486,1851,1754,1826,2630,2858,,3027,2141,2115,4533,20208,25871,28018,35356,27914,62492
282720,Calcium chloride,0,0,1,0,1,0,1,0,0,,,59895,45435,46548,34222,32204,35203,36230,36466,36143,45305,,1351,1784,3494,3104,2345,3281,4060,4447,5428,22157
283421,Nitrate of potassium,0,0,0,1,0,0,0,0,0,,,18621,18069,12971,13717,11823,10394,11165,8692,8833,10984,,1627,1098,1869,3117,4811,7771,5794,5584,4189,6643
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,,,193,112,200,182,172,83,56,40,113,34,,416,724,587,710,846,1079,1378,1686,1159,399
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",613,1650,2186,1861,767,583,343,251,244,,,25332,27489,27502,26812,26097,31602,36094,30281,36704,35356,,771,1892,2614,2683,1135,1014,1204,941,1226,891
284161,Potassium permanganate,2,3,1,5,4,3,5,4,3,,,8199,8271,10721,9892,9061,9358,10034,8819,8542,9900,,1225,1332,1241,1446,2265,3054,4841,7008,8699,8717
284170,Molybdates,0,0,1,1,4,4,2,5,4,,,22325,31240,22772,22418,24955,22302,18867,19984,14915,38651,,102,134,167,214,240,164,219,238,256,359
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",141,118,50,96,58,219,167,133,34,,,23647,27224,28219,24174,17398,24571,25381,25256,27787,33313,,1113,1989,2140,1715,2737,3122,13642,34939,39514,26666
284321,Silver nitrate,4,1,5,0,3,1,12,8,0,,,6347,4397,3748,3181,4054,5224,6722,8466,11114,22408,,775,1617,1989,1044,980,1002,886,1485,1034,1754
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",8397,6577,8381,7472,8,1,0,0,0,,,75056,52312,45349,47687,13780,14842,89499,79685,114592,311728,,54647,56803,107532,92134,88785,111381,0,0,0,290114
290211,Cyclohexane,2,0,1,0,1,3,1,0,0,,,178273,135327,131027,102375,113107,236243,208789,147413,50987,181243,,1477,1414,2257,1686,1677,2081,2375,1006,960,1142
290230,Toluene,2,5,2,9,9,15,29,6,5,,,223133,209012,111283,120776,129683,164333,580171,103059,37308,120078,,84576,78292,76643,60221,63405,85148,124143,114818,93757,101524
290250,Styrene,9,0,0,0,0,0,0,0,0,,,2191741,2999165,2844525,2105486,1928710,2062892,2067629,2155266,1618147,2024542,,61827,118959,108133,96022,84315,100150,123336,111617,85894,121093
290314,Carbon tetrachloride,0,0,0,0,0,0,0,1,0,,,89,126,78,195,81,254,231,261,128,213,,5,10,9,6,6,19,1,12,3,
290321,"Vinyl chloride """"chloroethylene""""""""",0,2614,0,0,0,0,0,0,1,,,812476,852094,913080,654340,625668,793189,836910,814461,759308,1076234,,194141,224296,236000,203874,215627,246166,264893,259270,262124,415502
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",594,467,586,412,359,0,0,0,0,,,21779,16725,16535,16479,18233,17661,16420,17002,16419,20722,,702,884,963,1910,1077,319,438,426,406,184
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,,,389,256,194,178,312,1933,1348,920,1129,294,,315,134,159,112,168,183,121,198,89,60
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",69,131,146,187,175,78,60,46,27,,,28453,32765,31060,30343,32172,48759,52695,60792,57217,57566,,527,772,611,808,902,927,998,1322,1476,2841
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,1,0,0,70,0,0,66,0,62,,,36476,25241,28201,24055,21090,20483,35023,28978,24086,23359,,52,22,27,96,28,69,133,62,353,103
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",472,410,226,107,52,35,125,749,932,,,303607,353593,326608,267876,246153,332964,397571,307619,377336,357922,,12338,14924,20191,14504,15269,20411,23427,22609,28600,29620
290545,Glycerol,28,9,4,0,0,2,255,281,584,,,19145,24881,22217,20275,20043,27883,43109,33964,37336,53918,,3612,5268,6702,5420,6178,8279,12109,10205,9778,15132
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,6,30,58,32,0,0,0,,,691,1117,1051,687,510,918,1232,1320,1765,2070,,2254,133,313,819,1109,1448,56,55,25,55
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",690,318,4,6,1,0,0,0,0,,,2139,1520,2296,1695,1153,1620,1473,1614,1605,2219,,935,908,1624,1163,694,691,744,645,689,425
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",0,2,0,0,0,0,1,0,0,,,34700,48874,38442,36596,20750,28564,25551,56801,82916,123929,,4369,4688,6078,4645,3577,5645,6281,4371,4420,8640
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",4,0,0,0,1,4,1,0,0,,,31562,32159,30641,32010,31768,19085,16075,19200,15101,16306,,120,116,165,74,232,291,531,645,956,1444
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",139,270,198,125,34,8,0,1,4,,,2454,4249,2078,2268,2406,3371,2327,2795,3434,3647,,247,398,528,524,342,263,285,584,506,278
291511,Formic acid,0,0,0,0,0,0,1,90,0,,,3563,3087,2884,3011,5898,13669,11559,11589,12870,19662,,7746,7258,8176,6907,6010,9706,13416,8618,6036,7411
291611,Acrylic acid and its salts,13,81,108,81,79,150,135,174,155,,,64746,89825,89276,55602,35426,39012,42678,31930,28791,45054,,1641,1434,2572,2020,1469,2430,2831,3034,2933,5448
291816,"Gluconic acid, its salts and esters",31,15,38,36,27,23,172,125,365,,,6278,6414,6601,5814,6148,6970,8692,9170,9467,10374,,4514,4274,5360,6005,5824,5947,7950,7611,7625,11024
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,10,138,,,0,0,0,0,0,25827,40835,48203,46462,53054,,0,0,0,0,0,0,83,1603,1854,5112
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,67,125,70,90,47,,0,0,0,0,0,0,4,3,3,
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",141,49,98,87,51,0,0,0,3,,,25517,28932,32796,33476,37897,20698,11868,24111,21644,22035,,251,266,313,394,187,265,500,1045,1475,1265
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",0,0,0,17,15,0,1,1,8,,,217276,284573,293851,436995,210825,202430,254884,191068,141610,115014,,813,885,1108,928,932,738,1266,1265,925,1003
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",1,1,2,2,3,0,0,1,0,,,216972,44606,71922,55466,42776,43961,47408,42215,30777,37226,,2382,3953,4302,4761,4660,9119,8986,9751,11167,23488
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",3,2,21,28,12,2,6,16,9,,,33969,25292,42688,20592,55559,19302,9210,14909,18173,13416,,116,164,126,167,225,275,331,443,652,2993
292242,Glutamic acid and its salts,0,0,2,0,0,0,0,0,0,,,11629,10491,10732,10261,8054,7812,9144,9050,8523,14326,,35519,97305,83167,82762,87798,112475,91459,111052,108574,110582
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",179,282,130,33,54,45,96,102,158,,,165779,167854,202957,206571,233937,186795,195241,182442,158169,201466,,11813,18924,23167,17887,18416,17086,17886,19222,19782,32494
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),261,305,322,1029,258,175,132,304,2097,,,246850,186605,212361,178169,144220,166370,229131,160977,154656,169706,,2700,3914,4084,6271,7107,9909,8473,10893,8344,8582
292610,Acrylonitrile,3,0,0,0,0,0,0,0,0,,,1131716,814808,847555,626057,340481,475411,953739,510325,551016,851630,,461,394,543,368,351,363,514,531,426,307
292910,Isocyanates,1512,2026,5750,3211,1773,3262,3019,1385,570,,,523122,517594,551495,439997,427311,570745,634389,379209,322532,436865,,77816,83882,117980,107208,106725,177971,228038,199980,185922,220986
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,488,233,93,35,104,,0,0,0,0,0,0,0,0,0,179
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,76,249,184,232,323,,0,0,0,0,0,0,1,1,19,
293211,Tetrahydrofuran,9,59,24,48,44,39,16,2057,1299,,,60799,30089,31544,33684,18047,25235,23687,38052,30879,37825,,578,475,535,423,552,937,1539,2953,3582,36670
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,0,0,0,0,0,4,0,,,11289,8917,11488,6603,7030,11257,13771,9025,7290,7757,,34,33,269,370,153,2,2,43,1,10
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,0,1,0,0,0,0,0,,,213,518,501,238,1657,457,242,454,729,2735,,431,645,698,693,872,636,429,728,740,39
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,,,1010,883,1969,123,1304,315,556,757,594,721,,94,176,178,294,151,84,274,394,79,54
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,,,0,19,171,94,231,127,256,95,72,52,,0,0,7,177,113,108,27,204,88,
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,0,0,0,0,0,0,0,0,,,1823,789,2004,4287,1641,1546,2623,2589,4814,3146,,5,88,36,8,0,25,53,23,0,31
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",56,29,36,63,47,60,44,45,55,,,31709,18079,27322,28663,59810,33172,17678,20521,41904,58100,,368,520,780,762,868,1051,1016,890,1009,6859
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",3012,4,16,16,22,35,37,63,56,,,2295291,2488822,1773652,2192208,1483662,1171491,1120708,902615,1130397,1852061,,21703,24429,24583,27376,26220,30673,40003,58040,65474,75802
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",0,0,4,0,0,0,0,0,0,,,350662,489315,631023,786497,527197,430176,405570,637669,452121,329754,,2691,5997,5180,6313,6951,6959,7696,8381,10138,11343
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",1,0,0,12,0,0,0,0,0,,,34108,31990,22963,13114,7408,24134,24540,19632,12875,14864,,4311,7308,6337,5300,4127,4369,4426,2850,1527,1852
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1160106,1306660,1630982,2683863,3117655,,0,0,0,0,0,0,0,0,0,66
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",0,0,0,527,444,850,72,1064,2868,,,329447,373281,397185,400592,255211,167943,207326,456977,349216,446090,,26930,23374,32978,43852,33041,40134,51635,90132,114192,43185
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",53,76,111,217,266,310,247,278,342,,,279675,300147,309724,341356,318081,315054,288498,352150,381992,407789,,5825,5957,6288,6805,8172,5484,5308,5459,4014,15637
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,3,0,22,3,0,0,0,0,0,,,12353,13164,12398,10042,8394,7653,8229,7572,7437,10168,,1140,857,1103,2308,1705,4502,5136,6611,6626,6985
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,9,0,5,,,0,0,0,0,0,751,171,520,480,1235,,0,0,0,0,0,0,173,890,107,9
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,663,275,52,284,98,0,,,280031,482357,474146,522721,507121,585972,689549,644103,650530,740362,,1565,1923,2534,3436,3407,5853,3346,5938,2914,41224
320120,Wattle extract,0,0,0,0,0,0,0,0,0,,,745,1341,142,945,1207,1106,658,1158,1749,1050,,460,751,1147,879,1225,1190,1246,1035,912,2549
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,0,0,0,0,0,3,11,0,259,,,11957,13478,19044,16692,12843,12077,16439,27889,12540,9339,,7909,11710,25912,35816,28515,44765,60026,57281,57092,90509
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,2,0,57,21,18,67,43,144,9,,,6777,7012,4361,4855,3703,4763,4137,3444,3473,4762,,3392,4110,4041,4641,5150,7558,7509,4775,4290,5938
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,8,0,0,0,0,0,0,0,0,,,2263,3840,4628,7255,7271,4763,1380,986,2026,2410,,748,1379,749,747,731,687,659,709,687,435
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",117,237,604,1213,1136,1441,344,292,119,,,264076,269278,283767,311870,284860,296109,295497,296545,257355,280435,,12456,11245,13433,13967,14594,17006,17554,17577,18558,16080
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",517,203,244,350,3573,303,407,631,1642,,,312797,332695,344089,363507,389734,385838,401007,394862,342948,381849,,24679,24665,46058,46984,56213,54240,63416,62364,69260,69155
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",1182,1499,1355,1745,1143,1338,589,582,477,,,435067,495457,504208,506537,560948,565069,582865,636389,643349,688206,,15474,18513,22281,23317,22346,26002,30358,36199,40494,32907
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",372,375,736,638,1442,1830,2434,3064,1943,,,294648,306916,316809,314462,286051,285347,299731,299316,242143,272703,,26233,31980,35360,36436,41239,48943,56120,65618,72165,64295
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",1367,876,747,2300,1795,1921,2889,4858,6027,,,677503,675493,696958,710405,726816,771676,821017,804699,711819,807425,,27245,29431,37686,44103,54148,63328,88829,90285,85814,103929
321511,"Black printing ink, whether or not concentrated or solid",520,518,748,770,1025,1167,1384,1072,1509,,,253917,269093,262329,266294,264992,258600,267395,249722,232748,268358,,21729,22376,24102,33365,39034,59892,74787,71718,68735,23558
330710,"Shaving preparations, incl. pre-shave and aftershave products",8,5,2,6,3,809,2102,993,1025,,,68558,72311,76397,95835,81845,79881,89420,87714,87216,75393,,388,665,521,596,1264,1945,3418,2614,3002,4078
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",20,24,12,9,0,0,10,33,2,,,5922,6770,6449,5416,6609,7059,8625,7625,6448,9637,,40,82,107,191,403,205,801,752,299,7668
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",333,253,216,357,346,352,405,445,385,,,499792,481811,522868,573305,504918,466428,428683,483976,427507,456019,,7748,6688,5399,5808,6962,9489,10004,12129,11752,42029
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",5,5,29,38,63,33,79,60,54,,,168086,162946,159668,152685,142165,126399,115109,122544,107935,96444,,11193,10770,10216,9280,9561,10527,11526,8499,9293,15087
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",3315,2860,2197,2835,2337,2792,2357,1913,1973,,,807263,820543,857111,862032,853874,878727,945767,869918,747685,958532,,39498,35589,36039,44118,46909,50610,50223,50218,53090,72811
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,1,0,0,37,12,0,5,0,0,,,27971,21447,24919,26070,19368,17702,16364,11349,14186,20442,,4295,5817,11085,6313,10587,14527,12600,15770,16610,10632
