Product code,Product label,India's imports from Russian Federation-Value in 2012,India's imports from Russian Federation-Value in 2013,India's imports from Russian Federation-Value in 2014,India's imports from Russian Federation-Value in 2015,India's imports from Russian Federation-Value in 2016,India's imports from Russian Federation-Value in 2017,India's imports from Russian Federation-Value in 2018,India's imports from Russian Federation-Value in 2019,India's imports from Russian Federation-Value in 2020,India's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
150990,Olive oil and fractions obtained from the fruit of the olive tree solely by mechanical or other ...,0,0,0,0,0,0,0,0,0,0,,54,99,103,187,113,117,320,192,188,217,,22092,32409,29779,28060,34963,38583,47155,18726,23303,32226
280620,Chlorosulphuric acid,0,0,0,0,0,0,0,0,0,0,,0,15,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,1,2,31
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",0,0,0,0,0,0,0,0,0,0,,70,620,614,329,211,192,110,137,163,135,,2050,1824,2178,2656,686,487,507,1081,2711,867
281210,Chlorides and chloride oxides,0,32,0,0,0,0,0,0,0,0,,2700,2619,3670,6999,4205,0,0,0,0,0,,10851,9993,10400,11618,12136,2341,0,0,0,0
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5614,3997,3709,4157,3154,,0,0,0,0,0,8068,12153,9605,8425,8633
281420,Ammonia in aqueous solution,0,0,0,0,0,0,0,0,0,0,,1256,1040,647,415,367,399,713,879,1078,1489,,70,150,165,1475,312,261,180,237,379,244
151610,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,0,1138,20,0,,0,0,0,0,0,0,0,0,0,0
160210,"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...",0,0,0,0,0,0,0,0,0,0,,904,1622,2101,1516,1460,1441,1962,2823,1939,2155,,4,4,6,14,4,0,0,0,1,0
160249,"Prepared or preserved meat and offal of swine, incl. mixtures (excluding hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,1965,2481,1863,1901,1827,2388,2563,3374,4850,8132,,407,798,778,1045,812,854,1572,1384,650,951
160300,"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates",0,0,0,0,0,0,0,0,0,0,,0,1,2,3,17,22,25,15,11,10,,460,235,323,116,67,291,485,232,717,421
160412,"Prepared or preserved herrings, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,4188,3709,3666,2345,2399,2927,3060,3866,5545,6380,,0,1,3,9,0,0,1,0,0,0
160414,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,256,6672,921,257,390,825,1426,1610,1719,2055,,156,115,264,179,278,270,163,356,627,208
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",0,0,0,0,0,0,0,0,0,0,,216,198,53,62,1,5,12,27,72,56,,0,0,32,0,0,1,0,11,8,12
80300,"Bananas, incl. plantains, fresh or dried",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,478,1021,851,397,325,,0,0,0,0,0,0,0,0,49,0
80840,Fresh quinces,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,1,1,2,3,9,,0,0,0,0,0,0,0,0,0,0
81010,Fresh strawberries,0,0,0,0,0,0,0,0,0,0,,40,16,6,30,25,96,175,277,443,626,,229,264,5,8,14,88,136,46,3,179
81050,Fresh kiwifruit,0,0,0,0,0,0,0,0,0,0,,128,215,177,226,266,503,387,469,565,676,,9138,9405,12973,22168,32159,34301,50607,46070,53517,69066
90520,"Vanilla, crushed or ground",0,0,0,0,0,0,0,0,0,0,,6,9,16,34,62,21,31,49,36,17,,0,121,176,370,161,30,72,43,6,26
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,128,160,208,175,162,235,176,217,406,355,,0,61078,104482,150618,141506,157935,136599,111487,170651,135941
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,0,0,0,0,0,0,,30,42,20,22,27,32,45,34,28,20,,0,3,42,116,51,23,37,90,55,48
90940,Caraway seeds,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3007,0,0,0,0,0,0,0,0,0
90950,Seeds of fennel; juniper berries,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,286,0,0,0,0,0,0,0,0,0
91011,"Ginger, neither crushed nor ground",0,0,0,0,0,0,0,23,0,0,,6,8,12,35,66,116,106,111,512,159,,0,15350,17657,14473,12212,10663,18985,18879,16900,13999
91030,"Turmeric """"curcuma""""""""",0,0,0,0,0,0,0,0,0,0,,65,89,94,83,112,166,191,275,370,326,,3702,9176,12571,20444,25957,27351,44682,34258,31229,31082
100110,Durum wheat,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,15,0,0,0,0,0,0,0,0,0
100300,Barley,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,13517,0,0,0,0,0,0,0,0,0
100821,Millet seed for sowing (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,0,0,25,0,1,1,27,11,40,3,,0,0,0,0,0,0,0,10,0,0
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",0,0,0,0,0,0,0,0,0,0,,11,216,360,376,111,372,199,89,202,142,,25,19,0,14,9,90,24,68,23,115
110429,"Grains of cereals, hulled, pearled, sliced, kibbled or otherwise worked (excluding rolled, ...",0,0,0,0,0,0,0,0,0,0,,28923,35042,44367,43839,43726,44616,34694,43003,61229,80626,,3,2,12,6,0,7,4,4,0,1
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,0,0,0,0,0,0,0,0,,10344,9127,8606,9095,9286,10116,5931,11244,11447,19970,,20,1,5,126,59,5,1,91,303,775
120300,Copra,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,129,515,0,1604,14009,10378,11678,14590
120400,"Linseed, whether or not broken",0,0,0,0,312,0,131,0,0,0,,187364,170756,151839,136134,206182,189424,147334,219227,230375,442779,,0,16,341,157,921,219,628,254,260,108
120720,"Cotton seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
283010,Sodium sulphides,0,0,0,0,0,0,0,0,0,0,,475,62,80,132,269,386,402,86,117,1495,,5249,5859,7533,5663,6797,5409,6734,3996,2986,880
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",19,0,0,59,1213,3,0,0,0,0,,463,1347,1813,372,23,171,421,234,160,63,,2690,2869,3064,2618,3853,3162,3689,3064,2785,4690
283230,Thiosulphates,17,19,99,35,0,0,0,0,0,0,,266,858,819,450,175,387,307,1063,824,1449,,1416,2658,995,351,235,435,608,640,1027,770
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",0,0,0,0,0,0,0,0,0,0,,19244,24965,21971,12906,10828,12822,17560,8552,9659,16003,,3283,5770,5759,5004,4036,3520,15587,7338,6823,6087
283691,Lithium carbonates,0,0,0,0,0,0,0,0,0,0,,5,14,11,6,285,1732,20,16,118,12,,3726,5047,5871,5688,5625,12032,14670,12713,8091,8847
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,15,10,42,10,9,52,106,59,20,45,,2827,3736,2264,3461,3030,2939,2358,2701,2670,4620
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",0,0,0,0,0,0,0,0,0,0,,67508,75885,74319,61855,73993,90828,83707,92427,78583,0,,0,0,0,0,0,0,0,0,0,0
284700,"Hydrogen peroxide, whether or not solidified with urea",0,0,0,0,0,0,0,0,0,0,,2645,3015,3421,2659,4407,8592,6238,8334,7489,6329,,13899,23376,27074,16974,22452,26368,54944,23659,15791,13276
290270,Cumene,0,0,0,943,0,0,0,0,0,0,,1413,0,10681,348,10259,6094,23150,37426,21591,22616,,3171,1442,1787,1752,30,1469,29194,1,7964,14231
290322,Trichloroethylene,244,126,82,0,0,3,0,0,0,0,,5080,4624,3520,51,117,137,108,133,117,194,,3431,1923,526,362,1601,3500,3696,5611,2740,8780
290345,"Derivatives of acyclic hydrocarbons, perhalogenated only with fluorine and chlorine (excluding ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,590,0,0,0,0,0,0,0,0,0
290347,Perhalogenated derivatives of acyclic hydrocarbons with two or more different halogens (excluding ...,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,62,0,0,0,0,0,0,0,0,0
290369,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,39030,0,0,0,0,0,0,0,0,0
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0
290393,"Pentachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
290511,"Methanol """"methyl alcohol""""""""",355,0,0,0,4258,6538,12615,0,0,0,,421586,495075,563861,330499,251213,454549,601813,517511,378517,633207,,494648,541168,544356,468468,375190,570054,779755,632092,489276,959966
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,2,3,3,7,0,8,72,,3061,3606,4694,2966,3805,4846,5719,5196,6097,9349
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),0,0,0,0,0,0,0,0,0,0,,1,2,0,0,1,0,0,0,4,0,,5796,6558,6681,7060,8540,6125,8514,7412,8985,10122
290532,"Propylene glycol """"propane-1,2-diol""""""""",156,0,0,0,0,0,0,0,0,0,,610,1073,1211,671,547,1260,1549,796,1196,3374,,66022,62766,79784,73322,65009,67297,98093,82149,70191,169637
290611,Menthol,0,0,0,0,0,0,0,0,0,0,,30,63,30,7,5,14,28,13,46,160,,3485,7720,5769,10446,13795,14800,11998,41353,51466,65329
290621,Benzyl alcohol,0,0,0,0,0,0,0,0,0,0,,39,28,43,33,36,51,49,41,59,89,,758,1726,2211,2331,1753,2235,2551,2471,2657,1790
291712,"Adipic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,53,13,40,25,15,65,157,36,118,131,,30164,35204,37674,28486,26910,41811,51054,40110,41049,79698
291732,Dioctyl orthophthalates,0,0,0,0,0,0,0,0,0,0,,2139,2135,3701,1468,2582,4897,5539,4007,2194,3342,,892,672,492,13,330,4786,48675,41128,9648,20311
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",0,0,0,0,0,0,0,0,0,0,,600,467,538,464,688,678,845,1156,742,2738,,483,229,1109,139,559,1445,2506,2116,4867,12789
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",0,0,0,0,0,0,0,0,0,0,,11,90,6,31,76,266,211,865,257,376,,27774,49268,51482,52402,44756,47392,37541,40893,90890,87013
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",75,0,0,0,0,0,0,0,0,0,,76,51,98,81,74,85,127,416,1286,981,,23854,29114,37839,34051,36489,36090,43475,50076,51870,64861
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",0,0,0,0,0,0,0,0,0,0,,5,53,25,1,68,2,54,2,160,281,,53305,65614,74192,89112,65193,87721,99503,81936,102449,113868
292024,Triethyl phosphite,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,7959,14828,6185,780,3489
292112,Diethylamine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,10,680,685
292122,Hexamethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,1,4,47,162,42,2,13,10,42,44,,1798,2471,2845,2373,1766,1868,4260,5260,3575,1941
292145,"1-Naphthylamine """"alpha-naphthylamine"""", 2-naphthylamine """"beta-naphthylamine"""" and their ...""",121,0,20,0,0,22,7,0,0,0,,24,37,34,20,11,16,13,56,25,18,,30735,42027,62738,53745,41595,50478,54820,59845,46373,56406
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",0,0,0,0,0,0,0,0,0,0,,15,10,7,2,2,4,8,6,6,13,,7663,8367,22381,24087,34358,21855,16869,10248,12133,18966
292243,Anthranilic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,193,235,523,376,303,154,269,0,9,15
292521,"Chlordimeform """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0
293132,Dimethyl propylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
293220,Lactones,0,0,0,0,0,0,1,0,2,0,,76,35,40,49,196,249,325,311,269,312,,0,14561,37849,43619,67583,47592,60593,66456,83884,102730
293293,Piperonal,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,387,711,714,755,629,670,1714,1843,1018,2149
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",11,0,0,0,0,0,4,0,0,0,,535,548,422,282,180,430,374,222,176,393,,29358,30104,26007,34248,21756,35393,48061,62798,80777,76572
293352,"Malonylurea """"barbituric acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,1,4,2,1,1,0,1,1,1,1,,1254,1818,2098,2348,2625,2975,5696,3586,4228,6409
293500,Sulphonamides,0,0,0,0,0,0,0,0,0,0,,2153,993,1609,1593,1826,0,0,0,0,0,,42632,48426,46504,39182,40205,9865,0,0,0,0
293590,Sulphonamides (excl. perfluorooctane sulphonamides),0,0,0,0,0,1,0,0,0,0,,0,0,0,0,94,3304,1194,2149,3399,4745,,0,0,0,0,0,34331,51949,48173,61560,74418
293711,"Somatropin, its derivatives and structural analogues, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,352,778,0,0,3,7,7,3,5,14,,1682,403,103,265,927,742,634,1389,1158,559
293731,Epinephrine,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,8,0,0,0,0
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment",0,0,0,13,0,0,0,0,0,0,,335,139,379,398,407,476,618,670,342,617,,999,551,497,675,732,1003,900,573,349,1194
860721,"Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s.",0,0,0,0,0,0,0,0,0,0,,89677,48337,19590,5469,7692,15620,20814,26590,12484,11841,,810,5127,4368,4102,6825,8096,7088,7607,10333,23480
900311,"Frames and mountings for spectacles, goggles or the like, of plastics",0,0,0,0,0,0,0,0,0,0,,342,405,693,1141,607,592,1651,1168,766,1633,,5011,9045,8463,14986,15139,19525,19980,24378,14780,25875
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print ...,0,0,0,0,2,0,0,0,0,0,,0,10,17,133,24,220,27,20,43,93,,4908,5430,4185,4367,2328,2460,2278,45258,244,620
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",0,0,0,0,2,0,0,0,20,0,,183,59,82,143,140,125,112,129,166,194,,1897,1081,574,907,329,724,628,645,1858,862
901090,"Parts and accessories for apparatus and equipment for photographic or cinematographic laboratories, ...",0,0,0,0,0,0,0,0,0,0,,12,17,0,13,10,9,2,6,7,56,,2243,1735,990,809,1227,871,974,517,397,283
901190,"Parts and accessories for compound optical microscopes, n.e.s.",0,0,36,0,0,0,0,0,0,0,,197,171,144,76,107,102,170,232,113,165,,7009,9110,8090,7597,7929,10204,16824,18391,12431,14758
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, ...",305,0,75,0,0,0,0,0,0,0,,39887,6370,73470,18610,10032,5008,18329,152333,26905,12210,,3603,2355,3238,589,1220,825,8195,709,871,981
902213,Apparatus based on the use of X-rays for dental uses,0,0,0,0,0,0,0,0,0,0,,34,99,50,50,525,842,464,1299,937,1754,,4259,2599,3492,4337,5850,12714,11645,13229,7185,11756
903039,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",0,1,1,0,0,9,0,0,0,0,,2346,1277,4194,2353,2109,3661,1798,3526,2089,2917,,14157,10502,10779,13553,14583,16592,21281,20251,17586,18799
870120,Road tractors for semi-trailers,0,0,0,0,0,0,0,0,0,0,,64034,54380,53399,101792,27383,40536,26041,46161,42653,64298,,51,654,2273,2742,2321,3388,3164,2149,932,991
870230,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both spark-ignition internal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,90,731,574,279,486,,0,0,0,0,0,0,0,0,0,0
870390,"Motor cars and other vehicles principally designed for the transport of persons, incl. station ...""",0,0,0,0,0,0,0,0,0,0,,773,10508,28795,26402,7994,2424,5903,5016,6760,4475,,194495,61724,951,2294,522,3834,71,123,65,191
870520,Mobile drilling derricks,0,0,0,0,0,0,0,0,0,0,,13325,14231,9524,5350,3771,2652,6611,11350,5720,14869,,0,367,0,0,0,0,0,0,5,668
870821,Safety seat belts for motor vehicles,0,0,0,0,0,0,0,0,0,0,,264,598,683,315,270,218,328,294,396,562,,10243,11512,13886,13838,12434,16404,23119,21320,14488,24567
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",12,362,0,19,0,0,0,0,0,0,,41587,48041,36644,23140,22430,31473,31206,35038,34928,45955,,226370,200478,166622,170034,166502,206039,233390,178481,130231,200767
871130,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,0,,9,25,60,80,76,56,164,371,652,553,,534,3166,1923,4129,4803,3336,2057,3994,186,3729
871310,"Carriages for disabled persons, not mechanically propelled",0,0,0,0,0,0,0,0,0,0,,72,118,96,614,820,2235,2402,2323,2574,1938,,2763,3696,4519,5410,6593,7783,13021,14742,8608,12104
871491,"Frames and forks, and parts thereof, for cycles, n.e.s. (excluding for motorcycles)",0,0,0,0,0,0,0,0,0,0,,248,284,375,456,274,81,277,68,111,152,,10508,8809,13764,14797,19872,23351,51154,13262,9241,17572
871493,Hubs and free-wheel sprocket-wheels for cycles (excluding for motorcycles and coaster braking ...,0,0,0,0,0,0,0,0,0,0,,2,52,62,48,57,67,60,56,52,158,,1950,2794,1990,1647,2318,2441,2825,2164,2538,5220
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",0,0,0,0,0,0,0,0,0,0,,2321,5899,1625,770,219,242,374,629,357,578,,127,122,165,181,27,86,3,1976,17,78
880220,"Aeroplanes and other powered aircraft of an unladen weight <= 2.000 kg (excl. helicopters, ...",0,0,0,1964,0,0,0,380,0,0,,0,0,4156,0,0,0,0,0,0,0,,7604,5480,937,3343,1371,6183,2553,3039,4750,11375
880260,"Spacecraft, incl. satellites, and suborbital and spacecraft launch vehicles",0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,194187,30970,153018,138434,72550,40841,71731,26569,39370,450
880510,"Aircraft launching gear and parts thereof, n.e.s. (excluding motor winches for launching gliders); ...",0,0,0,0,0,0,0,0,0,0,,0,0,41,0,0,0,0,0,0,0,,10652,666,595,615,170,440,365,581,183,400
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,4219,0,814,0,3151,0,0,41,0,0,,209442,175589,120307,103040,198490,425233,467386,176183,115198,95611,,733296,183875,309425,766985,123926,270157,319830,192845,46340,199845
890510,Dredgers,0,0,0,0,0,0,192,2325,0,0,,22228,47209,40572,40122,13706,9958,11642,3883,12819,0,,125938,977169,286912,345875,131617,602405,548066,256184,484910,180283
853921,Tungsten halogen filament lamps (excluding sealed beam lamp units),0,0,15,145,16,0,34,0,0,0,,2479,2875,2918,3196,3653,5012,4875,4368,3777,4993,,25627,24648,34264,34256,27682,29940,38433,30958,24092,33067
853950,"Light-emitting diode """"LED"""" lamps""""",0,0,0,0,0,0,0,1,0,0,,0,0,0,0,32,10286,17458,21747,19658,24552,,0,0,0,0,0,16759,27760,15320,8437,9731
854072,Klystrons,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,92,0,0,0,0,0,0,0,0,0
842219,Dishwashing machines (excluding those of the household type),0,0,0,0,0,0,0,0,0,0,,458,504,483,490,423,948,1843,1171,1030,1438,,10011,12794,7951,12334,10446,9954,14696,13470,7807,9433
848790,"Parts of machinery of chapter 84, not intended for a specific purpose, n.e.s.",23135,9786,1,6005,40015,873,8297,13,1928,0,,4181,2580,14597,14954,5999,5788,5010,8875,20539,13007,,83076,44451,33434,41498,76612,55204,64433,66519,36066,51384
850120,"Universal AC-DC motors of an output > 37,5 W",0,0,1,0,3,51,0,0,0,0,,1770,2778,1566,1555,898,1760,1077,1203,1399,20489,,58044,73591,83820,91873,80847,74517,81979,74873,60993,84958
850239,Generating sets (excluding wind-powered and powered by spark-ignition internal combustion piston ...,0,0,5,0,0,0,0,0,44,0,,16075,111510,81139,80470,17310,23594,5688,22902,8320,10046,,166228,17486,15502,45369,19940,53022,16004,89567,27330,9680
846420,"Grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like ...",0,0,0,0,0,0,25,0,70,0,,40,686,272,483,278,874,767,327,395,386,,22538,16969,16612,14756,17661,22106,34031,53705,18954,55632
846721,"Drills of all kinds for working in the hand, with self-contained electric motor",90,0,0,0,0,0,0,0,0,0,,22522,25880,21465,19012,12247,15458,16357,16489,20495,23044,,9009,6753,8344,12254,14939,16896,30763,31654,25834,47203
846789,"Tools for working in the hand, hydraulic or with self-contained non-electric motor (excluding ...",49,0,39,0,109,0,0,0,0,0,,3005,2755,3411,2307,2577,4301,3856,4443,5124,7869,,32758,24239,26690,28751,40820,40574,63092,68022,55352,69671
847010,"Electronic calculators capable of operation without an external source of electric power and ...""",446,0,0,0,0,0,0,0,0,0,,409,729,931,802,748,921,991,1059,1029,1291,,23077,25373,27528,22473,19943,22820,23347,20453,14952,20276
847090,"Accounting machines, postage-franking machines, ticket-issuing machines and similar machines, ...",0,0,0,0,0,0,0,0,0,0,,1266,4356,2417,1256,454,631,108,606,588,614,,2663,7073,2432,2054,5249,7401,2992,34860,3777,12226
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",0,0,11,243,0,20,669,11211,0,0,,37597,62907,76440,74921,51184,114781,148455,210059,35543,54454,,58473,63124,84408,75422,80873,148855,102510,125938,84420,123903
847170,Storage units for automatic data-processing machines,159,0,0,0,0,0,3,8,0,0,,51478,17889,472770,243334,10578,18275,25611,18132,15652,22356,,1027955,891844,904549,849530,757925,817221,797113,796444,616218,767721
847431,Concrete or mortar mixers (excluding those mounted on railway wagons or lorry chassis),13,80,0,2,4,0,0,0,12,0,,8229,7862,6513,8547,5022,7688,9125,8185,7362,12526,,6888,3543,4487,3626,7663,7157,5508,3000,3060,7948
847590,"Parts of machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, ...",0,0,0,0,0,0,0,0,0,0,,733,264,646,652,267,353,516,625,712,702,,44664,21357,14966,16552,15258,16313,27391,31307,42784,31538
847690,"Parts of automatic goods-vending machines, incl. money changing machines, n.e.s.",0,0,0,0,0,0,20,27,0,0,,38,74,312,295,481,480,504,348,317,240,,4241,3714,3287,2583,1804,1405,3091,2206,1457,2329
847730,Blow-moulding machines for working rubber or plastics,0,0,0,0,0,0,0,149,0,0,,946,1294,2040,1373,944,5211,1826,1777,2918,3316,,32123,18153,32434,33775,30682,29699,46713,55796,42817,35837
847759,Machinery for moulding or otherwise forming products from rubber or plastics (excluding injection-moulding ...,0,0,0,0,0,0,0,0,0,0,,2498,1329,1503,745,3057,1106,1513,2379,1606,8002,,49289,26630,32803,39343,59519,50510,58795,91332,38171,31871
847982,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring ...",0,52,53,0,0,15,27,0,0,0,,13040,16399,25907,15392,14722,5747,11216,12597,8343,17538,,79661,66150,77558,67365,64385,81169,90597,92313,82294,140695
848020,"Mould bases (other than of graphite or other carbon, ceramic meterials or glass)",0,0,0,0,0,0,0,0,0,0,,0,0,295,0,4,2,57,156,57,31,,10857,14515,7606,6819,8855,7243,3407,4929,2731,5167
846022,"Centreless grinding machines for finishing metal, numerically controlled (other than gear finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3586,7104,12351,8067,13086
846090,"Machines for deburring, grinding or polishing metals, metal carbides or cermets (excluding ...",336,0,0,0,0,0,83,0,0,0,,5862,1791,6592,776,1138,2118,592,971,494,445,,43306,48236,23146,24931,26375,20294,37601,34939,22396,19868
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",0,0,0,0,0,87,0,112,0,0,,3649,4999,1483,431,1255,164,504,209,439,3802,,4333,4900,3319,2326,2063,4217,4460,3723,4740,2058
852851,Monitors of a kind solely or principally used in an automatic data-processing machine of heading ...,0,10,3,1,15,0,0,0,0,0,,4619,17433,8790,1728,3317,0,0,0,0,0,,469758,407343,409991,395468,344416,27594,0,0,0,0
850432,"Transformers, having a power handling capacity > 1 kVA but <= 16 kVA (excluding liquid dielectric ...",0,0,12,0,6,0,0,1,38,0,,3798,3065,4202,9755,3598,5077,7809,5995,6999,8578,,6768,7710,10262,12112,11992,11241,14911,7062,5126,10762
850750,Nickel-metal hydride accumulators (excluding spent),0,0,0,0,0,0,0,0,0,0,,100,139,261,220,434,604,512,511,498,532,,0,1205,3597,3545,3924,4075,5289,4633,4289,6560
850819,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ...",0,0,4,0,0,0,0,0,0,0,,6313,15423,12313,9378,18299,20387,23200,21775,17781,20097,,3322,2064,2596,3718,3942,3925,4448,6010,4410,6848
851090,"Parts of electric shavers, hair clippers and hair-removing appliances, with self-contained ...",0,0,0,0,0,0,0,0,0,0,,47,83,168,67,212,629,184,158,186,192,,297,727,563,727,644,871,544,575,570,745
851410,Resistance heated industrial or laboratory furnaces and ovens (excluding drying ovens),0,0,0,0,0,0,0,0,81,0,,17821,4454,5573,3564,3792,5812,7061,8673,7751,9901,,9726,8102,12843,10913,15299,10245,18082,17921,29293,12814
851440,Equipment for the heat treatment of materials by induction or dielectric loss (excluding ovens ...,0,0,0,0,0,0,0,0,0,0,,2862,1404,3187,1127,1235,1915,1203,2798,2413,4094,,21222,15841,12185,11218,14541,13776,18802,37800,17595,28282
