Product code,Product label,Japan's imports from Singapore-Value in 2012,Japan's imports from Singapore-Value in 2013,Japan's imports from Singapore-Value in 2014,Japan's imports from Singapore-Value in 2015,Japan's imports from Singapore-Value in 2016,Japan's imports from Singapore-Value in 2017,Japan's imports from Singapore-Value in 2018,Japan's imports from Singapore-Value in 2019,Japan's imports from Singapore-Value in 2020,Japan's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,80,322,439,251,133,87,23,1,4,0,,3006,2797,2342,2129,1485,1137,1604,1769,1020,1280
520939,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, dyed (excluding ...",0,0,0,0,0,0,0,0,0,0,,375,288,257,198,462,62,635,596,275,154,,2796,2435,2091,1633,1840,1974,1618,1367,763,913
520951,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,11,4,0,0,0,,151,4,18,45,15,34,105,140,61,16,,2228,3096,2014,1497,1573,1235,1016,1119,570,943
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,13,85,108,20,5,5,1,8,47,0,,4504,5850,4377,3186,2732,3005,3921,2246,1614,2267
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,1042,2133,2092,1904,1244,1431,1075,1018,1269,490,,347,516,441,488,391,317,290,310,203,128
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,2267,3339,2110,692,461,559,1056,372,110,23,,2230,1933,2085,1733,1514,1812,1837,1717,1834,1641
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,31,51,16,16,13,20,1,0,0,0,,666,1105,820,1006,1573,901,646,746,475,418
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,175,383,247,682,966,36,23,2,1,0,,3053,3513,2369,2494,2381,2355,2429,2011,1417,1147
521225,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,126,195,15,257,262,51,42,54,30,173,,406,434,287,266,137,125,95,106,138,179
530110,"Flax, raw or retted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,337,447,357,607,533,367,365,455,592,513
530929,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...",0,0,0,0,0,0,0,0,0,0,,32,66,128,195,17,52,147,94,258,227,,8750,8227,7545,7342,8483,8429,10464,9504,5900,5118
540249,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, untwisted or ...",0,0,0,0,0,0,0,0,0,0,,410,6738,17973,18778,18671,15404,18281,13751,9527,16402,,2433,2692,3420,3915,3720,4733,4138,2269,2592,2982
540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",0,0,0,0,0,0,0,0,0,0,,19,84,2,101,75,29,269,10,12,1166,,906,1142,1328,1061,969,2035,3276,1784,879,1109
540263,"Multiple """"folded"""" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,7,0,0,,0,0,0,0,0,640,1114,1501,1688,2506
540500,Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...,0,0,0,0,0,0,0,0,0,0,,44,26,23,13,18,6,12,4,5,0,,126,46,10,24,109,84,197,40,0,54
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,6395,1634,2903,4234,3826,6925,2977,2620,2016,1330,,5451,7566,10666,10998,11982,15077,13605,14045,10335,12737
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",0,0,0,0,0,0,0,0,0,0,,512,471,210,219,414,431,470,805,582,167,,21163,17034,11764,12954,6049,8217,14725,17029,7756,13785
540744,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,0,0,0,0,0,0,0,0,0,,30,138,182,39,345,29,12,11,70,0,,333,297,310,241,274,393,486,400,330,348
540754,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,1455,3166,2092,1328,2731,1500,3894,622,1774,565,,3329,2792,2783,2580,2554,2561,3254,3145,2731,2692
540821,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,130,84,16,0,1,2,0,0,0,0,,762,924,369,468,359,498,574,474,626,655
540832,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,3,0,0,0,0,0,0,0,0,,78,42,352,184,18,54,55,61,5,15,,2513,3304,2813,2598,2142,2389,2099,2254,2493,1822
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,7336,10519,11185,12722,22079,10854,7541,4344,1304,398,,45306,49569,56376,55763,73123,90758,116605,105598,85923,95608
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,160,292,588,53,13,34,17,28,9,1,,10961,12995,11687,12476,10832,9677,10158,12462,10485,9905
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,41,0,0,4,,36,26,0,8,22,32,18,20,22,10
550931,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,0,0,18,8,230,0,0,0,0,0,,9705,8445,7360,5133,3892,2762,3591,3550,2012,2276
550959,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,2098,274,21,92,170,61,1289,47,33,38,,289,314,192,168,150,343,716,451,172,214
551110,"Yarn containing >= 85% synthetic staple fibres by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,94,75,52,28,29,264,9,0,2,109,,11894,9991,8892,8915,9322,8270,8502,7178,6882,9022
551130,"Yarn of artificial staple fibres, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,5,26,79,17,32,4,52,0,1,1,,136,253,97,55,128,72,42,30,114,107
551299,"Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed, made of yarn of different ...",0,0,0,0,0,0,0,0,0,0,,839,319,1241,198,865,522,1907,1571,916,1700,,1080,1538,1626,1263,1478,1628,1213,2008,1794,1584
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,1928,1645,1526,1080,1222,1540,4150,847,545,6826,,3246,3124,2665,2429,2387,1943,2066,1913,1174,1062
551349,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,108,76,182,579,215,62,179,184,5,15,,48,50,33,5,20,4,17,20,16,0
551411,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,154,56,37,256,158,86,12,130,16,29,,4594,3956,3895,3986,4178,3613,3278,3351,1906,2230
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,4,0,0,0,0,0,0,0,0,,955,1159,1510,867,726,822,352,873,29,342,,332,305,150,158,114,109,136,96,68,50
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,4492,5111,5036,5878,4878,4986,6520,6138,4994,5183
551643,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,5,20,19,3,9,251,7,13,22,12,,1457,1535,1747,1245,1037,939,1119,937,353,438
560130,Textile flock and dust and mill neps,0,0,0,0,0,0,0,0,0,0,,493,57,196,31,428,328,140,57,67,170,,72245,54425,56561,48327,49524,60058,76725,81140,71659,76044
560210,"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,1328,568,2585,422,304,93,4141,2696,1315,913,,8692,7859,6983,10558,10101,12479,11955,10164,10374,10280
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",0,0,0,0,0,0,0,0,0,0,,366,77,65,13,1,18,20,27,4,27,,1755,1169,1676,1356,3140,4825,3828,2774,2127,3336
560314,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",0,0,0,0,0,0,0,0,0,0,,2899,2519,1837,1474,2185,1850,1582,1608,2454,1412,,28434,23173,25933,25317,26587,28149,30526,42836,30885,36168
560394,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > than ...",0,0,0,0,0,0,0,0,0,0,,2628,3400,4881,2197,1378,1782,3654,3824,3612,2583,,43281,46148,48942,44330,43743,48198,43501,48981,39926,48123
560600,"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ...",0,0,0,0,0,0,0,0,0,0,,67,0,39,143,53,75,36,10,2,5,,8174,7018,6036,5767,5681,6645,6631,6868,7900,8201
580126,"Chenille fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,0,0,0,0,0,,3,0,0,81,0,0,2,0,0,1,,3082,3468,3866,3255,1849,2790,3136,2839,2438,2771
580137,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,10,8,351,47,98,283,166,198,171,72,,8071,7901,7051,6677,6879,7322,7863,6973,7156,6647
580211,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven ...",0,0,0,0,0,0,0,0,0,0,,59,6,3,21,37,13,1,1,19,0,,787,724,727,457,195,299,702,984,764,840
580230,Tufted textile fabrics (excluding carpets and other floor coverings),0,0,0,0,0,0,0,0,0,0,,601,268,118,176,141,70,71,15,97,177,,17783,22867,23110,24475,28564,36848,38927,41827,51619,58090
580631,"Narrow woven fabrics of cotton, with a width of <= 30 cm, n.e.s.",0,0,0,0,0,0,0,0,0,0,,11848,2980,1700,1350,899,1124,543,589,526,919,,1727,1860,2122,1915,2208,1779,2606,2112,1732,2513
30194,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,4,5,0,0,0,13,,138499,93035,75806,43187,50352,41514,32147,27242,17289,11902
30239,"Fresh or chilled tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, ...""",0,0,0,0,0,0,0,0,0,0,,94,28,31,15,30,192,123,49,10,7,,0,0,0,0,4,0,0,0,0,0
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,19,4,1,1,7,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,52,24,0,0,,0,0,0,0,0,0,0,2,0,0
30326,"Frozen eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,59,2,,0,30,86,0,16,0,3,0,0,17
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",0,0,0,0,0,0,0,0,0,0,,5976,1219,371,6600,248,2077,1351,2258,1520,440,,710397,472840,510160,423881,466952,473855,395527,359050,333100,304562
30359,"Frozen anchovies """"Engraulis spp."""", Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,393,792,702,1065,,0,0,0,0,0,88529,96563,80200,66855,98642
30367,"Frozen Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,18,0,1,1,1,0,1,0,0,0,,2075,782,1904,604,1189,1253,736,582,711,463
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,3036,4250,2824,4008,2266,2438,4600,2856,1389,1226,,14,0,0,0,0,0,0,0,0,0
30390,Frozen fish livers and roes,0,0,0,0,0,0,0,0,0,0,,839,1586,1653,1918,1454,1378,0,0,0,0,,708304,490378,435435,361093,403560,0,0,0,0,0
30442,"Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,15,0,0,1,3,40,,98,208,80,1216,7233,7376,7066,12684,19492,22368
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,1331,2819,3271,2621,3291,3828,2089,1152,912,2322,,2451,3767,7914,8615,12894,19909,27669,24056,18089,17205
30496,"Frozen meat, whether or not minced, of dogfish and other sharks",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,12,0,0,0,0
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,0,0,0,0,0,0,0,0,0,,2,3,0,17,23,27,37,27,16,10,,83,6,4,24,12,0,5,11,24,26
30571,"Shark fins, smoked, dried, salted or in brine",98,148,76,117,199,105,35,75,0,0,,39005,34779,28517,39680,36401,21001,8719,8856,8458,10822,,6406,7691,5762,3031,4294,3619,3303,3172,2297,4079
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",0,0,0,0,0,0,0,0,0,0,,21,21,239,232,353,507,231,271,458,147,,54903,48578,32303,29835,31699,29614,27198,21639,15482,10295
30711,"Oysters, even in shell, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,48,79,71,189,65,47,32,28,11,8,,8790,6314,5460,5641,3661,2381,2195,2964,2040,1039
30719,"Oysters, smoked, frozen, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,2283,2019,1202,570,234,223,449,486,1065,1329,,26067,25255,25800,49772,18974,859,755,535,710,845
30787,"Smoked, dried, salted or in brine, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,518,600,430,576,,0,0,0,0,0,0,0,0,3,49
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,15,1,131,3,0,0,2,97,16,20,,3,32,0,0,0,0,0,0,0,0
30821,"Live, fresh or chilled, sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,2,3,10,57,65,85,23,31,,120438,111232,106793,96630,111923,108830,106275,114920,101843,115283
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",0,0,0,0,0,0,0,0,0,0,,15358,10838,11675,9716,5180,4694,2270,1697,1760,1469,,1123,1513,1985,1543,1752,1181,1415,2359,2021,1330
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",83,720,2987,2179,1195,762,1059,397,274,0,,3989,3369,3445,3339,11586,2186,2083,15410,15308,16068,,107823,106372,115960,85539,69301,97694,85232,85685,87751,98648
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,0,,0,0,6,0,0,1,0,1,0,0,,0,0,0,7,122,53,21,6,96,145
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",0,0,0,0,0,0,0,0,0,0,,1595,8399,14559,1767,677,486,391,1905,1830,587,,349597,259711,282663,250738,246136,258374,280936,289007,250421,294476
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,0,0,0,0,0,0,0,0,0,,108,143,1,0,0,978,97,0,0,0,,3198,2793,2561,3689,3103,4024,3918,3344,2905,3115
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,0,2,3,3,3,2,1,1,1,1,,99569,92534,91089,89923,93147,94671,96081,91683,90446,98299
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,473,247,300,245,289,167,166,129,113,141,,27649,34592,29732,22967,26539,26752,34169,34838,34994,33832
70420,"Brussels sprouts, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,3,8,7,3,6,5,7,9,13,9,,299,578,570,525,780,611,849,1021,721,644
70511,Fresh or chilled cabbage lettuce,0,0,0,0,0,0,0,0,0,0,,345,250,264,181,133,65,42,8,7,42,,13171,14077,11807,10985,18975,15331,19163,10135,9829,8037
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,0,0,0,0,0,0,0,0,0,,1,2,1,2,2,1,40,46,4,7,,267,154,99,73,93,77,114,158,104,45
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,0,0,0,0,0,0,0,0,0,,83,73,88,73,35,21,16,46,52,61,,43606,41370,40473,39348,40963,42167,41727,40699,39541,39446
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",0,0,0,0,0,0,0,0,0,0,,269,456,434,748,379,311,389,186,346,33,,377012,377509,393949,392384,410446,440290,485419,514292,505626,556599
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,0,,17,2,0,0,0,0,54,126,44,4659,,1732,1847,1820,1579,842,219,153,182,138,117
71333,"Dried, shelled kidney beans """"Phaseolus vulgaris"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,314,106,52,22,10,61,21,18,61,139,,19403,19551,18323,17733,15874,14586,15407,18301,17763,17659
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,10,143,1,2,27,11,1,14,7,2,,23,18,33,80,141,75,44,116,98,95
80132,"Fresh or dried cashew nuts, shelled",0,0,0,0,0,0,0,0,0,0,,8333,11138,19008,8647,9587,10089,7666,6978,5088,7880,,61491,61695,66143,76537,70793,107711,109200,93083,90280,102635
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,39,59,99,170,104,131,94,110,129,94,,5245,5267,7290,10225,5446,8348,7715,9921,9108,8714
80231,"Fresh or dried walnuts, in shell",0,0,0,0,0,0,0,0,0,0,,11,25,168,14,26,45,42,454,509,240,,179,116,0,0,0,0,0,0,0,0
80251,"Fresh or dried pistachios, in shell",0,0,0,0,0,0,0,0,0,0,,1085,1862,1455,1405,1671,1680,2125,1218,1279,1396,,17648,19460,18474,17779,12047,11194,13179,15397,17081,21415
80290,"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...",0,0,0,0,0,0,0,0,0,0,,20766,16944,23161,19011,12027,7837,5012,1140,2167,547,,9918,8002,8041,10647,10166,9531,11813,10974,7594,9340
80420,Fresh or dried figs,0,0,0,0,0,0,0,0,0,0,,202,450,656,462,734,453,344,633,300,306,,9309,9276,11116,12669,9677,11502,11671,11909,10879,13325
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,2,2,3,1,1,10,3,4,8,11,,8254,6983,6575,4078,2962,3131,3282,3119,2944,2773
80929,Fresh cherries (excluding sour cherries),0,0,0,0,0,0,0,0,0,0,,381,363,284,152,151,52,188,364,398,428,,95167,70663,52529,44301,45580,46862,34897,39546,45147,57335
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,0,0,0,0,0,0,0,0,,10,6,28,23,14,19,54,45,35,15,,387,326,215,209,275,246,317,219,157,154
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,0,,4,2,27,22,42,0,0,0,4,0,,192,205,205,129,123,119,118,108,90,60
81320,Dried prunes,0,0,0,0,0,0,0,0,0,0,,892,815,869,567,777,725,726,426,306,299,,41200,36513,33887,36540,34842,27978,31128,26625,30920,32205
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",0,0,0,0,0,0,0,0,0,0,,1164,1123,2053,1467,1254,891,1169,961,822,1176,,15375,13439,14095,14143,18383,15908,18724,17398,17759,17710
90220,Green tea in immediate packings of > 3 kg,0,0,0,0,0,0,0,0,0,0,,1348,1884,2668,2958,3403,2468,2718,1667,5529,2204,,19640,19502,19325,17428,16707,20074,23688,23051,21248,17907
90812,"Nutmeg, crushed or ground",0,0,0,0,0,0,0,0,0,0,,819,180,53,17,165,68,17,11,14,168,,2189,2029,1388,1225,2159,1468,1779,1956,1740,1874
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,1277,412,1696,2134,2385,94,10,2,13,104,,1243,1141,870,1060,640,829,654,1149,1115,1030
90931,"Cumin seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,2646,3382,2783,1539,1519,1543,1189,1102,864,572,,8312,6013,7519,7870,6208,8372,10521,13535,11712,8662
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",0,0,0,0,0,0,0,0,0,0,,107,86,61,82,25,12,31,35,60,76,,51,110,71,112,188,241,233,108,50,88
100119,Durum wheat (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,4,1,2,16,0,1,1,1,1,,93071,83932,97720,104187,58357,67433,65646,56636,72261,82265
100390,Barley (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,52,50,111,139,98,2688,48,33,133,337,,412431,439645,361142,292635,261443,270712,348608,322810,303098,324436
100590,Maize (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,118,238,635,70,57,89,131,418,319,123,,5112611,4738612,3849381,3221969,3060341,3073130,3363106,3510218,3283435,4726803
100640,Broken rice,0,0,0,0,0,0,0,0,0,0,,1359,1066,446,37,147,0,0,0,0,327,,12686,6375,9028,3060,9482,12752,7552,12749,14478,10482
110100,Wheat or meslin flour,0,0,0,0,0,0,0,0,0,0,,28088,26373,24809,24421,25840,30442,33991,37276,34389,46068,,3017,3568,3115,2883,2964,3298,3481,3651,3462,3656
110412,Rolled or flaked grains of oats,0,0,0,0,0,0,0,0,0,0,,222,227,291,194,271,254,187,202,609,1040,,6487,6728,10303,14207,15543,14188,14257,15618,22485,27859
110819,"Starch (excluding wheat, maize, potato and manioc)",0,0,0,0,0,0,0,0,0,0,,222,238,269,224,304,54,21,47,32,39,,18023,14746,14651,14725,13329,13146,14038,12990,11240,11069
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1682492,1681967,1283382,1193358,1045432,1152976,1125496,1032791,965838,1602764
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",0,0,0,0,0,0,0,0,0,0,,0,0,4,16,106,0,3,37,10,56,,40724,34139,34386,35333,32546,48625,46298,37049,50411,47570
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,1557,4868,3857,3414,5017,4873,5438,2835,2869,361,,55427,41885,77106,40614,106908,60653,56737,54562,39714,32991
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",8,32,0,0,54,0,0,0,0,0,,55092,92728,65942,50190,52181,58591,49000,56043,50549,39155,,211565,227230,228236,206732,206427,209117,212960,203506,216054,225318
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,0,0,0,0,0,0,0,0,0,0,,228,203,274,97,228,304,164,285,415,565,,8896,8679,4410,5503,5198,6894,4543,5338,5459,3657
150110,"Lard, rendered or otherwise extracted (excluding lard stearin and lard oil)",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,2677,1793,3529,3993,1547,1861,1824,2276,2393,2053
150120,"Pig fat, rendered or otherwise extracted (excluding lard)",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,0,2,0,0,,701,482,472,316,322,337,370,328,259,310
151110,Crude palm oil,0,0,0,0,0,0,0,0,0,0,,5765,28,56,237,88,93,296,306,18,5140,,15638,8435,9540,16,49,268,291,377,1116,710
151411,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,364,286,147,284,536,,18842,12168,4087,10108,4352,7778,9930,23454,20166,12899
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,13876,11653,8741,4670,4003,3735,4442,3378,2219,2691,,344,402,529,290,4,8,14,2,127,0
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",0,0,0,0,0,0,0,0,0,0,,12991,14621,16414,16189,18210,16529,17139,17163,17703,19580,,7926,7510,6079,7523,8005,9126,9252,9380,9912,9646
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,0,0,0,0,0,,14,21,27,32,19,10,18,161,88,201,,14878,15669,11969,11263,9599,10364,11877,11915,9618,9931
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,2801,2037,1825,2282,3292,1104,1842,1531,1879,357,,365087,244305,226480,314871,286237,298515,332354,320193,280008,398955
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",0,0,0,0,0,0,0,0,0,0,,7,5,60,45,31,27,24,18,9,3,,6102,5136,5136,4109,4400,4654,5815,3251,3247,7265
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",0,0,0,0,0,0,0,0,0,0,,508,512,682,504,417,457,744,578,245,157,,232546,235788,245655,215548,238087,49110,51628,49398,40615,36204
170114,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter (excluding ...",0,0,0,0,0,0,0,0,0,0,,1666,2076,2508,3197,3868,4607,4351,5653,6738,6405,,839256,651138,575366,442279,574245,525989,407847,404070,382080,493454
