Product code,Product label,Saudi Arabia's imports from Singapore-Value in 2012,Saudi Arabia's imports from Singapore-Value in 2013,Saudi Arabia's imports from Singapore-Value in 2014,Saudi Arabia's imports from Singapore-Value in 2015,Saudi Arabia's imports from Singapore-Value in 2016,Saudi Arabia's imports from Singapore-Value in 2017,Saudi Arabia's imports from Singapore-Value in 2018,Saudi Arabia's imports from Singapore-Value in 2019,Saudi Arabia's imports from Singapore-Value in 2020,Saudi Arabia's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",0,0,0,0,0,0,0,0,0,0,,6095,4607,12003,7690,1550,402,995,9024,1164,20567,,157,294,90,1006,444,118,845,805,1002,887
293740,"Amino-acid derivatives, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,0,0,0,0,0,0,0,0,,134,80,99,105,91,44,89,102,138,25,,224,259,355,325,362,477,333,555,695,294
293943,"Cathine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,68,50,85,0,0,0,0,0,0,0
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,70127,328867,377613,471317,,0,0,0,0,0,0,0,0,0,1502
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,372,1575,344,54,,0,0,0,0,0,0,0,0,0,530
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",0,0,0,0,0,0,0,2169,1364,0,,5275,40754,49592,190353,79454,45926,58478,55815,53642,23809,,7574,37278,63167,61195,29298,26216,35341,142580,145245,78906
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",0,0,0,0,0,0,0,0,0,0,,88787,36692,27002,35509,47541,61055,82959,85316,47059,63589,,86181,72610,76832,101587,53905,71861,77907,80631,92261,70497
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,0,0,0,0,0,0,0,0,0,,1,0,480,0,0,0,0,0,0,0,,60,151,117,52,41,0,0,0,26,27
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,261,2950,0,0,,0,0,0,0,0,0,0,0,0,98
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,0,0,0,0,0,0,,455,309,389,64,85,108,199,117,137,112,,5794,3398,3977,7958,7390,9396,9160,6575,3774,7503
320120,Wattle extract,0,0,0,0,0,0,0,0,0,0,,3,0,8,3,32,3,2,1,0,0,,0,0,0,4,0,0,0,0,0,140
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,0,0,0,0,0,0,4,3,0,0,,79281,50330,55430,46153,48592,94152,113765,111876,96332,142759,,3198,3780,1355,2010,1665,1575,1364,1577,968,1246
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,0,0,0,0,0,0,0,0,0,0,,2033,1519,1761,1336,1185,1310,2560,2265,977,1142,,10229,14125,11783,11573,5401,4149,3707,6144,5448,2340
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,0,33,31,0,0,0,0,0,0,0,,2431,3196,2915,3236,660,489,370,197,30,3,,585,406,142,194,139,227,267,296,1290,191
291511,Formic acid,0,0,0,0,0,0,0,0,0,0,,23,19,25,49,41,88,72,47,73,168,,1721,2151,1447,1280,744,1685,3645,2752,1921,1121
291611,Acrylic acid and its salts,0,0,0,0,0,0,0,0,0,0,,10138,22085,9573,4861,5103,4291,16575,28879,36697,54948,,17596,17227,5517,895,965,1190,1406,2002,1661,3959
291816,"Gluconic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,311,544,815,556,352,382,738,279,236,219,,3383,3834,8166,12245,6318,4128,6587,6273,7441,6455
291818,"Chlorobenzilate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,0,0,0,4,5,0,0,0,0,0
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16058,47695,39554,42735,,0,0,0,0,0,0,0,0,0,141
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",0,0,0,0,0,0,0,0,0,0,,6338,6880,8792,7847,8242,4377,3621,2417,959,1602,,2532,2782,3414,4694,5807,5371,3208,7590,4956,7724
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",0,0,0,0,0,0,0,0,0,0,,1622,2231,9628,62143,28235,29339,63715,51885,64497,50056,,5406,1574,590,261,440,877,710,500,427,426
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",0,0,0,0,0,0,0,0,0,0,,774,1374,977,177,162,218,326,1033,413,1499,,346,259,191,241,95,1567,609,1249,548,876
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",0,0,0,0,0,71,0,71,0,0,,1739,1020,1078,1195,1271,1015,1057,770,1080,2321,,102,399,284,710,1133,655,458,510,750,773
292242,Glutamic acid and its salts,0,0,0,0,0,0,0,0,0,0,,2446,2302,2111,1559,4876,1388,1344,2047,2775,4143,,12062,11581,12826,6140,8979,11830,12905,14196,12252,17939
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",0,0,0,0,0,0,0,0,0,0,,3319338,2996109,2728774,3523666,3225195,3409218,3494541,2211267,1399386,1047345,,3709,4997,5602,10470,6198,7238,7114,5669,5563,5483
292610,Acrylonitrile,0,0,0,0,0,0,0,0,0,0,,10,217,394,366,350,577,641,735,16,5,,0,30,147,7511,7967,24120,51479,34943,18496,51430
292910,Isocyanates,0,0,0,0,0,0,0,0,0,0,,125281,79872,15415,7618,7804,14913,32737,12778,6035,5754,,74505,56614,70742,65508,52802,85079,71874,25633,12942,14756
293211,Tetrahydrofuran,0,0,0,0,0,0,0,0,0,0,,683,663,311,391,424,165,81,146,111,358,,116,0,40,436,31,114,113,643,43,3173
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,0,0,0,0,0,0,0,0,,90,131,73,185,155,108,78,111,89,194,,93,72,101,201,14,69,86,70,41,51
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,0,0,0,0,0,0,0,0,,35003,46,15,49,100,63,150,24,38,58,,0,59,0,63,497,34,16,4,11,8
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,14,9,38,5,14,,0,0,62,176,29,87,99,249,30,26
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,0,0,0,0,0,0,0,0,0,,132,162,51,93,112,104,100,1255,715,490,,0,0,0,32,7,0,0,0,0,1
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,0,0,0,0,0,,16527,4410,10224,2997,5065,3592,2205,1558,0,0,,1261,2226,1948,1287,510,775,292,132,0,0
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,0,,29,0,0,0,27,0,0,0,18,8,,0,0,0,11,2,2,0,0,0,46
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,4,0,0,,0,0,0,0,0,0,28,0,0,0
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,23,9,4,1,0,,695,911,393,711,900,1289,1616,1864,189,187
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,0,,19,0,0,0,0,0,0,0,0,0,,0,77,229,1059,498,9,37,4,0,0
271311,"Petroleum coke, non-calcined",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,5,215,0,0,6,0,0
280110,Chlorine,0,0,0,0,0,0,0,0,0,0,,960,898,748,1592,3181,2776,2566,3425,4115,4483,,1737,1601,2458,1817,2529,2401,3064,2775,2724,3250
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,0,0,0,0,0,0,0,0,0,,25318,20176,20271,20890,9129,12339,17609,11200,5087,11866,,29,49,37,36,79,37,27,223,0,13
280410,Hydrogen,0,46,0,0,0,0,0,0,0,0,,1368,1225,1346,1332,997,1034,1084,777,2633,1817,,100,46,173,42,66,45,96,111,28,59
280429,Rare gases (excluding argon),0,0,0,0,0,48,0,14,0,0,,20059,18573,23854,30696,23547,32746,39316,46347,50293,63070,,3251,3952,4673,5315,6053,5275,5563,8327,6498,7375
280440,Oxygen,0,0,0,0,0,0,0,0,0,0,,9464,4814,3571,3788,2524,3465,3738,2911,3793,7146,,3941,2997,5558,1648,2510,1277,4799,2937,3727,2700
280461,"Silicon containing >= 99,99% by weight of silicon",0,0,0,0,0,0,0,0,0,0,,1816,1391,6139,11141,21478,28193,22437,11324,8883,15543,,2090,1385,84,450,373,612,126,41,149,41
280700,Sulphuric acid; oleum,0,0,0,0,0,0,4,0,0,0,,2334,2441,2300,2781,2738,2875,2392,2878,2552,3455,,1015,391,1151,613,285,968,403,774,1307,55725
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,3221,2850,2530,1983,1530,2154,64576,1807,1626,2429,,123663,61801,82576,124864,61618,63416,87578,16259,17216,19748
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,885
281610,Hydroxide and peroxide of magnesium,0,0,0,0,0,0,0,0,0,0,,297,418,233,135,110,222,708,633,732,629,,2792,2734,1530,2999,2761,2121,5461,3300,3135,2324
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,0,0,0,0,0,0,0,0,0,,55,11,46,177,162,18,24,12,2,1,,0,0,0,0,0,1,0,0,0,0
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,0,0,0,0,0,0,0,,203,2,46,198,41,10,5,3,4,1,,3311,2661,2968,2766,2825,2833,3007,1200,3011,1767
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,0,0,0,0,0,,106,180,203,70,571,627,412,487,609,846,,1511,7731,2840,73,89,30,37,4,28,143
282710,Ammonium chloride,0,0,0,0,0,0,0,0,0,0,,440,1010,948,602,350,1119,863,484,2508,524,,287,137,177,167,173,297,686,236,226,412
282720,Calcium chloride,0,0,0,0,0,0,0,0,0,0,,2622,2479,3093,2630,1164,1557,1537,950,911,838,,28942,31278,64489,26299,28732,25447,23212,39699,59243,14898
283421,Nitrate of potassium,0,0,0,0,0,0,0,0,0,0,,60,266,521,441,426,796,1170,1117,524,668,,13637,9741,8268,7967,7114,5404,6591,7450,7237,7860
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,1,0,,0,0,0,0,0,0,235,0,0,0
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",0,0,0,0,0,0,0,0,0,0,,461,721,735,1062,682,332,339,326,343,730,,381,265,418,369,403,369,759,1008,112,177
284161,Potassium permanganate,0,0,0,0,0,0,0,0,0,0,,100,62,68,82,43,32,132,78,23,29,,727,240,497,281,352,257,533,303,447,235
284170,Molybdates,0,0,0,0,0,0,0,0,0,0,,250,529,752,734,778,686,500,757,579,491,,1327,1252,1183,1447,1059,963,912,1387,1592,2173
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",0,0,0,0,0,0,0,0,0,0,,499,326,297,491,696,618,498,310,952,273,,2871,3685,5937,6313,18225,4313,5145,1821,1760,1465
284321,Silver nitrate,0,0,0,0,0,0,0,0,0,0,,5504,179,183,301,237,421,316,271,466,725,,4055,4021,3410,1402,2271,1490,1979,1470,1819,3171
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,0,0,0,0,0,0,0,0,0,,14109,15868,1755,565,4192,9443,527,444,378,454,,1176,729,769,410,90,78,14,26,33,100
290211,Cyclohexane,0,0,0,0,0,0,0,0,0,0,,64,5657,74,26,208,59,35,80,95,122,,1918,1782,608,1145,1015,972,600,465,229,996
200591,"Bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,106,139,174,99,115,74,108,91,47,89,,0,46,0,42,90,5,22,30,50,39
200710,"Homogenised preparations of jams, jellies, marmalades, fruit or nut pur?es and nut pastes, ...",0,0,0,0,0,0,0,0,0,0,,1035,841,888,681,479,576,400,243,137,75,,18728,37259,4299,5006,3696,2856,2314,2505,3286,2347
200939,"Single citrus fruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,651,585,248,221,364,946,240,104,102,74,,898,1266,1532,1624,1389,1151,1210,1085,552,572
200981,"Cranberry """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""" juice, unfermented, ...""",0,0,0,0,0,0,0,0,0,0,,295,364,289,196,343,238,414,287,187,81,,1195,686,1210,2527,4582,5681,4417,5096,7545,5345
210410,Soups and broths and preparations therefor,0,0,0,0,0,0,0,0,0,0,,1963,1928,3990,4357,3055,1804,3164,1967,1978,2118,,32880,75547,51442,54088,62467,60341,58021,56858,60063,62382
190510,Crispbread,0,0,0,0,0,0,0,0,0,0,,1558,1846,1609,1827,848,705,977,870,894,937,,36,62,0,275,564,452,513,1456,2478,1477
290250,Styrene,0,428,0,0,0,0,13,0,0,0,,997485,1273444,861371,815638,599722,831982,842743,634560,390259,883314,,2417,8215,1501,1615,1954,1665,1585,239,1607,2231
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,124,0,0,0,0,0,0,0,0,0
290321,"Vinyl chloride """"chloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,133,123,134,153,29,20,11,22,13,5,,0,94,2280,75,0,1,0,9,0,0
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,0,0,0,0,0,0,,26150,6169,137,49,58,128,500,374,167,143,,888,655,686,262,46,132,102,15,87,1
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,0,,25,0,0,1,85,1,2,3,2,2,,0,0,34,23,3742,791,490,616,949,1162
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",57,28,0,0,0,0,0,0,0,0,,5781,4004,9620,4972,6332,4751,25218,7661,7654,7445,,9783,14074,17048,3518,3438,3226,7622,9385,9128,13088
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,0,0,0,0,0,0,,126,1,0,1,0,12,75,6,48,38,,527,94,0,42,197,1731,114,50,69,42
401290,"Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",0,0,0,0,0,0,0,0,0,0,,17375,6341,5646,2960,4066,3012,5249,2888,2779,2332,,3792,4520,6717,10082,5984,5483,5147,3175,3708,5024
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",0,0,0,0,0,0,0,0,0,0,,525,491,734,398,409,485,834,1010,636,726,,1123,480,481,1762,1340,1416,1112,1590,743,499
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",0,0,0,0,0,0,0,0,0,0,,279,0,0,2,2,0,0,0,0,0,,0,0,0,0,0,22,0,7,30,0
410691,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...""",0,0,0,0,0,0,0,0,0,0,,13375,17515,15491,14967,16524,18991,25740,23810,24802,22006,,2888,2794,3921,2065,2162,1774,1800,1954,691,1302
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""""vinyl butyral"""", not reinforced, ...""",0,0,0,0,0,0,0,0,0,0,,28388,20565,23157,16561,14832,13439,12509,11127,7581,6492,,10543,11400,10733,10294,6339,4660,6963,7502,5371,5841
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,427,578,775,389,613,451,1128,607,614,545,,0,0,0,214,1,261,236,184,12,2
392520,"Doors, windows and their frames and thresholds for doors, of plastics",0,0,0,0,0,0,0,0,0,0,,1277,3164,3219,2104,1269,967,821,713,615,836,,2677,3808,4491,8982,7890,7931,9410,10684,20672,24134
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",0,0,0,0,0,0,0,0,0,0,,1540,1166,1510,888,1271,1809,1353,2085,1192,1652,,4136,3847,3806,4761,4200,3287,5556,4900,2384,2458
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",0,0,0,0,0,0,0,0,0,0,,48,508,15,64,6,106,11,625,63,110,,1042,524,746,990,506,489,839,1284,558,707
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,0,,6035,5457,4729,4216,5096,3481,1505,0,1639,856,,0,0,0,3,0,303,0,0,0,8
400510,"Rubber, unvulcanised, compounded with carbon black or silica, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,0,,7309,6321,14627,14737,17147,26093,18384,14095,16073,18204,,22240,9648,1380,2038,2502,607,598,1262,2191,2824
400922,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,63,34,0,0,0,0,15,0,,9007,5545,8377,8532,4960,5745,6391,5898,5575,9608,,6425,7308,11895,6609,5411,4663,5211,9116,14595,5259
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",0,0,0,0,0,0,0,0,0,0,,11143,37751,62366,92063,201339,195147,185438,165553,163724,157941,,11003,9170,9340,8523,2333,2055,1923,884,553,1456
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",0,0,0,0,0,0,0,0,0,0,,2144,2993,3880,4160,3573,3192,4243,2876,3900,4168,,7855,9025,10382,12492,10751,6883,6498,6876,6488,6847
430180,"Raw furskins, whole, with or without heads, tails or paws (excluding those of mink, lamb - ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,84,149,16,5,,0,0,0,0,0,0,0,0,0,2799
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,116,0,0,0,,0,0,0,0,0,0,0,0,0,44
440392,"Beech """"Fagus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,229,234,305,522,611,0,0,0,0,0
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",0,0,0,0,0,0,0,0,0,0,,147,460,271,311,261,317,79,131,800,46,,82,112,43,145,99,109,13,117,168,1080
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,140,0,0,0,0,,1292,1224,871,443,76,2216,112,506,38,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",0,0,0,0,0,0,0,0,61,0,,336,107,229,677,1414,464,0,0,0,0,,276854,260311,322336,319462,283824,44958,72563,117053,12494,203
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,0,0,0,0,0,0,0,0,0,,0,24,0,0,0,0,0,0,0,0,,0,36,0,383,0,11,0,0,67,0
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,10,0,27,2,94,172,89,1,354,,0,0,0,2,82,0,32,0,239,0
441112,"Medium density fibreboard """"MDF"""" of wood, of a thickness <=?5?mm""""",74,64,0,0,0,0,0,4,0,0,,613,906,543,750,239,272,82,53,30,14,,24714,23384,26332,22739,16957,16526,14581,20404,26681,27000
441234,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,89,120,13,81,,0,0,0,0,0,0,0,0,0,9
441400,"Wooden frames for paintings, photographs, mirrors or similar objects",0,0,0,0,0,0,0,0,0,0,,158,126,246,186,283,620,689,722,139,367,,5379,6860,4262,5128,4877,5748,2898,3889,2755,3159
441860,"Posts and beams, of wood",0,0,0,0,0,0,0,5,3,0,,60,225,442,1224,55,59,74,0,25,33,,9310,6895,2393,5966,3158,911,687,1084,1681,8504
460122,"Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,54,36,94,76,72,68,133,91,388,529,,0,0,0,2,0,1,24,30,36,320
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ...",0,0,0,0,0,0,0,0,29,0,,52057,28009,1950,1269,2370,1496,1577,1875,1959,1567,,1060,95,121,20712,241,127,681,145,150,66
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",0,0,0,0,0,0,0,0,0,0,,1565,5382,1950,1313,1078,8509,8878,6829,4546,7808,,995,490,701,1303,1079,811,835,824,274,466
500200,Raw silk (non-thrown),0,0,0,0,0,0,0,0,0,0,,15,11,236,1601,114,2,512,0,256,2,,0,323,0,0,88,16,0,0,0,0
500400,Silk yarn (excluding that spun from silk waste and that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,184,97,187,336,236,553,165,88,55,81,,0,0,0,381,0,257,0,0,0,1
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,99,346,42,22,8,0,7,3,0,0,,0,28,33,38,0,12,6,7,0,4
510400,"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,2
510539,"Fine animal hair, carded or combed (excluding wool and hair of Kashmir """"cashmere"""" goats)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,0,0,0,,80,45,0,126,50,69,57,0,6,1
510540,"Coarse animal hair, carded or combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,2,0,0,0,13,5
510620,"Carded wool yarn containing predominantly, but < 85% wool by weight (excluding that put up ...",0,0,0,0,0,0,0,0,0,0,,0,0,327,366,396,88,0,125,477,111,,0,0,0,2,31,2,23,80,11,0
520291,Garnetted stock of cotton,0,0,0,0,0,0,0,0,0,0,,121,2,0,0,0,0,0,0,0,13,,0,0,0,509,159,153,133,55,37,6
520300,"Cotton, carded or combed",0,0,0,0,0,0,0,0,0,0,,30,26,23,17,108,251,368,760,1071,942,,2239,2454,2065,4658,2347,2583,1214,2030,957,482
520411,"Sewing thread, containing >= 85% cotton by weight (excluding that put up for retail sale)",0,0,0,0,0,0,0,0,0,0,,176,126,44,11,18,37,36,163,92,101,,266,508,173,33,76,58,5,349,136,57
520515,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,44,0,34,0,0,0
520611,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,172,0,0,0,35,,467,1295,930,1682,3267,3393,3381,2944,1383,1082
520613,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,29,,0,33,0,144,0,0,0,0,0,0
520642,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,16,2,0,0,0,0,0
520831,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,907,597,757,211,553,9,38,81,63,33,,31,37,43,12,121,47,164,547,220,296
521059,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,44,102,105,215,121,185,33,15,51,0,,847,136,565,72,140,79,2363,829,156,250
521149,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,261,339,358,320,163,99,71,11,93,28,,1401,805,911,1392,1067,1050,629,531,186,254
521151,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,12,10,15,19,4,1,14,11,3,0,,189,742,1558,806,54,932,1263,18,3,18
521223,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,119,19,192,27,105,116,220,12,1,33,,29,0,0,112,83,615,163,26,4,23
530129,"Flax, hackled or otherwise processed, but not spun (excluding broken, scutched and retted flax)",0,0,0,0,0,0,0,0,0,0,,0,12,0,0,0,0,0,0,0,0,,31,67,31,10,92,82,146,0,24,36
530500,"Coconut, abaca Manila hemp or Musa textilis Nee"""", ramie, agave and other vegetable textile ...""",0,0,0,0,0,0,0,0,0,0,,99,181,280,283,207,271,403,347,194,139,,4299,3565,4411,5473,7774,5070,5872,5085,6234,4564
540110,"Sewing thread of synthetic filaments, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,2417,2046,1889,1647,2437,1317,1703,1005,806,759,,699,1108,520,1081,1341,1491,1411,1529,596,1160
540120,"Sewing thread of artificial filaments, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,544,701,380,129,311,170,102,32,92,134,,2971,2776,3936,3979,3538,2843,1869,2542,1452,2200
