Product code,Product label,China's imports from India-Value in 2012,China's imports from India-Value in 2013,China's imports from India-Value in 2014,China's imports from India-Value in 2015,China's imports from India-Value in 2016,China's imports from India-Value in 2017,China's imports from India-Value in 2018,China's imports from India-Value in 2019,China's imports from India-Value in 2020,China's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
848250,Cylindrical roller bearings (excluding needle roller bearings),6571,8305,11718,10891,9275,13439,15731,17783,21331,23343,,42514,42298,45289,43918,38039,46202,45239,55360,47127,69867,,681620,637545,727476,674692,626729,695532,658316,680361,807756,798472
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",6632,8240,9567,6733,7151,7881,9311,14805,23955,23308,,489952,530086,454654,581223,619762,740627,764425,771431,658417,956540,,1769972,1826883,1933029,1764124,1836853,1955268,2163760,2110029,1850636,1923529
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, ...",17187,18008,19437,17815,20973,27595,24706,26253,31865,23152,,1829,1713,1357,1049,5292,12668,20601,16507,41631,44717,,24154,24815,26829,26083,28687,35996,32953,34971,41241,32434
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",14455,12660,23418,24377,30670,26105,28061,33687,26493,22231,,52854,25816,30625,27292,25186,29192,43421,41639,37134,32790,,16910,16599,27745,28332,33890,30398,32025,37649,31167,27580
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",66447,64025,50922,184178,26278,235797,162946,73529,23384,22095,,456742,446904,410764,628142,375655,806728,692626,514416,651988,805470,,994694,1193344,1182219,1049574,789257,2011863,2043511,1504569,1180511,1154099
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",4801,3941,2746,3352,4092,5482,8926,6847,5769,21922,,129504,203101,184644,192400,183289,312965,379929,388897,340166,587343,,647416,606877,848582,806196,874692,863965,980869,952773,912232,1084807
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",11834,13236,12839,11400,8560,11886,17198,15842,15573,21859,,257563,332334,337367,340597,268940,329364,421459,484317,415188,486798,,973949,1170959,1272698,1195512,1212502,1336015,1383267,1270265,1276015,1420762
320411,Synthetic organic disperse dyes; preparations based on synthetic organic disperse dyes of a ...,2647,5460,6748,7906,8539,6284,15772,42949,36184,21478,,34807,51099,76414,77531,76090,81078,144301,180257,131582,159927,,27927,27064,28038,33256,35458,31151,43230,73661,62825,64412
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",11760,13946,13478,9629,10038,6936,7078,13765,16919,21123,,179488,262132,321688,317972,352001,330304,376453,431216,429857,429429,,3562317,3895334,4573370,4251295,4517629,4807920,5324795,5312209,6093482,5913440
330190,"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, ...",6011,4986,4333,5840,5686,6301,5635,4821,7612,20919,,303586,262853,250634,287810,301651,389907,366845,347161,422048,592383,,18833,18878,15946,21704,21494,28178,22525,21177,21759,35326
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",19674,17705,19146,20467,20789,15506,16307,13696,16574,20626,,49503,60484,53573,80266,108578,95073,101841,93351,84983,101101,,554846,570010,635520,626903,651434,659222,720366,755544,820716,830365
320210,Synthetic organic tanning substances,15028,16110,15889,16110,15881,18203,19185,18971,16562,20575,,45284,52115,48408,38650,38477,36461,34095,32052,24342,30943,,115519,120008,122320,114077,107892,121249,108514,95147,87337,93411
140420,Cotton linters,32370,29906,24446,27911,33238,24027,7301,9794,3468,20561,,35865,36879,25941,33586,37778,30417,15043,16258,9999,20061,,86364,66189,57133,66397,107430,61098,24848,30176,25140,67516
850110,"Motors of an output <= 37,5 W",5124,11407,12822,18201,19763,19631,17186,20505,21569,20425,,114808,152909,148539,162921,155856,154089,166804,157035,140554,156174,,2119303,2082329,1899984,1789856,1667572,1640111,1598485,1439610,1411744,1498104
90240,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",15872,11604,14154,13566,14562,22615,25245,30140,27549,19969,,619924,726273,577850,597092,578975,674258,683436,720547,580745,565531,,38791,38938,51328,57951,63221,100122,115863,122704,124972,121595
820810,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for m ...",817,829,1320,993,1984,4100,9921,17276,16430,19929,,632,645,1251,429,295,1279,450,757,6585,745,,586905,594574,654896,599078,639653,742878,805514,693852,679885,660383
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",7707,10296,8106,8284,8159,11301,14157,23385,19830,19825,,21433,24185,21696,29398,39842,53823,52906,48085,58288,66970,,38608,48292,42974,84145,33557,81692,104426,147578,148929,96140
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",13026,16998,17681,13185,14159,16311,17933,14852,15495,19791,,195212,230438,247086,218427,186475,256594,355138,327053,318617,385710,,2947166,3005014,2999226,2517972,2049507,2063302,2249258,2222885,2319636,2461884
870410,Dumpers for off-highway use,26838,26290,10159,6898,3080,635,8509,4349,14992,19599,,710988,167616,92244,152640,184162,320018,506899,362808,148516,309847,,192973,145072,64680,13873,7613,6302,16687,13451,23898,24743
293590,Sulphonamides (excl. perfluorooctane sulphonamides),0,0,0,0,0,12233,15685,15097,17597,19400,,0,0,0,0,0,122073,199544,258201,261225,295280,,0,0,0,0,0,325373,208490,403004,366452,424698
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",12830,6819,11647,33272,3423,20945,152,152,4788,19250,,2075456,2860253,1180724,429948,305238,837924,893291,744417,701358,900822,,21252,14038,17565,41681,13494,35750,14189,7299,37143,53916
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",2086,4193,6037,4835,6826,6355,4446,13045,13385,19240,,74172,111760,84497,121779,101489,87661,97453,93462,87483,88480,,340111,299399,373873,273277,259315,359795,493416,403465,301463,386813
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",22199,24165,22952,16034,10646,11634,13186,21846,16836,19194,,6187315,2618434,1917152,744135,464476,653063,702926,531215,261049,339415,,59045,52286,48324,38778,26163,35093,40800,55614,53256,82481
120740,"Sesamum seeds, whether or not broken",4184,4986,41350,23747,7088,8876,8789,1669,10898,18990,,517673,632196,813602,476645,415152,435302,531449,528715,447843,421536,,521147,773204,1148087,1122866,958655,734396,1067412,1203982,1272465,1429698
848220,"Tapered roller bearings, incl. cone and tapered roller assemblies",3896,5479,6151,8219,5941,8784,10930,13642,20026,18928,,82134,119840,130156,134063,123781,151011,170405,162739,139782,230008,,304153,315065,393358,334789,311320,371753,435279,490611,705263,762983
410712,"Grain splits leather """"incl. parchment-dressed leather"""", of the whole hides and skins of ...""",67047,47679,76187,53191,41342,54120,54095,30879,16085,18669,,4416,7106,5877,3675,1442,722,3189,942,621,971,,549246,531431,593502,512615,488763,550456,564026,396012,302463,318821
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based ...",4707,3377,6604,2445,2412,3344,13694,20726,20146,18197,,33327,40318,54533,35749,30589,39474,59790,89829,83748,108595,,11291,9357,12053,7497,6216,7096,19509,26353,27648,26963
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",0,0,0,286,2638,4648,9961,11772,10419,18138,,6526,79493,10229,6878,12159,22285,24394,23130,18536,29688,,3631,3661,3285,14482,20857,45903,58397,74615,57617,91717
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...,825,329,508,1843,1349,1975,102,209,1697,18089,,11204,10590,10529,14105,5636,5973,2899,7642,19075,38264,,20192,23455,29460,32195,34332,37019,36343,47964,58123,75194
720230,Ferro-silico-manganese,2425,0,0,0,12661,0,3080,549,73,18075,,936024,978195,867805,599197,461991,800995,814433,658667,603374,1276572,,35163,14022,654,200,27081,4498,32428,12700,10325,34620
540244,"Synthetic filament elastomeric yarn, single, untwisted or with a twist of <= 50 turns per metre ...",3,264,234,0,0,30,0,0,699,17805,,441,6278,7732,4911,2272,1558,7149,4020,5300,53506,,126257,135872,171564,167047,160151,152859,193774,204056,176458,342471
290531,"Ethylene glycol """"ethanediol""""""""",7659,3902,73,10170,6778,26012,178717,53561,118848,17434,,88742,96651,87226,85981,73878,61158,290876,115357,154897,63625,,8137964,8679601,7892120,7100661,4873893,7387208,9082380,5971806,4901069,5132104
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",4910,4687,36742,3495,616,1,180,573,3397,17262,,17276723,9572682,11222490,7388131,9204800,8371671,11609406,12366518,5678174,8430817,,463489,477553,811972,830049,854694,707803,1234863,2122186,3427885,5192941
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene ...",16757,19478,19122,12728,9868,17501,16910,25099,23332,16809,,53678,71299,77472,67501,70783,70672,69951,61815,61204,75787,,101872,104153,85418,61569,88675,99566,140946,115005,91405,86562
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",2484,4884,14062,8027,13883,22531,21832,11300,19260,16779,,62745,92421,159873,199065,239915,208200,199806,226446,208574,246282,,3767795,3767430,4075327,3550608,3605914,4042713,4427190,4081469,4188045,4444365
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",10637,7951,1490,2967,798,1654,5456,1542,2066,16758,,87772,190815,144869,137601,189900,191395,170631,189804,159730,295572,,1192389,747286,817382,706154,543473,423399,589006,784486,699103,890006
590290,"Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic",4217,5842,11507,10764,11987,12658,17734,16689,17267,16612,,25891,45283,46282,33654,42212,44659,46286,42322,38466,45796,,6819,9066,17481,21538,31250,37930,43990,42662,41352,49779
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",5062,5710,15267,23300,9464,12777,15525,17197,19098,16495,,483309,527760,584914,658517,671755,719097,820139,738432,609702,980092,,745567,707933,841536,724382,693631,980362,1092642,989020,1178869,1215759
261690,Precious-metal ores and concentrates (excluding silver ores and oncentrates),0,0,49,862,25510,34676,15380,12837,12515,16454,,91192,3948,10,13,35,0,15,26,61,26,,734292,1148546,1326023,1155266,1657946,1684407,2366210,2617848,2779510,2668608
901813,Magnetic resonance imaging apparatus,7814,11228,15436,19583,21788,15900,17125,14905,13837,16309,,7933,2719,7191,22329,30408,25401,33561,39681,31004,47141,,710026,790670,769405,651898,633450,684161,716669,804592,850349,857471
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",8426,7620,10061,8117,9725,12581,14128,14085,14098,16032,,176538,197962,248546,258401,253334,281497,336810,358951,309222,444503,,1009602,1082840,1152045,1056466,1190175,1401111,1492017,1371566,1271771,1366497
853225,"Fixed electrical capacitors, dielectric of paper or plastics (excluding power capacitors)",4245,5697,6324,5300,6361,7457,8154,6376,9094,16008,,48456,56269,54974,55650,61332,67793,73612,54414,58954,79245,,336627,365462,552677,646082,303855,317812,319276,298549,267598,321737
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,16,0,0,52,1650,981,6504,15910,,48,59,112,66,76,224,5860,397,2749,18208,,37827,35665,41465,43163,44517,76710,105621,99713,64249,70411
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",5049,5339,7388,5872,3798,3471,11340,10446,6863,15426,,87153,103394,106545,90366,69559,72237,95290,123276,74673,109931,,20316,22491,25269,20457,20681,24322,36877,46969,51862,61877
250610,Quartz (excluding quartz sands),78,84,496,1788,3863,6610,10612,12812,14730,15276,,20089,21498,30846,29809,32438,41538,56041,63244,67496,87819,,31442,17391,59911,47091,58617,112882,114071,127956,115036,152684
410792,"Grain splits leather """"incl. parchment-dressed leather"""", of the portions, strips or sheets ...""",94408,131714,124411,98331,72409,63551,66066,35807,14960,15222,,119,578,1425,966,989,8295,25467,19004,17664,21127,,1269210,1370816,1389168,1284792,948499,839785,726384,571022,325492,387975
640391,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, ...",3113,2533,4337,5980,5861,8572,10967,20067,8406,15201,,333593,450222,535395,625328,798485,818403,845001,933061,661634,779912,,146609,185128,224780,236573,222460,271052,365928,482022,554418,551851
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",8774,10311,7237,9914,12530,10756,16243,21478,21050,15085,,133745,144882,147168,150180,180294,195618,236362,279344,290057,400913,,127045,160917,137543,102182,76646,88188,116019,115379,106277,113647
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",19771,20655,19100,22634,22475,23855,17963,21341,16057,15080,,257096,346390,351073,416013,512220,515282,591995,600224,664789,848442,,262555,290347,312351,278216,252544,274610,272537,287646,267561,296879
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",517,462,1433,312,117,822,2043,15001,15225,15018,,19937,19345,16008,13174,15104,6372,5232,10417,9143,7218,,1397254,1398486,1302494,1343297,1370541,1815123,2656006,3142240,4016043,5844556
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",5688,7285,7425,11388,9658,10068,10316,10671,9130,14678,,409947,505844,506523,544267,621539,572942,536253,586093,525876,803331,,2656171,2774770,2926291,2894040,2970283,3264273,3560528,3611100,3583469,3916096
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",860,804,3194,2514,6741,12590,6744,7459,6891,14627,,40954,51979,53833,51051,40881,45874,67371,63082,59198,75262,,239817,299627,331881,276705,330894,358696,396232,375650,380842,426662
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",34298,65883,34628,32766,13966,15621,28963,11823,6929,14553,,106830,166298,169914,148901,128824,168994,174286,114967,101569,279100,,158426,210324,172245,163259,137696,149560,169867,167624,174272,257335
