Product code,Product label,Saudi Arabia's imports from United States of America-Value in 2012,Saudi Arabia's imports from United States of America-Value in 2013,Saudi Arabia's imports from United States of America-Value in 2014,Saudi Arabia's imports from United States of America-Value in 2015,Saudi Arabia's imports from United States of America-Value in 2016,Saudi Arabia's imports from United States of America-Value in 2017,Saudi Arabia's imports from United States of America-Value in 2018,Saudi Arabia's imports from United States of America-Value in 2019,Saudi Arabia's imports from United States of America-Value in 2020,Saudi Arabia's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",28068,34987,35761,35345,44712,28983,34043,26294,31236,21193,,3255016,3570863,3915829,3624414,3277853,3313514,3704464,3914166,3592091,4488128,,192291,251897,266912,259673,219973,204800,217377,179267,215519,191672
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",33143,29440,35021,41052,19909,16107,18703,12236,28688,20713,,912676,994451,815400,816830,545423,628875,624015,682853,570241,603022,,382045,531004,615849,582503,415202,139644,149654,112879,81573,130503
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",39437,34904,43539,53101,38011,27838,48211,70328,23046,20554,,1864458,2010519,2056817,2024956,1913451,1933251,2144692,2094839,1966354,2447217,,170647,192234,211575,272699,149127,160617,148323,200297,135612,167214
842131,Intake air filters for internal combustion engines,11359,13848,11422,17460,20575,25408,25817,17184,10833,20482,,450580,476869,522876,548404,587310,519252,545372,533308,485260,558897,,60088,66492,57611,68402,66803,71154,72422,75424,57164,88211
283620,Disodium carbonate,24455,34926,33689,28364,27627,14664,14026,10322,14290,20038,,1240701,1210278,1298940,1320943,1312605,1399455,1463460,1553778,1144537,1392361,,86648,83151,89219,88964,72257,57290,72543,80107,55206,64100
902110,Orthopaedic or fracture appliances,24238,12986,9600,10882,9522,3669,21103,17842,9251,19844,,1683157,1989549,1989065,1993639,2070229,2108468,2265253,2311169,2131088,2582380,,55101,33069,60256,62938,27670,18807,54897,49704,30404,75430
902710,Gas or smoke analysis apparatus,15232,18429,14054,21002,14258,14301,12138,14166,19126,19521,,842720,901161,891305,884275,897719,975472,1060234,1106409,947696,937295,,41489,39822,45835,43738,37273,50550,50196,44713,53044,55951
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",49463,99584,95671,74343,75292,65366,63115,80639,49917,19391,,4003221,4326425,4210984,3782547,3759605,0,0,0,0,0,,308729,333684,367136,350719,303647,243546,174065,276255,148458,88855
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",15542,15453,14109,13211,7475,4833,9211,10210,11719,19339,,1002416,849050,936383,993281,970063,999497,1091356,1585127,1296729,1527746,,112230,96467,97217,78633,50667,52868,53450,49652,38803,41065
40620,"Grated or powdered cheese, of all kinds",12268,11693,12206,14991,11991,12045,17523,10194,15395,19282,,238064,251347,349182,379889,342449,436281,418880,360577,424263,475531,,21061,23092,41010,47461,25883,22924,25972,17752,22625,60874
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",1073,1240,5912,7828,7210,3774,4890,3227,8153,18544,,577395,592000,542619,472133,458793,482045,491393,456425,459947,542009,,164804,222021,186066,183510,49398,48355,61283,70651,102059,143337
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",3139,2507,4160,3620,10029,26538,14006,13273,24249,18403,,182822,193426,220828,223578,237544,273425,291769,278829,271419,327605,,14940,17373,19288,17763,23423,41158,26366,29908,36020,30747
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,28363,41791,70883,48917,37614,28228,22687,17647,15944,18202,,3479758,3292006,3645244,3643844,3773486,3878721,3840860,3795027,2953450,2756713,,196301,209308,300815,221027,158949,112558,97665,100156,95659,103146
300420,"Medicaments containing antibiotics, put up in measured doses """"incl. those in the form of ...""",14897,6098,9877,16421,33558,7648,2459,8955,10312,17855,,969656,843728,864758,1111751,1205419,849153,831092,782281,780857,737736,,159366,57920,112415,120347,108903,90202,42836,131826,104393,121324
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,7831,5713,30991,28143,17758,26605,22482,26248,26406,17807,,2362042,2434537,2295287,2110596,1901017,1896290,2049177,1846762,1778511,1956238,,117885,109824,139388,139615,108655,101832,86039,99570,96143,109983
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",17849,30109,22178,28372,19467,15121,12517,20311,29995,17702,,2753493,2322930,2288838,2139912,2214884,2529172,2621184,2027001,1967726,2147322,,98394,118489,102216,93221,82974,110466,58013,93309,87129,79408
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",46824,46521,49392,37907,17685,20070,13990,35303,26966,17576,,1461610,1338580,1139723,940061,773230,738103,792697,686740,606988,784899,,927188,1196982,957671,978919,436575,415040,416922,398896,247046,285232
846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.",30957,32069,41497,35261,20152,8309,13691,12026,12640,17566,,542553,545738,538247,544880,445385,442288,459168,430400,359848,410736,,108349,124664,134693,127891,62492,36546,64088,61036,49329,52853
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",0,0,0,109,0,523,0,210,0,17303,,5451,4040,5183,5790,5322,3922,4119,5758,4265,3680,,0,0,117,211,112,696,578,1794,64,40039
841582,"Air conditioning machines incorporating a refrigerating unit but without a valve for reversal ...""",135,1291,13096,16655,18963,18464,17745,2774,15357,17159,,663941,756643,663718,717453,705481,630210,625923,641540,586905,657142,,41089,49879,82656,85571,101920,100950,51307,18682,56839,71426
81020,"Fresh raspberries, blackberries, mulberries and loganberries",1213,2007,3062,5242,6345,6139,8756,10206,11432,16928,,272004,290402,307556,293817,277394,315780,337182,354054,346237,393911,,1384,2206,3266,7791,9398,8829,11345,15036,20861,33166
852580,"Television cameras, digital cameras and video camera recorders",46173,31810,27961,24012,67243,19085,35508,20321,16601,16896,,1916737,1772678,1800537,1539328,1696163,1986677,1861683,1841462,1631276,1933603,,341073,357408,277639,211543,218879,188867,186571,180149,160904,177346
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,11493,27602,28290,31128,17123,22949,16113,9502,16852,,282822,201525,190358,207863,137052,117774,106640,82499,87449,122518,,6091,15554,32962,32477,42088,26634,29003,21750,15097,23518
282731,Magnesium chloride,191,49,168,173,1210,47,2307,1737,10677,16794,,7066,6744,7359,10825,6435,6800,6910,6361,6083,9556,,1542,415,1237,674,6064,2806,2897,2485,11480,18401
300610,"Sterile surgical catgut, similar sterile suture materials, incl. sterile absorbable surgical ...",15768,21034,28725,29860,20632,22462,17398,15117,13309,16752,,923508,928325,872799,933362,920395,1060036,1195108,1278620,1062374,1216206,,31340,44592,61574,59176,47588,47458,38572,45104,31528,51431
330300,"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)",24221,25654,28217,28695,33099,30853,32250,26562,15073,16437,,1723523,1839311,1831712,1657055,1698983,1758131,1780071,1661346,1218442,1430062,,430433,442317,476934,440777,391930,340832,385669,461067,348169,400607
190490,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...",103,99,132,245,207,786,1895,3379,12392,16271,,119014,123581,117597,110527,97280,96550,85651,74071,90287,80360,,2865,4675,1950,2397,3470,4559,7005,10857,22602,31379
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",0,65,0,2046,1921,6859,6754,805,7689,16165,,214482,120782,150798,104728,94521,116053,162665,148578,136639,169737,,0,214,195,2233,2075,6966,6952,931,7786,16234
902690,"Parts and accessories for instruments and apparatus for measuring or checking the flow, level, ...",10089,19928,12433,15014,18349,16095,18762,16032,16113,15934,,916106,925021,915456,797156,671101,669528,679995,661090,581566,642860,,25561,39703,39307,32948,57896,35127,58914,42940,61972,47497
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding ...",15577,26275,18298,13878,3274,3264,39705,55548,26567,15661,,1301036,1435238,1233851,1191559,1164358,1135411,1335268,1403409,953710,1219283,,108779,109963,82059,100753,85366,44469,75848,105551,101959,64714
903010,Instruments and apparatus for measuring or detecting ionising radiations,7743,8753,13980,11705,5953,8246,11594,14426,12842,15475,,550656,496833,399402,376461,334987,344680,469402,633196,667556,599698,,16039,16422,26169,17827,11501,16730,21568,26007,27964,27019
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,32415,18314,11212,17658,6334,8676,18119,11225,12837,15190,,1477294,1354803,1525102,1603036,1458461,1365443,1428369,1437916,1455292,1431470,,41227,30393,20512,30531,12084,18569,30081,23253,24303,41607
391740,"Fittings, e.g. joints, elbows, flanges, of plastics, for tubes, pipes and hoses",19845,16794,15170,13808,12564,16826,10398,8895,11738,15132,,496276,528124,573119,565753,577000,604844,761738,671173,634836,851462,,65808,68651,66731,61058,58991,64838,53463,56857,103443,137709
841430,Compressors for refrigerating equipment,85470,98087,61326,114916,67826,63142,43434,15728,15184,14807,,1214900,1313671,1347192,1467318,1299400,1380526,1312836,1185489,1012402,1054370,,311355,327086,261330,314589,185543,190938,127180,124429,121926,113151
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",7421,9621,10024,17091,15196,15569,13078,17545,15602,14790,,582899,604578,650101,653408,682042,668958,697021,681821,459197,650274,,20305,28684,31445,41334,34860,37505,48969,59971,56239,63160
950890,"Roundabouts, swings, shooting galleries and other fairground amusements; travelling theatres ...",1044,2670,1308,935,4029,958,12674,11028,1900,14683,,124138,164266,167709,230513,203005,203475,242881,310301,130119,165854,,14379,21583,15500,24006,28129,14702,51289,86820,19457,73025
842123,Oil or petrol-filters for internal combustion engines,30581,23269,24235,28686,20937,18775,19662,20681,18304,14571,,907973,847681,919471,922326,886983,988376,969547,937014,830159,951545,,107560,116857,141441,146712,119356,131358,101257,116373,98440,105426
901850,"Ophthalmic instruments and appliances, n.e.s.",10723,12137,13135,15644,8207,19243,15140,15323,10086,14558,,1164741,1182861,1311384,1281737,1044185,1056940,1099272,1112554,935900,1070493,,27081,36382,37202,40225,19470,37029,34549,45945,37511,46673
870530,Fire fighting vehicles (excluding vehicles for transporting persons),36072,92453,77891,106809,34564,42609,7170,5183,21289,14510,,305793,359753,359842,339843,300409,283022,248532,257726,254793,255107,,149887,266212,212554,241996,84956,61279,20843,17187,70584,63304
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",51561,51398,26214,24754,19509,7398,9823,12822,24401,14509,,2978189,2941903,2719414,1967965,1510408,1778450,1942512,1800787,1727937,1751755,,94756,92476,75119,74536,61434,37593,58587,78683,83004,76369
901420,Instruments and appliances for aeronautical or space navigation (excluding compasses and radio ...,415,3110,194,474,3406,17476,16437,16034,11600,14319,,133641,242612,180176,195682,245402,261245,358524,362914,252374,187338,,1898,3774,2674,2471,26783,34667,20714,24421,19558,22612
850440,Static converters,20138,35868,35450,16482,23577,19656,19331,11902,12048,14211,,3619333,3936061,4013838,4275739,3792855,3999761,4324540,4180497,3953291,4466967,,122405,156245,200685,170603,141330,151465,182081,161181,174388,261263
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",26992,39985,45077,35020,30709,35360,32883,28533,13810,14177,,2927387,2990249,3071692,2796485,2459436,2470066,2607424,2381997,2006932,2584989,,178408,197429,256155,221172,166692,225229,190444,184113,129615,140150
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",16118,33066,14561,12102,12660,9069,15820,11190,12828,14095,,1562608,1718807,1844583,1846456,2033969,2087159,2044602,2063934,1676056,1931929,,153420,194799,148355,151554,119617,112038,128385,123294,129977,143282
847170,Storage units for automatic data-processing machines,20637,14224,13387,20360,7978,5838,9685,12651,14926,14045,,6456889,6090264,6002453,5416662,5839744,5963269,6073329,5296765,5073983,5167540,,158915,152282,166964,170451,137535,150585,148561,186944,180073,192057
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",35439,36685,60532,23948,17443,11107,10642,16409,7888,14002,,529429,610604,721234,494193,424461,465862,494577,596136,588866,700607,,240017,230492,286089,241839,242014,185750,172067,167685,183649,213459
40510,Butter (excluding dehydrated butter and ghee),66423,76940,76763,30768,8773,8140,15146,9356,11842,13939,,160622,314259,237772,69266,76004,108444,138344,102400,86294,177910,,156303,140395,197723,144879,152381,142839,168817,138693,188021,160842
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",11480,12489,13604,9879,14401,17032,14866,11706,11317,13797,,565270,576490,593544,585621,556315,549035,546491,515699,460766,605256,,155717,162645,190451,210184,224116,258839,242171,292239,296692,411016
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),29444,29042,33618,34310,19379,57464,51042,33803,15129,13534,,1228774,1321118,1250161,1421973,1355786,1448411,1497688,1525128,1165972,1333448,,184051,191841,196162,178231,122781,153964,142372,122361,103484,117953
854690,Electrical insulators (excluding those of glass or ceramics and insulating fittings),4363,5527,5124,6652,5236,6643,3414,4952,3280,13507,,160132,157354,164761,183244,194760,169482,176691,165440,153464,151201,,33019,29803,44417,36642,32106,22092,14858,15630,37191,68338
