Product code,Product label,"Australia's imports from Taipei, Chinese-Value in 2012","Australia's imports from Taipei, Chinese-Value in 2013","Australia's imports from Taipei, Chinese-Value in 2014","Australia's imports from Taipei, Chinese-Value in 2015","Australia's imports from Taipei, Chinese-Value in 2016","Australia's imports from Taipei, Chinese-Value in 2017","Australia's imports from Taipei, Chinese-Value in 2018","Australia's imports from Taipei, Chinese-Value in 2019","Australia's imports from Taipei, Chinese-Value in 2020","Australia's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
910310,"Clocks with watch movements, electrically operated (excluding wrist-watches, pocket-watches ...",122,33,51,39,59,17,15,13,1,6,,2,6,18,74,111,91,85,66,28,49,,3359,3256,2663,2809,2104,2120,2034,5037,3274,2540
401695,"Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excluding ...",113,323,335,337,148,42,8,6,2,6,,840,890,920,1086,1082,867,819,670,1176,1142,,6454,9029,10052,8810,4085,4886,4408,3456,3566,3618
200580,"Sweetcorn """"Zea Mays var. Saccharata"""", prepared or preserved otherwise than by vinegar or ...""",0,1,0,0,0,1,0,0,1,6,,38,23,44,34,72,54,40,19,15,21,,9246,13263,11763,11165,11019,12119,11438,12733,13844,13391
170230,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter ...",0,0,0,0,0,12,0,1,5,6,,197,8,7,41,46,38,78,229,377,592,,19177,19697,18413,20022,18112,19237,17875,16959,17459,24812
283630,"Sodium hydrogencarbonate """"sodium bicarbonate""""""""",35,0,0,0,0,1,8,3,11,6,,53,74,166,145,141,259,223,245,139,152,,4505,3464,6866,12792,11926,13312,16508,13944,13299,16348
270111,"Anthracite, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,6,,595,779,1065,364,467,532,797,654,697,539,,4361,3803,7377,3060,3498,7727,15691,19627,7702,10052
110812,Maize starch,0,0,0,0,1,0,0,1,7,6,,235,267,160,102,63,112,107,121,124,42,,9106,9272,9153,8584,8282,7632,9128,16049,16452,14138
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",14,30,35,47,42,15,49,61,9,6,,1982,2248,2252,4985,21369,15560,20048,15803,9344,18377,,165070,192061,195634,203230,206816,227379,202868,154841,169136,185052
621790,"Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excluding ...",42,105,0,39,14,6,19,3,7,6,,65853,64237,61431,87525,93256,91377,77273,65178,53405,66884,,423,855,749,1001,840,2288,1175,1526,3496,3194
853922,Filament lamps of a power <= 200 W and for a voltage > 100 V (excluding tungsten halogen filament ...,24,111,7,55,59,77,47,16,33,6,,742,545,533,474,533,587,330,212,230,384,,7517,6416,5602,5306,5587,4626,3562,2759,2751,2715
900120,Sheets and plates of polarising material,0,0,0,0,0,0,2,0,3,6,,1674689,1651748,1542681,1189277,1050160,1069472,994311,979217,1135614,1368868,,92,62,212,87,102,75,106,63,48,108
960621,"Buttons of plastics, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",132,28,40,33,17,27,23,21,7,6,,16458,15770,16698,12830,10446,9472,9074,8980,8064,9272,,1413,730,814,780,1040,549,893,536,350,310
610690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials, knitted or crocheted ...",43,40,12,0,7,42,2,22,1,6,,1007,726,607,646,742,516,763,586,1109,1305,,7646,7022,6325,6520,5196,4238,5102,3889,3293,4807
521149,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",26,21,16,1,12,0,0,0,0,6,,2763,2269,1659,1457,1368,1209,1672,4098,3819,6991,,1254,1127,1098,787,840,669,669,404,723,636
630499,"Articles for interior furnishing, of textile materials (excluding of cotton or synthetic fibres, ...",22,10,0,0,50,0,4,1,0,6,,1775,1837,1011,1321,698,383,806,228,51,61,,3163,4328,4689,5550,5419,4413,5094,4808,5660,7510
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",10,4,4,4,1,1,0,6,8,6,,333,457,293,376,230,237,156,221,414,242,,4434,5214,4621,4696,5272,6754,6631,6378,6710,6101
621139,"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excluding of cotton ...",70,38,73,100,11,3,2,0,0,6,,331,409,381,358,425,654,296,222,112,170,,1477,2126,1727,2144,1934,1865,2387,2652,6616,2368
600290,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",9,16,16,9,5,8,6,4,8,6,,25696,21566,15979,20795,19438,9459,3649,2820,1915,2572,,358,419,446,368,292,226,199,168,485,197
600634,"Printed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",86,133,74,45,21,4,14,5,62,6,,22564,24552,19970,22086,17277,17456,15865,17860,16253,18919,,1345,1180,1270,1176,949,1191,839,840,1049,752
740929,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",20,19,12,4,0,4,0,0,0,6,,56566,45960,10520,8773,8245,10607,12196,5263,8621,5353,,4552,2861,2758,2994,1808,3400,3938,2650,3580,4493
901813,Magnetic resonance imaging apparatus,0,0,15,2,8,0,18,9,0,6,,69,162,11,38,226,603,758,680,1988,899,,72547,74223,97610,81206,52230,54049,55509,56032,46158,57051
830790,"Flexible tubing of base metal other than iron or steel, with or without fittings",37,0,0,24,10,9,0,13,2,6,,514,1132,1797,1990,2655,3963,3439,2899,3122,3450,,896,813,1079,940,825,1394,1472,1576,1430,1303
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",957,955,619,582,158,55,16,8,3,6,,3081,2354,2350,3001,2247,1973,1344,3525,2831,3144,,49345,44029,32156,28950,32621,39119,44439,43132,44099,84038
621050,"Women's or girls' garments of textile fabrics, rubberised or impregnated, coated, covered or ...",25,17,38,104,43,20,18,2,4,6,,1454,3307,991,603,513,467,3120,3843,3702,4152,,2531,5754,4810,4366,7318,8316,11422,11245,15731,13856
853390,"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.",17,10,16,11,9,11,13,0,3,6,,37940,31978,24449,25329,23837,24485,19203,15547,17237,20341,,441,1070,992,782,1628,965,1097,312,221,296
853540,"Lightning arresters, voltage limiters and surge suppressors, for a voltage > 1.000 V",30,11,17,34,65,12,33,19,2,6,,1746,1059,1762,1599,2013,990,1495,2097,3145,2672,,11791,11567,10830,9214,10609,13271,15614,10214,9613,10614
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials ...",0,7,0,0,1,0,0,0,0,6,,2661,4007,4338,5492,4308,4240,4398,2958,2202,1789,,680,1013,1322,1490,1154,1362,697,613,564,608
630210,"Bedlinen, knitted or crocheted",0,52,0,5,23,2,0,0,0,6,,3533,2159,1743,1903,1113,513,711,190,207,257,,2171,3608,3187,2968,3383,4848,4051,5887,7546,8054
580137,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",418,186,8,25,26,0,1,0,0,6,,0,0,109,72,166,288,396,287,141,140,,3142,3117,2521,2174,2345,1954,2505,1850,1702,1792
730531,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",279,1091,1001,443,170,15,58,0,73,5,,4477,7109,28187,4332,1710,3872,1542,1680,1429,1431,,12101,44317,22150,7754,5814,2248,5135,3371,7099,6790
903110,Machines for balancing mechanical parts,22,11,13,9,9,9,15,12,1,5,,2646,1609,2480,2865,1752,3614,2733,1562,2897,4224,,4501,6909,5903,4825,4335,4621,4160,5979,4557,6528
940530,Electric lighting sets of a kind used for Christmas trees,0,3,0,48,0,50,10,8,14,5,,95,362,127,151,135,183,253,420,478,516,,6204,8686,6264,7190,3711,9462,8270,6123,5695,9454
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the ...",30,59,128,308,268,391,183,1,2,5,,31575,33609,46568,44258,47812,49694,51144,46964,40478,55222,,28871,24042,18668,19644,34737,56794,68138,35585,6743,2560
630299,"Toilet linen and kitchen linen of textile materials (excluding of cotton or man-made fibres, ...",1,36,15,7,9,16,4,10,10,5,,2312,1864,2086,1199,872,1143,990,494,564,1202,,1601,1274,1652,1329,1229,1789,1873,1987,1915,2322
580890,"Ornamental trimmings of textile materials, in the piece, not embroidered, other than knitted ...",232,62,70,48,27,17,20,12,18,5,,6015,6019,6819,7533,7343,7464,8178,7928,4715,5180,,1535,1140,1132,1479,1046,1210,1156,1483,1381,1610
701940,Woven fabrics of glass fibres made from rovings,0,0,0,0,0,2,0,4,33,5,,106321,125731,137093,112066,104045,145403,123788,77340,58277,72736,,1613,1535,632,1252,2597,1454,1811,1195,702,954
420231,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",128,113,160,111,36,35,117,35,23,5,,2994,5115,3294,3525,4863,4670,4903,5749,4028,7225,,59236,68996,70971,68199,78556,84629,86765,81609,52574,61611
440719,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,1,0,0,5,,0,0,0,0,0,6692,6680,2871,2434,1491,,0,0,0,0,0,24689,34627,23351,16641,23724
30355,"Frozen jack and horse mackerel """"Trachurus spp.""""""""",0,0,3,0,1,10,5,5,8,5,,0,266,4603,6151,2355,5859,4507,5218,5233,4678,,73,93,269,71,59,91,58,26,19,27
901790,"Parts and accessories for drawing, marking-out or mathematical calculating instruments and ...",56,19,14,11,11,11,11,7,7,5,,8836,9474,10144,12296,11982,19264,19589,14215,12053,9794,,418,309,332,501,460,571,601,574,650,723
844839,"Parts and accessories of machines of heading 8445, n.e.s.",2,15,4,3,12,0,18,2,0,5,,20464,20380,18354,16785,17939,19837,27301,19692,13983,16170,,838,1165,936,626,1404,648,894,612,218,500
880320,"Under-carriages and parts thereof, for aircraft, n.e.s.",0,4,0,10,2,8,1,21,0,5,,130,168,296,415,2254,3803,267,4395,4724,4515,,74221,62129,103813,101819,128518,122058,133148,128523,90842,84642
691410,"Ceramic articles of porcelain or china, n.e.s.",7,18,12,0,8,12,9,8,4,5,,2770,2998,1983,1902,1326,3624,4728,2564,7048,10336,,1368,2040,1366,1844,957,1207,1141,1429,828,2029
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,1,0,2,1,2,2,2,5,,71,41,43,146,193,181,163,160,256,384,,1735,1697,2062,2035,1479,1122,1371,2024,2573,2319
91012,"Ginger, crushed or ground",0,0,0,0,0,2,0,0,4,5,,0,10,121,110,250,92,106,69,76,124,,1079,1076,1288,1446,1533,1828,1723,1669,2495,3362
100610,"Rice in the husk, """"paddy"""" or rough""""",0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,1,0,0,0,0,,5,34,113,32,2,11,11,99,167,204
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",0,5,20,13,11,13,20,27,12,5,,0,0,114,90,94,205,303,324,274,454,,9725,9169,9767,10032,11307,10520,11611,11546,13209,16408
630629,"Tents of textile materials (excluding of synthetic fibres, and umbrella and play tents)",0,1,13,7,4,3,5,4,3,5,,2118,3208,3246,3016,1101,937,355,347,499,398,,13028,9240,12261,14025,20237,11597,13284,7670,5534,11648
621111,Men's or boys' swimwear (excluding knitted or crocheted),0,195,92,83,85,184,66,5,12,5,,4675,5061,6993,6191,3783,3305,1081,154,45,73,,5076,4446,4247,5136,7922,11832,14755,17617,11404,16564
620219,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",0,0,4,11,19,2,0,0,0,5,,270,312,174,273,131,236,486,176,383,770,,1736,1692,2558,2283,2780,2515,2715,3244,4122,7828
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",10,16,23,14,15,3,6,4,0,5,,2103,2177,744,628,669,488,262,106,143,306,,79115,79102,72981,72646,70251,67036,74773,64194,62043,64167
730721,Flanges of stainless steel (excluding cast products),28,12,224,293,280,52,266,23,10,5,,2714,4724,4609,4888,5027,4177,4472,3592,3846,6767,,22798,15072,18718,15533,12967,15316,18111,15139,13742,17079
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,59,4,3,0,5,,0,0,0,0,0,759,702,607,1229,1064,,0,0,0,0,0,107803,129882,120679,81635,77443
845090,"Parts of household or laundry-type washing machines, n.e.s.",44,15,0,1,2,4,8,17,1,5,,2591,2848,2664,2861,4657,4833,5050,6518,4530,2903,,4525,4039,3836,3801,3810,3936,3651,2919,2586,2579
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ...",0,0,12,35,17,18,6,10,23,5,,1738,3139,6886,7518,11987,17279,18541,16590,20300,20728,,780,228,396,715,900,836,762,1117,1180,1389
340119,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",40,204,22,19,52,40,90,3,35,5,,425,342,232,375,408,418,327,489,767,1334,,10214,15362,19571,32689,40794,63489,70773,69564,113055,83193
291815,Salts and esters of citric acid (excluding inorganic or organic compounds of mercury),10,9,9,6,10,5,8,2,4,5,,659,327,806,1259,706,1096,834,600,858,1739,,5376,6415,5929,6896,8129,9467,11671,9985,10686,12998
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,12,44,67,30,0,4,0,5,,1099,1098,466,651,731,937,348,255,176,634,,749,377,536,620,236,470,162,293,272,401
401032,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",2,0,0,0,1,0,0,0,28,5,,1136,966,1032,976,886,914,633,391,415,710,,3707,3521,3216,2744,2468,2985,2137,2091,2483,3630
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",0,1,1,3,3,6,1,2,6,5,,1052,502,749,485,578,711,672,667,394,267,,2634,2927,2930,2855,3049,3619,3575,4039,3797,3905
600624,"Printed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",4,3,1,2,2,0,0,0,0,5,,32576,27117,20784,17257,14046,11210,11276,6916,3406,3088,,153,269,372,328,464,659,1047,1098,1993,1593
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",2,13,4,3,15,2,4,8,8,5,,2905,2694,2838,2001,2250,2463,2489,2371,2192,2581,,311,594,679,727,954,1310,1402,1712,2643,7513
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",116,55,154,205,155,42,92,282,5,5,,666,732,394,386,338,457,542,634,903,1359,,9217,5519,7735,7357,3428,5074,5652,4684,4005,6733
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",0,6,4,0,4,3,0,0,0,5,,62,16,21,9,586,26,20,0,0,2,,12498,12962,9482,3763,5406,5180,1421,1086,156,132
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",5,2,16,31,72,0,2,0,4,5,,1661,1305,1447,1156,759,841,759,803,466,584,,460,423,522,509,991,797,614,866,744,1522
200949,"Pineapple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,8,5,,24,58,170,951,334,180,286,516,381,555,,12810,8953,7176,9864,16279,9433,5369,2949,7126,8566
30471,"Frozen fillets of cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",26,9,0,12,24,24,3,27,34,5,,0,30,153,48,46,60,48,69,54,5,,649,541,742,1454,1411,613,1302,1840,2300,1671
920930,Musical instrument strings,4,0,0,0,3,3,5,5,6,5,,74,143,92,60,57,47,176,120,48,113,,4226,4982,5098,4769,5130,4970,5372,5427,5967,6257
701720,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, having ...",0,4,14,49,0,1,4,0,0,5,,2782,2373,2289,2219,2372,3135,4156,4791,4206,3431,,1825,1659,1505,1584,1927,1571,1769,1589,2556,3772
691190,"Household and toilet articles, of porcelain or china (excluding tableware and kitchenware, ...",8,23,6,18,4,8,4,5,1,5,,1088,1054,1470,890,727,671,565,533,476,772,,2023,2065,2072,1934,2212,1632,1647,1388,1646,2709
691310,"Statuettes and other ornamental articles of porcelain or china, n.e.s.",76,12,15,6,6,7,3,2,4,5,,643,802,1203,1938,972,460,387,1516,413,500,,4257,4205,3833,3672,4144,4107,5992,5383,4665,7621
610712,"Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted",0,4,11,0,2,5,0,0,0,5,,1338,2750,552,499,491,580,645,380,323,529,,5327,9238,8782,8384,8924,12279,9884,12013,12055,18676
841280,"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ...",55,0,1,5,9,28,116,32,43,5,,7323,4453,5912,5920,14543,7103,4618,3576,4179,3559,,9598,213641,8013,5534,3507,3384,15698,58244,7398,3355
854419,"Winding wire for electrical purposes, of material other than copper, insulated",4,4,0,24,33,0,2,8,3,5,,56661,59954,52165,39782,33410,35265,35739,34296,30604,40493,,3208,3689,4810,4858,3166,3745,4261,3539,5068,6345
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing ...",0,0,1,0,0,4,3,9,14,5,,346,639,590,793,466,445,700,1481,2018,2835,,290,401,520,676,448,648,1028,915,1092,1550
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",4240,1851,5705,4243,1015,1343,1410,0,0,5,,69318,92845,106490,92110,62065,69875,66165,54754,67551,68127,,366731,403229,419196,360043,448908,498987,448422,285853,547755,786727
370790,"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions ...",450,568,475,199,66,19,7,7,6,5,,115339,127017,126611,126477,159284,191403,227956,279775,298955,315644,,85346,68566,51985,43804,34516,32965,32886,27668,21195,27935
520859,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, printed ...",13,23,35,23,4,3,0,0,0,4,,2798,2419,1502,1431,779,814,698,631,744,1089,,4581,5469,5895,4852,3134,3516,2766,2021,2419,1742
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",688,533,655,49,0,0,0,0,39,4,,711,2532,10241,8318,10026,16520,19128,18103,15643,29474,,1371,1381,1218,440,1285,517,3582,2446,1742,3722
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",23,45,37,13,55,28,20,20,25,4,,26032,35383,30607,17795,20573,24527,32872,21361,16073,23966,,64547,63419,58057,58833,45250,53760,52633,54852,55527,88460
610892,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",57,22,98,66,8,0,50,3,2,4,,1353,1410,1250,1080,966,923,1140,1087,824,1379,,22202,23780,24055,25808,25903,31844,34954,34972,34049,41544
611420,"Special garments for professional, sporting or other purposes, n.e.s., of cotton, knitted or ...",8,13,19,66,8,31,4,3,0,4,,657,832,2688,3252,1037,1842,1711,934,1263,703,,104872,89890,79618,79688,59380,57619,46928,38043,37849,47293
902213,Apparatus based on the use of X-rays for dental uses,0,0,0,0,0,8,5,5,0,4,,670,574,341,482,403,319,202,183,183,338,,17403,13187,14642,16675,16817,13751,17138,15518,14622,19795
960321,"Tooth brushes, incl. dental-plate brushes",220,281,660,42,116,86,12,117,11,4,,4619,7438,7629,8975,9627,10024,8557,8041,7869,8816,,29300,28418,29752,29679,31086,36734,53557,54301,52301,52564
940560,"Illuminated signs, illuminated nameplates and the like, with a permanently fixed light source",117,68,54,208,149,27,71,91,32,4,,3065,4129,2678,3102,2316,2053,2638,3278,3676,3170,,21153,24350,32351,34486,40910,47593,50501,35134,13478,30500
401034,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,0,0,0,0,0,0,0,0,4,,43,0,379,176,184,0,200,220,207,177,,1132,1251,1215,1154,1023,1333,1193,1194,1190,1484
551429,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",74,6,0,0,29,44,17,0,5,4,,1485,2039,936,822,734,573,624,516,296,946,,2064,1406,1131,820,262,288,387,290,297,342
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",0,0,0,0,0,0,0,0,0,4,,28,5,4,24,102,43,95,0,0,27,,9237,13410,21308,12777,6941,8183,17362,7521,8044,12088
900699,"Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.",13,12,24,0,15,52,47,30,1,4,,14891,91473,10837,8411,8265,9098,5563,10018,10086,13223,,3644,2828,2784,3730,5102,4026,4077,3232,2635,4576
610433,"Women's or girls' jackets and blazers of synthetic fibres, knitted or crocheted (excluding ...",62,24,14,16,16,0,0,0,10,4,,1281,1247,1266,2697,670,269,340,472,198,576,,23968,19929,20755,19311,18500,16751,18554,17148,14729,19516
330530,Hair lacquers,0,0,0,5,0,0,0,0,0,4,,40,72,89,65,39,87,49,99,54,87,,4691,3266,3401,3795,4031,3207,4070,4619,3785,3180
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,12,16,12,46,0,1,1,0,3,4,,203741,210531,280813,309919,263688,431740,453522,231720,339934,452849,,848,707,723,665,1145,691,1072,1625,1226,1216
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",14,0,2,4,17,3,2,3,5,4,,1421,945,1048,831,1129,1250,1135,1064,1557,1440,,26847,20349,14296,10394,8150,11554,13517,11776,8347,9341
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",13,14,9,20,16,12,23,5,14,4,,0,381,4020,5209,4218,4334,3907,2568,2520,2273,,2019,1896,2318,2464,2659,1872,1829,1696,1462,2766
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",2,5,5,0,22,5,4,3,2,4,,1822,1869,2132,1124,1246,1551,844,1031,330,178,,28811,13970,8387,11412,19547,28802,29372,31340,20198,33023
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",0,0,0,0,0,0,0,0,0,4,,3996,4545,3281,4102,4728,3327,2675,4579,2483,4730,,22594,17725,19740,18570,20472,29537,30121,28267,27081,43798
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,12,0,3,4,,4675,3826,3197,2644,2659,1703,804,118,87,67,,42,54,17,19,26,26,33,11,35,35
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",0,0,0,0,0,0,0,0,0,4,,66,0,34,43,13,0,0,0,0,0,,1988,2528,3638,3594,3192,4221,3377,3294,2180,2751
722920,"Wire of silico-manganese steel, in coils (excluding bars and rods)",12,22,18,8,14,5,11,7,2,4,,2846,2433,2714,2293,1710,2030,2856,2452,2083,2405,,12615,9437,10222,8874,9213,11601,12247,10238,10897,15802
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",0,0,0,0,0,0,0,2,13,4,,398,481,438,524,661,697,680,1382,2059,2071,,194,126,314,644,335,499,686,1181,738,1179
481149,"Gummed or adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in ...",3,0,0,2,1,2,3,7,3,4,,4264,3384,3668,3300,2668,4710,5289,4033,2611,2871,,2422,1893,1991,1787,1667,2080,2487,2617,2704,3728
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",0,0,0,0,0,0,0,0,0,4,,1182,1188,252,151,124,295,197,154,140,60,,987,1228,1294,1104,1241,1230,1054,1307,720,890
940382,"Furniture of bamboo (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,6,0,0,0,4,,0,0,0,0,0,14,4,7,30,2,,0,0,0,0,0,1925,3469,5023,6081,13318
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",125,28,0,0,0,3,23,21,0,4,,882,723,495,435,557,1032,1116,795,1221,1633,,29326,39516,36435,36303,34122,35627,36404,39663,50759,58087
842330,Constant weight scales and scales for discharging a pre-determined weight of material into ...,68,11,13,25,0,0,77,21,24,4,,1679,1381,1800,2100,2706,3922,3973,4057,2671,1667,,10370,14080,10241,8056,9890,9940,7797,9493,6246,13771
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",0,8,0,0,0,0,0,12,1,4,,321,176,193,226,295,501,738,663,615,263,,4187,3773,3934,4036,4256,2958,3571,3467,3849,4362
551511,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",118,78,62,25,9,8,7,0,2,4,,14278,15257,18686,12804,11907,9772,6837,8070,5529,8075,,3226,2446,3140,2746,2354,1707,1570,1413,1381,1958
540211,High-tenacity filament yarn of aramids (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,4,,3453,2716,2256,2036,899,836,811,631,3793,6731,,1504,1240,1087,1275,810,1442,1400,1123,928,1198
901210,"Electron microscopes, proton microscopes and diffraction apparatus",38,45,31,37,71,6,6,31,43,4,,1058,1229,1598,1463,3558,5770,2715,4350,4500,4911,,16834,13302,24759,15380,10241,25123,20585,15586,17290,14133
620112,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",0,2,0,0,0,0,0,1,3,4,,487,352,231,119,88,59,233,236,536,381,,5434,4059,3722,3879,4756,3928,5617,4419,2711,4186
620213,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",56,7,22,2,19,5,18,11,11,4,,761,555,763,469,471,945,773,835,1781,1017,,30149,30663,28264,29965,40155,41419,49417,54283,27610,35429
100640,Broken rice,4,9,34,53,45,47,67,60,42,4,,0,0,0,0,0,0,0,59,133,80,,7959,8875,6944,5597,6403,4902,5928,8843,8769,6566
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,13,0,0,0,4,,0,0,0,0,0,1226,1230,1363,538,809,,0,0,0,0,0,3407,8005,21757,31023,42931
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",10,5,2,10,4,18,68,59,2,3,,957,1289,330,121,97,102,85,111,37,58,,1851,2046,2279,5403,2957,2097,2050,2975,4488,4373
284610,Cerium compounds,0,0,0,0,0,0,0,0,0,3,,2405,1563,1248,1853,1588,1548,584,286,316,305,,955,73,194,29,80,73,54,389,96,31
620899,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,1,14,22,1,18,9,4,3,3,,1276,1051,1392,1293,1098,837,720,730,314,414,,3986,3486,3572,4799,3403,3555,4028,3556,3239,4154
480990,"Transfer papers, incl. coated or impregnated paper for duplicator stencils or offset plates, ...",104,86,67,99,44,70,71,0,2,3,,8659,10968,7027,9372,7884,8261,7731,9484,7028,6654,,5088,4964,4648,3658,3244,2623,2250,2301,1918,2653
851110,Sparking plugs of a kind used for spark-ignition or compression-ignition internal combustion ...,15,17,5,2,7,9,17,17,16,3,,1387,2241,2834,1771,1947,1151,1710,1094,777,2257,,56210,56386,53753,46916,47446,48092,48469,49009,46133,52522
900791,"Parts and accessories for cinematographic cameras, n.e.s.",11,13,0,12,3,8,0,0,1,3,,1804,1309,1291,459,910,256,320,239,224,154,,3212,4137,6762,5802,5342,5599,3280,3549,4068,4348
