Product code,Product label,"Taipei, Chinese's imports from Australia-Value in 2012","Taipei, Chinese's imports from Australia-Value in 2013","Taipei, Chinese's imports from Australia-Value in 2014","Taipei, Chinese's imports from Australia-Value in 2015","Taipei, Chinese's imports from Australia-Value in 2016","Taipei, Chinese's imports from Australia-Value in 2017","Taipei, Chinese's imports from Australia-Value in 2018","Taipei, Chinese's imports from Australia-Value in 2019","Taipei, Chinese's imports from Australia-Value in 2020","Taipei, Chinese's imports from Australia-Value in 2021",Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",105,13,0,1,22,18,1,3,0,0,,5621,4851,4881,4861,5028,6891,6333,4640,14212,19207,,33557,22931,28629,23991,26657,29124,34492,33575,42799,48454
392020,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",339,210,10,57,56,85,8,0,39,0,,89389,105143,106040,104985,117342,106803,102964,70020,0,34163,,87676,89125,91882,89940,94591,100984,110621,104524,118881,146797
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,621,135,76,195,325,,0,0,0,0,0,1097,837,840,901,1705
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",0,0,0,0,0,0,0,0,0,0,,2553,337,341,66,279,1544,4583,3334,4042,2728,,30439,28507,31492,34283,30746,32201,37258,43251,52441,57150
391620,"Monofilament with any cross-sectional dimension of > 1 mm, rods, sticks and profile shapes, ...",0,0,330,0,96,0,1,0,0,0,,3726,6006,4319,3649,2849,4359,6449,7839,4938,6409,,351,469,1036,835,725,700,877,1015,636,751
392092,"Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,147,130,102,248,13,90,23,160,185,163,,122448,58720,41571,31571,46113,79481,73831,49540,53788,57710
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, ...",0,0,0,0,5,0,0,0,0,0,,121,8,3,11,2,27,1,108,11,22,,20727,26941,43660,51519,65442,67263,82366,83908,113921,142692
392220,"Lavatory seats and covers, of plastics",6,2,2,0,1,0,0,0,0,0,,580,298,275,244,805,418,364,175,307,163,,3911,3152,4414,4334,3573,3156,3519,3380,3465,3083
410510,"Skins of sheep or lambs, in the wet state """"incl. wet-blue"""", tanned, without wool on, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,559,518,662,399,0,0,0,60,,11,17,16,7,9,12,18,6,4,0
410692,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,4,0,0,0,0,0,,73,39,21,21,36,33,27,66,24,19,,47,10,1,1,6,0,8,18,4,0
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",0,0,0,0,3,2,0,0,0,0,,250,42,31,45,63,62,8,55,26,44,,272,659,771,3006,3072,2587,2636,2166,1839,3073
410792,"Grain splits leather """"incl. parchment-dressed leather"""", of the portions, strips or sheets ...""",0,0,0,0,0,0,0,0,0,0,,75,3,1,6,18,26,12,10,99,22,,505,698,2219,683,519,1381,953,891,922,1199
411320,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,54,12,15,13,9,8,17,4,0,16,,3094,2706,4970,2909,2985,1742,855,978,1416,1109
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",0,0,4,0,6,0,2,0,0,0,,467,1031,390,831,635,845,1404,1365,2810,2685,,15206,12946,12131,11257,13140,10659,9467,9910,6478,8800
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,0,0,,118,50,174,67,115,0,95,0,0,6,,73553,63756,52861,37830,43044,82347,69923,71760,61078,64647
400239,"Halo-isobutene-isoprene rubber """"CIIR"""" or """"BIIR"""", in primary forms or in plates, sheets ...""",0,0,0,0,0,0,0,0,0,0,,209,433,125,0,0,3,0,0,0,0,,47687,40019,41820,28373,24605,27100,29206,30341,29412,28719
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,0,0,,0,0,133,14,107,0,0,0,50,0,,13169,11027,10180,9336,12582,11897,11798,11446,14361,14518
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",0,0,0,0,0,0,0,0,0,0,,24,208,7,39,45,20,0,3,64,50,,498,310,370,349,356,380,542,374,419,293
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip",0,3,0,0,0,0,0,0,1,0,,564,372,19,85,104,128,67,808,35,95,,1500,1147,1297,764,996,742,964,1088,646,745
400520,"Compounded rubber, unvulcanised, in the form of solutions or dispersions (excluding rubber ...",0,0,0,0,0,0,0,0,0,0,,53,34,44,12,0,2,0,8,21,9,,399,58,22,48,17,105,293,742,674,1178
400912,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",0,0,0,0,0,0,0,0,0,0,,2385,1138,807,1364,804,577,713,744,936,1227,,2067,2540,2851,2719,3155,3328,3422,3009,3410,4828
400921,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,5,0,0,0,0,12,5,24,0,,3334,3572,3626,3345,3768,2164,2679,3109,1885,2560,,9950,7892,8196,9126,8375,9782,11477,10651,10253,12697
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",3,8,0,0,0,0,0,0,0,0,,17699,24422,30931,32305,42681,49932,35498,30367,16833,12299,,163155,162771,184233,194762,198618,222860,218615,228126,227446,283689
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",0,0,0,0,0,0,0,0,0,0,,796,1700,82,302,207,0,0,0,0,0,,965,3,7,2,2,0,0,0,0,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,0,0,0,0,0,0,0,,4954,6683,3865,5226,4370,0,0,0,0,0,,835,1837,1940,1951,2122,39,0,0,0,0
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",0,0,0,0,0,0,0,0,0,0,,1265,961,880,806,570,526,2383,3006,1860,1864,,1,1,2,4,5,14,3,1,1,0
401213,"Retreaded pneumatic tyres, of rubber, of a kind used on aircraft",0,0,0,0,0,0,0,0,0,0,,52,44,180,167,454,550,58,198,326,410,,433,363,504,437,1239,556,979,761,454,1755
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",0,0,0,0,0,0,0,0,0,0,,533,477,386,488,397,1889,647,266,576,495,,12915,11171,6509,4157,9750,4762,4913,4075,5080,4001
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",0,0,0,0,0,1,0,0,3,0,,337,494,1167,1763,1221,2515,1781,926,944,1197,,3450,3276,2023,1567,1743,1565,2026,2553,2619,2037
293711,"Somatropin, its derivatives and structural analogues, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,7,82,67,0,3,4,3,11,44,7,,68,30,0,156,136,112,37,108,3,11
293731,Epinephrine,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,58,25,0,0,0,0,0,0,0,0
320300,"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ...",0,0,0,0,0,0,0,0,0,0,,598,1433,809,5264,6977,5719,5240,6371,3958,6348,,8183,5846,5829,4843,6979,6716,6118,6764,6338,7460
320500,Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ...,0,0,0,0,0,0,0,0,0,0,,5,0,6,2,4,2,22,5,50,92,,1773,2089,1698,2285,2355,2075,1350,1222,661,1029
320641,Ultramarine and preparations based thereon of a kind used for colouring any material or produce ...,0,0,0,0,0,0,0,0,0,0,,236,259,24,0,0,4,3,3,9,20,,1871,1833,1949,1594,1664,1604,1440,1315,1110,1733
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,4,4,7,0,0,0,0,0,5,19,,2873,3432,2869,2112,1479,1720,1290,932,1085,665
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",35,0,0,0,0,0,0,0,0,0,,1189,190,82,13,58,132,24,35,2,0,,1724,48,80,78,0,65,11,2,7,16
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",0,0,0,0,0,0,0,0,0,0,,1502,898,1441,1143,1436,1357,1340,1242,618,1172,,5987,5356,5368,5207,4213,4533,5046,4465,4194,5359
340520,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors ...",0,0,0,3,0,1,0,1,0,0,,948,678,171,332,538,771,437,227,263,620,,898,990,864,945,742,492,444,618,455,513
340700,"Modelling pastes, incl. those put up for children's amusement; preparations known as dental ...""",0,1,2,1,1,1,0,2,0,0,,249,115,91,27,66,72,328,90,56,155,,6378,6313,7177,7062,7964,7648,9655,9395,10363,11846
381231,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline """"TMQ""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,131,103,27,67,563,,0,0,0,0,0,1198,1497,1380,1122,1776
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,0,0,0,0,0,0,0,0,0,0,,15076,9606,8005,6619,7169,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,109,0,28,4,0,,0,0,0,0,0,0,1932,1773,1480,1992
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,473,249,565,542,1393,,0,0,0,0,0,0,159,2047,1727,1737
390519,"Poly""""vinyl acetate"""", in primary forms (excluding in aqueous dispersion)""""",0,0,0,0,0,0,0,0,0,0,,26,7,27,14,25,30,36,43,13,4,,1754,1093,1025,803,818,1011,756,873,494,737
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",0,0,0,0,0,0,0,0,0,0,,674,981,1058,473,1776,149,62,51,25,187,,2627,2824,3735,3521,4538,4405,4952,4155,3803,4000
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excluding stearic acid, oleic ...",382,198,0,0,21,55,0,0,10,0,,7557,1620,950,646,745,1121,1154,1540,887,916,,26637,27762,25026,13990,14051,14612,14880,12379,14060,22124
382450,Non-refractory mortars and concretes,0,0,0,0,0,0,0,0,0,0,,937,950,1299,830,383,443,482,433,343,810,,110,149,998,323,620,249,503,2041,7065,14333
382471,"Mixtures containing chlorofluorocarbons """"CFCs"""", whether or not containing hydrochlorofluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,128,126,171,31,35,77,20,0,0,0
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",447,577,566,436,474,13,0,0,0,0,,45260,38656,35346,34895,34736,0,0,0,0,0,,2357267,2397148,2097716,1511074,1552839,15217,0,0,0,0
382530,Clinical waste,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,30,11,,3,0,0,0,0,0,0,0,0,0
390220,"Polyisobutylene, in primary forms",0,0,0,0,0,0,0,0,0,0,,211,302,300,227,63,14,9,7,12,10,,3748,3564,3101,2357,1770,2007,1948,2641,3048,3670
200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",0,0,0,0,0,280,605,442,0,0,,316,55,40,143,63,85,7,41,726,32,,982,1003,1261,1382,1587,1840,2565,2575,2064,2418
200510,"Homogenised vegetables put up for retail sale as infant food or for dietetic purposes, in containers ...",0,0,0,34,20,9,7,0,0,0,,1653,1489,1556,842,980,909,438,602,226,414,,107,120,81,112,109,60,56,31,21,26
200570,"Olives, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",1,0,0,0,0,0,0,0,0,0,,957,1015,763,799,1421,304,175,126,511,303,,623,694,770,742,969,1109,894,993,916,922
151211,Crude sunflower-seed or safflower oil,0,0,0,0,0,0,0,0,0,0,,2277,285,430,139,1367,1749,771,815,275,730,,17516,12582,20606,12038,10772,10612,11419,11019,10564,21393
151610,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",14,0,0,0,0,0,0,0,1,0,,0,0,139,4301,1336,175,146,112,109,2422,,94,175,606,667,607,722,667,1060,2299,4710
160210,"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...",0,0,0,0,0,0,0,0,0,0,,2006,1745,1858,1809,1939,2431,2067,1661,2023,4356,,38,2,0,562,345,444,559,710,551,342
160249,"Prepared or preserved meat and offal of swine, incl. mixtures (excluding hams, shoulders and ...",0,0,1,1,25,0,0,0,0,0,,4689,4783,4277,2578,2555,2189,3622,4764,3033,3760,,426,725,1198,1658,1327,1391,1231,1976,2383,4780
160412,"Prepared or preserved herrings, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,0,1,32,3,5,3,2,5,38,65,,175,110,162,50,82,69,91,77,116,163
160414,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",0,0,0,4,0,0,0,0,0,0,,1333,2407,3156,3581,3008,4343,5901,4011,3139,1581,,10877,9329,9505,12828,10840,13341,12534,13297,14142,15384
160431,Caviar,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,13,12,1,0,,0,293,786,801,1383,646,435,552,669,949
160561,"Sea cucumbers, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,58,169,0,2,3,57,0,0,0,,0,0,409,1047,1390,2144,3343,3637,45,17
160563,"Jellyfish, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,7,3,121,178,6,7,6,4
170112,Raw beet sugar (excluding added flavouring or colouring),0,0,0,0,0,0,0,0,0,0,,736,4,0,15,8,86,92,62,36,10,,50,58,77,88,110,43,234,261,73,40
200840,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,0,0,0,0,,3152,2579,156,109,22,28,299,84,21,5,,178,265,147,194,138,114,186,181,98,171
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing ...",35,21,0,0,0,5,0,0,0,0,,599,348,114,22,111,577,283,602,508,220,,610,510,784,674,798,1427,753,1223,928,971
210112,"Preparations with a basis of extracts, essences or concentrates of coffee or with a basis of ...",15,4,10,12,2,0,4,18,0,0,,890,973,2443,6155,10004,16813,5643,5720,3477,11773,,25539,25870,21727,21135,24121,44843,20731,20134,23582,25153
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",9,11,15,1,0,0,0,0,2,0,,23691,39038,66706,66106,63285,57326,67786,79521,97994,90898,,25913,32156,28225,27622,31446,34138,41547,40172,41746,44059
300320,"Medicaments containing antibiotics, not in measured doses or put up for retail sale (excluding ...",0,0,0,2,0,0,0,0,0,0,,18082,27901,15867,5621,5692,433,2112,2052,188,158,,1150,1810,3085,2454,6687,8072,5439,7109,8497,11412
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,0,24,2,0,62,10,110,128,284,,0,0,0,0,8,5,1,0,0,0
300620,Reagents for determining blood groups or blood factors,0,0,0,0,0,0,0,0,0,0,,1920,855,976,1136,780,1043,1157,1126,1537,1967,,357,464,811,840,943,1118,1464,1693,1813,1955
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients,0,0,0,0,0,0,0,0,0,0,,484,626,568,966,854,1155,679,846,754,1413,,17612,20289,18717,21203,23694,23771,27197,31543,34947,30258
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",133,0,0,0,0,0,0,0,0,0,,40808,13270,19639,13766,11913,9744,5465,2860,4109,2782,,4700,6024,6129,7383,6056,10442,14694,11494,10202,13708
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,893,0,9,1167,0,0,0,0,0,0,,0,51,942,0,117,0,0,0,0,0
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",0,0,0,0,0,0,0,0,0,0,,262,2220,932,41,118,248,264,247,100,81,,150414,128134,134603,115886,94400,97705,94762,114884,112179,89944
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",0,23,28,0,16,0,0,0,0,0,,209,351,272,106,373,184,223,410,550,822,,18969,15450,14337,12748,16454,14991,14717,13561,14714,14051
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,0,0,0,0,0,0,0,0,0,,1136,846,94,33,188,92,53,411,66,67,,58,117,68,65,152,64,64,44,29,111
130231,"Agar-agar, whether or not modified",0,0,0,0,0,0,0,0,0,0,,9,20,15,31,19,89,24,9,20,3,,1468,1593,1509,1824,2047,1910,2078,2259,2202,2899
140110,Bamboos,0,0,0,0,0,0,0,0,0,0,,0,5,2,12,0,4,0,4,3,3,,1248,1541,1799,991,1181,963,870,785,673,584
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,1,0,0,0,,1422,2117,2916,2553,3081,3092,1963,2861,2064,3568,,134,419,70,88,117,997,1125,21,25,20
150890,"Groundnut oil and its fractions, whether or not refined (excluding chemically modified and ...",0,0,0,0,0,0,0,0,0,0,,702,418,1040,2233,730,786,609,233,176,215,,0,0,3,1,0,0,0,0,0,0
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,0,0,0,0,0,0,0,0,,479,9,61,291,410,52,151,131,120,128,,24,18,36,25,14,11,14,31,33,17
120300,Copra,0,0,0,0,0,0,0,0,0,0,,31,14,0,0,0,0,0,0,0,0,,96,83,88,161,201,158,204,148,247,268
120400,"Linseed, whether or not broken",0,0,0,6,0,0,0,0,0,0,,30,81,39,30,24,47,99,131,102,299,,1403,1253,2001,1555,1595,2400,1738,2075,2101,2113
120720,"Cotton seeds, whether or not broken",202,225,0,0,0,0,0,0,0,0,,,,,,,,,,,,,595,476,0,0,0,0,0,0,0,0
120740,"Sesamum seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,69,276,52,353,147,148,94,100,95,263,,39925,45522,70504,55693,49138,48962,52535,52797,64071,62779
70320,"Garlic, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,222,344,203,205,305,226,230,190,329,262,,2648,4834,5541,3190,34942,39841,11068,25917,29514,40971
70940,Fresh or chilled celery (excluding celeriac),0,0,0,0,0,11,0,7,1,0,,1002,1295,1587,2794,4488,5341,5882,6784,6141,6665,,2950,2603,2637,2453,4634,3643,3739,3400,4091,4906
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,0,0,0,2,7,1,0,0,,273,407,509,395,359,381,363,373,326,338,,88,118,367,546,861,607,37,123,187,95
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,0,0,0,0,0,0,0,0,0,,713,933,1858,1226,1221,993,1009,1142,1573,1384,,2317,1536,1073,1854,2304,1630,1517,1805,868,1273
70990,"Fresh or chilled vegetables (excluding potatoes, tomatoes, vegetables of the Allium spp., cabbages ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3906,4267,116,0,0,0,0,0,0,0
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,712,2867,673,223,191,387,260,255,121,84,,1375,1254,1132,2494,5177,4436,3767,2824,4006,3763
100860,Triticale,0,0,98,133,0,0,0,0,0,0,,7,50,76,10,83,173,21,31,170,32,,0,0,98,133,0,0,0,0,0,0
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",6,2,0,4,0,6,0,0,0,0,,1031,1182,1802,1146,881,2033,737,1108,1029,1795,,576,513,373,277,301,293,268,577,242,459
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",0,0,0,0,0,0,0,0,0,0,,13,40,107,29,11,7,0,12,0,25,,12819,14619,2928,2631,2653,2179,3445,1899,2360,3167
80260,"Macadamia nuts, fresh or dried, whether or not shelled or peeled",5137,3349,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8351,5182,0,0,0,0,0,0,0,0
80300,"Bananas, incl. plantains, fresh or dried",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5,26,0,0,0,0,0,0,0,0
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,637,774,733,1197,723,,0,0,0,0,0,0,3,0,0,104
81010,Fresh strawberries,0,0,0,0,0,0,0,0,0,0,,5668,8281,11712,19285,24430,24237,20860,25571,19416,18935,,2203,3028,3040,3774,5731,8169,7645,6553,6444,10487
81050,Fresh kiwifruit,0,0,0,0,0,0,0,0,0,0,,3632,1137,2329,1888,3115,2552,2634,1628,2144,2382,,71661,61854,86407,119803,133130,123828,117778,110529,103407,116224
90520,"Vanilla, crushed or ground",0,0,0,0,0,0,0,0,0,0,,30,39,128,136,15,34,32,186,706,130,,0,14,222,47,125,80,13,105,150,147
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,34,58,125,192,150,66,68,35,23,12,,0,13,535,452,537,397,582,585,568,588
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,0,0,0,0,0,0,,19,14,10,3,65,43,21,51,57,63,,0,2,34,24,15,15,18,17,5,12
90940,Caraway seeds,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8,12,0,0,0,0,0,0,0,0
90950,Seeds of fennel; juniper berries,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,182,315,0,0,0,0,0,0,0,0
91011,"Ginger, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,37,39,10,148,201,88,181,159,148,187,,0,30,753,498,866,1189,1629,1403,985,1326
91030,"Turmeric """"curcuma""""""""",0,0,0,11,0,0,0,0,0,0,,112,78,60,260,235,643,901,946,2133,2308,,719,683,681,797,1192,857,895,823,949,769
100110,Durum wheat,100182,70705,0,0,0,0,0,0,0,0,,,,,,,,,,,,,450303,405625,0,0,0,0,0,0,0,0
100300,Barley,16451,11281,0,0,0,0,0,0,0,0,,,,,,,,,,,,,18122,14903,0,0,0,0,0,0,0,0
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,12,35,302,39,44,64,68,51,106,28,,0,1,2,17,14,10,13,9,12,13
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,0,0,7,1,3,0,0,2,0,0
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,,0,0,0,6,17,0,0,0,0,0
20322,"Frozen hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,6027,3991,7900,6340,5948,8692,10136,8809,11306,12949,,491,382,387,505,1166,1259,738,1152,647,1754
10129,Live horses (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,6993,7003,7421,2817,10302,13036,10516,9345,16039,6662,,0,53,670,583,455,378,435,268,221,225
10229,Live cattle (excluding pure-bred for breeding),0,0,0,0,0,0,4,0,0,0,,390808,501329,910835,870262,978019,767039,946665,1039483,931978,831455,,0,0,0,0,0,0,4,0,0,0
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,26,0,0,,0,0,36,74,21,0,105,93,45,0
40811,"Dried egg yolks, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,60,42,0,0,0,,1474,1100,1425,1435,1350,1456,1540,1831,1396,1853
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,0,0,0,0,0,0,0,,73,0,0,0,9,12,0,0,185,94,,3,0,29,16,27,12,13,0,0,0
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,0,0,0,0,0,0,0,0,,20,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,6,70,0
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,122,3,0,,0,0,0,0,0,187,207,236,204,230
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",5,0,0,0,0,0,0,0,0,0,,1308,1439,1413,994,1185,1042,1928,1300,1468,1936,,26,18,58,117,68,27,34,41,19,22
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",509,1153,0,0,0,0,0,0,0,0,,182,107,29,0,169,126,51,14,140,14,,13243,15787,1161,2106,2164,2646,2485,2737,2354,1803
20649,"Edible offal of swine, frozen (excluding livers)",0,0,0,0,0,7,0,0,0,0,,7275,8885,13456,6287,6939,6455,7891,6689,9987,12273,,40806,29795,43465,34671,18717,32512,32427,29578,13764,25528
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,434,779,440,455,700,532,579,213,596,989,,0,0,0,5,0,0,0,0,0,0
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,0,0,0,,105,74,177,221,233,200,253,139,12,33,,0,124,1463,1145,1315,1023,1324,1266,1058,1672
20755,Frozen cuts and edible offal of domestic geese,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,7,126,268,95,0,121,254,73,0
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,3,24,0,63,254,182,273,229,130,305,,0,0,1,3,0,0,0,0,0,0
20850,"Fresh, chilled or frozen meat and edible offal of reptiles """"e.g. snakes, turtles, crocodiles""""""""",0,0,0,0,0,0,0,0,0,0,,414,122,249,170,167,100,185,163,241,147,,3,30,32,40,14,5,22,26,45,43
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,107,245,143,107,48,265,467,19,11,0,,386,346,565,569,388,279,455,329,204,537
