Product code,Product label,"Korea, Republic of's imports from Singapore-Value in 2012","Korea, Republic of's imports from Singapore-Value in 2013","Korea, Republic of's imports from Singapore-Value in 2014","Korea, Republic of's imports from Singapore-Value in 2015","Korea, Republic of's imports from Singapore-Value in 2016","Korea, Republic of's imports from Singapore-Value in 2017","Korea, Republic of's imports from Singapore-Value in 2018","Korea, Republic of's imports from Singapore-Value in 2019","Korea, Republic of's imports from Singapore-Value in 2020","Korea, Republic of's imports from Singapore-Value in 2021",Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
630532,"Flexible intermediate bulk containers, for the packing of goods, of synthetic or man-made textile ...",0,23,0,16,0,0,0,0,0,0,,676,464,658,271,577,764,435,480,124,237,,138629,155029,167138,161813,168912,191699,216104,211992,213862,259244
630533,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like ...",0,0,0,0,0,0,0,0,0,0,,1952,1780,1775,1096,1061,1337,1137,906,952,1006,,40375,41158,41154,42146,41693,41373,40216,41954,40885,44580
630622,Tents of synthetic fibres (excluding umbrella and play tents),2,0,0,1,0,0,0,0,0,0,,893,1021,2806,1658,2864,1203,1438,811,147,278,,30971,64507,69934,48044,39602,48652,51610,45096,96178,158314
630640,Pneumatic mattresses of textile materials,0,0,0,0,0,0,0,0,0,0,,371,404,390,147,249,387,338,112,127,63,,1350,2861,2784,1717,2449,3526,3980,3804,12016,21316
600543,"Warp knit fabrics of artificial fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,0,8,0,0,0,3,0,0,4
600624,"Printed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",0,0,0,0,0,0,0,0,0,0,,3059,2727,2619,1913,2457,2598,1926,1509,676,651,,469,572,464,358,289,190,287,381,244,586
600644,"Printed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,31,242,0,11,4,28,2,2,0,21,,240,229,166,75,204,153,71,88,15,82
610210,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,0,0,0,,2175,179,171,81,172,113,445,422,193,183,,5389,5682,6792,6089,7226,8956,8498,13998,18422,19194
610329,"Men's or boys' ensembles of textile materials (excluding wool, fine animal hair, cotton or ...",0,0,0,0,0,0,0,0,0,0,,164,684,238,741,249,1009,1003,1300,989,432,,24,5,168,9,62,3,34,60,100,435
610341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,1,0,0,0,0,0,0,0,,122,120,163,90,214,117,110,237,378,422,,203,305,216,177,531,402,603,756,1121,1352
610413,"Women's or girls' suits of synthetic fibres, knitted or crocheted (excluding ski overalls and ...",0,0,0,0,0,0,0,0,0,0,,22,100,22,57,51,194,201,50,30,364,,394,135,240,239,372,276,218,288,825,796
610433,"Women's or girls' jackets and blazers of synthetic fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,1,0,0,,5074,1549,740,732,621,518,444,1061,665,507,,6225,8411,7388,7967,9795,6482,8338,12094,10395,11650
610461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,21,49,131,219,1121,318,796,793,1163,910,,625,417,648,651,924,1230,2137,2764,2227,3938
610819,"Women's or girls' slips and petticoats of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,208,98,64,225,57,80,518,281,754,687,,211,1024,511,199,127,407,547,326,221,384
610821,"Women's or girls' briefs and panties of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,862,1988,5641,8543,5237,5694,6802,4356,2927,3363,,19349,24088,26448,29888,40064,40928,30047,35099,32972,35115
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",0,3,1,0,0,19,20,3,2,0,,20973,29330,42873,52271,37111,32761,26565,30350,23082,24595,,205185,250048,268066,294994,286083,312741,393203,426435,393125,471038
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,3,0,0,2,0,,7721,5954,7554,6424,2434,2163,2388,4332,2081,1287,,808,821,920,764,743,900,1545,794,1085,1641
611490,"Special garments for professional, sporting or other purposes, n.e.s., of textile materials, ...",65,139,56,4,3,4,4,25,4,0,,35887,70937,46882,24509,51188,61008,44265,25527,22880,33716,,14358,25923,19895,9521,5601,10503,10116,9758,11598,10261
611529,"Pantyhose and tights of textile materials, knitted or crocheted (excluding graduated compression ...",0,0,0,0,0,0,0,0,0,0,,942,578,1158,1714,740,554,308,205,134,166,,11713,16053,18744,24093,14346,4853,7098,5967,3403,4674
902820,"Liquid meters, incl. calibrating meters therefor",0,0,1,16,0,1,10,8,1287,0,,3935,6415,4606,2306,1222,2514,2686,3382,3225,2616,,14664,8966,21202,13909,8479,9595,10215,8835,8619,7546
911440,Plates and bridges for clocks or watches,0,0,0,0,0,0,0,0,0,0,,40,4,30,16,60,135,755,104,6,23,,2,5,26,16,59,49,35,32,47,42
920710,"Keyboard instruments, the sound of which is produced, or must be amplified, electrically (excluding ...",2,0,0,0,0,0,0,1,1,0,,9331,9708,4619,5994,6793,4638,3580,2434,2625,4040,,32503,32244,36114,37458,38883,38420,45233,50637,43109,58162
910390,"Clocks with watch movements (excluding electrically operated, wrist-watches, pocket-watches ...",0,0,0,0,0,0,0,0,0,0,,458,3320,513,670,3226,1161,527,1002,1081,1354,,50,111,227,322,218,36,31,67,576,1130
910591,"Clocks, electrically operated (excluding wrist-watches, pocket-watches and other watches of ...",0,9,0,0,0,4,0,0,1,0,,286,508,1757,519,537,541,644,2114,358,495,,792,612,661,1187,2215,4224,4375,4409,4818,4942
911220,"Clock and watch cases (excluding for wrist-watches, pocket-watches and other watches of heading ...",0,0,0,2,0,0,0,0,0,0,,44,158,25,65,1,1,6,9,1,20,,149,158,301,165,115,100,268,325,374,430
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",2,4,3,0,0,5,0,0,0,0,,7871,4931,14419,11483,11986,6220,7067,8962,6483,7487,,54312,55087,71168,81446,84749,79734,97827,107623,145634,174610
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers ...",59,0,0,0,0,0,0,0,39,0,,8790,3176,9209,5116,12450,5829,6391,3275,4695,3046,,3954,10043,5756,4715,5702,6746,8033,5763,4665,2182
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,15,0,0,,256,52606,16981,11651,15900,11718,21085,24294,11526,12168,,6881,7575,7848,11931,11121,6586,3669,2364,7004,3168
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of ...",2652,0,1553,14662,4055,0,2450,0,0,0,,27869,62937,40148,57853,4935,18750,1641,40304,41411,86681,,97722,22855,1558,32872,22007,32263,85184,3778,3563,18
890310,Inflatable vessels for pleasure or sports,114,1,0,0,0,0,0,0,0,0,,1520,2753,2534,1013,1643,561,1814,951,556,799,,3581,2366,4400,5025,5215,3022,2522,5131,5864,2616
890610,Warships of all kinds,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,0,13,0,0,8,0
854620,Electrical insulators of ceramics (excluding insulating fittings),7,1,0,0,0,0,7,0,0,0,,9709,5941,7282,5151,6510,6117,8360,6651,5227,4298,,12608,12972,13601,10784,10987,13301,11555,9662,7982,10096
854511,"Electrodes of graphite or other carbon, for electric furnaces",0,0,0,0,0,0,0,0,0,0,,901,1175,1444,760,361,844,1944,111,11,47,,232032,221317,177338,130818,123148,144497,470892,508399,215156,218321
900651,"Cameras with a through-the-lens viewfinder [single lens reflex """"SLR""""] for roll film of a ...""",0,0,0,0,0,0,0,0,0,0,,6518,8150,8155,11895,5271,4896,3279,5368,1301,1447,,246,299,270,165,132,146,207,279,407,591
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens ...""",0,0,0,0,0,0,0,0,0,0,,293,218,578,170,225,46,67,92,17,411,,20,28,22,28,55,17,38,83,52,163
900699,"Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.",0,0,0,0,0,2,0,0,1,0,,29545,20583,7525,6321,9434,10589,3039,2491,3028,13421,,4663,4512,3853,3095,3135,3013,2821,3231,2164,2700
901060,Projection screens,5,2,0,4,2,0,0,0,0,0,,2719,2474,2666,1581,1351,2906,2242,1402,240,477,,2397,4695,3798,2508,3346,3271,3242,3163,3799,3606
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",0,2,0,0,0,0,0,0,0,0,,3023,1068,673,353,372,620,109,51,88,315,,809,1056,1071,1071,1563,476,1171,1149,68,24
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",0,0,0,0,0,0,0,0,0,0,,673,248,229,565,245,844,91,208,357,461,,1214,2411,1338,2595,2631,1387,2666,6033,5698,5958
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,0,0,0,0,0,0,0,0,0,0,,1661,1174,472,261,18,178,13,93,61,41,,29,120,118,71,9,50,39,35,4,42
870130,Track-laying tractors (excluding pedestrian-controlled),0,0,0,0,0,0,0,0,0,0,,105719,19161,29226,22044,8434,2574,3086,9953,0,0,,1391,485,898,2807,0,1249,843,607,1547,4
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,87,0,0,,0,0,0,0,0,0,179,397,55,56,,0,0,0,0,0,1323,2327,723,664,735
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,211,0,571,,0,0,0,0,0,4785,4570,23870,49716,78228
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,0,0,0,0,0,0,0,0,0,0,,4758,3545,2638,3240,1949,2229,1684,2095,348,1304,,33035,28486,27102,22448,26395,24084,20814,21890,20080,22005
870322,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,0,0,0,0,0,0,0,,6991,10334,10945,12831,13084,18513,17445,22687,42394,42879,,21358,8935,58358,93821,89271,122533,208528,244421,330642,256804
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,29845,52967,78114,26743,,0,0,0,0,0,4250,166267,208339,561030,904715
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,11838,10274,6868,4395,4878,3067,3778,1742,647,574,,13584,8151,5171,26419,39309,60688,58864,40463,43521,80302
850231,"Generating sets, wind-powered",0,1,0,0,0,0,0,0,0,0,,21475,1383,603,354,663,1563,2773,1243,8,856,,1198,2147,54249,14203,52333,29235,30230,24582,44795,2488
851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",0,0,1,0,50,6,0,1,0,0,,2950,3550,3457,2391,1928,2113,1325,3386,1660,2605,,5581,6585,8638,15274,14579,16967,15130,12114,6610,7728
851529,"Machines for resistance welding of metals, neither fully nor partly automatic",9,2,32,2,245,2,72,42,0,0,,3128,1639,1928,4250,1967,1727,1051,956,571,1288,,5388,16795,9289,8643,6389,8660,4601,6960,9070,6049
851610,Electric instantaneous or storage water heaters and immersion heaters,43,19,9,5,1,1,1,0,2,0,,6916,6451,7946,7454,7362,7611,10750,8783,6904,8770,,27368,32272,40512,50135,32000,34159,35237,37438,40039,50789
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",0,0,0,0,0,0,0,0,0,0,,1074,506,11269,18071,697,979,1328,1229,587,2909,,16303,94793,41135,23616,37339,16455,6302,16074,16726,10491
852841,Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing ...,2,0,0,0,0,0,0,0,0,0,,6351,5750,3721,2997,3154,1898,0,0,0,0,,98,314,2444,1490,113,0,0,0,0,0
820240,Chainsaw blades of base metal,0,0,0,4,0,0,5,0,0,0,,2178,2869,5163,3251,1746,3187,11966,14323,13089,10652,,5156,5967,4268,7764,5387,4557,5169,4911,4722,5024
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",0,0,0,0,0,0,0,0,0,0,,47,55,146,43,418,146,221,379,312,464,,2542,2363,2017,1875,3311,3872,3776,3823,3439,4937
821420,"Manicure or pedicure sets and instruments, incl. nail files, of base metal (excluding ordinary ...",5,1,0,5,0,0,6,0,1,0,,1849,1994,1316,1428,1878,1216,1031,877,1315,767,,4815,5787,6616,7168,7575,8418,9830,9020,9079,10252
821591,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...",0,0,0,0,0,0,0,0,0,0,,100,142,145,57,102,162,107,52,23,40,,365,318,454,688,434,290,504,177,260,776
830130,"Locks used for furniture, of base metal",11,1,14,2,10,0,0,1,0,0,,1949,2429,5228,6000,5360,5440,4796,12086,8820,11113,,625,405,534,662,1504,2281,2038,2164,2444,2855
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,1909,360,520,293,110,50,24,25,6,0,,777,194,24,63,99,155,131,123,33,9
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",0,0,0,0,0,0,0,0,0,0,,44,37,125,13,2456,55,3,5,0,0,,13,7,294,0,0,153,97,0,0,0
840220,Superheated water boilers,0,0,0,0,0,0,0,0,0,0,,475,4120,131,901,477,361,31,2425,1365,136,,21240,9776,5059,9256,10781,1704,2968,3314,1852,330
840682,"Steam and other vapour turbines, of an output <= 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,5971,5084,15029,5117,5701,3826,2834,1803,701,1348,,22543,24205,21314,21186,25160,24900,19091,12315,16559,19260
840732,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,0,0,0,,1057,435,966,190,1539,833,1027,1563,657,535,,114,1953,1258,1837,2396,418,412,109,136,175
820760,Interchangeable tools for boring or broaching,3,0,0,34,0,0,0,1,0,0,,2773,1566,1940,5340,2202,3529,3528,3659,2277,3273,,20229,19306,18505,19633,17947,16668,18840,14240,12740,10609
820830,"Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the ...",0,0,0,0,0,0,0,0,0,0,,642,575,334,268,441,286,1528,1006,974,375,,1249,1115,1206,1161,1098,1132,1178,1336,1825,2724
830820,"Tubular or bifurcated rivets, of base metal",0,0,0,0,0,1,2,0,1,0,,793,2712,1869,1098,407,618,571,1418,799,1247,,1043,1363,1698,1617,2503,4143,4226,4664,4791,6135
842441,"Agricultural or horticultural sprayers, portable",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,491,240,269,171,,0,0,0,0,0,3240,3757,4640,8237,12976
841690,"Parts of furnace burners such as mechanical stokers, incl. their mechanical grates, mechanical ...",13,1,2,5,162,0,24,0,0,0,,4506,16728,3221,4080,6981,2436,2321,2953,2889,7117,,32631,23013,32846,37480,22114,25922,40782,18621,32417,18640
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",0,0,3,0,25,4,3,4,5,0,,19848,20073,24715,10898,13398,8816,6766,2931,3173,4751,,92134,81199,106283,157492,179871,189850,215834,320859,400129,397624
842832,"Continuous-action elevators and conveyors for goods or materials, bucket type (excluding for ...",0,0,0,0,0,0,0,0,0,0,,6424,2043,844,1679,1014,1591,649,817,302,1950,,717,3205,7225,1125,2010,6435,3258,1486,1297,2160
842833,"Continuous-action elevators and conveyors for goods or materials, belt type (excluding those ...",0,43,9,113,43,265,1453,144,4,0,,8237,14134,14198,14858,18060,21202,21379,33412,11956,15979,,35453,43911,34618,87333,42295,21542,58334,116947,35526,29079
842959,"Self-propelled mechanical shovels, excavators and shovel loaders (excluding self-propelled ...",0,0,0,0,0,0,0,0,0,0,,154349,98139,92516,118506,72050,150900,98098,36425,26990,37899,,100,346,669,533,160,107,428,56,192,52
843242,Fertiliser distributors (excl. sprayers and manure spreaders),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,34,8,7,10,,0,0,0,0,0,1727,908,1187,1529,940
843351,Combine harvester-threshers,0,0,0,0,0,0,0,0,0,0,,4,161,160,150,61,451,132,64,0,0,,42113,37301,58452,59241,64739,55760,75971,78534,84341,96232
843490,"Parts of milking machines and dairy machinery, n.e.s.",0,0,0,0,0,0,0,11,0,0,,2568,1879,4847,3956,419,2516,961,700,4464,1632,,4122,5388,4014,4575,3909,6081,4894,7423,7373,5776
843850,Machinery for the industrial preparation of meat or poultry (excluding cooking and other heating ...,0,0,0,0,1,3,0,20,0,0,,4776,3313,3073,3746,4212,4155,5370,4049,3945,1476,,61805,26595,29801,28836,19548,57551,59600,49730,52997,30435
843991,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s.",0,0,0,0,0,0,0,0,0,0,,36884,8466,10588,8070,10559,17789,13817,9155,9963,6951,,4127,6007,5212,7140,4855,6126,5365,5792,10858,7992
844110,"Cutting machines for making up paper pulp, paper or paperboard (excluding bookbinding machinery ...",0,5,97,2,0,115,0,0,0,0,,6816,12828,7877,7865,5644,6169,5265,10957,8725,16254,,6396,11791,16201,13940,13827,22153,22047,14753,14970,27086
846390,"Machine tools for working metal, sintered metal carbides or cermets, without removing metal ...",3,10,0,280,0,0,0,0,0,0,,5402,2909,3940,2850,5006,3030,2267,1583,930,1115,,20217,20213,14308,21814,27890,27309,22322,14053,16054,28724
846490,"Machine tools for working stones, concrete, asbestos cement or similar mineral substances or ...",0,0,0,3,1,17,19,3,0,0,,3737,8180,3430,1728,1708,2112,2141,2200,1459,1197,,13333,11709,7752,10898,9453,14192,13993,8133,10792,31442
846595,"Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or ...",4,1,0,0,38,49,0,0,0,0,,2436,3276,1284,1821,747,611,173,245,344,193,,50584,50294,15527,7299,8476,6447,11371,10112,12987,9345
846596,"Splitting, slicing or paring machines, for working wood",0,0,0,0,0,0,0,0,0,0,,1031,1562,475,97,427,437,71,412,69,242,,366,1081,1206,1507,2058,953,1668,1055,3325,3229
846722,"Saws for working in the hand, with self-contained electric motor",0,1,1,0,1,1,0,0,0,0,,2743,4098,2015,1729,6742,1418,1029,632,626,3025,,13330,14186,18451,19243,20942,22821,24371,20046,24240,31655
846630,"Dividing heads and other special attachments for machine tools, n.e.s.",0,0,0,6,0,2,0,0,11,0,,3058,4872,4982,4853,7840,4237,3687,4999,7609,15171,,10835,12076,14398,14934,10744,13009,12177,11062,8408,12126
845410,Converters of a kind used in metallurgy or in metal foundries,24,6,1,0,0,2,0,0,0,0,,9747,10080,18416,11419,15226,10470,11961,8443,7071,9459,,19769,6117,249,1847,479,756,1457,1008,668,1132
845620,"Machine tools for working any material by removal of material, operated by ultrasonic processes ...",0,0,0,0,0,2,0,0,0,0,,1089,45,53,251,192,513,331,203,252,587,,652,1093,1003,1396,1916,2029,3570,3940,10886,928
845690,"Machine tools for working any material by removal of material, operated by electro-chemical ...",144,0,0,9,1,0,0,0,0,0,,9017,20652,4324,7962,7099,8714,2269,3541,3431,1170,,10258,16099,15002,13138,16235,13612,11947,5654,5785,9571
845941,"Boring machines for metals, numerically controlled (excl. way-type unit head machines and boring-milling ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,287,83,91,146,,0,0,0,0,0,4593,3153,1704,572,1161
845961,"Milling machines for metals, numerically controlled (excluding way-type unit head machines, ...",0,0,28,0,0,0,0,0,0,0,,1542,2400,10405,1774,2605,2069,704,1926,2542,651,,29556,40787,36151,28794,20964,25537,24676,26554,8874,20409
846011,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",0,413,0,0,0,0,0,0,0,0,,1559,704,683,941,1514,1880,0,0,0,0,,13214,5834,8239,8482,8062,0,0,0,0,0
846031,"Sharpening """"tool or cutter grinding"""" machines, numerically controlled""""",0,0,0,0,0,0,0,0,0,0,,5679,1466,1078,2585,3819,712,725,883,242,534,,14092,17152,22438,24957,20279,18059,29289,17783,12375,16365
846040,"Honing or lapping machines, for working metals, metal carbides or cermets (excluding gear cutting, ...",0,0,2,0,0,0,0,0,0,0,,7861,919,1377,1333,1155,711,1067,6857,4032,831,,15910,12575,15225,9530,12326,21063,19497,11830,8232,4661
846781,"Chainsaws for working in the hand, with self-contained non-electric motor",0,0,0,0,0,0,0,0,0,0,,24690,18199,20106,18866,23168,13046,3005,3922,4906,5231,,17515,18769,16005,12690,13094,12447,12961,10066,11712,15720
846791,"Parts of chainsaws, for working in the hand, with self-contained electric or non-electric motor, ...",0,0,1,7,99,39,162,43,0,0,,99123,79322,69685,67150,56546,53085,46557,39114,46334,44445,,2341,2504,2118,1574,1821,1303,1898,1599,1452,1925
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous ...,0,0,0,0,0,0,0,6,0,0,,113,771,1137,674,1052,245,2434,201,535,601,,27449,1101,2684,2358,5058,6554,4037,10168,8877,1563
847310,"Parts and accessories for typewriters or word-processing machines of heading 8469, n.e.s.",4,0,0,0,0,0,0,0,0,0,,15930,32501,30089,23254,13326,12087,0,0,0,0,,144,343,1174,232,206,0,0,0,0,0
847621,Automatic beverage-vending machines incorporating heating or refrigerating devices,0,0,0,0,0,0,0,0,2,0,,1352,666,808,391,1633,726,641,612,266,400,,738,1555,329,386,121,506,936,1616,2269,2063
847740,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics,5,0,21,0,23,0,0,0,0,0,,885,1723,1678,2239,5621,2292,1620,5145,4676,2289,,6172,6722,7489,12446,12830,17563,17487,12072,11227,13886
847780,"Machinery for working rubber or plastics or for the manufacture of products from these materials, ...",334,413,363,1,245,319,222,236,131,0,,26407,22519,25608,21455,25382,75490,38853,54174,33574,45681,,179527,155137,78507,70448,88475,202504,87815,207770,152630,92895
848710,Ships' or boats' propellers and blades therefor,0,5,3,10,113,10,65,76,0,0,,48001,68514,98437,45513,26768,15911,16590,23463,14188,20120,,283153,297214,235461,181145,184344,129801,249880,65549,58653,39963
960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or ...",0,0,0,0,0,0,0,0,0,0,,170,240,151,181,168,168,175,100,73,81,,8239,8306,9118,8574,8341,8397,8331,8236,7764,8688
960629,"Buttons (excluding of plastics or base metal, not covered with textile material, press-fasteners, ...",0,2,0,0,1,0,0,0,0,0,,5236,2602,1241,914,1042,822,7938,634,382,617,,1951,1699,2065,2122,2781,2746,3031,3394,2753,3425
930190,"Military weapons, incl. sub-machine guns (excluding artillery weapons, rocket launchers, flame-throwers, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2760,20412,10011,23612,24160,7852,4342,978,1584,34415
930390,Firearms and similar devices which operate by the firing of an explosive charge (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,0,21,12,9,8,31,19,97,10,,565,518,500,454,563,530,702,486,645,298
930629,Parts of cartridges for smooth-barrelled shotguns; lead shot for air rifles and pistols,0,0,0,0,0,0,0,0,0,0,,364,410,582,274,263,248,277,39,0,0,,451,127247,58964,46233,782,613,45778,619,1087,1571
940110,Seats for aircraft,0,0,0,0,4,0,0,0,0,0,,6711,3433,4926,2422,2272,2831,6725,8510,15216,2961,,872,2345,5118,7866,5924,2831,4572,6933,2211,5768
940152,Seats of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,3,0,,0,0,0,0,0,36,91,162,287,400
940153,Seats of rattan,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20,6,0,0,,0,0,0,0,0,398,899,881,809,605
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",1,0,46,31,0,5,0,0,0,0,,1475,1779,1698,969,785,971,2108,1013,1148,1681,,32518,35979,39413,41641,44317,47781,56155,68425,88567,94927
940550,"Non-electrical lamps and lighting fittings, n.e.s.",0,9,0,0,2,3,18,29,0,0,,6550,4998,4934,3443,3908,1873,1866,4460,900,684,,5146,4878,7164,5891,6375,7104,6937,7212,7596,6895
961800,"Tailors' dummies and other lay figures, automata and other animated displays used for shop ...",1,5,10,0,0,0,0,1,16,0,,3108,2108,1989,1397,2441,1406,2691,1728,1236,1204,,13246,16379,15420,18091,20910,22978,14430,18495,15473,23300
920992,"Parts and accessories for string musical instruments without keyboards, n.e.s. (excluding strings ...",0,1,0,0,3,0,3,4,2,0,,1077,1413,734,1999,1369,1558,1386,1919,2042,2097,,6476,6893,5112,4139,5444,5242,5399,5843,6129,7951
930310,"Muzzle-loading firearms, neither designed nor suitable for projecting cartridges",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,0,0,16,0,0,0,0,0,0
930510,"Parts and accessories for revolvers or pistols, n.e.s.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,193,373,673,390,423,705,367,1103,966,368
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,290,538,363,405,260,284,337,739,685,656
950640,Articles and equipment for table-tennis,0,0,11,5,1,0,0,0,0,0,,2461,3639,2053,2379,2379,1909,2542,2279,2375,2753,,13850,14712,17746,18486,18867,19452,18512,17941,12448,11026
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",0,0,0,0,0,0,0,0,0,0,,391,649,337,656,1229,954,533,414,199,661,,2661,4766,4922,5013,4683,5261,5978,6448,4129,7052
950810,Travelling circuses and travelling menageries,0,0,0,0,0,0,0,0,0,0,,409,180,3572,408,219,165,81,426,122,0,,31,73,149,8,97,11,16,27,6,6
960190,"Worked bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",1,4,0,0,3,0,0,0,0,0,,7,15,44,30,2,64,210,53,36,742,,868,1434,985,814,1465,1241,1574,1731,1175,1216
960719,Slide fasteners (excluding fitted with chain scoops of base metal),0,0,0,4,0,0,1,0,0,0,,3878,4032,5350,3913,3461,3528,5427,5097,3031,2981,,8247,8469,9318,7599,6419,7108,8216,8942,10137,12134
960720,Parts of slide fasteners,14,4,1,1,0,2,3,1,4,0,,4266,4729,5912,5833,3948,3380,3850,2631,1295,1461,,37224,45129,46724,38655,33476,34395,31146,25605,17960,24132
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",0,0,0,0,0,0,0,0,0,0,,443,850,542,294,551,157,320,360,222,358,,4422,4184,3412,2639,2286,2696,2149,1923,1292,1981
960920,"Pencil leads, black or coloured",0,0,0,0,0,0,0,0,0,0,,679,778,285,645,298,210,404,618,365,183,,1284,1564,1669,1444,2000,2337,2031,2384,1787,2440
961320,"Pocket lighters, gas fuelled, refillable",0,0,0,0,0,0,0,0,0,0,,30,102,133,15,9,24,30,96,92,194,,3708,4424,5913,4854,12192,13554,13241,12427,12876,11589
