Product code,Product label,"Taipei, Chinese's imports from Viet Nam-Value in 2012","Taipei, Chinese's imports from Viet Nam-Value in 2013","Taipei, Chinese's imports from Viet Nam-Value in 2014","Taipei, Chinese's imports from Viet Nam-Value in 2015","Taipei, Chinese's imports from Viet Nam-Value in 2016","Taipei, Chinese's imports from Viet Nam-Value in 2017","Taipei, Chinese's imports from Viet Nam-Value in 2018","Taipei, Chinese's imports from Viet Nam-Value in 2019","Taipei, Chinese's imports from Viet Nam-Value in 2020","Taipei, Chinese's imports from Viet Nam-Value in 2021",Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
640312,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...",0,0,0,0,0,0,4,0,0,0,,259,282,0,459,10,61,12,29,35,298,,48,4,54,30,22,78,32,145,24,1
680690,"Mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials ...",0,0,0,0,0,0,0,0,0,0,,2029,2242,1509,1375,1156,1593,2196,3192,2533,5721,,24079,22512,17954,20354,20105,17759,15918,14216,14174,17301
650510,"Hairnets of any material, whether or not lined or trimmed",12,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,82,62,0,0,0,0,0,0,0,0
660110,Garden or similar umbrellas (excluding beach tents),2,3,5,9,2,10,3,8,1,0,,920,1555,673,1503,1251,1602,3604,1908,1672,3946,,481,398,469,689,564,628,465,638,664,575
690790,"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ...",39125,42329,40799,39234,25579,520,0,0,0,0,,85499,87617,98681,90367,56443,48983,0,0,0,1788,,70173,75998,79236,79031,62861,1319,0,0,0,0
690890,"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ...",4740,10527,12592,11656,9753,297,0,0,0,0,,92472,100403,99118,94033,86205,90163,0,0,0,,,44693,60532,72369,71348,65069,1333,0,0,0,0
701110,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,0,0,,64,611,1156,284,183,1,1,0,7,39,,4861,4959,4006,2735,1249,1462,1268,810,614,515
701322,"Drinking glasses, stemware, of lead crystal",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,4,0,1,0,,,549,581,1159,851,355,414,330,315,278,407
700220,"Rods of glass, unworked",0,0,0,0,0,0,0,0,0,0,,4,0,0,0,5,7,11,38,10,,,1149,1527,2990,3261,5590,4883,3525,1981,1935,1736
701720,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, having ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,25,,2471,2109,3747,2414,2325,2824,2873,3011,3543,3858
701820,Glass microspheres <= 1 mm in diameter,0,0,0,0,0,0,0,11,0,0,,0,0,0,2,8,2,53,79,5,1,,4539,5024,5992,5920,5570,5791,6705,5972,5648,5981
710812,"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excluding gold ...",0,0,0,0,0,0,0,0,0,0,,84662,74261,7186,1978,8,78,86,116,118,1545,,714714,870063,899217,898025,671416,642346,772799,389164,775887,924304
711031,"Rhodium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,103,,109,711,3529,2986,1392,899,216,709,5235,136
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,1,0,0,11,0,4,3,0,15,,,105,290,228,110,122,93,103,171,128,249
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,26,,25,14,25,26,28,17,33,2,20,25
720249,"Ferro-chromium, containing by weight <= 4% of carbon",0,0,274,692,839,0,60,58,0,0,,212,386,23772,56877,12453,4946,1179,1914,896,1,,28000,23581,21514,21938,50546,34596,32113,20537,17072,29924
720390,"Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,13,2,0,0,0,107,,4582,3269,86,166,159,224,82,128,61,166
480452,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,25,2,,12418,15670,29131,21869,23551,19386,21797,26343,17673,14249
480530,"Sulphite wrapping paper, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,1,1,0,0,0,1,0,0,,50,6,19,133,153,176,513,1301,836,1464,,1454,1630,1711,1148,1085,1717,2125,1406,935,1369
481019,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,0,0,0,0,0,0,,300,81,499,833,1947,1699,3297,4331,2828,361,,91672,83796,111966,99699,89893,97447,110285,102102,86995,101910
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",0,0,0,0,0,0,0,0,0,0,,685,498,622,536,714,648,513,823,689,188,,14822,17098,18867,18495,21248,21137,21496,21619,18612,19856
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,0,0,0,0,0,0,0,0,0,,271,5,214,524,495,503,190,124,102,467,,164,314,1524,4033,4221,3694,3846,4078,2879,1206
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",21,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,271,,998,263,734,140,24,147,518,535,352,758
440727,"Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,127,,0,23,0,25,0,2,14,12,0,0
440793,"Maple """"Acer spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",28,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,33,18,,,1144,1571,1803,861,1070,1364,694,1333,485,521
440795,"Ash """"Fraxinus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,83,4,77,192,31,24,283,23319,25647,15448,,2042,3365,4498,3136,3970,3765,5851,5340,3499,4821
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,34,137,223,24,0,,0,0,0,0,0,0,77800,171315,217418,590370,,0,0,0,0,0,3695,5742,10278,11886,17231
441294,"Laminated wood as blockboard, laminboard or battenboard (excluding of bamboo, plywood consisting ...",0,0,18,10,0,0,0,0,0,0,,19521,18729,320,781,1247,1904,1455,6230,5433,7776,,3578,3666,4398,3421,2884,2415,2710,1885,1987,2135
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",0,7,12,5,0,0,0,5,1,0,,1370,936,875,917,1135,909,1416,660,570,781,,717,723,429,447,375,227,313,395,277,416
470100,"Mechanical wood pulp, not chemically treated",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,14,,,620,315,194,324,188,254,347,41,202,334
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes,0,0,0,0,0,0,0,0,0,0,,651,0,0,17,44,325,375,32,0,,,38420,33730,23764,17763,13765,13998,12636,12080,9515,8318
480210,Handmade paper and paperboard of any size or shape,0,753,576,16,0,0,0,0,0,0,,15,9,34,27,29,1520,649,55,40,248,,510,1310,1140,699,626,357,414,514,307,239
480262,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,71,34,18,24,27,41,741,870,737,1760,,5081,5321,4112,3267,4506,5418,5996,3856,3060,3363
520633,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,50,0,,19,65,243,161,534,781,626,1476,383,169,,0,0,0,0,0,0,0,0,50,0
520635,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,,,0,0,2,0,0,0,0,0,0,0
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,17,0,204,6,0,0,,0,0,0,0,0,0,0,29,10,,,1,1,3,22,21,2,230,10,26,1
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,245,366,5217,1389,0,0,0,0,0,,0,0,95,156,390,657,747,1606,177,54,,59,248,401,5256,1401,0,0,0,0,0
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,370,285,35,20,154,204,220,101,301,243,,336,363,40,1682,38,49,59,41,39,61
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, unbleached ...",0,0,0,0,0,0,0,0,0,0,,1,78,977,1996,114,453,1163,1130,404,3953,,3645,3347,3280,1566,1356,1065,1176,2041,2060,1495
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",1,4,0,0,0,0,0,0,0,0,,65,61,235,207,208,252,953,2207,1230,1143,,908,1226,626,840,790,900,604,696,502,1056
520859,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, printed ...",4,3,7,7,4,0,0,0,0,0,,6,14,454,947,2680,1396,788,479,615,1352,,1733,1884,1918,2093,3430,3535,3036,2556,3440,3209
520929,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, bleached ...",0,0,0,0,0,0,0,0,0,0,,244,542,429,510,113,132,1246,979,510,13966,,149,65,35,60,50,65,17,7,12,18
521039,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",24,21,0,0,5,0,0,0,0,0,,7422,7235,6382,5747,6572,7131,7398,7998,3285,922,,458,413,452,224,279,214,248,233,169,115
521111,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,10,38,134,131,63,31,0,0,424,86,,13,44,52,12,9,7,1,3,0,0
521152,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,28,0,0,5,1,,0,7,0,2,11,2,0,0,2,0
521211,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,16,12,46,18,0,13,2,32,,140,88,90,16,39,85,19,56,29,41
521221,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,2,26,,32,15,17,2,8,14,12,5,16,0
521222,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,23,0,1,1,,,21,41,92,35,51,25,0,0,0,3
510220,"Coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used in the ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,,,0,83,0,0,0,0,0,0,0,0
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",1,1,0,0,0,1,0,0,0,0,,0,0,4,24,41,39,105,24,48,,,223,169,153,216,135,147,114,61,34,16
511211,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,0,,82,186,458,283,479,205,734,775,664,33,,345,394,406,348,177,174,301,333,137,154
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",0,0,0,0,0,0,0,0,0,0,,2,3,1,32,46,206,55,86,27,121,,165,138,100,72,152,111,111,121,96,97
540774,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",56,7,0,0,0,8,0,0,0,0,,0,289,29,3,2,1,16,68,6,22,,494,409,318,290,165,255,213,371,67,96
540833,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,5,0,0,0,0,0,0,0,,0,0,21,24,78,110,2,11,6,39,,378,295,361,367,279,179,111,134,100,113
550120,"Filament tow as specified in Note 1 to chapter 55, of polyesters",0,0,0,0,0,0,0,0,0,0,,0,39,0,16,1,67,6,0,11,96,,114,305,400,377,237,76,195,132,174,148
550630,"Acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,97,0,122,,,1303,474,445,144,255,189,620,506,310,300
550911,Single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,14284,13352,4963,11,3,22,6,66,44,22,,78,157,296,184,125,89,67,410,54,1148
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,40,4,13,0,0,,,426,250,180,139,77,20,73,38,40,25
551020,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,,13,35,22,95,93,33,11,13,9,1472
551120,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail ...",239,0,0,0,0,0,0,0,0,0,,464,1115,606,796,12279,22337,782,409,350,258,,374,62,77,60,104,26,93,54,17,35
551211,"Woven fabrics containing >= 85% polyester staple fibres by weight, unbleached or bleached",44,0,21,7,0,0,0,0,0,0,,3293,6011,7503,6149,3396,2908,3802,3210,3011,5967,,839,96,119,250,979,465,614,1507,911,1033
551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,2,99,91,259,407,414,534,1569,1761,854,,1868,91,490,1530,2898,3146,1041,2784,3431,1471
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,16,0,0,0,0,0,0,0,0,,3,0,115,98,146,482,543,831,747,519,,6,28,6,2,3,3,6,0,0,0
551430,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,290,0,3,4,28,13,,57,165,252,206,108,51,26,30,9,28
551623,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",23,0,0,0,0,0,0,0,0,0,,0,0,22,0,0,0,1,24,22,9,,482,223,417,370,353,230,181,96,177,119
570220,"Floor coverings of coconut fibres """"coir"""", woven, whether or not made up""""",0,0,0,0,0,0,9,0,0,0,,739,1278,1809,2853,4522,4039,4880,7352,11048,14532,,124,130,156,110,143,175,126,120,121,111
540332,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,15,0,2,1,0,426,,262,0,377,0,9,6,1,0,0,0
580122,"Cut corduroy, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,16,0,1,0,0,0,0,,0,0,2,3,4,74,159,169,119,9,,60,49,41,20,2,17,16,19,17,28
580124,"Uncut warp pile fabrics ?pingl?"""", of cotton (excluding terry towelling and similar woven ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,33,0,0,0,0,0,0,0,0,0
580190,"Woven pile fabrics and chenille fabrics (excluding those of man-made fibres, wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,362,272,450,1059,854,652,312,59,25,673,,204,189,624,86,191,204,395,919,940,2388
580220,"Terry towelling and similar woven terry fabrics (excluding those of cotton, narrow woven fabrics ...",0,1,0,0,0,0,0,0,0,0,,0,0,20,3,22,136,8,4,36,2,,33,3,4,2,6,24,8,41,29,11
580429,"Mechanically made lace in the piece, in strips or in motifs (excluding that of man-made fibres ...",1,6,29,0,0,0,0,0,0,0,,1046,592,953,257,556,443,520,586,485,4074,,1237,1140,1491,815,401,440,232,266,160,89
600199,"Pile fabrics, knitted or crocheted (excluding cotton or man-made fibres and """"long pile"""" ...""",0,38,3,0,0,0,0,0,0,0,,1100,1136,508,426,749,194,1289,296,46,10035,,256,186,142,93,112,100,396,3,27,2
600390,"Knitted or crocheted fabrics of a width of <= 30 cm (excluding of cotton, man-made fibres, ...""",0,0,0,0,0,0,0,0,0,0,,6,974,3403,1822,156,35,7,216,105,2188,,1,0,0,11,0,0,6,86,0,12
600521,"Unbleached or bleached cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,870,0,9,35,27,16,50,57,72,2109,,29,20,66,5,5,2,255,0,3,0
600523,"Cotton warp knit fabrics of yarns of different colours """"incl. those made on galloon knitting ...""",0,0,0,0,0,0,0,0,0,0,,43,0,113,1640,751,165,136,111,0,7,,8,0,1,0,35,8,0,0,0,14
844010,"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ...",0,2,0,0,0,9,0,0,0,0,,34,453,15,45,44,70,59,59,89,101,,5968,10284,9788,2497,6720,5407,4488,2760,2131,7093
844140,"Machines for moulding articles in paper pulp, paper or paperboard (excluding drying equipment)",0,0,0,0,241,13,0,0,0,0,,301,252,0,52,2503,0,96,20,0,45,,2923,2064,1417,1933,1847,507,807,531,152,204
844311,"Offset printing machinery, reel fed",0,0,0,26,0,0,0,0,81,0,,0,0,193,268,2,4,141,18,1436,239,,13516,1824,3850,2211,6502,2631,1523,1782,956,612
844400,"Machines for extruding, drawing, texturing or cutting man-made textile materials",0,10,0,0,0,0,2,2,0,0,,387,297,314,425,229,469,182,166,29,193,,37456,22690,27675,31911,23603,15667,5748,39504,29233,18320
844530,Textile doubling or twisting machines,0,0,0,0,0,0,0,0,0,0,,404,95,48,121,48,434,180,253,221,270,,13054,3703,12947,6448,8158,12436,13177,11967,3380,7806
844590,Machines for producing textile yarns and machines for preparing textile yarns for use on machines ...,0,0,0,0,0,0,0,0,5,0,,121,14,44,368,108,107,377,248,146,639,,15404,8572,7922,11347,7904,6569,6705,8252,3925,9012
844711,"Circular knitting machines, with cylinder diameter <= 165 mm",0,23,0,0,0,0,0,6,0,0,,0,35,3,71,231,17,387,225,56,41,,3324,4515,3205,2557,2515,2367,789,1964,1643,2539
843340,"Straw or fodder balers, incl. pick-up balers",0,0,0,1,0,0,0,0,0,0,,0,3,0,3,13,15,3,62,264,,,203,302,734,567,472,272,137,118,379,647
843352,Threshing machinery (excluding combine harvester-threshers),0,0,0,0,0,0,0,0,0,0,,454,329,244,69,52,44,3,21,72,39,,6,20,38,73,112,86,174,42,95,97
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",37,2,0,0,2,0,0,0,0,0,,454,2612,466,325,789,540,277,30887,150211,428967,,7060,10038,7061,6892,10821,9047,11008,10614,10783,9943
842219,Dishwashing machines (excluding those of the household type),0,0,0,0,0,0,0,0,0,0,,110,28,50,1292,989,603,114,53,44,64,,3872,4792,4948,4977,4351,6996,5397,5453,5611,5978
841430,Compressors for refrigerating equipment,28,8,2,0,0,1,0,0,0,0,,674,384,344,531,331,407,1201,706,743,1257,,244549,218580,235492,219238,224122,211588,221145,221446,224178,275195
841861,Heat pumps (excluding air conditioning machines of heading 8415),0,0,0,0,0,0,0,0,0,0,,9,1,79,31,10,28,103,2,142,257,,6672,5192,4230,4146,4182,3150,3076,3107,2598,3204
841891,Furniture designed to receive refrigerating or freezing equipment,0,0,0,2,0,0,0,0,0,0,,66,49,94,71,253,371,205,320,266,295,,5594,6140,4148,4447,4785,3348,3037,1666,1944,2692
842541,Built-in jacking systems of a type used in garages,0,0,0,0,0,0,0,0,0,0,,22,52,6,0,3,0,0,0,0,,,1440,1290,1942,2275,1976,2302,1976,1924,2468,2558
842620,Tower cranes,0,0,0,0,0,0,0,0,0,0,,910,1303,1066,376,1255,588,520,170,829,569,,11022,13831,21731,18131,13265,9968,6679,3595,9802,21726
842710,"Self-propelled trucks fitted with lifting or handling equipment, powered by an electric motor",0,0,0,0,0,0,0,0,0,0,,143,54,182,456,369,809,847,1058,697,1167,,31769,33998,36171,44692,44913,47241,63520,68749,69110,95407
842919,"Self-propelled bulldozers and angledozers, on wheels",0,0,0,0,0,0,0,0,0,0,,143,48,39,18,5,683,0,0,3,41,,495,377,311,254,219,366,563,435,612,646
843031,Self-propelled coal or rock cutters and tunnelling machinery (excluding hydraulically operated ...,0,0,0,0,0,0,0,0,0,0,,90,95,103,0,0,0,1,0,0,,,854,6013,19667,2857,7007,2033,128,3275,7602,12479
843069,"Earth moving machinery, not self-propelled, n.e.s.",0,0,0,0,0,0,0,0,0,0,,468,217,619,225,65,14,24,337,25,83,,165,223,118,592,253,644,1170,2543,1232,440
843120,"Parts of fork-lift trucks and other works trucks fitted with lifting or handling equipment, ...",1,0,0,0,0,4,2,2,0,0,,18596,19795,20305,20086,24649,35682,40067,32184,30176,32007,,19923,19712,21503,16417,16206,15197,17159,16800,16704,24446
850239,Generating sets (excluding wind-powered and powered by spark-ignition internal combustion piston ...,0,0,683,0,0,0,0,0,0,0,,180948,100,0,174,12,301,1626,1507,1340,11483,,15303,7848,42667,8212,2766,679,15105,23421,20069,7063
844832,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)",5,3,12,0,0,7,0,0,0,0,,0,0,0,5,7,0,56,1,1,297,,4333,3266,2640,2846,2397,2226,2909,2294,1796,2405
847431,Concrete or mortar mixers (excluding those mounted on railway wagons or lorry chassis),0,0,0,0,107,0,14,0,9,0,,3614,2872,2342,2640,3144,4168,3446,3141,3228,2754,,2880,955,363,1818,457,620,577,2509,2559,3460
847590,"Parts of machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, ...",0,0,0,0,0,2,0,0,0,0,,0,33,36,34,80,25,0,1,18,14,,401559,310146,254619,429130,292367,273412,312997,338515,403368,1097867
847690,"Parts of automatic goods-vending machines, incl. money changing machines, n.e.s.",0,0,0,0,0,0,0,0,4,0,,3023,3685,3338,3532,3142,3630,3177,3911,3425,144,,1065,670,948,1152,991,1493,1683,2127,2297,5121
847730,Blow-moulding machines for working rubber or plastics,0,0,0,0,0,0,0,2,0,0,,82,668,109,1330,296,997,41,224,199,79,,4840,6124,8292,12786,9213,5458,11032,3414,7071,2631
847759,Machinery for moulding or otherwise forming products from rubber or plastics (excluding injection-moulding ...,0,8,0,7,1,0,0,83,0,0,,271,433,1404,1149,434,2044,576,745,354,630,,4972,7556,20538,8638,11456,9377,10286,14638,12608,14474
846420,"Grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like ...",0,0,0,0,1,2,1,0,0,0,,208,724,393,174,331,59,211,841,204,88,,13584,10712,6819,19613,19329,7669,6802,9369,6049,7233
846721,"Drills of all kinds for working in the hand, with self-contained electric motor",0,1,0,0,0,0,0,0,0,0,,573,895,1026,313,372,160,107,62,138048,126247,,12887,9231,14129,16587,17169,16608,14238,13367,15406,15967
846789,"Tools for working in the hand, hydraulic or with self-contained non-electric motor (excluding ...",0,0,0,0,0,0,0,1,0,0,,1364,28,82,9,25,34,81,27,49367,84714,,6903,4522,4156,4487,5945,5321,6551,8242,6904,7067
847010,"Electronic calculators capable of operation without an external source of electric power and ...""",0,0,0,0,0,0,0,0,0,0,,2,0,0,550,1128,352,252,160,0,31,,4390,3873,3991,4137,4465,4479,4707,5228,5404,4990
843910,"Machinery for making pulp of fibrous cellulosic material (excluding autoclaves, boilers and ...",0,0,0,0,0,0,0,0,0,0,,0,89,0,0,0,2,0,0,178,26,,34,2180,14210,976,8589,1846,7625,4113,1110,1142
843840,"Brewery machinery (excluding centrifuges and filtering, heating or refrigerating equipment)",0,0,0,0,0,0,0,0,0,0,,0,62,10,2500,0,0,0,243,21,57,,398,794,1231,2420,2616,9741,517,1960,1817,1484
845420,"Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries",0,0,0,0,0,0,0,0,0,0,,0,43,3,24,10,60,11,2,12,8,,3412,2547,2501,2311,1511,1638,3529,3247,1631,2493
845510,Mills for rolling metal tubes,0,0,0,0,0,0,0,0,0,0,,299,150,61,39,0,52,0,6,0,,,177,40206,1236,642,20,2721,596,1277,748,1173
845522,Cold-rolling mills for metal (excluding tube mills),96,803,0,0,0,0,15,6,0,0,,1262,856,1021,1414,1313,1986,1790,2615,3717,2670,,17885,56845,16012,7414,3720,4271,4206,20366,562,1276
845949,"Boring machines for metals, not numerically controlled (excl. way-type unit head machines and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,45,4,6,2,,0,0,0,0,0,29,173,104,921,122
846019,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",0,1,0,0,0,0,0,0,0,0,,231,177,229,39,106,291,132,226,69,3,,1386,3168,3641,1471,1721,1332,2149,2004,914,594
846022,"Centreless grinding machines for finishing metal, numerically controlled (other than gear finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,70,0,236,,,0,0,0,0,0,3193,1826,5085,24,2572
846090,"Machines for deburring, grinding or polishing metals, metal carbides or cermets (excluding ...",0,2,6,0,0,0,0,0,2,0,,123,458,454,478,526,331,371,436,662,194,,11983,7244,11308,12031,30586,11736,8830,6377,5806,8177
732189,"Stoves, heaters, grates, fires, wash boilers, braziers and similar domestic appliances, of ...",0,0,0,85,47,0,0,0,0,0,,419,381,666,820,687,1481,1843,2130,4215,8832,,505,513,551,646,474,576,423,486,245,451
732219,"Radiators for central heating, non-electrically heated, and parts thereof, of iron other than ...",3,3,0,13,8,18,0,0,0,0,,21,29,2,2,12,33,3705,5835,8476,17,,689,1386,3148,3301,1552,661,2476,1539,1066,1959
731519,"Parts of articulated link chain, of iron or steel",0,0,0,0,0,0,0,0,0,0,,1457,1853,1976,1809,895,1683,1337,1339,1442,1876,,1428,1036,1207,1289,1792,1770,1465,1766,1811,2417
731582,"Welded link chain of iron or steel (excluding articulated link chain, skid chain and stud-link ...",0,0,0,0,14,0,0,0,0,0,,1,1,2,21,0,95,105,0,6,127,,3088,2598,2935,4288,3569,3525,4246,4077,4774,5742
730820,"Towers and lattice masts, of iron or steel",0,0,1360,0,0,0,0,1111,12516,0,,18054,52968,42846,47730,127050,97259,193212,286782,212701,285526,,118,101,1997,136,20,128,1690,3251,74934,273695
730441,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",0,0,0,0,0,0,0,0,0,0,,27,856,3412,9411,4805,215,57,34,151,373,,60546,27154,26746,24550,22950,27801,37961,33354,35440,39250
730451,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",0,0,0,0,0,0,0,0,0,0,,6256,2827,1362,4710,2789,3717,3339,1131,148,190,,13011,12865,14520,10113,9183,11351,15473,12115,13810,18886
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",0,0,0,0,0,0,0,0,0,0,,3028,760,1135,943,872,351,339,420,774,380,,34,65,171,91,20,111,32,59,15,11
