Product code,Product label,Singapore's imports from Russian Federation-Value in 2012,Singapore's imports from Russian Federation-Value in 2013,Singapore's imports from Russian Federation-Value in 2014,Singapore's imports from Russian Federation-Value in 2015,Singapore's imports from Russian Federation-Value in 2016,Singapore's imports from Russian Federation-Value in 2017,Singapore's imports from Russian Federation-Value in 2018,Singapore's imports from Russian Federation-Value in 2019,Singapore's imports from Russian Federation-Value in 2020,Singapore's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,0,0,0,0,0,0,0,0,0,,0,3,3,4,0,1,2,8,34,7,,213,230,263,1781,895,897,1049,662,902,1607
280410,Hydrogen,0,0,0,0,0,0,0,0,0,0,,62,73,116,42,382,182,316,595,568,230,,507,504,567,632,188,464,465,693,5016,18192
280440,Oxygen,0,0,0,0,0,0,0,0,0,0,,581,490,357,279,257,779,1292,1634,1768,1823,,1735,2882,1987,1759,3022,2272,2290,1129,1197,1936
280461,"Silicon containing >= 99,99% by weight of silicon",177,0,0,0,0,0,0,0,0,0,,9570,14474,1393,1283,1202,3527,528,799,852,1183,,205251,181058,149580,143907,174090,231575,209547,130440,116201,134948
280700,Sulphuric acid; oleum,0,0,0,0,0,0,0,0,0,0,,26161,8420,5588,4819,5205,10883,12126,12492,12579,13638,,13520,13061,14557,15965,13885,13887,14272,15274,13954,20850
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,2113,11957,13242,10947,4897,1842,2034,1621,1060,1318,,15831,16470,14957,13175,13775,18240,18785,15395,16821,22297
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,35,25,32,26,29,,0,0,0,0,0,0,1531,3916,0,0
281610,Hydroxide and peroxide of magnesium,0,0,0,0,0,0,0,0,0,0,,1375,1413,1311,1725,5862,18865,15490,22031,35227,36450,,1004,1242,563,656,583,611,1111,1854,3938,4542
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,0,0,0,0,0,0,0,0,0,,47,35,1,2,22,10,1,41,2,24,,97,40,60,122,113,47,24,29,7,11
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,0,0,0,0,0,0,0,,795,498,91,230,251,276,200,283,256,316,,132,7,510,80,28,93,56,68,19,31
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,0,0,0,0,0,,2190,4,5,0,20,4,1,15,43,265,,21,47,9,42,213,630,834,545,427,199
282710,Ammonium chloride,0,0,0,0,0,0,0,0,0,0,,384,26,81,33,37,81,33,42,40,150,,618,515,548,600,493,623,661,314,391,477
282720,Calcium chloride,0,0,0,0,0,0,0,0,0,0,,8774,11272,10186,9804,6966,9286,8039,7961,8039,10582,,3740,4020,4099,3356,3149,3935,3699,3913,4252,4621
283421,Nitrate of potassium,0,0,0,0,0,0,0,0,0,0,,8434,6471,6282,5950,8968,11505,13616,9201,11555,9561,,185,233,216,248,226,279,253,85,72,370
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,0,,33,26,38,0,2,1,4,8,0,11,,0,7,24,1,2,0,0,0,1,1
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",0,0,0,0,0,0,0,0,0,0,,190,413,475,202,435,2158,535,526,685,547,,1396,1657,1981,1950,1692,1786,1690,1509,1447,2620
284161,Potassium permanganate,0,0,0,0,0,0,0,0,0,0,,0,6,23,36,62,37,24,57,227,46,,123,207,142,112,178,100,202,147,96,125
284170,Molybdates,0,0,0,0,0,0,0,0,0,0,,128,529,379,489,83,48,37,201,59,78,,466,1587,1109,637,857,873,834,1055,394,804
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",0,0,0,0,0,0,0,0,0,0,,1798,1057,1544,725,1253,874,457,539,496,1887,,4989,5776,4806,4283,3885,3289,5475,5797,5654,3123
284321,Silver nitrate,0,0,0,0,0,0,0,0,0,0,,68,212,162,65,69,112,112,146,303,560,,877,361,307,285,395,1368,3045,4308,4041,13037
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,0,0,0,0,0,0,1,0,0,,37142,17425,21303,13290,8407,10289,15068,14496,14372,20813,,14383,6950,362,271,222,405,429,321,328,629
290211,Cyclohexane,0,0,0,0,0,0,0,0,0,0,,3416,9075,19291,4450,4016,15265,19654,16365,13086,21140,,1273,2806,2349,2621,2237,2356,2475,2363,2268,2587
290230,Toluene,0,0,0,0,0,0,0,0,0,0,,42,692,2729,2445,6906,8095,8841,4396,2467,5319,,24865,25324,10405,26292,26382,8156,7781,29142,32009,33141
290250,Styrene,0,0,0,0,0,0,0,0,0,0,,179674,212095,137567,118579,109951,130195,194170,123086,87336,115161,,3636,243,527,981,254,769,719,531,266,286
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,17,14,9,6,7,22,11,3,4,664,,0,17,0,0,0,2,0,0,0,0
290321,"Vinyl chloride """"chloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,15501,440,9,9,8,9,6,23,3,3
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,2,0,15,5,3,21,7,7,30,,28337,3377,1297,708,711,1116,1022,804,780,1119
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,0,,1,0,0,16,2,78,4,1,10,0,,141,88,42,15,89,102,79,71,76,98
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",0,0,0,0,0,0,0,0,0,0,,210,213,103,101,2398,4537,1535,2573,2056,3759,,9366,8119,9432,7714,11382,18388,13909,18805,14923,17118
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,0,0,0,0,0,0,,516,1178,1,35,2,0,0,831,1083,7989,,93,27,4,2,1,75,274,130,151,70
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",0,0,0,0,0,0,0,0,0,0,,2384,1917,2131,875,983,7287,1764,1628,5293,14204,,34808,36854,39446,27773,32870,32797,27502,23894,44608,41114
290545,Glycerol,0,0,0,0,0,0,0,0,0,0,,1196,141,326,184,374,588,1845,1044,1521,1680,,10237,5072,4833,3728,2855,4109,5391,3160,4562,6178
290551,"Ethchlorvynol """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,35,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,0,0,0,0,0,0,0,0,,7,0,2,2,0,1,2,0,3,5,,210,612,700,182,157,272,399,4329,946,233
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,0,0,0,,27,11,12,17,3,15,4,3,16,5,,14,173,47,44,15,154,25,42,42,90
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",0,0,0,0,0,0,0,0,0,0,,16853,18931,31171,49001,11504,22281,12901,8952,7989,16324,,6972,10352,14553,12034,7339,11512,7837,6143,3617,6519
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",0,0,0,0,0,0,0,0,0,0,,164,297,153,137,123,238,159,191,100,121,,1305,1197,1886,2817,2270,1870,1773,2322,27408,2406
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",0,0,0,0,0,0,0,0,0,0,,5,1,2,1,2,3,25,4,2,5,,4295,5717,6172,7079,7235,8686,9069,9151,8767,9244
291511,Formic acid,0,0,0,0,0,0,0,0,0,0,,85,111,85,147,136,119,155,212,223,732,,808,859,1218,1883,960,1339,1599,1659,1693,2961
291611,Acrylic acid and its salts,0,0,0,0,0,0,0,0,0,0,,1207,1462,1068,169,653,5674,17895,19320,14735,23778,,12886,19465,25000,9594,7891,14614,6639,10370,13731,35919
291816,"Gluconic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,34,311,10,25,100,369,237,215,393,325,,3009,2795,2599,2477,1745,2234,2208,1676,1014,1325
291818,"Chlorobenzilate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,3,1,324,90,,0,0,0,0,0,0,2026,2190,1438,3615
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",0,0,0,0,0,0,0,0,0,0,,16,55,4,51,226,246,100,303,279,535,,15230,14275,14293,11808,10979,9788,11559,2489,3637,6126
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",0,0,0,1,1,1,4,0,0,0,,349,7,3,0,1,5,0,16,1582,1300,,5206,8822,25285,55342,25549,22727,30552,29425,34134,27722
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",0,0,0,0,0,0,0,0,0,0,,19,14,38,193,26,50,80,64,160,1003,,2322,2345,2614,3034,953,1200,733,1602,1154,2082
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",0,0,0,0,0,0,0,0,0,0,,24,8,75,56,81,53,49,21,16,36,,2102,1990,1143,882,788,581,1051,583,1394,1509
292242,Glutamic acid and its salts,0,0,0,0,0,0,0,0,0,0,,43,20,18,30,31,31,107,175,390,379,,20407,19525,23048,12420,11498,10933,9699,10712,11656,13728
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",0,0,0,0,0,0,0,0,0,0,,350,713,574,1330,2141,2307,2942,1119,2118,5018,,16872,10882,19293,27538,107929,15867,17181,19425,24144,18118
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),0,0,0,0,0,0,0,0,0,0,,266,436,320,182,646,610,614,669,1082,889,,14792,18088,16362,14661,17763,32982,35117,40259,38715,38258
292610,Acrylonitrile,0,0,0,0,0,0,0,0,0,0,,197122,183522,209538,148631,102970,159832,190465,178302,99790,190429,,288,238,208,140,124,166,121,102,70,137
292910,Isocyanates,0,0,0,0,0,0,0,0,0,0,,10784,3542,2760,655,1046,2758,1798,762,2407,5187,,167251,142782,70355,53030,54434,103550,123862,68152,38100,65467
293050,"Captafol """"ISO"""" and methamidophos """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293211,Tetrahydrofuran,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,3,1,4,4,5,,2337,4157,3243,2989,2702,2822,4150,9529,7061,12765
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,0,0,0,0,0,2,0,0,,30,63,9,6,6,1,0,4,2,2,,429,323,365,664,254,450,289,422,245,246
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,0,0,0,0,0,0,0,0,,53,31,51,431,71,15,18,29,18,25,,130,42,12,34,10,9,12,15,10,26
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,0,,0,1,4,0,1,0,1,3,3,0,,0,0,0,0,0,8,5,10,8,8
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,0,0,0,0,0,0,0,0,0,,31,39,116,36,0,21,20,1,46,2,,83,46,51,37,15,18,57,12,29,31
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",0,0,0,0,0,0,0,0,0,0,,1,25,11,11,154,106,68,15,350,210,,18210,36190,18889,7748,9560,7770,8010,8542,9060,14381
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,0,4,12,0,2,1,0,2,67,6,,7107,465,1210,1085,827,1336,739,411,292,32
30343,"Frozen skipjack or stripe-bellied bonito """"Euthynnus -Katsuwonus- pelamis""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,0,1,0,0,,341,274,395,324,221,242,170,519,537,450
30366,"Frozen hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,47,103,154,355,421,879,1239,1631,1664,1957,,133,19,0,0,0,51,62,34,50,27
30368,"Frozen blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,232,898,4658,2265,12484,3491,3430,4582,3515,1858,,92,18,32,35,72,126,94,65,80,153
30431,"Fresh or chilled fillets of tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,250,146,12,11,14,44,24,0,38,,126,415,0,0,0,0,7,15,24,74
30441,"Fresh or chilled fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,5,2,73,3,12,3,0,19,930,129,,1788,2973,5432,7157,9297,10927,11478,10726,12005,13831
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,10,46,0,1,1,1,2,17,1,,154,9,37,52,192,214,182,265,200,161
30485,"Frozen fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,3,0,7,0,0,0,0,0,0,,237,33,544,399,414,511,273,612,763,276
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",0,0,0,0,0,0,0,0,0,0,,34,170,180,89,329,645,870,1309,1529,2465,,5670,2991,5805,10700,6688,3719,4129,4645,4567,4275
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,0,,6,20,26,9,8,1,41,144,273,135,,22,13,5,5,47,16,12,26,8,17
30549,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",0,0,0,0,0,0,0,0,0,0,,352,359,350,203,341,462,1127,1063,1394,1185,,459,466,566,462,436,640,461,690,400,391
20410,Fresh or chilled lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1245,31942,41003,0,34,,1295,1197,1335,1612,1412,1713,2228,2677,3449,3244
20641,Frozen edible livers of swine,0,0,0,0,0,0,0,0,0,0,,43,83,0,21,174,542,1132,1369,1106,1401,,1212,1296,1405,842,1751,1181,984,972,702,1090
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,0,7,2,9,1,22,19,72,54,0,,1845,2530,2176,2082,2016,3071,3973,2597,2842,4557
20752,"Frozen domestic geese, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,16,10,3,2,0,0,3,1,4,0,,41,68,0,0,0,37,120,226,27,89
20910,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, ...",0,0,0,0,0,0,0,0,0,0,,739,13,125,755,2415,2227,3607,7528,10244,13103,,1637,1286,1989,1175,2370,1145,1905,3912,2066,3951
30199,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",0,0,0,0,0,0,0,0,1,0,,345,809,213,30,38,258,82,832,195,190,,24075,22220,23281,21817,19239,19692,20440,21502,11899,13918
30221,"Fresh or chilled lesser or Greenland halibut """"Reinhardtius hippoglossoides, Atlantic halibut ...""",0,0,0,0,0,0,0,0,0,0,,0,6,1,1,1,9,8,11,24,12,,274,269,248,206,213,280,253,264,164,278
30252,"Fresh or chilled haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,1,2,0,0,,2,7,5,2,2,11,21,8,0,0
30256,"Fresh or chilled blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,2,5,43,18,0,10,0,34,81,0,,122,81,39,27,44,45,45,66,50,79
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,36,34,39,214,171,161,90,162,250,,7546,7172,6246,5019,5435,4591,4394,4187,4054,4426
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,3,0,,46,75,217,145,366,382,390,914,1603,2731,,2941,3631,3123,3179,3145,1545,676,549,1439,1133
90240,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",0,0,59,0,0,0,0,0,50,0,,829,2405,393,2619,1491,1566,1791,1309,1077,893,,11021,12764,10729,11762,13448,13484,14106,12738,15717,10559
90412,"Pepper of the genus Piper, crushed or ground",0,0,0,0,0,0,0,0,0,0,,1891,2048,2101,2364,2337,3047,2550,2668,2947,2872,,4705,13004,8360,3638,3725,3293,3225,2822,3198,3749
90811,"Nutmeg, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,5,1,2,3,8,5,9,9,10,7,,9779,2004,2833,2296,1594,737,1263,885,954,1438
90822,"Mace, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,8,17,4,2,3,2,2,72,130
90831,"Cardamoms, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,5,2,5,5,7,14,26,29,63,37,,9344,9674,10037,11567,5764,11980,12166,22074,24096,22083
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,11,20,39,51,131,177,107,912,706,344,,1216,1106,1417,1129,1032,1018,967,1634,1354,1893
91099,"Spices (excluding pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, ...""",0,0,0,0,0,0,0,0,0,0,,778,1059,979,999,1808,1923,1588,2160,3148,3936,,2587,2237,1442,1561,1492,1558,1275,1238,1765,2065
100111,Durum wheat seed for sowing,0,0,0,0,0,0,0,0,0,0,,4146,160,234,497,111,283,188,263,619,646,,123,12,5,19,6,427,8,1,3,1
100620,Husked or brown rice,0,0,0,0,0,0,0,0,0,0,,552,307,345,495,373,452,387,1152,1011,693,,4753,5699,7205,7352,9419,11281,12965,14886,15385,13956
110813,Potato starch,0,0,0,0,0,0,0,0,0,0,,454,386,821,627,797,1103,952,2600,2449,1762,,5454,4222,4299,3722,4297,4679,4825,4664,3731,4465
110820,Inulin,0,0,0,0,0,0,0,0,0,0,,15,17,9,33,20,47,46,21,118,209,,601,515,522,548,584,620,1191,1056,1016,1044
120230,"Groundnut seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,0,,0,0,0,0,0,0,0,0,0,0
120730,Castor oil seeds,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,56,89,0,0,0,39,50,55,17,46
120760,"Safflower """"Carthamus tinctorius"""" seeds""""",0,0,0,0,0,0,0,0,0,0,,1421,6273,16095,34471,32878,24739,14954,16280,20864,32753,,15,32,0,0,0,0,0,0,1,3
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",0,0,0,0,0,0,0,0,0,0,,56,13,0,0,96,6,312,10,15,35,,1121,955,842,598,636,559,505,582,625,972
130190,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excluding gum ...",0,0,0,0,0,0,0,0,0,0,,456,879,1380,495,499,779,642,936,661,1256,,17598,17606,17660,17173,17794,14560,12890,14099,11970,12171
130211,Opium,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
130213,Extracts of hops,0,0,0,0,0,0,0,0,0,0,,1,1,9,6,11,24,0,12,33,90,,825,1049,521,566,1218,937,754,646,302,609
150710,"Crude soya-bean oil, whether or not degummed",0,0,0,0,0,0,0,0,0,0,,128567,159685,269448,265722,304168,348387,339757,332716,410847,493599,,753,1664,4476,5236,2624,3065,6146,3077,3137,4348
151521,Crude maize oil,0,0,0,0,0,0,0,0,0,0,,0,2,13,5,11,17,34,151,8,13,,2864,5563,4499,1524,23985,24847,12272,31543,59949,35130
151530,"Castor oil and fractions thereof, whether or not refined, but not chemically modified",0,0,0,0,0,0,0,0,0,0,,152,169,159,55,114,97,172,169,194,422,,3021,2242,3397,2277,1854,2834,2655,3716,3074,4076
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,0,0,0,0,0,0,0,0,0,0,,145784,151881,143601,111160,116806,148208,113777,127331,143828,308730,,19490,22283,23595,32621,32459,44018,43901,43890,37411,61079
152190,"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured",0,0,0,0,0,0,0,0,0,0,,1,15,6,23,690,1007,640,370,200,160,,27,23,32,21,37,65,44,14,152,385
160100,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...",0,0,0,0,0,0,0,0,0,0,,86399,99981,91177,62889,57547,65151,65371,72911,92816,126325,,19853,23366,22300,24030,17772,16602,17253,17167,19591,22493
160241,"Hams of swine and cuts thereof, prepared or preserved",0,0,0,0,0,0,0,0,0,0,,91,132,210,184,161,271,278,303,435,1186,,2204,2173,2241,2057,2222,1993,1325,970,1554,1784
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",0,0,0,0,0,0,0,0,0,0,,3,12,542,794,250,2,2,2,0,1,,2252,1716,1286,2879,2738,2879,2713,2626,1262,912
30627,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",23,6,45,44,40,34,0,0,0,0,,0,3,9,0,2,0,0,0,0,0,,47460,39157,35428,34741,36058,33811,0,0,0,0
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,51,107,180,298,365,,0,0,0,0,0,0,1745,931,672,537
30751,"Octopus """"Octopus spp."""", live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,2,6,3,4,68,54,61,88,,107,138,170,199,256,266,308,248,289,312
30789,"Smoked, frozen, dried, salted or in brine, abalone """"Haliotis spp."""", even in shell""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1732,2757,2961,1111,1178,7366,0,0,0,0
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",0,0,0,0,0,0,0,0,0,0,,29281,26292,26609,14068,18309,19988,21267,22326,24865,27966,,22880,25276,31004,30558,32537,35078,35063,36087,39758,38666
40721,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,13152,16544,10368,11158,12703,19741,28672,29989,25465,32095,,104482,115985,130481,110633,103103,96866,117773,131671,126078,140759
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excluding egg yolks)",0,0,0,0,0,0,0,0,0,0,,393,358,434,213,593,615,775,988,799,1076,,250,189,354,127,141,183,128,160,53,91
50800,"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ...",0,0,0,0,0,0,0,0,0,0,,4,0,30,49,173,416,378,648,400,368,,96,26,82,133,46,69,119,37,44,52
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,0,0,0,0,0,0,0,0,0,,117,406,383,454,139,585,371,359,531,485,,8707,7941,8236,8550,7889,7816,7433,7571,4423,2300
70190,Fresh or chilled potatoes (excluding seed),0,0,0,0,0,0,0,0,0,0,,6061,10049,6975,13717,21247,19995,15740,31163,36278,17080,,22585,24734,24575,23532,24145,24404,23981,24550,26467,25909
70529,Fresh or chilled chicory (excluding witloof chicory),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,2,16,,0,0,0,0,0,27,43,16,9,4
70610,Fresh or chilled carrots and turnips,0,0,0,0,0,0,0,0,0,0,,25,63,45,1504,2063,2081,2722,2577,2087,2773,,18819,20372,18937,18175,18517,18246,18338,16573,18491,19940
70810,"Fresh or chilled peas """"Pisum sativum"""", shelled or unshelled""""",0,0,0,0,0,0,0,0,0,0,,1123,1923,53,1272,82,70,123,81,185,176,,1513,1691,1714,1459,1643,1739,1454,1522,1857,1955
71021,"Shelled or unshelled peas """"Pisum sativum"""", uncooked or cooked by steaming or by boiling ...""",0,0,0,0,0,0,0,0,0,0,,19,43,39,54,98,68,63,113,233,229,,1478,1494,1443,1531,1537,1515,1606,1621,3181,4030
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,1203,720,484,265,488,501,463,849,1264,1867,,2465,2692,2398,2529,2299,3185,2466,2469,4979,3547
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,36,16,0,57,17,282,,27,13,19,15,12,1,1,0,0,4
71239,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared ...""",0,0,0,0,0,0,0,0,0,0,,1117,1988,1635,1205,3396,3683,2548,836,2322,7593,,10368,15686,13236,13977,12543,9708,12769,10678,10391,11116
71320,"Dried, shelled chickpeas """"garbanzos"""", whether or not skinned or split""""",0,0,0,0,0,0,6,0,0,0,,101522,68096,108526,136420,170138,132790,66188,165283,116252,166615,,2416,2527,2541,3288,4997,4698,3414,3458,4587,3725
71332,"Dried, shelled small red """"Adzuki"""" beans """"Phaseolus or Vigna angularis"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,4,11,8,7,34,50,127,138,16,12,,1155,1038,1681,1577,1433,1095,1026,1116,1482,1792
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,28,49,61,83,61,50,52,33,36,154
71340,"Dried, shelled lentils, whether or not skinned or split",0,0,0,0,0,0,0,0,1,0,,9072,4927,5458,5819,13553,35927,29161,52671,28559,97687,,5072,4736,4468,4706,4401,3494,2542,3146,3984,4579
80131,"Fresh or dried cashew nuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,34,0,8,3,2,2,3,,442,2324,1284,1510,1580,1519,930,684,311,686
