Product code,Product label,Singapore's imports from Saudi Arabia-Value in 2012,Singapore's imports from Saudi Arabia-Value in 2013,Singapore's imports from Saudi Arabia-Value in 2014,Singapore's imports from Saudi Arabia-Value in 2015,Singapore's imports from Saudi Arabia-Value in 2016,Singapore's imports from Saudi Arabia-Value in 2017,Singapore's imports from Saudi Arabia-Value in 2018,Singapore's imports from Saudi Arabia-Value in 2019,Singapore's imports from Saudi Arabia-Value in 2020,Singapore's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",0,9,1,0,0,0,17,4,0,93,,198439,159086,218898,236653,205093,169647,84911,178125,185767,112018,,44371,35003,38592,33662,33349,35209,45722,53197,56088,67852
680610,"Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...",0,0,0,0,0,57,22,113,18,91,,6326,6670,5452,6092,8350,12092,16299,20398,12616,16763,,16715,21242,22297,19099,15132,14826,11460,12244,9363,11457
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",195,7,41,7,68,61,131,87,37,86,,809,2765,4815,7023,14994,14595,10522,7731,459,4229,,383806,526225,511810,413867,352032,416982,416158,445841,465438,451600
540743,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,0,0,0,0,0,0,0,0,82,,0,0,0,23,11,23,7,0,0,0,,572,42,349,66,135,775,84,44,44,124
820719,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts ...",515,758,1373,234,12,39,44,170,140,81,,7971,19575,14461,15838,13801,34319,25225,19833,10392,21652,,143341,159651,153121,83920,46954,47262,47878,46606,36547,51052
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",42,0,0,0,0,0,25,0,0,81,,0,47,0,806,922,181,130,577,1053,17317,,10019,8554,8692,6599,10555,11427,16988,12704,11448,13977
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ...",0,0,0,36,150,211,198,389,0,80,,3121,1749,1323,1171,1006,2122,3164,2412,1222,3705,,5523,4302,5369,4912,6413,6867,7331,3781,2145,3868
200899,"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ...",295,254,299,639,857,789,1257,835,230,69,,360,33,0,81,2024,231,4,222,0,33,,25308,25116,27117,26693,25331,25726,26906,26314,25325,28462
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",6,2,450,9,91,55,89,91,10,67,,3625,7399,10002,6269,7527,17123,19935,4,0,18,,2422499,2439595,2327828,2334038,2633310,2917678,3170534,3367706,4174947,4563970
842121,Machinery and apparatus for filtering or purifying water,0,0,6,0,0,0,0,0,0,60,,7592,4501,6051,6916,3486,7370,74891,82014,89434,94436,,69316,72778,78291,113805,80570,71908,115970,77098,88677,107569
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",263,216,344,86,8,29,0,0,0,60,,9366,10972,19143,6276,3345,14838,9168,2785,10372,14706,,28482,21061,18435,87160,114745,50547,22294,18295,8421,13817
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",1,0,21,31,13,0,7,0,19,59,,9672,2193,201,684,230,941,1672,0,0,140,,370103,334025,342581,362726,240507,193101,182123,153732,148042,176935
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,14,53,94,44,20,42,15,452,64,59,,171,8517,6075,4248,2743,5186,7829,0,59,5,,583945,548373,512239,441867,502109,493093,515041,546775,744008,810945
844339,"Printers, copying machines and facsimile machines, whether or not combined (excluding those ...",0,9,0,0,0,0,0,0,28,57,,90,153,161,373,710,706,611,4,27,0,,306629,267525,212755,149221,130465,112076,117751,101169,84372,43832
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",0,0,0,0,0,0,37,24,0,56,,0,0,23906,4217,99803,121825,73917,90350,71976,143246,,10110,5329,3850,2331,1398,4292,9391,6699,4757,11652
392111,"Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked ...",0,0,0,0,0,0,0,0,0,55,,4265,5603,6594,3082,1506,513,697,326,1308,5838,,12610,12595,9950,8162,8165,4785,8666,21028,5437,9039
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,0,0,0,4,0,0,53,,0,0,0,0,0,0,0,0,0,0,,331,369,2875,283,205,961,1121,1568,1968,10656
841191,"Parts of turbojets or turbopropellers, n.e.s.",37,5,12,1512,2,43,134,850,528,52,,811,6593,5626,33203,27960,14122,4604,0,0,0,,4466914,5756528,5373006,4765011,5516715,6299087,8962304,11083992,7352779,7481911
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",3,0,8,0,0,34,27,27,14,51,,1052,2694,5535,6737,5298,7257,4452,20,22,2,,182692,173164,230088,252203,252153,295657,594472,710840,1328271,1994785
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",68,194,59,27,177,87,52,0,0,51,,2896,4446,4662,5852,10031,18507,22658,3969,5329,538,,322504,345920,211531,177528,84787,57962,57540,70157,55770,190224
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",0,0,0,0,0,0,0,0,8,50,,329,80,0,141,454,213,451,0,0,5,,48013,55340,45332,50303,60910,71910,55846,54320,40730,58496
321000,"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ...",0,0,0,0,0,0,11,0,0,45,,493,217,125,1263,1326,1659,1107,630,103,79,,14712,13162,18274,19894,16940,13982,12456,12227,11094,23772
290519,"Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""",0,20,0,0,23,37,53,38,38,42,,156979,181373,183713,137430,96833,132165,163384,190669,123413,187011,,7670,6130,7955,10597,11150,10724,15151,18913,16752,23773
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",0,0,0,0,0,0,0,0,0,41,,261,669,114,82,491,0,0,0,0,0,,33328,34854,28464,30137,29146,32566,27414,26016,24825,34251
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",0,0,0,0,0,0,0,0,0,40,,0,70,3022,69,5481,2389,1602,0,14,0,,308011,325836,293373,308676,301988,358428,311583,274765,161481,200639
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,0,0,0,0,0,10,178,0,0,39,,579,3742,7092,4858,2832,4282,4235,207,0,146,,66555,52229,54440,52637,54282,61944,70302,73577,53167,62176
30819,"Smoked, frozen, dried, salted or in brine, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",274,494,34,15,104,146,9,52,42,38,,0,0,0,0,0,0,0,0,0,0,,24028,23145,29306,26824,15828,20976,13837,14539,11659,12606
330730,Perfumed bath salts and other bath and shower preparations,0,0,86,7,6,15,96,0,10,37,,0,91,0,145,228,413,82,13,46,1195,,24572,25413,19342,20106,19447,21715,24767,22658,28722,29124
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",0,0,2,0,2,0,0,2,10,37,,763,918,387,503,1486,2041,2339,0,0,1,,53089,72066,62018,59548,52934,47678,65260,63697,39971,46976
848140,Safety or relief valves,23,0,347,12,0,12,6,118,12,33,,2292,3711,868,10934,7073,4796,3375,2265,2098,1899,,59605,85471,101539,146679,122307,158849,172827,117639,163322,252339
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",2,0,1,53,0,25,0,0,32,31,,405,525,1287,1575,1826,2194,1963,10,32,163,,259278,285341,228938,181729,158962,171670,156160,145093,136682,158011
210690,"Food preparations, n.e.s.",1,3,14,30,1,0,80,10,36,29,,7117,8703,8022,10108,8531,11114,19647,16531,19116,19447,,349771,452092,445813,440019,375695,364467,490716,609801,648132,750724
390910,"Urea resins and thiourea resins, in primary forms",1511,1357,1194,604,218,152,153,14,0,29,,8363,5784,6038,1143,3361,9025,11675,14521,8799,6129,,6577,6094,6010,4458,3760,3388,2564,2501,1580,1388
420221,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",0,2,0,0,346,1,0,20,39,28,,39,948,483,549,2087,1618,3979,5,0,1,,342951,453804,429833,432421,516928,625504,678414,683877,446026,545244
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",0,0,36,1,27,11,14,113,3,27,,55315,45793,34216,43334,60171,43306,41931,25002,25230,22432,,295882,414307,387389,407512,362986,347635,421721,493505,431237,458127
330610,"Dentifrices, incl. those used by dental practitioners",0,0,0,0,0,0,0,0,10,26,,27528,28870,24455,32081,31895,32172,22779,11726,17538,12024,,20900,20651,25585,23610,25687,21722,23613,31877,35810,38181
390422,"Plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,39,0,0,0,0,0,0,12,26,,586,1187,4257,2350,2402,2773,4184,7008,4471,7887,,25995,30827,27047,28328,28109,23951,23357,25228,24090,28208
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",158,0,161,0,26,75,41,0,60,24,,2930,1922,1837,1873,1956,1526,2125,0,104,0,,120137,137004,126129,167128,237176,331893,347013,264567,237993,295936
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,0,24,,0,0,42,0,12618,58585,58152,45690,50069,90567,,70317,43341,47032,22004,12159,21432,13497,5792,8937,13694
730419,"Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel (excluding products ...",0,569,274,517,53,243,76,0,5,23,,150907,91751,146079,123957,75329,110447,136696,25807,19853,32244,,231473,229767,185332,132745,128314,62764,141151,94591,145982,70835
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,0,6,14,15,2,1,160,0,3,23,,14552,4389,588,3775,1317,923,1142,1338,333,37,,126410,121392,137609,232643,129892,162526,187196,199906,293149,223191
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",253,0,320,1,0,223,0,0,0,23,,168413,138056,134730,167015,100019,93908,144105,133174,173820,101772,,415262,459603,493058,422125,689984,378466,304099,431124,569046,474902
901590,"Parts and accessories for instruments and appliances used in geodesy, topography, photogrammetrical ...",29,35,52,74,64,103,71,90,20,23,,23910,35569,41479,58489,88481,130165,98769,0,0,0,,264450,313268,290647,233372,150351,127601,172113,139267,96008,96896
570500,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""",0,0,0,0,1,2,174,3,1,22,,23001,14287,11058,3440,6795,5616,4011,4274,3807,1917,,7179,7422,6261,4391,4860,5725,6775,3982,4406,4102
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,0,0,27,0,0,154,22,,0,0,0,0,0,0,88,0,0,0,,847,368,1164,659,1270,1571,2620,2026,1790,5317
292216,Diethanolammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,21,,,,,,,,,,,,,0,0,0,0,0,0,248,43,67,146
851490,"Parts of electric industrial or laboratory furnaces and ovens, incl. of those functioning by ...",0,0,0,0,0,0,0,0,0,21,,176,29,0,37,1,34,169,6,0,1,,21753,34367,42596,30274,19266,28268,25954,18185,18249,20866
730721,Flanges of stainless steel (excluding cast products),0,0,3,0,0,0,0,0,0,20,,12211,17468,13101,16209,33580,14074,2891,79,59,119,,39254,33538,25684,22093,18297,16421,26360,27054,29837,27267
220421,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",181,0,6,58,10,20,12,1,24,20,,,,,,,,,,,,,228654,248617,266176,216173,206649,232244,289811,273532,273597,443741
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",0,3,86,6,0,16,0,6,0,18,,4197,4310,1585,1389,8438,9428,10398,23679,20308,11582,,136176,155865,265942,181718,166255,162243,243908,202590,140842,135623
750300,"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ...",242,0,0,69,0,3053,1232,420,182,18,,8029,37873,38098,21222,28019,35479,32119,43654,31093,57839,,7790,12235,14467,11299,20163,21184,16726,20458,7923,10536
842123,Oil or petrol-filters for internal combustion engines,0,11,4,0,4,7,32,50,11,17,,3685,4660,4634,4621,3279,3321,3487,2757,2393,1605,,50710,38904,42330,45334,41162,47062,66184,89981,82625,103620
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",0,0,0,0,19,16,20,23,0,17,,56322,50766,65126,40963,42487,50640,36122,15032,27542,23817,,189309,217803,261253,170857,103528,134278,140628,144952,174239,186436
391729,"Rigid tubes, pipes and hoses, of plastics (excluding those of polymers of ethylene, propylene ...",0,0,0,0,0,25,0,0,4,16,,9046,11257,5735,7457,7635,2499,6949,6943,7438,13624,,20525,14452,10555,17244,15492,15590,18768,19706,13082,14723
570190,"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ...",0,0,1,0,0,0,0,3,12,15,,34,67,1241,83,36,11,278,29,0,2,,5527,4606,4437,3296,3247,3017,3258,2893,1898,2930
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,2,135,49,8,46,11,5,0,19,15,,382,1285,1912,1751,4251,3887,2269,0,0,0,,100212,129828,157081,159145,144022,155449,183723,231882,177742,263129
730423,"Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excluding ...",7,0,0,0,0,0,0,0,0,15,,4593,1291,399,166,1189,4423,4721,11,0,104,,118594,140742,82772,49287,21710,27218,13338,19678,15929,7700
760410,"Bars, rods and profiles, of non-alloy aluminium, n.e.s.",0,0,9,0,22,0,8,0,11,15,,22756,57803,92775,97238,89317,68105,40571,40454,31130,59180,,28645,32622,36449,35485,32451,29544,27383,24413,21088,29292
283650,Calcium carbonate,0,0,0,0,0,0,0,1,0,15,,3591,3895,5959,2865,3031,2941,3284,3421,6885,4356,,8561,7230,6827,6662,6901,5826,5825,5773,4594,4483
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",0,0,0,0,0,0,0,0,3,12,,118,334,691,42,165,45,18,0,0,3,,13241,12622,9978,17027,27126,43938,61978,48090,43420,24394
911490,"Clock or watch parts, n.e.s.",0,0,0,0,0,12,0,0,0,12,,0,0,0,2,29,5,12,0,0,10,,398449,353086,266418,193970,172314,173172,168410,130779,107869,98585
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",0,18,146,6,1,3,1,7,5,12,,675,220,87,855,773,897,553,290,965,943,,176890,193753,215220,156771,155698,184895,210793,206243,179462,217413
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",0,0,0,0,0,1,0,0,1,12,,550,480,582,1031,1509,1844,1925,1785,984,258,,24087,55157,48993,54645,54312,54238,52134,49668,1010695,146583
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,0,0,0,0,0,2,12,,1368,189,138,673,557,272,194,170,252,225,,15724,13461,10741,7722,5578,6596,9605,9973,8452,10956
80830,Fresh pears,1,0,0,0,0,0,0,4,0,11,,218,104,287,609,542,905,648,4,0,1,,26838,28450,29267,27508,25833,22807,22385,22857,23337,20902
730791,Flanges of iron or steel (excluding cast or stainless products),0,0,650,0,0,0,0,0,0,11,,1662,502,504,745,1389,2953,3656,509,830,582,,73898,73934,66171,48693,36884,42719,49190,54729,52601,52615
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",685,923,1169,469,462,842,1874,937,338,11,,123426,156328,192692,184302,179772,153378,180319,4375,8313,7443,,3609924,3051055,2955201,2456388,1280727,1055388,829264,952647,727405,644649
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,100,178,159,201,2,26,5,2,22,10,,28752,41407,28202,40312,25691,8790,8515,0,143,1,,6108184,5602044,5239490,4732478,4262698,4871556,4903298,5647645,5311899,4788830
854520,Carbon brushes for electrical purposes,0,0,0,0,0,0,0,0,0,10,,0,0,0,0,2,11,33,0,0,0,,3670,4892,8233,13174,20311,30226,44725,27394,26813,3796
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",0,2,0,0,0,0,0,4,7,10,,188,328,194,842,1108,1057,656,0,0,0,,66984,76496,103120,101424,106789,118538,149273,181062,114620,140156
854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter ...",80,214,44,9,259,3,31,9,0,10,,3754,2538,1030,1975,718,5686,1679,0,0,0,,1285716,1150454,1126206,1168453,1136041,1161612,1037901,1034137,986896,1321379
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",0,0,0,0,0,0,0,0,5,9,,70,286,86,322,142,240,273,192,0,0,,72292,76959,96342,108656,144283,198305,166790,157018,156843,197676
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",0,5,0,0,0,0,0,0,0,9,,0,0,86,55,338,321,222,892,364,304,,24071,32046,31727,28249,16627,11762,8833,10938,7219,24838
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",2927,2654,1066,210,2,8,9,18,13,9,,12487,10965,8740,7050,6543,901,3290,0,0,2,,689306,918603,740795,636573,632269,669077,794644,709145,646981,685750
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",40,0,0,0,24,0,5,3,6,8,,8795,9267,16749,14473,9634,26307,32057,23683,13272,11781,,142985,135099,120538,116320,116163,126088,133497,147456,160895,220479
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",69,18,9,33,9,5,0,2,47,8,,5828,7672,28049,38986,7202,12352,1687,0,17,0,,579404,645127,684966,443014,430223,628745,453924,486314,405298,676940
848130,"Check """"non-return"""" valves for pipes, boiler shells, tanks, vats or the like""""",0,1,0,7,0,0,2,0,1,8,,38,526,224,2050,2112,3080,4595,1344,711,124,,80780,84828,95185,72793,67283,57706,66231,68158,61001,66979
80610,Fresh grapes,0,169,60,0,20,94,22,25,0,8,,1714,2285,2180,3335,4526,4528,4310,0,145,122,,47118,57212,56035,50538,51080,50509,48678,49853,52141,57457
640419,Footwear with outer soles of rubber or plastics and uppers of textile materials (excluding ...,0,0,0,0,0,0,0,4,6,8,,626,1008,909,693,1807,1415,2881,0,99,519,,54243,55259,76678,85798,82654,94372,121197,98933,76125,91970
80810,Fresh apples,11,0,0,0,0,0,51,108,0,7,,2474,2559,1364,2592,2312,3292,3189,21,19,2,,66180,74083,77876,73293,68537,61415,61014,65151,65577,58040
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",2,11,7,9,0,3,30,42,4,7,,251,210,1201,2225,1819,1598,1475,0,0,24,,449497,363549,283850,267931,441725,356670,333823,281746,323620,495981
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",6,9,1,1,0,2,5,25,6,6,,39834,34141,18350,14576,4337,4555,8376,4892,2773,4206,,703542,713575,669980,638833,671422,814241,855507,933778,876946,1015717
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,6,0,25,22,9,6,,386,0,35,162,268,429,271,21,3,71,,30762,26049,18994,14653,14959,16110,49169,58859,32334,47114
853110,Burglar or fire alarms and similar apparatus,0,0,0,0,14,0,0,0,0,6,,439,375,457,888,554,670,916,0,0,0,,38803,49794,49739,53362,56388,58064,52336,59996,54630,75971
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",4,9,28,3,343,3,2,1,3,6,,44066,34070,12808,33205,23211,7762,13026,7,0,23,,2715151,2286796,2049821,2116711,1738126,1817311,1824985,1807007,2117912,2901987
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",0,0,26,0,0,0,129,215,0,6,,885,1313,1170,3214,771,871,2961,3047,1899,3448,,91191,77259,67300,74460,72674,63925,70906,69495,50224,52430
903010,Instruments and apparatus for measuring or detecting ionising radiations,61,0,44,18,11,1,5,3,39,6,,342,475,4393,5335,2107,2717,7435,0,0,0,,27300,30615,39159,25294,16902,27161,23566,28257,35201,29079
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",0,0,0,0,1,11,88,183,54,6,,422,655,754,5351,9062,4701,376,121,37,8,,20160,21386,22432,23102,16031,15894,17070,23974,11366,17412
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",1406,123,99,1419,592,302,43,270,0,5,,420143,270843,251108,330561,340997,304376,541652,0,0,0,,5235287,5022570,4217285,4381924,5060008,5920649,7069759,7515708,4815695,4599831
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,4,0,0,0,0,0,0,0,0,5,,167,1029,194,70,115,477,155,83,114,265,,518957,383109,276978,179778,241460,289798,324145,345023,362089,315028
850520,"Electromagnetic couplings, clutches and brakes",0,0,0,0,0,0,0,0,0,5,,61,0,0,0,1,9,217,0,0,0,,7448,7471,8974,6132,5601,7549,9849,10547,8634,10136
901730,"Micrometers, callipers and gauges (excluding gauges without adjustable devices of subheading ...",6,15,24,4,6,9,19,20,19,5,,0,379,0,42,17,39,197,0,0,0,,9035,9066,9293,7422,6388,7638,10453,11432,10073,9968
711719,"Imitation jewellery, of base metal, whether or not plated with precious metal (excluding cuff ...",0,5,0,0,2,0,0,1,1,4,,0,433,398,43,536,64,929,0,0,0,,90020,169043,166677,136918,145250,129776,179396,188400,89527,101239
880310,"Propellers and rotors and parts thereof, for aircraft, n.e.s.",0,0,0,0,0,0,0,0,0,4,,381,3264,4898,1690,0,1333,0,0,0,0,,31554,19408,20655,19177,20754,23372,42890,52231,55484,45710
