Product code,Product label,"Taipei, Chinese's imports from India-Value in 2012","Taipei, Chinese's imports from India-Value in 2013","Taipei, Chinese's imports from India-Value in 2014","Taipei, Chinese's imports from India-Value in 2015","Taipei, Chinese's imports from India-Value in 2016","Taipei, Chinese's imports from India-Value in 2017","Taipei, Chinese's imports from India-Value in 2018","Taipei, Chinese's imports from India-Value in 2019","Taipei, Chinese's imports from India-Value in 2020","Taipei, Chinese's imports from India-Value in 2021",India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",4467,6272,5771,3256,2720,3517,3760,4072,2177,3124,,87153,103394,106545,90366,69559,72237,95290,123276,74673,109931,,19710,20231,22361,17301,13196,15760,19287,24909,14821,20683
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",1685,1074,782,1840,1092,1824,2778,2738,1402,3023,,88883,189595,157165,108539,121736,157209,174678,116150,74221,206099,,110775,123787,120204,124576,123199,134142,141642,139045,119822,131118
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),618,702,872,627,625,554,859,1045,1865,2982,,33000,41788,37246,34559,30942,40485,46719,40232,43849,66819,,562323,559906,600972,556305,546918,585536,665410,724776,870753,1256270
847290,"Office machines, n.e.s.",25,73,1231,1171,3041,1680,1483,1776,1714,2871,,53988,41120,45578,79814,114423,93252,119277,193762,136134,203829,,58737,46479,49677,49310,67895,90056,60652,41305,34031,51166
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",1781,2073,2318,3033,5124,2451,2637,2332,1901,2858,,196331,207685,238705,237786,259300,291736,307845,285779,347313,414425,,66202,76574,84837,97421,109270,106379,123185,93793,104951,104010
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,441,1654,0,0,1655,0,9268,977,2832,,102348,123263,124306,52969,120633,464458,320177,479444,323475,970088,,14381,6495,12883,10183,10113,13130,6884,36163,16175,18776
210690,"Food preparations, n.e.s.",781,797,814,1466,1965,2146,2421,1953,2025,2829,,130304,163391,168442,174761,191194,215421,277178,358210,415972,535211,,487157,505972,534435,559427,586656,593092,669946,688011,674757,788143
170199,"Cane or beet sugar and chemically pure sucrose, in solid form (excluding cane and beet sugar ...",976,0,0,0,68,4308,2356,353,2870,2823,,980226,671346,693280,1008717,1322619,885248,866079,1238285,1816969,2341936,,85232,72262,68036,61479,76187,212651,236200,109799,90900,113234
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated ...",1254,1549,1655,1584,1032,1202,1577,1533,1807,2786,,38767,49706,59508,50821,58499,74070,108912,118617,119676,131479,,8839,10078,9454,8307,6024,6947,8020,7459,7209,6286
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",723,1625,711,1637,856,665,1900,2445,1818,2771,,51281,59785,68831,94190,133742,138293,171585,216012,189817,220285,,23008,24118,25596,22939,23679,25013,27975,26652,34356,37419
520523,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",5271,7195,5678,5273,4622,4140,2816,1431,1240,2762,,847839,1078205,862607,675959,672507,787557,920568,792327,814370,1374932,,6183,8955,7577,6419,5634,5691,4451,2444,5703,9155
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",3560,1485,2155,2548,3128,4149,6216,4126,5653,2724,,67735,146877,101126,95373,106564,148700,145917,134595,168061,169679,,9599,8543,8232,7950,8340,10123,15345,10865,13436,8937
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",4011,2940,2180,3172,3451,3328,2494,3101,1533,2701,,200959,233983,257622,257312,221771,285951,298605,310833,244292,319196,,168463,165137,189848,202774,185498,165538,159917,180017,183310,195096
722790,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils (excluding ...",0,0,0,0,0,0,0,2266,275,2684,,2823,3658,13152,2032,1584,28817,23865,31539,25847,269046,,51824,125193,121357,96848,84745,105549,140251,92897,88420,209938
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",244,438,595,840,991,1391,993,1306,2018,2628,,46436,53659,53445,49573,50373,59974,75068,73310,56246,83373,,108114,114162,126592,119964,105153,117428,148224,116352,110424,146579
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",1798,1845,2303,1637,1902,2858,2341,3196,1879,2565,,95652,119153,148622,126855,152266,168853,309008,213070,173788,259969,,82495,85962,83059,69800,65819,76213,84319,66782,61472,98871
151530,"Castor oil and fractions thereof, whether or not refined, but not chemically modified",3321,2832,2701,3016,2611,2524,1981,2485,1910,2535,,716936,775824,654386,686043,597144,905533,822919,856943,798956,1050251,,3757,3173,2990,3427,2868,2794,2301,2855,2107,2641
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",1035,937,1686,1881,2017,1339,2590,2170,2096,2520,,111274,117996,109402,114562,136727,125653,141202,160721,166691,209483,,265125,250275,290492,281572,286083,287762,310081,309870,362811,426542
760611,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm, square or rectangular ...",2987,3910,4312,4048,2123,1448,2750,2443,2549,2489,,21813,37261,51580,33828,27656,25445,26596,23133,20889,37854,,27399,24929,24650,22599,20467,22846,16692,12284,14640,18662
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in ...",0,214,1317,2521,981,894,1806,1272,835,2455,,0,2579526,3658505,3071512,3461520,4612033,4372998,4554389,3793319,5148765,,0,15439,147442,163905,177638,231573,258476,283089,327101,287794
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,87,59,490,404,144,692,875,873,1714,2426,,451793,383630,264714,245413,247355,262624,314387,301403,315527,388535,,14931,15241,14589,37420,52122,45870,102900,95507,30470,37199
250510,"Silica sands and quartz sands, whether or not coloured",0,0,9,0,172,207,63,110,1115,2416,,1284,991,187,152,981,825,792,445,981,183,,51711,62287,64278,64833,57576,62045,64132,64293,61306,81451
420330,"Belts and bandoliers, of leather or composition leather",142,354,387,624,798,846,675,673,849,2413,,58983,85762,98908,105088,103620,111036,100025,126013,84668,122564,,14498,13850,14809,13594,18965,17691,18533,25193,26877,48909
722100,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",421,697,1362,1045,1423,1355,1621,751,1181,2395,,93503,105838,108938,83705,82370,89059,80526,72174,90104,147106,,103735,104269,113709,81047,63996,73009,60939,56879,53576,57011
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,3346,3130,4808,2793,1357,3176,1802,2729,2952,2352,,200389,210510,177846,170891,157583,194538,182021,219058,229473,197318,,16219,18885,20792,21250,20586,22308,20683,19777,19780,18220
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",101,58,96,89,139,297,860,1005,1783,2349,,9685,9780,10119,13598,17623,35486,40770,35981,46968,60778,,25913,32156,28225,27622,31446,34138,41547,40172,41746,44059
847989,"Machines and mechanical appliances, n.e.s.",446,6429,4455,8797,1476,627,1265,1198,1634,2328,,202966,234999,344141,305051,284646,367260,347547,376967,376694,560697,,761084,771724,693818,783284,754779,558366,695801,763934,835788,1051146
790112,"Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc",2657,420,565,3094,0,4127,0,0,3661,2313,,22568,24522,25240,39798,32746,67104,7429,3519,16210,3021,,83757,85031,110523,106334,92469,152764,128109,100515,90941,147126
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",5484,4537,4925,5042,5553,7060,4901,5055,6011,2260,,560941,628704,581836,565713,501827,497836,528281,556512,543591,490131,,61876,65708,52507,51913,49698,60516,64649,56365,68070,51765
230649,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",13120,17122,13517,5691,2394,2098,2327,1828,3267,2236,,241823,340745,332946,183097,82574,108037,211699,199929,241203,256608,,15502,19646,15094,8509,2700,2444,2358,1892,3392,2658
120999,"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ...",2651,1800,914,1816,1298,1211,1899,2290,1414,2119,,22437,19327,16579,15643,16798,18709,17251,13893,14400,16304,,7024,6794,4943,5883,6822,9901,11023,8712,7175,7534
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",2885,2509,3082,2613,2189,1899,1775,1957,1917,2118,,211178,184004,152607,185557,205087,249299,303136,333878,292076,328190,,541306,540589,533366,463085,424582,465969,508709,500298,506522,586349
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or ...""",0,0,0,0,0,1353,657,2148,1256,2108,,0,0,0,0,0,0,0,8,200,1243,,0,0,0,0,0,8760,5855,8108,4878,5766
281830,Aluminium hydroxide,2996,3615,4099,4077,3194,2586,4276,4742,4017,2086,,32922,40899,38909,32237,27670,30789,38889,23536,18680,20318,,17322,21820,20446,20884,25056,26162,30139,27815,24101,25310
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",0,324,240,311,93,335,0,129,3054,2073,,631,7745,9956,2808,184,981,886,502,1496,41835,,12973,18337,22399,16664,17374,19653,27195,26656,22301,34617
420310,"Articles of apparel, of leather or composition leather (excluding clothing accessories, footware ...",2447,2633,2213,3238,3403,3732,4241,2732,2290,2070,,552168,652474,618451,566366,538192,530431,487228,436939,320549,328859,,21482,21128,20826,19702,16628,15388,16416,13843,11403,12185
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",0,6,35,0,2545,1776,1927,2410,1578,2065,,7117,10587,13070,11492,14462,16542,16120,17309,15443,21342,,40821,48532,47162,43223,47217,56939,57961,62115,53598,65071
841430,Compressors for refrigerating equipment,1617,1251,1476,1900,1074,1128,1294,1038,1700,2055,,25439,28566,32893,30057,28476,24614,25332,26196,37082,67963,,244549,218580,235492,219238,224122,211588,221145,221446,224178,275195
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,240,161,415,406,618,1128,2573,1504,1281,2046,,5893,14924,15442,15008,19222,17857,24998,190606,13040,18439,,65364,61432,72697,52362,49658,48279,47293,46996,42331,46335
252910,Feldspar,1898,2254,1775,1495,1513,1434,1852,1623,1408,2034,,34532,38800,45205,32076,34107,38805,47219,46584,51177,53278,,25674,30161,29784,29316,25006,23301,22672,22895,21696,28210
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",72,459,643,765,2117,1484,1671,1987,3397,2020,,278969,292892,248237,277998,225901,258808,483356,692309,794240,802053,,154162,182054,161341,153421,168800,218114,179627,170815,183990,257970
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,522,506,487,1264,1883,1749,1687,1786,2211,1973,,132276,126887,165147,144661,180528,225290,259371,227691,221413,264119,,112423,101946,101181,101660,113159,126039,147063,141899,144629,163567
292142,Aniline derivatives and their salts,3142,2972,2670,3037,2649,2633,5129,2813,1843,1930,,106009,136540,127500,99961,92295,119615,152354,143833,150169,186661,,13853,12612,14310,12371,10572,12664,12953,8428,5995,11074
710399,"Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or ...",1228,1400,1193,2475,1785,1687,1078,1108,1523,1918,,176816,195632,152800,181423,156449,162029,172880,156417,109017,145048,,11458,17209,12108,14522,32435,23349,11211,10776,7225,10372
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",2876,1879,1901,1735,1687,3159,1922,1384,3052,1910,,221887,341168,333063,464364,582219,695400,891714,1134498,1247832,1627265,,54802,74136,91680,64855,73178,81011,73404,66636,80803,96899
293379,"Lactams (excluding 6-hexanelactam """"epsilon-caprolactam"""", clobazam """"INN"""", methyprylon """"INN"""", ...""",800,1116,447,441,699,320,1214,1677,2113,1903,,30440,62081,71087,71882,93738,79152,77972,97404,119650,159874,,39814,33217,35543,33243,38933,35284,42610,37169,41354,50551
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,1318,793,1177,680,483,417,299,224,184,1893,,223783,270570,283342,232852,218988,236400,289905,322001,283541,420226,,175149,150448,162456,129030,113018,120246,120221,109675,115269,125454
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",0,0,0,0,0,0,0,0,0,1873,,1617332,642252,1729112,1530674,1246959,1989875,786158,2737806,1910145,2894339,,0,18293,1293,7806,10601,7277,16,461,3945,62780
200899,"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ...",970,972,1042,818,922,925,1196,1098,1040,1868,,27180,54211,61262,55038,39014,37362,33204,36951,41155,32339,,29741,32538,38755,35730,37902,39179,41611,46979,46232,55327
151620,"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",148,185,635,1109,1269,2021,2104,2106,2682,1827,,63483,68796,83087,63167,56183,73122,76352,88657,75433,101218,,10931,10104,12216,13149,12334,15688,15018,12754,13659,16013
320210,Synthetic organic tanning substances,1815,1882,2141,3234,2292,2378,2457,2218,1368,1827,,45284,52115,48408,38650,38477,36461,34095,32052,24342,30943,,13837,15269,15437,13345,10059,10258,9592,8494,6380,8908
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",4504,3738,463,1579,3295,46217,37721,5718,6003,1811,,160061,140244,105580,81419,62864,82594,69279,45156,33501,32026,,310709,289647,408687,268881,310784,360894,351279,218076,501573,490665
320419,Synthetic organic colouring matter and preparations of the kind used for colouring any materials ...,742,1372,1009,867,1009,933,1490,1342,1003,1792,,146313,185755,203245,199697,206791,222751,265100,353899,283757,352451,,19552,21225,23246,20319,22654,23786,26362,24531,20752,26210
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),1448,703,968,727,918,763,1436,1131,859,1771,,94054,102116,114404,113448,96757,99688,101309,99042,100496,156511,,226714,229889,257585,233772,225581,247599,260865,245345,251518,328545
293959,"Theophylline and aminophylline """"theophylline-ethylenediamine"""" and their derivatives, and ...""",1001,1509,1396,1954,1240,892,2092,2078,2826,1770,,4156,7032,10822,14850,17182,27080,30829,36571,35864,31387,,1448,1901,1760,2149,1734,1246,2733,2544,3221,1988
850490,"Parts of electrical transformers and inductors, n.e.s.",2341,1354,1611,725,1143,792,947,1608,2903,1743,,155113,189289,171385,186608,185915,205872,231356,281882,268490,354034,,103530,91169,88828,88996,82537,95031,118877,175999,211306,276474
620342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of cotton (excluding ...",2380,2415,1960,2267,2409,1817,1430,1816,1706,1728,,468859,528028,524253,457378,413456,428785,441780,502909,373614,454360,,82920,84889,91351,102750,102077,84224,84273,83084,77117,77056
420231,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",763,1358,1589,1759,1720,2286,1955,2221,1104,1717,,396979,493492,486457,482674,467932,460250,485669,480434,280193,350265,,59437,64509,62752,60005,72287,72717,73307,73438,70637,87505
