Product code,Product label,"Taipei, Chinese's imports from Saudi Arabia-Value in 2012","Taipei, Chinese's imports from Saudi Arabia-Value in 2013","Taipei, Chinese's imports from Saudi Arabia-Value in 2014","Taipei, Chinese's imports from Saudi Arabia-Value in 2015","Taipei, Chinese's imports from Saudi Arabia-Value in 2016","Taipei, Chinese's imports from Saudi Arabia-Value in 2017","Taipei, Chinese's imports from Saudi Arabia-Value in 2018","Taipei, Chinese's imports from Saudi Arabia-Value in 2019","Taipei, Chinese's imports from Saudi Arabia-Value in 2020","Taipei, Chinese's imports from Saudi Arabia-Value in 2021",Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",0,0,0,0,0,0,0,0,0,0,,96,0,0,11,0,0,50,0,0,0,,0,4166,70511,61959,70422,84843,100810,139271,164794,188646
871499,"Parts and accessories, for bicycles, n.e.s.",12,0,0,0,0,0,0,0,0,0,,1389,907,722,873,598,477,610,50,20,75,,358413,290586,306800,328275,279393,284574,275303,276079,272635,365263
871680,Vehicles pushed or drawn by hand and other vehicles not mechanically propelled (excluding trailers ...,0,0,0,0,0,0,0,0,0,0,,180,162,227,575,835,1008,607,140,72,174,,9484,8982,10111,13056,14852,15807,18680,20438,21743,26170
880212,Helicopters of an unladen weight > 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,0,0,6203,0,0,8000,0,0,0,0,,0,0,0,0,0,161,28197,0,0,0
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",0,0,0,0,2,0,0,0,0,0,,420143,270843,251108,330561,340997,304376,541652,0,0,0,,299582,315893,294812,301194,1961184,1754520,1666242,1771358,1036900,1079602
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",0,0,0,0,0,0,0,0,0,0,,7410,49067,191393,14028,78258,143730,301909,0,0,0,,0,18293,1293,7806,10601,7277,16,461,3945,62780
890790,"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ...",0,0,0,0,0,0,0,0,0,0,,433,0,120,1368,4732,495,198,0,0,496,,2770,782,1327,1204,1344,854,1491,3409,8870,4305
900219,"Objective lenses (excluding for cameras, projectors or photographic enlargers or reducers)",0,0,0,0,0,0,0,0,0,0,,0,320,902,7,5,44,9,0,0,0,,105506,136992,117185,132293,138783,160851,142221,160583,179048,255523
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,33,0,60,113,0,0,0,,288,218,241,448,459,263,162,371,176,103
900653,Cameras for roll film of a width of 35 mm (excl. instant print cameras and special cameras ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,968,182,137,65,29,54,23,85,160,471
900791,"Parts and accessories for cinematographic cameras, n.e.s.",0,0,0,0,0,0,0,0,0,0,,134,0,46,229,213,126,98,0,0,0,,2873,2431,3492,1330,2680,1394,1429,890,1874,1814
900840,Photographic enlargers and reducers,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,23,40,0,0,0,0,0,0,0,0
901110,Stereoscopic optical microscopes,0,0,0,0,0,0,0,0,0,0,,0,0,105,11,3,0,26,0,0,0,,8744,8953,3548,5154,5193,1382,2927,6289,6098,9138
901210,"Electron microscopes, proton microscopes and diffraction apparatus",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,,10275,15404,11316,46369,37237,46201,52688,56055,44612,65155
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",0,0,0,0,0,0,0,0,0,0,,8771,16241,19935,22712,13237,33651,20061,101,0,0,,13849,21290,19148,16028,18507,18115,27157,22181,24889,31609
901590,"Parts and accessories for instruments and appliances used in geodesy, topography, photogrammetrical ...",0,0,0,0,0,0,0,0,0,0,,23910,35569,41479,58489,88481,130165,98769,0,0,0,,8830,6928,8119,5957,7425,5960,6763,7459,6758,8198
901831,"Syringes, with or without needles, used in medical, surgical, dental or veterinary sciences",0,0,0,0,0,0,0,0,0,0,,1260,700,490,574,3469,1502,1841,125,163,971,,17741,19683,17326,19477,19668,24243,25706,26612,29633,35905
902139,Artificial parts of the body (excluding artificial teeth and dental fittings and artificial ...,0,0,0,0,0,0,0,0,0,0,,63,136,563,575,603,21,1778,0,104,25,,91362,99214,110194,127402,134557,135847,144156,140315,142808,140331
902221,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation, for medical, ...",0,0,0,0,0,0,0,0,0,0,,80,114,0,1299,9,0,0,0,0,0,,446,2117,4505,664,656,1259,2484,389,561,719
902230,X-ray tubes,0,0,0,0,0,0,0,0,0,0,,0,53,340,10,49,23,11,0,0,0,,15923,15987,16441,18407,16842,20681,25978,20515,21765,23391
902590,"Parts and accessories for hydrometers, areometers and similar floating instruments, thermometers, ...",0,0,0,0,0,0,0,0,0,0,,0,344,259,381,86,114,48,0,0,0,,11396,11743,11885,11946,9693,11263,11136,9853,15498,16654
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,50,0,0,0,0,3,28,0,0,0,,171,8517,6075,4248,2743,5186,7829,0,59,5,,577290,637429,744014,901109,1017849,1098679,1355096,1264550,1644104,1858594
903281,Hydraulic or pneumatic regulating or controlling instruments and apparatus (excluding manostats ...,0,0,0,0,0,0,0,0,0,0,,0,0,87,26,324,500,1102,0,3,5,,9005,11399,12534,13712,10895,9772,9113,8354,8051,7520
910521,"Wall clocks, electrically operated",0,0,0,0,0,0,0,0,0,0,,0,0,0,17,17,14,18,0,0,0,,1957,2117,2329,2275,3136,2274,2867,3032,2866,2620
910610,Time registers and time recorders,0,0,0,0,0,0,0,0,0,0,,0,0,0,17,80,68,256,0,0,0,,2448,2271,1989,1930,2080,1424,1747,1499,1273,1587
910690,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ...",0,0,0,0,0,0,0,0,0,0,,0,0,36,1,123,182,187,0,0,0,,1539,811,563,459,494,656,636,796,808,1431
910820,"Watch movements, complete and assembled, with automatic winding",0,0,0,0,0,0,0,0,0,0,,0,0,0,21,0,0,83,0,0,0,,1840,1135,906,601,390,419,388,334,527,823
911120,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of base ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,511,718,450,489,630,2655,398,2815,2283,3562
911310,"Watch straps, watch bands and watch bracelets, and parts thereof, of precious metal or of metal ...",0,0,0,0,0,0,0,0,0,0,,70,0,0,0,0,0,0,0,0,0,,865,1142,931,498,409,379,218,603,524,786
930200,Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ...,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,839,5,6123,4647,2636,121,171,120
930400,"Spring, air or gas guns and pistols, truncheons and other non-firearms (excluding swords, cutlasses, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1050,1168,1346,1077,1700,1644,2104,1880,2414,2735
930690,"Bombs, grenades, torpedos, mines, missiles, and other ammunition and projectiles, and parts ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,29,20,11,54,147,190,159,194,173,120
940120,Seats for motor vehicles,0,0,0,0,0,0,0,0,0,0,,0,0,27,12,1,9,3,0,0,0,,5064,2652,3081,3115,2959,4174,4958,4437,3766,4285
940210,"Dentists', barbers' or similar chairs having rotating as well as both reclining and elevating ...",0,0,0,0,0,0,0,0,0,0,,488,155,396,774,409,124,932,0,36,116,,2340,3447,2579,3851,2466,3580,3378,3723,3163,2271
940310,Metal furniture for offices (excluding seats),0,0,0,0,0,0,0,0,0,0,,360,458,561,1000,2264,2059,1980,196,264,704,,5025,3348,3555,5795,4778,5567,7637,7060,5640,8615
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",0,0,0,0,0,0,0,0,0,0,,0,0,42,62,127,410,392,8,128,2,,11950,12043,15414,19511,14691,17038,16459,18865,19253,25665
940430,"Sleeping bags, whether or non-electrically heated",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,113,109,0,17,0,15,,2026,2119,3039,3567,3428,3732,3931,3548,3600,3977
950590,"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ...",0,0,0,0,0,0,0,0,0,0,,1122,636,203,534,662,577,3661,67,31,50,,3659,4790,3993,3592,3691,3322,3633,4269,3084,3634
950621,Sailboards,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,,44,63,21,32,38,15,27,27,20,38
960340,"Paint, distemper, varnish or similar brushes, paint pads and rollers (excluding artists' and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,7,24,207,38,18,35,,2506,2551,2700,3001,3761,3316,4095,3777,4480,4846
960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,0,0,0,0,0,,3350,3348,3959,3573,3400,2146,2292,2915,2307,2829
960630,Button moulds and other parts of buttons; button blanks,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0,0,0,21,,101,5,7,4,18,15,8,12,8,7
960810,Ball-point pens,0,0,0,0,0,0,0,0,0,0,,741,441,647,376,1319,674,150,0,0,0,,37876,35694,38265,29862,35598,32810,32072,32723,27011,29129
960840,Propelling or sliding pencils,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,23,7,12,0,0,0,,3824,4432,3993,4110,4035,4289,4427,3736,3627,4189
961100,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,20,66,43,33,0,0,0,,1552,1641,1179,3474,986,1054,1132,861,1003,1152
961210,"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ...",0,0,0,0,0,0,0,0,0,0,,0,27,0,122,14,163,0,0,0,0,,12473,13159,13950,12347,12209,13249,13081,14176,13158,15863
961511,"Combs, hair-slides and the like of hard rubber or plastics",0,0,0,0,0,0,0,0,0,0,,39,31,0,29,41,17,65,0,0,0,,2676,1899,1771,2083,2163,1823,1810,2320,2253,2429
962000,"Monopods, bipods, tripods and similar articles",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8082,12078,12647,10731,10372
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",0,0,0,0,0,0,0,0,0,0,,7236,4650,5261,847,2296,2184,651,1967,181,754,,15039,32353,25461,39616,30551,19203,50584,60918,36867,66022
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",0,0,0,0,0,0,0,0,0,0,,28641,36066,12021,13320,24848,23977,19682,15356,10684,10829,,17656,16119,14393,12899,11735,12530,12120,12540,12795,14488
321310,"Sets of artist's, student's or signboard painter's colours, modifying tints, amusement colours ...",0,0,0,0,0,0,0,0,0,0,,61,367,0,354,615,2230,4694,3721,1929,1241,,319,279,372,901,1764,1694,1461,1852,1423,2099
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...",0,0,0,0,0,0,0,0,0,0,,1404,1310,2443,2234,1073,660,966,614,529,442,,6783,7017,7699,5709,5358,4884,4937,4952,4649,5432
330420,Eye make-up preparations,0,0,0,0,0,0,0,0,0,0,,300,0,33,118,787,168,427,247,96,36,,57341,53641,52313,55859,66155,69691,68445,66668,57378,67710
330491,"Make-up or skin care powders, incl. baby powders, whether or not compressed (excluding medicaments)",5,11,0,0,0,0,0,0,0,0,,127,501,620,410,654,2029,1397,239,345,754,,25103,24980,23231,22821,28453,28920,26794,22605,18944,18943
340211,"Anionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",0,0,0,0,0,0,0,0,0,0,,59,27,43,382,67,865,4490,2238,2981,19019,,25028,25575,34830,34993,45458,50328,69135,46844,62036,77691
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",0,0,0,0,0,0,0,0,0,0,,145291,163552,275162,331623,328566,341913,291901,276717,264239,264646,,75341,73855,72191,75990,80932,98949,117241,107365,122886,140952
350699,"Glues, prepared, and other prepared adhesives, n.e.s.",0,0,0,0,0,0,3,0,0,0,,8530,10768,9015,11515,11182,11795,11810,7177,6813,1266,,188653,167087,161705,143268,146378,142952,137633,132401,141615,173433
360410,Fireworks,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7206,8925,9616,9227,7658,8283,10070,8498,5965,6886
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,,180,276,257,189,320,267,217,198,187,218
370110,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excluding of paper, ...",0,0,0,0,0,0,0,0,0,0,,0,113,56,226,122,0,35,0,0,0,,7284,4772,5559,3712,5367,6057,5735,6774,5933,4228
370253,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1634,1549,768,617,398,281,340,222,201,288
370294,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,10,104,0,0,0,0,0,0,0,0
370297,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,62,,0,0,34,246,15,20,12,11,17,20
380300,"Tall oil, whether or not refined",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,111,106,186,290,174,115,165,97,75,175
380861,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,69,,0,0,0,0,0,0,0,0,0,0
381119,Anti-knock preparations for motor fuels (excluding those based on lead compounds),0,0,0,0,0,0,0,0,0,0,,74,0,0,0,7,0,0,0,0,15,,31,33,14,16,53,33,37,70,79,105
381210,Prepared rubber accelerators,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,21,399,2227,1487,816,581,,8651,8675,10701,9606,10051,10997,12391,10175,8077,13730
381300,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ...,0,0,0,0,0,0,0,0,0,0,,3322,2738,1920,5340,2981,5824,948,692,522,392,,2890,2206,3500,2735,3168,2450,2829,2579,2783,3301
382410,Prepared binders for foundry moulds or cores,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,2134,1676,2295,751,0,,1239,966,1208,1076,1143,1454,1791,1614,1740,3134
382475,Mixtures containing carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,15,0,0,0,1,0,0,0,0
382569,"Wastes from chemical or allied industries (excluding wastes of metal pickling liquors, of hydraulic ...",0,0,0,0,0,0,0,0,0,0,,0,506,0,0,0,0,0,0,0,0,,0,682,25,1089,831,0,2,0,64,291
292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function (excluding ...",0,0,0,0,0,0,0,0,0,0,,320,0,0,0,0,0,184,979,14,0,,10869,11097,9491,9379,9083,8387,10572,11341,11117,12986
292412,"Fluoroacetamide """"ISO"""", monocrotophos """"ISO"""" and phosphamidon """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,108,0,0,0,0,0,,2,1,1,0,0,0,0,0,1,0
292429,"Cyclic amides, incl. cyclic carbamates, and their derivatives; salts thereof (excluding ureines ...""",0,0,0,0,0,0,0,0,0,0,,0,1222,0,0,8,1,113,0,0,150,,32121,30877,30752,23336,29688,28815,31353,23577,30100,34957
292700,"Diazo-, azo- or azoxy-compounds",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,121,,24537,23544,24973,34910,33800,39583,41666,39526,37400,46265
293020,Thiocarbamates and dithiocarbamates (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,13597,970,0,0,0,0,0,0,0,0,,1813,1842,2054,1806,1738,2167,2680,2963,2672,3768
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,0,0,0,0,0,0,0,0,0,0,,279,1057,3303,8672,3551,818,477,313,0,49,,0,14966,163858,162636,157264,180905,187097,190474,214986,241428
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,101,14,58,53,14,27,1,,7303,5527,7191,7278,8925,6729,7235,7742,9414,6195
293331,Pyridine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,30,,491,243,3769,7335,1132,1973,2380,643,600,1158
293332,Piperidine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,312,139,181,283,77,177,254,193,238,155
293355,"Loprazolam """"INN"""", mecloqualone """"INN"""", methaqualone """"INN"""" and zipeprol """"INN"""", and salts ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,30,0,1,5,4,3,2,,6788,7372,8830,7746,6331,10452,9796,8663,7888,9338
293491,"Aminorex """"INN"""", brotizolam """"INN"""", clotiazepam """"INN"""", cloxazolam """"INN"""", dextromoramide ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,37,0,0,0,247,,1,0,0,5,0,4,61,2,0,7
293627,"Vitamin C and its derivatives, used primarily as vitamins",0,0,0,0,0,19,15,10,0,0,,0,0,0,0,6,18,36,0,0,0,,3713,3778,4085,4534,4377,7980,7656,4461,6073,7743
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",0,0,0,0,0,0,0,0,0,0,,36,0,0,0,0,0,0,0,0,0,,290,480,500,1333,354,852,1034,1101,1309,1140
293971,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,6,3,15,11,1
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,265,0,,16219,18885,20792,21250,20586,22308,20683,19777,19780,18220
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",0,0,0,0,0,0,0,0,0,0,,0,1077,0,0,0,67,134,0,1407,0,,61876,65708,52507,51913,49698,60516,64649,56365,68070,51765
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",0,0,0,0,0,0,0,0,0,0,,0,0,49,316,0,812,0,0,0,0,,4706,6515,4821,9340,6586,10300,11975,16536,17265,16641
300210,"Antisera and other blood fractions and immunological products, whether or not modified or obtained ...",0,0,0,0,0,0,0,0,0,0,,1025,82,796,1101,661,2597,551,266,34,10,,182585,185694,190074,229705,314135,23,0,0,0,0
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,0,0,0,0,0,0,0,0,0,0,,2437,6829,14366,39954,44753,14760,10047,17173,4616,265,,14931,15241,14589,37420,52122,45870,102900,95507,30470,37199
300440,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,107,645,49,0,704,378,1773,350,0,0,,12643,15212,18630,17862,16478,111,0,0,0,0
