Product code,Product label,Germany's imports from Australia-Value in 2012,Germany's imports from Australia-Value in 2013,Germany's imports from Australia-Value in 2014,Germany's imports from Australia-Value in 2015,Germany's imports from Australia-Value in 2016,Germany's imports from Australia-Value in 2017,Germany's imports from Australia-Value in 2018,Germany's imports from Australia-Value in 2019,Germany's imports from Australia-Value in 2020,Germany's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",1,1,0,2,0,0,0,0,0,0,,214,45,25,9,180,9,20,142,54,51,,3140,1774,1519,1179,1066,890,1459,1297,1002,1266
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,3,0,0,4,0,0,24,52,16,0,,1516,1146,712,252,341,237,254,125,106,38
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,30,64,0,0,0,0,19,7,18,20
530610,Single flax yarn,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,23,0,84,0,,5086,5247,4417,3866,3915,3382,3107,4174,4829,4759
530620,"Multiple """"folded"""" or cabled flax yarn""""",0,0,0,0,0,0,0,0,0,0,,27,118,9,0,0,405,0,0,0,68,,1479,1494,1330,1599,1325,1358,1722,1532,1608,2114
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",0,0,0,0,0,0,0,0,0,0,,216,13,12,52,15,12,94,6,28,24,,457,426,640,598,511,425,506,419,386,584
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,0,0,0,0,0,0,0,0,0,0,,3,91,4,12,28,86,44,26,12,42,,4478,3676,3745,2908,2108,2355,2326,2796,2129,2853
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",0,0,0,0,0,0,0,0,0,0,,2598,327,92,74,76,0,0,3,14,4,,84343,91396,110420,87986,70818,76307,74003,74351,55063,56516
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,0,0,0,0,0,0,0,0,0,0,,15,50,184,106,27,9,40,14,4,0,,11741,9538,8359,6762,5381,5141,5482,2995,2872,3605
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and ...",0,0,0,0,0,0,0,0,0,0,,6,0,0,125,24,79,0,0,98,147,,129,15,35,1,0,0,0,0,0,0
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,17,35,0,0,0,,0,0,0,0,0,2004,2780,1756,1582,2247
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",0,0,0,0,0,0,0,0,0,0,,7,1,29,0,0,674,1057,2,0,0,,2901,3563,3661,3434,4704,5475,6399,4945,3704,3821
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",0,0,0,0,0,0,0,0,0,0,,23,0,0,0,0,0,0,8,31,0,,1278,814,877,720,435,207,18,33,9,15
540761,"Woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. ...",1,0,0,0,0,0,0,0,0,0,,2792,2568,1625,1435,1727,2385,2874,1919,2218,4077,,80169,87555,89754,80229,70125,71846,76384,68268,57815,56310
540771,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,38,6,13,42,45,4,124,94,30,2,,3918,2468,4484,1703,4185,3375,4331,4558,4734,4261
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,213,140,120,67,50,46,80,122,58,294,,10261,9241,10175,9284,5947,5941,5654,5645,5444,5456
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,50,0,3,24,0,8,2,98,12,10,,1749,1470,690,593,843,645,712,779,726,1051
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,41,91,129,61,1079,1831,266,584,606,196,,26657,28073,22632,20265,22257,22195,21194,17701,16507,14216
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,8,7,1,4,6,,2059,3216,3445,2793,2866,3895,3587,3312,2378,1626
550200,Artificial filament tow as specified in Note 1 to chapter 55,0,0,0,0,0,0,0,0,0,0,,0,0,0,27,17,0,0,0,0,0,,121035,133081,124286,93248,77467,0,0,0,0,0
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,5,51,3,37,,11364,9927,12039,9303,8274,10665,8473,6178,6728,11710
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",0,0,13,0,0,0,0,0,0,0,,82,188,14,5,6,16,79,503,196,79,,44134,31977,27576,26396,28370,29600,37861,36928,25851,36529
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,2,15,0,0,4,0,0,4,0,3,,142,160,158,168,113,63,66,46,30,135
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",0,0,0,0,0,0,0,0,0,0,,2,2,48,9,11,3,4,13,3,7,,9274,7407,11366,10675,10226,11989,12559,10766,9064,7095
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,14,0,0,0,0,0,13,14,,6437,7412,6481,4426,4900,4330,3730,4909,2398,2261
551090,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,89,244,119,52,0,0,0,0,0,0,,6052,7125,6819,5411,5147,5835,4819,6181,5538,4980
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2,0,0,,1675,2619,2787,1891,1910,2290,3334,2923,2288,1666
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,43,41,112,0,0,0,0,,124,348,106,208,34,118,61,45,37,8,,4657,5307,7522,6047,5591,4686,3968,3068,2294,1065
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,12,0,14,6,17,8,22,0,0,0,,758,834,1000,1205,1054,625,86,82,574,124
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,152,0,4,12,2,288,94,1,0,0,,18286,17744,17534,20731,20399,19682,18545,14632,10640,10256
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,5,0,5,0,7,,1608,1239,1175,1004,631,652,437,1037,875,1163
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",1,0,1,0,1,2,0,0,0,0,,164,130,10,9,326,10,91,6,57,377,,8583,7374,7149,5862,3783,3792,2486,2105,2328,3236
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",0,0,0,0,0,0,2,0,0,0,,9,1352,2422,1523,2157,2054,1552,1600,581,4,,6365,5622,6572,5953,4439,3643,3638,3585,2792,4325
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,2,0,0,0,0,,0,0,1,0,5,14,0,36,0,170,,3668,8217,8002,3011,5777,4397,5071,4947,6258,23967
731811,Coach screws of iron or steel,1,0,0,0,0,0,0,0,0,0,,412,412,142,408,157,191,161,736,435,452,,28574,26443,26719,18659,21127,25059,26933,20563,18012,23817
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",0,6,1,0,0,0,88,0,0,0,,4451,3848,3958,5877,2986,1226,1269,2025,1816,1544,,37915,31209,29536,28791,30801,39886,42747,41116,54109,74596
720299,"Ferro-alloys (excluding ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",0,0,0,0,0,0,0,0,0,0,,1525,1201,480,337,31,101,94,94,103,362,,71558,51395,48802,46332,34957,40270,52538,48525,30156,44202
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",0,0,0,0,0,38,0,0,0,0,,79,61,133,334,185,90,44,123,56,230,,47085,60397,55870,41094,39128,42963,57508,44533,29131,36983
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,0,0,0,0,0,0,0,0,0,,264,72,1309,1885,2281,1947,1772,2197,1050,1144,,23618,13315,15963,7463,8844,20640,9947,8690,6427,12443
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",0,0,0,0,0,0,0,0,0,0,,181,823,832,788,1057,565,82,257,779,472,,115933,138779,100543,69935,63147,79792,131666,83246,65997,92591
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,53,4,10,0,0,22,20,47,30,96,,162469,168716,164029,149687,157931,225198,252447,191727,135987,263885
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,0,76,99,29,14,59,420,0,11,16,,22354,30119,21076,16898,13712,19468,27453,12785,12818,27929
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,12,0,0,11,42,,61505,52648,39042,34068,33194,32803,51903,39424,40692,77431
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",0,0,0,0,0,0,1,3,0,0,,3950,680,53,22,213,12,290,57,0,379,,276611,287271,255341,200850,173724,234291,240295,185557,129453,187223
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,57,118,456,80,18,0,47,32,0,2,,46490,37649,43255,36406,32030,40306,51695,39701,29294,61120
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",0,0,0,0,0,0,0,0,0,0,,154,583,672,203,45,77,55,46,29,67,,50486,44895,36904,33374,31559,31574,47747,53296,43654,57801
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,0,,39,25,8,142,0,122,15,31,0,29,,36508,31632,34576,19758,19050,22890,40137,23016,17923,26407
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,101,162,113,36,22,23,13,54,43,42,,67241,57313,56267,43778,40495,44693,59380,42593,36101,55499
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,0,2,0,0,0,0,0,,236,38,93,66,68,26,77,29,47,406,,101359,101936,115185,75370,79137,110539,128722,122057,102392,178051
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,13,5,8,123,207,719,116,262,262,300,,90337,186490,432114,545595,357019,395921,417150,361956,292952,399806
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,36,2,0,109,93,545,479,194,4,23,,100141,93910,125185,104222,87964,104170,133101,133639,110339,187040
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,2,0,5,106,22,7,28,0,105,,415657,383163,520084,501855,561157,674512,761343,650237,643116,639962
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,6086,3024,5746,1604,1495,1811,2193,1649,2448,2980,,32614,23901,8738,24263,28484,26376,44029,46100,55157,80826
730120,"Angles, shapes and sections, of iron or steel, welded",0,0,0,0,0,0,0,1,0,0,,10910,4611,3554,3449,3005,1478,4249,3355,356,694,,24575,25147,27280,21862,19539,18502,20944,27826,28613,36508
630253,Table linen of man-made fibres (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,398,96,87,164,148,170,95,133,193,135,,42302,38010,40774,39136,37487,41804,43323,45530,41902,41414
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",1,27,1,0,0,0,1,0,0,0,,139,134,184,160,278,368,61,49,51,76,,6470,6654,5005,4686,6510,10768,11990,12067,9856,15328
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...",1,5,0,0,0,0,0,0,0,0,,40,59,128,70,31,77,146,64,93,115,,52560,59088,62151,46857,46857,51065,60370,63069,50670,36542
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),2,0,0,0,0,0,2,0,0,0,,1077,879,733,512,1089,183,95,35,23,77,,240582,200903,194227,152057,164391,199664,221873,184340,126363,154266
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",1,18,19,3,4,0,1,0,1,0,,471,341,274,641,657,720,961,314,874,709,,205672,232235,261547,298276,335754,381386,108414,114767,95352,121652
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",0,0,0,0,0,0,0,0,0,0,,8,9,259,4,0,6,48,1,7,1,,4850,4134,6675,6240,8509,7376,6821,4384,6107,7828
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7,1,0,0,0,0,0,0,0,0
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",107,100,70,56,18,0,10,0,5,0,,3724,4276,4476,3677,4795,4816,6393,7538,6414,5896,,13751,12310,11446,11895,11297,22481,31889,27356,20045,17470
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",0,0,0,0,0,0,0,0,0,0,,3,0,11,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",0,0,0,6,3,0,0,0,1,0,,67,47,14,123,62,30,26,105,879,1800,,3625,4618,4734,5083,1158,1023,2053,6744,4680,2914
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",0,0,0,6,0,0,0,0,0,0,,0,0,2,1,6,12,50,31,14,16,,754,1042,935,749,1238,1770,4441,4055,3398,3899
630492,"Articles for interior furnishing, of cotton (excluding knitted or crocheted, blankets and travelling ...",0,0,0,0,3,3,1,0,0,0,,265,215,268,266,249,126,416,225,213,337,,46330,57453,61708,58647,57661,66372,69440,65692,65538,74432
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",3,1,1,0,0,0,0,0,0,0,,336,106,64,24,49,33,63,134,98,45,,3613,4635,4061,2804,2525,2056,2353,2097,3405,4343
620719,Men's or boys' underpants and briefs of textile materials (excluding cotton and knitted or ...,5,10,9,2,0,4,1,0,5,0,,14,26,7,87,22,18,26,77,68,71,,5176,5222,5118,5150,8260,8421,7338,4406,4928,7799
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,4,0,0,0,0,0,0,0,0,0,,413,667,659,1985,2241,423,3,820,311,44,,384,129,156,303,269,171,171,185,258,422
620822,"Women's or girls' nightdresses and pyjamas of man-made fibres (excluding knitted or crocheted, ...",1,0,1,0,0,0,1,0,0,0,,18,41,87,28,31,22,14,28,25,79,,8699,6904,6142,8024,6924,8092,10987,18928,23893,29533
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,0,0,2,1,0,0,0,1,0,0,,154,235,206,140,275,87,174,196,85,74,,1880,2011,2766,3682,4998,5070,11987,7825,7676,8741
621510,"Ties, bow ties and cravats of silk or silk waste (excluding knitted or crocheted)",1,0,0,0,0,3,0,0,0,0,,192,290,73,39,114,99,99,108,64,132,,54150,54008,51928,43053,37187,32233,28359,20100,11897,10701
621790,"Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excluding ...",0,0,0,0,0,0,0,2,3,0,,1269,823,628,258,579,1326,1908,416,862,1970,,15816,13800,11570,16593,15478,13986,12837,10445,8212,9809
630110,Electric blankets of all types of textile materials,0,0,0,0,0,0,0,0,0,0,,416,40,65,74,257,141,374,254,116,334,,5362,5066,4317,5679,4820,6581,6556,6334,10314,14907
630140,"Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...",0,4,0,0,1,0,0,3,1,0,,67,147,117,145,112,184,357,241,162,252,,126152,138769,147644,127012,120684,127596,130184,113949,117279,148593
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",0,14,2,1,22,1,0,1,0,0,,1948,1503,632,364,784,569,593,584,351,362,,58949,65493,68708,63566,65741,54966,62508,59792,60014,79709
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",0,0,0,0,0,0,0,0,0,0,,121,54,6,120,14,69,6,11,5,85,,4526,4502,3864,2169,2346,2871,3041,2441,2429,1756
590700,"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ...",36,6,0,0,2,0,1,0,0,0,,3809,2079,2579,2714,2324,2034,3918,5153,1548,7634,,71029,63946,53014,46143,47961,46279,47433,46158,39934,43278
591120,"Bolting cloth, whether or not made up",0,0,0,0,0,0,0,0,0,0,,12,4,0,143,7,4,36,20,8,163,,61251,61665,60609,59915,58469,61358,60964,57893,55863,55719
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",1,0,0,0,0,0,0,0,0,0,,3133,126,258,134,211,151,348,38,78,7,,74113,75577,73647,58059,53439,49300,51128,51493,51489,55751
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",0,0,0,0,0,0,0,0,1,0,,414,130,141,34,70,28,125,291,273,382,,15674,14037,14668,15050,15339,20099,21115,22895,32992,28654
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,56,0,7,39,33,,684,367,361,119,210,542,174,178,186,95
600330,"Knitted or crocheted fabrics of synthetic fibres, of a width of <= 30 cm (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,15,9,15,66,857,1183,1563,436,5,99,,6211,4115,5780,4554,5572,5206,4401,5072,8491,10904
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,1123,14,14,80,355,0,0,0,0,0,,9295,14808,17873,16905,20891,0,0,0,0,0
600690,"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding of man-made fibres, cotton, ...""",0,0,0,0,0,0,0,0,0,0,,273,411,691,292,316,517,633,315,240,308,,4113,5574,6546,6435,6039,12617,7795,5778,4362,4488
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,0,7,29,16,7,2,8,10,8,0,,4705,6175,2236,926,1049,936,774,1313,1965,1736
580640,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive """"bolducs"""", ...""",0,0,0,0,0,0,1,3,0,0,,115,29,10,17,13,302,19,5,2,25,,11933,12475,8630,8751,6108,6327,7653,7392,8323,9649
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",0,0,0,0,0,0,0,0,0,0,,4,26,20,31,26,11,5,2,5,23,,5829,5759,5759,3859,4448,3472,2913,2173,1580,2206
590310,"Textile fabrics impregnated, coated, covered or laminated with poly""""vinyl chloride"""" (excluding ...""",0,0,0,3,85,11,0,0,0,0,,868,547,361,925,957,1643,669,1304,998,1192,,64308,62818,62252,49504,49262,57248,73538,66042,55816,75984
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",0,0,0,0,0,0,0,0,0,0,,26,143,31,103,135,87,147,68,88,71,,7582,12670,14719,12167,13456,11297,11663,13021,14444,12819
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,0,0,0,1,0,0,0,0,,198,38,47,154,127,521,548,673,338,793,,24008,22308,31219,26261,27452,30136,34029,32213,33333,42287
490191,"Dictionaries and encyclopaedias, and serial instalments thereof",4,0,0,2,1,0,0,3,8,0,,7530,7151,7205,6298,5164,3372,2602,2536,5672,5540,,6987,5736,6407,7350,5358,6333,5376,4617,4148,2640
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,1,1,0,0,0,0,0,0,0,,1033,283,874,148,71,119,106,641,1173,464,,1765,2979,4254,3153,2905,2470,4613,3555,3728,5333
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",0,1,0,1,1,11,0,0,2,0,,247,291,102,426,191,65,36,85,186,291,,2506,2593,3129,2687,2724,3861,5285,5851,6013,8697
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",0,0,0,1,0,0,0,0,0,0,,24,6,5,60,9,347,75,20,27,50,,3816,5324,7000,6679,7229,6938,6773,8331,7094,8789
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",0,0,0,0,0,0,0,0,1,0,,45,140,12,62,39,68,110,46,23,85,,165563,164672,176243,143555,144747,149291,145708,133810,147622,199589
611211,"Track-suits of cotton, knitted or crocheted",0,1,0,0,0,0,1,2,1,0,,24,57,13,43,16,12,120,77,56,445,,28830,26786,26871,20224,20166,27618,25256,29125,37930,55124
611220,"Ski-suits, knitted or crocheted",2,0,6,0,0,0,0,0,0,0,,5,44,28,71,21,59,12,23,58,77,,1406,1603,2397,1229,1393,1284,1402,2194,1896,2577
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",3,13,1,3,0,0,1,2,0,0,,2140,5993,2747,88,78,352,353,158,48,107,,20792,17909,17459,13858,13613,13031,15543,13153,9616,10612
620331,"Men's or boys' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",0,0,0,4,1,5,12,29,5,0,,490,431,658,640,286,366,637,568,505,897,,213138,213585,216496,202000,223210,223975,235312,222555,128338,80537
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,21,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,459,989,799,526,650,332,116,25,7,12
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,13,10,,8401,9768,10392,4037,3347,3402,3098,2896,2877,3290
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",0,0,0,0,0,0,1,0,0,0,,137,5677,13287,14782,14178,10660,2299,10426,10156,5851,,6773,8236,7339,5779,7434,7564,7060,6822,5934,6568
560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",1,1,0,0,0,0,3,36,0,0,,5166,8266,19652,21663,17764,14821,3816,8297,750,1328,,220251,202849,197606,187439,183303,195465,225622,198742,215398,250316
560741,"Binder or baler twine, of polyethylene or polypropylene",0,0,0,0,0,0,0,0,0,0,,1777,1397,296,177,21,136,96,12,1,86,,19642,27064,27186,20205,19463,21850,19478,19896,23372,24680
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,6,2,6,3,5,1,0,0,0,2
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3729,3870,4588,2436,2285,3632,4191,4217,3637,3086
500710,Woven fabrics of noil silk,0,0,0,0,0,0,0,0,0,0,,126,102,127,45,170,201,145,14,20,51,,789,835,385,494,399,458,358,319,276,147
500720,Woven fabrics containing >= 85% silk or schappe by weight,0,0,0,0,0,0,0,0,0,0,,160,82,250,140,39,17,15,14,21,24,,46639,42543,43164,29490,24998,21951,19931,14324,9196,6470
481820,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding ...",0,0,0,0,0,0,0,0,0,0,,19432,19310,38119,32032,11166,18633,12429,11256,11522,11442,,415654,434423,427685,367490,358320,374237,402578,382219,375134,326714
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",1,1,0,1,1,0,0,0,0,0,,148,146,131,142,110,169,115,147,62,78,,133106,143252,155024,130839,126986,125968,135660,131190,106185,104738
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,1,0,0,0,0,0,0,0,,3805,3669,4228,1570,556,463,558,1083,783,1161,,218715,216292,240576,215743,227380,241587,249483,229459,196390,206236
480439,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,1,0,1,0,0,,2861,2289,2314,2184,2465,2578,2793,2473,6783,4707,,162165,154858,147533,125274,129963,132416,165482,137927,121328,137848
420600,"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ...",0,0,0,0,0,2,10,3,6,0,,322,259,297,242,168,164,724,651,575,331,,985,1934,3481,1563,1312,1289,1006,1246,1711,1304
430160,"Raw furskins of fox, with or without heads, tails or paws",0,72,24,23,35,0,15,16,0,0,,50,272,221,70,36,85,98,47,0,0,,2532,1916,1765,945,591,1286,1103,729,24,76
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,0,1,0,0,0,0,0,0,0,0,,93912,80953,83354,90669,17299,48045,99455,85294,79671,128976,,22989,36964,42331,42435,28330,40469,41144,19991,11458,13250
440131,Wood pellets,0,0,0,0,0,0,0,0,0,0,,289,375,524,255,284,7338,8774,2743,15521,13650,,65449,118575,91520,76247,73804,78307,78176,65320,58427,71313
440323,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,546,0,0,0,,0,0,0,0,0,400571,373188,299142,246571,337029
440420,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,615,9,45,81,56,13,26,56,107,214,,1681,1836,1369,1980,2069,2995,3923,4809,7393,7160
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,0,0,,41,48,111,268,64,57,1079,192,232,774,,45947,44554,42570,42878,38566,44153,57241,43870,41348,49495
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,1530,1079,1972,962,951,1237,595,1606,1663,2116,,82736,85407,93149,88939,105892,107684,107028,92780,94118,112126
