Product code,Product label,India's imports from China-Value in 2012,India's imports from China-Value in 2013,India's imports from China-Value in 2014,India's imports from China-Value in 2015,India's imports from China-Value in 2016,India's imports from China-Value in 2017,India's imports from China-Value in 2018,India's imports from China-Value in 2019,India's imports from China-Value in 2020,India's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",14,40,148,781,410,408,1345,825,105,165,,52156,50946,60963,68131,62425,72181,55877,51000,40775,54629,,2609,1962,2931,4168,3286,4410,6113,4022,1703,2491
290372,Dichlorotrifluoroethanes,0,225,212,232,209,396,286,366,133,165,,16315,16413,15869,15648,14866,11895,17934,17361,17128,19146,,0,1105,1019,1227,2206,1766,719,741,133,318
722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excluding ...",397,70,493,131,40,99,87,80,92,164,,8010,9865,12158,9432,6597,6431,11079,9598,10625,21954,,5598,2360,4079,2724,2926,2480,5583,8603,9604,11083
901010,Apparatus and equipment for automatically developing photographic or cinematographic film or ...,372,128,18,62,29,0,77,120,74,164,,1283,1195,1192,1162,566,631,331,503,1137,13270,,6287,3653,1581,1716,1361,880,1291,1695,852,648
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",280,560,465,454,272,334,476,896,912,164,,801,556,976,728,1616,2167,699,919,330,330,,877,1727,1261,953,495,790,919,1308,1304,629
200490,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...",79,0,10,49,57,31,51,81,33,164,,270309,282619,269417,270516,301600,310806,331779,348928,335302,322646,,1447,2467,1649,786,733,779,813,681,435,633
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,118,22,37,36,115,263,504,600,163,,24852,35537,29815,42024,58321,20183,25101,35407,34796,28007,,5704,4788,3135,5454,4211,5143,3167,4994,8656,13154
961220,"Ink-pads, whether or not inked, with or without boxes",25,25,27,28,29,203,49,56,47,163,,11527,11488,13028,12602,11266,11953,11799,11318,9981,13536,,369,468,97,124,154,434,223,265,199,308
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",1072,241,200,12,179,37,95,115,18,163,,389,535,2774,1624,2151,1948,2041,2953,2478,2025,,2230,1190,1772,2485,750,205,196,589,991,343
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print ...,509,551,525,1243,330,174,1204,43,66,163,,29740,1482,1334,1055,1483,789,2104,3600,9269,21237,,4908,5430,4185,4367,2328,2460,2278,45258,244,620
910111,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",2,3,9,1,1,55,553,0,77,163,,2623,5325,7107,37437,42413,16102,10049,57885,52627,63491,,12837,13461,20290,15331,8297,2660,19692,4792,1502,4568
290491,"Trichloronitromethane """"chloropicrin""""""""",0,0,0,0,0,0,0,107,219,162,,0,0,0,0,0,4293,5395,2555,1501,1233,,0,0,0,0,0,24,224,527,237,244
330124,"Oils of peppermint """"Mentha piperita"""", whether or not terpeneless, incl. concretes and absolutes""""",15,0,4,13,28,32,3,168,14,161,,24,181,29236,36000,5373,427,441,391,439,527,,522,1124,959,1220,1761,4003,4212,6585,5409,7160
761300,Aluminium containers for compressed or liquefied gas,924,2979,4108,3499,1875,54,180,75,207,160,,48646,50707,52453,54361,40719,34506,37825,49697,68239,82291,,2366,6020,6023,5294,3918,2527,4471,5752,7874,21863
620339,"Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...",303,551,656,527,622,562,292,536,232,160,,97466,101297,136647,130694,123037,153169,421937,1310130,235895,55624,,1318,1691,2258,2162,2058,2926,3067,4115,2587,2451
390521,"Vinyl acetate copolymers, in aqueous dispersion",895,590,571,451,373,542,67,33,452,160,,11568,11184,17189,18682,14906,8590,8485,7121,8899,9789,,4253,4591,9240,12515,14529,17738,25975,35249,27999,59274
940382,"Furniture of bamboo (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,45,128,206,167,159,,0,0,0,0,0,88406,105245,103644,129335,161824,,0,0,0,0,0,59,139,213,172,172
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",5125,1726,532,1130,325,131,487,340,118,159,,383685,510593,766976,1290714,745236,1023410,1386274,1520033,1589597,1985426,,16092,6188,3967,5430,4990,2894,2719,2826,2656,2825
280450,Boron; tellurium,76,227,76,266,102,199,342,179,91,158,,41498,10573,16787,14461,50932,51285,65763,104751,147959,128696,,485,605,607,364,222,420,539,381,203,372
860120,Rail locomotives powered by electric accumulators,1138,2267,24,388,0,339,961,87,596,158,,18399,8154,7262,12888,6875,17104,18736,14752,10597,7142,,1176,2267,24,388,0,339,1367,791,4312,532
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",3374,580,35,9,40,51,92,178,712,157,,229008,288718,326308,442811,437913,552241,388284,387591,433386,386012,,5925,685,143,453,686,320,601,7664,4616,1088
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",1511,2383,1542,1396,2780,3609,2801,253,109,156,,51231,90837,66866,19830,10501,17960,28973,25685,21221,19865,,3507,3795,2776,3006,4273,4131,3504,652,914,609
611300,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ...",220,17,56,59,11,115,211,333,53,156,,190393,218194,264463,216109,206294,195205,225648,212444,226332,292739,,270,77,208,261,230,433,409,713,661,756
902213,Apparatus based on the use of X-rays for dental uses,75,0,50,0,10,19,40,55,112,156,,1863,2437,3999,2913,3344,4202,3947,5840,6041,13073,,4259,2599,3492,4337,5850,12714,11645,13229,7185,11756
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",1014,604,151,218,81,189,234,375,185,155,,145,233,229,523,380,2027,4733,676,1101,3254,,7938,5794,6951,6532,6362,8319,9418,9014,7335,10435
611420,"Special garments for professional, sporting or other purposes, n.e.s., of cotton, knitted or ...",38,10,14,38,214,149,316,95,165,154,,167111,229399,149920,164260,142269,140776,184165,245542,295682,866208,,219,132,179,195,522,676,910,716,956,2572
841280,"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ...",1270,527,1452,1480,669,153,231,278,295,154,,14855,21010,7416,19687,11456,10403,11350,19753,19852,22098,,10081,12407,11292,11986,16583,8209,14433,10058,4697,10224
847432,Machines for mixing mineral substances with bitumen,1561,3293,999,2382,206,521,151,1490,2170,154,,127427,129366,114338,113826,88931,126985,118643,111855,101418,89618,,10392,8711,3414,7405,244,683,800,2952,2298,303
551313,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",79,15,0,0,0,73,1,63,125,154,,51084,62283,58800,48612,47467,49824,42733,27521,26074,25556,,80,16,0,0,0,130,6,100,212,266
621230,"Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or ...",0,95,16,58,9,67,79,67,76,154,,172800,193336,201812,168294,166823,157504,142540,158112,153861,208686,,1,112,35,66,14,69,219,121,146,192
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",354,766,539,675,355,486,419,482,878,154,,46315,66973,63352,59308,49226,54086,54334,51358,46872,50234,,827,988,990,970,476,1170,588,641,1064,1057
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",728,84,122,328,172,138,35,71,81,154,,5007,7946,10396,8894,11627,2964,5849,5225,3351,3566,,8659,6338,9411,12668,10046,9193,5572,8389,16780,19790
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,6,2,0,0,6,122,5,8,946,153,,23635,45226,19604,21813,26183,15822,20829,16534,24019,9892,,464,62,78,69,117,321,138,113,1002,266
820160,"Hedge shears, two-handed pruning shears and similar two-handed shears, with working parts of ...",29,10,30,34,88,19,117,70,123,151,,66180,64047,70560,71311,66014,76005,79319,68900,66491,78294,,68,69,119,159,369,255,358,225,373,487
300215,"Immunological products, put up in measured doses or in forms or packings for retail sale (excl. ...",0,0,0,0,0,0,0,650,56,151,,0,0,0,0,0,164983,147878,192849,3177502,9333134,,0,0,0,0,0,72716,116485,166438,170909,248818
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment ...",112,78,158,130,119,611,492,168,108,151,,35843,33114,32870,42376,41841,39785,46479,56199,73880,98969,,488,409,401,253,195,731,757,269,210,296
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,46,33,0,20,37,151,,27648,44413,51753,64188,56080,50242,44504,29432,22146,34977,,0,0,0,4,46,1005,6840,4329,505,154
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excluding lysergic acid, ergotamine ...",290,282,43,0,87,216,187,246,41,150,,797,1235,162,0,24,30,369,365,41,506,,1640,2869,3324,3584,3149,2991,3335,3472,3441,3124
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",470,228,439,355,614,756,509,67,0,150,,4211,3149,9987,9165,11948,13266,16202,15410,22264,33413,,7019,7715,8964,9518,10231,9428,12007,9822,6743,12709
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,26,18,118,91,110,65,31,41,42,150,,10869,10947,16466,7942,4879,4584,4214,6108,3920,5361,,74,96,123,95,121,74,58,74,71,178
690730,"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ...",0,0,0,0,0,414,441,215,90,150,,0,0,0,0,0,76759,91194,103155,59103,79296,,0,0,0,0,0,615,461,309,99,213
252010,Gypsum; anhydrite,295,65,9,23,87,38,166,108,45,149,,9370,10015,9606,9813,7738,6156,7421,8207,8410,7283,,79304,77794,99814,80185,83019,102555,122642,104951,89027,125108
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass """"body tinted"""", ...""",26,152,337,80,36,63,56,24,0,149,,18000,15360,15677,8740,8564,11528,13812,14981,31414,41265,,122,502,486,265,335,435,383,474,316,352
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",132,66,470,9,65,0,45,0,64,149,,18387,5804,6404,10307,4138,4869,18087,19737,10039,13083,,665,3924,60584,50509,36357,85708,197630,145373,71604,60974
281511,"Sodium hydroxide """"caustic soda"""" solid""""",373,2942,8322,8979,1671,259,142,66,1,148,,254134,346171,287009,237483,284092,314109,388749,258554,183953,119285,,14741,9041,23379,14627,7396,6150,23035,9621,2017,7350
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",2482,51,37,797,1127,241,528,310,68,148,,510264,671646,571286,1021938,1279186,1592477,1399317,511489,763279,642675,,2541,218,80,830,1145,667,929,1180,264,339
510820,Combed yarn of fine animal hair (excluding that of wool and that put up for retail sale),16,72,147,210,197,224,259,240,65,148,,154215,177050,99136,182779,145280,100739,143979,141960,115571,92371,,61,124,357,294,333,263,265,254,76,151
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",332,10,95,115,95,58,136,286,1100,147,,0,298,0,1804,608,681,2066,2494,4251,10876,,17338,19415,17563,10749,7631,4221,3973,3990,2987,2272
610439,"Women's or girls' jackets and blazers of textile materials, knitted or crocheted (excluding ...",73,79,654,894,623,908,304,369,198,146,,255965,305163,308947,360886,301504,220107,195416,126102,109470,174526,,235,510,866,1069,764,1126,380,558,417,220
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",59198,330,458,318,460,47857,5634,138,494,146,,22,19,6,260,48,163714,44998,258,18,449,,3189924,1948027,1838163,1872279,1277859,1263180,1867815,1820601,1230915,1568813
284700,"Hydrogen peroxide, whether or not solidified with urea",259,0,0,9,26,0,3189,135,47,145,,4229,1376,2337,1950,1856,2538,16264,8607,6530,4827,,13899,23376,27074,16974,22452,26368,54944,23659,15791,13276
540744,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,102,167,12,0,38,100,88,165,122,145,,4523,4607,6676,6513,8850,7184,8597,9575,7479,12491,,234,966,187,32,115,280,318,523,348,406
440140,"Sawdust and wood waste and scrap, not agglomerated",0,0,0,0,0,27,52,112,141,143,,0,0,0,0,0,438,1060,1814,2236,2069,,0,0,0,0,0,31,165,576,305,453
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",1,371,217,375,1226,1198,501,289,6,142,,15077,23005,23084,20142,22663,26962,33923,43844,22894,32169,,632,523,217,376,1544,1631,795,698,7,406
620891,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",149,27,50,16,52,153,69,55,38,142,,95532,110370,182466,225310,177989,137419,83829,79582,96994,161423,,172,58,70,29,79,245,254,145,140,267
550120,"Filament tow as specified in Note 1 to chapter 55, of polyesters",180,158,152,188,3,179,575,1192,1027,142,,20643,10871,12767,9477,7118,9424,9150,15254,7305,13984,,2714,3029,2911,3119,1596,2574,2518,3330,1892,1545
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",1527,1041,655,635,654,726,690,850,718,142,,5031,3095,2842,6521,2140,2010,3915,7091,6200,4604,,4333,4900,3319,2326,2063,4217,4460,3723,4740,2058
903032,Multimeters with recording device,71,61,180,73,278,268,475,280,403,142,,56232,61415,36636,21338,15517,20535,18959,21684,19238,22417,,1653,1280,1334,2000,2847,3557,4833,6734,2820,2694
630110,Electric blankets of all types of textile materials,54,166,53,143,17,40,112,158,135,141,,246167,239229,240853,242776,211062,235714,264500,264371,250806,369356,,202,181,60,195,37,62,120,191,164,185
910390,"Clocks with watch movements (excluding electrically operated, wrist-watches, pocket-watches ...",514,363,440,368,410,327,273,223,97,141,,644,447,854,1517,121,525,286,140,1091,192,,644,580,464,390,663,358,295,869,112,156
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",1001,1,27242,0,0,0,0,19,222,141,,147970,128616,105858,101203,89625,67426,62610,84209,73288,75471,,1164798,1163057,1329788,1187076,983371,1033083,1136559,1217180,1259327,892006
730424,"Casing and tubing, seamless, of a kind used for drilling for oil or gas, of stainless steel",3688,2096,7526,1862,692,631,1725,1002,158,141,,604,1634,23131,11727,15898,14728,9340,19085,27686,55334,,4723,2418,15925,2050,1282,2425,16587,13483,18596,2192
441520,"Pallets, box pallets and other load boards, of wood; pallet collars of wood (excluding containers ...",1788,1688,1388,379,82,152,67,105,58,140,,24238,22618,28616,29656,30006,34283,31909,38683,55148,55097,,6653,7834,8017,7618,7506,9685,10111,10919,7624,11608
630533,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like ...",304,267,477,84,96,171,92,209,97,139,,988454,1074820,1019234,1053663,971493,970732,1003991,889548,808569,895022,,609,366,1199,292,345,241,333,357,143,775
91030,"Turmeric """"curcuma""""""""",22,0,0,0,0,0,0,0,59,139,,2437,2221,3509,2450,2735,4132,2779,3196,2776,2154,,3702,9176,12571,20444,25957,27351,44682,34258,31229,31082
50290,Badger and other brush making hair and waste thereof,991,498,588,823,605,486,343,382,114,139,,28652,25043,32116,33417,53776,104895,106422,147202,33962,20136,,1059,545,603,989,805,750,558,549,470,277
970300,"Original sculptures and statuary, in any material",134,36,78,27139,103,218,399,568,4393,139,,273709,533812,223662,61465,30928,6952,8633,47953,13039,353400,,4597,4168,4350,35970,9911,10607,113350,25238,21346,10675
570241,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",1219,677,266,811,791,982,236,331,559,138,,85709,89451,98491,101970,91434,91232,94475,86298,53429,54625,,1532,2359,1313,1793,1513,1486,1527,2121,1195,1995
300610,"Sterile surgical catgut, similar sterile suture materials, incl. sterile absorbable surgical ...",558,63,33,15,6,11,0,8,45,138,,9626,8959,7320,8402,4867,6024,7656,6134,7063,6276,,11078,10530,10793,8883,8625,9496,12661,15061,8304,23300
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ...",537,753,765,566,320,257,1246,923,115,137,,10552,10803,7625,6401,7909,15416,13112,5720,4457,5645,,895,1001,1171,857,531,422,1407,1049,253,163
610422,"Women's or girls' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",2,2,11,6,113,3,5,45,20,137,,1305398,1037363,607957,371768,299243,263443,244017,210748,235960,311388,,3,24,31,27,133,5,30,109,39,206
411320,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",465,616,1185,650,403,332,13,236,76,137,,74494,62154,72555,58630,48267,48991,32687,34568,24197,34428,,530,1030,1638,802,794,694,466,855,544,676
420310,"Articles of apparel, of leather or composition leather (excluding clothing accessories, footware ...",199,317,371,301,790,167,147,332,128,136,,631982,626937,561642,369677,268723,250301,204600,142122,103255,132786,,1464,2218,2323,6242,3672,2756,2513,2296,2069,2175
521039,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",92,59,42,28,76,236,110,471,166,136,,41054,56468,107751,148044,83367,67563,133916,68600,55736,44016,,291,181,149,111,153,381,217,643,224,199
271210,Petroleum jelly,278,522,206,320,704,495,19,6,10,136,,2353,1850,1476,1620,1230,1017,1037,1301,1327,1499,,2429,1920,1758,3520,2768,2219,2676,2212,2219,2812
847621,Automatic beverage-vending machines incorporating heating or refrigerating devices,0,3,0,0,45,6,4,39,453,136,,14616,15002,14130,10175,10395,10717,17219,34667,18738,25670,,362,972,205,532,407,204,50,61,460,169
620721,"Men's or boys' nightshirts and pyjamas of cotton (excluding knitted or crocheted, vests, singlets ...",115,51,50,33,77,134,99,163,91,136,,168153,155810,141656,122209,96801,103464,93566,83074,76622,77523,,164,232,189,102,182,232,422,578,277,422
844513,Drawing or roving machines,958,1253,430,19,2570,2446,632,0,0,135,,16852,31377,41401,29882,23251,24880,35855,43214,9595,26451,,2524,2794,1512,5448,6374,11469,1748,556,609,706
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",1733,1857,1208,729,2271,1064,311,260,241,135,,42086,54988,82624,72107,67898,59295,55732,41177,44394,51910,,21284,15304,14420,9946,6159,3567,2716,4158,2380,1286
621142,"Women's or girls' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",24,142,357,334,455,155,85,119,154,135,,375217,376254,370921,421502,426829,448296,424943,893952,856518,685125,,125,379,730,561,875,1031,1287,814,1449,1797
610819,"Women's or girls' slips and petticoats of textile materials, knitted or crocheted (excluding ...",177,215,536,845,1008,1199,743,406,111,135,,7202,14142,8847,5514,6267,6073,9198,1415,918,3543,,263,557,848,913,1031,1229,767,499,354,209
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,6,324,431,269,316,295,370,85,135,,7334,5845,4720,3326,2209,2831,3950,3404,1552,839,,0,6,337,431,269,316,295,395,294,135
902121,Artificial teeth,154,41,31,18,11,9,35,36,49,134,,126998,160913,187708,194275,206240,215859,255172,359691,294230,381919,,1736,1784,1885,1241,801,1034,1455,1291,401,896
520532,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",8,511,220,289,715,648,305,102,3,134,,73632,70691,58257,49654,46411,43620,28750,21587,16128,16711,,68,602,267,364,835,701,983,697,280,200
50800,"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ...",119,39,91,74,130,120,68,132,53,134,,4711,5107,5385,7281,6670,5678,7883,10533,7963,7239,,4598,3537,6459,7297,5700,8383,6829,4874,2453,4561
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",700,387,548,450,230,386,354,104,75,133,,910944,973587,1006740,842146,662306,637461,622440,552716,434907,437532,,2048,1121,1090,2308,1652,1147,1791,732,780,1464
200949,"Pineapple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",107,0,0,304,296,161,52,0,155,133,,1618,896,2248,16439,15684,4394,1363,1280,2034,1309,,1927,1101,1496,1729,2723,2284,936,884,466,635
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,25,931,78,20,51,28,72,145,27,133,,39394,28922,46962,24235,35876,28268,33671,20602,17093,16056,,250,1259,392,253,212,145,314,275,189,326
110814,Manioc starch,0,0,0,0,0,0,0,0,0,132,,1349,989,1717,1576,650,436,556,520,542,420,,622,6545,6207,2733,4214,17481,2938,5217,4119,264
621520,"Ties, bow ties and cravats of man-made fibres (excluding knitted or crocheted)",40,36,167,138,143,236,92,193,87,132,,144113,186917,175731,164666,156494,167712,154439,147885,71098,75318,,222,84,206,194,353,486,208,289,97,142
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",13,4,3,43,17,25,149,259,148,131,,78509,97345,120365,160623,150262,162568,221931,281564,181399,154947,,142,322,111,230,142,182,357,677,304,400
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,17,156,7,253,283,243,27,108,61,131,,4348,5624,7143,6996,9731,17966,21052,23441,24731,23643,,483,774,716,1543,1207,1336,1894,2301,1188,4383
71190,"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, ...",43,4,15,13,4,1,64,216,77,131,,113710,112195,99635,93251,93953,99632,95848,92860,83299,78501,,580,967,968,608,663,902,1859,2278,1615,2079
521149,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,35,1,18,20,68,85,89,45,131,,55330,60024,64692,81059,132794,119781,142743,146721,119565,176845,,24,145,27,38,40,107,121,246,135,152
610190,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",105,151,18,86,120,132,574,80,5,131,,4852,9542,6663,4885,16705,15178,15205,6759,8890,16232,,155,208,80,135,213,173,637,210,65,501
720280,Ferro-tungsten and ferro-silico-tungsten,409,81,1029,493,85,0,642,107,147,130,,19866,3313,18731,38865,43680,61106,74703,49829,34088,54210,,827,322,1645,494,85,73,955,127,253,132
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",175,154,202,184,210,426,816,394,4,130,,137369,679698,214646,121109,70438,71243,101823,73881,50080,73007,,248,215,215,256,211,2980,11836,13986,5309,16540
740322,"Copper-tin base alloys """"bronze"""" unwrought""""",1598,96,1,0,45,47,32,12,187,130,,58,6,5,14,7,3,8,2,0,76,,7136,5096,5799,3587,2483,1635,5655,3738,3212,1826
920810,Musical boxes,64,27,0,2,5,15,12,59,253,130,,46689,60296,56907,58809,49622,44885,42019,48245,47562,56794,,66,27,0,3,5,18,1460,95,262,158
370298,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,2,0,14,10,11,50,61,130,,31,1,5,11,0,0,0,25,298,0,,0,2657,247,305,469,869,840,840,681,982
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",32,49,0,19,1,19,52,81,13,129,,745,27116,14760,13778,9443,894,233,894,5961,1944,,654,840,1610,1618,656,693,1453,4033,4083,3291
600641,"Unbleached or bleached fabrics, knitted or crocheted, of artificial fibres, of a width of ...""",2,27,86,8,17,695,175,89,357,129,,22624,25463,27314,18548,15022,10612,12395,14227,10471,12694,,97,29,195,119,73,817,404,462,481,472
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",362,368,270,115,162,181,210,153,111,128,,555941,587835,614152,653098,599186,654630,652613,687746,500350,514536,,565,551,420,330,269,324,350,345,963,1847
280429,Rare gases (excluding argon),733,184,0,109,347,20,63,27,71,128,,3261,4070,5927,41795,12390,17497,26935,24209,36442,59248,,15176,18796,28556,27768,26374,24611,29988,32781,39164,47391
903010,Instruments and apparatus for measuring or detecting ionising radiations,237,50,54,12,200,21,92,88,116,128,,3546,4920,9086,11542,8289,8360,20877,18962,12211,11289,,9139,9025,19047,12160,14177,12313,22937,15068,26339,18856
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",60,46,13,5,179,90,95,558,173,128,,231452,218999,276170,174287,150704,157804,139108,131278,144527,176582,,177,740,571,409,706,642,676,1098,530,701
520622,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,3,0,129,14,19,0,3,693,127,,17196,15477,12306,19451,7708,9354,10576,15003,8909,14889,,0,3,1,131,24,19,278,225,693,705
401130,"New pneumatic tyres, of rubber, of a kind used for aircraft",765,173,59,73,90,164,230,278,127,127,,8933,8311,7558,7055,7304,5675,5814,5230,6740,4909,,16068,21254,22642,21629,18484,20546,16489,17129,7671,10099
741510,"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ...",376,482,283,1421,811,832,199,44,203,127,,1747,2158,3992,2500,11360,1940,2152,2243,3622,4372,,6545,5866,4030,4138,3412,3885,1546,670,1378,2340
940610,"Prefabricated buildings of wood, whether or not complete or already assembled",0,0,0,0,0,919,404,858,238,127,,0,0,0,0,0,78247,29728,62058,29266,58051,,0,0,0,0,0,1749,3328,3012,1519,419
600129,"Looped pile fabrics, knitted or crocheted (excluding of cotton or man-made fibres)",261,217,189,132,175,124,152,63,202,125,,3863,5848,3992,7601,4325,4086,4775,12163,4676,3965,,552,414,432,196,217,254,201,143,211,171
270210,"Lignite, whether or not pulverised, non-agglomerated (excluding jet)",0,0,5,13,0,0,76,98,45,125,,736,2377,715,346,312,427,594,758,444,406,,101,44,206,65,50,9,97,98,45,137
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",5797,2881,5741,6474,112,2,508,2,2,125,,561,1530,1503,417,602,1211,19408,12600,4761,43400,,83418,27149,17044,17654,9950,12119,14822,12828,3508,8861
160510,"Crab, prepared or preserved (excluding smoked)",333,81,92,221,79,171,300,225,0,124,,780511,679247,705347,685640,686600,737038,699983,333833,292244,337949,,333,84,94,221,79,185,300,750,0,124
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",89,163,0,4,0,3,23,206,18,124,,8333,4406,6387,26980,4490,5667,8317,14076,43136,82729,,1861,7282,15766,22604,26816,20653,39675,42089,14390,34652
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",41,0,0,1,6,11,99,143,103,123,,38520,18726,35231,37642,48534,17492,10231,16342,62020,57455,,2673,2020,1729,757,885,800,2294,1724,1652,1567
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,1152,129,1276,106,986,1921,273,754,294,123,,17559,14436,14100,13007,11360,11889,17956,22073,20307,13414,,2813,6317,12170,4437,3558,5135,3321,3775,1876,2413
80232,"Fresh or dried walnuts, shelled",0,0,0,0,0,0,23,0,2941,123,,54800,62509,71190,60326,29401,75038,85693,120942,116517,179709,,119,612,868,1712,200,1033,2244,12039,28246,12667
521011,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",99,371,476,559,174,366,151,96,6,123,,80064,93263,439896,559237,209452,199068,89470,208301,209445,172829,,150,493,541,849,646,903,460,235,72,153
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",492,23,75,3,110,14,31,10,48,122,,1556397,1870329,1847242,1629733,1532887,1496871,1533517,1562198,1646253,1949232,,540,26,86,7,119,15,43,28,187,272
