Product code,Product label,Japan's imports from United States of America-Value in 2012,Japan's imports from United States of America-Value in 2013,Japan's imports from United States of America-Value in 2014,Japan's imports from United States of America-Value in 2015,Japan's imports from United States of America-Value in 2016,Japan's imports from United States of America-Value in 2017,Japan's imports from United States of America-Value in 2018,Japan's imports from United States of America-Value in 2019,Japan's imports from United States of America-Value in 2020,Japan's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
620433,"Women's or girls' jackets and blazers of synthetic fibres (excluding knitted or crocheted, ...",294,693,489,241,278,287,477,531,299,545,,9836,13400,12644,8037,7484,7367,7872,8393,5292,3997,,215613,209981,190360,158884,158478,172791,179004,179258,154276,137241
843840,"Brewery machinery (excluding centrifuges and filtering, heating or refrigerating equipment)",0,0,0,3,280,1070,238,364,32,544,,5688,5397,9558,11006,7645,16352,17525,11235,11306,19134,,15,1303,722,1645,3954,3058,4925,5500,5780,4267
842930,Self-propelled scrapers,0,0,140,254,829,235,1585,209,325,544,,120875,77523,70706,31713,20891,26844,28356,37084,31243,60400,,502,643,140,265,1538,239,2179,243,325,544
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",54,75,73,31,133,147,1352,89,254,543,,136597,162493,150148,113358,102269,132572,112813,63550,52434,67380,,71571,77606,91717,50847,40231,65609,76141,66347,49105,120179
890391,"Sailboats and yachts, with or without auxiliary motor, for pleasure or sports",1435,1767,1186,1771,1125,594,3013,693,71,543,,71642,75012,70497,54878,41634,76849,60751,51811,44087,40915,,19188,18634,11052,11504,11881,18955,16059,14689,11741,12406
200551,"Shelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",686,502,559,540,649,608,521,553,510,542,,27299,28036,30403,30801,31064,28642,28480,27757,30574,25291,,89927,82211,81350,74948,72051,68686,68116,66549,63923,63963
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium ...,482,310,499,481,731,561,579,462,297,542,,3906,4313,4535,3849,4823,3523,4024,3499,6237,4543,,1826,1809,1949,2077,2493,2161,2673,2240,1972,2635
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",287,712,212,192,249,194,183,216,222,542,,23086,19007,29167,40528,35992,34062,63564,63123,61926,43308,,2219,1431,815,415,395,474,357,356,415,606
170230,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter ...",799,1644,935,762,677,537,311,513,388,541,,293989,307526,285025,256089,263797,244047,238298,227595,212866,239315,,10260,9955,9031,7050,7152,7263,7402,8409,9148,9341
731512,Articulated link chain of iron or steel (excluding roller chain),957,847,1016,857,602,473,709,404,426,541,,72906,94660,115040,115163,111461,140229,133217,124989,98366,109971,,36123,72994,79022,79599,94846,100880,93651,101931,83473,82446
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",1112,949,968,704,849,653,515,595,443,540,,7111,8119,11374,10083,11583,10826,11070,10160,8787,6990,,43606,41370,40473,39348,40963,42167,41727,40699,39541,39446
940592,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of plastics, ...",311,523,503,782,565,557,808,542,849,539,,55896,60253,72998,86713,84070,91739,98546,99833,81548,85758,,14691,16037,16181,12479,10684,9449,8738,8833,8854,10519
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",1309,775,766,1036,987,665,514,490,552,539,,123650,121782,122737,102419,105873,127164,134759,102629,68094,98816,,12746,8663,7676,7854,8988,12192,15369,16854,15331,23217
820540,Hand-operated screwdrivers,1581,1024,618,738,742,754,633,689,643,539,,33688,34122,32030,32398,34413,29964,30205,26636,24542,33376,,15277,17987,14716,15029,16051,16619,16382,15499,15349,18062
851430,"Electric industrial or laboratory furnaces and ovens (excluding resistance heated, induction, ...",3424,2876,7071,4435,564,2076,3679,1557,237,538,,85343,79934,85553,75354,75349,78096,88026,71104,55974,54848,,17239,12520,20828,21534,17331,22133,27684,25438,12295,81556
81400,"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ...",1201,1343,1132,1700,1484,1799,1080,585,548,538,,4459,3889,2967,2687,3176,3181,3077,2356,2495,2618,,7194,7241,6229,7050,8679,9401,11284,9904,8904,9014
940520,"Electric table, desk, bedside or floor-standing lamps",726,616,705,1065,1196,639,688,456,363,537,,71850,73581,68838,69879,68760,69090,64552,61872,58281,74331,,101863,91152,91700,83367,86625,78639,79003,83107,85838,102611
291615,"Oleic, linoleic or linolenic acids, their salts and esters (excluding inorganic or organic ...",443,304,163,176,278,791,205,337,380,537,,11520,12891,13674,14015,14432,16397,13033,14027,13028,14608,,3282,3696,2736,1932,2274,4028,3847,4363,3860,6328
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",10255,6905,11760,9018,16099,11624,1049,580,573,537,,703607,925677,1060976,859455,732502,654729,571373,463377,326099,513079,,57117,47742,73455,60644,49014,44053,35487,12623,7179,8626
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,386,432,438,424,535,,0,0,0,0,0,101886,102738,87658,93211,203192,,0,0,0,0,0,1247,686,1018,1403,1159
220860,Vodka,926,1256,1150,931,994,416,474,278,326,533,,77270,72152,69203,80349,67545,91546,110280,93049,88828,93346,,29635,27390,17753,12248,15348,13032,13010,13612,11766,8120
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",158,691,997,1206,1544,2099,271,226,939,533,,200522,201784,209677,203830,207581,194883,209676,205240,176006,215940,,20726,29900,40011,41116,42428,37962,8987,11271,11529,23354
280440,Oxygen,459,277,799,1381,498,391,576,3349,570,532,,10966,12238,10674,9547,12848,9455,9259,7718,8079,12309,,905,669,1447,1777,984,953,1105,3868,1180,2727
690722,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,629,569,526,290,531,,0,0,0,0,0,6259,5992,7498,7630,9877,,0,0,0,0,0,81221,82201,91955,83793,101454
290611,Menthol,757,338,276,447,109,143,55,9,0,530,,22233,22326,19868,19885,15406,16889,18301,18047,23768,34633,,20488,17736,12092,13004,14789,14811,16271,17130,15315,16919
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",1098,1198,2101,1604,1425,908,1174,958,540,528,,38421,30265,36260,37092,26155,31495,41779,41954,54643,38604,,24503,15302,5985,4171,2373,2052,2283,1907,1255,1789
844859,"Parts and accessories of machines of heading 8447, n.e.s.",414,732,1011,644,748,895,1739,1180,370,526,,25446,30401,31450,28062,32383,35167,37100,35452,19759,34870,,19382,24770,26487,23885,25456,25036,29948,22442,14975,21433
711230,Ash containing precious metal or precious-metal compounds,3702,3832,1735,1096,504,460,405,0,0,523,,259179,458300,249291,103734,63865,107658,202612,413952,359667,14788,,37268,26308,13383,7331,6106,5547,5298,53028,73528,188362
382410,Prepared binders for foundry moulds or cores,850,907,570,554,602,646,551,529,397,523,,51655,42640,43717,37245,36197,69151,72665,77590,52544,67792,,3066,3390,2750,1680,1732,2034,2776,1896,1615,1391
853339,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",636,822,560,538,505,489,765,750,720,523,,16635,14639,16752,12436,11491,13693,11608,12057,8102,9663,,1372,1933,1691,10310,6962,3584,2480,1526,1321,1196
845180,"Machinery for dressing, finishing, coating or impregnating textile yarns, fabrics or other ...",1167,1060,1141,1025,785,1652,1262,904,546,523,,45887,32668,37771,42399,29240,50741,34442,27159,25004,23287,,6713,8092,8660,9989,10399,12745,14973,14143,18570,11581
721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",90,71,231,0,0,14,3,5,444,522,,50572,46100,38445,34553,32115,27317,34563,33337,19860,34416,,6100,8381,10619,7464,9383,6705,5924,4465,4054,3585
811100,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ...",820,444,432,655,554,438,458,542,202,520,,13895,8705,10158,11502,16757,6817,5856,7973,5685,13061,,144944,129456,165417,125586,140796,174567,188968,167361,113016,258240
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",610,92,132,211,580,224,477,197,2606,520,,172487,167020,175467,156138,117407,116546,143226,136326,135516,146750,,1592208,1653441,1524163,1209064,1178210,1274245,1447120,1396877,1301000,1438705
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",6131,5449,3955,2214,3888,1718,2376,1994,1591,520,,391762,376850,244001,176873,216069,195957,230193,181239,172039,175258,,87578,77691,69464,29923,51427,36476,40180,29361,34380,35214
320414,Direct synthetic organic dyes; preparations based on direct synthetic organic dyes of a kind ...,5245,5724,1966,1428,1784,1675,1196,1402,688,519,,23594,24158,20096,20659,19233,21946,22602,20234,13270,16728,,51626,43122,38289,34671,29178,34431,31856,35447,25265,33266
701820,Glass microspheres <= 1 mm in diameter,388,403,363,345,233,296,230,361,590,518,,19329,17100,17603,20321,23452,22032,26696,25168,24172,37346,,4185,4011,4057,3893,4562,4927,3871,4180,4598,6790
900510,Binoculars,547,356,487,98,271,357,350,413,451,515,,53905,101399,158693,88090,123866,125800,169269,145208,102554,109615,,26779,26462,22051,22854,27610,25151,26686,32218,23335,24176
740710,"Bars, rods and profiles, of refined copper, n.e.s.",483,277,351,1657,1010,1937,1346,1107,1179,515,,149882,204666,150462,120851,103845,110544,92241,83022,82215,122530,,31027,31117,33071,53242,53589,62006,78638,66822,64750,95224
480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",1747,1918,2120,2312,1843,2235,1560,1740,994,515,,63948,57326,47221,45884,48203,42764,46465,46709,39889,47438,,9502,6531,7760,5811,6906,5579,4559,4986,4205,2985
120922,"Clover """"Trifolium spp"""" seed, for sowing""""",397,354,207,339,356,484,833,492,361,513,,10769,7498,8349,9039,12341,13752,13247,10001,10341,13694,,1113,1199,870,1368,1393,1716,1522,1290,983,1470
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,1766,606,651,884,488,671,453,346,297,510,,2749,4098,6282,6910,2233,1656,2449,2011,1779,2565,,10595,10885,8817,8540,7495,9765,9786,9706,12708,11890
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",293,441,375,221,315,385,468,747,499,508,,12407,13076,14367,14167,14951,14651,19632,18695,18520,19044,,40100,42530,35150,35805,36229,38123,47980,47241,46599,54544
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,17,243,1050,355,241,236,393,507,,3723,4825,1863,2592,2431,3257,3444,4027,3057,3131,,218,258,130,418,1123,440,332,316,443,548
890790,"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ...",1163,676,3160,911,440,485,831,1695,981,505,,173099,237556,274539,187258,119707,106590,96536,86207,80857,101507,,9880,11496,11292,13806,9436,5953,6101,7951,10610,11432
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),347,218,564,639,763,477,568,463,742,502,,33064,25640,25473,18184,16719,18156,15929,16502,24772,27075,,2907,8912,10953,8743,4744,3380,2783,3005,4349,4929
292145,"1-Naphthylamine """"alpha-naphthylamine"""", 2-naphthylamine """"beta-naphthylamine"""" and their ...""",93621,157163,38386,100564,40861,52883,56730,15663,9155,501,,1551,3997,1055,2763,4057,1969,1585,2799,3561,7371,,97312,162245,47020,109361,49495,62613,62841,23624,42336,17054
760711,"Aluminium foil, not backed, rolled but not further worked, of a thickness of <= 0,2 mm (excluding ...",284,548,394,867,905,635,640,464,483,500,,343891,270296,251617,248065,250878,270971,284093,265692,258280,365497,,79603,82600,91748,99940,110497,137135,168839,169899,145476,225627
540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",27,81,79,52,83,159,288,451,453,499,,99010,96565,78393,67232,60464,61167,58415,66435,50753,46050,,10150,10202,13522,14961,17405,18559,19029,19897,18221,20016
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excluding ...",436,369,147,249,192,272,139,133,339,499,,43255,49565,49905,63480,146875,408723,348372,47147,43672,49512,,3462,3356,3784,6334,3815,7488,7533,5268,6123,7220
293627,"Vitamin C and its derivatives, used primarily as vitamins",339,388,182,196,290,233,292,241,308,498,,67680,83772,67354,65031,60993,64544,82632,68785,103905,122214,,77225,61660,62193,52426,58871,99088,119348,70880,57536,71333
845811,"Horizontal lathes, incl. turning centres, for removing metal, numerically controlled",1991,236,592,1916,1341,1715,280,4858,41,494,,220998,214912,201933,191833,168793,216084,297843,252081,181132,268079,,114072,124884,175939,169954,157664,169017,202922,181862,109044,185132
283429,Nitrates (excluding of potassium and of mercury),1369,1382,967,233,620,1221,1102,904,642,494,,18117,17248,20930,22283,24346,30613,29535,26340,18343,22947,,45537,31977,25987,24422,23758,23285,29920,27086,22682,29670
722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",270,323,373,365,380,447,1273,824,1004,492,,93582,88006,104115,76976,102435,116345,107791,78472,74684,78035,,9866,9269,7614,6230,7262,8849,14493,12575,10252,8688
810299,"Articles of molybdenum, n.e.s.",3310,1510,577,766,329,355,926,331,336,491,,21343,20491,14741,6476,8107,7872,4872,9376,5972,8517,,26235,22344,14847,5318,4815,7604,9863,6029,5036,7041
630120,"Blankets and travelling rugs of wool or fine animal hair (excluding electric, table covers, ...",612,814,363,311,316,420,453,441,378,491,,4165,4238,4005,3678,3590,4009,4236,3356,2869,4055,,7558,9639,6628,5409,4297,4373,5192,4275,3433,4862
871493,Hubs and free-wheel sprocket-wheels for cycles (excluding for motorcycles and coaster braking ...,446,891,529,416,479,367,343,413,267,491,,5530,5859,4921,4034,5278,2870,3109,5037,5861,11489,,15198,18186,17551,18805,17587,18750,19001,12318,14595,14883
292111,"Methylamine, dimethylamine or trimethylamine and their salts",42,66,155,106,153,135,103,112,533,490,,25886,25275,18003,20777,21705,20445,22766,24584,24159,33647,,3292,2898,3318,2043,2227,2766,3034,3268,4003,4442
240130,Tobacco refuse,2468,4979,1918,929,970,1158,837,432,454,488,,23136,29517,20331,23320,26071,25083,21785,15294,17178,9385,,8855,13670,10697,7243,6960,5025,5110,4340,4441,2765
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",1739,1490,838,1723,1444,1164,1424,2145,470,485,,25517,28932,32796,33476,37897,20698,11868,24111,21644,22035,,40200,41292,54322,55363,83378,70179,97348,77435,63386,25375
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",23,475,232,6,44,0,0,26,0,483,,5289,4724,7186,5975,5001,5146,6157,5159,4841,5793,,3699,4384,6644,3649,2913,2709,3385,3959,4113,3752
848049,"Moulds for metal or metal carbides (excluding moulds of graphite or other carbons, ceramic ...",996,1191,1042,1278,680,425,426,131,90,482,,24412,30749,29739,28744,32348,28480,32719,35415,18198,17904,,40766,33855,41403,51168,49175,57012,73275,74313,54605,87693
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",586,870,982,2023,1644,1424,1571,888,831,482,,47529,50277,54149,51595,35258,25979,18363,15511,15469,14507,,105731,77264,1682,2600,2314,2828,4455,3414,2616,3514
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...",934,628,753,630,585,546,393,452,319,481,,23306,28366,30652,28145,29814,34992,37905,38998,40903,46591,,6693,4582,5273,5676,4968,4871,5056,5042,4329,5148
701912,Rovings of glass fibres,1388,1172,681,654,582,920,499,335,315,480,,80302,84749,108651,109815,90617,87244,74702,72128,67559,93659,,20556,20570,23325,23333,24601,28236,28672,28338,24368,29979
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",4,26,34,20,14,266,357,224,280,480,,4980,5616,3995,6069,4507,3152,1896,1525,912,1455,,1268,1183,689,826,934,1192,1317,997,1195,955
551229,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, dyed, made of ...",288,340,306,313,320,409,347,428,371,479,,52342,63474,55466,62249,65767,67109,66800,64184,56031,80468,,782,989,928,927,948,850,894,842,856,715
291814,Citric acid,540,459,563,364,342,248,292,380,328,478,,56582,58516,38010,30140,35866,36823,34624,34938,30625,35731,,54717,48887,49395,46241,45956,50838,49028,47239,47267,62667
560819,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up nets, of ...",527,895,571,275,302,377,142,209,156,477,,7783,9683,8943,8376,8576,11620,9998,11438,8631,11143,,146627,127134,127335,122222,132096,125933,119072,123497,122976,116938
392340,"Spools, cops, bobbins and similar supports, of plastics",595,1050,387,357,107,106,217,206,282,477,,64730,58883,54133,50435,59613,55472,64141,61013,52114,68382,,40133,34226,33940,25211,20970,16065,17833,15651,13944,18618
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",9,57,50,59,78,24,33,42,927,475,,2172,2518,3421,4408,3845,7370,5932,7177,8214,8171,,7137,7740,11322,7741,6916,6789,13756,17763,8228,8599
401012,"Conveyor belts or belting, of vulcanised rubber, reinforced only with textile materials",75,82,158,321,277,203,407,574,388,473,,134777,124432,135759,122772,111471,114934,144889,116391,101660,124368,,16561,15746,20237,22321,17687,20289,32421,35364,27292,31506
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",389,265,290,355,300,581,417,780,358,473,,55298,58396,70193,63381,55417,57675,64948,62283,70599,72466,,416260,369718,349020,330482,364834,369718,382391,375943,326181,330951
910690,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ...",684,1224,579,662,439,638,884,513,538,472,,23592,21690,19336,19591,17657,17308,22404,22169,19067,17346,,19711,17925,17331,16777,16235,15361,15800,15658,18647,18873
591110,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, ...""",2088,816,1055,835,1411,1170,1126,967,1500,472,,82629,86237,84873,98829,89883,91306,92249,70173,58315,54386,,7068,5358,7474,10604,11177,11627,6782,4204,3922,3699
940610,"Prefabricated buildings of wood, whether or not complete or already assembled",0,0,0,0,0,887,1355,1969,165,471,,0,0,0,0,0,38364,37664,36887,22968,35038,,0,0,0,0,0,17003,18560,18564,12413,18481
843239,"Seeders, planters and transplanters (excl. no-till machines)",0,0,0,0,0,1258,387,482,650,471,,0,0,0,0,0,97220,87677,84594,70815,65142,,0,0,0,0,0,9463,10664,10222,9789,13563
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,591,1268,1952,2319,1932,916,2229,1902,1472,471,,107961,92637,93960,89274,89186,92717,101317,81829,51328,49031,,7614,7866,10279,8973,13256,9182,11087,11631,6392,3280
291570,"Palmitic acid, stearic acid, their salts and esters",260,317,229,368,324,544,1432,344,1047,470,,56665,62032,61142,61125,59571,62516,65708,63175,61287,66614,,24468,21197,23612,24815,26231,33796,40370,36192,35281,50704
840729,"Spark-ignition reciprocating or rotary engines, for marine propulsion (excluding outboard motors)",559,481,450,674,672,259,570,595,250,467,,61659,60572,74601,75642,69006,73139,77063,72671,65845,105864,,696,573,593,754,698,333,581,931,353,498
282300,Titanium oxides,287,233,122,179,255,226,79,4,60,465,,15100,11218,11734,9855,11907,11889,12410,13801,14741,50502,,54472,41599,37036,28696,27699,29886,34350,30767,26873,36660
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",4461,2240,2261,1120,613,547,879,778,724,463,,75919,72945,92025,68434,52896,62423,82224,50700,28789,33404,,158164,110016,145007,112792,88167,97541,167528,120874,69572,132440
930621,Cartridges for smooth-barrelled shotguns,1400,1048,1173,861,871,1078,737,992,505,463,,33768,30465,37386,29061,26304,22402,21639,25535,20203,22913,,8317,9234,9130,7030,7104,8068,8982,9151,7199,8280
200190,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ...",84,76,109,94,212,280,265,430,354,463,,58597,72677,80957,70406,67008,81397,83227,79094,61679,62782,,77297,74400,82116,80064,69761,69910,67364,65597,61829,65291
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",487,386,421,428,318,284,167,272,283,460,,6595,5802,5739,5358,4898,5450,4917,4073,3538,4269,,668,522,610,589,525,431,243,344,406,598
70519,Fresh or chilled lettuce (excluding cabbage lettuce),1014,1578,995,994,1601,2489,1818,25,330,460,,362409,397069,388407,412611,366431,393825,391524,421177,420320,447482,,1484,1966,1190,1104,1677,2567,1935,53,350,469
901110,Stereoscopic optical microscopes,324,80,144,314,383,1233,203,662,240,460,,16641,14031,16729,19339,16952,15748,16990,23303,16382,18800,,84317,82546,76209,53236,53079,54515,58650,78247,58181,64815
960329,"Shaving brushes, hair brushes, nail brushes, eyelash brushes and other brushes for use on the ...",788,843,1085,1334,1289,1039,445,506,274,459,,20716,23408,27054,27918,31681,29741,33514,32839,32763,28966,,45939,48048,47492,49500,59120,62309,66409,65245,52729,60660
620191,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",2113,2663,2075,1279,622,539,701,607,460,458,,2362,3125,3402,3035,2952,2867,1997,2656,1621,2375,,58418,55196,43631,37181,27169,24784,26979,20475,18034,17840
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",1367,932,530,204,343,306,331,266,290,458,,31016,29591,24149,15686,11452,16303,18442,11569,10792,16077,,14073,7630,7788,10732,12406,8488,6513,8914,5776,7128
610610,"Women's or girls' blouses, shirts and shirt-blouses of cotton, knitted or crocheted (excluding ...",3917,4068,2989,1802,1685,983,758,642,328,455,,31908,26771,23964,21204,16200,17912,16021,13913,9598,9959,,409552,373444,340517,293877,299948,278399,295654,314514,316198,361433
721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",236,390,620,572,828,600,655,411,487,453,,115118,127999,140937,107548,102741,174662,140309,98957,85394,104188,,70021,68817,70210,51050,58216,74438,94203,81109,83491,120168
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",1317,0,1557,296,165,363,272,375,197,453,,51383,73535,48415,43913,38211,39881,20450,28162,41092,39363,,13560,11739,16107,21456,21524,25192,27729,31666,29116,39814
940340,Wooden furniture for kitchens (excluding seats),4337,3756,862,885,423,254,492,290,105,452,,121517,134274,131373,122794,114279,108316,103444,98822,83494,88649,,124030,136731,127229,114962,123360,126674,147498,161261,147333,158392
251310,Pumice stone,405,396,423,337,288,364,477,475,383,451,,7004,8198,7528,8206,7594,8330,8795,4584,4071,6057,,1310,1154,1098,772,1107,929,1044,1441,1504,1330
292144,Diphenylamine and its derivatives; salts thereof,430,107,90,146,192,741,487,816,402,451,,40530,39705,42343,42808,45200,44859,43293,33817,28382,47705,,3715,5000,4662,3473,2758,3586,4544,4154,3428,4304
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",4818,135,0,0,0,8,0,0,12,450,,5859,10395,5275,4228,3685,6866,17316,11427,2293,950,,13918,419,134,91,83,194,167,139,153,644
130213,Extracts of hops,5619,7532,6525,4954,2019,2830,1813,2769,890,450,,154459,129425,135178,131420,119508,118724,173699,177393,136505,165429,,11126,13383,12294,9866,6251,10335,11866,11372,9885,9992
620332,"Men's or boys' jackets and blazers of cotton (excluding knitted or crocheted, and wind-jackets ...",1092,1033,1189,929,973,929,1299,1081,1040,450,,3736,4227,4663,4470,4242,3148,3779,9514,4936,5107,,71432,79193,71609,67268,68672,63297,52867,53408,46321,37776
283990,"Silicates, incl. commercial alkali metal silicates (excluding sodium silicates)",2885,2306,1566,1322,1042,901,496,390,499,449,,38145,46199,56798,45537,37026,33732,37950,41484,36424,46021,,7212,6043,5042,4848,4655,4549,5225,4942,4345,6374
843991,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s.",1729,820,662,715,638,597,932,652,675,448,,95640,95049,100471,92961,86993,90679,98907,102217,94096,93348,,15162,17259,11979,8080,6147,6970,7139,20738,7468,5472
560749,"Twine, cordage, ropes and cables of polyethylene or polypropylene, whether or not plaited or ...",108,266,599,526,125,261,126,306,342,447,,35112,36383,44608,43674,45219,41255,39900,35261,30127,37575,,26198,23546,24075,19536,19259,18295,19129,20504,19137,18885
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",3125,2577,1261,1532,1595,1523,1665,1134,359,446,,8381,10953,6729,6836,5758,4739,5449,5216,3857,3864,,5190,5951,3359,2443,3131,2011,1795,1217,592,2767
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",2796,3207,1887,3894,3107,2447,2089,1560,1008,444,,36362,39873,51863,95641,24441,17440,22191,13101,9330,28691,,226843,214145,202884,155367,167216,193455,171477,151391,123592,112552
420221,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",1156,930,860,637,403,417,330,536,574,444,,125924,145985,175840,213248,208992,201768,226413,204724,151293,182197,,445488,432658,475023,474782,506245,539330,626417,683303,497884,509504
382440,"Prepared additives for cements, mortars or concretes",741,682,593,456,486,433,466,377,416,442,,163281,162706,162907,140391,117763,140675,159658,159284,118805,116898,,3492,2753,3209,2958,3369,3480,4173,4251,4940,8267
441510,"Cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood",740,759,1051,657,621,502,502,725,691,441,,73865,71143,64369,59501,59500,55116,65494,73558,46859,64106,,19285,19911,22191,25453,26328,21343,20720,21741,24379,22531
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",1419,1300,620,487,861,679,757,821,569,440,,68685,53946,48831,49233,43698,53873,57629,53207,51173,59646,,85985,84805,88070,85123,82892,91100,105227,95607,92356,112515
401519,"Gloves, mittens and mitts, of vulcanised rubber (excl. of a kind used for medical, surgical, ...",650,813,545,899,538,790,727,443,568,440,,101427,94012,92754,96907,97489,100740,105855,122499,175931,284074,,319765,316447,325293,344393,330222,380768,428232,438913,746155,1137631
391723,"Rigid tubes, pipes and hoses, of polymers of vinyl chloride",371,1240,447,312,185,705,226,360,256,440,,138708,140936,135542,126439,115374,123399,127688,133322,125614,166804,,2861,5098,5266,4401,4201,4876,5762,4960,3576,4799
830790,"Flexible tubing of base metal other than iron or steel, with or without fittings",1391,1419,1910,790,749,1870,2632,991,694,440,,38429,58115,39279,46287,42388,50196,53744,52173,42126,46592,,8308,9190,9617,7054,6818,8845,10393,8697,10575,11995
842390,"Weighing machine weights of all kinds; parts of weighing machinery, n.e.s.",601,438,390,579,387,369,397,473,402,439,,103146,96082,112451,109694,98105,81692,76957,72841,66000,72300,,25022,19945,21999,21325,25047,28412,27676,29951,26451,29316
950420,Billiards of all kinds and accessories,377,233,455,269,396,471,335,281,248,439,,16030,14542,13586,19091,19626,18345,21127,17769,15305,21053,,1001,1028,1229,1056,1393,1601,1567,2626,1753,2351
845011,"Fully-automatic household or laundry-type washing machines, of a dry linen capacity <= 6 kg",662,730,555,647,961,1311,1040,893,394,439,,195434,164189,147787,97985,98023,90690,89539,68769,56227,68758,,941226,879997,920349,740388,733312,705561,729053,768539,730281,783939
