Product code,Product label,Australia's imports from Viet Nam-Value in 2012,Australia's imports from Viet Nam-Value in 2013,Australia's imports from Viet Nam-Value in 2014,Australia's imports from Viet Nam-Value in 2015,Australia's imports from Viet Nam-Value in 2016,Australia's imports from Viet Nam-Value in 2017,Australia's imports from Viet Nam-Value in 2018,Australia's imports from Viet Nam-Value in 2019,Australia's imports from Viet Nam-Value in 2020,Australia's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",23216,29679,39039,47520,59481,75392,82859,85462,69552,72744,,1448934,2494405,2741165,2952812,2815966,2971870,3303147,3664990,3382124,4922094,,435317,430919,440696,441595,421508,434880,453049,475047,356667,450550
640419,Footwear with outer soles of rubber or plastics and uppers of textile materials (excluding ...,15129,23763,20814,25001,26690,36633,44500,56157,56488,71548,,706150,1265929,1461937,1941820,2341151,2850821,3500975,3836798,3863755,4972377,,178205,209517,188546,191281,201502,225982,240123,245781,217486,275229
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",52813,57353,79854,84998,88096,77820,80911,72089,72977,70846,,832872,912531,1170711,1337505,1360439,1533406,1700448,1960324,2307078,4244570,,443212,465384,494440,484143,482047,484796,492654,497028,483508,573046
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",55298,139521,94146,134861,86707,119572,100597,89821,87520,59144,,1128561,2911179,3166515,4151817,2996363,2859811,2958149,3025524,4197970,5210410,,3661976,3569841,3532124,3251748,2735680,3285651,3606050,3478510,3886596,4425549
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",13307,18647,23523,25286,24762,22625,30351,27373,33504,45912,,111926,153236,178537,188256,283180,431639,695244,1194169,1748997,4426010,,498258,528337,563136,529930,505682,469496,548933,492426,531612,603055
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,3715,3704,18363,26674,44823,,0,0,0,0,0,0,6745,33425,256531,1289749,,0,0,0,0,0,358029,410649,410820,516809,609027
160521,"Shrimps and prawns, prepared or preserved, not in airtight containers (excluding smoked)",25967,30103,36512,28242,21324,27748,40574,38796,40671,44621,,374771,589144,791827,709501,733870,656514,434969,356845,382655,1251187,,84637,78781,86473,65305,59137,100969,83072,72695,73113,75655
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of ...",0,0,0,0,0,0,0,0,0,42101,,50872,57772,86718,41163,31942,19276,29860,124413,0,61413,,11312,3161,10140,4056,7564,938,3297,8471,26689,42389
940350,Wooden furniture for bedrooms (excluding seats),27105,31645,40580,41873,48089,48989,55270,46925,46991,41269,,900200,1002600,1060964,1014195,1088113,1186412,1219627,1325972,1363822,2926426,,273486,279003,290252,262681,268145,266025,301467,280386,312562,310393
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",6331,12067,12549,16268,23809,26843,30943,28171,33092,41023,,191040,210187,225505,253116,297542,378785,442233,472092,421137,1749655,,949682,958133,866669,767634,561250,496871,459543,406577,346389,412353
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",17657,16422,17549,27403,26246,26151,34741,31761,39607,39952,,889681,1067546,1022358,1053053,1088598,1374461,1772299,1904457,1985644,1816390,,472563,426401,389779,350328,307120,297757,305987,266342,238885,277316
640299,Footwear with outer soles and uppers of rubber or plastics (excluding covering the ankle or ...,13532,12396,14750,24661,32422,22616,27559,28088,24401,36156,,1185242,1205564,1547538,1657350,1658648,1716139,1889767,2308692,2176232,3564093,,235338,231203,232055,256456,249809,236112,256483,236638,183915,255541
420292,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",13740,15694,20269,30052,35406,29943,46495,32765,31840,35752,,528165,647245,1043043,1149970,1285819,1160254,1319435,1431620,1290469,2141853,,370160,381109,377606,371580,336893,364681,466931,391636,316704,386173
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",24,34,8198,73852,66840,61139,20401,27343,27234,34392,,1705350,1913693,1602284,3372170,4654262,6024347,7006900,10567498,13019564,31054183,,249672,213338,212724,188075,193998,179618,173574,172257,186561,202983
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),5906,5704,5379,5835,7866,9708,15832,19816,22701,32807,,25348,34490,44439,62083,74043,85238,116331,285593,417209,423936,,123574,128705,122838,133229,127141,141864,166839,158854,161688,193323
852580,"Television cameras, digital cameras and video camera recorders",615,667,774,7509,8546,23539,26951,21264,20069,32799,,73245,110450,365356,871378,901312,1358865,2268382,1976684,2066189,2436098,,731592,588100,576238,537141,501631,605791,726219,688206,630793,803323
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",1515,1022,507,1027,2263,7449,9725,9485,32428,30671,,116887,103132,94872,96968,105493,112249,105314,122499,161661,214471,,180076,197841,204022,170664,149505,158355,183173,204625,275863,292394
610910,"T-shirts, singlets and other vests of cotton, knitted or crocheted",2012,2407,5409,7185,7656,9794,12998,16834,16088,29585,,751407,859329,911514,1067847,1142849,1076741,1245442,1386020,1303431,1486337,,386719,400377,401033,425898,417320,464826,494126,509405,460757,574443
890400,Tugs and pusher craft,22025,16957,7750,0,0,0,31375,0,0,29419,,30852,50610,119037,112872,109802,163192,108756,194440,99967,82097,,236229,287600,164091,114578,49304,161588,44267,145025,14715,67555
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",2754,4704,5380,8356,20174,21498,18723,27090,33586,28706,,2341127,1762614,2073874,5016965,7210675,15847655,18126229,17517831,20864755,28074784,,568712,495790,487413,491124,603764,569955,577289,497239,444519,1310912
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",2022,7716,23221,5778,12904,13428,8723,5319,13177,28676,,113339,100629,146602,132861,190366,175026,194215,325913,324942,474381,,1517536,2163714,1516504,1896507,944575,599599,814894,687706,766640,1055814
30489,"Frozen fish fillets, n.e.s.",39979,33815,36358,28620,32025,26139,30707,31313,28807,27733,,81173,105019,137134,113248,160938,151809,143249,182881,199243,163429,,166692,161305,167897,146227,150441,135695,150132,129280,110651,127706
847050,Cash registers incorporating a calculating device,12139,20535,24135,19570,31757,20394,21714,24546,27168,27525,,4,326,9,4,51,13854,33326,42117,76020,542346,,99193,85588,105646,130964,165714,105269,98327,89523,90665,122907
640391,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, ...",6697,8560,11715,15732,16532,17060,20987,21111,21390,24694,,562330,838610,1167426,1277542,1186342,1288475,1429324,1555263,1518887,2289217,,83328,87180,106344,119332,128085,122496,128035,123776,112286,140640
100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",4508,4466,4580,5031,5715,6098,7143,10448,17034,24102,,3465298,2816412,2852873,2620651,2039764,2443631,2461880,2163697,2360612,1706248,,138504,148611,161413,140124,129499,135952,163748,195451,249653,171380
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",19603,17957,19006,16398,15873,13445,16370,15557,16928,23259,,288182,158941,181883,175159,211487,190304,199262,343654,241814,276608,,649352,670282,680273,645972,678491,749131,778546,838346,726916,1063239
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",5172,8238,9233,11442,15811,14792,14824,18564,16308,23186,,480199,603948,780841,920727,950496,1097543,1306111,1343366,1196554,1507200,,121554,121281,128487,124643,121762,113880,123715,119052,100228,141380
160529,"Shrimps and prawns, prepared or preserved, in airtight containers (excluding smoked)",27022,23355,39069,25697,34088,33378,28057,23153,22567,21541,,279081,402521,548767,392755,478550,734816,984914,927034,1177667,219747,,51300,45523,60174,39666,49275,71636,54727,44210,42411,41291
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",656,1552,1623,1880,1879,2940,3593,8766,16287,21469,,29079,99878,70815,110329,146792,187542,264993,424664,495077,563221,,34801,38655,41392,43494,44305,59625,69328,83329,82532,78045
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",4924,6379,9857,10777,9744,11932,14404,14214,14746,21462,,333801,355892,438673,486320,520451,562645,667630,750748,817782,1042662,,657758,668580,685486,634586,625176,698755,786044,751248,903008,969416
850720,Lead acid accumulators (excluding spent and starter batteries),1499,1593,2544,3375,5195,6562,12313,13293,20125,21374,,312087,348723,433029,399594,413398,491690,621269,693858,747407,821922,,160671,156270,169176,170512,172561,194147,194143,181489,172949,196893
90111,Coffee (excluding roasted and decaffeinated),29620,26755,25163,26429,26324,29207,34899,29863,26044,20406,,3507401,2513198,3267706,2341585,2967118,3007675,2811711,2135113,1886972,2233123,,288749,228585,260614,283771,268842,311851,287262,276874,264963,337105
620293,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",1772,1197,2580,3833,6113,4661,6004,11144,16591,19995,,301976,433030,568407,602096,629982,764681,1035278,1152580,923086,1434119,,24737,23898,42672,47403,61641,60662,71500,80017,78636,90680
681099,"Articles of cement, concrete or artificial stone, whether or not reinforced (excluding prefabricated ...",18518,20233,27263,28173,38607,43111,44871,35027,15453,19339,,54957,94431,123155,144601,179592,194544,203398,291532,340348,569545,,142547,155715,190106,215154,248895,261689,284370,242108,214612,242190
741110,Tubes and pipes of refined copper,3057,9283,11232,13024,16476,23817,23556,17115,17401,19306,,91444,123566,171340,199975,291245,463690,585104,712370,751591,800579,,60944,67215,78010,92528,78974,110818,112669,102200,97638,135133
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",491,1848,3642,4511,2237,2896,2779,1332,5800,18802,,18418,27505,101152,122166,114444,128039,104020,169352,354422,755861,,193045,228756,243168,235027,244844,294204,324098,307956,368488,393695
940169,"Seats, with wooden frames (excluding upholstered)",21427,20346,22896,21638,20878,20803,23414,19664,16544,18392,,506386,527366,628024,679871,747747,800152,680272,749984,788230,696013,,66728,70347,76195,80942,75807,79496,88373,76747,76397,93428
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",2099,3002,3259,4414,6987,6842,8338,11029,16514,18150,,480336,665758,790179,817012,859628,1058541,1435655,1510901,1233445,1792798,,29953,28387,40817,40399,57120,70500,81055,86304,85750,103267
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",1144,3468,7184,6952,8950,7258,8877,10233,15210,17893,,14310,17942,38973,39290,59712,65752,75787,67265,115489,202693,,51680,70712,83718,80966,95515,94758,100821,109923,125670,132629
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",2352,4311,5089,6232,5716,5856,7078,9819,13027,17660,,19875,21495,24879,12324,24161,28777,45581,75076,99747,174944,,61826,66064,76172,77187,77261,80115,89944,90303,89778,119880
392321,"Sacks and bags, incl. cones, of polymers of ethylene",9151,6322,6850,7086,9202,9560,11495,13252,13253,17270,,396946,449274,515122,516201,541101,637727,756788,792276,762485,904378,,323628,324170,349631,341708,348345,354743,377132,316004,336240,376956
610463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, ...",899,1419,3682,5206,5608,5135,8644,11039,11337,16801,,226495,303976,444073,579426,657799,872311,945371,1049498,1196848,1543758,,70791,78344,89364,99272,101693,102620,124735,141962,151723,199564
730820,"Towers and lattice masts, of iron or steel",0,18114,0,9,24911,35018,42045,100869,20241,16348,,18054,52968,42846,47730,127050,97259,193212,286782,212701,285526,,49858,82755,69933,16828,36109,82109,154099,126507,48768,55922
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted ...",1272,1941,3138,2925,4064,5683,8350,10626,12101,16218,,929238,1114763,1137552,1123399,1123636,1210243,1551356,1922061,1814401,2841275,,171156,193042,193755,186448,199393,230239,251281,265483,275397,406885
850440,Static converters,200,306,2905,1228,4383,3659,5077,4701,7661,16111,,32006,95515,149927,356884,511639,537759,566389,820351,1185593,2117644,,827891,680313,685075,636871,613036,812419,940969,924643,1043855,1211751
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",10746,10031,7534,5647,6659,13439,9358,8751,15028,15940,,28013,32197,206571,307789,404078,588265,583637,573531,601270,515390,,1011586,883457,806778,722551,665474,708235,699593,675843,614135,817781
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",3026,3876,5135,5264,14388,21900,31425,26681,23760,15212,,1453,2257,9095,18627,38199,49909,65300,143094,297745,288101,,156306,165630,166299,159521,168273,200467,235540,203913,202541,249725
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",2,18,142,624,41,59,2369,14710,1825,15017,,111706,135239,92150,551223,1617756,2325299,2000068,3507962,4460421,2997497,,1014067,595557,643616,563170,466886,969348,1585756,1470018,1178581,1370466
610510,"Men's or boys' shirts of cotton, knitted or crocheted (excluding nightshirts, T-shirts, singlets ...",1241,1816,3720,6216,5310,8478,8851,8749,6771,14763,,205804,263183,259334,254090,233070,280420,304908,299500,216726,444816,,66534,75082,77721,68238,62696,68214,72072,71915,62805,79155
620463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres ...",6936,7481,8571,12265,14694,12247,12796,14851,12137,14648,,382088,511757,665902,758807,777249,786293,895858,950698,864059,1002360,,112173,130359,133553,122657,101873,97420,105325,100081,81270,100017
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",622,1067,1543,655,1658,3273,7487,8056,10405,14599,,10885,6050,31217,474935,56611,74624,71319,131410,141859,182431,,32089,34218,48889,47314,55147,56105,53265,49125,55492,67340
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",5161,9158,9568,10492,11237,10107,11922,11559,7821,14487,,330169,442998,563243,590874,623384,655973,730842,721440,514661,644468,,236181,233246,242613,237367,221903,219764,228191,216030,157515,190419
902140,Hearing aids (excluding parts and accessories),3455,3873,2851,2091,2225,3273,3005,9998,11807,14473,,45571,46707,49538,53764,55295,74438,95608,169961,155996,860999,,86467,98969,70697,84408,90835,90630,94125,92130,91672,113048
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",4679,4721,6997,7600,6671,7255,10462,12338,12889,14462,,45228,59020,66198,67820,73281,81604,104778,132627,138688,232452,,11415,11486,12433,13356,11614,12787,18428,21374,22929,29961
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",14017,13736,16084,14897,14460,15341,21483,21971,15808,14029,,1619728,1584158,1610008,1422509,1530189,1570980,1973718,1721349,1242897,1050681,,14177,14102,16513,15086,14607,15505,22114,22315,16125,14054
610990,"T-shirts, singlets and other vests of textile materials, knitted or crocheted (excluding cotton)",2237,4637,5930,6506,7686,7460,8733,10717,8825,14021,,400673,539016,705758,803556,893999,1006157,1190022,1178020,1035429,880378,,168305,185654,207878,224380,235383,231183,223850,204459,168541,200254
691490,"Ceramic articles, n.e.s. (excluding of porcelain or china)",9219,8466,8631,7908,8190,9926,11229,11556,13613,13990,,79942,80856,89511,85136,88326,93332,101069,103262,105782,126827,,29793,26791,30183,34174,35076,35713,39881,38066,43323,50314
961900,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ...",11894,13685,12699,17103,14736,18649,16416,17679,17194,13895,,54582,66595,88406,98320,93570,103908,101209,92814,85304,67109,,221808,228372,226964,216852,212758,220362,233594,319664,357815,375470
721230,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",466,2265,681,1945,2469,1684,2645,4187,3089,13718,,8371,18816,36103,30165,41438,31445,44918,42064,40153,36637,,8308,4833,6124,4178,6728,7393,5174,8429,4206,17748
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",3130,6099,6666,6228,5884,4707,7522,8755,9213,13389,,581468,692154,937915,1146904,1188910,1390720,1504113,1656412,1315052,1684502,,247100,273708,278681,262064,277225,267974,282184,296969,264085,336808
621210,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or ...",427,540,350,677,1039,2082,4969,5527,7076,12541,,137767,154428,183058,213233,363179,561480,690134,820477,721248,1132250,,151013,148426,150700,161283,157327,174583,171295,170025,138966,192373
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",1428,1389,2231,3113,3886,3065,2965,5756,18150,11142,,258742,339419,475214,553920,526194,483546,546053,670926,1916873,818840,,183327,196891,218735,232560,239476,256294,278734,282997,1563043,506463
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",199,159,151,461,531,320,5162,10537,8965,10979,,100715,10661,4274,7052,11440,22603,30598,20538,15695,41911,,70376,124271,162301,142406,61761,78046,64610,76516,66441,85222
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",23841,25913,26735,22838,15224,19415,17056,11871,15792,10722,,1235520,1218803,1190505,1181063,1156814,1465910,1410023,1137962,953660,841020,,186745,158750,164268,162044,142528,147990,155007,126528,100636,140084
420221,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",235,864,1160,1835,4943,14867,15176,8069,12158,10502,,42673,84944,141930,171904,248928,180716,292754,311139,225755,554880,,146039,166854,195527,216149,245458,273769,314043,306989,276498,350164
620342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of cotton (excluding ...",4124,5693,7843,8157,11026,9364,9901,8907,7005,10250,,495843,589240,619227,603436,658759,665475,727989,764007,604495,911005,,325110,318945,344352,359130,336334,338696,369108,360174,297490,368647
640340,"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather ...",8426,8177,10740,13126,9867,11993,10295,9922,9722,10248,,28819,31753,63984,67899,60886,54468,63384,79856,74413,116267,,70347,62342,78638,67820,62903,75183,90818,89866,85543,105887
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",1563,1569,1292,1521,5028,1186,3547,13304,10083,10245,,5764,5723,9158,5439,4562,6752,6544,14427,16488,74888,,135886,137345,127077,112189,119696,108558,112482,91284,56057,67345
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),2935,3224,3110,3555,4198,4687,3890,5821,7213,10041,,69160,88401,119337,127227,135157,178192,96909,118585,149315,372509,,194425,173093,169865,156571,153125,161127,164105,157959,153708,184357
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",26,556,503,4577,3982,3220,5355,7521,11106,10030,,54204,55788,72212,92859,98396,111162,107461,120491,114993,56245,,140067,140633,166822,165836,172251,191272,203357,179761,237681,234930
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",3395,3793,4131,3784,4375,4625,4689,6626,6940,9785,,117283,126708,119380,115947,159037,169934,188621,197634,193019,196830,,346797,377185,377569,352966,374198,410589,449415,488920,496921,564975
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,71,39,2488,3170,9738,,3003,1229,2941,40,285,54168,90503,101306,156709,139984,,1287,225,33,2531,7439,8613,9235,8598,9307,12893
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",4183,4111,4204,4758,3319,3739,6149,6114,6412,9731,,113554,117926,171068,200051,205184,224833,309133,407116,358747,464796,,621085,664346,696161,619337,566386,558987,633708,588046,593315,728831
220300,Beer made from malt,2538,2434,3187,9477,8945,12004,10915,11377,10211,9581,,82111,71206,64467,69072,58308,67942,66741,76926,71845,69350,,253769,311264,327600,326480,325005,288830,316275,331750,259308,228562
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",4566,3363,4911,4093,3665,8412,9226,6687,7518,9454,,92555,102729,140381,137362,134464,173010,205835,246776,270132,557072,,121224,123715,134908,148280,128899,128463,140568,143274,156014,202537
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",933,625,811,1053,1627,3837,5407,6757,5815,8969,,249217,297620,300474,304884,319988,291815,290653,259150,225299,351006,,55024,64049,64398,77820,65524,71761,71847,70826,67837,78805
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,785,3722,1888,4420,2358,0,1052,4485,8966,,518,0,0,0,0,0,0,0,0,12074,,49599,44705,42603,39015,42747,11997,10859,14542,20607,28812
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",1446,1553,1679,1771,1610,1607,988,1154,975,8811,,78938,41041,30045,43482,38645,28989,36683,43136,43060,149386,,27586,23752,26893,21670,20879,21407,20336,17867,20484,37178
190220,"Pasta, stuffed with meat or other substances, whether or not cooked or otherwise prepared",31,1975,3110,4245,4985,8556,11211,11180,13183,8756,,6734,13503,20992,24016,34969,50278,66096,83254,94096,69580,,4077,7085,7078,8678,13719,21311,26928,29947,36248,34012
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",7304,6870,6732,6182,5043,5997,6915,5477,5200,8702,,85592,103367,123579,137472,161972,182099,214506,217405,207785,266140,,160049,151968,164127,154302,141167,154208,169574,171051,145891,156452
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",2,5,36,81,143,40,15,163,2644,8650,,130,296,4456,424,1271,1660,2861,2560,3446,90398,,131254,140137,132254,128372,123615,144293,139398,142884,148685,209289
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",402,689,588,357,346,2179,4194,5073,6696,8605,,68194,87239,100059,114020,135053,146483,147105,183413,138885,339589,,431270,411817,397157,384487,402916,411701,409605,392088,349927,477877
950450,Video game consoles and machines (excluding operated by any means of payment),0,0,0,0,0,1,0,0,8320,8305,,0,0,0,5,119,3599,168,316465,954748,848716,,387672,276772,435455,308974,302880,379810,384604,312277,456544,448529
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",4663,6926,10603,8071,8204,9964,10889,9793,6611,8110,,497669,612223,542727,555999,550068,576682,722688,810519,750026,986124,,330670,318532,293701,293972,280854,290515,297991,285141,245805,317008
760429,"Bars, rods and solid profiles, of aluminium alloys, n.e.s.",279,7781,13336,19700,16327,4402,2804,5889,6749,7965,,49874,58545,73522,88184,86639,63356,88325,115581,160461,136995,,172517,154377,168175,166265,173604,183661,194160,167633,154550,206169
821210,Non-electric razors of base metal,51,71,46,46,2835,5339,5086,4940,6819,7783,,34374,41575,50899,40818,57638,82928,109051,131942,139364,172998,,49251,43109,45988,43692,47801,44345,39185,43803,36722,39211
850422,"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA",1530,1784,806,1728,152,1016,2363,4118,3693,7699,,10483,9486,11399,15402,9536,12643,18655,22961,22208,21186,,20655,12930,14856,7442,11939,8683,18235,13815,24293,20375
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",0,124,26,64,1973,10849,13097,4908,690,7607,,651,4954,23295,39757,140538,256742,677142,1185184,1500458,379248,,141155,172174,164887,183416,201195,239743,224514,205275,160517,227995
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",804,2692,4189,4477,5592,5678,7767,6582,6484,7457,,71972,98699,119546,111321,129735,161196,174712,175016,182777,162907,,179827,181727,195404,182552,168015,173539,177040,173629,168906,207515
90412,"Pepper of the genus Piper, crushed or ground",5059,6233,11601,12357,12323,9898,6215,4551,5142,7357,,106027,124540,178580,170267,195282,155987,121434,100591,115268,186393,,9614,9757,15890,17473,16468,13728,8696,6965,7486,11849
851822,"Multiple loudspeakers, mounted in the same enclosure",49,41,40,43,94,999,696,2991,3742,7242,,10918,6099,6337,9661,36093,90730,70840,113119,183245,844700,,122122,143384,155344,177464,175704,203052,250470,205050,212680,241385
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",123,191,4618,2885,3579,1358,5500,4822,2814,7216,,30123,40979,59262,48573,33415,47411,101384,127335,95414,134036,,58211,117487,110813,116732,89594,143909,206785,176192,145348,218493
611241,"Women's or girls' swimwear of synthetic fibres, knitted or crocheted",242,345,54,535,455,267,1059,1801,1809,7175,,38937,67724,100315,114887,122192,142936,197237,279640,253154,388061,,52632,60413,57195,66874,64570,72488,86189,88895,69539,95885
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",2458,2358,4210,3901,1299,2572,7159,5432,3814,6996,,214839,293188,371350,447719,571373,756802,848735,454469,382545,428138,,515659,536594,502045,393604,332086,412085,494758,419155,415231,623605
940320,"Metal furniture (excluding for offices, seats and medical, surgical, dental or veterinary  ...",2152,2195,3530,3612,4564,6539,10604,10622,7200,6995,,66908,88199,117584,151076,164064,182280,244778,401089,659403,1148407,,352823,362456,384980,397840,368820,373069,454791,418512,413428,538759
630532,"Flexible intermediate bulk containers, for the packing of goods, of synthetic or man-made textile ...",305,159,558,351,1362,1871,3585,4022,5591,6950,,96477,124666,167323,85004,173363,204366,240901,261614,308300,367000,,42852,39409,46204,46523,40358,42397,50201,46926,43957,56428
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,345,235,1733,3216,2128,4467,3698,3238,6126,6819,,276348,318107,318241,480268,433810,498371,468664,1066567,3078781,9762658,,584615,477808,532402,469892,422933,443140,459529,405772,480372,626086
610821,"Women's or girls' briefs and panties of cotton, knitted or crocheted",44,3,6,6,12,328,2135,3566,3540,6767,,89689,85911,99252,98450,97799,87769,73219,80356,79736,145142,,58803,65798,65601,71784,61278,73059,65928,62596,56163,65580
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",3326,2305,2378,3733,4742,5828,6459,6777,7545,6762,,196260,187772,129197,62507,77375,143262,230957,389835,537846,881747,,845648,702805,642296,516959,503949,526658,557445,521879,524494,634117
252329,"Portland cement (excluding white, whether or not artificially coloured)",266,1038,2101,1333,1935,1119,4729,5855,5134,6693,,119387,263205,286647,224341,226692,190482,378412,482287,580238,894217,,35936,22064,20954,12112,13868,30345,48298,47555,34417,37770
160419,"Prepared or preserved fish, whole or in pieces (excluding minced, merely smoked, and salmon, ...""",790,686,1973,1293,1417,682,3603,4038,4781,6648,,93566,89500,100573,109431,95632,120835,117634,147058,145831,136238,,45392,53073,46329,32444,38406,48856,54129,50354,55641,67042
821220,"Safety razor blades of base metal, incl. razor blade blanks in strips",46,0,0,0,56,2705,7502,6273,6693,6628,,181,18446,17457,18142,22262,40264,49392,55780,57370,72101,,17847,20566,17352,16781,18810,20369,32004,27682,26182,28093
851610,Electric instantaneous or storage water heaters and immersion heaters,93,0,3,1447,4023,6194,7116,6110,5780,6538,,12652,15190,13246,16362,18945,25272,28494,40334,53359,50659,,28980,31343,34708,35247,32217,35030,32830,28558,25909,29602
630392,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excluding ...",171,110,85,124,5,1010,2185,3549,5961,6442,,13574,20475,13373,13098,11860,15834,16573,20750,26265,84664,,45688,43531,52553,54071,54266,65704,82975,68037,71658,70800
