Product code,Product label,Australia's imports from China-Value in 2012,Australia's imports from China-Value in 2013,Australia's imports from China-Value in 2014,Australia's imports from China-Value in 2015,Australia's imports from China-Value in 2016,Australia's imports from China-Value in 2017,Australia's imports from China-Value in 2018,Australia's imports from China-Value in 2019,Australia's imports from China-Value in 2020,Australia's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",819,655,911,987,886,1076,1112,993,970,1064,,29500,33984,38555,40138,34589,39602,42127,45426,47704,63949,,2560,2365,2912,2696,2487,2657,3026,2675,2920,3141
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,1594,1385,962,1159,1014,1514,1716,930,430,1064,,153981,119120,144368,128722,96652,161097,193951,109076,76976,165102,,1610,1408,1023,1162,1016,1536,1720,933,436,1081
720310,"Ferrous products obtained by direct reduction of iron ore, in lumps, pellets or similar forms",0,0,36,173,254,299,637,492,474,1062,,50667,88881,21292,12871,331,4478,5,253,431,3239,,0,215,186,240,254,299,637,493,505,1076
281121,Carbon dioxide,143,48,39,74,38,406,1097,803,862,1061,,2455,2927,5335,9175,9035,5499,4480,6585,11940,18256,,6421,3846,5807,979,1433,1863,5314,7432,7312,6269
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...",20,24,59,139,930,1100,1209,114,204,1061,,187280,111582,109676,142979,143796,147718,181171,258052,185367,154847,,1672,7214,10896,8272,2537,2292,3242,839,1565,2818
482320,"Filter paper and paperboard, in strips or rolls of a width <= 36 cm, in rectangular or square ...",373,625,347,488,428,805,964,1033,766,1059,,111852,98875,115087,120548,85944,99599,84573,103451,101272,97307,,3775,2484,3105,3306,2852,3884,4566,3148,3160,3624
621510,"Ties, bow ties and cravats of silk or silk waste (excluding knitted or crocheted)",2171,2492,2783,2895,2144,2130,2453,1864,821,1058,,246142,266571,242502,210043,175245,151469,138537,100845,37219,40497,,8177,8515,8373,7570,6688,6134,5942,4659,2154,2353
920810,Musical boxes,554,554,500,702,1135,1339,1153,1065,831,1056,,46689,60296,56907,58809,49622,44885,42019,48245,47562,56794,,796,837,750,906,1300,1463,1391,1265,944,1269
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",541,1396,1358,1585,1348,543,807,907,1043,1055,,15958,13924,16898,16702,16169,18149,19532,18981,15404,14055,,5103,5485,5541,4773,3983,2946,2684,4346,3638,2655
854121,Transistors with a dissipation rate < 1 W (excluding photosensitive transistors),441,131,282,355,280,409,608,399,529,1053,,1552849,1892410,2158770,1462800,1207320,1139819,1138632,1082697,1135336,1367591,,1345,465,800,1015,1062,987,1765,1406,2635,5206
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",1601,2770,2728,3036,1667,1942,1475,1427,1155,1048,,65294,69726,82214,72329,72710,101734,122848,88667,71645,68309,,2240,3718,3231,3172,1752,2006,1551,1547,1214,1128
294130,Tetracyclines and their derivatives; salts thereof,425,400,704,865,1221,1189,1515,1387,910,1047,,365775,352835,391959,354088,319606,331094,375902,406288,429379,446717,,2995,3910,2946,3891,3724,3547,3682,4061,4042,2774
722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",1304,1318,3018,2137,1014,1042,1234,560,490,1045,,3190902,3046385,6010346,5291814,4797654,5661852,5193095,4003480,2844349,5241304,,2921,2390,4436,3562,2053,2002,2313,2341,2544,6461
621440,"Shawls, scarves, mufflers, mantillas, veils and similar articles of artificial fibres (excluding ...",2955,2635,3402,4205,4981,3397,2799,2657,1667,1044,,190666,219087,186381,155956,141473,120080,106844,89003,50350,49557,,4384,4028,4843,6206,6729,4621,4128,3694,2245,1610
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",1788,1979,1074,250,478,818,343,368,212,1043,,723462,632617,813635,838564,685312,676566,500921,484409,443558,799874,,692226,571454,522099,436688,477792,506171,581778,406366,368800,687652
845710,Machining centres for working metal,752,667,374,141,484,381,444,288,449,1041,,136290,157878,208301,198750,141200,144911,190059,249874,210006,256595,,37356,20507,16045,15128,21715,29162,29846,31403,30004,43510
741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",56,30,236,82,165,261,477,363,510,1039,,361749,405428,278254,130854,118030,204546,245327,258666,306438,385032,,3945,2273,3084,2244,1652,3402,2646,2161,1600,2714
390940,"Phenolic resins, in primary forms",3059,2958,3905,3676,3886,4937,6986,4336,1419,1038,,154410,156047,147043,136974,135375,163753,189630,174098,150014,176979,,10806,9951,11625,9199,9454,14477,13930,12151,9227,12964
320420,"Synthetic organic products of a kind used as fluorescent brightening agents, whether or not ...",905,773,854,571,1240,339,385,494,1001,1036,,125633,135003,139826,146384,151284,152544,205904,235703,179718,180385,,6917,5181,5212,5016,5530,3842,4405,7911,6576,5619
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",2213,893,1413,1379,825,467,1100,454,653,1033,,60435,93613,106770,110261,102697,100970,99922,97177,88066,98855,,5864,1503,2275,2382,1805,1419,2109,1460,1368,1935
621220,"Girdles and panty girdles of all types of textile materials, whether or not elasticated, incl. ...",273,1491,876,285,325,419,754,593,520,1030,,65178,59479,58429,64644,66388,65487,73962,75692,111265,142555,,1016,3188,1726,771,422,518,885,892,729,1787
820330,"Metal-cutting shears and similar hand tools, of base metal",620,525,628,639,575,558,598,789,764,1028,,21220,24246,27982,26514,26854,31405,37580,40351,41644,43232,,3017,2657,3160,3718,3717,3241,3297,3111,3652,4430
392059,"Plates, sheets, film, foil and strip, of non-cellular acrylic polymers, not reinforced, laminated, ...""",841,1380,1243,867,717,1483,1491,1368,775,1023,,4982,7580,25924,11552,17970,18793,16457,11213,10064,12182,,5532,5930,6757,7010,7157,6240,5019,4609,3576,5108
721924,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",12,2,45,0,201,178,133,5,65,1019,,5567,5072,43269,52216,45788,33080,28789,26337,33501,27958,,339,493,245,269,604,897,616,2449,684,1181
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",77,149,123,128,169,621,433,456,499,1018,,25312,33638,59968,53862,68898,72995,79466,81600,83884,113139,,1264,1800,1840,2250,3051,3506,6430,4563,3593,5900
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",684,356,153,245,273,519,811,757,908,1015,,184152,185058,213035,206552,202872,233591,284904,268625,268423,306510,,1101,852,840,520,734,688,910,947,1134,1943
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",1366,975,1372,1895,1686,1052,770,849,3452,1015,,290054,246318,236998,158085,173946,190362,211865,247014,296197,285885,,2223,2611,2422,2628,3654,2127,1712,1622,4036,1964
610811,"Women's or girls' slips and petticoats of man-made fibres, knitted or crocheted (excluding ...",3301,2696,2315,1410,2246,1183,1346,1163,1023,1011,,25607,24463,23653,20282,14046,12991,13268,13226,10298,18859,,3704,3229,2896,2103,2453,1321,1554,1392,1347,1356
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,2726,2150,555,222,479,535,160,197,241,1007,,175606,205396,309589,229059,180498,245666,296189,258063,255589,225107,,6430,3749,1141,2936,2576,1038,365,393,423,1237
291219,"Acyclic aldehydes, without other oxygen function (excluding methanal [formaldehyde] and ethanal ...",638,890,479,862,803,819,1553,888,1246,1007,,52518,54576,57212,63775,60612,79794,103249,103868,95128,117583,,2831,3603,4248,5389,3859,3560,4008,4918,4503,2632
281310,Carbon disulphide,1486,2165,2259,1512,500,167,121,206,71,1006,,9834,13896,12168,4652,1084,882,1517,987,1040,3479,,2961,3400,3123,2864,2371,1413,1179,1118,1094,1346
870821,Safety seat belts for motor vehicles,7875,7093,6746,7133,8693,4834,1020,605,816,1004,,94238,90585,106538,85529,82846,76477,81681,78624,72758,92752,,25331,20029,17097,17293,18132,12739,8323,7894,8211,10247
901210,"Electron microscopes, proton microscopes and diffraction apparatus",315,205,268,708,378,127,205,258,808,1003,,3405,4463,8666,9810,8881,7432,10108,17476,7881,12250,,16834,13302,24759,15380,10241,25123,20585,15586,17290,14133
710490,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded ...",173,133,46,41,95,534,400,203,1823,1002,,46775,144642,233810,238416,139004,131500,150346,207033,280771,466714,,730,651,504,613,906,909,1263,2639,9833,16839
580136,"Chenille fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",1570,1703,3435,3537,2465,1361,665,666,897,1000,,222346,248265,245284,218048,188414,158997,155054,174724,174050,207086,,6676,6970,9237,7881,6378,4497,3136,2846,3151,3382
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...",16,66,68,76,563,591,1051,1222,825,999,,36137,45567,42959,28665,25710,33765,58277,58007,62169,80691,,1017,1199,1009,941,1502,1965,1976,2056,1586,1982
870911,"Electrical vehicles not fitted with lifting or handling equipment, of the type used in factories, ...",168,143,92,24,97,166,1729,460,659,996,,13292,16162,15600,17568,23726,27276,35902,46328,79208,42780,,3192,5292,4816,8398,5395,7743,5845,5295,4698,5827
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",126,110,101,129,664,359,285,328,296,994,,1272178,1464287,349111,112247,92332,84215,77106,71941,61018,82227,,460,423,522,509,991,797,614,866,744,1522
81090,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...""",412,813,660,767,469,409,604,642,908,994,,162663,183824,178888,296366,167986,126473,160001,244837,252802,243391,,4449,5326,6322,6100,5889,5868,6857,7401,9490,8848
850239,Generating sets (excluding wind-powered and powered by spark-ignition internal combustion piston ...,411,105,1343,6083,2447,344,86,720,542,985,,105267,85394,103744,130144,95854,72179,127813,118751,346164,338064,,419198,319821,230473,29475,25166,31094,70684,20780,17289,18860
721730,"Wire of iron or non-alloy steel, in coils, plated or coated with base metals (excluding plated ...",1810,1306,501,398,315,851,1459,1164,2132,982,,228986,237900,280144,276329,284305,309799,374049,326340,290100,417982,,2682,1674,942,736,1036,1403,2554,1716,2904,2755
871492,"Wheel rims and spokes, for cycles (excluding for motorcycles)",1055,966,552,331,309,282,271,436,582,982,,149185,147945,168483,176098,166564,170523,186212,186370,211436,299431,,9497,10198,8005,7852,7005,7662,7408,6024,6597,9037
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",6,0,3,6,3,0,0,22,193,981,,7438,5468,4921,2110,3228,2820,1764,1015,1037,2136,,1410,1008,1103,1080,784,1107,1303,989,1051,2475
283711,Sodium cyanide,2521,3109,501,1299,686,247,460,41,219,974,,181294,248538,123094,98720,133513,141037,182809,227015,247415,223364,,5131,4682,1798,2141,1022,1126,1054,371,1242,5852
621420,"Shawls, scarves, mufflers, mantillas, veils and similar articles of wool or fine animal hair ...",1665,2961,2269,3118,3188,4793,2326,1478,1088,973,,188573,185908,214011,248241,241732,223867,189248,149631,80595,81409,,7074,8373,8246,10158,10456,12451,11561,10871,7666,6710
620422,"Women's or girls' ensembles of cotton (excluding knitted or crocheted, ski overalls and swimwear)",1433,641,663,1058,776,489,489,618,473,971,,11791,14227,66961,53226,50162,152523,81543,101626,89687,111888,,1918,1202,1292,1281,948,910,687,1180,755,1492
160553,"Mussels, prepared or preserved (excluding smoked)",1189,2082,2296,1800,885,667,777,932,1238,970,,17146,21144,23051,24373,16132,20621,20526,24497,17219,20170,,7452,7923,7211,5764,5038,5774,6552,4229,5935,5502
130190,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excluding gum ...",1240,927,425,272,165,198,421,972,646,967,,11223,13360,8083,4604,3959,4070,6252,7233,8503,8564,,3691,2695,1855,4497,1364,1600,2122,3162,3494,4653
620461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",1198,1532,1558,1931,1650,868,899,977,1025,965,,54349,45148,37879,38804,42965,78367,37019,33170,19567,22843,,2786,3265,3109,3643,4174,3368,3891,4006,3240,3816
890710,Inflatable rafts,1336,813,1043,812,1032,952,602,594,553,961,,34085,37321,37706,38112,39705,47052,50263,56434,55794,99869,,5588,7685,6341,8195,8435,7440,7646,5778,6115,7572
846791,"Parts of chainsaws, for working in the hand, with self-contained electric or non-electric motor, ...",276,143,277,297,439,958,775,813,1106,960,,46278,48524,59991,64755,67094,68807,73442,78696,96755,123902,,4998,5129,4714,4569,3545,4911,4615,3981,7194,6346
30439,"Fresh or chilled fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon ...""",32,376,224,1160,508,856,881,592,1626,956,,1322,5681,4761,6057,6803,2928,4254,4834,3588,2221,,3537,3462,2598,2766,1899,1872,2463,3612,2795,2474
940591,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of glass, ...",844,871,1470,1474,1212,1289,981,716,1132,955,,1975047,1850287,348547,380079,290345,298892,305458,303994,365667,354422,,2155,1778,2846,2193,1905,1891,1534,1315,1767,1490
170410,"Chewing gum, whether or not sugar-coated",797,805,754,847,578,189,507,2890,316,952,,51041,71595,92890,86605,91693,88435,112654,77226,65665,69598,,4220,5282,5595,5410,5983,4653,5922,8779,4266,6995
600622,"Dyed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",363,241,1504,1530,1264,858,547,528,717,950,,1789363,1786651,1700257,1665977,1495374,1663951,1879690,2059828,1754164,2157088,,1562,1188,2744,1954,1781,1299,1414,808,941,1297
230250,"Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, ...",11,7,31,10,0,57,0,301,432,948,,10536,10529,8298,5562,6343,6634,7752,6267,5466,2950,,11,12,33,36,0,128,90,402,547,993
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",475,404,356,341,440,428,451,466,733,946,,224367,253698,246073,234789,249110,263474,269443,291353,286134,274715,,6965,5159,9464,11229,12329,13356,13226,9731,8737,8693
720229,"Ferro-silicon, containing by weight <= 55% silicon",3544,1894,2757,766,2330,2460,1355,553,529,944,,78539,64845,67432,55892,45895,43020,45190,39881,25958,33809,,28836,19087,22574,15813,12577,7756,15807,16375,13054,8499
720521,"Powders, of alloy steel (excluding powders of ferro-alloys and radioactive iron powders "" ...""",1778,1658,826,1658,1229,2381,1132,187,224,943,,35233,40666,48978,39056,29058,33342,47097,52710,60432,57932,,3241,2762,1195,1980,1621,2662,1517,740,815,2051
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",510,473,197,85,132,138,335,1295,1369,938,,198363,190074,273136,262777,245833,356396,552673,383685,290444,400542,,621,586,343,155,614,771,837,2376,1757,1402
620291,"Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",515,314,341,308,1055,894,1333,1360,1445,937,,44484,38643,34672,23419,42713,367063,35587,18037,30656,36048,,852,566,683,578,1666,1828,2193,1949,1866,1675
581092,"Embroidery of man-made fibres on a textile fabric base, in the piece, in strips or in motifs ...",657,813,942,1207,1460,1581,1913,1179,787,937,,958072,935554,926302,765116,672368,707368,724237,791173,471046,613556,,2568,2740,3144,3039,3047,2916,2945,1976,1367,1670
843860,"Machinery for the industrial preparation of fruits, nuts or vegetables (excluding cooking and ...",404,1020,472,542,491,331,830,565,540,935,,30697,26908,30669,32263,48537,46457,61409,57752,65910,76915,,15925,12036,16890,17563,9507,15555,14422,15620,10587,17383
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,441,532,606,443,515,502,623,545,646,935,,15512,17581,22273,19744,18738,20112,17436,16337,14454,14939,,561,775,788,903,731,1047,906,1047,1510,1929
120810,Soya bean flour and meal,83,215,1087,625,374,1349,1515,2047,1423,930,,1231,391,441,342,1164,1712,2180,2446,2088,1853,,1421,1569,2851,1760,1454,1937,2235,4261,3871,2623
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",774,371,1259,865,1440,955,705,771,1016,929,,42018,18924,21395,15913,10990,14391,7469,54524,5010,4307,,33492,24810,41113,21963,23999,21738,23467,16229,22037,23340
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),20,98,113,78,113,85,286,323,574,927,,27883,33825,32349,24672,19678,27094,45562,55117,74782,77416,,299,421,409,431,423,587,665,689,1104,1524
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",573,2269,985,104,294,482,232,563,789,927,,114465,129791,113134,126172,91164,93265,106770,119496,100683,96005,,8766,7886,5840,2817,2274,3823,7251,6479,15081,6936
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",5,5,1,0,2,0,1,1,0,926,,748,1286,1133,1341,1446,1716,1448,1930,4208,10087,,23,387,299,459,612,351,205,373,120,1287
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",750,1096,636,1138,1416,435,493,681,725,925,,96909,168934,180614,171590,273196,109305,118735,143342,128674,152113,,2436,3298,2088,2516,2928,608,809,954,6385,5281
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",53,72,131,194,325,343,464,1168,640,925,,383685,510593,766976,1290714,745236,1023410,1386274,1520033,1589597,1985426,,2186,1915,1877,1408,1593,1549,1444,2452,1649,2248
120999,"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ...",1103,627,861,796,507,1498,737,359,1147,924,,7343,5840,5035,4927,5086,3919,4116,4050,4141,4734,,19796,17951,20829,18320,21410,24735,19680,19738,25095,24875
481420,"Wallpaper and similar wallcoverings of paper, consisting of paper coated or covered, on the ...",158,193,140,175,140,219,128,205,226,924,,182711,326741,323118,273976,263236,329113,306141,356881,379585,454093,,1265,2306,2623,2267,1920,2243,2154,2365,2064,3252
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",7191,7830,6723,5039,3705,1036,598,559,581,924,,52618,55591,51675,47992,47929,48239,51989,53624,57638,52818,,40880,38948,35909,26683,25808,21810,22665,20953,21937,21784
847971,"Passenger boarding bridges, of a kind used in airports",0,5583,12463,309,0,1437,786,14,2389,923,,38086,55661,61000,53370,38743,52550,48348,59577,33675,25559,,2739,8473,13585,794,1708,5198,1349,162,2389,923
830150,"Clasps and frames with clasps, incorporating locks, of base metal",66,121,102,691,1007,457,642,346,665,923,,16729,19846,22295,22853,28701,29592,30155,28586,26120,27823,,188,362,127,836,1413,523,742,437,712,1057
950611,"Skis, for winter sports",1362,1684,1168,1120,1204,1390,1300,1965,1385,922,,27532,20229,16056,13549,7037,8578,9572,7151,10910,15699,,5321,5887,5464,5620,5864,5677,6705,7315,6457,5231
722850,"Bars and rods of alloy steel other than stainless, not further worked than cold-formed or cold-finished ...",56,38,24,102,156,614,848,576,892,922,,58467,62972,186350,116022,111759,46210,61033,75002,57988,78487,,1525,5151,1275,1638,1025,1127,1848,2394,1870,1624
400270,"Ethylene-propylene diene rubber """"EPDM"""", non-conjugated, in primary forms or in plates, sheets ...""",649,466,558,774,474,612,727,647,998,921,,6601,4510,9061,15997,28400,31444,31086,28357,29137,76330,,11040,6416,6232,6320,4973,5511,5176,6781,7345,8832
846520,"Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard ...",0,0,0,0,0,616,849,339,581,915,,0,0,0,0,0,2736,9046,17738,19179,24978,,0,0,0,0,0,2604,2358,1683,1009,8829
70810,"Fresh or chilled peas """"Pisum sativum"""", shelled or unshelled""""",5032,3329,2461,1345,1388,1585,1303,822,810,914,,29230,34238,29924,31589,32851,23743,23291,26692,30316,20863,,5273,3539,2643,1451,1755,1985,1812,1418,1373,1048
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",1088,1878,1353,1069,1281,1503,1306,1077,1024,914,,612725,653105,731203,634818,526915,541103,556482,644730,541226,801678,,2029,2622,1965,1946,1998,2263,2209,2008,1939,2745
420229,"Handbags, whether or not with shoulder strap, incl. those without handle, with outer surface ...",776,763,793,692,702,873,1358,1015,475,913,,36657,30989,16566,23451,21019,22546,32584,36402,31949,36094,,1410,1625,1477,1370,1402,1933,2338,2003,1534,2312
845590,"Parts of metal-rolling mills, n.e.s.",693,204,466,4350,285,347,339,604,1209,911,,451890,448034,332498,269762,240139,251285,312193,456317,326197,295068,,6342,3322,3116,8206,2301,2290,2061,3457,2360,2832
901390,"Parts and accessories for liquid crystal devices """"LCD"""", lasers and other appliances and ...""",391,400,520,471,788,823,646,518,612,909,,1949547,2101424,2118343,2137433,2165791,1749811,1402180,1203714,1333638,1295774,,15621,17438,13281,17102,14642,23560,17156,9326,15896,16914
843820,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate ...",283,378,224,638,265,219,958,502,573,908,,35480,59060,76945,46589,41167,36800,48064,49032,49410,62025,,6428,9968,7647,9573,9282,9752,13688,6603,13924,11830
950612,Ski bindings,443,393,303,406,510,556,630,1371,725,908,,33834,31537,27231,22261,21748,25486,29422,31430,22769,30159,,1410,1475,1145,1480,1522,1323,1908,2560,1766,1772
420219,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...",2178,2236,2409,1974,1639,2216,2571,2325,1013,907,,31941,34642,36813,31641,24974,31761,51480,65028,36349,49351,,3269,3667,4147,3746,2998,3671,3839,4348,2631,2576
620191,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",1511,995,664,1027,1380,1207,815,920,965,906,,117470,96994,105238,91434,51784,37685,26188,26000,13846,14087,,1965,1486,1277,1464,1981,1803,1506,1713,1677,1638
401032,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",642,647,690,406,276,225,188,214,200,906,,18057,17468,17935,22398,22045,23440,30500,32276,33992,47018,,3707,3521,3216,2744,2468,2985,2137,2091,2483,3630
740829,"Wire of copper alloys (other than copper-zinc alloys [brass], copper-nickel alloys [cupro-nickel] ...",781,623,709,488,368,249,545,588,428,901,,33192,29994,34702,33351,27833,27317,32574,34203,25452,44630,,2161,2081,2232,2137,2527,2870,3231,1632,790,1610
844250,"Plates, cylinders and other printing components; plates, cylinders and lithographic stones, ...",8236,7618,1913,658,464,268,262,1271,921,901,,45141,49279,56295,53970,55890,82775,80983,78668,80498,87698,,18585,16642,7750,5541,4918,3348,3273,3104,2663,4149
621320,"Handkerchiefs of cotton, of which no side exceeds 60 cm (excluding knitted or crocheted)",1837,1622,1702,1919,2195,1543,1602,1203,770,900,,139322,155055,137406,104443,106827,99425,88764,76000,69134,45934,,2117,1994,2135,2175,2452,1670,1761,1362,866,1024
130220,"Pectic substances, pectinates and pectates",166,126,56,786,411,476,360,502,503,900,,33208,27413,29270,29667,41904,36822,37083,38195,44116,52577,,4996,3597,4100,5541,5053,4875,3737,3943,4482,5814
844313,"Offset printing machinery (excluding sheet fed offset printing machinery, sheet size <= 22 ...",69,67,43,88,116,40,418,1,60,897,,51067,43684,42217,50829,48847,59297,80777,88247,82865,78221,,17922,62443,35454,21607,24507,27130,9723,9229,3859,11877
900110,"Optical fibres, optical fibre bundles and cables (excluding made up of individually sheathed ...",281,1145,283,62,157,196,910,618,816,897,,104363,121098,137330,147665,161335,223771,372662,358350,302539,427751,,16945,20477,22763,25801,31615,35258,35248,17591,10513,16166
550810,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale",835,588,749,831,802,680,730,525,856,895,,534485,554293,537554,472652,398846,379191,427282,416897,351610,402999,,1972,1734,1600,1673,1624,1291,1403,1171,1548,1534
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,0,154,150,0,0,5,128,324,894,,41,82,9,17,1,2,95,896,946,846,,3536,1974,504,234,165,532,183,427,423,2050
380630,Ester gums,1040,1045,1180,1039,943,1209,1283,1077,750,891,,31785,33249,31388,22726,21888,19077,17883,16452,13485,14569,,4090,3988,4130,4282,2788,1945,2233,1702,1313,1626
620312,"Men's or boys' suits of synthetic fibres (excluding knitted or crocheted, tracksuits, ski suits ...",10920,10523,10359,9149,8797,8854,6996,4750,745,890,,524787,550185,518356,410087,350933,309925,319175,301705,149161,146399,,13544,11755,12046,10444,9848,9488,7737,5748,1110,1483
851430,"Electric industrial or laboratory furnaces and ovens (excluding resistance heated, induction, ...",334,420,223,294,626,488,456,671,635,887,,91858,91676,119011,138303,152494,81505,114406,351462,206441,270788,,3779,3831,3063,2875,4536,3384,4565,4347,4885,4268
330190,"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, ...",376,571,196,647,363,688,956,771,1229,881,,9576,10361,12341,11890,15342,21231,21747,19399,16101,19424,,9207,8739,9471,11504,9110,9557,12184,13703,15874,18553
160100,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...",136,127,154,232,331,429,644,769,970,879,,195453,183527,200401,179214,149988,184227,139481,115134,84637,80871,,6074,4834,5167,5778,6580,7313,7531,7679,8007,8091
151620,"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",165,245,653,1743,1308,126,1477,53,505,878,,535,474,294,576,905,3227,3351,5262,79675,294049,,62504,40516,26489,23789,23939,29492,30422,28380,20152,24625
960899,"Parts of ball-point pens, felt-tipped and other porous-tipped pens and markers, fountain pens ...",1570,2499,1840,1715,2353,446,447,479,1022,878,,107663,112697,111904,105996,106735,98504,106318,94475,72263,87614,,2145,3295,2873,2431,3158,836,943,945,1441,1181
281910,Chromium trioxide,79,330,1391,610,55,64,250,3,1675,877,,9960,10121,13061,9592,6857,5534,5230,5232,6291,8098,,5715,5210,5751,4822,4818,4179,4387,3761,4595,5059
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",1141,1073,418,107,65,43,136,36,91,873,,19061,11409,20100,23085,21475,24135,27974,20930,24034,26161,,4801,5655,6202,4886,4933,6091,6176,5370,6023,7206
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",725,936,755,579,934,567,809,407,551,872,,2741,14358,9671,3287,147647,3104,4793,3988,3110,2171,,12731,15435,19292,17347,18640,14587,16210,11663,14202,18767
160239,"Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus ...",19,122,129,127,157,248,337,775,624,870,,135278,118160,113895,115691,97374,104694,115826,146243,135850,129451,,1131,1273,1358,1165,1411,1399,1276,1541,1540,2264
843999,"Parts of machinery for making or finishing paper or paperboard, n.e.s.",551,1251,625,2506,1347,2686,1153,1438,569,870,,76151,74238,114919,175791,198684,152352,229494,295438,400172,364087,,27912,23965,11350,22839,8721,12932,11028,9980,10020,9844
720249,"Ferro-chromium, containing by weight <= 4% of carbon",70,27,46,33,0,0,20,144,321,864,,18856,10364,16913,16603,22947,16454,30742,15542,13888,14820,,6850,3363,3610,3056,2457,3155,3279,2883,1824,2872
