Product code,Product label,"Viet Nam's imports from Taipei, Chinese-Value in 2012","Viet Nam's imports from Taipei, Chinese-Value in 2013","Viet Nam's imports from Taipei, Chinese-Value in 2014","Viet Nam's imports from Taipei, Chinese-Value in 2015","Viet Nam's imports from Taipei, Chinese-Value in 2016","Viet Nam's imports from Taipei, Chinese-Value in 2017","Viet Nam's imports from Taipei, Chinese-Value in 2018","Viet Nam's imports from Taipei, Chinese-Value in 2019","Viet Nam's imports from Taipei, Chinese-Value in 2020","Viet Nam's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
280429,Rare gases (excluding argon),12,20,7,144,74,101,11,19,12,,,1140,1715,1139,5059,2136,1391,2278,2834,6751,9528,,2007,2043,3034,2293,2679,3501,3796,4490,4033,2585
280440,Oxygen,4,0,0,0,0,3,2,0,0,,,534,452,548,365,972,1290,379,294,268,338,,53,64,122,108,217,190,171,192,248,441
280461,"Silicon containing >= 99,99% by weight of silicon",0,0,2,0,127,12,34,68,26,,,397575,499604,600230,511907,615390,614762,551139,244648,172824,288509,,98,217,386,424,522,1543,24868,34616,35920,123366
280700,Sulphuric acid; oleum,520,1202,1279,916,1597,1723,1691,1159,355,,,11754,10122,12319,16038,22283,26563,35120,42735,58441,81023,,11123,7013,6670,10997,12915,22544,26937,21488,13864,26124
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",453,120,103,10,13,12,9,7,28,,,17517,17652,18177,19700,22007,23785,24361,22997,25102,25159,,5183,5603,5672,7574,7746,8642,10927,8772,13929,15485
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,164
281610,Hydroxide and peroxide of magnesium,3,160,22,12,6,35,51,62,7,,,228,192,87,238,127,146,129,132,144,116,,3151,4153,3181,2793,2672,3276,3088,2869,2873,3154
281640,"Oxides, hydroxides and peroxides, of strontium or barium",1,0,0,0,0,0,0,0,0,,,9,15,20,40,10,9,47,21,30,29,,58,68,65,135,136,82,537,128,119,98
282410,"Lead monoxide """"litharge, massicot""""""""",442,529,428,556,784,957,1186,1103,771,,,11558,17395,13927,13442,11311,14339,17436,15567,13045,14705,,607,689,674,686,1020,1199,1247,1259,1359,2942
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,0,0,0,0,,,19,13,5,1,2,112,97,95,0,60,,120,229,226,269,368,142,28,88,49,123
282710,Ammonium chloride,62,111,5,12,17,18,17,105,791,,,107,110,141,112,87,73,128,105,86,125,,3027,2141,2115,4533,20208,25871,28018,35356,27914,62492
282720,Calcium chloride,4,1,1,6,1,14,0,7,2,,,25,31,32,25,26,34,47,92,51,44,,1351,1784,3494,3104,2345,3281,4060,4447,5428,22157
283421,Nitrate of potassium,69,2,20,21,0,25,0,0,0,,,1407,1627,3587,975,497,435,209,55,44,8,,1627,1098,1869,3117,4811,7771,5794,5584,4189,6643
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,,,164,146,743,2,91,172,189,26,3,137,,416,724,587,710,846,1079,1378,1686,1159,399
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",1,10,7,4,34,23,0,0,0,,,1134,892,1031,885,726,573,792,388,455,534,,771,1892,2614,2683,1135,1014,1204,941,1226,891
284161,Potassium permanganate,0,0,1,1,1,0,0,0,0,,,457,262,345,239,121,29,1,47,33,160,,1225,1332,1241,1446,2265,3054,4841,7008,8699,8717
284170,Molybdates,1,0,0,5,2,1,1,1,1,,,1,1,0,570,196,0,0,0,10,8,,102,134,167,214,240,164,219,238,256,359
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",32,44,54,29,27,42,51,50,95,,,3136,3505,4148,2839,2341,3125,3143,2612,2972,5406,,1113,1989,2140,1715,2737,3122,13642,34939,39514,26666
284321,Silver nitrate,391,530,933,677,786,639,460,794,553,,,729,843,498,475,389,692,412,693,574,1679,,775,1617,1989,1044,980,1002,886,1485,1034,1754
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,1,0,0,0,1,0,0,0,,,1046,1901,1248,1544,26758,3096,1856,24209,480,1034,,54647,56803,107532,92134,88785,111381,0,0,0,290114
290211,Cyclohexane,552,150,419,978,1342,725,204,61,0,,,775,1968,475,432,1062,525,723,977,464,270,,1477,1414,2257,1686,1677,2081,2375,1006,960,1142
290230,Toluene,3561,2196,18069,16300,20821,19479,17226,35414,7323,,,22473,78099,287986,202452,141652,194316,215895,232861,152116,240161,,84576,78292,76643,60221,63405,85148,124143,114818,93757,101524
290250,Styrene,7295,10508,12084,9850,10481,3732,26679,19776,16013,,,487781,844053,860255,517667,516834,299671,683486,384721,316712,416289,,61827,118959,108133,96022,84315,100150,123336,111617,85894,121093
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,5,10,9,6,6,19,1,12,3,
290321,"Vinyl chloride """"chloroethylene""""""""",29999,77338,83124,83551,77965,27890,44921,38247,35200,,,283192,252978,282090,247519,182543,188929,223410,223109,206228,368801,,194141,224296,236000,203874,215627,246166,264893,259270,262124,415502
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,44,0,0,0,0,0,0,0,,,27,2,3,1,30,407,955,789,920,949,,702,884,963,1910,1077,319,438,426,406,184
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,,,0,13,252,133,67,75,140,96,86,74,,315,134,159,112,168,183,121,198,89,60
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",85,119,166,174,172,216,265,274,208,,,8903,8393,9545,8834,7924,7086,7945,8114,8106,10165,,527,772,611,808,902,927,998,1322,1476,2841
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,8,0,0,8,0,0,,,0,0,0,0,0,12,27,29,11,0,,52,22,27,96,28,69,133,62,353,103
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",2417,2168,3126,1717,1340,1207,1399,1039,2577,,,106457,104545,107897,70570,62301,93075,106306,76381,105937,127615,,12338,14924,20191,14504,15269,20411,23427,22609,28600,29620
290545,Glycerol,13,2,2,2,2,3,16,73,15,,,901,1464,1138,1046,1107,1819,2480,1644,1714,1931,,3612,5268,6702,5420,6178,8279,12109,10205,9778,15132
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",60,53,65,90,91,53,56,54,25,,,0,0,0,0,0,7,9,28,8,37,,2254,133,313,819,1109,1448,56,55,25,55
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",79,11,17,1,0,0,0,0,0,,,41,44,36,42,31,141,51,1,30,0,,935,908,1624,1163,694,691,744,645,689,425
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",1069,1373,2196,1409,782,1244,2156,1472,1167,,,113879,141387,165479,107646,88548,123022,122962,90235,70945,118834,,4369,4688,6078,4645,3577,5645,6281,4371,4420,8640
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",0,2,7,15,40,54,88,128,45,,,5209,3373,2500,5665,4651,4252,3572,6445,7038,8130,,120,116,165,74,232,291,531,645,956,1444
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",34,19,0,0,0,0,0,0,0,,,7127,7437,8284,10118,7360,4992,5984,9215,10858,7902,,247,398,528,524,342,263,285,584,506,278
291511,Formic acid,53,71,153,114,47,126,210,0,0,,,163,161,583,2365,505,508,576,157,47,191,,7746,7258,8176,6907,6010,9706,13416,8618,6036,7411
291611,Acrylic acid and its salts,81,1,821,656,116,311,377,399,678,,,11185,1174,4798,8828,7018,6782,7217,6635,5563,8646,,1641,1434,2572,2020,1469,2430,2831,3034,2933,5448
291816,"Gluconic acid, its salts and esters",148,77,153,194,134,64,73,92,94,,,126,88,57,67,77,109,172,72,79,52,,4514,4274,5360,6005,5824,5947,7950,7611,7625,11024
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,0,60,,,0,0,0,0,0,86307,99791,94031,78513,95392,,0,0,0,0,0,0,83,1603,1854,5112
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,3,3,
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",0,3,2,0,0,17,9,3,42,,,9621,8449,11646,6841,6656,9860,10076,10668,12641,15046,,251,266,313,394,187,265,500,1045,1475,1265
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",0,0,0,1,2,2,14,12,15,,,505,1265,1414,921,730,624,1589,2401,2440,2046,,813,885,1108,928,932,738,1266,1265,925,1003
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",0,1,16,8,18,42,67,42,32,,,1325,2945,4543,2494,1944,2363,2271,1924,1368,2152,,2382,3953,4302,4761,4660,9119,8986,9751,11167,23488
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",38,31,3,1,5,5,10,13,9,,,144,149,442,357,205,231,561,424,1399,2251,,116,164,126,167,225,275,331,443,652,2993
292242,Glutamic acid and its salts,9,11,12,6,9,7,6,6,5,,,66897,55530,68735,50473,43868,36348,32369,33584,36444,29581,,35519,97305,83167,82762,87798,112475,91459,111052,108574,110582
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",368,292,262,312,289,224,295,336,289,,,10036,9993,10144,7718,5379,8621,7189,9368,10065,9664,,11813,18924,23167,17887,18416,17086,17886,19222,19782,32494
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),53,8,11,45,41,16,3,41,0,,,7378,4139,3483,4181,4581,5209,7892,7842,8370,11397,,2700,3914,4084,6271,7107,9909,8473,10893,8344,8582
292610,Acrylonitrile,298,280,361,0,0,0,0,13,42,,,284611,304999,346356,245782,184071,235697,408299,326259,181032,336355,,461,394,543,368,351,363,514,531,426,307
292910,Isocyanates,5067,3657,7027,3675,1902,2566,3048,3590,3036,,,14079,11319,10969,9409,33804,52738,48745,35560,29230,37822,,77816,83882,117980,107208,106725,177971,228038,199980,185922,220986
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,179
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,19,
293211,Tetrahydrofuran,153,107,169,9,107,394,606,560,1878,,,70895,109364,79742,65558,45265,55842,57683,33713,49836,168108,,578,475,535,423,552,937,1539,2953,3582,36670
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,1,2,2,2,0,2,0,,,38,3,27,30,4,8,0,0,0,0,,34,33,269,370,153,2,2,43,1,10
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,12,0,0,0,0,,431,645,698,693,872,636,429,728,740,39
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,,,778,1698,1550,1442,1460,2378,2479,2916,4346,443,,94,176,178,294,151,84,274,394,79,54
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,7,177,113,108,27,204,88,
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,0,0,0,0,0,0,0,0,,,11,17,15,127,8,19,25,37,54,37,,5,88,36,8,0,25,53,23,0,31
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",69,0,0,0,0,0,0,0,0,,,520,1961,2104,1758,1662,1954,479,761,523,33,,368,520,780,762,868,1051,1016,890,1009,6859
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",8,4,5,62,77,93,122,135,168,,,45183,50270,46759,37750,45164,44131,51641,47533,68745,40757,,21703,24429,24583,27376,26220,30673,40003,58040,65474,75802
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",39,166,0,0,0,0,0,0,0,,,605,5474,3992,3399,3912,4663,4107,4404,4033,4935,,2691,5997,5180,6313,6951,6959,7696,8381,10138,11343
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,4311,7308,6337,5300,4127,4369,4426,2850,1527,1852
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,2,2,0,0,,0,0,0,0,0,0,0,0,0,66
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",498,956,1145,1061,1665,548,528,721,532,,,1915,2317,3269,5059,6546,6264,6940,7808,9116,7637,,26930,23374,32978,43852,33041,40134,51635,90132,114192,43185
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",1790,2597,2939,3050,3377,325,144,9,37,,,5166,5671,7618,7001,9675,8192,11953,13243,10442,11818,,5825,5957,6288,6805,8172,5484,5308,5459,4014,15637
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,6,24,21,8,6,16,0,0,0,,,23,20,2,0,12,15,63,2,0,0,,1140,857,1103,2308,1705,4502,5136,6611,6626,6985
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,173,890,107,9
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,1565,1923,2534,3436,3407,5853,3346,5938,2914,41224
320120,Wattle extract,20,26,7,6,8,7,2,0,0,,,80,91,116,276,389,350,229,280,446,558,,460,751,1147,879,1225,1190,1246,1035,912,2549
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,501,490,753,753,968,1354,1945,2067,3019,,,91609,107727,113215,89202,92329,98589,108242,110153,89125,109051,,7909,11710,25912,35816,28515,44765,60026,57281,57092,90509
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,66,102,161,198,155,232,243,155,107,,,722,768,654,552,273,301,205,258,273,468,,3392,4110,4041,4641,5150,7558,7509,4775,4290,5938
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,2,1,0,0,0,3,10,39,86,,,605,750,801,454,465,565,555,350,363,281,,748,1379,749,747,731,687,659,709,687,435
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",2271,2509,2503,2507,3208,4797,3415,3405,4593,,,13290,13815,15395,12219,15297,15617,15497,13707,11523,13237,,12456,11245,13433,13967,14594,17006,17554,17577,18558,16080
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",2418,2206,2658,2883,3417,3172,4371,3507,4479,,,30563,28828,38917,32779,32988,34409,32925,30259,28442,31355,,24679,24665,46058,46984,56213,54240,63416,62364,69260,69155
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",2213,1291,1600,1723,1741,2369,2042,3138,3535,,,1570,1835,2783,5330,6817,9345,11265,11665,13229,16338,,15474,18513,22281,23317,22346,26002,30358,36199,40494,32907
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",4488,5722,6343,5968,4733,4509,4755,5288,5987,,,20635,22563,24253,21656,21501,22217,25546,22052,19928,31609,,26233,31980,35360,36436,41239,48943,56120,65618,72165,64295
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",241,318,301,405,359,515,567,595,1493,,,14434,14740,17033,17302,17340,18772,19217,19552,26979,40151,,27245,29431,37686,44103,54148,63328,88829,90285,85814,103929
321511,"Black printing ink, whether or not concentrated or solid",1873,2494,2321,2786,2137,2367,2292,2047,1673,,,7701,6705,8237,7285,7295,7135,7688,7377,7552,8245,,21729,22376,24102,33365,39034,59892,74787,71718,68735,23558
330710,"Shaving preparations, incl. pre-shave and aftershave products",0,0,0,21,6,6,24,87,41,,,197,468,312,345,426,441,436,363,110,167,,388,665,521,596,1264,1945,3418,2614,3002,4078
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",1,0,2,1,4,7,0,0,2,,,1186,2394,1861,1489,1204,1105,982,1105,1043,1017,,40,82,107,191,403,205,801,752,299,7668
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",34,37,75,48,70,100,142,107,89,,,27417,42355,33141,32895,40616,60931,78748,49721,38086,33688,,7748,6688,5399,5808,6962,9489,10004,12129,11752,42029
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",128,174,85,34,36,75,50,57,31,,,184,109,143,443,299,211,180,229,164,257,,11193,10770,10216,9280,9561,10527,11526,8499,9293,15087
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",3636,4140,4997,4895,4381,3820,3432,3319,2925,,,25519,24714,30109,33795,37244,31922,35731,37455,38769,50121,,39498,35589,36039,44118,46909,50610,50223,50218,53090,72811
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,0,0,0,0,0,0,0,0,0,,,54,73,20,44,29,22,27,21,134,67,,4295,5817,11085,6313,10587,14527,12600,15770,16610,10632
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",12,0,0,0,0,0,0,4,1,,,2456,2788,2209,3775,2675,3084,6297,11171,17140,21575,,1239,3890,3585,4064,4370,6035,7249,7432,11821,22695
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1815
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",85,73,77,15,34,63,22,8,0,,,29357,24119,17584,897,1281,188,235,221,95,90,,678,460,952,1209,3581,478,434,499,310,209
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,,,0,1,27,29,100,0,0,0,91,137,,59,84,55,0,0,0,24,51,64,2
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",4,2,1,1,0,5,0,0,0,,,251,28,34,39,20,43,20,6,93,171,,113,313,203,192,77,7,5,48,73,5
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",16,0,0,0,0,0,0,0,0,,,622,4831,849,29,33,8,0,10,8,18,,8402,7252,7798,8845,9192,7154,7187,5574,2892,498
380120,Colloidal or semi-colloidal graphite,0,3,1,63,59,27,0,1,7,,,129,144,274,89,75,36,19,292,162,28,,159,479,204,213,447,1140,347,206,326,288
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",13,6,0,0,16,0,0,0,0,,,151,181,109,219,79,70,102,488,966,1152,,499,478,567,347,330,387,115,0,0,132
380630,Ester gums,67,175,187,167,96,89,120,183,138,,,117,61,207,69,205,177,132,411,440,393,,990,1301,1487,1735,1817,1694,1707,1919,1814,713
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",170,156,144,187,408,244,248,286,239,,,5805,6492,5403,4134,4287,4768,4128,3430,2680,3011,,3153,2739,3254,2594,3247,3735,4369,5591,6166,6571
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,0,42,299,365,689,855,704,636,565,,,7228,7345,8411,6326,6167,7301,6566,4075,4230,4765,,20574,24016,24433,22765,19073,8375,8107,8413,6738,7651
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",360,320,567,625,579,1535,2268,1897,1114,,,4467,3153,7103,6455,4891,8424,342,661,764,1205,,25651,30801,25477,31216,33950,32405,48875,70300,84555,52795
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",1424,2179,852,1205,918,1790,1664,1968,2967,,,56684,41827,41326,38562,36093,38116,41220,56264,29409,40493,,20734,26252,23245,22856,24988,38716,39241,44682,48034,61743
382370,"Fatty alcohols, industrial",192,58,81,0,4,1,1,2,1,,,520,244,19,43,45,1147,380,0,8,64,,1291,1355,1585,1085,2176,1461,1290,1241,1642,2895
382430,Non-agglomerated metal carbides mixed together or with metallic binders,2,6,2,13,1,0,2,0,0,,,1635,1590,1786,1725,1643,1563,1412,1082,1527,8793,,2406,319,582,96,282,147,188,68,139,554
382549,"Waste organic solvents, non-halogenated",0,0,0,73,1,0,0,0,0,,,,,,,,,,,,,,0,0,1,73,1,0,0,0,0,
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",9342,11877,15335,15897,14811,16924,27575,23178,20114,,,354720,474114,462121,416679,382847,410909,466676,386535,323271,393006,,363938,401366,488616,459700,508529,631288,811266,765806,692386,897386
390311,"Expansible polystyrene, in primary forms",48373,73148,65761,42140,34663,46016,51276,44148,46474,,,378651,453609,454490,345257,309702,336861,340060,282781,253636,409139,,78091,91680,87247,79634,82691,105454,132862,121920,103551,115009
390422,"Plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",4443,5003,4014,4659,4788,7497,8199,11756,10239,,,161602,149826,109408,81557,70527,47390,28222,28390,23663,29791,,30029,35597,35147,36106,37997,56637,68175,86800,92034,141157
390521,"Vinyl acetate copolymers, in aqueous dispersion",582,1129,1066,983,946,1091,638,643,619,,,58534,60635,60333,54880,45165,45793,48485,48780,42036,68903,,11887,12293,16386,19653,16857,17515,20148,20728,19461,29110
