Product code,Product label,Viet Nam's imports from India-Value in 2012,Viet Nam's imports from India-Value in 2013,Viet Nam's imports from India-Value in 2014,Viet Nam's imports from India-Value in 2015,Viet Nam's imports from India-Value in 2016,Viet Nam's imports from India-Value in 2017,Viet Nam's imports from India-Value in 2018,Viet Nam's imports from India-Value in 2019,Viet Nam's imports from India-Value in 2020,Viet Nam's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
280410,Hydrogen,0,0,0,0,0,0,0,0,0,,,44,56,75,143,16,92,51,13,22,4,,23,183,7,16,36,122,17,36,21,49
280429,Rare gases (excluding argon),0,0,0,0,0,2,3,1,4,,,447,1460,739,2490,813,1356,1191,1565,1881,1547,,2007,2043,3034,2293,2679,3501,3796,4490,4033,2585
280440,Oxygen,0,0,0,0,0,0,1,0,0,,,266,488,991,1091,1363,1470,935,778,974,2807,,53,64,122,108,217,190,171,192,248,441
280461,"Silicon containing >= 99,99% by weight of silicon",0,0,0,0,0,0,0,0,0,,,39,3,1,58,0,361,0,11,7,42,,98,217,386,424,522,1543,24868,34616,35920,123366
280700,Sulphuric acid; oleum,0,0,1,0,0,11,14,0,0,,,12251,4294,5562,5066,4987,13058,12517,8254,5402,47500,,11123,7013,6670,10997,12915,22544,26937,21488,13864,26124
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",0,0,0,0,0,0,98,60,112,,,29672,21035,3680,6422,1016,252,466,1799,1684,4570,,5183,5603,5672,7574,7746,8642,10927,8772,13929,15485
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1973,3066,3240,3574,6671,,0,0,0,0,0,0,0,0,0,164
281610,Hydroxide and peroxide of magnesium,86,99,251,295,123,158,206,119,133,,,895,1017,1298,1102,2091,1588,2154,2073,2673,3487,,3151,4153,3181,2793,2672,3276,3088,2869,2873,3154
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,0,0,0,8,0,434,0,0,,,36,55,161,147,89,116,234,86,97,161,,58,68,65,135,136,82,537,128,119,98
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,0,0,0,0,42,0,,,2830,7784,7527,5158,6426,8208,6818,4472,2162,2808,,607,689,674,686,1020,1199,1247,1259,1359,2942
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,0,0,0,0,,,23,137,47,66,59,105,96,83,123,180,,120,229,226,269,368,142,28,88,49,123
282710,Ammonium chloride,0,0,30,0,0,0,5,5,24,,,6952,1893,735,732,1067,2015,3729,3503,1518,3094,,3027,2141,2115,4533,20208,25871,28018,35356,27914,62492
282720,Calcium chloride,0,10,8,13,3,23,52,95,51,,,1716,4258,6104,6734,7748,6834,7178,6212,6209,7799,,1351,1784,3494,3104,2345,3281,4060,4447,5428,22157
283421,Nitrate of potassium,0,0,0,0,0,0,0,0,0,,,1454,1795,2589,2689,3155,2764,2112,2584,2170,2471,,1627,1098,1869,3117,4811,7771,5794,5584,4189,6643
283692,Strontium carbonate,0,0,0,0,27,0,0,0,0,,,1,30,8,26,5,97,8,38,33,50,,416,724,587,710,846,1079,1378,1686,1159,399
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",0,0,0,0,0,0,70,4,1,,,547,1121,710,654,646,1737,2232,3589,4422,6588,,771,1892,2614,2683,1135,1014,1204,941,1226,891
284161,Potassium permanganate,52,11,1,0,45,0,120,1772,1765,,,5392,6410,5977,3996,4993,4898,6546,8689,7079,10459,,1225,1332,1241,1446,2265,3054,4841,7008,8699,8717
284170,Molybdates,0,14,14,43,33,42,98,75,114,,,804,2697,3943,5286,7391,11517,20006,24850,18127,32543,,102,134,167,214,240,164,219,238,256,359
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",2,4,1,5,1,4,1,3,17,,,3232,4293,5027,5197,3892,3604,3485,2962,2717,5196,,1113,1989,2140,1715,2737,3122,13642,34939,39514,26666
284321,Silver nitrate,0,0,4,1,0,0,0,277,0,,,745,470,345,313,12966,9579,268,575,180,265,,775,1617,1989,1044,980,1002,886,1485,1034,1754
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,1127,1576,0,0,7893,0,0,0,,,523,3627,4110,1262,5501,16466,18409,20861,21753,48304,,54647,56803,107532,92134,88785,111381,0,0,0,290114
290211,Cyclohexane,0,0,0,0,0,0,0,0,0,,,12066,46156,58010,27891,23849,35786,42241,25960,32412,38214,,1477,1414,2257,1686,1677,2081,2375,1006,960,1142
290230,Toluene,0,0,0,0,0,0,2,0,0,,,6230,18741,13525,5758,4785,4132,11603,9688,10964,19520,,84576,78292,76643,60221,63405,85148,124143,114818,93757,101524
290250,Styrene,0,0,0,0,0,0,0,0,0,,,29366,4852,10759,810,3671,5997,12098,3803,8881,30949,,61827,118959,108133,96022,84315,100150,123336,111617,85894,121093
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,,,1,2,4,3,7,4,2,8,3,1,,5,10,9,6,6,19,1,12,3,
290321,"Vinyl chloride """"chloroethylene""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,4,0,2,7,,194141,224296,236000,203874,215627,246166,264893,259270,262124,415502
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,0,0,0,0,0,,,923,4721,4703,4094,822,662,910,1423,2999,3941,,702,884,963,1910,1077,319,438,426,406,184
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,,,0,29906,49274,43285,50012,50052,47820,37158,30518,44645,,315,134,159,112,168,183,121,198,89,60
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",0,2,7,8,6,41,40,13,1,,,59341,90992,78738,66109,75690,74403,133713,89761,38147,38179,,527,772,611,808,902,927,998,1322,1476,2841
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,0,0,0,0,1,,,3429,4934,5603,5914,5550,7920,14825,21362,17618,18977,,52,22,27,96,28,69,133,62,353,103
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",19,24,5,82,115,4,1,0,0,,,9490,6778,9784,6019,7063,10236,8386,8917,13691,13857,,12338,14924,20191,14504,15269,20411,23427,22609,28600,29620
290545,Glycerol,0,0,0,0,0,0,0,0,0,,,1781,5125,3758,5071,4357,4530,5485,7021,8985,14683,,3612,5268,6702,5420,6178,8279,12109,10205,9778,15132
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,0,8,11,0,0,0,0,,,2252,3372,6239,2787,1924,1849,1010,2979,2862,1597,,2254,133,313,819,1109,1448,56,55,25,55
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",6,0,68,4,0,4,3,0,0,,,9495,8855,10115,9529,8430,12325,14093,14937,13618,16738,,935,908,1624,1163,694,691,744,645,689,425
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",437,1003,1342,1426,591,139,273,67,85,,,12808,27480,31941,22693,11237,17715,46132,22141,27455,30750,,4369,4688,6078,4645,3577,5645,6281,4371,4420,8640
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",0,0,0,0,0,0,33,144,21,,,3379,4680,8565,9567,10135,15771,18678,19842,18521,19318,,120,116,165,74,232,291,531,645,956,1444
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",0,0,0,0,0,0,0,0,0,,,52854,25816,30625,27292,25186,29192,43421,41639,37134,32790,,247,398,528,524,342,263,285,584,506,278
291511,Formic acid,0,0,7,14,6,0,7,0,0,,,70,484,214,60,102,299,562,653,204,621,,7746,7258,8176,6907,6010,9706,13416,8618,6036,7411
291611,Acrylic acid and its salts,7,0,0,7,16,0,0,0,0,,,447,2703,453,1239,1224,1386,2277,2632,2717,1537,,1641,1434,2572,2020,1469,2430,2831,3034,2933,5448
291816,"Gluconic acid, its salts and esters",62,40,65,93,65,73,156,100,56,,,11459,12383,10958,51480,11637,13149,12472,11879,16451,21082,,4514,4274,5360,6005,5824,5947,7950,7611,7625,11024
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,21656,30461,31691,30312,42096,,0,0,0,0,0,0,83,1603,1854,5112
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,3,3,
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",0,0,33,45,4,0,0,9,0,,,15213,29434,23789,30295,30186,20796,35801,32568,25224,45365,,251,266,313,394,187,265,500,1045,1475,1265
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",12,0,119,66,116,71,71,104,39,,,21433,24185,21696,29398,39842,53823,52906,48085,58288,66970,,813,885,1108,928,932,738,1266,1265,925,1003
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",0,0,0,5,11,79,81,234,209,,,17049,22497,25224,28532,31646,33342,37329,48543,59185,60003,,2382,3953,4302,4761,4660,9119,8986,9751,11167,23488
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",9,0,2,2,30,14,45,69,12,,,84876,115759,105930,83248,80822,107463,168753,180794,168679,243663,,116,164,126,167,225,275,331,443,652,2993
292242,Glutamic acid and its salts,0,0,0,0,0,0,0,0,0,,,864,1090,4951,8299,4515,6930,6505,9534,5821,5390,,35519,97305,83167,82762,87798,112475,91459,111052,108574,110582
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",120,231,828,1116,617,1295,1330,1982,1837,,,51281,59785,68831,94190,133742,138293,171585,216012,189817,220285,,11813,18924,23167,17887,18416,17086,17886,19222,19782,32494
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),180,154,183,85,78,79,143,49,118,,,27610,32233,32996,30836,32677,34252,38096,51114,55151,67963,,2700,3914,4084,6271,7107,9909,8473,10893,8344,8582
292610,Acrylonitrile,0,0,0,0,0,0,0,0,0,,,121,4616,136,1533,1752,2937,4483,1788,10302,8074,,461,394,543,368,351,363,514,531,426,307
292910,Isocyanates,0,0,0,0,2,0,0,6,0,,,9978,17403,24302,29724,59215,72315,91624,46560,32238,34173,,77816,83882,117980,107208,106725,177971,228038,199980,185922,220986
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,179
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,0,1,1,19,
293211,Tetrahydrofuran,0,0,0,0,0,0,0,0,0,,,124,504,1166,500,1113,557,1416,525,274,382,,578,475,535,423,552,937,1539,2953,3582,36670
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,0,0,0,0,0,0,0,,,322,1,163,0,0,377,3,0,50,0,,34,33,269,370,153,2,2,43,1,10
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,1,0,1,10,84,0,0,3,,,9709,7381,16668,24224,27133,31918,36366,74228,98924,72890,,431,645,698,693,872,636,429,728,740,39
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,,,1606,1479,2992,2163,1969,2241,3081,4576,4338,4173,,94,176,178,294,151,84,274,394,79,54
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,,,420,664,1589,710,1236,1496,2153,1924,1547,1664,,0,0,7,177,113,108,27,204,88,
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",2,0,0,1,0,0,53,23,0,,,4092,6759,7881,8726,7637,8794,11308,15252,16509,27694,,5,88,36,8,0,25,53,23,0,31
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",39,144,319,192,258,115,301,219,273,,,4409,17116,13009,10681,8829,18381,41819,37862,83427,72364,,368,520,780,762,868,1051,1016,890,1009,6859
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",927,1688,1043,2116,1197,1751,1721,2689,2252,,,153962,409961,382025,419313,436186,446880,493307,493773,561007,623993,,21703,24429,24583,27376,26220,30673,40003,58040,65474,75802
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",64,524,198,494,623,875,763,982,929,,,17982,37105,45158,49624,57498,58698,81607,101582,100606,93870,,2691,5997,5180,6313,6951,6959,7696,8381,10138,11343
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,0,0,0,0,0,52,80,,,14,608,140,278,5,999,37,913,615,1119,,4311,7308,6337,5300,4127,4369,4426,2850,1527,1852
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,27,0,755,11060,10494,,0,0,0,0,0,0,0,0,0,66
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",1424,1081,2044,2950,1675,2458,2632,2314,3982,,,8209,9437,13960,17086,17571,29690,60889,75885,122588,129642,,26930,23374,32978,43852,33041,40134,51635,90132,114192,43185
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",25,34,8,11,21,8,1,0,2,,,33938,54953,45684,42891,43021,40697,47762,50580,50835,49942,,5825,5957,6288,6805,8172,5484,5308,5459,4014,15637
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,10,14,20,9,10,0,0,9,,,909,624,0,2,0,7,7,2,10,16,,1140,857,1103,2308,1705,4502,5136,6611,6626,6985
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,271,453,799,0,0,,0,0,0,0,0,0,173,890,107,9
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,0,0,4,0,0,,,63,77,20,24,0,697,3962,2714,778,66,,1565,1923,2534,3436,3407,5853,3346,5938,2914,41224
320120,Wattle extract,20,0,0,0,0,7,0,0,4,,,735,1221,1486,1018,613,426,336,386,330,585,,460,751,1147,879,1225,1190,1246,1035,912,2549
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,580,925,3180,2593,2182,5419,5181,5875,7732,,,359323,541046,683609,529671,524663,605662,721474,734016,544405,774044,,7909,11710,25912,35816,28515,44765,60026,57281,57092,90509
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,110,265,309,306,289,596,1278,1563,1164,,,10859,18207,20224,17896,23889,29319,34645,37742,38288,43626,,3392,4110,4041,4641,5150,7558,7509,4775,4290,5938
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,0,0,0,0,0,0,0,0,0,,,3,0,89,15,2,67,28,67,88,96,,748,1379,749,747,731,687,659,709,687,435
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",0,0,0,0,0,2,8,17,2,,,4883,9819,9528,7561,9323,13906,18422,21406,21222,23723,,12456,11245,13433,13967,14594,17006,17554,17577,18558,16080
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",8,0,2,9,60,143,174,285,214,,,3961,4678,2832,3573,5173,4657,5891,8099,10649,14272,,24679,24665,46058,46984,56213,54240,63416,62364,69260,69155
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",2,13,7,0,21,6,0,4,143,,,2334,2879,3518,2560,3180,4518,6219,10214,5586,5889,,15474,18513,22281,23317,22346,26002,30358,36199,40494,32907
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",1,77,2,10,10,221,5,93,179,,,4013,5023,4328,3961,3896,4555,13495,9244,5726,6530,,26233,31980,35360,36436,41239,48943,56120,65618,72165,64295
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",18,0,0,0,16,22,64,28,31,,,5110,5943,7561,7261,10026,12937,16928,15114,14364,16712,,27245,29431,37686,44103,54148,63328,88829,90285,85814,103929
321511,"Black printing ink, whether or not concentrated or solid",140,100,199,78,132,150,221,427,288,,,50296,24435,23620,22551,20723,22577,22896,24187,21934,31988,,21729,22376,24102,33365,39034,59892,74787,71718,68735,23558
330710,"Shaving preparations, incl. pre-shave and aftershave products",2,0,1,1,0,1,5,4,0,,,6000,5189,5160,4812,4871,5131,6104,3902,3135,4068,,388,665,521,596,1264,1945,3418,2614,3002,4078
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",0,9,0,8,55,18,1,9,0,,,94360,110689,109364,98724,101091,123350,104184,106897,111642,158912,,40,82,107,191,403,205,801,752,299,7668
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",29,48,39,46,71,66,72,105,33,,,11519,18445,15402,24125,21981,13751,15076,16067,16823,18747,,7748,6688,5399,5808,6962,9489,10004,12129,11752,42029
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",0,0,0,16,44,38,2,1,4,,,9877,8388,13663,12945,15211,9075,9224,12660,17694,15607,,11193,10770,10216,9280,9561,10527,11526,8499,9293,15087
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",558,529,761,2725,25,104,218,149,173,,,7117,10587,13070,11492,14462,16542,16120,17309,15443,21342,,39498,35589,36039,44118,46909,50610,50223,50218,53090,72811
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,0,0,1200,1727,814,860,1810,640,0,,,308,265,2879,2582,2757,1590,3656,1332,823,8161,,4295,5817,11085,6313,10587,14527,12600,15770,16610,10632
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",22,165,15,11,12,3,17,68,171,,,2988,4250,4123,3883,6038,8444,11225,11311,14399,19936,,1239,3890,3585,4064,4370,6035,7249,7432,11821,22695
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,,,12528,14924,15774,16836,19427,19190,35483,34521,30387,32424,,0,0,0,0,0,0,0,0,0,1815
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",0,0,0,0,0,0,0,0,0,,,69,131,57,15,6,3,48,23,70,133,,678,460,952,1209,3581,478,434,499,310,209
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,,,27,2,5,0,5,3,3,1,0,1,,59,84,55,0,0,0,24,51,64,2
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,,,2,2,0,4,1,2,1,0,0,1,,113,313,203,192,77,7,5,48,73,5
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",0,0,0,0,0,0,0,0,0,,,57,31,209,76,145,93,62,28,14,15,,8402,7252,7798,8845,9192,7154,7187,5574,2892,498
380120,Colloidal or semi-colloidal graphite,0,0,0,0,0,0,0,0,0,,,5,23,105,8,29,105,4,3,2,9,,159,479,204,213,447,1140,347,206,326,288
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",0,0,0,0,0,0,0,0,0,,,45,2,79,757,1195,583,517,694,150,455,,499,478,567,347,330,387,115,0,0,132
380630,Ester gums,0,0,0,0,0,0,0,0,0,,,1482,1762,1627,2300,1271,1543,1737,2068,1142,1382,,990,1301,1487,1735,1817,1694,1707,1919,1814,713
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",0,0,0,0,40,0,0,47,0,,,4143,2243,1812,1340,1652,2443,3027,4175,3323,3305,,3153,2739,3254,2594,3247,3735,4369,5591,6166,6571
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,0,0,0,0,0,12,63,125,153,,,5893,14924,15442,15008,19222,17857,24998,190606,13040,18439,,20574,24016,24433,22765,19073,8375,8107,8413,6738,7651
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",0,16,0,0,274,0,0,26,0,,,6827,23371,36871,38508,33646,34239,37031,29036,16541,16372,,25651,30801,25477,31216,33950,32405,48875,70300,84555,52795
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",54,21,77,114,6,5,33,141,17,,,40954,51979,53833,51051,40881,45874,67371,63082,59198,75262,,20734,26252,23245,22856,24988,38716,39241,44682,48034,61743
382370,"Fatty alcohols, industrial",80,308,248,214,319,278,328,279,199,,,111596,149814,121392,66294,52117,61312,70294,61495,55502,78657,,1291,1355,1585,1085,2176,1461,1290,1241,1642,2895
382430,Non-agglomerated metal carbides mixed together or with metallic binders,0,0,0,0,2,0,0,0,0,,,15149,20086,17848,10417,8906,12659,13897,12656,9801,13165,,2406,319,582,96,282,147,188,68,139,554
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,0,0,,,0,15,4,6,4,21,13,16,10,17,,0,0,1,73,1,0,0,0,0,
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",3767,1132,929,1914,9210,11161,41332,35883,33838,,,227382,172877,57912,96742,117682,211792,377725,504463,327770,215344,,363938,401366,488616,459700,508529,631288,811266,765806,692386,897386
390311,"Expansible polystyrene, in primary forms",0,74,0,0,73,0,173,857,1578,,,5035,8173,9992,5694,5512,5103,5679,3746,2186,1330,,78091,91680,87247,79634,82691,105454,132862,121920,103551,115009
