Product code,Product label,Viet Nam's imports from Germany-Value in 2012,Viet Nam's imports from Germany-Value in 2013,Viet Nam's imports from Germany-Value in 2014,Viet Nam's imports from Germany-Value in 2015,Viet Nam's imports from Germany-Value in 2016,Viet Nam's imports from Germany-Value in 2017,Viet Nam's imports from Germany-Value in 2018,Viet Nam's imports from Germany-Value in 2019,Viet Nam's imports from Germany-Value in 2020,Viet Nam's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,,,574,6,570,1200,1472,460,378,201,244,190,,0,0,0,0,0,0,0,0,0,
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,,,11834,6077,5094,3357,8724,9586,10045,9878,6607,5400,,175590,186418,185360,240889,398005,823290,1243149,1634989,1415077,2254665
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,127,148,125,108,75,79,252,256,18,511
271311,"Petroleum coke, non-calcined",0,0,0,0,0,0,0,0,0,,,48859,59254,50093,31715,30302,51472,66910,46443,32777,71092,,8050,7528,5618,5890,3586,25126,4972,6501,15676,6291
280110,Chlorine,0,0,0,0,0,0,0,0,0,,,10038,10399,9862,9206,8190,9220,5684,5799,4710,4352,,33,60,122,119,142,87,13,168,37,42
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,0,0,0,0,0,0,0,0,,,531,1031,2024,1708,836,1031,1282,2303,2297,2637,,3080,1350,977,1037,860,948,1149,1280,1538,328
280410,Hydrogen,0,0,0,0,0,0,0,0,0,,,8951,8443,6910,5960,6120,6977,6731,6886,6350,7110,,23,183,7,16,36,122,17,36,21,49
280429,Rare gases (excluding argon),22,16,47,89,109,141,212,201,119,,,40181,43140,40967,54768,46476,50731,50282,58733,82501,105711,,2007,2043,3034,2293,2679,3501,3796,4490,4033,2585
280440,Oxygen,0,0,0,9,0,0,0,0,0,,,8268,8685,9206,7456,7740,7721,8165,8266,8217,8852,,53,64,122,108,217,190,171,192,248,441
280461,"Silicon containing >= 99,99% by weight of silicon",0,0,0,0,0,0,11,272,1,,,1662025,1399071,1494179,1144529,1063491,1120864,1065924,838104,817719,1548762,,98,217,386,424,522,1543,24868,34616,35920,123366
280700,Sulphuric acid; oleum,49,62,55,126,104,153,128,167,88,,,133860,96057,92141,70744,53596,58331,75188,63001,61156,109277,,11123,7013,6670,10997,12915,22544,26937,21488,13864,26124
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",4,7,10,14,15,11,32,20,11,,,13553,21902,24447,16069,17679,20917,21785,20926,15459,20548,,5183,5603,5672,7574,7746,8642,10927,8772,13929,15485
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,38905,36253,36691,33211,36695,,0,0,0,0,0,0,0,0,0,164
281610,Hydroxide and peroxide of magnesium,0,21,14,89,109,60,148,72,97,,,0,0,0,0,0,10235,8058,7037,7474,9897,,3151,4153,3181,2793,2672,3276,3088,2869,2873,3154
281640,"Oxides, hydroxides and peroxides, of strontium or barium",1,0,1,2,1,0,3,0,1,,,0,0,0,0,0,4961,5926,3663,4348,5841,,58,68,65,135,136,82,537,128,119,98
282410,"Lead monoxide """"litharge, massicot""""""""",3,2,1,2,0,0,0,0,0,,,11035,12168,12130,8984,9211,11739,11478,7737,6496,6227,,607,689,674,686,1020,1199,1247,1259,1359,2942
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,0,0,0,0,,,6207,6327,5965,4586,5773,5723,6390,4653,4573,6137,,120,229,226,269,368,142,28,88,49,123
282710,Ammonium chloride,23,63,52,72,23,29,49,15,19,,,0,0,0,0,0,0,0,0,0,0,,3027,2141,2115,4533,20208,25871,28018,35356,27914,62492
282720,Calcium chloride,12,6,3,3,5,11,1,4,2,,,0,0,0,0,0,0,0,0,0,0,,1351,1784,3494,3104,2345,3281,4060,4447,5428,22157
283421,Nitrate of potassium,2,9,2,1,1,1,7,0,0,,,0,0,0,0,0,0,0,0,0,0,,1627,1098,1869,3117,4811,7771,5794,5584,4189,6643
283692,Strontium carbonate,0,0,0,0,0,0,0,0,4,,,0,0,0,0,0,0,0,0,0,0,,416,724,587,710,846,1079,1378,1686,1159,399
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",42,85,27,12,12,14,21,0,1,,,5954,6037,5863,5147,5617,5975,5884,4970,4507,5267,,771,1892,2614,2683,1135,1014,1204,941,1226,891
284161,Potassium permanganate,15,26,8,13,25,17,17,35,12,,,712,694,751,606,634,746,849,668,597,591,,1225,1332,1241,1446,2265,3054,4841,7008,8699,8717
284170,Molybdates,6,4,31,55,53,36,46,51,38,,,0,0,0,0,0,0,0,0,0,0,,102,134,167,214,240,164,219,238,256,359
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",67,126,175,240,158,198,3339,418,11431,,,77291,64908,61482,57528,36138,39082,45545,72520,73361,80279,,1113,1989,2140,1715,2737,3122,13642,34939,39514,26666
284321,Silver nitrate,9,5,12,23,13,7,13,54,52,,,24012,20862,20739,17624,20128,22025,22939,9422,10936,7915,,775,1617,1989,1044,980,1002,886,1485,1034,1754
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,9,22,33,12,20,0,0,0,,,55826,34295,25648,28155,15033,11903,12157,7441,11235,23892,,54647,56803,107532,92134,88785,111381,0,0,0,290114
290211,Cyclohexane,1,3,3,6,9,11,7,5,4,,,214930,210036,212002,106019,75231,117621,71603,118995,120928,183794,,1477,1414,2257,1686,1677,2081,2375,1006,960,1142
290230,Toluene,4,16,5,19,26,28,21,31,49,,,303675,325580,235702,137646,143540,165554,162413,150225,113116,145911,,84576,78292,76643,60221,63405,85148,124143,114818,93757,101524
290250,Styrene,0,0,0,0,0,0,0,0,0,,,53594,70120,50238,37954,19978,22454,18793,10753,6001,15926,,61827,118959,108133,96022,84315,100150,123336,111617,85894,121093
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,,,1699,1756,2008,1984,2107,1672,1808,2595,3817,7506,,5,10,9,6,6,19,1,12,3,
290321,"Vinyl chloride """"chloroethylene""""""""",0,0,0,0,0,5379,4158,3172,6092,,,31737,37902,74679,21274,76939,111659,137443,115722,106571,152853,,194141,224296,236000,203874,215627,246166,264893,259270,262124,415502
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,0,0,0,0,0,,,38714,44860,45682,34876,34226,33878,35995,37792,37076,42542,,702,884,963,1910,1077,319,438,426,406,184
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",1,8,6,2,6,2,2,3,4,,,72631,88837,91262,66626,64003,63565,74052,68977,56999,69058,,315,134,159,112,168,183,121,198,89,60
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",4,0,2,2,2,0,4,31,26,,,41788,52697,60982,55296,63208,65781,73812,68415,60799,83287,,527,772,611,808,902,927,998,1322,1476,2841
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,1,0,0,0,0,0,0,0,,,95750,82600,63507,34599,38826,59103,58040,49626,54963,130665,,52,22,27,96,28,69,133,62,353,103
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",22,28,45,63,67,102,81,137,116,,,152537,158770,166750,105866,108778,172100,163003,117335,204563,171917,,12338,14924,20191,14504,15269,20411,23427,22609,28600,29620
290545,Glycerol,9,10,9,27,28,33,24,65,30,,,182316,202606,212047,173398,171604,199487,303508,242203,225802,270496,,3612,5268,6702,5420,6178,8279,12109,10205,9778,15132
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,63,255,410,209,0,0,0,,,1538,9835,13700,4865,3896,10706,3694,1058,1685,2020,,2254,133,313,819,1109,1448,56,55,25,55
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",88,39,104,74,46,38,3,0,1,,,1661,1206,1672,1705,1489,2236,1966,1158,1268,1151,,935,908,1624,1163,694,691,744,645,689,425
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",0,0,0,0,0,0,0,0,3,,,6867,6963,10881,13453,13700,20664,19346,11882,10646,27941,,4369,4688,6078,4645,3577,5645,6281,4371,4420,8640
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",0,4,0,5,2,0,0,0,0,,,28889,26241,37236,25115,25098,28786,25419,22604,25869,25207,,120,116,165,74,232,291,531,645,956,1444
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",0,0,1,109,84,139,261,235,257,,,25870,27511,27970,25455,26755,25174,26241,26670,24398,27328,,247,398,528,524,342,263,285,584,506,278
291511,Formic acid,539,1651,2234,2647,1671,1938,2355,1503,931,,,0,0,0,0,0,0,0,0,0,0,,7746,7258,8176,6907,6010,9706,13416,8618,6036,7411
291611,Acrylic acid and its salts,0,11,36,0,0,0,15,2,0,,,204732,183025,167428,118791,96555,104087,134673,103048,93640,107283,,1641,1434,2572,2020,1469,2430,2831,3034,2933,5448
291816,"Gluconic acid, its salts and esters",446,77,251,368,245,122,189,3,7,,,6960,8997,8006,7529,7167,7871,7908,6729,7120,8698,,4514,4274,5360,6005,5824,5947,7950,7611,7625,11024
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,39,10,9,,,0,0,0,0,0,42969,44395,61188,70171,70204,,0,0,0,0,0,0,83,1603,1854,5112
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,23,31,32,28,23,,0,0,0,0,0,0,4,3,3,
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",0,0,11,191,8,94,188,180,212,,,218155,234964,217423,190565,200634,212565,217739,219567,222491,225245,,251,266,313,394,187,265,500,1045,1475,1265
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",0,1,3,1,1,0,0,2,0,,,95100,116271,125468,137523,141314,165127,203085,239547,191080,246436,,813,885,1108,928,932,738,1266,1265,925,1003
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",6,4,6,5,45,600,513,115,19,,,92528,77157,86014,73937,61799,63944,65089,60017,47523,91584,,2382,3953,4302,4761,4660,9119,8986,9751,11167,23488
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",0,0,1,3,1,16,13,68,86,,,24007,20079,23806,18340,13940,10000,9576,14713,12882,9337,,116,164,126,167,225,275,331,443,652,2993
292242,Glutamic acid and its salts,0,0,0,0,0,0,0,1,2,,,5737,4865,4088,3598,3519,2986,4000,2713,3396,4592,,35519,97305,83167,82762,87798,112475,91459,111052,108574,110582
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",499,403,556,429,477,757,1095,1467,1204,,,272313,293262,313229,276844,436671,278729,283621,264888,263487,299474,,11813,18924,23167,17887,18416,17086,17886,19222,19782,32494
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),17,35,24,66,54,56,61,61,30,,,0,0,0,0,0,0,0,0,0,0,,2700,3914,4084,6271,7107,9909,8473,10893,8344,8582
292610,Acrylonitrile,0,0,0,0,0,0,0,0,5,,,156104,117342,100149,123458,133044,180824,179605,187418,178110,299805,,461,394,543,368,351,363,514,531,426,307
292910,Isocyanates,685,732,1919,2156,999,1038,1593,1447,744,,,987270,991392,911108,777656,798082,1164496,1210989,907470,749528,920801,,77816,83882,117980,107208,106725,177971,228038,199980,185922,220986
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,268,102,317,117,54,,0,0,0,0,0,0,0,0,0,179
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,17,,,0,0,0,0,0,2854,2615,2121,1384,1591,,0,0,0,0,0,0,1,1,19,
293211,Tetrahydrofuran,2,14,6,16,25,17,13,14,19,,,124631,118012,106764,83765,70664,73365,73150,67690,62439,108890,,578,475,535,423,552,937,1539,2953,3582,36670
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,0,0,0,0,0,0,0,,,300,108,107,91,478,181,377,535,356,1417,,34,33,269,370,153,2,2,43,1,10
293311,"Phenazone """"antipyrin"""" and its derivatives""""",1,0,10,3,5,6,0,0,0,,,33619,33733,104824,158460,90236,32664,31755,27729,30199,39407,,431,645,698,693,872,636,429,728,740,39
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,,,4476,3725,7351,4599,6691,7099,6142,6916,7747,9723,,94,176,178,294,151,84,274,394,79,54
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,,,3841,4366,6772,4624,5186,5718,7882,5994,3369,3743,,0,0,7,177,113,108,27,204,88,
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,1,2,0,0,0,0,0,0,,,11128,13800,11227,5452,8372,3026,5799,4790,7277,18922,,5,88,36,8,0,25,53,23,0,31
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",3,3,3,8,10,6,16,2,50,,,281530,315064,237924,106262,121326,139699,176596,200000,187765,149017,,368,520,780,762,868,1051,1016,890,1009,6859
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",311,244,236,417,370,230,249,359,2511,,,788222,892727,910372,794032,684063,779986,940690,1072142,1305386,1360083,,21703,24429,24583,27376,26220,30673,40003,58040,65474,75802
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",0,0,0,0,0,0,0,12,0,,,184193,184458,293695,146385,150328,138076,147936,129797,117594,103907,,2691,5997,5180,6313,6951,6959,7696,8381,10138,11343
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",6,1,0,2,0,0,2,0,0,,,0,0,0,0,0,0,0,0,0,0,,4311,7308,6337,5300,4127,4369,4426,2850,1527,1852
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,324765,550372,598763,1403568,1370746,,0,0,0,0,0,0,0,0,0,66
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",10,258,106,44,0,0,0,2809,5363,,,269434,253171,269126,266706,289574,369667,404790,401522,431420,321753,,26930,23374,32978,43852,33041,40134,51635,90132,114192,43185
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",25,4,5,53,50,55,55,84,89,,,385588,409167,419824,372540,352621,345898,341783,347259,345530,373346,,5825,5957,6288,6805,8172,5484,5308,5459,4014,15637
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,0,0,0,0,0,0,0,0,,,333,392,365,258,270,248,304,171,142,140,,1140,857,1103,2308,1705,4502,5136,6611,6626,6985
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,576,539,727,2201,1279,,0,0,0,0,0,0,173,890,107,9
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,0,2,30,0,0,,,6400,3815,5348,4040,5156,5999,6380,7859,5668,7479,,1565,1923,2534,3436,3407,5853,3346,5938,2914,41224
320120,Wattle extract,0,0,0,0,0,0,0,0,0,,,390,573,669,668,840,824,1051,738,486,604,,460,751,1147,879,1225,1190,1246,1035,912,2549
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,84,79,76,125,39,18,10,2,5,,,125418,125524,116340,76195,63270,61857,64397,62796,52077,65904,,7909,11710,25912,35816,28515,44765,60026,57281,57092,90509
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,38,92,77,124,156,48,70,69,72,,,29137,24922,23272,6484,7971,8171,9736,10141,8682,10607,,3392,4110,4041,4641,5150,7558,7509,4775,4290,5938
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,13,0,0,0,3,15,0,13,26,,,16670,15975,15699,11909,10613,13652,13861,8359,8849,9352,,748,1379,749,747,731,687,659,709,687,435
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",37,170,2065,117,244,186,1297,312,358,,,493953,485972,500211,422139,390793,398999,455095,402507,401460,473392,,12456,11245,13433,13967,14594,17006,17554,17577,18558,16080
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",317,348,3929,442,901,1158,1078,910,1869,,,686661,723526,785126,644933,673627,739620,865051,838803,823156,925973,,24679,24665,46058,46984,56213,54240,63416,62364,69260,69155
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",146,371,189,327,346,698,705,881,763,,,690657,679152,685760,610283,633343,755923,783152,751794,787987,863748,,15474,18513,22281,23317,22346,26002,30358,36199,40494,32907
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",133,167,275,529,969,555,266,200,340,,,534675,551916,612902,532592,462475,491932,579629,551621,505664,559084,,26233,31980,35360,36436,41239,48943,56120,65618,72165,64295
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",444,269,859,1541,1970,2472,2820,2645,1849,,,1256530,1394216,1445933,1253783,1308066,1381601,1508194,1438501,1398807,1641694,,27245,29431,37686,44103,54148,63328,88829,90285,85814,103929
321511,"Black printing ink, whether or not concentrated or solid",296,322,267,313,405,479,995,345,589,,,195715,235084,254476,204210,415142,683015,201215,185743,159774,185643,,21729,22376,24102,33365,39034,59892,74787,71718,68735,23558
330710,"Shaving preparations, incl. pre-shave and aftershave products",11,0,0,13,349,522,505,406,1097,,,190989,186630,163525,123763,113337,104439,115285,102086,90314,92036,,388,665,521,596,1264,1945,3418,2614,3002,4078
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",0,0,4,0,0,0,0,0,0,,,1519,912,1514,1215,1354,1278,1449,1642,2268,2985,,40,82,107,191,403,205,801,752,299,7668
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",38,89,33,25,28,33,54,172,150,,,130095,153287,150807,137545,137389,168085,178938,161225,158697,174464,,7748,6688,5399,5808,6962,9489,10004,12129,11752,42029
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",29,7,3,1,13,18,11,21,14,,,95753,98975,108715,93559,105228,95971,79263,64345,79739,66268,,11193,10770,10216,9280,9561,10527,11526,8499,9293,15087
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",1570,1803,2128,1734,2258,2744,2452,2572,2219,,,597870,668083,736839,652422,682026,769428,835969,757484,719234,858737,,39498,35589,36039,44118,46909,50610,50223,50218,53090,72811
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,523,340,1077,1630,1573,2486,2451,2209,3221,,,208779,200043,222574,161433,125510,147756,125261,111292,113504,170227,,4295,5817,11085,6313,10587,14527,12600,15770,16610,10632
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",41,40,24,29,194,325,611,120,555,,,156210,172097,184776,139965,126961,158748,202226,240807,274924,312238,,1239,3890,3585,4064,4370,6035,7249,7432,11821,22695
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,,,54576,52381,47304,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1815
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",86,34,26,43,48,26,12,11,36,,,1575,1011,1075,630,946,3628,576,596,563,521,,678,460,952,1209,3581,478,434,499,310,209
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,,,1769,5673,8275,6890,5175,5272,4743,4470,3599,4045,,59,84,55,0,0,0,24,51,64,2
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,5,0,0,0,0,,,605,576,809,674,1640,1087,1669,1960,1196,1366,,113,313,203,192,77,7,5,48,73,5
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",0,0,0,0,0,1,0,1,0,,,8553,2883,2164,1837,3959,1080,1368,1108,922,1257,,8402,7252,7798,8845,9192,7154,7187,5574,2892,498
