Product code,Product label,Russian Federation's imports from Germany-Value in 2012,Russian Federation's imports from Germany-Value in 2013,Russian Federation's imports from Germany-Value in 2014,Russian Federation's imports from Germany-Value in 2015,Russian Federation's imports from Germany-Value in 2016,Russian Federation's imports from Germany-Value in 2017,Russian Federation's imports from Germany-Value in 2018,Russian Federation's imports from Germany-Value in 2019,Russian Federation's imports from Germany-Value in 2020,Russian Federation's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
392069,"Plates, sheets, film, foil and strip, of non-cellular polyesters, not reinforced, laminated, ...",156,189,274,129,230,394,433,1081,434,422,,110930,114972,117428,103204,110208,153529,211871,238331,212356,270114,,5585,5549,5494,3729,3004,2565,8201,25436,30112,31183
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...",389,640,417,259,448,471,608,481,505,421,,34436,30348,31969,26700,24861,28057,42788,38560,29000,39381,,8600,8049,7590,4520,3802,3898,3430,2836,3375,3317
910211,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",1342,1372,946,380,404,456,480,397,631,420,,574921,720671,837384,790829,675955,686050,678315,570138,488062,524893,,119481,115925,115539,74679,75283,78254,91530,81533,60084,76193
842099,"Parts for calendering or rolling machines, n.e.s. (other than for metals or glass and excluding ...",114,266,121,931,158,238,114,155,240,416,,17511,16589,21998,13443,14516,16978,17000,31678,48481,82787,,2324,1020,976,1333,1195,1509,2346,1643,1235,1434
900220,"Filters, optical, being parts of or fittings for instruments, apparatus and appliances, framed ...",306,233,270,169,118,225,297,451,410,416,,54020,51730,47482,43187,39487,41936,44175,41518,36243,45174,,6276,5176,3141,1840,1978,2273,2938,3121,2703,3195
821410,"Paperknives, letter openers, erasing knives, pencil sharpeners and blades therefor, of base ...",404,429,573,150,297,373,345,265,321,415,,28722,28036,27770,22189,26289,22684,25160,23101,21307,25064,,7394,7341,12611,6642,9636,10259,10574,9699,8772,12237
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,102,162,154,133,414,,0,0,0,0,0,324765,550372,598763,1403568,1370746,,0,0,0,0,0,855,1211,6970,14890,11661
851511,"Soldering irons and guns, electric",277,255,189,222,414,498,334,321,306,414,,27245,23158,28466,22211,23643,16946,20868,21725,21492,21240,,3857,4131,4070,5409,3483,5750,4805,3585,3767,6234
330730,Perfumed bath salts and other bath and shower preparations,1991,2982,2083,1484,1209,1058,967,353,500,410,,163601,160667,146443,133926,148417,137762,142828,125330,108418,102827,,13330,14432,11477,7240,7894,7554,7300,6962,6501,10387
741529,"Rivets, cotters, cotter pins and the like, not threaded, of copper (excluding spring washers ...",597,373,260,323,272,350,419,382,261,408,,64508,67913,70913,53977,57451,58053,63686,60269,53559,72204,,1207,1019,1233,923,1074,1353,2112,1841,1455,1991
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",180,116,124,78,128,229,288,342,175,408,,212557,229519,247901,254030,279678,293211,341128,319442,312924,379921,,13458,13525,12250,12764,13848,20900,26907,23740,22484,29129
220110,"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured",1417,1502,1512,742,767,1119,1413,1242,721,407,,70464,86116,88463,85140,89926,94052,107189,94708,85574,87250,,59597,105397,146881,79653,77664,87244,97583,110663,90009,129716
853229,"Fixed electrical capacitors (excluding tantalum, aluminium electrolytic, ceramic, paper, plastic ...",924,82,142,52,83,267,37,46,366,406,,20511,23147,41600,34925,34643,49806,53617,65765,62656,83069,,20679,8967,6669,3835,4377,5972,7351,6142,6904,10436
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",91,2,25,5,21,26,138,634,713,404,,17183,14385,16238,14337,40496,70916,273067,618820,894671,1095187,,1203,2274,4832,8325,7899,7314,7813,7927,5662,4100
845290,"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines",142,184,164,104,131,607,566,482,338,403,,57088,58926,66801,54755,55431,62849,0,0,0,0,,3710,3799,2959,1754,3294,5065,5255,5398,7131,8848
722870,"Angles, shapes and sections of alloy steel other than stainless, n.e.s.",581,1432,635,75,58,104,479,530,300,403,,57056,69615,89224,57504,64976,67634,78050,67181,57055,68754,,33083,34745,19984,11007,10183,19262,19181,14144,8109,8333
701349,"Glassware for table or kitchen purposes (excluding glass having a linear coefficient of expansion ...""",4496,2722,2167,732,359,746,390,354,262,403,,89641,88020,70549,66982,71923,70951,73542,72121,73713,83249,,109527,109758,89067,56508,60307,70223,80429,72458,78809,113974
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,266,0,0,0,0,5166,13023,3088,403,,44005,37834,44228,47492,31584,39300,45540,58262,34551,42877,,172,4551,3615,3403,16865,25294,33466,50899,14069,6718
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",764,238,532,318,384,311,355,381,555,402,,395229,376043,428464,421178,425913,461513,571403,602412,688799,646300,,54661,40744,38336,30113,32427,54775,80948,97339,130748,187326
392610,"Office or school supplies, of plastics, n.e.s.",1301,1431,762,334,260,438,467,548,335,399,,183890,184405,188325,147832,150243,149404,149637,136764,130221,143109,,31603,30949,27617,13050,12681,15288,18267,16721,12593,19217
842122,Machinery and apparatus for filtering or purifying beverages (excludingwater),1149,853,171,972,793,491,267,1,695,396,,37064,41391,47460,34564,44953,41265,45377,38121,41911,39672,,4568,4136,18622,11636,6989,13074,8196,6484,9210,4996
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",563,760,554,435,487,472,441,376,263,394,,32277,27820,29551,28549,33308,34460,33548,32051,29074,36964,,3203,3551,2941,2211,2361,3015,2997,2871,1756,2021
600110,"""Long pile"""" fabrics, knitted or crocheted""""",0,3,1,17,47,56,130,153,211,393,,22811,22271,32764,28983,36432,31683,20106,17878,10214,13786,,20217,25082,19354,8650,10668,13619,14653,15727,12434,20783
830150,"Clasps and frames with clasps, incorporating locks, of base metal",29,98,68,53,74,112,293,281,185,392,,17604,13498,14041,13219,15151,15638,17998,17717,16579,19924,,1785,2004,1317,862,848,1304,1592,1460,2087,1794
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",11977,2743,4865,408,496,509,403,252,584,392,,70130,46862,38492,35604,26203,53621,44207,26836,20069,24487,,130036,120115,90002,35021,34623,46276,42816,39450,44394,57833
611596,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",143,113,161,84,140,103,337,282,209,391,,86878,90755,100067,95249,94439,108729,116702,125058,113170,128496,,50009,51313,44703,33074,33550,36776,39834,38412,34447,44157
721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",932,742,648,585,938,652,556,300,286,391,,345847,336721,283682,210642,200089,227168,224227,190649,161990,230873,,92295,100173,114135,86972,101719,130530,149057,121841,121998,242849
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",108,274,132,120,161,207,213,303,356,390,,7992,6929,7257,7356,10296,10647,9709,8393,6694,7789,,2471,2677,15453,2605,1059,1301,1716,2520,2063,2361
285390,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, ...",0,0,0,0,0,582,225,185,268,390,,0,0,0,0,0,80653,87387,62510,68092,73276,,0,0,0,0,0,1772,2066,2118,2045,1818
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",296,176,137,138,147,156,342,288,411,388,,41586,38803,41171,40231,40016,46104,60177,56884,42004,52834,,8581,9450,9066,9311,13376,13227,29949,57112,37736,48082
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing ...",960,3221,1766,377,771,732,877,342,242,387,,37933,42470,47363,33440,21483,30226,25058,37570,26951,21377,,13414,23010,8885,3648,4906,8413,4215,3178,3314,5927
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",36,190,89,79,346,1017,729,261,353,387,,90995,97933,84210,62065,62089,113264,137639,84072,77087,112479,,578583,432556,384355,163216,243830,321504,321482,374929,295319,436366
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",76,290,42,182,266,227,304,303,307,387,,46013,42928,40194,30016,28394,30545,39951,36057,39914,51310,,817,1020,802,757,918,1020,1278,1181,1402,1551
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",162,337,283,307,448,444,415,339,280,386,,1849895,1566943,1239722,0,0,0,0,0,0,0,,2135,1745,11638,17631,15443,59466,30614,35516,16761,35667
701710,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, of ...",27,51,61,82,63,122,255,189,242,384,,10670,14809,12943,10591,11771,12949,14450,14120,14645,19659,,404,399,290,489,338,693,818,739,825,1214
846630,"Dividing heads and other special attachments for machine tools, n.e.s.",250,428,478,348,302,356,388,415,684,383,,113847,111690,123437,117613,116207,137914,152583,140576,129871,145977,,1087,2313,1196,1450,819,1641,1839,1070,3131,2141
844790,"Machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines ...",557,840,636,62,439,550,461,1586,473,383,,31591,37929,49251,43133,49864,47315,53427,59138,58696,55295,,6339,8709,6539,3020,4624,8580,8418,9288,6680,7634
730531,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",9144,1306,2681,2278,259,846,751,1527,1252,382,,656912,598666,371097,384103,423101,484755,279045,257753,528478,447646,,38409,21500,32543,45468,18961,10872,55996,66555,14385,24489
840220,Superheated water boilers,1082,4732,13277,2216,2734,630,1498,200,173,378,,13142,22920,29979,17663,12349,16921,20901,25207,21555,23855,,10245,66874,42668,33745,41272,1189,2259,668,278,653
401034,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",781,773,1181,517,437,409,435,286,255,378,,25878,23101,24719,20326,20229,23164,24730,21294,20765,22899,,5068,4653,4388,3548,3900,4115,4467,3800,3417,4347
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...",3067,3096,1495,3057,3596,1375,711,843,3761,377,,75091,71836,68766,70051,78847,108224,128820,121716,98616,123039,,18504,20221,13662,11979,12913,12560,14725,13126,20832,14855
831190,"Wire, rods, tubes, plates, electrodes and the like, of base metal or of metal carbides, coated ...",617,238,317,226,209,640,405,433,298,376,,14612,14076,10260,8973,8083,8165,8250,9059,9768,14095,,4420,5034,4911,4424,3007,3836,3766,3740,1823,2785
441193,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",20,12,21,16,0,2,0,0,0,376,,6598,6791,5089,3986,7487,7035,5146,5012,5086,6534,,3445,4251,3034,8486,7734,2813,1118,2054,579,1118
282731,Magnesium chloride,76,107,105,97,88,156,212,300,335,374,,15696,17523,18421,14391,16814,16093,18341,15070,18787,19823,,20257,19670,15447,9695,7076,5849,5987,5296,3245,4119
540233,Textured filament yarn of polyester (excluding that put up for retail sale),269,42,1,0,0,82,116,123,92,373,,0,0,0,0,0,0,0,0,0,0,,45504,46133,46574,37970,41213,44583,47055,47502,44900,62223
901790,"Parts and accessories for drawing, marking-out or mathematical calculating instruments and ...",214,265,296,265,340,443,450,557,417,373,,14427,16666,17557,13742,14015,16434,14931,12844,10763,13223,,573,550,792,680,872,1036,1155,1520,1228,1393
900510,Binoculars,746,676,518,214,50,237,194,237,192,372,,84300,88808,107769,90032,85773,88966,75923,76084,78722,89051,,8194,8177,7569,5193,3394,3890,4390,3866,3651,5347
722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...""",256,816,220,361,610,489,535,609,225,371,,62788,76611,92987,96021,75226,77936,110050,82568,63598,78951,,13173,5834,5295,4551,6319,11759,14555,13762,13955,18375
780600,"Articles of lead, n.e.s.",1379,140,143,204,313,208,146,336,142,370,,45293,50860,45446,31298,37404,38062,36123,35879,47372,56108,,3965,3105,2661,2482,1567,1999,910,1432,1906,1535
820520,Hammers and sledge hammers with working parts of base metal,628,695,670,223,206,241,292,326,296,370,,18880,21253,22347,19359,20852,23610,26153,25584,26593,30720,,19881,22350,21595,8632,7197,9818,12214,13112,11496,16031
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",597,418,771,338,298,220,345,218,283,370,,38847,43858,50560,0,0,41403,53571,45458,35687,43523,,2881,2098,3283,2166,2384,3044,2064,4988,2199,2610
851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",2082,2682,2226,772,877,639,1324,1493,436,370,,79170,102229,102666,89917,92522,95895,103885,83775,62807,61308,,23820,24806,23967,14791,17729,21022,22227,20438,18521,20206
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",463,530,260,207,328,1173,919,1100,352,369,,338746,326523,310841,256966,231356,271711,292615,274374,247943,370337,,10433,15147,13163,9636,4635,6189,6157,5242,3136,2504
283319,Sodium sulphates (excluding disodium),60,97,98,239,247,199,228,272,265,369,,10639,0,0,0,0,0,0,0,0,0,,511,1858,848,773,655,408,506,456,587,860
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",660,1518,1314,253,193,408,753,543,567,366,,63399,72538,68815,48592,47620,43890,54672,50120,54228,79891,,7106,9170,12325,7549,7870,8467,9631,14107,16181,11093
590500,Textile wallcoverings,362,220,193,467,765,823,799,567,357,365,,11599,11735,12581,9818,12216,13287,10184,9637,9353,9940,,7471,3629,1936,2090,2273,2143,2169,1547,1490,2200
482190,"Paper or paperboard labels of all kinds, non-printed",1133,1126,704,510,328,252,401,365,476,365,,100943,101221,97199,84466,85023,83226,91768,89004,89527,108223,,10622,11920,10570,8786,10870,12644,17425,19404,18708,20592
300339,"Medicaments containing hormones or steroids used as hormones, not containing antibiotics, not ...",0,0,0,0,2112,3886,3575,2083,1900,365,,22229,12416,16793,9925,9154,14589,11741,9936,9956,9375,,0,14,19,45,2171,3944,3614,2491,2870,1618
750610,"Plates, sheets, strip and foil, of non-alloy nickel (excluding expanded plates, sheets or strip)",451,866,526,481,159,232,380,237,388,363,,41443,20970,23200,26086,19577,25494,26419,29964,30193,44799,,625,1038,909,506,175,408,461,345,454,1157
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",355,488,355,284,240,386,388,354,245,362,,6999,7659,74673,49671,23924,7469,7796,7627,7103,7658,,2004,1723,2701,3029,2457,3722,3932,5424,4402,5857
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,103,266,217,289,362,,0,0,0,0,0,144368,175257,162234,173718,176924,,0,0,0,0,0,300,622,480,449,582
320290,"Inorganic tanning substances; tanning preparations, whether or not containing natural tanning ...",428,549,427,424,460,518,384,296,283,361,,64487,66812,64234,53556,50076,55093,51603,45839,37687,45457,,2467,3612,3663,2830,3735,4420,5066,3753,4174,4337
800120,Unwrought tin alloys,17,24,84,21,118,194,210,317,146,361,,28651,32449,34155,25961,20680,22086,20384,17221,14302,26787,,74,67,133,50,165,302,293,391,264,487
100310,Barley seed for sowing,913,178,284,61,137,102,187,273,423,360,,6132,14480,12518,7625,6859,6600,8204,8323,8484,7715,,1835,598,1658,214,383,439,434,1376,936,949
720110,"Non-alloy pig iron in pigs, blocks or other primary forms, containing, by weight, <= 0,5% of ...",70,322,362,211,229,257,314,338,261,360,,91521,76178,62401,52124,44797,89717,82416,77964,97662,116973,,421,673,466,230,2457,20469,146722,12992,2623,659
700991,"Glass mirrors, unframed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",374,606,504,466,136,184,267,376,285,360,,97553,70324,99251,55770,67528,51614,55774,41729,40341,44649,,31698,31140,25822,10416,8574,10205,11363,9973,7314,7744
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",445,636,541,293,267,360,374,372,365,360,,187006,220055,244344,238822,252291,299901,302400,346867,337743,439108,,14800,26915,18749,7703,6681,9793,11230,13336,15215,21696
150420,"Fats and oils of fish and their fractions, whether or not refined (excluding liver oils and ...",12,32,42,43,40,245,224,221,300,360,,29217,34386,29089,22309,29640,27478,29764,35162,36302,48121,,3268,3332,2825,2967,4089,5870,8130,13167,15790,22226
420219,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...",324,658,396,183,192,221,236,272,332,359,,66129,82000,90334,88015,150922,145225,110884,123971,75946,93898,,4643,8833,3549,1713,1957,2620,3077,2761,2235,2661
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",1083,1625,934,371,576,454,662,540,357,358,,29188,29933,30803,27766,28053,27509,29178,24344,23309,29412,,3507,3933,1544,2243,1660,3473,4621,3803,2824,3433
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",212,252,249,313,490,646,456,692,470,356,,447883,456555,510337,405786,434124,460629,475652,486395,405119,406660,,8396,7976,4265,2593,3199,3593,2973,3359,3271,3306
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)",221,263,443,166,331,171,323,399,301,356,,80114,81476,94818,86040,73232,71626,78718,83785,99933,114871,,29652,23211,23090,15410,17747,26416,34007,32391,32437,48392
842310,"Personal weighing machines, incl. baby scales; household scales",752,945,634,135,189,314,521,407,352,356,,76631,80995,78011,68564,67815,71789,70763,73630,90787,92452,,35372,34790,29359,13848,16144,26298,25997,27877,33321,53273
720221,"Ferro-silicon, containing by weight > 55% of silicon",1971,1060,433,94,105,155,228,134,210,353,,104204,94748,110618,81478,72436,86928,124133,77993,65966,100530,,28958,8415,6797,16563,9957,12574,36819,27139,30859,48169
291812,Tartaric acid,9034,10982,5800,2992,1017,456,108,69,61,351,,21850,27346,19050,8576,7190,9861,14581,11716,7926,10008,,12126,15968,14127,9867,11597,11541,12794,15634,10964,18063
853950,"Light-emitting diode """"LED"""" lamps""""",0,0,0,0,0,258,427,566,326,351,,0,0,0,0,0,159081,190460,180619,177117,185799,,0,0,0,0,2,202924,235502,246966,191341,253683
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",830,791,661,400,797,589,807,520,276,350,,161626,157103,164826,150487,147133,147776,153109,142239,133649,155442,,19836,20505,20291,16785,17546,18289,22198,21618,18756,23799
560490,"Textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or ...",1,25,18,1,12,72,178,148,111,350,,20700,20859,19312,16756,19766,18541,18379,17452,14443,18136,,4998,5903,4193,4342,3858,4400,6679,5181,5575,8011
701400,"Signalling glassware and optical elements of glass, not optically worked (excluding clock or ...",603,456,305,194,2467,354,495,361,359,349,,51112,51915,59869,48029,66808,70002,76352,68922,64818,66887,,5200,6447,5453,7460,6444,4115,3346,2745,3758,3849
871496,"Pedals and crank-gear, and parts thereof, for bicycles, n.e.s.",0,0,0,41,13,5,96,118,259,348,,39685,37120,35743,33392,32277,37517,38495,46283,55255,83663,,9873,11059,10259,7435,6295,7090,8295,10047,6889,14666
844839,"Parts and accessories of machines of heading 8445, n.e.s.",236,601,521,541,1136,574,298,694,457,347,,188457,217699,221150,217427,220455,200121,226913,200038,178946,178009,,818,999,1469,1061,1901,1096,894,1388,896,997
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,75,136,399,275,189,268,260,234,251,347,,95750,82600,63507,34599,38826,59103,58040,49626,54963,130665,,20928,27690,11911,427,283,1321,365,354,330,736
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",1,1,6,5807,3397,4180,68,61,90,347,,19183,28022,31597,31292,28110,30851,25482,34278,30923,33211,,5431,4827,6906,13449,12863,21992,13361,15769,37592,31405
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,1639,2803,1474,603,5956,9644,2138,1488,298,346,,209704,200854,208314,163201,234914,203931,157245,59724,45819,62836,,67665,82433,67023,25843,24840,37672,40450,48028,41587,48190
846410,"Sawing machines for working stone, ceramics, concrete, asbestos-cement or like mineral materials ...",5395,2185,1370,260,603,1040,599,603,332,345,,17923,20691,18157,15803,17417,20699,22729,25332,24983,26302,,50672,30935,29287,13019,16673,24889,23682,21772,22545,27459
850780,"Electric accumulators (excl. spent, and lead-acid, nickel-cadmium, nickel-metal hydride and ...",142,162,123,65,63,61,51,60,34,345,,28580,35918,34192,30877,23003,43058,30378,28459,23435,31626,,6380,6675,5582,7022,11391,9845,18116,21831,15941,25995
843910,"Machinery for making pulp of fibrous cellulosic material (excluding autoclaves, boilers and ...",6333,376,2727,6359,466,2796,1420,2049,1222,345,,89967,48435,45919,28546,9117,17216,21741,20596,24391,52189,,22130,16468,16712,13933,22541,16930,69647,66590,78354,86968
291719,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, ...",125,185,357,310,177,155,111,175,102,344,,51825,56075,63242,64165,61098,74732,75672,67211,78163,84902,,1538,1314,3237,2732,3008,2874,5491,7156,4758,7777
846330,"Machine tools for working metal wire, without removing material (excluding wire bending machines ...",1255,1431,3939,140,285,293,2164,645,3255,343,,0,0,0,0,0,0,0,0,0,0,,15616,17695,14377,3942,4047,7271,11628,15000,11538,14735
740819,"Wire of refined copper, with a maximum cross-sectional dimension of <= 6 mm",239,624,1004,392,294,430,222,195,176,343,,555178,502713,446406,328614,297269,356078,386615,343812,477432,621741,,17781,16498,13661,7379,3310,7132,9234,5056,5822,10757
283210,Sodium sulphites,1242,517,427,321,309,346,264,280,502,342,,0,0,0,0,0,0,0,0,0,0,,5868,4843,5541,3800,4997,6507,7034,7668,6550,5708
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",156,34,38,72,22,4,3,53,2,336,,662867,403969,374487,419535,315358,430771,515395,439767,336905,769280,,845,930,2008,1725,661,10661,4731,2905,3546,4720
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",243,435,541,93,156,115,192,262,217,336,,32334,36885,29844,25610,24453,22603,29059,24440,24688,30267,,9883,11313,9692,5609,5576,7294,6866,8514,7235,5761
851539,"Machines for arc welding of metals, incl. plasma arc welding, neither fully nor partly automatic",3075,2528,2172,640,433,787,579,350,732,336,,65335,56920,60153,49597,50169,57491,53147,56766,59394,88109,,109947,97149,70221,44872,69377,83642,80331,77062,83691,94600
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",1840,1954,394,1418,198,228,285,246,443,333,,244963,233686,242513,189466,171617,166041,174202,171718,139790,125680,,7172,34311,13727,5077,19588,7526,11864,6703,7871,6101
420500,Articles of leather or composition leather (excluding saddlery and harness bags; cases and ...,6166,7107,5944,5163,4768,3174,2185,1675,1475,332,,62068,66103,68120,66727,72634,79668,78313,69846,51128,55627,,12917,18580,16994,13706,14461,12904,14353,23443,12084,8636
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",96,183,182,291,116,210,380,196,191,331,,52456,58428,57354,54093,61484,70634,69113,0,0,0,,863,896,1230,697,476,637,863,476,579,894
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",324,248,139,80,536,33,61,333,169,330,,1411,1578,1762,1159,1379,2559,2891,2911,3435,3947,,1063,926,953,1810,2546,3338,3344,3945,2629,3612
283322,Sulphate of aluminium,177,372,274,197,252,326,185,321,255,330,,7787,8158,6785,6857,7123,6245,6149,7160,6824,7853,,1347,1505,1397,1171,1374,1757,2099,2067,1804,2202
830890,"Clasps, frames with clasps without locks, buckles and buckle-clasps, of base metal, for clothing, ...",69,58,72,19,20,63,82,97,194,328,,98942,91732,93960,78780,76027,81101,94052,96166,76838,86451,,9520,7885,6203,4249,5476,6126,7051,7803,7417,10548
570500,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""",886,549,296,201,201,195,378,493,341,328,,27762,26599,32915,27033,24726,23306,26887,24779,30484,38301,,27938,25174,22672,15977,14478,19829,21205,23185,21058,27939
844831,Card clothing for machines for preparing textile fibres,83,226,111,83,64,196,101,257,411,326,,34858,34934,39110,33820,35977,41030,57149,48667,50925,63898,,853,890,820,351,386,742,620,1082,920,1024
720429,"Waste and scrap of alloy steel (excluding stainless steel, and waste and scrap, radioactive, ...",0,0,0,0,0,0,0,136,427,326,,170433,128123,145999,93246,90107,127234,135810,100529,85550,164064,,84,593,46913,8881,31656,81594,50647,53670,31708,147032
60230,"Rhododendrons and azaleas, grafted or not",143,418,269,503,217,328,250,227,398,325,,8942,9478,7905,6668,7699,7831,9110,8490,8044,7747,,2900,3104,2494,2478,2063,1918,2172,1588,1650,2289
60240,"Roses, whether or not grafted",702,1247,1182,1771,577,323,322,390,221,325,,20671,20022,17900,14563,20108,17471,18123,14696,16180,15212,,12882,14477,14569,9783,8952,8908,8976,9721,9294,10065
852799,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",1276,1134,760,387,259,660,769,618,376,323,,30555,20180,19316,15909,31922,34544,50430,47077,21235,15001,,27825,23792,14602,8275,6156,4751,5104,6268,7065,5078
280700,Sulphuric acid; oleum,452,239,389,319,177,314,435,298,356,322,,133860,96057,92141,70744,53596,58331,75188,63001,61156,109277,,1580,1541,1404,1365,1081,2887,2807,1712,2057,2413
750220,Unwrought nickel alloys,157,196,142,195,338,458,588,481,296,322,,92632,90190,140057,70319,53120,160655,231784,190161,195230,165031,,26333,15162,12932,7375,7414,10690,10777,8996,6119,6277
200971,"Apple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar or ...",382,407,388,195,235,310,249,232,331,322,,160439,175315,170437,129758,148499,140771,166422,121090,135163,127412,,6203,7112,5165,2154,2454,3560,3282,3552,2967,3371
841861,Heat pumps (excluding air conditioning machines of heading 8415),1743,1072,955,320,225,221,293,428,366,319,,348106,306903,296407,263421,258240,279888,307295,347799,406133,669838,,5744,4722,3485,1633,1645,2217,2010,1808,2904,2572
853210,"Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling ...""",2082,3064,2399,447,1108,660,267,582,1204,318,,66324,74730,75648,64016,57671,60986,62756,42607,41504,47143,,10744,11543,9897,9293,6795,10850,7095,5635,9238,11091
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",61,320,198,345,307,772,179,200,196,318,,0,0,0,0,0,0,0,0,0,0,,14695,25906,10990,11509,10434,4215,5490,25125,15527,6230
848610,Machines and apparatus for the manufacture of boules or wafers,1535,903,2482,354,160,1668,797,1,562,318,,247260,201419,146467,175685,173269,208162,266516,303673,313757,452740,,12100,11633,50838,8051,11641,7912,20068,8453,4365,4482
420299,"Travelling-bags, shopping or tool bags, jewellery boxes, cutlery cases and similar, with outer ...",311,174,319,210,104,246,299,281,300,317,,34182,41923,46614,42604,51340,56216,64522,63475,58979,71726,,14024,15188,13895,7822,7125,8648,11329,11825,11927,14844
490290,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",8285,7819,5254,2504,1793,1735,1586,924,345,317,,860057,827134,758258,601061,576267,581595,558431,458033,334003,361564,,222776,222857,204516,89021,54676,51681,48180,36018,20496,17879
