Product code,Product label,"Korea, Republic of's imports from United States of America-Value in 2012","Korea, Republic of's imports from United States of America-Value in 2013","Korea, Republic of's imports from United States of America-Value in 2014","Korea, Republic of's imports from United States of America-Value in 2015","Korea, Republic of's imports from United States of America-Value in 2016","Korea, Republic of's imports from United States of America-Value in 2017","Korea, Republic of's imports from United States of America-Value in 2018","Korea, Republic of's imports from United States of America-Value in 2019","Korea, Republic of's imports from United States of America-Value in 2020","Korea, Republic of's imports from United States of America-Value in 2021",United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
850163,"AC generators """"alternators"""", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic  ...""",10287,14894,9903,33468,146992,140932,116328,147657,151647,107358,,84797,29749,31085,44543,88432,153808,51686,122837,170144,127265,,16075,24486,15375,48122,152895,147558,130821,156839,157439,112435
382100,"Prepared culture media for the development or maintenance of micro-organisms incl. viruses ...""",41604,44977,30077,46830,41991,51468,56293,57950,82293,105656,,397126,462682,477446,518669,575189,625595,734621,760476,873343,1135426,,47627,52537,38866,59139,67483,92922,106330,110409,177987,237126
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",112623,71524,82593,75958,68430,79702,91884,76331,71819,104975,,892777,881729,975481,925466,891580,1021019,1096363,1048618,960063,1031227,,470198,405817,370218,378923,303471,316787,340569,302370,339681,414233
90121,Roasted coffee (excluding decaffeinated),38654,39751,34852,33403,60281,70911,81124,91230,92561,104766,,850668,770653,740854,718339,698122,657871,636668,618899,584145,613279,,89541,94313,95548,104949,132684,158104,181281,214818,251127,326471
852610,Radar apparatus,3322,25610,17242,16064,18135,33486,21131,23744,143506,102556,,680134,1323191,813381,705333,972637,1364236,1496575,1796224,782921,726319,,84878,117027,88618,121872,191404,290786,359405,359132,424989,364893
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,57139,61738,55275,62565,59191,65775,78933,81918,77274,101107,,1182659,1274006,1385148,1337542,1131580,907218,733387,642128,597331,679637,,256109,251075,252360,295396,263037,272571,316947,310576,264766,374831
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",61900,44665,46297,43475,46352,47443,41272,60562,51042,99944,,649068,539637,642058,563827,580330,538547,589905,657168,644972,893856,,100484,96489,115403,94315,112885,127096,114403,190020,163067,245829
711021,"Palladium, unwrought or in powder form",73449,45067,14465,40184,19116,3436,1989,52620,48514,99350,,801951,839360,1234780,923919,558228,1268730,1837889,2607960,4318397,4533829,,406702,442939,531301,425962,286080,439804,479763,817882,994435,1503736
290250,Styrene,128828,246453,249767,124120,386784,366282,232859,305676,268907,98434,,2191741,2999165,2844525,2105486,1928710,2062892,2067629,2155266,1618147,2024542,,1161020,1618630,1331431,876995,830452,979066,415218,508057,533533,501527
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",76932,83545,76603,76866,72279,73948,77351,75615,77024,97948,,1864458,2010519,2056817,2024956,1913451,1933251,2144692,2094839,1966354,2447217,,327790,339064,326855,314939,280835,323802,380356,422010,436598,476294
80232,"Fresh or dried walnuts, shelled",96276,103488,120519,126497,82658,104449,102204,78858,80960,94870,,651402,708532,881239,1018093,753835,859402,858012,754807,831766,869175,,112573,117418,147276,139340,90534,108441,104328,82011,82659,98108
520100,"Cotton, neither carded nor combed",171594,180894,227971,281073,161161,273937,255858,176941,112126,93466,,6226615,5592682,4397806,3889859,3959656,5827751,6550074,6140232,5952589,5713048,,687501,609314,562259,483420,376650,407289,395115,268053,187109,262345
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",62828,64655,52491,51760,50260,65708,67800,69260,72230,93250,,1675807,1517355,1511106,1528892,1493191,1519953,1828287,1420294,1404068,1992749,,65844,71219,58388,57063,55946,80693,82983,86977,82350,118944
280429,Rare gases (excluding argon),58056,59417,59361,68492,70210,84565,90488,100808,119624,93048,,430187,453615,410674,487025,450989,412681,375228,400585,461063,380311,,75704,82208,95517,116426,121836,120116,146680,172911,250371,311865
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",12856,10848,31742,66699,25790,25422,73547,13197,29128,92736,,1635204,1654760,1506009,1433613,1383835,1501563,1679352,1459876,1361362,1274712,,281946,290391,268562,259273,225217,242821,317252,240727,311122,461632
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",52769,58746,60016,89793,101351,97205,93423,85245,93586,91868,,1760741,1749511,1730090,1670761,1731718,1770469,2011255,2004562,2013113,2345723,,244013,249000,226170,221729,243940,267752,259982,237684,262015,297427
930690,"Bombs, grenades, torpedos, mines, missiles, and other ammunition and projectiles, and parts ...",123371,60398,78546,134709,288901,250008,143168,46573,241805,91699,,2548249,3118628,2945674,3414612,3813976,3676746,3516889,3836157,2401288,2287284,,233714,86508,105299,160765,386100,416860,143993,52807,444785,110228
950631,"Golf clubs, complete",18500,17937,21136,18258,22334,23170,31170,47320,60873,91641,,180993,163563,157091,130229,126578,136297,139590,176801,154099,202608,,244823,239436,229911,213181,219039,238474,289107,295382,341786,467454
290339,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons (excluding ethylene ...",12628,12472,13386,9187,11369,23275,43114,64142,93870,90706,,574152,625070,494012,405720,453210,640054,767235,796849,838147,848860,,116791,100624,101359,100112,120858,189342,260442,301573,315492,336098
292122,Hexamethylenediamine and its salts,76932,84781,91090,67268,63867,63948,75779,63974,48635,88787,,703689,708423,708341,555193,448800,466029,692578,575860,416212,704466,,78362,85974,92489,73078,69110,68697,78197,65508,72150,94850
711031,"Rhodium, unwrought or in powder form",880,653,1,2,5,4,1492,29,17300,88695,,229646,184130,191334,179850,129346,201016,455224,875258,3091482,5433618,,49169,36919,37323,30955,16364,30356,78356,157296,503964,1196633
30494,"Frozen meat, whether or not minced, of Alaska pollack """"Theragra chalcogramma"""" (excluding ...""",32477,43994,52289,57954,56606,70544,80569,73027,75106,88466,,19926,14889,26816,23420,20987,25675,28670,20367,22905,25625,,32480,44164,52458,58247,56672,70811,81116,73490,75621,89786
854232,Electronic integrated circuits as memories,1071941,193100,153526,136625,77933,133870,88065,55239,26000,87236,,6706999,6571676,5658997,4455963,3635717,4128720,3855285,2748638,2896225,2805928,,5091921,5718313,5908469,7549418,7505162,10916151,13160500,14970347,15644386,18828553
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,114870,120635,124303,125956,119507,113261,127608,95672,85643,85186,,2362042,2434537,2295287,2110596,1901017,1896290,2049177,1846762,1778511,1956238,,382601,385355,394615,428909,401494,431428,427874,370290,336742,388657
391000,Silicones in primary forms,83416,113043,89500,78188,83802,93722,114470,123113,91686,84749,,1239354,1283833,1315214,1272995,1228731,1323080,1307003,1271211,1137556,1410585,,444265,465995,451716,442287,449823,493316,590482,505675,433067,617142
40721,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)",0,0,104,0,0,2518,0,0,0,84274,,107070,159436,181271,183969,88561,91163,115447,102315,103566,171346,,0,0,104,0,0,5054,0,0,0,86097
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",84469,89663,86061,87064,85371,88686,91032,91100,86076,83317,,855876,867494,898692,909816,965408,1037544,1004007,912079,749474,761723,,105523,100359,99834,106723,102342,107067,107173,103093,98073,102034
860900,"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...",30907,29348,15457,22000,25584,33512,69780,66456,73649,83193,,336734,394541,519875,535054,445200,384035,410540,418797,394720,444425,,94638,103151,105837,97129,89892,126080,197840,191341,213600,303102
220421,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",16089,18391,19990,21608,20585,23488,29283,32300,52883,83130,,1109984,1260326,1169608,1264488,1314341,1206013,1130924,1051210,951581,1190819,,124253,143873,152434,155725,153697,163602,192724,203837,275361,469255
870332,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",121072,159888,198843,237985,186160,95286,136437,167603,192106,82504,,3262364,2492757,3047709,3252409,3717052,3040553,2964777,2704548,1261367,941586,,1470871,2171387,3056597,3751634,3153272,2641939,3137456,2150305,2004332,564535
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),53357,58204,63685,69550,60782,74327,74089,63935,72261,82005,,2257177,2404117,2750027,3041465,2847082,2965432,3088869,2790118,2563339,2905924,,1095526,1256297,1080085,886082,831610,867574,874826,885453,858896,988447
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,39404,45466,53114,59822,62106,67170,63738,59550,71491,81846,,1205692,1263818,1429334,1353794,1362522,1419056,1608166,1491078,1361259,1583310,,239601,268056,327354,359857,384070,402545,428696,413428,424603,495840
890120,Tankers,0,0,0,0,0,0,0,0,0,80671,,207,1442,21383,480,93,0,0,0,0,0,,358864,322811,227840,402082,469844,280236,416524,229105,566672,651735
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,52326,109424,49857,66228,62350,70077,66378,97766,59822,79934,,2062257,2387136,2753017,2792403,2455399,2826500,3496437,3549507,3178733,3414676,,220068,347762,271517,318360,341003,447375,580766,683280,507313,551429
761699,"Articles of aluminium, n.e.s.",47271,40420,46312,54977,53130,57966,60306,65154,75681,79233,,1013584,1112148,1147181,1180261,1209239,1129596,1175447,1104731,955353,1022666,,165517,166240,170180,196790,254960,295664,361327,343549,344968,522811
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",51806,43645,69378,79785,81289,59740,77518,69392,40821,79136,,3297569,2804669,2837821,2257050,1813820,1826533,1959733,1910295,1799997,1667365,,645810,674780,737450,733166,777728,1363169,2064663,4827993,3576043,3535942
848640,Machines and apparatus specified in Note?9 C to chapter 84,101204,61924,84378,73614,52882,77460,102734,80670,92169,78594,,379641,336801,302784,321414,381285,407225,581885,566863,586365,657094,,920874,572702,686491,690889,810300,1216962,1006746,1018038,1294136,1361691
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",89073,106899,131548,156759,178206,177477,185067,166893,118801,78413,,3447119,3583933,3491752,3446063,3272492,3210107,3291994,2781839,2109373,2268207,,377061,425970,510854,621919,631161,713003,858133,868101,835532,974106
901420,Instruments and appliances for aeronautical or space navigation (excluding compasses and radio ...,24348,33145,67252,55481,76421,100717,125770,117658,172864,78185,,133641,242612,180176,195682,245402,261245,358524,362914,252374,187338,,39053,56134,93166,84068,104849,179017,213419,198831,217816,119849
292610,Acrylonitrile,155711,128263,122847,93932,77290,158946,298926,151623,89693,75720,,1131716,814808,847555,626057,340481,475411,953739,510325,551016,851630,,211031,175651,172740,141710,146746,219649,330595,265385,211328,457489
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",67796,85294,94916,61687,54844,65629,72480,65505,51019,71886,,2058512,2411807,2789016,2536668,2021059,2159948,2387750,2494386,1988670,2090047,,417642,453182,432732,388689,376081,370057,380925,356315,351080,448398
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",29493,30375,25790,21517,29934,13955,25728,34126,72859,70703,,1678284,1653282,1381688,1786444,1336449,1152277,1141548,1095205,1218709,1405089,,195381,199579,186444,176323,212338,227873,279117,312427,294151,335844
391211,"Non-plasticised cellulose acetates, in primary forms",104419,128188,100905,77889,89792,67517,69078,71007,61844,68673,,440008,538526,524032,391100,385006,376597,382270,385624,421131,529538,,104567,128305,101869,77967,91280,71266,77850,80984,73491,77086
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",84835,78031,106993,89040,70892,61352,74831,102571,82265,65288,,3226614,3266652,3345799,2608749,2050316,2421704,2324485,2139354,1918943,1927895,,711896,795854,851480,745411,614128,676016,626719,602589,801175,569190
847170,Storage units for automatic data-processing machines,123244,163869,153032,109382,64725,82003,68035,96557,54065,64831,,6456889,6090264,6002453,5416662,5839744,5963269,6073329,5296765,5073983,5167540,,1286252,1312733,1409346,1397474,1682080,2487168,2873605,1012692,875437,967569
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",24427,26739,21749,28623,31130,29820,31519,46508,51833,64658,,417186,450081,494199,452319,475628,492203,473543,493666,571317,689507,,63712,63787,56167,65832,65530,68906,75236,108075,156994,177332
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",39779,30687,34587,26493,19296,15693,18322,19860,24310,64636,,1607620,1614994,1591075,1406180,1508562,1597035,1522541,1472468,1573967,1731320,,102454,60511,83456,84568,102155,118838,121768,109370,101864,152729
810890,"Articles of titanium, n.e.s.",131081,139139,107974,87727,90190,89751,106595,122881,112488,64474,,1321655,1332606,1393229,1371578,1436644,1533701,1597333,1763122,1238438,992089,,310958,327929,241501,218430,227393,201635,211524,262938,229180,173347
