Product code,Product label,"Saudi Arabia's imports from Taipei, Chinese-Value in 2012","Saudi Arabia's imports from Taipei, Chinese-Value in 2013","Saudi Arabia's imports from Taipei, Chinese-Value in 2014","Saudi Arabia's imports from Taipei, Chinese-Value in 2015","Saudi Arabia's imports from Taipei, Chinese-Value in 2016","Saudi Arabia's imports from Taipei, Chinese-Value in 2017","Saudi Arabia's imports from Taipei, Chinese-Value in 2018","Saudi Arabia's imports from Taipei, Chinese-Value in 2019","Saudi Arabia's imports from Taipei, Chinese-Value in 2020","Saudi Arabia's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",523,2779,1977,1557,805,1511,2047,1767,2299,2763,,191732,209715,223686,228272,247766,254745,289209,316675,335198,395279,,352048,421993,519152,522295,329560,380922,526203,419557,376059,420855
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excluding of bamboo paper ...",821,608,929,1595,1667,2156,2374,2890,2008,2583,,56097,55307,60550,69723,83089,93368,112229,128921,98101,105421,,21113,21911,23682,32190,30441,29157,38374,49763,38701,53170
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",7915,6369,7692,6018,3151,4309,3109,2432,2062,2410,,730507,757341,708651,569498,545532,702827,788968,662091,627872,1225572,,40824,41225,34379,32626,23584,30531,38626,30908,25362,33728
730719,Cast tube or pipe fittings of iron or steel (excluding products of non-malleable cast iron),312,423,591,218,434,1890,2819,2620,840,2274,,10385,9351,23202,26710,23529,30864,27091,23399,24384,32416,,32092,48132,33587,37387,33862,26272,36482,36333,43837,53010
850490,"Parts of electrical transformers and inductors, n.e.s.",123,279,640,239,67,0,518,203,639,2244,,158173,127083,110502,106195,104924,107052,109944,105237,101930,160161,,97979,166911,164325,165403,142974,94656,74675,84274,70052,77950
290230,Toluene,0,0,0,0,0,0,0,15538,42173,2213,,22473,78099,287986,202452,141652,194316,215895,232861,152116,240161,,6242,3167,5248,3284,3714,1712,16547,32350,50833,15819
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",722,795,400,965,230,0,504,418,1488,2187,,125366,133905,161181,135293,134120,122609,135800,133087,108158,164701,,32448,27956,27221,14667,6883,15785,23115,16148,6767,5947
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",4845,4876,7415,5647,3396,2288,2820,1623,1831,2174,,690982,624421,573205,450651,426362,457101,489054,363487,282928,322187,,17531,19098,18216,14876,8894,8252,13780,10546,10007,11180
853180,Electric sound or visual signalling apparatus (excluding indicator panels with liquid crystal ...,929,548,1125,924,1249,1296,1072,859,1328,2169,,19406,18756,21220,17011,15578,13682,21402,29420,21642,21912,,29466,38244,42928,43169,42847,56291,52003,37864,22978,24147
847730,Blow-moulding machines for working rubber or plastics,2399,2647,773,1352,1370,647,491,1346,1258,2166,,97389,111614,85636,93367,86894,77884,93489,84035,77965,95705,,18404,19764,41073,38021,55905,30550,23248,31102,17972,27847
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",2222,2904,2830,2687,2222,1094,1711,2227,2813,2110,,142522,123686,133243,132745,118760,124047,118974,100393,85398,106712,,26882,29694,28128,22460,15673,10776,11584,13783,14980,14692
830249,"Base metal mountings, fittings and similar articles (excluding locks with keys, clasps and ...",3522,3727,2694,3391,3285,3131,3114,3113,1380,2106,,200372,154088,157783,148447,137893,144830,98976,94158,95737,128503,,59678,74174,68675,68637,57940,48537,47866,47910,28638,41077
721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",11527,5425,5526,11846,4959,6043,4307,5562,5262,2099,,42503,7138,8675,66083,7172,11557,12895,30205,38884,109016,,38373,44860,21403,25837,11349,16743,12165,16721,15719,7722
841391,"Parts of pumps for liquids, n.e.s.",1843,2904,2971,3004,2502,2002,2919,2414,4579,2051,,130517,133832,155278,118632,105182,131868,144531,136364,120591,154106,,256933,311179,331309,333002,279838,261359,299797,363901,365105,259167
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,2214,2345,6159,8754,4279,4921,3955,3617,2901,2051,,61013,70003,66224,76727,80602,98047,120340,116002,128320,160839,,185868,231447,235182,162499,100975,114092,114705,130627,75092,83336
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",63,57,86,0,209,347,314,909,1076,2014,,40551,34036,37573,28757,37586,51755,58792,48131,49086,68693,,7947,6563,22341,14621,11537,8661,8224,10081,9667,13554
90122,"Roasted, decaffeinated coffee",0,0,0,0,0,0,58,359,2557,2003,,290,438,514,738,932,8957,857,799,455,427,,1375,1360,894,927,1770,1822,3039,12576,11985,14545
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",3060,1920,4392,3931,1339,1491,1195,1608,1429,1988,,314206,294139,308187,265718,219304,173103,165870,162519,161256,117879,,8858,6465,9447,12014,4859,5623,5874,9219,9088,6422
847790,Parts of machinery for working rubber or plastics or for the manufacture of products from these ...,369,714,1304,1286,712,829,684,1326,1645,1984,,136428,131987,151316,144573,130358,157159,162471,159672,149729,191845,,32343,43558,49373,47036,38529,25741,33077,40869,49585,36731
630391,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of cotton (excluding knitted ...",1974,1411,1924,2075,2048,966,1442,2659,2185,1949,,258,371,165,65,47,65,30,24,194,9,,7602,10718,16541,21779,24150,22258,15476,17016,17812,15846
830140,Locks of base metal (excluding padlocks and locks for motor vehicles or furniture),841,531,1268,1417,1024,523,873,974,882,1948,,201528,226671,241642,252929,254061,276412,313949,332167,360201,428780,,15479,18367,30220,30714,18838,18598,20452,21168,21397,28607
842240,"Packing or wrapping machinery, incl. heat-shrink wrapping machinery (excluding machinery for ...",1522,2553,1207,2695,2705,902,1528,1696,2039,1945,,153210,170750,179035,177377,151682,161238,179599,153835,155864,167808,,80711,81875,104496,129371,117293,73923,58554,61673,57403,68189
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",536,569,1257,902,646,433,690,1011,1443,1894,,130150,134475,148159,148201,152556,187446,199931,198089,184592,260543,,34315,45331,48184,56434,44759,47365,57687,72161,86961,103128
830210,"Hinges of all kinds, of base metal",639,947,987,1694,786,725,790,1159,1379,1885,,88423,127303,172295,187483,171371,198418,180089,158699,230993,285216,,29591,31624,34120,34521,33220,30048,30117,39034,41588,44267
721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",6850,5401,3373,4514,3390,4893,2820,1704,2853,1874,,42542,59525,56316,15536,35978,58701,60106,53147,33436,70603,,18254,15711,8669,11401,8013,8926,5374,3559,4087,8344
900490,"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ...",1672,2151,2776,2516,1648,2242,1767,2403,1956,1860,,237842,250596,273934,277217,271873,293903,326993,313772,387316,378896,,7788,9118,10573,9346,12691,7970,6738,8492,30202,10290
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",893,1309,1293,1453,1068,1329,1075,1593,1714,1859,,33151,33261,34106,38808,42187,46745,54655,58039,53964,76808,,7802,12614,12790,16245,12323,13125,12064,22540,24407,37426
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",970,698,1200,1247,750,342,362,772,1608,1859,,87248,84802,77963,81949,76991,83423,90620,80052,69189,87995,,193611,130148,186708,142047,80962,65274,58780,71346,144526,246036
901780,"Instruments for measuring length, for use in the hand, n.e.s.",731,775,1118,1947,1293,929,1183,1028,1914,1803,,19830,19588,23283,22769,19548,20478,21099,18666,21268,25742,,7236,6711,8074,8073,6651,5606,4697,4970,5169,5183
731940,"Safety pins and other pins of iron or steel, n.e.s.",0,0,0,0,0,86,7,4,833,1791,,0,333,6142,6933,6419,4999,5482,5544,4319,4029,,888,1034,575,1049,909,1831,971,852,16227,17119
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",864,3303,2496,2369,1193,1188,603,2440,1834,1771,,461438,465215,440137,411557,448797,485799,593358,686699,747143,922372,,74948,80830,68309,73959,79043,53478,33990,63205,57042,59421
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",2489,1114,1669,1408,1145,643,733,372,1404,1687,,603399,637229,574401,463335,444379,432868,461299,499600,510224,557526,,76779,79340,72261,84108,82321,73458,77316,67855,65384,103357
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",3150,0,1173,3019,800,1893,949,865,1123,1633,,3006708,3050632,2988827,2069868,1689764,1965414,1659108,1919649,2046042,2186394,,433758,68527,330174,301974,327659,486227,322537,195422,118169,136372
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",443,5011,8509,5738,4428,3481,4165,4725,1231,1606,,88794,85500,95165,113105,110557,115170,148867,166558,155238,214424,,7975,32062,63850,59039,48244,39619,34774,49339,27807,37074
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,1098,1074,1424,1604,,11257,9429,7114,7731,10235,12209,10293,9917,9624,11559,,11993,5612,19880,14191,6056,4097,2792,4106,3753,8472
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",1814,600,696,1662,2551,5018,2263,6196,1578,1512,,17857579,18440537,15792613,9032858,7623629,8398969,10883311,10339758,5106760,7813938,,215396,266082,321968,274817,312767,294031,236853,315425,253993,311004
842810,Lifts and skip hoists,4809,2091,2651,844,1637,807,2349,759,747,1490,,28097,26088,24684,17226,16928,14714,20593,13641,16500,16896,,170384,203916,211511,190316,168194,172444,170553,117250,108591,113168
30389,"Frozen fish, n.e.s.",4811,3378,4611,3099,2946,1245,2104,1037,1969,1477,,0,23105,189674,161423,172125,79307,81499,101699,90191,64502,,12835,19575,21440,19246,13602,11656,16158,14712,15547,17707
900710,Cinematographic cameras,0,0,0,0,0,0,0,26,297,1455,,0,0,217,9,155,23,210,0,0,2,,160,1080,1733,901,2360,574,891,1034,6442,10178
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",6319,5077,1930,2737,2029,1410,1786,1264,2712,1454,,467625,391288,380276,323860,310795,307677,322701,297230,348065,409625,,167897,180619,177801,234407,185264,220384,201339,216992,229499,213179
30479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,60,543,355,400,241,1117,1108,1702,1436,,0,0,0,0,1,0,0,0,0,0,,288,1135,5500,6892,7230,6317,16502,17066,11613,19197
848071,Injection or compression-type moulds for rubber or plastics,1249,313,956,297,1008,999,257,1313,1955,1434,,155040,144855,142269,135624,136639,145339,148171,144701,140387,127373,,20512,20217,33726,30428,40472,26039,25082,21862,26233,38760
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",77,87,93,136,3172,0,170,1149,1434,1430,,656,203,394,292,229,319,145,254,319,591,,1098685,1309005,1196919,1376406,755953,242218,169739,201843,279871,267097
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",6393,5908,5753,7415,3039,4851,2042,2144,1657,1426,,59456,47249,48098,45069,40371,44147,35291,31877,35730,35306,,88791,123765,138172,208515,204783,184942,189195,217520,172473,198718
820559,"Hand tools, incl. glaziers' diamonds, of base metal, n.e.s.",1191,959,1473,1216,1629,998,721,1100,1075,1426,,776032,761215,813282,725637,689194,733792,732304,707031,708993,957445,,16318,19335,22760,23144,22865,19534,21401,17839,11961,14933
842230,"Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; ...",1753,3373,2210,1579,1655,1839,1020,894,627,1409,,144653,156763,132218,135863,129326,125436,148806,147149,134403,144238,,123077,121448,127692,141995,153494,98998,75640,50922,96400,96627
731021,"Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping ...",113,0,0,0,0,65,405,41,582,1384,,3804,2801,2328,2120,1431,1721,735,311,430,375,,18142,19593,17819,13241,11115,11133,15378,27975,24596,29388
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",572,419,1145,1137,1091,444,960,1399,1016,1378,,4742,5119,6964,6225,6137,6688,7109,7659,6067,6642,,9294,8619,10947,7162,7025,13408,8361,6112,8838,11289
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",386,542,363,689,934,1134,1038,1369,1105,1361,,89532,83119,80546,81126,78210,71043,64235,68132,79241,92965,,58284,63564,67945,77746,50239,45229,32757,41920,47173,50461
844316,Flexographic printing machinery,107,218,1421,679,769,297,101,599,1462,1351,,63648,48112,39112,41611,21774,40224,34454,33705,40576,44374,,8694,661,4394,7262,3906,13459,7349,3904,12983,18463
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not ...",1776,117,156,188,146,117,126,460,1072,1319,,33487,32461,37548,44160,39182,39106,40046,26689,27063,28687,,160114,125856,98373,96389,80934,100501,111812,120923,219437,199661
392520,"Doors, windows and their frames and thresholds for doors, of plastics",153,386,557,1306,1678,1170,1166,1424,1347,1315,,68181,77311,84296,81048,85863,81730,87893,82569,72886,90344,,2677,3808,4491,8982,7890,7931,9410,10684,20672,24134
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),97,153,408,171,199,387,296,484,915,1309,,231557,223759,237836,238617,256826,292258,302320,284129,287961,377091,,62676,65453,75026,64986,61790,61636,70632,72512,106529,100191
701990,"Glass fibres and articles thereof, n.e.s.",301,313,344,813,970,294,301,331,3121,1298,,17976,19357,19804,20715,19415,17364,15251,12884,12377,12115,,62763,99530,103162,67821,39339,26834,33757,30796,45254,45587
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",199,346,224,799,348,222,215,1223,1154,1293,,296795,250800,235811,287715,270550,300579,270074,274224,250329,299526,,100432,80416,89068,243891,115932,39517,37167,58944,40020,17114
850440,Static converters,1367,1153,1569,2242,1323,762,721,1254,1167,1283,,962241,967063,986908,923664,907896,938815,964531,1088818,1299650,1667392,,122405,156245,200685,170603,141330,151465,182081,161181,174388,261263
392350,"Stoppers, lids, caps and other closures, of plastics",208,354,835,1173,1246,1419,1493,2489,1520,1260,,53397,60610,69247,77886,85413,89938,100569,109002,110527,129594,,67302,72271,74256,72919,65963,76412,94005,98398,76935,68463
830220,Castors with mountings of base metal,1571,1409,831,1293,707,711,511,436,940,1241,,49986,51988,56267,54960,59308,61298,63158,62383,57775,79390,,7863,7974,8161,10955,7295,7181,6940,7521,13348,14908
870323,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",557765,489325,712976,611491,458331,299465,160154,231,469,1240,,947991,1035637,1205044,1049344,648588,497221,290949,407767,208958,117327,,8520238,7332116,7255985,7870267,6131567,4450822,3071811,834901,681421,288436
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",189,164,377,776,733,1170,670,366,782,1238,,44440,50095,46031,46094,46220,51064,58313,51042,49794,60816,,90561,96953,108507,91204,89253,101903,125396,82838,91737,125302
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...",152,1015,171,426,190,326,272,534,692,1200,,118372,121267,129484,129602,118449,144805,175778,153810,147458,183009,,9558,11046,12917,12573,10618,8840,14216,14500,13696,20699
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",2215,3711,3841,1973,2582,1730,1057,1101,1137,1197,,158581,161146,185748,171662,166202,157046,165940,174892,150939,176666,,381680,542249,507120,391311,214562,234791,189565,104675,92962,103238
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding ...",4451,5274,7044,9117,5790,3391,5352,7789,1819,1197,,35129,38032,44651,42977,36959,46338,49598,49837,48453,78516,,99575,127445,132519,134108,103104,75779,71324,91385,50551,37371
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",855,63,209,189,101,194,310,599,290,1170,,250239,238847,240616,237780,243958,264866,293028,283047,282056,380774,,162787,169625,108979,114788,69663,47380,65502,46030,42023,44825
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",48,151,83,365,0,53,581,701,516,1168,,446324,359699,354500,417322,469949,600185,575419,791730,757167,854973,,76915,18910,29768,84808,62317,53588,39972,38268,63033,47510
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,1511,1628,1324,1698,1123,518,782,1046,1529,1149,,123061,85638,98205,80616,74727,84799,91225,94541,83614,123061,,196301,209308,300815,221027,158949,112558,97665,100156,95659,103146
391740,"Fittings, e.g. joints, elbows, flanges, of plastics, for tubes, pipes and hoses",434,574,276,472,109,306,521,197,1250,1131,,40646,46692,48623,48539,57457,63589,65223,55749,58831,67514,,65808,68651,66731,61058,58991,64838,53463,56857,103443,137709
846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.",479,1246,1225,1027,488,716,1375,984,1073,1127,,133637,142903,188101,160881,148199,181245,181369,154812,143683,190209,,108349,124664,134693,127891,62492,36546,64088,61036,49329,52853
900220,"Filters, optical, being parts of or fittings for instruments, apparatus and appliances, framed ...",0,34,0,0,0,96,20,37,797,1117,,34976,29486,32979,38555,43400,47138,39841,47008,42432,41012,,1817,2473,832,1411,10149,1690,2622,4136,25883,29145
730799,"Tube or pipe fittings, of iron or steel (excluding cast iron or stainless steel products; flanges; ...",8739,7031,6489,6005,5885,2563,1039,1151,1105,1115,,83083,85167,86814,74582,61883,70013,68551,56914,49270,53994,,308288,343203,341987,265006,197853,175093,189649,141654,77577,77986
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",21248,2797,925,3061,1846,1631,2838,872,1708,1114,,148859,151205,122038,104835,104773,106579,101483,93782,116625,158878,,127737,133196,111632,103593,67262,77740,109099,92312,87007,110093
847710,Injection-moulding machines for working rubber or plastics,3733,3079,1974,2536,2407,2271,1177,1472,2313,1094,,379044,296127,323351,290872,264435,278752,262022,201257,162550,187107,,54269,51403,66168,47444,53131,27816,18828,14024,28624,34782
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",2027,4089,851,1963,845,780,644,631,610,1092,,450084,535309,771434,604841,1002881,1599780,1490243,1743918,1980757,2192744,,1232055,1164707,1141757,1003931,722651,701852,747064,844575,1013260,1131244
560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",1208,2037,1711,1003,909,1327,285,533,980,1077,,40062,37120,47160,52686,56228,60069,53164,45320,60707,33772,,20090,21155,26614,28395,26485,30832,25339,26319,23956,25306
270730,"Xylol """"xylenes"""" containing > 50% of xylenes (excluding chemically defined)""""",0,0,0,0,111,453,792,817,1200,1075,,67057,60600,228290,134771,118535,136813,194809,170890,158180,183618,,2773,5918,4130,3586,2374,1874,2098,1901,1587,1828
902140,Hearing aids (excluding parts and accessories),138,63,33,0,0,0,0,0,308,1061,,1498,1346,385,204,330,77,108,119,344,516,,8131,13575,17071,9557,7071,8814,15832,19814,12226,39349
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",2408,1190,1492,2067,1211,2381,1723,1869,1206,1060,,1234047,1192436,1192664,1152038,1122593,1209901,1262074,1172580,1066760,1292023,,192291,251897,266912,259673,219973,204800,217377,179267,215519,191672
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",124,633,717,917,260,394,747,1005,646,1058,,136248,128098,106654,106948,113948,122362,135330,126838,105015,130569,,20717,26347,36489,27525,21503,17537,22071,24565,23373,15660
853110,Burglar or fire alarms and similar apparatus,1289,1878,861,867,278,544,1178,1029,900,1049,,113461,104911,86415,92307,91165,93520,120822,90303,84164,175680,,44889,54953,54446,50551,34478,36414,37345,34964,29261,40111
392630,"Fittings for furniture, coachwork and the like, of plastics (excluding building components ...",314,541,561,568,171,0,168,252,813,1048,,38186,37693,31703,26405,24234,25307,23324,22616,24081,29237,,3285,3407,3295,4384,4482,3618,4621,6834,11471,13409
999999,Commodities not elsewhere specified,0,0,0,0,0,42,575,3995,4025,1048,,1514400,1538009,1602895,1664909,1644035,1760967,1743687,1770906,1878010,2040990,,15612,17173,13459,4231863,4860459,5599898,8520559,8641456,6553579,6796306
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",402,1113,601,250,381,196,61,865,1253,1041,,240010,202262,214566,140208,137219,187420,231535,167010,190511,340662,,11023,16747,9159,9064,5229,6864,9870,15796,30184,46101
790500,"Zinc plates, sheets, strip and foil",773,833,854,710,578,264,522,233,1151,1037,,2823,2124,2124,2002,1775,1425,1611,1235,1338,1003,,3011,2481,3356,7507,2027,1769,619,552,1424,2180
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",4410,3591,1482,1744,931,997,712,982,745,1037,,666907,575487,461958,372638,353179,454553,502229,474447,386137,466602,,24519,17048,14697,7356,4440,8035,5189,6375,8070,11746
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",786,522,416,466,384,517,636,736,700,1028,,112249,104375,105883,103804,104017,102232,103274,96069,87098,97213,,33525,43215,100080,83742,54235,49424,31904,49398,147401,107603
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",3240,1717,1635,1045,697,894,2249,1013,387,1004,,175365,185827,205308,206566,219481,193835,207901,261571,283297,387201,,112230,96467,97217,78633,50667,52868,53450,49652,38803,41065
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",29,0,106,0,0,0,524,15,550,1004,,519602,554170,562955,409610,283842,404686,442245,343369,285483,763253,,90360,72807,108307,101226,77721,68706,74169,64355,58342,92884
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",1071,428,266,720,959,1476,2140,786,486,989,,281025,227343,297715,219616,436543,343800,389475,324308,328705,348602,,53304,57503,69029,53140,35272,40742,60120,68826,73998,78460
841392,"Parts of liquid elevators, n.e.s.",0,0,0,0,0,0,3,3,29,985,,8303,5775,5137,4486,3177,4449,4081,5123,3467,2640,,13847,4504,6308,4795,5157,4668,6230,20585,19348,29047
841899,"Parts of refrigerating or freezing equipment and heat pumps, n.e.s.",285,1827,228,442,1083,387,942,113,216,972,,32288,23578,23771,23170,26676,26425,23459,23431,21740,28263,,198129,273993,168994,171328,121767,103248,94557,87967,99201,107469
701342,"Glassware for table or kitchen purposes of glass having a linear coefficient of expansion ...""",0,0,0,133,0,641,1970,935,917,967,,132,432,220,1034,537,156,533,319,155,143,,3752,2137,2473,2114,795,1762,3400,2437,4203,7082
330410,Lip make-up preparations,1231,987,1666,3044,2291,1676,965,1121,888,963,,34920,31028,37430,41758,46302,44875,48125,49009,34832,39329,,36282,41737,53406,59233,41104,43110,48028,55525,43392,47336
