Product code,Product label,"Taipei, Chinese's imports from China-Value in 2012","Taipei, Chinese's imports from China-Value in 2013","Taipei, Chinese's imports from China-Value in 2014","Taipei, Chinese's imports from China-Value in 2015","Taipei, Chinese's imports from China-Value in 2016","Taipei, Chinese's imports from China-Value in 2017","Taipei, Chinese's imports from China-Value in 2018","Taipei, Chinese's imports from China-Value in 2019","Taipei, Chinese's imports from China-Value in 2020","Taipei, Chinese's imports from China-Value in 2021",China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
620461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",643,435,416,431,645,508,538,433,334,340,,54349,45148,37879,38804,42965,78367,37019,33170,19567,22843,,3034,2275,2272,2631,2675,2495,2960,3095,2763,2741
842320,Scales for continuous weighing of goods on conveyors,319,159,125,119,516,371,339,800,471,339,,11542,11186,16728,15034,16867,18079,13263,17585,10142,11313,,1309,1268,1979,2122,1514,1811,1910,3436,2991,1853
750521,Wire of non-alloy nickel (excluding electrically insulated products),328,386,227,253,256,307,252,249,269,338,,1468,1736,1391,1684,607,687,1181,1510,1358,2250,,1746,3135,1072,1635,953,1101,1854,1539,1884,1371
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,642,737,666,685,735,597,380,343,334,337,,19065,24905,27614,21689,20961,136133,21267,19912,20454,20878,,872,899,751,701,755,617,382,368,346,343
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",0,44,369,295,368,477,450,441,397,336,,38150,35456,32369,31014,29086,29772,31130,27852,28752,27758,,0,451,4394,2076,2068,1368,469,475,479,391
130190,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excluding gum ...",140,111,186,440,298,505,411,342,340,335,,11223,13360,8083,4604,3959,4070,6252,7233,8503,8564,,1672,1397,1784,1603,1319,1166,952,909,954,955
560130,Textile flock and dust and mill neps,256,196,206,231,279,296,538,426,378,335,,8587,11949,11348,10951,12437,14041,15124,16199,14202,17354,,1739,2199,2127,1844,2033,2080,2759,1922,1771,2675
482361,"Trays, dishes, plates, cups and the like, of bamboo paper or bamboo paperboard",1041,1938,956,555,549,464,346,203,625,335,,1127,2725,7772,12482,8297,12225,11164,8400,7166,27591,,1875,3121,1907,1313,1692,1878,1431,714,1185,914
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",62,180,101,135,65,155,166,165,269,335,,16093,13328,20984,19398,10308,13750,10907,21338,12248,9599,,14522,18269,18341,16820,16611,16475,18192,17141,17522,20134
390591,"Copolymers of vinyl, in primary forms (excluding vinyl chloride-vinyl acetate copolymers and ...",404,740,615,1033,1329,1123,1016,430,342,333,,5148,2839,4302,3534,6364,5880,13376,7099,4581,10817,,3209,3844,3705,4233,5778,4045,3565,2045,2313,4622
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",499,339,175,148,157,135,138,168,301,332,,11733,16829,13813,14941,15345,16849,14438,13321,33405,37889,,3011,2432,1237,228,405,407,382,431,592,963
901790,"Parts and accessories for drawing, marking-out or mathematical calculating instruments and ...",1220,1202,2060,1020,378,231,165,302,269,331,,27424,24144,27216,23471,22046,20322,26176,24879,29583,40127,,3476,3364,4471,3149,2646,2975,2472,2812,2009,2389
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",279,338,392,374,436,387,880,2370,298,331,,5894528,3110009,274599,274263,230717,260554,178126,149009,187659,268058,,1170,1093,1396,1837,2072,1631,2673,4725,1568,1827
570241,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",514,1500,864,756,558,1279,931,443,268,330,,85709,89451,98491,101970,91434,91232,94475,86298,53429,54625,,835,2271,1915,1605,899,1633,1159,634,409,606
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",2665,1375,1018,425,4210,1514,137,1244,206,329,,15314,23823,51306,49714,44110,47069,69463,63151,51472,70120,,9649,2685,4730,2651,6440,6984,729,3727,211,993
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",196,101,145,139,132,161,106,244,872,328,,149931,162473,176961,209067,195749,207304,257623,252538,395449,502403,,196,124,148,142,145,161,106,296,894,547
721250,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,60,6,26,20,124,328,,3066,3624,4606,4523,11792,25234,7994,11842,15831,46975,,1526,837,815,1148,1439,436,176,50,171,372
280519,Alkali or alkaline-earth metals  (excluding sodium and calcium),5640,4017,6147,4799,967,4322,5743,3380,632,327,,42724,37393,47854,54236,44363,52707,78720,60494,41096,56244,,7156,5621,6507,6822,6525,6915,12491,14160,12010,12013
730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",184,510,257,201,130,84,258,139,515,327,,22934,26153,51551,48659,77198,39939,45696,57732,59116,76196,,517,6752,10300,13515,512,843,931,523,1278,12188
843820,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate ...",224,158,56,120,58,694,434,645,345,327,,35480,59060,76945,46589,41167,36800,48064,49032,49410,62025,,6770,3028,740,1605,1243,1868,2242,2813,834,1755
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",1393,1098,1528,1280,1782,967,1239,3110,1343,327,,229008,288718,326308,442811,437913,552241,388284,387591,433386,386012,,1637,1365,2611,3029,3752,2207,4375,12770,17238,35596
480240,"Wallpaper base, uncoated",425,331,353,187,91,235,395,220,293,326,,11601,12103,13885,14849,11435,18814,24286,24870,14674,14320,,3166,2551,2454,2141,1825,1090,1867,1430,1146,1159
731600,"Anchors, grapnels and parts thereof, of iron or steel",138,660,588,1314,308,970,744,536,367,326,,79420,71751,82341,76248,75539,77997,78991,80404,71923,84458,,326,763,1191,1522,905,1416,962,1176,880,832
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,427,374,465,423,326,,0,0,0,0,0,266392,262952,232446,223954,288403,,0,0,0,0,0,2371,2208,2295,2592,1905
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",280,230,275,293,163,239,258,293,363,323,,38214,39979,42328,44124,46163,48455,46683,57240,60924,80765,,1161,622,563,625,413,599,553,615,598,656
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",449,619,261,382,356,127,173,204,118,323,,28022,28420,30109,32619,31080,30220,30652,33936,33907,48261,,489,642,304,413,390,147,182,217,145,379
400922,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",359,284,930,533,475,475,511,464,252,323,,183529,188800,196009,175277,144398,159857,174128,199780,195151,232327,,8648,3846,5394,4516,4600,3182,2961,3063,3278,3872
731442,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, coated with ...",62,45,151,178,174,167,416,297,161,322,,63629,64610,66672,63934,54821,60025,81529,77509,105504,145162,,270,442,340,344,270,300,593,380,267,471
401310,"Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars, ...",1068,1312,1142,842,892,801,676,639,226,322,,210138,203066,182795,156095,136822,138882,141969,140700,128285,148828,,1155,1506,1608,927,939,932,981,1618,1042,1069
630130,"Blankets and travelling rugs of cotton (excluding electric, table covers, bedspreads and articles ...",363,533,564,476,313,473,465,580,427,322,,425162,344601,253289,170634,137246,131648,129817,133101,147096,203719,,1007,928,930,1099,857,1959,2616,2906,2705,2708
845929,"Drilling machines for working metal, not numerically controlled (excluding way-type unit head ...",144,334,537,296,212,396,291,696,562,321,,128652,125903,206093,119648,118890,129192,141222,135603,128544,146871,,869,1247,1051,954,447,958,954,1177,1405,1111
611699,"Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine ...",395,317,392,345,270,341,318,226,243,320,,104097,100287,110969,109019,94001,101465,98608,90495,70976,77936,,468,498,674,697,623,712,668,592,535,492
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",216,377,417,459,535,456,569,285,278,317,,454783,441722,539652,586074,549777,740467,844899,1086982,1252572,1619928,,1188,1448,1468,1848,2601,2502,2687,2192,1891,1192
680221,"Marble, travertine and alabaster articles thereof, simply cut or sawn, with a flat or even ...",3606,790,969,2035,1331,1267,264,315,275,317,,57623,98203,146806,223940,149777,107304,59377,54677,42748,27822,,9040,8837,10978,9588,6844,6926,6707,6764,5113,4812
842099,"Parts for calendering or rolling machines, n.e.s. (other than for metals or glass and excluding ...",95,331,85,183,157,263,478,322,76,317,,4116,4351,4823,4279,7850,6399,5232,8921,9245,7913,,1017,715,1087,1180,1977,3049,1491,1964,1100,2655
551511,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",1808,1734,1210,1631,847,1047,496,68,0,315,,978237,1067302,1052686,1086637,1081934,1080133,1195968,1326137,892450,1067281,,1949,1934,1449,1853,1049,1164,668,975,360,685
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,10,2,0,0,0,20,39,315,,51231,90837,66866,19830,10501,17960,28973,25685,21221,19865,,90,0,48,119,204,227,568,119,1922,1573
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",549,274,468,165,116,99,195,112,189,314,,665088,666852,577650,518441,499647,517291,591320,558899,436940,594880,,1332,1825,1855,796,776,413,520,378,771,942
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",24,81,113,164,239,234,194,70,110,313,,19637,22341,25710,26608,26340,25634,28333,39470,42482,66093,,94,194,210,262,359,326,268,144,182,382
620219,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",91,174,287,805,258,352,343,187,198,313,,41741,52094,63577,39528,37595,24053,22425,30376,15626,10456,,1604,1036,1274,1863,1270,1422,964,993,1320,1552
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,0,0,73,29,312,,0,0,0,0,0,396,1377,755,866,2003,,0,0,0,0,0,3848,8488,8047,6147,6110
731581,Stud-link of iron or steel,63,250,288,318,173,199,276,330,199,310,,241678,210866,242124,241625,149199,153602,182962,192752,183528,183815,,347,517,594,595,421,417,451,681,464,1075
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",899,1122,347,914,239,226,138,137,141,310,,73654,50052,27581,32037,17002,20720,11425,13729,13586,23283,,15488,14181,12718,9168,6009,7817,6877,6056,7010,8282
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",0,182,182,7,0,0,0,293,98,310,,107493,123371,72005,53738,34462,37419,34407,14957,10656,13391,,13,446,578,375,106,214,8,383,136,348
481200,"Filter blocks, slabs and plates, of paper pulp",33,85,2,15,710,413,196,75,307,310,,8655,12104,5408,2735,2771,14503,3618,3711,4452,2394,,1384,1956,1693,1189,1565,1505,1446,1093,1437,1425
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding ...",2858,71,83,136,9,1,13,209,355,310,,384192,360405,552048,751219,515024,571054,762086,593214,500085,636656,,2888,369,116,641,252,433,511,1293,1104,662
640110,"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of ...",538,425,398,316,328,349,324,364,353,309,,27137,30514,46348,30209,27760,27643,30348,28066,27382,31492,,640,504,472,337,380,423,522,601,514,456
811090,"Articles of antimony, n.e.s.",168,80,94,89,9,239,639,0,11,309,,0,0,0,0,0,0,0,0,0,0,,1064,731,387,134,192,394,860,163,438,436
846410,"Sawing machines for working stone, ceramics, concrete, asbestos-cement or like mineral materials ...",766,832,1438,1130,1113,586,539,453,583,309,,123900,150508,138963,109598,114223,114106,119404,130422,136100,152038,,1875,1970,6430,4815,3394,1623,1798,2813,2837,1396
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,168,209,333,186,184,255,306,293,164,308,,17559,14436,14100,13007,11360,11889,17956,22073,20307,13414,,362,370,418,311,301,369,470,402,197,351
560890,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up fishing ...",237,84,224,70,95,156,180,360,240,308,,60870,59298,62427,58331,50551,37128,38744,47108,57055,61873,,594,763,763,726,562,546,640,943,1235,819
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",1624,1200,1132,1440,981,1039,742,760,366,308,,214224,195320,183113,178910,154123,141953,164925,134398,68321,63809,,4661,3803,4005,4045,3671,3792,3495,3250,2233,2348
291540,"Mono- di- or trichloroacetic acids, their salts and esters",162,164,251,126,94,101,126,123,191,308,,23874,27370,35767,21783,17731,19471,21239,21867,26892,57122,,1171,1279,827,1087,1141,1077,712,498,626,993
390519,"Poly""""vinyl acetate"""", in primary forms (excluding in aqueous dispersion)""""",243,209,162,212,278,334,379,308,271,307,,1377,1321,2848,6790,8404,5800,4947,5993,4739,7085,,1754,1093,1025,803,818,1011,756,873,494,737
730590,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled ...",0,0,0,0,0,44,0,0,9,307,,22254,38473,38484,29249,13088,15583,31460,30069,15668,26075,,9,12,39,0,1488,89,92,255,88,404
843320,"Mowers, incl. cutter bars for tractor mounting (excluding mowers for lawns, parks or sports ...",153,150,137,178,103,51,173,264,362,306,,85852,83696,103524,110254,90228,89126,72681,39485,52762,75528,,1243,928,846,602,754,997,1639,1819,1291,1254
761691,"Cloth, grill, netting and fencing, of aluminium wire (excluding cloth of metal fibres for clothing, ...",25,60,194,173,100,114,381,227,516,303,,48507,58193,66001,74120,54189,76643,86743,68594,75836,84370,,150,141,374,509,233,583,750,1379,1163,614
30496,"Frozen meat, whether or not minced, of dogfish and other sharks",0,0,0,0,0,455,465,637,367,302,,0,0,0,0,0,4436,6447,15654,8834,3009,,0,0,0,0,0,545,576,808,554,457
920110,Upright pianos,535,377,789,275,213,206,325,71,102,302,,57605,46543,42943,37611,31479,29093,28355,25625,19947,29580,,4622,4232,4585,3433,3593,2865,2769,2218,2465,2425
294120,Streptomycins and their derivatives; salts thereof,388,270,262,274,384,608,168,301,253,302,,47842,41418,39357,47385,43816,60539,40399,37806,34848,40165,,411,410,294,311,417,630,181,451,438,473
440139,"Sawdust and wood waste and scrap, agglomerated in logs or similar forms (excl. pellets and ...",0,34,496,714,745,511,514,437,312,302,,4301,7368,21189,10415,5318,4979,5264,4707,4431,7787,,0,308,3779,3504,3465,2153,1847,1443,1460,1227
960920,"Pencil leads, black or coloured",557,516,367,478,536,306,488,285,304,302,,21445,23932,30242,31688,37168,30865,29353,28767,22966,17491,,2099,1712,1622,1596,1636,1435,1456,1405,1130,1358
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",86,63,26,83,7,7,6,113,289,301,,363,257,132,199,70,176,310,706,767,1036,,272,659,771,3006,3072,2587,2636,2166,1839,3073
390521,"Vinyl acetate copolymers, in aqueous dispersion",828,1141,886,821,830,755,855,993,338,301,,11568,11184,17189,18682,14906,8590,8485,7121,8899,9789,,1146,1519,1229,1376,1375,1851,1770,1849,1103,1163
100829,"Millet (excluding grain sorghum, and seed for sowing)",0,120,62,283,416,279,288,653,289,300,,7643,8718,7287,6144,5556,4748,3728,5236,6410,5888,,0,203,524,814,1004,644,645,1270,1063,739
843049,"Boring or sinking machinery for boring earth or extracting minerals or ores, not self-propelled ...",302,39,26,788,1407,949,1831,542,518,299,,844722,744354,1009395,857734,543159,249764,526434,406645,194003,116690,,1761,5043,2550,1805,5634,6409,7354,3765,5345,1555
441860,"Posts and beams, of wood",206,165,234,290,175,150,226,169,117,299,,20290,16060,10614,9751,12958,12891,14959,22091,23837,52204,,219,573,331,315,723,366,1395,835,1328,633
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,0,0,1,38,164,299,,195,103,77,61,177,121,24,189,223,521,,1484,1308,1805,1427,1379,1744,885,1327,1005,1485
280450,Boron; tellurium,144,146,156,146,409,597,850,626,478,299,,41498,10573,16787,14461,50932,51285,65763,104751,147959,128696,,3522,4015,4033,4445,5031,6100,4648,4366,4298,6520
610432,"Women's or girls' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",507,353,343,237,207,295,407,375,331,297,,6028543,7528664,4926917,3269817,2790845,3111986,2841112,2076478,1372612,1984959,,1151,968,898,837,1083,914,831,755,891,1122
210230,Prepared baking powders,139,84,153,203,155,203,232,245,254,297,,7345,9811,9129,8600,9182,13222,11713,13287,13982,14980,,1116,1221,1102,1169,1243,1298,1281,1470,1361,1512
550620,"Staple fibres of polyesters, carded, combed or otherwise processed for spinning",35,89,241,271,248,291,397,303,255,296,,11338,12762,13988,13848,12723,14070,15922,16939,12678,14799,,1426,1802,670,819,507,605,576,319,310,361
200971,"Apple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar or ...",124,188,303,131,135,118,157,161,229,296,,14515,8910,5653,1320,1390,1024,554,350,362,398,,699,789,1005,873,1039,1293,1388,1512,1713,2649
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",22,57,2,13,2,7,204,40,95,296,,137369,679698,214646,121109,70438,71243,101823,73881,50080,73007,,1384,1054,865,1357,1520,1585,1740,1005,1227,2046
280440,Oxygen,23,38,21,257,463,342,377,364,272,296,,776,960,1234,1489,1668,2013,2961,3251,3133,5119,,715,637,455,506,878,606,639,677,600,739
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,815,1017,1268,449,295,,0,0,0,0,0,136967,162087,167029,157079,170547,,0,0,0,0,0,34411,39191,42478,46173,56273
841610,Furnace burners for liquid fuel,144,211,294,124,152,285,444,275,107,295,,11304,15039,14220,14562,10631,20447,13164,10885,11253,15168,,3283,2767,3406,2476,2524,5165,10649,12927,944,579
160432,Caviar substitutes prepared from fish eggs,0,200,285,0,0,15,24,119,1466,295,,106046,108964,89706,79054,55144,54798,48506,48079,50852,40266,,0,252,5468,3334,4048,3586,7376,6582,9416,8442
851090,"Parts of electric shavers, hair clippers and hair-removing appliances, with self-contained ...",301,262,302,285,316,485,430,281,402,294,,114950,122252,130602,115856,89813,102300,103305,107254,125945,139473,,1179,1178,1062,958,1227,1318,1567,840,1411,1000
630590,"Sacks and bags, for the packing of goods, of textile materials (excluding man-made, cotton, ...",872,481,298,337,206,417,489,499,212,294,,48481,45190,46743,55923,59185,51870,51673,37110,28991,34032,,942,633,528,465,393,559,590,607,309,370
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",1221,726,873,1709,664,92,354,216,37,294,,125435,643079,779098,28213,8423,2056,2287,11580,2298,3143,,5356,5009,5246,7130,2807,4461,4405,3712,2897,3812
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",90,57,146,223,156,361,224,393,386,293,,12829,16460,13448,12275,14715,13136,13776,16236,21250,30542,,290,480,500,1333,354,852,1034,1101,1309,1140
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",396,283,899,1196,448,438,336,641,601,293,,303889,306793,333719,311892,268325,278715,301075,265219,291005,397859,,3889,3915,4617,4019,3486,2969,2608,3096,2344,2188
610190,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",192,403,223,330,318,191,372,317,305,292,,4852,9542,6663,4885,16705,15178,15205,6759,8890,16232,,753,905,834,869,935,744,1158,1062,1065,1093
852792,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",280,259,382,276,159,328,278,146,167,291,,282119,262069,256846,269050,234334,235889,172873,159264,153352,147973,,295,259,383,276,159,329,278,146,167,291
340520,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors ...",521,559,474,469,409,250,269,345,198,289,,4788,5195,6264,5263,5140,6113,8728,13276,12808,7043,,898,990,864,945,742,492,444,618,455,513
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",73,421,430,416,364,325,450,303,317,287,,19236,23994,19995,23731,9513,6972,8208,10246,27028,15390,,549,569,702,481,485,491,645,411,404,458
282510,Hydrazine and hydroxylamine and their inorganic salts,68,14,85,179,54,78,143,228,271,286,,8399,10679,13451,12732,9691,12014,39852,48123,26760,28954,,5098,4606,4652,3815,3206,3688,5006,6685,6321,6493
291211,"Methanal """"formaldehyde""""""""",0,0,0,0,0,10,8,43,190,285,,2895,3547,3312,2794,2462,2748,3359,3328,3228,1487,,25,33,46,70,47,79,60,95,256,336
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",221,296,698,406,815,624,555,218,184,284,,8463,18433,11698,13893,15544,11627,5480,4975,3887,2555,,1297,572,2184,853,1181,955,1663,424,367,475
580631,"Narrow woven fabrics of cotton, with a width of <= 30 cm, n.e.s.",141,77,138,96,48,62,322,166,159,283,,39020,57150,78266,96979,197297,324956,481088,432813,108212,78811,,577,727,901,763,529,475,903,917,1012,1156
681293,"Compressed asbestos fibre jointing, in sheets or rolls (excluding of crocidolite asbestos)",604,729,654,741,607,493,214,226,140,283,,8193,8320,8254,7771,6157,5407,5490,5524,5595,6528,,1281,1332,1165,1355,1067,808,413,446,300,497
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",248,286,230,216,256,433,366,300,280,281,,231452,218999,276170,174287,150704,157804,139108,131278,144527,176582,,406,332,363,343,353,685,486,492,533,564
410449,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the dry state """"crust"""", ...""",525,534,109,203,94,214,2366,1201,86,279,,335,870,1014,2357,1330,1210,1079,5716,7154,25309,,18799,22304,27459,15083,7453,6763,7301,4911,3616,4987
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...",361,2439,218,208,86,228,260,177,493,279,,609752,2030704,1168433,140468,71317,86479,122048,185676,193202,310927,,8543,7731,5254,5248,4583,18241,16313,5772,84810,157498
853510,Fuses for a voltage > 1.000 V,54,56,25,37,24,26,32,31,62,278,,75892,56632,51692,53570,53177,48199,53358,61785,46861,51848,,2168,1355,2823,1936,2225,1216,1545,1329,2157,2308
920590,Wind musical instruments (excluding brass-wind instruments),503,590,411,387,523,385,436,369,476,278,,95848,94399,100586,100045,91474,101421,106911,102638,83726,78718,,5070,4746,5863,4376,5571,5333,6699,6846,5892,7954
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip",873,493,311,285,252,281,425,342,328,278,,90998,91700,115178,104130,96650,94826,107329,95569,89101,108830,,1500,1147,1297,764,996,742,964,1088,646,745
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard",191,147,240,138,238,401,324,236,226,277,,203334,181305,178997,194551,178732,171397,181546,165722,124420,119131,,387,391,398,311,367,498,398,360,348,548
540771,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",9,2,203,11,29,62,126,83,157,277,,40359,31512,45734,40013,31847,55522,71726,82689,52032,73537,,53,61,477,186,115,320,1677,4932,9416,8939
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",801,1123,1379,976,647,581,521,293,202,275,,107291,112461,140780,155225,98930,115266,70477,91372,53492,58836,,27589,28050,29204,28458,26966,25492,21888,20867,19657,21881
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...",0,0,0,0,5,45,333,373,216,275,,6342,7450,8030,8241,7350,8676,10460,8701,7069,12482,,7942,8957,10019,8718,7558,6542,7190,4438,4775,5111
290543,Mannitol,235,178,220,177,168,260,397,348,386,274,,17566,22824,19882,17217,15935,20388,25554,25262,24601,27600,,1237,1384,1279,1394,1199,1233,1451,1204,1295,1139
722850,"Bars and rods of alloy steel other than stainless, not further worked than cold-formed or cold-finished ...",337,609,381,635,302,236,266,327,259,274,,58467,62972,186350,116022,111759,46210,61033,75002,57988,78487,,6152,5731,6201,4746,4379,4802,5204,4422,3271,3903
732189,"Stoves, heaters, grates, fires, wash boilers, braziers and similar domestic appliances, of ...",429,401,464,472,301,433,310,304,157,274,,207415,254313,297272,375749,321551,320213,337108,316104,404510,610916,,505,513,551,646,474,576,423,486,245,451
870193,"Tractors, of an engine power > 37 kW but <= 75 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,548,311,215,830,273,,0,0,0,0,0,221753,232599,139658,132897,208095,,0,0,0,0,0,8762,6353,7899,23024,6015
283220,Sulphites (excluding sodium),66,187,210,170,191,242,299,353,464,272,,938,682,758,748,709,792,933,459,865,715,,1773,1825,1897,1663,1615,1826,1780,1797,1479,1294
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",641,821,578,639,492,338,280,300,246,272,,748,1286,1133,1341,1446,1716,1448,1930,4208,10087,,672,827,578,639,504,338,287,300,246,277
390220,"Polyisobutylene, in primary forms",0,70,72,247,30,146,120,159,338,272,,10419,14790,18553,30815,17993,16565,16572,19516,19869,19615,,3748,3564,3101,2357,1770,2007,1948,2641,3048,3670
610459,"Women's or girls' skirts and divided skirts of textile materials, knitted or crocheted (excluding ...",85,130,481,619,558,310,326,332,233,271,,100372,151485,170581,175039,123231,85598,75326,72620,52884,65141,,526,483,1082,1112,1237,832,923,997,845,821
760521,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excluding stranded ...",122,105,50,10,71,67,0,159,371,269,,10511,8663,10319,11863,10821,15325,16457,18961,18902,34169,,3156,3107,3793,3978,3804,3612,5736,3208,2862,5109
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",130,146,156,129,209,218,303,255,248,268,,1243,1166,1274,1269,1830,1953,2321,1899,2109,2411,,302,268,265,210,348,272,328,293,281,305
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",151,127,290,243,209,165,292,607,476,268,,36614,48257,23308,19776,20611,15517,11867,14477,12099,19335,,174,166,319,287,241,243,331,760,875,533
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, ...""",0,0,0,0,6,371,1364,1558,1858,267,,146569,151166,166732,176832,160368,154029,149747,146711,126534,117783,,0,286,4002,3807,3623,4397,5309,5553,5229,2836
841920,"Medical, surgical or laboratory sterilizers",35,246,221,148,81,551,216,699,445,267,,45988,53797,73603,86580,74428,104725,123581,127814,168897,137961,,4641,4634,5779,4705,5103,8860,6445,6112,7135,7545
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",568,759,596,817,622,619,268,414,91,267,,26469,22076,20797,12533,20369,17684,24970,24737,12130,14795,,27046,29250,44518,34920,40327,43113,27648,25412,25899,30099
110814,Manioc starch,41,0,0,0,1,0,0,0,0,265,,1349,989,1717,1576,650,436,556,520,542,420,,154357,153617,145865,137929,118295,113788,137977,130930,120306,156325
