Product code,Product label,China's imports from United States of America-Value in 2012,China's imports from United States of America-Value in 2013,China's imports from United States of America-Value in 2014,China's imports from United States of America-Value in 2015,China's imports from United States of America-Value in 2016,China's imports from United States of America-Value in 2017,China's imports from United States of America-Value in 2018,China's imports from United States of America-Value in 2019,China's imports from United States of America-Value in 2020,China's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",750,864,710,322,512,493,657,422,208,426,,26672,30913,48219,16970,24056,39508,26740,18734,36829,30743,,222062,860913,756562,82243,75266,96633,93446,102899,66107,112285
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",284,898,1421,1280,1236,654,389,748,315,425,,292097,256742,247944,243930,202899,179987,164118,158400,122651,161588,,17344,17621,19161,16505,13140,9885,9856,14662,10240,7017
721499,"Bars and rods, of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded ...",47,107,499,1044,1183,469,1510,959,526,425,,146191,131149,148948,125310,118480,131861,116755,81425,65427,187485,,63293,63250,59592,43846,45265,61731,65229,54954,40801,51137
730419,"Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel (excluding products ...",668,1537,1365,944,847,124,211,654,227,425,,268171,499155,424924,104605,72552,78275,79494,87646,64430,58565,,26366,45066,17518,16852,10741,8072,7573,16956,34300,10172
30812,"Frozen sea cucumbers """"Stichopus japonicus, Holothuroidea""""""""",0,0,0,0,0,119,339,65,0,423,,0,0,0,0,0,6622,7416,4539,3346,3290,,0,0,0,0,0,10413,27138,47538,27707,17620
321210,Stamping foils of a kind used in the printing of book bindings or hatband leather,3466,2534,2457,3916,3323,3023,1842,766,631,423,,56574,63586,55537,58258,67521,73176,106947,89253,57386,56738,,47037,42091,60147,74829,58718,50324,51848,55523,54483,66674
220860,Vodka,851,1690,1399,1910,402,1106,1917,1583,350,422,,77270,72152,69203,80349,67545,91546,110280,93049,88828,93346,,12694,13357,13470,14381,9384,15331,16700,19718,17226,23650
170290,"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup ...",1166,2909,2920,3463,1530,3206,3003,566,502,422,,101174,99312,93784,111676,118544,126056,132100,133180,119454,150737,,20187,25706,27201,30896,26410,32134,36145,79821,407705,252018
291736,Terephthalic acid and its salts,574,51,24,36,81,157,623,598,358,422,,242805,155870,2136,1508,801,38486,61577,16838,24929,43163,,5863660,2988504,1073082,478937,302602,353215,668606,771939,300442,43555
843242,Fertiliser distributors (excl. sprayers and manure spreaders),0,0,0,0,0,457,549,488,155,421,,0,0,0,0,0,24270,29300,27737,24715,36974,,0,0,0,0,0,9553,9135,4209,6465,5756
610332,"Men's or boys' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",23,66,300,442,256,166,2671,2815,1119,420,,752,822,1046,442,911,492,1280,817,522,744,,17076,18368,22244,25144,21428,19902,25224,15024,9683,6398
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",64,152,133,104,463,1058,762,1008,324,418,,62369,64171,68202,69129,57956,62185,61830,54210,53356,94507,,15827,19430,19078,19962,19409,26008,20978,16458,16970,16642
401190,"New pneumatic tyres, of rubber (excl. of a kind used on agricultural, forestry, construction, ...",0,0,0,0,0,386,567,247,41,418,,0,0,0,0,0,207887,234707,240888,156607,216819,,0,0,0,0,0,8158,12442,6581,8119,9546
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",1140,1501,1342,1266,2086,2509,742,573,711,417,,443441,421643,445490,297425,235496,224004,195900,176906,162594,164506,,147665,176845,244520,239152,164882,180075,161534,117484,125817,166204
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",143,93,234,901,1011,330,204,282,341,416,,19342,15552,27553,22535,21886,24550,26927,34253,26227,33665,,2957,2931,3192,3148,3529,3664,4716,5197,4994,5986
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or ...""",0,0,0,0,0,0,0,0,0,415,,0,0,0,0,0,4998,9325,6300,9033,7963,,0,0,0,0,0,40592,67340,64314,35587,47068
620463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres ...",301,574,401,258,840,205,659,766,841,415,,41457,23778,27005,30988,29427,29642,34037,42534,45828,39180,,36463,47674,58826,62022,67417,82028,97392,99995,107787,126691
420299,"Travelling-bags, shopping or tool bags, jewellery boxes, cutlery cases and similar, with outer ...",278,292,349,208,112,116,265,408,241,414,,180336,199130,164579,161665,172998,121144,118417,105412,73820,78449,,5270,4392,4190,3990,5201,8118,8983,8222,10625,18727
290313,"Chloroform """"trichloromethane""""""""",15923,7054,8497,1460,1749,0,629,1516,5,413,,27267,12963,22431,12734,9751,10776,18740,15825,4160,10772,,36750,14282,14401,3868,3006,1315,652,1521,622,1853
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",102067,86407,42812,2125,938,173,1099,443,699,412,,287292,294598,285492,264538,259885,239686,195011,249926,362429,374733,,658123,778499,694345,581368,625107,622009,720683,677679,713012,825171
90111,Coffee (excluding roasted and decaffeinated),27,123,314,115,74,97,379,81,207,412,,172167,121498,169283,179886,186238,159873,152219,129630,145363,158188,,127785,99268,134026,119096,112020,128626,136305,135745,157694,324305
30520,"Fish livers and roes, dried, smoked, salted or in brine",778,841,1084,254,1820,298,1042,1486,780,412,,16689,15825,9339,8986,6022,5658,5134,10244,12737,10353,,5866,7265,5850,8173,8955,7387,11913,18675,20459,23050
271129,"Hydrocarbons in gaseous state, n.e.s. (excluding natural gas)",38,16,29,41,89,198,302,345,389,410,,206658,17839,2704,5709,4049,4010,7618,11917,8915,14468,,56,107,97,55,144,236,359,1402,1156,547
293621,"Vitamins A and their derivatives, used primarily as vitamins",956,1278,936,107,703,585,2235,577,962,408,,70040,72211,63012,47261,49183,37857,59684,64559,46314,67617,,21682,17987,27337,18636,39641,35802,107718,72361,92551,85124
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",4,5,2,4,132,137,540,796,744,407,,19164,22329,22306,24926,20400,22114,20228,37182,25759,22818,,18730,16690,19727,29761,20017,19491,19905,25529,22740,28786
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",4664,4118,2060,1254,1222,1505,1297,615,468,405,,88220,80285,79236,76283,68629,66736,68587,63953,62998,80560,,46810,43666,41936,32594,38487,65433,96669,104923,86976,111135
120400,"Linseed, whether or not broken",146,3201,3975,3886,4245,9467,37,18,261,405,,16366,16445,16200,13703,24576,15785,8696,10809,18533,18270,,91858,118756,179404,204794,206274,151163,179644,184207,171186,219443
152190,"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured",364,656,500,920,750,1303,966,154,628,403,,8016,7850,8315,7907,10529,15939,11659,9060,8846,7749,,1176,1394,1359,1767,1621,2349,2382,2231,2184,2304
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",1186,0,298,0,0,1465,3556,332,960,403,,1005,225,13597,3520,2908,880,1267,20350,6999,8276,,3000,63,892,1387,920,2867,16297,9769,26329,13265
841420,Hand-operated or foot-operated air pumps,791,771,425,366,293,369,453,414,648,401,,12688,14220,15868,27775,36567,23013,24177,48879,36015,30809,,6011,6521,5119,5755,5550,5775,4014,3866,3881,4875
844400,"Machines for extruding, drawing, texturing or cutting man-made textile materials",1111,1060,11268,2369,3152,516,4551,5717,5539,399,,28634,23166,19203,24373,34685,26413,29007,31217,37397,45372,,922777,821887,958394,540691,238188,400511,757984,912772,1059986,864288
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",144,42,227,130,402,270,510,367,506,399,,20821,22935,23586,26503,24435,26913,26481,36670,30873,44678,,13107,15639,22423,34641,51317,64473,88758,90030,102589,114647
840729,"Spark-ignition reciprocating or rotary engines, for marine propulsion (excluding outboard motors)",781,909,2581,1515,1798,1542,1595,1545,1399,398,,61659,60572,74601,75642,69006,73139,77063,72671,65845,105864,,922,1345,9505,1658,2175,1846,2599,2512,8568,628
940350,Wooden furniture for bedrooms (excluding seats),7546,4753,5821,8041,7430,7798,6220,1879,625,397,,220835,215661,221922,227188,183624,207649,233377,229430,231235,260443,,86705,102963,143383,161186,173677,208789,222784,191442,140856,144003
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",441,332,333,318,346,615,850,199,345,397,,13615,14085,19093,22527,22248,25479,27771,30085,27606,32824,,8157,6800,10075,12640,18925,24329,31080,31034,38699,42962
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",66,437,753,620,434,620,712,415,291,397,,33849,31408,35678,38381,34172,35666,36909,35146,31993,33355,,735,929,1479,1322,1112,1172,1287,1669,918,1375
290543,Mannitol,4,2,6,14,36,58,239,215,299,396,,11073,18066,18820,15548,15340,22470,20463,19178,23074,26788,,1721,1880,1514,1891,2659,2422,4176,2775,4764,7792
151710,Margarine (excluding liquid),674,778,644,784,835,663,643,636,486,396,,36689,36699,37999,32598,31035,30337,31679,32539,34642,61022,,17524,15147,15878,12115,11778,15090,16865,15430,22506,22062
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",505,293,575,433,853,494,531,533,428,396,,80209,82910,82231,80942,73677,83616,96973,90208,85514,122855,,388726,384271,390023,324576,264249,305624,294770,242792,323599,398921
841911,Instantaneous gas water heaters (excluding boilers or water heaters for central heating),56,16,38,61,246,47,53,213,456,394,,53554,60342,54010,56579,71348,77172,80925,81475,100856,127630,,2842,3599,5577,5823,9267,11951,14201,23441,24475,37048
310100,"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ...",73,0,0,201,32,545,1226,185,360,393,,25334,31020,31552,35399,35230,37784,39776,41292,36441,44304,,1970,3750,3884,1537,2989,4526,4708,5692,5116,2006
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",4500,2787,761,1169,53,191,7744,2461,16,392,,562824,551932,641823,489567,390290,367632,347814,377133,340985,579298,,788657,587890,646297,667000,702521,650454,904880,1045331,1148364,880278
30821,"Live, fresh or chilled, sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus ...""",6,0,26,144,151,48,43,0,11,392,,32250,33119,29733,26227,27530,26939,19058,19374,15196,16773,,1121,642,1484,1663,1461,2558,919,983,874,6056
811221,Unwrought chromium; chromium powders,603,504,659,545,1031,1154,878,537,424,391,,9695,8448,9538,8889,6994,7735,7202,7215,7198,9305,,2963,3548,4290,3898,5265,6393,4328,5051,4443,26875
620433,"Women's or girls' jackets and blazers of synthetic fibres (excluding knitted or crocheted, ...",237,207,315,166,1214,181,395,372,461,390,,9836,13400,12644,8037,7484,7367,7872,8393,5292,3997,,68702,76151,95114,78929,61809,72792,62682,51415,63944,103292
90230,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",575,128,142,160,227,172,139,160,196,390,,45032,52685,62439,60410,76873,76605,68905,58618,45622,48612,,22376,23972,29994,35404,36756,34903,40655,43401,33795,32615
681099,"Articles of cement, concrete or artificial stone, whether or not reinforced (excluding prefabricated ...",329,432,848,702,1368,639,665,338,277,389,,79738,83572,103507,127866,115695,126537,129819,121270,117870,162531,,5612,9063,17385,16222,20090,23537,22227,20374,22498,34777
282090,Manganese oxides (excluding manganese dioxide),289,222,435,396,229,264,87,262,315,389,,14776,16819,17969,13357,10627,12039,12167,10198,10801,11969,,10796,15810,14475,6323,1751,2547,7162,12923,8604,9804
291823,"Esters of salicylic acid and their salts (excluding o-acetylsalicylic acid, its salts and esters)",380,577,559,1450,380,645,471,589,324,387,,12913,15652,17331,13473,10782,11886,12408,12248,10808,12293,,4102,4505,4170,5220,5272,2557,2948,3624,3200,2796
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",377,305,321,410,1708,861,970,623,274,387,,4316,5172,5811,5690,9030,8069,9466,5115,7137,9754,,94308,87517,84053,71289,55049,57002,57476,49424,37568,42911
110630,"Flour, meal and powder of produce of chapter 8 """"Edible fruit and nuts; peel of citrus fruits ...""",3004,6779,3846,4097,1235,1529,986,306,362,386,,9309,16988,15591,18384,28609,31566,47131,52087,66236,62574,,7307,10700,6909,6575,5848,6701,7135,9386,7740,6193
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,4275,1062,705,436,386,,0,0,0,0,0,0,9788,33751,30876,91245,,0,0,0,0,0,1909449,1972550,2109590,1894405,1585186
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",255,357,556,625,427,418,392,147,171,382,,2046,2593,2868,3726,15062,14451,14389,13556,9571,6672,,1306,5318,3750,1689,2115,3294,4038,5967,7143,20053
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",127,381,395,179,118,292,205,170,368,382,,11273,13405,13100,12623,11246,11447,11997,11872,9365,9764,,5750,11008,7996,8084,6858,6552,4897,5540,4863,4787
551529,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",87,219,296,189,72,64,74,105,122,382,,15089,22134,31752,30513,17783,30659,32496,35984,20608,35440,,2597,2524,3000,2734,2369,1697,2704,1883,1013,1842
550810,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale",218,341,209,257,150,251,338,322,144,381,,34954,35592,31303,29527,19769,25277,26123,16238,9168,16085,,35273,29334,25164,20094,14706,15155,12167,9444,3895,3821
843621,Poultry incubators and brooders,2242,507,1380,1048,1575,3193,2282,0,1746,381,,28808,23628,38911,27495,24690,20627,17544,10314,17571,6801,,11045,3685,4371,6189,8620,15540,5308,9651,9815,15287
10121,Pure-bred breeding horses,0,0,347,515,0,0,524,0,0,381,,264246,227543,225456,202889,259144,260551,303662,249655,186922,191461,,3172,3684,2970,2698,1265,2929,703,232,78,429
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",592,330,1311,1107,1015,1278,12910,1830,1754,381,,81815,62104,111961,162531,160655,191961,201554,185691,174824,211937,,23776,23654,23581,17963,30452,24192,50109,37222,44985,72097
282731,Magnesium chloride,166,129,133,215,162,333,289,125,233,380,,7066,6744,7359,10825,6435,6800,6910,6361,6083,9556,,947,1244,1122,1149,738,1135,1249,1105,1410,1382
900311,"Frames and mountings for spectacles, goggles or the like, of plastics",165,316,65,157,437,665,464,266,144,379,,80497,97116,110251,123404,130381,141696,119795,121700,91229,118926,,40321,61668,71043,78414,85521,83301,80009,78739,66544,76592
845819,"Horizontal lathes, incl. turning centres, for removing metal, not numerically controlled",758,229,4782,1294,161,963,402,641,685,378,,27621,29688,25195,26519,20488,19628,17835,14814,10348,12924,,20962,13521,23229,15489,11058,16926,19522,13201,16237,24874
761510,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",722,380,534,404,899,803,452,532,480,378,,89788,100860,123461,122267,107897,115059,135634,119968,108567,135158,,36283,38513,44988,51146,61432,56892,50511,37343,38978,41501
841460,"Hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal ...",3252,3052,3193,3676,2249,2788,1868,907,452,377,,40845,44278,43740,49229,41572,50305,50641,45707,46791,45368,,15290,19157,22541,15026,17119,22645,26562,14815,18250,16990
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",1,0,2,0,0,0,13,11,26,377,,9494,3251,1727,1160,1385,851,912,1380,974,519,,767,247,1170,1843,3723,5983,4104,3348,4877,7643
847050,Cash registers incorporating a calculating device,1060,1132,1593,1284,1588,3502,1941,1787,1958,376,,250722,235718,220676,256702,253365,339993,238598,238375,140745,215343,,76627,68281,84397,63485,51661,48730,49600,41853,45433,56051
850750,Nickel-metal hydride accumulators (excluding spent),581,669,781,1068,862,601,494,554,545,374,,30165,35320,35655,37093,34787,35300,26597,25203,25220,19148,,209469,176572,144608,151122,185750,147204,149327,137844,149661,152649
700529,"Float glass and surface ground and polished glass, in sheets, but not otherwise worked (excluding ...""",6586,10536,15384,5983,15035,28303,14127,1767,333,373,,149074,137551,131997,135433,113361,107256,111661,104237,81382,127680,,433071,590014,580739,506828,556791,530536,512295,676456,673513,668627
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",104,98,439,230,161,690,517,411,181,373,,255488,203282,162478,183593,161243,190732,160099,152663,124464,234219,,1142613,1013899,797693,562587,475409,534498,550136,483296,737459,594338
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",283,217,353,312,616,648,499,410,158,368,,8540,8407,9909,9487,8661,8058,8630,16215,5259,5832,,2312,3012,3602,3855,4617,4865,3822,2778,2665,3008
846229,"Bending, folding, straightening or flattening machines for flat products (excl. numerically ...",4722,14732,5205,921,5075,1489,2442,444,282,367,,185106,165303,180224,156102,129592,160438,110126,116659,94161,129754,,59509,81608,106673,75375,44335,51150,65315,83424,36360,61875
800120,Unwrought tin alloys,299,221,258,222,75,239,203,284,222,366,,18412,21347,21208,19913,18377,18732,20991,18503,17776,15356,,25976,25002,22156,16667,13021,12528,14298,11634,15289,20480
620213,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",41,30,74,70,156,81,210,314,372,365,,11151,12239,13263,16488,17326,15415,16498,15955,15698,16265,,55120,81957,88522,105101,131074,155552,133938,159811,148330,196545
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",188,204,184,31,147,255,711,571,614,364,,7192,5850,7858,5758,7049,6817,7724,7375,6523,6834,,339,454,523,540,618,562,1568,1440,1404,1364
293622,"Vitamin B1 and its derivatives, used primarily as vitamins",97,147,1151,28,14,40,213,160,266,364,,8245,4385,3448,4551,7209,8279,10049,6788,8032,7835,,2529,1707,2965,1166,2693,2933,3046,1325,2597,3385
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",184,92,66,81,350,110,570,591,323,364,,136667,89360,78810,73648,58554,54213,57330,63260,39009,39964,,36971,32901,24719,20921,22278,29193,30226,36494,50896,61490
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",140,27,81,81,245,428,156,276,187,363,,10300,8075,3517,5517,2684,1592,5524,5889,4443,1648,,57442,54328,58307,50834,42741,69564,81856,94120,131427,320971
940210,"Dentists', barbers' or similar chairs having rotating as well as both reclining and elevating ...",582,992,5109,3697,2051,1695,2045,1213,636,363,,61996,63267,64223,57099,54372,53623,52412,54589,37749,55220,,3732,5578,10323,7513,6184,5839,7936,8201,4399,5235
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",337,3693,2275,2039,1533,1703,1836,229,590,362,,36146,38310,25947,28790,21953,22765,23900,16652,15590,17449,,2667,6280,5518,6542,5531,9256,16482,15084,10388,15485
853931,"Discharge lamps, fluorescent, hot cathode",2148,1334,1188,1803,1336,984,728,627,444,360,,167101,188543,166606,129568,88115,70484,41341,35667,24468,38905,,35146,30736,24650,25499,22059,10390,8445,7475,6992,6423
950420,Billiards of all kinds and accessories,343,410,275,356,249,251,433,346,357,360,,16030,14542,13586,19091,19626,18345,21127,17769,15305,21053,,3912,2449,3361,3692,2726,3183,3841,3952,4926,6718
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",59,244,988,103,157,912,1120,1341,1595,357,,4977,3045,2644,4549,3724,3986,4897,3987,2970,2962,,1162461,1300046,1248250,1026594,1036912,1452816,1270976,1391291,1140800,1491071
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials ...",137,2485,2613,2301,3311,2403,3805,4536,1943,357,,24471,18889,21840,21002,17498,22983,25202,24749,14994,17135,,30798,30382,31137,30836,25554,24962,24379,24893,15707,13349
721899,Semi-finished products of stainless steel (excluding of rectangular [other than square] cr ...,1676,835,443,277,124,113,345,273,403,357,,86835,50430,49443,43079,27534,27280,28040,20431,18812,20853,,110168,71526,56717,29456,19419,22908,552565,57025,1294515,2219285
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",3320,360,291,1280,197,468,316,453,332,355,,76095,104131,98078,84051,65187,65583,58506,24198,27156,45181,,31544,27648,29323,28781,38820,43358,41639,31921,28701,35881
900580,"Monoculars, astronomical and other optical telescopes and other astronomical instruments (excluding ...",562,1115,933,2029,694,537,436,486,252,354,,75662,80701,62160,60837,52966,55437,53202,74773,49065,69758,,2623,3733,3713,4764,5137,3614,4064,4337,2471,3677
200939,"Single citrus fruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing ...",130,36,52,152,79,283,421,202,324,354,,11884,12483,14765,16156,17133,22213,24177,27993,27833,27678,,4381,7130,11877,9129,4720,8131,8767,10326,9198,11362
621133,"Men's or boys' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",788,531,455,336,411,581,704,725,480,353,,54610,58055,60994,55229,53941,69893,61892,66311,58267,59266,,45173,53616,57908,67829,51782,69916,84624,164180,214438,190156
821000,"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ...",154,206,180,118,194,153,161,193,557,353,,27685,26967,26454,30911,33305,30719,26997,22198,20138,25824,,1695,1061,1492,2052,1476,2347,2055,3036,4473,4978
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",28,190,135,99,148,501,271,481,190,351,,306212,289262,258546,249355,215656,249624,179446,149772,114064,224873,,399647,402048,384515,250238,231803,271476,290950,257693,306469,334389
292217,Methyldiethanolamine and ethyldiethanolamine,0,0,0,0,0,1415,2085,634,20,351,,0,0,0,0,0,18422,37257,34271,32536,27154,,0,0,0,0,0,1415,3413,2335,20,351
842381,Weighing machinery having a maximum weighing capacity <= 30 kg (excluding balances of a sensitivity ...,948,508,388,316,263,922,506,478,441,350,,31609,33483,27857,28031,26907,32316,34986,23672,21672,25982,,7658,8223,7585,8205,11183,12236,10713,8798,11219,12122
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",635,254,1410,4506,540,426,1187,507,432,349,,75423,62901,77636,81558,61321,60640,53986,49735,67199,77277,,86041,91523,64955,37133,64688,96227,131565,149832,186276,190719
850434,Transformers having a power handling capacity > 500 kVA (excluding liquid dielectric transformers),3608,2225,1600,1932,769,2371,938,930,624,348,,81973,90039,81880,72657,50697,46855,46828,43093,33170,48923,,44122,81317,81300,52934,29869,34551,50793,48597,35121,24181
551211,"Woven fabrics containing >= 85% polyester staple fibres by weight, unbleached or bleached",194,575,797,389,488,274,332,235,107,348,,18775,18965,16434,14032,12241,13838,9651,6253,7825,6424,,14185,12980,16378,18695,16076,13281,11033,12272,7812,4092
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ...",2113,2916,4413,5103,4545,3410,1175,334,44,347,,4432,4479,4535,3900,4907,4756,4919,4703,1784,2222,,5450,6864,7144,9603,7700,8660,6262,7908,6516,3636
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers ...",122,63,154,341,229,119,152,38,153,347,,136573,162870,195764,137814,122948,159900,137187,125798,63500,95773,,9834,7387,3514,6064,1922,12109,2914,1027,454,698
800110,"Unwrought tin, not alloyed",2,2,2,29,32,245,58,126,151,347,,85279,78700,86570,40476,51284,49220,42481,54193,33576,95824,,623058,293718,175697,163850,169087,70851,52881,56104,299640,130849
440122,Wood in chips or particles (excluding those of a kind used principally for dying or tanning ...,602,494,124,275,250,371,855,663,187,347,,29758,33195,56759,83415,44008,38756,28696,23958,22849,20949,,1272726,1482964,1512851,1670123,1838145,1862896,2206038,2366445,2207999,2402709
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",83,16,138,193,191,385,544,444,458,346,,55095,58392,57023,53627,54018,52252,51655,49709,44491,43930,,131,98,229,237,413,531,726,874,610,353
870911,"Electrical vehicles not fitted with lifting or handling equipment, of the type used in factories, ...",2958,2996,5696,3684,2230,1534,2950,1373,781,346,,69470,64165,71992,74592,59662,52705,62569,46966,38906,47430,,20500,13328,19852,19259,9329,13119,15236,14582,12665,13470
600633,"Fabrics, knitted or crocheted, of synthetic fibres, of yarns of different colours, of a width ...""",30,146,34,122,166,173,151,323,306,345,,33222,28164,37624,41211,39489,42693,43963,45365,30252,38387,,41944,41961,47266,45236,38710,49366,61894,32407,20549,18065
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",335,421,51,171,183,94,29,112,74,344,,25742,85550,22349,23309,25479,24269,19698,17274,15310,12669,,1303,4943,1818,2089,8987,16367,21661,28392,27226,26311
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",325,828,564,872,653,261,209,345,60,343,,31767,33240,21605,20228,21300,31526,45542,37228,24136,37424,,13801,16032,13047,12906,12339,13654,17932,19250,19615,35310
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",359,154,148,141,108,204,126,251,172,343,,31709,18079,27322,28663,59810,33172,17678,20521,41904,58100,,14712,14779,7847,13430,17762,20828,18246,16380,16932,12639
845650,Water-jet cutting machines,0,0,0,0,0,5066,2035,725,805,342,,0,0,0,0,0,43614,37330,35327,24766,34122,,0,0,0,0,0,12241,9548,8160,8073,6666
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,108,203,154,350,73,115,170,92,169,342,,7492,35295,6803,8696,16111,23952,31978,32886,135195,64577,,103660,2438338,157593,962,337,823,547,436,1143,2138
320210,Synthetic organic tanning substances,2693,2837,3054,3289,2090,2705,2566,1816,516,342,,17055,18523,20001,16139,5711,8852,10445,7323,4268,3861,,115519,120008,122320,114077,107892,121249,108514,95147,87337,93411
620630,"Women's or girls' blouses, shirts and shirt-blouses of cotton (excluding knitted or crocheted ...",72,123,88,137,203,106,453,639,725,340,,41439,44776,51098,84085,48553,38109,35046,30609,20252,30982,,37312,54335,49835,64903,73710,74321,63063,67588,57478,79942
700992,"Glass mirrors, framed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",1819,669,795,845,698,1101,2709,1246,611,340,,33776,43741,37087,37996,40880,44959,44155,46886,46358,53598,,16964,17554,24328,21419,19713,30343,43333,48980,43966,45668
401290,"Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",14422,14014,14736,17660,15740,14600,18366,21341,6787,339,,153929,133161,133966,108874,111013,98989,97764,99561,100188,122054,,29168,27445,27345,27359,31984,39223,42515,43329,39906,23039
180500,"Cocoa powder, not containing added sugar or other sweetening matter",188,241,451,1138,829,860,1154,740,460,338,,100702,88463,78160,75474,117618,88622,77977,78853,95585,116061,,139361,102657,86849,84014,98526,97547,102220,93011,101315,129172
120921,Alfalfa seed for sowing,2474,3325,4120,2391,1209,1587,96,399,592,336,,104972,95762,112449,119399,120095,108427,68306,68177,76201,96014,,8061,8966,12835,12809,7580,6350,6679,7306,9821,19003
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",171,196,545,230,679,428,464,456,409,335,,47127,54484,57687,56572,53828,51487,48304,43158,27665,36379,,37493,34363,37332,43425,46026,48071,56770,60708,65570,78860
