Product code,Product label,India's imports from United States of America-Value in 2012,India's imports from United States of America-Value in 2013,India's imports from United States of America-Value in 2014,India's imports from United States of America-Value in 2015,India's imports from United States of America-Value in 2016,India's imports from United States of America-Value in 2017,India's imports from United States of America-Value in 2018,India's imports from United States of America-Value in 2019,India's imports from United States of America-Value in 2020,India's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
847989,"Machines and mechanical appliances, n.e.s.",62012,64468,75738,72795,53971,55246,46867,51342,47432,49452,,3313444,3951424,4247448,4077682,3449591,3672177,3650442,3787243,3267817,3352429,,884745,912343,750696,734773,748000,761348,1245827,1251942,1025424,1227482
300420,"Medicaments containing antibiotics, put up in measured doses """"incl. those in the form of ...""",6895,7267,11908,8648,10203,12497,6394,583,3164,49398,,969656,843728,864758,1111751,1205419,849153,831092,782281,780857,737736,,30586,86670,24695,27596,30575,40420,46025,51702,38561,116386
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",82692,61164,51403,158346,636844,465610,249408,634097,104074,49042,,162997,154366,135534,123604,131335,130160,126600,143331,125333,178007,,866771,580507,816580,996651,1354458,1392613,1004355,933344,243030,162903
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",28843,35624,28887,26619,42201,46901,31038,47115,39496,49013,,2181404,2151446,2214147,2027284,1900247,2065119,2217133,2353308,2432929,2693134,,70098,79402,71680,79301,97861,111669,135960,166090,150869,218469
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",76246,65157,98043,119299,65095,155704,228270,24919,11322,48769,,66334,157132,187930,147862,119158,218276,232179,248719,115187,161399,,228156,190387,149243,130937,91713,207565,382204,135616,67008,116952
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,28464,26364,31979,34116,33829,34192,38260,75042,49297,48572,,213700,199733,208496,213514,214005,221937,207024,207000,233368,247884,,251262,270385,350181,254113,336863,522012,604098,588557,600595,639314
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",43914,48105,42210,46020,37978,37014,42960,63123,60312,48089,,649068,539637,642058,563827,580330,538547,589905,657168,644972,893856,,156605,155794,152467,145358,109324,127816,169048,169844,146863,158966
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",51356,57556,62841,28990,34844,34452,23970,26700,33435,47980,,1383596,1601393,1659188,1436338,1370021,1781376,1619239,1463687,1445808,1565597,,114713,138156,186719,156466,168654,192503,232807,200254,278271,397983
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",180044,97612,84801,90654,65905,74364,102740,99463,64782,47875,,971850,1059578,1067906,998228,818483,868824,777908,707231,610150,605243,,966227,773666,885435,1057056,1262358,1368533,1044114,961005,489694,382505
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",797,243,279,4716,6084,2071,252,170,38269,47483,,57605,29077,44856,43591,20583,46872,71889,8636,36638,71220,,20221,58600,60958,90376,151755,49558,12166,5356,420821,1121650
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",28861,30312,32847,28780,29930,28847,38799,41653,35494,46356,,2883403,3104255,3458183,3486138,3340448,3357788,3544062,3359760,2808969,3426669,,351880,330137,351340,369388,395489,466988,631099,606997,559724,807158
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",23783,18416,17152,20851,31826,20096,37527,39607,49404,45363,,2632422,2722844,2760415,2802769,2868343,2576261,3488424,3914698,3659526,4416508,,581015,548093,808620,766805,726117,707632,828138,599820,567047,880543
845710,Machining centres for working metal,16890,16800,21722,20297,11934,29885,48126,36147,20651,43811,,671269,691205,743567,617447,515461,627338,628531,473414,349159,535712,,352259,160722,235188,178380,188321,205632,465263,400961,243341,335291
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",4105,2621,3588,2962,4829,28514,37162,32481,12566,43118,,2787897,3093123,4694351,3413810,3094908,4442878,5486401,5856999,4370002,5597083,,1068091,779706,554273,418113,262351,181567,205077,184763,98734,196867
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",55914,58339,61346,48292,40610,35374,48663,42014,48101,42196,,1828479,1873237,1876284,1711446,1617107,1588539,1511840,1410456,1285495,1407248,,544195,438451,405882,447648,347838,370620,415644,416230,365250,527903
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",28388,20406,28485,33615,37492,36096,45885,65063,45770,42153,,2269665,2438430,2409341,2373036,2140680,1341900,1091195,1007262,851093,1005712,,257428,315351,501098,481804,506216,559381,484140,361226,215028,296246
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",2719,4158,13852,22815,26770,31558,36246,33240,31545,41974,,9004639,9893593,9440600,9092513,9429490,9447618,9764711,9401811,7297749,7306739,,298407,350204,345120,354167,350982,368588,408515,427334,392587,516374
901813,Magnetic resonance imaging apparatus,30335,25818,21691,25328,23075,30807,36241,33825,23555,41580,,655283,648063,723939,587188,596512,505357,508576,546375,474300,528430,,120887,82206,96699,109293,110364,134687,137225,132006,90569,159631
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",25548,28530,46082,49585,44632,55789,48690,46423,42741,40959,,2763544,2828885,2775235,2669226,2818128,2766113,2724239,2637657,2042790,2127657,,349173,353781,396320,432806,477390,536364,599976,624635,553969,639599
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",32292,30807,34364,34904,37938,50272,53408,42615,32995,40806,,1373669,1448763,1595460,1537828,1449956,1596738,1634990,1676588,1430698,1445748,,246199,223400,230812,215233,235233,277984,346626,300850,263303,354701
750620,"Plates, sheets, strip and foil, of nickel alloys (excluding expanded plates, sheets or strip)",5555,5591,5349,5786,7371,9216,13956,20136,28801,39166,,395183,389547,377046,477107,306356,334048,419613,453724,353214,365069,,31327,34173,22123,25254,22974,26441,40898,85232,95980,84107
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ...",12131,18728,16910,23669,21449,23776,30988,34374,36483,38538,,284146,257780,256078,243888,247638,275182,303974,264716,248345,283830,,37331,47462,51497,54756,44325,51047,69833,75263,78662,79638
300220,Vaccines for human medicine,21559,28025,36756,33507,31079,12616,12052,24412,18425,38419,,2530695,1686551,2436614,2926207,1826365,1419081,2360175,2019351,1771146,14809438,,203195,222796,242024,303847,261404,245729,319544,378780,339485,443930
847170,Storage units for automatic data-processing machines,64802,41447,49142,32478,29872,34383,44809,64959,31020,38403,,6456889,6090264,6002453,5416662,5839744,5963269,6073329,5296765,5073983,5167540,,1027955,891844,904549,849530,757925,817221,797113,796444,616218,767721
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",23336,27955,28772,31885,37843,34091,33986,30614,27211,38307,,703014,754254,852362,856987,886094,923297,940672,922395,888718,1076785,,242152,249671,261547,251174,246850,245645,271738,245189,220440,292814
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",34261,21046,25734,22722,29568,17111,18295,17212,19807,37662,,1228537,1287941,1433663,1407854,1348765,1430576,1412165,1291100,1113898,1186057,,177773,143793,164621,139951,145641,175423,204867,180838,201965,306306
271113,"Butanes, liquefied (excluding of a purity of >= 95% of N-butane or isobutane)",6691,0,5,1,14,11,0,161097,156333,37247,,648109,1025092,1823737,1190421,1138938,1889795,3113899,2699415,3354034,6533844,,3249179,3046409,4061438,2516647,2113546,2824551,4113189,3945509,3876079,6376946
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",36885,56935,32369,53371,21879,25651,21205,29878,26875,37186,,3226614,3266652,3345799,2608749,2050316,2421704,2324485,2139354,1918943,1927895,,470570,442793,574772,559792,517480,554250,627088,621650,499016,672313
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",26008,42944,36048,34247,28094,35290,48362,36435,29766,37065,,1998795,2199401,2155329,1823567,1703727,1787722,2082018,2020411,1531684,2236154,,146043,182400,206092,168050,187329,286376,388795,297241,288911,588852
880212,Helicopters of an unladen weight > 2.000 kg (excl. unmanned of heading 8806),50495,0,24901,14738,2844,2817,5867,21298,0,36741,,760653,1173967,1659831,1908254,2326646,837754,655356,1896257,1200841,1888182,,157119,37691,45790,52725,25148,56502,16078,53977,11147,137113
271112,"Propane, liquefied",6287,18,31,0,213,6,5,122127,145040,36571,,2725652,5010392,7705525,5559960,7400924,12367965,14465276,12404374,11078764,21022232,,1851045,2037686,2802452,1766614,1299049,2005282,3406829,3299486,3422159,5525695
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",2503,7392,9474,9202,9067,14172,25285,28598,19696,36553,,214482,120782,150798,104728,94521,116053,162665,148578,136639,169737,,69028,70571,76435,69830,61773,84400,133230,110855,75878,127376
903089,"Instruments and apparatus for measuring or checking electrical quantities, without recording ...",20397,22397,20233,22594,18682,18047,22344,30417,33207,36470,,284087,269685,267846,271781,246983,251362,296195,300073,326296,360298,,57385,80002,73190,70587,52186,63010,89428,99918,86404,93484
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",27633,30497,32954,31753,31747,33243,32543,29201,24949,35956,,807263,820543,857111,862032,853874,878727,945767,869918,747685,958532,,131584,134534,135447,126554,128472,136730,164279,164833,116538,165902
840734,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",1323,167,29,23,31,29295,52827,66786,52795,35856,,4712718,4581933,3997508,4084853,5139878,5538932,5416692,5505677,4652309,4346808,,111955,145116,229564,282060,308224,387344,458339,476908,273663,359264
150710,"Crude soya-bean oil, whether or not degummed",2379,109733,0,0,0,0,0,3,0,35836,,957904,675469,633628,604441,655212,655903,680694,575295,806494,730192,,1379557,1192973,1984771,2698492,3012547,2747028,2273909,2209936,2774891,4127096
300215,"Immunological products, put up in measured doses or in forms or packings for retail sale (excl. ...",0,0,0,0,0,23512,14680,10479,15366,35819,,0,0,0,0,0,8283137,9924234,11108413,11037756,13907682,,0,0,0,0,0,72716,116485,166438,170909,248818
250700,"Kaolin and other kaolinic clays, whether or not calcined",10496,14965,17082,19033,20573,19659,23928,28776,28155,35787,,549050,577388,597054,562458,541793,560353,581349,565677,506905,616761,,19548,24490,25428,29735,36385,39324,47563,56926,54344,69591
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,20582,18034,35502,47807,21800,26123,68110,37071,22889,35348,,2062257,2387136,2753017,2792403,2455399,2826500,3496437,3549507,3178733,3414676,,183573,203393,228981,202675,172170,234005,292354,309597,262070,378214
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",7936,3528,5199,6810,13910,31348,28066,16190,12941,34631,,504586,530265,507022,536058,432632,353103,265750,278542,374958,611423,,146758,145188,221037,241215,347561,527003,647942,636967,722971,1045186
841391,"Parts of pumps for liquids, n.e.s.",33644,31498,34615,35747,38881,37582,41965,37542,28041,34385,,2619207,2617795,2654607,2334753,1997924,2172426,2341483,2257765,1984758,2083347,,289839,263214,260140,232998,241137,254834,338528,289011,231085,306139
292610,Acrylonitrile,86287,64143,50884,64019,55904,0,70355,59560,35085,34184,,1131716,814808,847555,626057,340481,475411,953739,510325,551016,851630,,153069,169137,207443,187301,157406,220081,361566,276654,194627,360323
710490,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded ...",2327,1497,1896,2347,2644,18794,33239,50032,15075,33817,,56704,75788,57164,14186,15087,39719,20900,107974,120637,225630,,25298,42569,74049,66560,42923,324846,305912,474134,122671,80932
294150,Erythromycin and its derivatives; salts thereof,21524,17636,23969,44246,31744,31952,56331,25277,29314,33784,,480074,419124,238964,106212,62644,56716,68302,47068,64559,64019,,143081,110340,107819,128756,134405,131407,162008,130064,138381,152386
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),14249,14382,17839,16968,17120,22558,23585,27771,28372,33573,,2257177,2404117,2750027,3041465,2847082,2965432,3088869,2790118,2563339,2905924,,238974,208154,176442,180588,201342,228838,235610,259824,255917,324457
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",39436,34642,37632,36790,31571,36210,45362,42325,26054,33059,,1623905,1662188,1756022,1795736,1770617,1920498,1907993,1876530,1732660,2260425,,198573,189192,217392,230991,242830,310590,395754,429187,324462,433116
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",10637,17453,12131,12525,13219,16765,24464,26179,28228,32878,,650999,574955,475828,392644,362256,358552,336016,294223,257311,315419,,62585,80754,87619,77522,85818,162849,160254,126042,118064,173616
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",16394,14609,20877,23441,14608,18610,19851,19115,28309,32779,,1678284,1653282,1381688,1786444,1336449,1152277,1141548,1095205,1218709,1405089,,156591,183333,183203,193242,230542,273430,298180,267489,254101,252172
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",12424,11994,14466,15476,14481,25932,34403,30970,20868,32628,,292097,256742,247944,243930,202899,179987,164118,158400,122651,161588,,50212,52938,58753,54275,46034,62378,86727,68494,57155,79272
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",13464,10257,9207,10965,25166,23814,35008,24308,29815,32614,,760645,803031,930618,1034440,1022482,1188575,1231205,1265131,1208629,1428641,,88855,96405,103349,119175,142238,156743,436175,424663,356985,645457
390599,"Polymers of vinyl esters and other vinyl polymers, in primary forms (excluding those of vinyl ...""",29648,30005,28592,34256,37609,36438,31477,32596,37284,32613,,387700,373427,347426,371925,380482,393285,377566,377701,294558,294849,,70525,71650,75467,83294,88134,82956,85553,84553,89545,95948
392020,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",3754,2306,533,1521,16444,39201,18937,30759,21815,32596,,562388,556472,578521,578794,560265,585184,580908,540344,518966,606540,,70176,81953,71324,69931,83994,118305,120435,141464,120768,177701
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",1213,1495,1751,1183,1138,1223,2619,2498,3960,32441,,575720,677361,689207,660111,661324,676094,677624,727277,1059117,1080513,,17212,16628,22807,26370,28672,34812,34548,40478,187459,102509
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",41927,40609,48674,39387,34041,31775,40719,34153,28326,32122,,2058512,2411807,2789016,2536668,2021059,2159948,2387750,2494386,1988670,2090047,,271123,229332,257623,237773,245383,251114,322617,305386,226774,311972
470200,"Chemical wood pulp, dissolving grades",45302,48705,136195,81340,65121,75386,58853,56803,22134,31984,,943006,1052128,1066569,943655,906480,903528,941603,913598,683738,906875,,232798,221256,325071,390779,454107,533537,485572,516138,310809,597528
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,28369,24770,29603,38299,33423,34121,38976,33085,24531,31961,,1477294,1354803,1525102,1603036,1458461,1365443,1428369,1437916,1455292,1431470,,72670,69448,88049,82443,84352,81609,107082,101119,80512,103482
80231,"Fresh or dried walnuts, in shell",124,429,1347,11766,16957,43629,23352,14203,20091,30161,,469912,683526,578175,469508,590838,511224,422906,497568,416190,382498,,167,432,1352,12758,19298,60169,42451,38176,57012,73802
901850,"Ophthalmic instruments and appliances, n.e.s.",41563,52716,65059,65182,54517,50216,41156,36026,18744,30049,,1164741,1182861,1311384,1281737,1044185,1056940,1099272,1112554,935900,1070493,,141933,152580,163407,161003,154923,158529,173046,168336,88978,150673
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",107558,152602,135870,77984,76430,58451,44535,48719,36178,30035,,6854847,6292146,6424973,4615603,2268912,1838672,2068254,2647622,1483018,1437649,,291751,386838,351420,247347,214758,208735,272489,281934,225548,298335
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",10444,6838,7715,17367,11149,13903,21773,25862,24533,30002,,1663103,1863971,1905858,1974649,2381506,2534310,2767694,2627224,2183600,2597053,,82911,69051,88805,109744,127973,179417,236611,239302,291711,367083
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",4764,3000,2988,14781,5316,13316,2955,9035,14958,29831,,258559,277616,321606,294977,221252,365696,377372,515730,443466,406674,,7947,11713,20348,25572,16105,25663,16475,38952,60593,103671
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",8439,7523,13889,18724,14073,13673,17598,12328,9692,29655,,574479,742580,855792,684785,534520,570472,614080,563491,644833,764553,,41058,60303,106027,118291,127473,153126,140985,138950,186486,268661
