Product code,Product label,Russian Federation's imports from Singapore-Value in 2012,Russian Federation's imports from Singapore-Value in 2013,Russian Federation's imports from Singapore-Value in 2014,Russian Federation's imports from Singapore-Value in 2015,Russian Federation's imports from Singapore-Value in 2016,Russian Federation's imports from Singapore-Value in 2017,Russian Federation's imports from Singapore-Value in 2018,Russian Federation's imports from Singapore-Value in 2019,Russian Federation's imports from Singapore-Value in 2020,Russian Federation's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ...",0,0,0,0,0,0,0,0,0,0,,629,829,603,123,273,362,158,280,142,82,,872,587,12,277,1113,221,584,142,19,338
841920,"Medical, surgical or laboratory sterilizers",0,2,1,3,0,0,0,3,0,0,,30816,29937,13188,15523,10409,16385,8255,8095,4522,11756,,107043,113275,79017,35945,35329,33067,34373,33225,39266,38689
842010,Calendering or other rolling machines (other than for metals or glass),0,0,0,0,0,0,0,0,0,0,,821,2053,714,1183,6480,3567,1499,1027,2527,2738,,73281,75230,37232,39776,34408,61997,58183,55049,52243,40571
10121,Pure-bred breeding horses,0,0,0,0,0,0,0,0,0,0,,4,27,0,0,0,0,0,0,22,0,,1775,1475,2283,878,1394,1942,4862,2367,2052,4378
841440,Air compressors mounted on a wheeled chassis for towing,0,36,0,0,0,0,0,0,0,0,,22362,56570,31146,14522,12201,20650,11755,13420,8754,8527,,29824,33544,26456,7607,7411,14864,11208,16198,12889,15809
840211,Watertube boilers with a steam production > 45 t/hour,0,0,0,0,0,0,0,0,0,0,,275,22682,1919,19,10159,42,527,102,3668,102,,7823,15047,0,693,9042,12469,3870,7,9705,5284
840410,"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ...",0,0,0,0,0,0,0,0,0,0,,1604,2316,1283,1866,1228,815,2719,3008,2161,676,,17615,38932,31254,15271,7025,10343,6814,9361,8407,14329
840610,Steam and other vapour turbines for marine propulsion,0,0,0,0,0,0,0,0,0,0,,7705,827,6898,1249,3212,814,7689,1408,1502,371,,0,0,0,0,0,0,0,0,0,0
840733,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",0,0,0,0,0,0,0,0,0,0,,238,135,296,108,1338,695,3363,5386,1996,1616,,10866,11658,14059,9299,8083,8626,11631,15586,13038,19826
790120,Unwrought zinc alloys,0,0,0,0,0,0,0,0,0,0,,3221,1353,5690,33208,2945,1893,1934,997,1978,2243,,3800,22127,38933,26230,39281,37155,13649,95143,42762,47364
790200,"Zinc waste and scrap (excluding ash and residues from zinc production heading 2620"""", ingots ...""",0,0,0,0,0,0,0,0,0,0,,1417,1771,2691,1342,1595,1529,1378,2013,1008,10847,,0,5,9,26,18,1039,1231,645,186,557
800200,"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ...",0,0,0,0,0,0,0,0,0,0,,1266,12586,2055,1956,1272,2248,779,535,709,1888,,0,0,0,0,0,0,0,0,0,0
810210,Molybdenum powders,0,0,0,0,0,0,0,0,0,0,,2,58,338,427,386,423,522,436,416,576,,3728,2465,2414,299,14,379,1732,1620,1182,2455
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",0,0,0,0,0,0,0,0,0,0,,42,2,133,169,73,95,167,89,13,0,,2091,465,595,389,524,651,802,347,535,598
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",0,0,0,0,0,0,0,0,0,0,,238,589,128,100,241,57,387,190,56,344,,37475,45447,49300,25488,37182,57024,51575,45363,47370,94701
843390,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting ...",0,0,0,0,0,0,0,0,0,0,,4714,15875,27895,31688,39278,55887,71412,58593,38793,42222,,308857,233418,192785,98749,134546,167629,139689,126715,129864,174859
843629,"Poultry-keeping machinery (excluding machines for sorting or grading eggs, poultry pickers ...",0,0,0,0,0,0,0,0,0,0,,1032,117,177,572,2008,1185,805,1149,1072,413,,259010,224553,102844,137952,88704,72010,46364,46833,77755,63265
843820,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate ...",0,0,0,0,0,0,0,0,0,0,,4838,1644,1260,1029,1591,1166,1549,2258,2717,3460,,139149,151528,142413,73881,67572,74768,95667,44031,86636,73056
843830,"Machinery for sugar manufacture (excluding centrifuges and filtering, heating or refrigerating ...",0,0,0,0,0,0,0,0,0,0,,278,627,437,40,753,461,654,74,3,0,,12799,18745,11926,8874,22392,42775,14824,8054,13721,5711
843880,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s.",0,0,0,0,0,0,0,0,0,0,,20814,27956,12400,26455,14036,6575,9353,9296,5466,11385,,250089,258805,185450,164775,134496,124522,249267,212922,210164,199230
843920,"Machinery for making paper or paperboard (excluding dryers and other heating appliances, calenders ...",0,0,0,0,0,0,0,0,0,0,,867,2216,5223,2352,2467,14650,34014,4516,2936,46,,26403,61999,111311,77126,41782,119089,96388,162125,32470,165899
844130,"Machines for making cartons, boxes, cases, tubes, drums or similar containers (other than by ...",0,0,0,0,0,0,0,0,0,0,,586,241,468,1443,857,426,469,3235,246,162,,54526,63667,121959,14055,19977,28394,39334,26043,44046,53197
844312,"Offset printing machinery, sheet fed [office type], using sheets of a side <= 22 x 36 cm in ...",0,0,0,0,0,0,0,0,0,0,,707,638,431,680,553,2365,1261,4,612,467,,3,2,3,0,0,0,16,2,18,6
844314,"Letterpress printing machinery, reel fed (excluding flexographic printing machinery)",0,0,0,0,0,0,0,0,0,0,,1716,2564,219,4,114,5,63,15,0,23,,1777,493,373,7,598,66,319,1270,894,595
844316,Flexographic printing machinery,0,0,0,0,0,0,0,0,0,0,,589,74,1119,2594,1266,332,1724,156,470,99,,64271,68434,48705,32567,42252,73452,63585,46895,39535,43648
844391,"Parts and accessories of printing machinery used for printing by means of plates, cylinders ...",0,0,2,0,1,0,0,0,0,0,,78216,85498,115229,146383,162690,135560,131942,152214,137925,125973,,15395,15458,16923,11696,13635,14796,14897,13602,13756,16886
844513,Drawing or roving machines,0,0,0,0,0,0,0,0,0,0,,0,0,146,5,157,0,0,0,0,0,,299,7157,1468,157,221,1173,412,247,0,0
844610,Weaving machines for weaving fabrics of a width <= 30 cm,0,0,0,0,0,0,0,0,0,0,,0,0,3857,2252,490,28,49,4,0,30,,8420,3877,1186,1164,1201,1223,2836,2082,2147,1408
844811,"Doobies and jacquards; card reducing, copying, punching or assembling machines for use therewith",0,0,0,0,0,0,0,0,0,0,,50,10,6,1,85,16,25,99,14,48,,647,2105,2224,657,816,319,801,1098,220,549
903141,Optical instruments and appliances for inspecting semiconductor wafers or devices or for inspecting ...,195,3,149,0,0,0,1,0,1400,0,,502578,645538,485507,557515,775636,990014,1183661,1274661,1264816,1978671,,5647,4579,3399,1270,378,4542,2152,1395,3454,1049
940591,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of glass, ...",0,0,0,0,0,0,0,0,0,0,,1152,1046,2652,2436,3085,809,1070,816,1406,886,,10724,9691,9077,5217,3458,2908,2947,3126,2554,4568
940600,"Prefabricated buildings, whether or not complete or already assembled",279,902,332,240,96,0,0,0,0,0,,35546,1021065,55037,16979,16828,27334,0,0,0,0,,288170,326604,260657,107199,194790,0,0,0,0,0
950420,Billiards of all kinds and accessories,0,0,0,0,0,0,0,0,0,0,,1526,2402,3927,1826,1557,1199,654,684,588,605,,2603,3964,5136,2700,1479,1941,1716,1756,1336,1867
950631,"Golf clubs, complete",0,0,0,0,0,0,0,0,0,0,,20681,15365,11427,8805,11769,10623,11762,9361,8125,13615,,294,84,171,101,57,128,189,273,365,514
960910,"Pencils and crayons, with leads encased in a rigid sheath",0,0,0,0,0,0,0,0,0,0,,1569,1994,1617,1678,950,1336,834,1044,891,2170,,16233,18367,20152,12535,18968,21471,27353,28108,24984,35816
961220,"Ink-pads, whether or not inked, with or without boxes",0,0,0,0,0,0,0,0,0,0,,1885,1013,836,1252,566,553,416,245,259,88,,1295,1323,814,619,549,597,697,639,673,647
961610,"Scent sprays and similar toilet sprays, and mounts and heads therefor",0,0,0,0,0,0,0,0,0,0,,1049,1025,671,487,651,1140,357,840,458,900,,25865,28294,23229,17953,18489,19109,17742,19443,29045,24058
961620,Powder puffs and pads for the application of cosmetics or toilet preparations,0,0,0,0,0,0,0,0,0,0,,4709,5682,7877,7790,9940,9666,6176,4298,4336,5669,,2410,2919,3118,3331,4205,4643,5655,5409,4519,6109
961900,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ...",0,0,0,0,0,0,0,0,0,0,,35804,35103,36380,37069,40756,70058,56127,57055,57715,71094,,805207,822015,816784,593866,547983,523266,492610,501759,415401,483688
970400,"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery, stamped paper ...",0,0,0,0,0,0,0,0,0,0,,740,793,817,2237,1095,835,1648,2405,1017,8952,,299,106,64,5,6,4,4,2,1,2
970500,"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ...",0,0,0,0,0,0,0,0,0,0,,602,1467,6826,3963,3956,2850,2454,2312,6794,19614,,5401,10743,10746,2983,3677,4343,3676,2504,3947,3013
190240,"Couscous, whether or not prepared",0,0,0,0,0,0,0,0,0,0,,0,1,0,1,2,1,1,0,0,1,,684,1103,1399,806,1174,1839,2263,3314,3141,3326
190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes ...,0,0,0,0,0,0,0,0,0,0,,1858,1775,1900,2976,2369,701,289,834,760,212,,7172,11479,15069,6885,5357,7750,7142,6079,6247,8062
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,371,364,294,206,246,352,321,221,151,217,,56113,65640,67337,35258,23742,29318,38675,30561,25700,33872
200520,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,3711,5235,6890,5782,4691,7937,11686,11121,14152,12483,,35175,34818,35912,21570,23989,32269,32823,27417,34290,45765
293550,"Perfluorooctane sulphonamides (excl. N-Methylperfluorooctane sulphonamide, N-Ethylperfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,0,0,,0,0,0,0,0,651,1625,83,480,974
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,4547,3496,3142,3618,4309,5432,3394,2098,1473,1610,,1063,926,953,1810,2546,3338,3344,3945,2629,3612
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",0,0,0,0,0,0,0,0,0,0,,63,90,125,65,68,43,111,747,1357,675,,3573,2438,3486,1823,4510,5145,6616,13151,7248,3536
151329,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,37,127,303,757,247,319,72,12,45,218,,55447,55060,78787,52708,71663,73348,61894,54357,62313,134902
151710,Margarine (excluding liquid),0,0,0,0,0,0,0,0,0,0,,24989,21827,25190,21701,17399,24831,35492,26848,26355,30275,,26982,25720,19117,4944,2833,4753,5718,7730,5362,8174
160290,"Prepared or preserved meat, offal, blood or insects (excl. meat or offal of poultry, swine ...",0,0,0,0,0,0,0,0,0,0,,94,71,192,152,111,146,80,61,13,15,,523,476,586,261,565,596,456,666,533,927
160553,"Mussels, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,110,216,170,173,77,81,70,124,6,6,,19464,21557,21929,13448,17812,25332,35491,32095,39686,52931
160556,"Clams, cockles and arkshells, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,2708,4566,2454,2008,1653,1575,1960,1299,470,546,,15,0,6,16,41,55,113,242,422,988
160569,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",0,0,0,0,0,0,0,0,0,0,,14,24,18,44,50,80,6,14,0,81,,1278,121,6,0,0,0,0,0,0,0
170191,"Refined cane or beet sugar, containing added flavouring or colouring, in solid form",0,0,0,0,0,0,0,0,0,0,,95897,74583,1045,942,943,1090,571,274,249,167,,1097,1280,1103,961,1938,1563,1846,2199,1881,813
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",0,0,0,0,0,0,0,0,0,0,,202,224,570,491,299,523,638,465,235,225,,231,599,843,607,632,746,747,951,1267,2449
170310,Cane molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,18,9,15,36,48,20,22,18,13,21,,5,1,28,2,2,32,33,98,164,178
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excluding lysergic acid, ergotamine ...",0,0,0,0,0,0,0,0,0,0,,389,12,385,117,31,35,34,150,57,109,,375,384,531,305,671,519,631,1438,980,873
294000,"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ...",0,0,0,0,6,0,0,0,0,0,,2896,3781,2937,4430,3313,2094,1917,2882,2792,3942,,11751,25255,22103,14916,16104,19662,19065,18049,18805,27030
294130,Tetracyclines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,1762,700,263,372,457,427,134,266,549,566,,2632,3149,2212,5545,9510,20260,13919,22438,21991,19335
294200,"Separate chemically defined organic compounds, n.e.s.",0,0,0,0,0,0,0,0,0,0,,10205,14346,11669,12662,5117,4258,4009,6395,3730,4277,,19413,3096,4922,5079,14225,11295,15280,11122,10875,20540
300212,Antisera and other blood fractions,0,0,0,0,0,3590,569,504,174,0,,0,0,0,0,0,0,94629,71312,92372,79078,,0,0,0,0,63,551448,567213,522784,433126,472131
300339,"Medicaments containing hormones or steroids used as hormones, not containing antibiotics, not ...",0,0,0,0,0,0,0,0,0,0,,23,123,296,145,105,211,1471,263,316,301,,0,14,19,45,2171,3944,3614,2491,2870,1618
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in ...""",0,0,0,0,0,0,0,0,0,0,,25400,21296,209286,36872,34318,50230,57837,58195,65726,54634,,496658,505894,504853,362293,380826,406157,394064,575452,295505,450795
300441,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,78,41,0,0,,0,0,0,0,8,163,160,262,1391,1402
300650,First-aid boxes and kits,0,0,0,0,0,0,0,0,0,0,,679,707,4676,3144,758,451,368,308,938,1715,,26,90,30,14,115,75,98,91,78,92
320290,"Inorganic tanning substances; tanning preparations, whether or not containing natural tanning ...",0,0,0,0,0,0,0,0,0,0,,5499,6073,8411,10010,10684,10772,9971,7834,5957,4353,,2467,3612,3663,2830,3735,4420,5066,3753,4174,4337
320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind ...,0,0,0,0,0,0,0,0,0,0,,2408,3426,2376,2569,2660,2788,2882,1650,1036,2359,,11546,4672,3880,3486,3970,4333,5058,4792,6338,8076
320414,Direct synthetic organic dyes; preparations based on direct synthetic organic dyes of a kind ...,0,0,0,0,0,0,1,0,0,0,,10818,10764,7339,6719,2548,2992,2620,1750,2471,2215,,3880,4266,4053,3384,3406,2758,2855,2895,2475,2602
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,0,0,6,3,0,0,0,0,0,0,,25169,19998,15577,12685,13156,11204,12734,11594,9625,10613,,55841,62799,50518,37879,42008,50470,54556,49950,44940,51785
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind ...",0,0,0,0,0,0,0,0,0,0,,7159,2650,3131,3425,3842,3412,2610,2255,956,679,,35323,32439,31020,21408,20125,20364,23281,23380,18465,17028
320740,"Glass frit and other glass in the form of powder, granules or flakes",0,0,0,0,0,0,0,0,0,0,,754,629,1210,4478,6358,8126,6292,2541,1679,1512,,41164,42731,38225,26035,25420,29670,29892,26550,23220,32705
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",0,0,0,0,0,0,0,0,0,0,,3008,2327,2382,2091,686,836,507,525,457,579,,24525,25740,26785,14221,15418,18820,18082,16576,11965,14611
350219,"Egg albumin (excluding dried [e.g. in sheets, scales, flakes, powder])",0,0,0,0,0,0,0,0,0,0,,0,0,9,5,9,4,6,10,5,3,,0,0,0,1,0,0,0,0,0,0
330530,Hair lacquers,0,0,0,0,0,0,0,0,0,0,,460,390,820,1427,1167,2779,2836,1345,593,898,,37854,35075,36572,22750,26942,26320,24920,22791,18979,20586
330610,"Dentifrices, incl. those used by dental practitioners",0,0,0,0,0,0,0,0,0,0,,12768,10542,13679,9325,11502,14166,8647,11067,13235,11474,,157853,137994,154145,115396,120097,138529,132057,141905,132668,159145
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",0,0,0,0,0,0,0,0,0,0,,565,449,350,2518,2587,2066,2716,3216,2940,2205,,283,338,418,446,374,613,586,488,599,582
330130,Resinoids,0,0,0,0,0,0,0,0,0,0,,1656,1637,1289,593,724,613,915,231,144,227,,68,61,140,127,92,135,60,22,6,9
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,0,0,0,0,0,0,0,0,0,0,,17739,18612,17518,19192,15650,12704,6588,8557,2484,2496,,11545,10007,8124,5726,5976,6069,8190,10593,8900,0
370239,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,735,454,137,116,364,242,325,188,372,444,,7,4,3,1,0,8,5,21,34,97
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,5326,34,118,597,459,61,64,172,158,59,,1346,805,613,398,390,433,590,572,645,745
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,964,59,65,21,11,0,17,147,0,1,,142,107,80,32,47,75,93,84,104,513
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,0,0,0,0,0,0,0,0,,99,655,228,151,78,44,26,126,14,19,,7899,3126,3120,2074,1490,2882,4128,4089,2651,3208
380190,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other ...",0,0,0,0,0,0,9,0,0,0,,7883,461,2062,568,2718,2370,1609,1355,1628,1910,,1675,2673,1817,1171,1380,2255,3096,3232,4871,6170
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",0,0,0,233,0,0,1,0,0,0,,5328,3747,5650,4998,2125,2450,4658,3029,2945,4266,,39686,32456,34931,29422,29801,32513,42291,40545,38559,57370
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,0,0,0,0,0,0,0,0,0,0,,953,225,103,166,100,167,213,224,704,4257,,51,47,148,33,23,39,66,60,76,175
380852,"DDT """"ISO"""" """"clofenotane """"INN"""""""", in packings of a net weight content <= 300 g""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,203,45,257,,0,0,0,0,0,0,0,0,10,29
390450,"Vinylidene chloride polymers, in primary forms",0,0,0,0,0,0,0,0,0,0,,513,31,16,1027,717,429,84,12,8,0,,1226,1450,1563,1434,1319,1439,1835,1914,2444,2706
390750,"Alkyd resins, in primary forms",0,0,0,0,0,0,0,0,0,0,,8406,4784,3728,2278,4709,4636,3934,3746,2423,2761,,37214,42423,36803,18892,19623,23196,27397,24362,23450,30980
390760,"Poly""""ethylene terephthalate"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,12839,6289,4505,4543,3855,10319,0,0,0,0,,278732,299762,284528,109690,145993,271,0,0,0,0
391212,"Plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,0,0,0,0,,13,25,30,45,26,46,35,52,120,86,,8,0,0,7,14,21,20,3,0,0
391220,"Cellulose nitrates, incl. collodions, in primary forms",0,0,0,0,0,0,0,0,0,0,,42,60,29,10,13,98,113,105,53,188,,1955,2456,2315,2361,3335,3007,3379,3951,4150,5684
391239,"Cellulose ethers, in primary forms (excluding carboxymethylcellulose and its salts)",0,0,0,0,0,0,0,0,0,0,,9278,9115,9135,8283,7765,8563,7556,9505,8977,8199,,74787,74102,76937,67505,80629,87708,105440,106254,109058,140020
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excluding cellulose acetates, ...",0,0,1,0,0,0,0,0,0,0,,5246,3768,3886,2497,1564,842,1167,1563,2012,1716,,12267,14483,9694,8923,9189,11425,12526,12471,14213,18379
391530,"Waste, parings and scrap, of polymers of vinyl chloride",0,0,0,0,0,0,0,0,0,0,,3577,2982,2409,1147,694,826,617,525,332,0,,13,87,32,80,43,104,319,638,363,709
391690,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",0,0,0,0,0,1,0,0,0,0,,3452,5642,6578,9653,12520,9524,14298,10465,11416,11924,,36828,42151,43930,28952,30447,41830,40621,45635,42159,52840
391722,"Rigid tubes, pipes and hoses of polymers of propylene",2,0,0,0,0,0,0,0,0,0,,1276,737,1067,624,782,972,1495,4176,2463,3445,,138327,135560,108045,51131,38312,36528,37469,32049,30706,39219
391810,"Floor coverings, whether or not self-adhesive, in rolls or in the form of tiles, and wall ...""",0,0,0,0,0,0,41,0,0,0,,7224,6443,6981,6110,4850,4813,4559,3963,2772,2733,,176919,155641,152215,65516,59852,85584,91303,92907,87780,135580
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",4138,8597,12750,0,0,0,66,0,0,0,,100116,80444,74560,68417,69105,67331,59047,63689,61682,73162,,353920,375005,340309,221521,253198,263115,255390,239122,228581,273398
392073,"Plates, sheets, film, foil and strip, of non-cellular cellulose acetates, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,23,21,17,67,75,10,2,241,46,91,,144,135,152,96,238,485,694,434,393,321
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",115,185,68,90,23,3,178,35,75,0,,139463,104164,53056,31173,18357,20353,19776,19364,25195,38906,,29652,31191,49928,57144,41916,49216,39955,43488,35637,40449
392390,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates ...",1,0,1,10,1,0,44,0,0,0,,101983,95403,109966,103597,123295,100227,90960,104216,99788,132047,,76142,87762,77397,56372,67372,80342,78887,84265,84143,96708
392510,"Reservoirs, tanks, vats and similar containers, of plastics, with a capacity of > 300 l",0,0,0,0,0,0,0,0,0,0,,1706,761,369,728,679,1655,613,538,1941,766,,6159,7354,5285,2377,1757,6600,2504,4032,4005,3253
400211,"Styrene-butadiene rubber latex """"SBR""""; carboxylated styrene-butadiene rubber latex """"XSBR""""""""",0,0,0,0,0,0,0,0,0,0,,6622,4634,4959,2182,3312,2354,3756,2882,1042,2044,,33237,31272,29162,22737,19528,19295,18212,18444,16256,27447
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",63,18,0,1,6,1,0,0,0,0,,26574,18114,20916,17306,14652,11355,19799,14644,11026,19261,,22875,21759,19280,9164,9662,17857,12984,16589,13491,19677
401019,"Conveyor belts or belting, of vulcanised rubber (excluding reinforced only with metal or only ...",0,3,0,0,0,0,0,0,3,0,,31110,5524,4250,4288,2620,3189,3150,3797,2595,2497,,5268,4576,4826,2529,3590,5193,6154,5663,6180,8090
820760,Interchangeable tools for boring or broaching,0,0,0,0,0,0,0,0,0,0,,2773,1566,1940,5340,2202,3529,3528,3659,2277,3273,,24278,8483,10345,7658,7063,8415,10252,9838,8503,9498
820830,"Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the ...",1,2,0,0,0,0,0,0,0,0,,642,575,334,268,441,286,1528,1006,974,375,,7045,7741,6765,5266,6280,8820,11651,12428,12846,14541
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",0,0,1,3,0,0,71,0,0,0,,209248,273797,269026,267107,265407,308917,321307,309163,242734,309580,,96325,111498,116439,86286,95170,122601,134377,135963,149874,179760
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",0,0,0,0,0,0,0,0,0,0,,47,55,146,43,418,146,221,379,312,464,,7828,7718,7132,4208,5336,6831,9266,10318,10979,16221
821420,"Manicure or pedicure sets and instruments, incl. nail files, of base metal (excluding ordinary ...",0,0,0,0,0,0,0,0,0,0,,1849,1994,1316,1428,1878,1216,1031,877,1315,767,,10364,12473,11579,7924,7659,8841,11327,11212,9405,12463
821591,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...",0,0,0,0,0,0,0,0,0,0,,100,142,145,57,102,162,107,52,23,40,,186,196,161,107,110,44,77,157,254,496
830130,"Locks used for furniture, of base metal",0,0,0,0,0,0,0,0,0,0,,1949,2429,5228,6000,5360,5440,4796,12086,8820,11113,,6581,5758,4868,4048,3703,4072,5354,8044,7768,10756
760611,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm, square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,25113,22140,15592,13509,15287,26356,27632,21695,20923,22979,,39022,37076,25764,17828,14301,21314,23587,19988,18496,26449
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",0,0,0,0,0,0,0,0,0,0,,1372,2208,985,579,423,979,861,1494,875,1577,,296048,259212,264820,162466,23900,5854,3235,1139,1582,1020
780191,"Unwrought lead, containing by weight antimony as the principal other element",0,0,0,0,0,0,0,0,0,0,,5,10,4,0,2,0,0,0,0,0,,880,871,93,17,51,25,93,53,50,311
790112,"Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc",0,0,0,0,0,0,0,0,0,0,,4404,3977,2117,1567,147,756,1,118,16,845,,38010,37939,29465,22620,26312,40130,24658,27156,14895,50182
790310,Zinc dust,0,0,0,0,0,0,0,0,0,0,,5612,4815,5528,3650,2564,1985,532,135,320,472,,4181,2894,4408,4176,2714,5109,8367,6516,5668,6323
800700,"Articles of tin, n.e.s.",0,0,0,0,93,0,0,0,0,0,,5398,9067,17108,36942,3891,3404,2843,2340,2651,3245,,1277,2129,963,656,736,958,898,947,1059,1810
810194,"Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering",0,0,0,0,0,0,0,0,0,0,,569,800,250,290,235,766,407,899,188,4923,,8885,2347,3538,2344,1164,3190,3377,3023,2653,4127
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",0,0,0,0,0,0,0,0,0,0,,46,0,3,11,32,2969,12,30,139,22,,14695,25906,10990,11509,10434,4215,5490,25125,15527,6230
730810,"Bridges and bridge-sections, of iron or steel",0,0,0,0,0,0,0,0,0,0,,5329,2442,3661,1443,2484,2541,784,2966,1834,13037,,11574,2454,5147,2936,3270,2233,411,422,550,13928
731581,Stud-link of iron or steel,0,0,0,0,0,27,0,0,0,0,,4920,5309,4113,15199,1761,7294,8687,7136,5171,4773,,1391,2056,1908,810,606,739,990,749,891,1703
