Product code,Product label,Singapore's imports from Australia-Value in 2012,Singapore's imports from Australia-Value in 2013,Singapore's imports from Australia-Value in 2014,Singapore's imports from Australia-Value in 2015,Singapore's imports from Australia-Value in 2016,Singapore's imports from Australia-Value in 2017,Singapore's imports from Australia-Value in 2018,Singapore's imports from Australia-Value in 2019,Singapore's imports from Australia-Value in 2020,Singapore's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",3069,3438,5247,2259,1138,3280,5693,2821,2316,3499,,143414,90125,99486,76119,75861,87068,92260,126219,96606,140347,,569206,677830,690970,730168,721403,729213,938227,1122284,1062679,1372680
20629,Frozen edible bovine offal (excluding tongues and livers),6791,5546,6031,12512,6565,7261,5831,5145,3013,3495,,317058,343897,400898,335838,296298,321085,363842,392964,372827,471322,,13464,16497,18936,25599,17516,18689,16517,12943,10941,10254
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,1636,2760,2096,3458,,0,0,0,0,0,107633,93505,145288,101829,143685,,0,0,0,0,0,0,5998,25630,21869,32664
180631,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled",5231,3395,2865,2576,2228,2281,3786,2907,2718,3355,,65932,56458,61312,43463,47118,41794,43567,19584,28127,41157,,97453,106029,95593,81125,90946,96354,99280,89824,51950,65142
40610,"Fresh cheese """"unripened or uncured cheese"""", incl. whey cheese, and curd""""",480,718,622,793,804,706,2051,2519,3861,3251,,312046,274646,274728,276877,243993,314637,343796,327227,343306,398003,,9530,12298,12920,10591,11733,10634,14435,15263,19186,20102
20410,Fresh or chilled lamb carcases and half-carcases,1117,1170,1322,1596,1395,1586,2220,2668,3439,3241,,121426,192885,210356,192371,193754,245568,319732,287839,220955,113566,,1295,1197,1335,1612,1412,1713,2228,2677,3449,3244
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",3619,3893,3115,2567,1872,2283,2448,2632,3089,3237,,52167,53008,44522,40965,34554,38984,58909,39542,48589,58754,,64736,70596,68293,60146,59819,64728,65116,65184,51043,55788
902190,"Articles and appliances, which are worn or carried, or implanted in the body, to compensate ...",694,374,1552,184,461,2268,2271,4310,3148,3193,,308650,339415,394874,377320,499821,595197,640390,147240,85064,117972,,257460,376016,273870,218252,252693,296641,329414,352861,341122,688820
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",0,0,0,0,1099,2745,2824,3373,1166,3183,,14554,15915,14830,16118,17453,21355,23403,24881,19486,29507,,7224,9051,9123,7108,12179,13888,18407,25193,20023,24383
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",3612,5949,10373,3941,1733,2579,4350,4779,3230,3130,,117382,136808,127267,130416,105893,100764,123663,117945,104405,130243,,705981,704108,810674,678342,682914,588932,702353,750230,829260,911871
780200,"Lead waste and scrap (excluding ashes and residues from lead production heading No 2620"""", ...""",4,13,2722,2072,0,36,8506,2789,4288,3056,,29946,15619,30578,27326,37640,56109,62312,60410,45341,48513,,56,90,3014,2642,857,262,8507,2834,4293,3165
850680,"Primary cells and primary batteries, electric (excluding spent, and those of silver oxide, ...",7,30,111,153,11,22,0,0,16,3048,,4192,10212,10902,9349,6256,4781,7119,3869,3043,10407,,48878,34146,20297,22012,17326,23769,13679,6873,6458,11579
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",968,1456,1083,2402,3532,4088,1802,1739,1395,3030,,15554,15621,19637,17905,17406,21255,23218,24309,25316,23205,,5348,18399,10588,11710,11721,14430,8175,9008,7822,10558
420221,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",2136,1662,1525,1337,1339,1510,2225,2726,2579,2935,,4809,4497,6121,5820,10337,11305,11118,9600,18213,18801,,342951,453804,429833,432421,516928,625504,678414,683877,446026,545244
190219,"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs",2652,2506,2288,2103,2168,2100,2434,2829,3325,2925,,0,0,0,0,0,2431,28374,13720,0,0,,30275,31577,31355,30719,31524,33191,33453,33293,38719,38218
20423,Fresh or chilled boneless cuts of sheep,1728,2323,2853,2659,2886,3005,3163,2736,2783,2924,,120423,128532,152387,143987,155891,166082,170645,173861,178265,262809,,2308,2604,3146,3004,3369,3586,3689,3281,3154,3248
761090,"Structures and parts of structures, of aluminium, n.e.s., and plates, rods, profiles, tubes ...",870,1184,219,192,164,437,1172,817,660,2879,,15347,15487,17067,13900,10651,14009,19330,19612,14380,19811,,77975,108951,142351,125597,128196,95747,99232,111479,89780,139624
190110,"Food preparations for infant use, put up for retail sale, of flour, groats, meal, starch or ...",257,321,246,489,863,1420,1235,992,1355,2877,,36608,59855,40945,135336,296782,371862,574547,664689,423931,334455,,18946,26862,49657,20836,17760,21415,17218,20160,12400,15444
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",3642,3504,3765,3735,3063,3014,3841,4017,3150,2797,,89964,85597,110423,162742,141389,170110,226517,172620,133770,168264,,13593,19440,25731,13033,11440,10662,13236,13816,11279,11380
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",99,63,1346,1189,1775,1628,1911,2672,2164,2795,,71124,54835,78992,72908,87538,88193,107341,106974,89261,92205,,9121,6531,6485,4471,10508,13281,8061,8762,9016,17954
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...",913,1427,1935,1710,1500,1620,1936,2093,1746,2763,,49113,47563,45414,38097,34999,40831,39718,37453,41018,42384,,64002,68248,71003,67893,69204,92127,103736,112297,111623,137833
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,835,1012,603,2760,,0,0,0,0,0,527473,570364,526907,327021,239748,,0,0,0,0,0,0,2360,1885,1354,3526
220210,"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption ...",1645,1323,1180,878,569,880,1434,1520,1799,2740,,48699,33879,26958,35630,48113,39213,37273,42149,53601,83003,,51767,51786,62444,68665,96169,96651,104260,97971,72092,95578
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",30586,17089,9126,16897,9566,3029,2380,1672,2024,2697,,58940,47062,58305,44282,65166,10547,11451,553572,526773,680015,,370103,334025,342581,362726,240507,193101,182123,153732,148042,176935
80940,Fresh plums and sloes,2191,2621,2214,2488,2207,2539,2675,2525,2080,2693,,7839,9450,12430,8096,8835,12899,15697,19849,15540,25804,,9325,9983,8852,8065,7196,6958,6428,6105,5887,6598
70940,Fresh or chilled celery (excluding celeriac),205,391,589,1066,1389,2363,1989,2325,2358,2691,,1002,1295,1587,2794,4488,5341,5882,6784,6141,6665,,5763,6643,6268,6467,6134,6821,6483,6658,6955,7820
80921,"Fresh sour cherries """"Prunus cerasus""""""""",1920,3082,4049,4183,3064,4851,3285,2869,3558,2680,,1816,1186,288,148,471,135,101,90,309,1,,12597,11051,17461,16838,15081,19525,14222,10789,10584,7144
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",192,390,3243,1316,1964,781,1467,2725,1396,2675,,33074,28216,36281,31161,44783,42253,39497,75623,57485,51778,,79856,98233,114288,116706,107339,75831,93282,109076,71920,104829
722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,63,112,0,0,19,5,0,400,2552,,334,156,131,920,212,176,279,455,210,219,,27313,30893,23603,21018,17530,17971,17315,17309,18794,26107
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",2631,4801,823,1253,478,541,3221,626,364,2517,,29440,25826,24327,29944,41593,45138,39005,43815,38637,66835,,149322,147304,150236,167757,152080,94904,188590,129092,133419,170984
854239,"Electronic integrated circuits (excluding such as processors, controllers, memories and amplifiers)",1352,1179,805,944,759,2972,40158,3201,1350,2489,,9698,8188,12767,17419,17648,8993,12922,19582,15017,14670,,38127931,37045317,34747533,33084405,36177499,39506995,39537178,33443614,34574396,39820777
80212,"Fresh or dried almonds, shelled",1438,1316,1401,1842,1149,1604,1893,2294,1745,2451,,96838,224162,297070,406034,245901,206331,212259,297251,277849,275805,,7433,10148,13668,16952,15049,12282,11821,13804,13537,14191
210410,Soups and broths and preparations therefor,1435,1750,1557,1576,1376,1534,1562,1586,1742,2439,,31396,31040,36141,30851,31887,34823,33881,29365,28768,46157,,21056,21548,20977,21150,20348,20726,21774,23716,22715,25517
151710,Margarine (excluding liquid),4085,3294,2369,2052,1787,1622,1771,1136,2479,2412,,45006,40769,39413,32751,37910,32847,31063,35494,37867,40057,,14035,12540,11349,9820,9440,9894,10099,9588,13079,18882
220300,Beer made from malt,2064,1957,1867,1673,1934,2533,3051,3275,2562,2391,,21550,22755,20794,22178,23814,32334,29331,27973,21344,16064,,144984,199823,178602,178580,147794,150077,139542,146074,112690,113666
80830,Fresh pears,520,337,511,1676,1468,1183,2287,2388,1736,2385,,11510,10116,10950,13080,14011,11908,14564,12717,10312,12533,,26838,28450,29267,27508,25833,22807,22385,22857,23337,20902
841391,"Parts of pumps for liquids, n.e.s.",4058,3294,3257,1882,2655,1775,1451,1173,2845,2379,,194517,148822,120334,104002,104615,127657,136590,139352,105350,117400,,369170,346887,311417,270947,240719,218403,253327,263215,228107,252841
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",828,812,1352,1244,2189,2215,1486,2688,3116,2346,,129564,84693,77128,65030,60306,61799,59463,63533,67960,68805,,182692,173164,230088,252203,252153,295657,594472,710840,1328271,1994785
190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes ...,2365,2292,1880,1667,1643,1747,2114,1882,1953,2345,,2291,2411,2774,3159,3991,21926,34564,17405,18661,19999,,5737,6084,5932,9077,9420,11057,12245,10263,10888,8768
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",1119,2963,819,288,631,580,770,1238,548,2324,,67126,68250,71308,62349,74724,76111,71742,69050,48630,68886,,2702,5262,3029,2405,2847,1372,1272,2810,1442,4047
870590,Special purpose motor vehicles (other than those principally designed for the transport of ...,778,740,1240,450,3693,795,163,337,0,2295,,15210,17928,17831,19372,15843,10996,24796,18533,22274,15234,,35824,27172,28251,25668,29321,39156,11373,13215,13618,11417
854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter ...",17888,10081,8320,6488,6194,7985,3264,2313,1673,2265,,47645,27355,46511,30117,28599,36866,55568,51963,44372,54728,,1285716,1150454,1126206,1168453,1136041,1161612,1037901,1034137,986896,1321379
80929,Fresh cherries (excluding sour cherries),266,340,202,268,239,145,1817,1819,2460,2235,,17655,34057,43763,43807,44463,41219,59951,59954,58372,53696,,1975,2165,507,841,2322,831,7288,9414,8797,10295
20610,Fresh or chilled edible offal of bovine animals,1703,1737,1707,1600,1784,1859,2211,2214,2065,2228,,58679,47320,46110,62752,75526,81577,90891,102235,89344,106949,,1784,1801,1753,1690,1868,1977,2322,2359,2172,2373
721041,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",1179,243,0,560,0,295,2255,1865,1340,2190,,78,9,127,84,14,33,16,132,153,359,,11222,13249,11434,11097,9352,14062,17326,15025,10739,19346
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",2427,5790,572,1045,1488,1257,1092,779,2331,2157,,1169,795,1352,3944,869,1493,1100,762,1726,2885,,20517,37237,17925,19815,20027,15212,19561,12971,24870,21292
70519,Fresh or chilled lettuce (excluding cabbage lettuce),2104,1980,2358,2314,1755,2194,2342,2207,1725,2095,,3206,3565,3739,3427,5014,7251,7487,8069,5831,6172,,10441,11668,12836,12558,12499,13292,14497,14698,15569,15829
70310,Fresh or chilled onions and shallots,616,729,846,830,1273,1007,1316,1282,1954,2075,,28687,27727,23447,20084,21385,14976,17832,27993,23058,27365,,26020,39453,33351,36201,34391,35537,36727,42975,53366,53363
70200,"Tomatoes, fresh or chilled",757,769,951,1024,1146,1226,1535,1425,1508,2013,,1840,2826,2284,1998,2292,2199,2816,2264,2027,3929,,29847,34384,36156,32850,30167,31737,32823,33549,35964,37267
852349,Optical media for the recording of sound or of other phenomena (excluding unrecorded and goods ...,968,753,807,588,679,627,408,634,2911,1974,,91919,103987,75086,69053,55729,48937,40833,35403,35578,26730,,91088,94488,95812,97245,106921,150784,89947,85031,83389,99054
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",1273,564,326,2139,601,792,1267,963,351,1945,,34440,26234,28207,31842,34109,37244,56139,59047,51414,59442,,120137,137004,126129,167128,237176,331893,347013,264567,237993,295936
761699,"Articles of aluminium, n.e.s.",1458,1116,392,317,444,984,361,555,1102,1935,,31782,23863,28940,28684,36725,35762,38200,39139,40601,30579,,373731,360643,339734,303797,316084,263644,363385,302024,319877,385519
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",3205,528,96,0,0,23,1016,3798,1896,1895,,21,58,12,27,220,122,90,92,119,282,,16144,12366,11599,6789,8201,3752,7758,10823,14068,26971
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,1735,298,774,328,46,75,252,1862,,3133,126,258,134,211,151,348,38,78,7,,1704,7828,11453,5783,4926,8511,2995,5312,8253,8117
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",1233,1750,1839,1955,1608,1306,1509,1557,1695,1810,,15471,11954,15773,22606,16614,35560,31431,16797,14664,21485,,46169,52514,55113,69625,123307,140013,102290,43622,40758,47996
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,88,310,94,482,111,264,681,168,370,1810,,24526,23004,30481,19401,21744,26663,27967,35244,28753,51664,,76155,91030,105404,108961,131282,152274,152151,139638,196387,237499
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",6844,13163,10845,3061,2185,4047,2506,7271,2098,1797,,59002,56767,79947,58407,47689,72412,78239,78570,52156,61975,,187066,298843,248390,318033,176580,365887,246769,334089,171001,136976
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,20,251,56,245,694,1804,1010,2041,1715,,34143,28409,30668,27467,22818,22803,29278,31591,32784,41057,,10019,8554,8692,6599,10555,11427,16988,12704,11448,13977
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",2372,1348,1262,785,1767,1420,1485,1208,1032,1701,,78002,89867,77526,64230,71781,48950,60633,59538,77217,69814,,328537,334787,287261,239294,257205,264535,396621,448033,420106,732376
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",253,219,102,196,803,1210,1423,1581,1186,1684,,16021,14384,16644,18673,22309,21405,17402,19850,19970,20672,,276875,365278,327984,309954,371488,323457,349509,331334,280085,306193
480256,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",229,226,4,1,0,1,1,0,518,1674,,65019,76953,88633,58383,42200,27930,22630,17170,26159,27319,,222321,396868,386321,329238,368151,562451,476869,464175,409390,396558
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",653,755,660,85,74,122,177,579,903,1663,,80344,68248,83885,81713,92269,87099,124214,193357,231388,248698,,11117,6838,4790,4616,6107,10390,16477,28479,28068,18189
