Product code,Product label,Russian Federation's imports from Saudi Arabia-Value in 2012,Russian Federation's imports from Saudi Arabia-Value in 2013,Russian Federation's imports from Saudi Arabia-Value in 2014,Russian Federation's imports from Saudi Arabia-Value in 2015,Russian Federation's imports from Saudi Arabia-Value in 2016,Russian Federation's imports from Saudi Arabia-Value in 2017,Russian Federation's imports from Saudi Arabia-Value in 2018,Russian Federation's imports from Saudi Arabia-Value in 2019,Russian Federation's imports from Saudi Arabia-Value in 2020,Russian Federation's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
392210,"Baths, shower-baths, sinks and washbasins, of plastics",0,0,0,0,0,0,0,0,0,0,,28,98,66,243,207,219,236,105,48,138,,150059,129264,111661,71405,64090,74241,76879,73426,65639,72397
400121,Smoked sheets of natural rubber,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,27,0,0,,4968,2864,8567,2961,3853,5081,9755,3898,2287,5414
400700,Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,11,30,0,0,0,0,88,,2239,2013,1534,2157,3128,2834,2741,3629,4639,6261
10190,Live mules and hinnies,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,0,,0,19,0,1,0,6,14,0,0,0
10392,"Live swine, weighing >= 50 kg (excluding pure-bred for breeding)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,52806,16906,320,0,29,27,0,0,0,0
10611,Live primates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,46,28,46,195,153,251,187,68,65,88
10649,Live insects (excluding bees),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1385,2646,3458,2790,3722,5024,6340,5709,5721,5026
20311,Fresh or chilled carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,29114,26889,4961,32629,6632,11201,1899,1005,4121,3074
20450,"Fresh, chilled or frozen meat of goats",0,0,0,0,0,0,0,0,0,0,,93,0,0,0,55,77,345,125,0,0,,137,43,16,62,2,4,2,0,0,0
20754,Fresh or chilled cuts and edible offal of domestic geese (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,0,104,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,17,0,0
20810,"Fresh, chilled or frozen meat and edible offal of rabbits or hares",0,0,0,0,0,0,0,0,0,0,,126,0,35,1513,230,0,0,0,0,0,,12414,11768,26497,5582,5951,6351,3311,2001,1787,1031
20890,"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals ...""",0,0,0,0,0,0,0,0,0,0,,5769,1276,1684,1605,1510,2279,1037,1599,1538,1275,,1492,4256,2568,277,2257,592,67,85,47,99
20990,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,173,125,276,263,353,272,82,86,8,291
21019,"Meat of swine, salted, in brine, dried or smoked (excluding hams, shoulders and cuts thereof, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,9459,3120,1896,1071,252,92,34,664,2391,3000
30191,"Live trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,12,0,0,,5957,5745,810,437,1629,4757,7520,4331,6678,9063
30219,"Fresh or chilled salmonidae (excluding trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,1002,846,3423,3831,3955,2463,1522,220,0,0,,443,222,16,0,0,6,531,1258,1717,2527
30235,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,130,0,0,238,0,0,0,0,0,,148,214,30,9,13,51,116,87,173,248
30254,"Fresh or chilled hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,33,5,2,0,0,0,0,0,0,0
30273,"Fresh or chilled carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30279,"Fresh or chilled, Nile perch """"Lates niloticus"""" and snakeheads """"Channa spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,36,0,0,7,127,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30281,Fresh or chilled dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,27,29,31,15,9,5,13,10,1,3
30333,"Frozen sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,0,7,0,0,1,4,12,0,4
30354,"Frozen mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,65,1078,2735,1393,101,328,57,803,1266,512,,169300,205285,180044,88299,112449,146255,96738,120967,110348,128821
30355,"Frozen jack and horse mackerel """"Trachurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,37,0,74,90,60,0,34,0,254,0,,1460,1210,3054,1586,971,3040,1433,1567,1365,3350
30383,"Frozen toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1375,1673,2393,478,870,2377,1915,2113,1177,863
30451,"Fresh or chilled meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30454,"Fresh or chilled meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4,0,0,1,0,0,0,0,0,0
30474,"Frozen fillets of hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11045,14496,17930,10167,5054,8791,9337,11181,9660,11443
30489,"Frozen fish fillets, n.e.s.",0,0,0,0,0,0,0,0,0,0,,223,0,34,0,0,2,0,0,5,5,,28326,18677,23045,10662,13007,11126,7165,8137,5705,6881
30491,"Frozen meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding fillets)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,7,7
30492,"Frozen meat, whether or not minced, of toothfish """"Dissostichus spp."""" (excluding fillets)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0
30554,"Dried herrings """"Clupea harengus, Clupea pallasii"""", anchovies """"Engraulis spp."""", sardines ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15483,7121,12777,12912,8822
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...",0,0,0,0,0,0,0,0,0,0,,0,45,0,6,0,114,292,612,835,423,,160,217,51,88,72,589,89,98,129,88
841210,Reaction engines other than turbojets,0,0,0,0,0,0,0,0,0,0,,0,444,0,49,1,19,84,0,134,0,,1326,2309,842,294,690,10,392,44,12119,1898
841231,"Pneumatic power engines and motors, linear-acting, """"cylinders""""""""",0,0,0,0,0,0,0,0,0,0,,39,0,0,43,1,34,53,0,0,0,,51393,59672,55728,45634,47869,56759,72222,83318,64739,76737
841319,"Pumps for liquids, fitted or designed to be fitted with a measuring device (excluding pumps ...",0,0,0,0,0,0,0,0,0,0,,12914,6306,4452,12469,2931,3899,3992,396,246,325,,18297,22045,12804,54585,17763,19917,9725,5706,9799,8164
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",0,0,0,0,0,0,0,0,0,0,,91,142,1891,1479,3131,98,3175,0,0,943,,222742,264769,217202,155978,154091,230291,268084,235416,270818,272852
841382,Liquid elevators (excluding pumps),0,0,0,0,0,0,0,0,0,0,,7329,6675,1149,4601,640,1910,1258,1783,10,0,,5191,8208,3218,2202,1338,970,864,909,1659,2903
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",0,0,0,0,0,0,0,0,0,0,,519,832,449,536,829,685,695,86,230,182,,92207,50400,40098,21294,20804,32388,34301,42597,39064,65040
841460,"Hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,63,30,172,14,0,0,0,,115440,109790,106712,63483,66030,73701,84619,88203,83507,105505
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",29,0,0,0,0,0,0,0,0,0,,8795,9267,16749,14473,9634,26307,32057,23683,13272,11781,,403528,402748,381109,245548,231199,286606,278267,287468,273645,343809
841720,"Bakery ovens, incl. biscuit ovens, non-electric",0,0,0,0,0,0,0,0,0,0,,108,871,29,198,1368,314,270,0,0,1,,36212,32796,37430,19408,12514,24535,32247,25903,19732,21840
841821,"Household refrigerators, compression-type",0,0,0,0,0,0,0,0,0,0,,2982,3549,1990,2938,1971,1788,3152,0,0,1,,34545,38561,31026,17216,23091,28006,31566,41715,50783,64692
841960,Machinery for liquefying air or other gases,0,0,0,0,0,0,0,0,0,0,,367,0,37,9,1753,2648,253,0,0,0,,3938,17987,59160,662542,4784876,4553862,261993,141757,99338,1297424
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",0,0,0,0,0,0,0,0,0,0,,2174,2055,803,676,1243,635,918,454,0,3341,,141149,177347,129593,113096,76939,190532,449708,163042,506124,208677
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,34,7,17,108,1168,526,0,51,,11043,10917,9909,7946,6888,12193,9645,13375,12473,11634
842211,Dishwashing machines of the household type,0,0,0,0,0,0,0,0,0,0,,109,395,223,366,7246,9784,8687,26,0,22,,171627,211641,189708,115641,122923,132633,161820,209779,217447,280289
842310,"Personal weighing machines, incl. baby scales; household scales",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,2,32,39,0,0,0,,35372,34790,29359,13848,16144,26298,25997,27877,33321,53273
842490,"Parts of fire extinguishers, spray guns and similar appliances, steam or sand blasting machines ...",8,0,0,0,0,0,0,0,0,0,,1793,2577,2616,1807,2736,10492,3263,9565,11543,6194,,71543,69206,57866,54800,75214,86402,99284,100543,103211,119700
842539,"Winches and capstans, non-powered by electric motor",0,0,0,0,0,0,0,0,0,0,,239,2037,2025,794,654,3656,1968,0,0,1,,34819,39668,31512,14852,24078,30257,24877,24798,20735,23195
842549,"Jacks and hoists of a kind used for raising vehicles, not hydraulic",0,0,0,0,0,0,0,0,0,0,,1206,706,922,17430,4303,4626,1798,671,0,502,,36636,39615,34035,18289,21966,23143,25918,25075,21527,23326
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,137665,47528,7447,18062,18943,6639,48951,39333,46247,11435
842840,Escalators and moving walkways,0,0,0,0,0,0,0,0,0,0,,76,0,50,14,44,2,117,0,0,0,,47465,64567,77103,37218,61534,36093,38623,29172,17340,20714
842911,"Self-propelled bulldozers and angledozers, track laying",0,0,0,0,0,0,0,0,0,0,,9977,4356,5693,15365,10698,25878,23337,212,0,0,,715198,407494,292094,132009,177120,296761,398011,325751,244119,507563
843010,"Pile-drivers and pile-extractors (excluding those mounted on railway wagons, motor vehicle ...",0,0,0,0,0,0,0,0,0,0,,115,1175,6212,2783,1030,1573,16391,0,0,0,,45143,58751,34855,12321,34374,17412,19969,17327,32049,42782
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,0,0,0,0,0,0,0,0,0,0,,9581,9218,7155,11457,7129,11063,9273,0,0,48,,482653,411097,277002,157163,128407,197587,292076,357389,254418,271630
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",0,0,0,0,0,0,0,0,0,0,,1262,0,1921,559,229,185,1952,21,0,0,,410007,101496,55592,15470,1497,1381,11791,19840,14111,19580
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",0,0,0,0,0,0,0,0,0,0,,525,98,1170,254,90,85,85,12,12,0,,55974,57159,45005,20749,22246,31841,38705,37148,33051,43579
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",0,0,0,0,0,0,0,0,0,0,,3032,815,153,111,56,13,32,0,0,0,,3452,1896,2755,7174,2278,3571,3853,5160,18287,7753
843610,Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings ...,0,0,0,0,0,0,0,0,0,0,,89,128,0,54,13,1,11,0,0,0,,57317,50567,51039,19134,22930,32571,33517,26356,35483,34707
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,189,0,38,21,1,0,0,0,0,,2730,806,912,3060,3045,3257,942,1339,1197,1289
844250,"Plates, cylinders and other printing components; plates, cylinders and lithographic stones, ...",0,0,0,0,0,0,0,0,0,0,,345,0,133,33,232,174,98,0,27,50,,58899,65843,57872,51621,52113,52292,51501,58243,25395,18626
844339,"Printers, copying machines and facsimile machines, whether or not combined (excluding those ...",0,0,0,0,0,0,0,0,0,0,,90,153,161,373,710,706,611,4,27,0,,15914,13526,10682,10081,8412,8796,15151,11238,5632,9140
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",0,0,0,0,0,0,0,0,0,0,,0,41,2666,21,1,13,48,0,0,0,,3605,4631,2190,923,2222,1810,2496,4841,2966,5180
844520,Textile spinning machines (excluding extruding and drawing or roving machines),0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,19,0,0,0,,2540,15648,389,896,2104,2738,116,174,456,706
844842,"Reeds for looms, healds and heald-frames",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,441,399,217,256,375,673,653,481,563,656
844849,"Parts and accessories of weaving machines """"looms"""" and their auxiliary machinery, n.e.s.""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,7,0,0,0,0,,2619,2753,2076,1575,2245,2956,2862,3027,3398,3751
845210,Sewing machines of the household type,0,0,0,0,0,0,0,0,0,0,,29,0,0,278,38,66,88,0,0,0,,63783,41586,40748,19391,28127,41983,46348,40293,44578,61061
845430,Casting machines of a kind used in metallurgy or in metal foundries,0,0,0,0,0,0,0,0,0,0,,0,55,0,11,0,0,24,0,0,0,,77861,38236,44480,60690,22952,13280,21333,53725,17407,27381
845530,Rolls for metal-rolling mills,0,0,0,0,0,0,0,0,0,0,,496,316,68,864,171,45,79,6,0,9,,193940,158542,124228,116597,105978,97540,96421,115153,110591,95533
845590,"Parts of metal-rolling mills, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,101,783,1321,15,0,0,23,,46266,43391,53620,44318,30564,32816,30035,37607,43857,48390
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,0,0,0
845710,Machining centres for working metal,0,0,0,0,0,0,0,0,0,0,,30,0,0,0,50,4,31,0,0,0,,347072,354767,502984,345318,234830,261410,297549,233254,202260,242807
845720,"Unit construction machines """"single station"""", for working metal""""",0,0,0,0,0,0,0,0,0,0,,0,0,80,19,0,790,370,0,0,0,,6312,2278,4139,287,1413,1623,289,131,1090,1278
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",0,0,0,0,0,0,0,0,0,0,,99,215,609,707,131,205,406,0,0,0,,3393,2819,3823,1630,1545,4111,2247,2401,3055,3802
845940,Boring machines for metals (excluding way-type unit head machines and boring-milling machines),0,0,0,0,0,0,0,0,0,0,,0,267,55,3,11,0,67,0,0,0,,12157,12493,10055,6288,5402,0,0,0,0,0
846029,"Grinding machines, for working metals, metal carbides or cermets, in which the positioning ...",0,0,0,0,0,0,0,0,0,0,,0,167,0,0,18,246,148,0,0,0,,14244,9807,7174,6452,9466,9339,13166,10781,8530,11405
846120,"Shaping or slotting machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,0,0,0,0,,74,0,0,1578,36,0,1046,0,0,0,,2115,4399,3957,7380,2330,1254,3041,5186,1971,3320
846130,"Broaching machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,1,2,0,0,0,0,,5108,318,8076,11010,3930,4148,5001,585,4829,1386
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",0,0,0,0,0,0,0,0,0,0,,107,28,64,406,13,439,115,0,0,10,,23082,32091,38515,21939,13407,8361,31745,19444,19409,18321
846221,"Bending, folding, straightening or flattening machines, incl. presses, numerically controlled, ...",0,0,0,0,0,0,0,0,0,0,,0,0,110,305,0,246,954,0,0,0,,167005,157160,171348,71083,67494,67582,85130,84202,95215,116948
846239,"Shearing machines, for flat products (excl. slitting lines, cut-to-length lines, presses, combined ...",0,0,0,0,0,0,0,0,0,0,,0,0,265,306,573,153,193,6,0,0,,33929,45177,27070,11955,6147,13680,10140,14502,11634,14812
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing ...",0,0,0,0,0,0,0,0,0,0,,45,79,93,61,280,86,4,4,0,0,,13414,23010,8885,3648,4906,8413,4215,3178,3314,5927
846299,"Presses, not hydraulic, for working metal (excluding forging, bending, folding, straightening ...",0,0,0,0,0,0,0,0,0,0,,118,567,1218,425,611,371,1380,65,25,16,,25161,21764,26887,24829,9719,11322,18474,14777,18040,16585
846520,"Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,11404,15180,18024,22028,25766
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,10,54,12,59,0,0,0,,18504,20221,13662,11979,12913,12560,14725,13126,20832,14855
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or ...",0,0,0,0,0,0,0,0,0,0,,220,0,220,36,263,99,155,0,0,0,,44895,43388,94199,26867,19978,27247,80850,30525,55549,68678
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",0,0,0,0,0,0,0,0,0,0,,1845,124,636,283,3113,3365,5319,0,0,0,,239173,206019,97581,81551,157163,257180,336938,257126,276547,262473
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,16,0,0,0,0,,4517,1973,716,878,3101,4324,2302,976,4986,1643
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers ...",0,0,0,0,0,0,0,0,0,0,,103,341,413,279,952,712,97,0,0,0,,5913,14811,11348,9290,18288,18893,17347,18014,9344,20752
847420,Crushing or grinding machines for solid mineral substances,0,0,0,0,0,0,0,0,0,0,,172,397,501,1207,496,1179,2248,3,0,0,,590013,564099,405650,139495,159178,175875,163062,298902,152114,226834
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,261,14,4372,35,10,0,27,,107142,107691,84070,5992,21603,14121,12226,6735,19043,12592
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,106,0,22,2,0,0,0,0,0,,12266,10411,10082,2332,1452,2626,2439,1866,1372,1616
847790,Parts of machinery for working rubber or plastics or for the manufacture of products from these ...,0,0,0,0,0,0,0,0,0,0,,31,91,29,1070,1227,2085,3584,234,0,57,,79655,165499,104683,54235,54513,58975,72630,69021,79226,72524
847890,"Parts of machinery for preparing or making up tobacco, n.e.s.",0,0,0,0,0,0,0,0,0,0,,196,388,561,41,77,64,13,4,0,0,,15533,14615,13806,18255,15879,33341,15901,17086,19433,32409
847989,"Machines and mechanical appliances, n.e.s.",0,0,0,0,737,0,0,0,161,0,,6921,2751,6218,8243,6797,12924,6767,324,102,134,,1072000,1495391,1096813,742760,788874,869978,960527,917448,992239,1208468
848010,Moulding boxes for metal foundry,0,0,0,0,0,0,0,0,0,0,,0,0,0,58,8,4,33,165,27,31,,2533,860,2855,139,78,165,155,144,1385,305
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),0,0,0,0,0,0,0,0,0,0,,0,0,0,7,22,297,3,0,0,0,,47932,44984,42096,24961,28607,29399,27839,34482,29056,29362
848120,Valves for oleohydraulic or pneumatic transmission,0,0,0,0,0,0,0,0,0,0,,139,139,0,318,257,201,1221,7,286,5,,103993,102440,95979,62852,79297,115976,139829,150660,148104,204674
848280,"Roller bearings, incl. combined ball-roller bearings (excluding ball bearings, tapered roller ...",0,0,0,0,0,0,0,0,0,0,,142,50,116,397,45,172,301,0,0,1,,27603,18551,15197,11809,14738,16733,17250,15241,12588,14920
848610,Machines and apparatus for the manufacture of boules or wafers,0,0,0,0,0,0,0,0,0,0,,0,268,683,108,3,55,149,0,0,0,,12100,11633,50838,8051,11641,7912,20068,8453,4365,4482
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",0,0,0,0,0,0,0,0,0,0,,3336,483,666,3254,865,1512,1568,5682,4443,291,,192235,220508,205185,133105,148184,194250,207060,220458,214176,240808
850590,"Electromagnets and electromagnetic lifting heads, and their parts (excluding magnets for medical ...",0,0,0,0,0,0,0,0,0,0,,0,1406,0,22,11,117,81,12,0,0,,26468,23881,18149,11883,16870,16934,20239,24472,40614,32440
850730,Nickel-cadmium accumulators (excluding spent),0,0,0,0,0,0,0,0,0,0,,967,138,64,7,80,1179,37,0,0,165,,11829,12651,14291,6759,9267,9931,8371,8820,9295,13580
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",0,0,0,0,0,0,0,0,0,0,,47,0,0,1,17,210,695,0,0,0,,93920,101268,92606,53954,70011,107057,140578,221118,333208,524663
851010,"Shavers, electric",0,0,0,0,0,0,0,0,0,0,,103,110,71,55,38,12,18,0,0,0,,43759,53124,45307,18760,20489,26635,25456,24547,29394,42556
851150,Generators of a kind used for internal combustion engines (excluding magneto dynamos and dual ...,0,0,0,0,0,0,0,0,0,0,,6083,3160,1900,878,2866,3422,9806,68,1191,9,,105386,119272,106202,65215,71614,95402,108426,104518,93509,124142
851310,Portable electrical lamps designed to function by their own source of energy,0,0,0,0,0,0,0,0,0,0,,2363,1584,1032,1213,724,555,420,54,0,2,,81246,57388,32779,19637,21094,26983,29463,30240,28584,36468
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,73,159,447,0,0,15,0,,30,16,189,432,57,165,256,282,263,424
851829,"Loudspeakers, without enclosure",1,3,0,0,0,0,0,0,0,0,,0,665,0,87,109,134,2522,0,0,0,,139506,132754,115756,56803,55806,66788,78287,81698,74710,92921
851890,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric ...",0,0,0,0,0,0,0,0,0,0,,2128,580,97,277,243,2370,126,0,0,0,,2745,3169,3088,1176,1581,1867,3058,2674,2548,2857
851950,Telephone answering machines,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,28,15,0,0,0,,4,56,6,1,0,0,0,0,0,0
852589,"Television cameras, digital cameras and video camera recorders (excl. high-speed, radiation-hardened ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,22
852610,Radar apparatus,0,0,0,0,0,0,0,0,0,0,,86973,90422,75612,61591,5223,3125,3579,0,0,0,,45373,54768,50944,38848,28973,34921,23413,38393,39047,50602
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",0,0,0,0,0,0,0,0,0,0,,88,0,0,0,5,46,174,0,0,0,,297290,262725,208999,103699,114610,141887,161488,137187,109722,113183
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",0,0,0,0,0,0,0,0,0,0,,0,0,215,3,11,3,0,0,0,0,,130452,91410,77837,34247,28983,44825,60753,51799,45432,45119
852842,"Cathode-ray tube monitors """"CRT"""" capable of directly connecting to and designed for use with ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,36,153,7,133,192
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",0,0,0,0,0,0,0,0,0,0,,2295,3673,1547,10018,911,1797,1463,0,0,26,,98939,89490,77759,48124,76390,35925,31378,26811,23634,25608
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,22684,1954,1906,235,1311,987,903,0,0,0,,1345,8,2,355,8,19,52,1,0,7
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",0,0,0,0,0,0,0,0,0,0,,3403,2030,1649,10364,1032,3006,1475,26,0,0,,128728,104545,95893,43028,64161,86245,59493,60219,54533,65148
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,2,0,0,0,0,0,,13458,13525,12250,12764,13848,20900,26907,23740,22484,29129
853230,"Variable or adjustable """"pre-set"""" electrical capacitors""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,898,6,481,0,0,0,0,,1380,892,625,549,494,1032,646,847,1164,1491
853390,"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,3,7,0,0,0,0,,338,785,891,866,900,1086,1525,1433,1127,1028
853530,"Isolating switches and make-and-break switches, for a voltage > 1.000 V",0,0,0,0,0,0,0,0,0,0,,3635,4540,1662,1841,1200,971,2084,2564,4242,5016,,35788,22010,17923,7710,10701,15965,21438,16682,26935,24712
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),0,0,0,0,0,0,0,0,0,0,,2544,1152,2579,3820,2675,3372,6733,1209,4781,7485,,241131,261575,238882,155641,165417,225781,268866,267663,257525,317602
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not ...",0,0,0,0,0,0,0,0,0,0,,3859,777,2518,1552,5265,7730,11494,7338,11313,15199,,138228,133220,119385,66521,65138,81099,74734,60923,41185,48036
853929,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power <= 200 W and for ...",0,0,0,0,0,0,0,0,0,0,,335,224,477,1019,1238,275,460,0,0,29,,15027,16258,12227,10356,9849,11759,12741,11155,10071,11984
854012,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,17,0,0,0,,0,0,1,0,0,2,0,0,1,0
