Product code,Product label,"Germany's imports from Korea, Republic of-Value in 2012","Germany's imports from Korea, Republic of-Value in 2013","Germany's imports from Korea, Republic of-Value in 2014","Germany's imports from Korea, Republic of-Value in 2015","Germany's imports from Korea, Republic of-Value in 2016","Germany's imports from Korea, Republic of-Value in 2017","Germany's imports from Korea, Republic of-Value in 2018","Germany's imports from Korea, Republic of-Value in 2019","Germany's imports from Korea, Republic of-Value in 2020","Germany's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,21273,19039,9417,11948,8113,10428,14782,13137,14193,18995,,636714,826821,888093,948984,1121445,1717185,1900887,1898887,2189649,2789135,,600200,542421,529211,436888,443716,535486,595028,561119,555299,737390
854233,Electronic integrated circuits as amplifiers,3595,4430,4835,8314,7409,5584,3385,4466,4998,18913,,18592,43815,63985,45732,38581,47036,50734,81688,105722,211039,,408732,455585,520510,535769,496826,597820,549222,429231,343143,533014
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",4938,6057,3851,3197,3808,4673,7423,11290,20054,18563,,317047,305569,341190,449777,417334,404999,416766,401876,293201,344006,,1319241,1278085,1378837,1125876,1339329,1490667,1441279,1286907,1136698,1318714
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",12030,10258,21021,42263,35719,47927,51127,38988,30747,18174,,459989,452922,532346,572947,553269,546328,510486,502789,338893,355300,,2180632,2152492,2437505,2237633,2293669,2453285,2441451,2147311,1803399,2173576
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,6260,9664,8723,6483,5640,5504,7065,12886,17204,18070,,247151,348023,374031,428747,386162,450917,573905,719146,802582,963507,,2036618,2324730,2779678,2596928,2917839,2944020,3296360,3914856,4234800,5387227
850519,"Permanent magnets and articles intended to become permanent magnets after magnetization, of ...",17807,16558,23114,22254,21649,21842,23563,21448,15882,17776,,82931,87401,95172,106946,114153,126273,134145,116248,96766,111064,,163485,140550,137904,124836,136880,151525,174622,156695,123064,155390
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",2915,21677,28909,15215,16307,18415,19248,20151,18892,16838,,22523,27837,28984,30013,30053,34656,36602,44317,38658,60454,,381326,446534,451218,380774,390888,380081,418207,465490,474708,441717
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),10828,12544,14161,18071,18460,24422,20961,16590,16231,16692,,873686,1066350,1010287,994320,1058901,1227813,1169204,1173518,1179754,1304071,,1637565,1991066,2118329,1984055,2111831,2451257,2705336,2480030,2406218,3037324
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",1937,1215,614,527,743,1658,2180,3549,12545,16636,,232245,277113,389844,399846,404017,399100,490205,485095,396894,450698,,468804,653663,494855,383312,405481,507480,735869,534618,462751,661361
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",18929,15397,15211,19062,17328,14082,22908,19080,18150,16228,,41373,34927,40242,40259,35508,35053,44033,39802,38049,48559,,26894,25525,24253,28012,27726,26320,40939,27742,26197,26016
841861,Heat pumps (excluding air conditioning machines of heading 8415),39,32,125,10,3,218,828,1106,1529,16228,,444,1570,1139,212,3812,1238,11619,21307,31838,61865,,158473,181707,173885,151004,198279,201130,254603,254455,351723,684949
730820,"Towers and lattice masts, of iron or steel",10438,11819,12508,29207,33946,40536,22027,18493,13900,16182,,8922,21795,18147,19149,22512,9619,5673,51686,75856,79009,,350925,315008,277600,231704,226861,258529,350191,282222,315541,299052
390931,"Poly""""methylene phenyl isocyanate"""" """"crude MDI, polymeric MDI"""", in primary forms""""",0,0,0,0,0,2626,2219,1057,1778,16107,,0,0,0,0,0,499625,539537,329495,371822,749567,,0,0,0,0,0,353572,421982,246558,199586,366253
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",17969,19941,32248,27915,14871,26983,22228,15565,21604,16016,,47587,43400,66545,68723,71163,65112,65639,59888,52044,64377,,67780,65621,76563,105907,86601,57810,55577,73614,69583,55331
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",18699,13378,12686,13572,14953,14752,15647,14077,14523,15897,,1444558,1276695,1372296,1464900,1542442,1559537,1712212,1736164,1466954,1836637,,3127743,3220881,3609506,3196871,3399181,3713789,4391342,4111006,3709324,4660640
390740,"Polycarbonates, in primary forms",26245,10468,14052,10010,20969,13929,5060,5939,7942,15703,,1177209,1290492,1342616,1386987,1368123,1572327,1778793,1386634,1453770,2346756,,504844,481947,495334,401713,377316,500005,543994,409354,400936,562325
200899,"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ...",426,1363,2051,2390,3342,7267,8525,6927,8866,15576,,14712,16229,16804,13462,16326,17738,22109,150995,465887,553982,,154686,170822,171614,161193,179186,197552,208462,201145,217831,239107
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",11644,14668,14061,11971,12136,15080,14474,9804,10181,15506,,161957,159595,141811,118766,117441,137528,152883,141471,149642,181093,,369155,394476,423054,401809,409344,452146,479362,424531,369905,499072
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",22219,18822,36702,26039,36841,44742,35210,27003,21782,15416,,7212942,10745179,13150064,17612803,14750059,6546331,6848687,12163895,12840863,15965206,,1468282,1436564,1450053,1527710,1358589,1244008,1163487,910309,947521,919715
291612,Esters of acrylic acid,12283,16776,15759,13681,11665,12162,12040,10463,10032,15310,,277215,301962,214861,159323,166051,175025,208944,174652,147506,234040,,215165,219467,229146,189043,151777,213081,219038,217070,165377,426724
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",12346,13484,13998,14567,14620,9571,13485,13558,13596,15174,,1016266,1350777,1331234,1354668,1281547,1538186,1643208,1597441,1404023,1535604,,717227,726784,777309,695665,710670,703146,731492,709730,712369,848776
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",10979,9368,11769,7793,9931,13475,12273,15111,12191,14972,,320232,370346,392858,371470,401141,363432,431109,452531,451811,521400,,802363,901783,956336,820223,918440,1049995,1168689,1181575,1081180,1160118
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",1339,1259,973,3162,3549,15702,23778,27068,5952,14537,,933940,908591,913656,651859,557918,697633,843054,784791,698110,1159370,,506647,476164,415349,371460,329071,460398,461795,356063,227544,454907
900110,"Optical fibres, optical fibre bundles and cables (excluding made up of individually sheathed ...",1338,1440,977,1429,1922,2230,3156,7408,11622,14529,,104814,63716,35635,53436,60890,71638,71153,38879,43893,50011,,108293,108308,109027,102508,96823,125577,129244,109516,107831,140714
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",19017,20726,23944,21818,20962,20459,21661,17692,14962,14525,,155281,164568,176442,154095,147922,142447,143029,100728,91849,89673,,178621,194383,228063,209013,215659,258009,278769,279211,276116,332689
848220,"Tapered roller bearings, incl. cone and tapered roller assemblies",18278,18416,20861,19026,17696,14710,15344,13255,9282,14417,,82998,87549,144355,134359,172954,195063,212798,180206,143028,164606,,670733,686053,717712,580091,547713,578619,663022,617051,545922,638582
870324,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",1364,5637,7710,3879,2897,15579,40236,39503,22829,14380,,2744367,3640016,4505947,5145696,3608637,4118844,2632673,3810287,4117174,6135106,,1648266,1591688,1654427,1642241,2399516,2383514,2428589,2915069,2642144,3306209
842123,Oil or petrol-filters for internal combustion engines,8984,12594,13079,9399,11143,12357,9639,10211,10280,14111,,78063,78605,82156,80203,83717,88454,91237,76262,74194,96965,,520383,559883,610418,523351,534698,584283,622220,590905,565726,679951
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",4526,5336,4964,5709,5832,7732,10526,11865,11408,13970,,252509,329481,370319,374088,539436,513357,433566,445924,410949,476005,,800988,955105,1064355,981260,1068014,1146967,1248360,1096103,989832,1207425
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",14794,16740,14896,16960,15261,17257,16197,13896,9196,13964,,988448,1064188,1132870,962752,993479,909623,942552,813157,610479,680094,,3406438,3870610,4050300,3407804,3359389,3712709,3780225,3477427,3046349,3584395
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",28686,35271,12801,3785,5386,15357,13453,10154,10236,13896,,1428488,1432964,1401330,1170703,1192787,1410876,1481002,1500594,1382398,2278136,,598771,604748,567424,457660,444870,517631,559611,529156,507495,769523
901849,"Instruments and appliances used in dental sciences, n.e.s.",1715,1703,1671,2303,2672,2915,4238,5393,5180,13893,,42241,47270,57337,86442,89996,100336,122878,166068,167918,307663,,405899,446268,454820,450009,477978,551516,536022,463651,456417,665427
420222,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",1084,1270,3485,2952,4853,5951,7190,10413,12927,13882,,18017,22719,25542,23785,33594,34964,52046,57135,78271,100891,,386188,420024,441747,412812,373263,378182,416362,422974,404943,467910
961210,"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ...",1597,1406,1720,1940,6379,6706,9068,6335,8643,13862,,51171,54034,59760,62810,66124,71570,70241,73099,57413,62807,,261730,235685,240276,213802,178029,146596,145365,138078,122608,127926
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",315998,107038,102745,51172,52409,65607,49704,34054,16522,13697,,6915276,7768861,7008030,5854323,6178791,7995178,7240102,10045151,7799818,7842054,,3341195,3015265,3023479,2406466,2387952,2565931,2751037,2784816,3273111,3695646
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",99358,155623,233256,152958,87455,15100,20068,38183,49647,13612,,678290,815548,927050,1038905,1093344,1446489,1244358,1173697,929527,1044775,,1662236,1762464,2076648,1921558,1940125,1639466,1841496,1822589,1589509,1797277
390230,"Propylene copolymers, in primary forms",781,536,2710,2345,5846,5171,4978,7323,4445,13474,,1997618,2131515,2135821,1428090,1306919,1405622,1577092,1443996,1361393,2186111,,1291684,1412493,1531343,1181525,1081428,1225704,1424257,1264632,1043867,1569825
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,10702,11313,11496,8851,9775,12460,12478,10623,7795,13427,,88058,90944,61173,52761,85143,226917,353903,311074,368134,380596,,270903,261708,331330,321794,322441,353558,476048,534534,426411,504066
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",2965,1315,2368,968,1056,1629,6320,17971,25406,13402,,529151,499960,536043,557232,590923,604271,563513,572083,529745,626843,,740954,734220,761612,672801,670577,690191,797711,765340,781806,929511
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",10036,12259,12227,10175,12629,14328,14996,14110,10320,13348,,213264,215212,259399,209652,201558,268231,331067,291164,204758,316808,,450229,421527,384917,356933,367637,418484,552162,517086,453709,510691
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",14440,11734,10674,8100,8618,9328,8474,12046,11004,13345,,229926,238843,252003,263683,321843,326965,321244,306375,273741,297213,,1354654,1446842,1544451,1322903,1369014,1515990,1631178,1507320,1370634,1668306
392020,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",10709,11506,13500,13539,8999,10582,11343,12133,10355,13295,,214508,233514,263287,239476,246070,234842,241211,230078,204741,249328,,733984,831760,867375,727122,655788,732660,776492,706039,715572,892271
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.",4254,3271,10117,6639,8331,5538,6587,6863,8326,13292,,20374,27067,20651,19873,18109,21613,23471,60976,60721,85878,,1395707,1491088,1610073,1458477,1573137,1796642,2029816,1667621,1447085,1958360
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,11158,20553,55469,24061,13156,,0,0,0,0,0,901492,1028200,1077812,1085519,1381089,,0,0,0,0,0,2307677,2672478,2643249,2445858,2866757
901320,Lasers (excluding laser diodes),1065,1450,798,757,3099,9075,6757,5748,6284,13135,,71010,80718,96276,106319,93000,506577,1322420,1530765,2244195,3044214,,404193,403200,475638,491921,529740,724417,747439,717165,716758,922714
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",50507,61193,34771,61079,9416,28058,32454,21658,15858,13133,,1558203,924736,514962,207999,121441,148559,165630,180709,143069,163340,,8847432,7869203,10222954,10596654,10250296,11028789,11239636,10826684,13654158,17575276
848299,"Parts of ball or roller bearings (excluding balls, needles and rollers), n.e.s.",10143,15527,27045,11427,10062,7945,10755,19229,21750,13091,,27642,54509,78528,89424,116495,149109,170171,156912,145460,175657,,686214,706832,792074,645781,603921,694741,866604,752729,616474,745595
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",1,79,984,582,343,2480,4322,4636,7748,13035,,29820,37598,32944,38162,41045,46695,35076,44062,41663,52578,,83015,79580,91345,89641,90509,114461,144534,137919,133992,157243
852872,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers ...",712237,258440,108688,96658,44503,34844,64303,59275,41341,13020,,1146444,1465503,1583107,1205731,1061107,812199,619199,481459,308064,50541,,4715750,3884750,3786702,2900630,2710030,3037514,2940278,2750615,2887135,3448218
