Product code,Product label,Australia's imports from Singapore-Value in 2012,Australia's imports from Singapore-Value in 2013,Australia's imports from Singapore-Value in 2014,Australia's imports from Singapore-Value in 2015,Australia's imports from Singapore-Value in 2016,Australia's imports from Singapore-Value in 2017,Australia's imports from Singapore-Value in 2018,Australia's imports from Singapore-Value in 2019,Australia's imports from Singapore-Value in 2020,Australia's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",1,0,0,0,0,0,0,0,0,0,,21316,16085,21755,13556,15198,12436,514,784,828,784,,8394,9010,8600,7470,6094,6682,6824,9017,7908,8807
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",59,41,15,40,0,0,0,0,9,0,,40558,46199,42849,40841,40344,42398,35909,31510,20531,10983,,5044,4043,4283,3464,3402,3732,4551,6104,4811,5519
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",0,0,0,0,0,0,0,0,0,0,,124127,110263,122522,116541,111262,118743,100436,107370,98628,90505,,1011586,883457,806778,722551,665474,708235,699593,675843,614135,817781
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",178,0,0,0,0,0,0,0,0,0,,2319,1268,922,1357,1024,236,0,0,0,0,,4191,901,552,542,525,0,0,0,0,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",1101,786,0,0,0,0,0,0,0,0,,14751,9478,4347,3630,1086,264,0,0,0,0,,995123,807535,622622,474211,524350,0,0,0,0,0
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",0,0,0,0,0,0,0,0,0,0,,359,281,5,40,8,77,51,40,0,0,,9,2,3,114,128,4,12,19,4,4
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, ...",6,0,4,1,0,0,0,0,0,0,,606,460,608,1053,1007,370,577,1015,330,269,,329,151,193,70,37,170,122,115,217,375
400239,"Halo-isobutene-isoprene rubber """"CIIR"""" or """"BIIR"""", in primary forms or in plates, sheets ...""",0,0,0,0,0,0,6,0,0,0,,33601,128160,127940,359894,431294,542823,507924,417027,264353,337591,,1915,61,179,643,162,125,120,76,27,55
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",0,27,0,14,0,0,0,0,0,0,,848,565,78,133,155,49,20,3111,142,486,,66,94,383,93,234,249,82,88,73,63
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",0,0,0,0,0,0,0,0,0,0,,4018,1647,262,195,670,1295,268,51,10,103,,1,51,4,6,7,5,49,5,7,15
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip",8,0,0,0,0,0,0,0,0,0,,125,66,130,109,29,111,21,179,443,657,,6472,6066,6797,6467,6323,9051,5856,3041,3230,4889
400520,"Compounded rubber, unvulcanised, in the form of solutions or dispersions (excluding rubber ...",0,0,0,0,0,0,0,0,0,0,,663,647,492,353,217,158,204,194,301,160,,282,175,228,170,152,249,232,158,135,398
291250,Cyclic polymers of aldehydes,0,0,0,0,0,0,0,0,0,0,,158,174,374,952,1817,2072,530,766,268,47,,678,409,691,1181,431,562,879,732,542,1130
340520,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors ...",0,0,0,0,0,0,0,0,0,0,,405,270,400,571,657,695,551,581,348,408,,1557,1046,716,1066,1066,1217,1112,1640,1961,2365
340700,"Modelling pastes, incl. those put up for children's amusement; preparations known as dental ...""",308,148,0,14,0,1,0,0,0,0,,327,585,432,1255,3617,4929,1505,1135,1136,805,,10609,9451,10815,11098,11436,11829,12757,12399,14808,16535
310229,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excluding goods of this ...,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,0,0,0,,112,1166,613,268,82,164,151,191,641,443
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",0,0,0,72,0,0,0,0,0,0,,54,68,106,63,5,6,91,265,66,9,,142808,112789,90132,42905,33411,34009,68650,46461,50357,23357
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,,33165,34922,44862,48241,51395,0,0,0,0,0
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",0,0,0,0,0,0,0,0,4,0,,422,24,900,45,172,419,36,46,40,154,,1654,2210,2149,1402,1272,1540,1597,2991,4437,6024
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,0,0,0,0,0,0,0,0,0,,0,0,2,23,43,16,23,0,10,3,,8763,4631,2550,836,2771,794,2536,16100,13536,16527
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,0,0,0,17,0,0,38,38,26,0,,962,913,691,1345,1982,2157,715,1223,606,800,,39663,35735,38104,43174,35920,39568,46875,43864,43302,77873
320300,"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ...",102,160,32,53,18,0,0,4,12,0,,4767,4671,6857,8053,2715,2383,2581,2290,2492,2768,,16973,15952,17323,23910,17748,18910,19841,17839,21077,26631
320500,Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ...,13,40,42,59,112,54,55,14,0,0,,987,1561,787,999,949,788,247,1115,468,469,,540,313,351,361,449,2676,2715,2009,1745,1702
320641,Ultramarine and preparations based thereon of a kind used for colouring any material or produce ...,0,0,0,0,0,0,0,0,1,0,,6790,5719,5089,3317,2106,201,550,608,299,327,,564,437,483,481,357,369,459,450,349,455
300320,"Medicaments containing antibiotics, not in measured doses or put up for retail sale (excluding ...",0,0,37,0,0,0,0,0,0,0,,2812,3394,3628,3457,1526,2553,1407,942,923,577,,2654,939,732,1386,985,741,521,388,527,413
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,103,9,0,0,,4,0,2,0,0,40,0,51,55,141
300620,Reagents for determining blood groups or blood factors,0,0,0,0,0,0,0,0,0,0,,1539,1464,1725,2378,3245,2160,1290,1446,2068,2516,,5132,5812,5809,5520,4212,2960,2601,2426,2746,3607
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients,0,0,0,0,0,0,0,0,0,0,,1829,2892,960,1347,2086,4211,10183,16749,26636,31282,,33850,36143,34511,30784,32288,34912,37905,42577,42913,51580
293293,Piperonal,0,0,0,0,0,0,0,0,0,0,,178,189,118,105,127,0,117,51,115,241,,107,211,125,146,197,280,138,162,318,414
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",0,0,2,0,0,0,0,0,0,0,,7573,2901,3755,1777,1425,3488,1527,1661,3073,794,,2223,2611,2422,2628,3654,2127,1712,1622,4036,1964
293352,"Malonylurea """"barbituric acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,3,3,12,5,,429,10,49,237,409,468,439,491,445,342
293500,Sulphonamides,0,0,0,0,0,0,0,0,0,0,,2757259,2039235,1348614,1260473,1153283,707270,0,0,0,0,,37248,38552,33130,19124,50192,0,0,0,0,0
293590,Sulphonamides (excl. perfluorooctane sulphonamides),0,0,0,0,0,0,0,122,0,0,,0,0,0,0,0,0,729673,766971,529429,837773,,0,0,0,0,0,4844,4440,2941,2280,3956
293711,"Somatropin, its derivatives and structural analogues, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,0,64,0,0,0,0,255,434,0,0,,185,264,191,264,306,777,258,58,0,2
292024,Triethyl phosphite,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
292112,Diethylamine and its salts,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,2,0,0,0
292122,Hexamethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,158,22,72,22,1,50,145,1488,1384,663,,177,391,1295,129,47,72,122,16,0,148
292145,"1-Naphthylamine """"alpha-naphthylamine"""", 2-naphthylamine """"beta-naphthylamine"""" and their ...""",0,0,0,0,0,0,0,0,0,0,,130,9361,13155,2503,53,63,543,23,1580,11,,6389,15521,18220,17056,22,22,39,45,28,53
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",0,0,0,0,0,0,0,0,0,0,,140,222,170,193,128,154,59,73,31,35,,175,373,155,206,257,313,210,237,552,212
292243,Anthranilic acid and its salts,0,0,0,0,0,0,0,0,0,0,,14,1,0,0,0,0,0,0,0,0,,0,20,0,0,0,0,0,0,1,4
292521,"Chlordimeform """"ISO""""""""",26,0,0,13,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,,333,431,268,543,385,492,393,280,120,55
293132,Dimethyl propylphosphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,27,0,9,0
391710,"Artificial guts """"sausage casings"""" of hardened protein or cellulose materials""""",0,0,0,0,0,0,0,0,0,0,,578,1043,962,470,980,2171,2279,4019,4617,3676,,21955,24823,23923,17777,16102,18613,18106,15623,16818,14545
382471,"Mixtures containing chlorofluorocarbons """"CFCs"""", whether or not containing hydrochlorofluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,14,62,5,173,23,19,301,124,63,46,,8,0,81,18,28,47,0,0,0,0
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",7501,7986,5015,4649,5396,0,0,0,0,0,,407041,480506,571575,705740,696105,705155,0,0,0,0,,204946,209854,216181,200660,199353,0,0,0,0,0
382530,Clinical waste,0,0,0,0,0,0,0,0,0,0,,261,49,77,60,467,221,232,28,69,15,,48,83,66,63,50,37,127,48,43,49
382561,"Wastes from chemical or allied industries, mainly containing organic constituents (excluding ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,60,14
390220,"Polyisobutylene, in primary forms",189,94,19,0,10,427,133,0,14,0,,1379,1394,2027,3865,1851,3142,4844,6450,4347,5735,,19278,17939,24612,19441,14754,21091,16204,18339,15976,21475
390440,"Vinyl chloride copolymers, in primary forms (excluding vinyl chloride-vinyl acetate copolymers)",0,0,0,0,0,0,0,0,0,0,,801,940,692,631,618,598,541,395,245,504,,948,1091,1328,971,1056,1256,1149,760,683,745
390519,"Poly""""vinyl acetate"""", in primary forms (excluding in aqueous dispersion)""""",0,16,0,0,0,0,0,0,0,0,,444,326,393,405,736,279,322,354,195,100,,403,290,323,213,294,323,499,282,332,489
370130,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm",10,0,4,142,5,0,0,0,0,0,,3855,3266,2501,2817,3035,2291,2110,2549,1559,2672,,64759,58988,56736,48811,42198,44183,37753,31786,21960,26006
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",8,4,3,0,0,0,0,0,0,0,,406,331,69,440,160,157,63,50,98,254,,1298,1092,1121,941,801,602,507,470,252,297
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",4,4,0,0,0,0,0,0,0,0,,130,33,6,183,239,24,0,0,5,4,,5543,3094,57,204,35,53,72,206,47,18
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,168,10,1,2,2,0,0,0,0,0,,90,1,0,477,1312,0,0,0,0,0,,17107,13527,8566,6675,5293,0,0,0,0,0
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,2,6,139,206,,0,0,0,0,0,2597,2526,1770,2643,3113
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2947,683,1124,2831,4363
381231,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline """"TMQ""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,565,611,268,203,,0,0,0,0,0,8,100,145,81,84
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excluding stearic acid, oleic ...",0,0,0,0,0,0,8,0,0,0,,6273,3390,2869,2414,3608,4657,5284,4020,4046,6173,,7876,3721,4564,4963,2794,3575,3524,16627,38160,51971
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,0,0,0,0,0,0,0,0,,12,13,13,3,4,33,3,14,3,4,,58,101,48,41,9,52,30,2,2,6
120300,Copra,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,249,105,101,95,,0,0,9,330,143,258,294,1371,212,3
120400,"Linseed, whether or not broken",0,0,0,0,0,0,0,0,0,0,,27,11,19,16,48,51,47,46,35,90,,1439,1007,3113,2055,481,544,890,2389,4454,1120
120740,"Sesamum seeds, whether or not broken",0,0,0,0,0,0,0,44,0,0,,1235,3392,1937,1440,1068,815,876,1020,778,1218,,9753,13932,18720,12034,10267,9628,10789,14737,13643,11586
121140,"Poppy straw, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,1,0,8,0,0,112,,0,0,0,0,0,4035,1591,1524,2740,1137
121229,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, unfit for ...",0,0,0,0,0,0,0,0,0,0,,84,226,149,159,36,107,73,120,978,675,,4608,3547,4101,5143,4733,4413,5801,5867,5733,4428
130214,Extracts of pyrethrum and of roots containing rotenone,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,6,10,24,10
150990,Olive oil and fractions obtained from the fruit of the olive tree solely by mechanical or other ...,0,2,21,0,0,0,0,0,0,0,,928,731,445,719,1031,1346,937,481,270,440,,54013,48992,44206,33194,51535,57493,61914,36135,43278,38830
151211,Crude sunflower-seed or safflower oil,0,0,0,0,0,0,4,0,0,0,,305,120,91,579,313,719,263,107,141,268,,35721,47803,39513,28124,26346,28870,24559,24677,22534,29321
151610,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,0,2,0,560,,1238,1465,2067,1126,14,24,353,5425,5957,8596
160210,"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...",0,0,0,0,0,0,0,0,0,0,,26,310,113,35,179,173,161,165,98,147,,19,35,49,18,21,34,48,276,30,19
160249,"Prepared or preserved meat and offal of swine, incl. mixtures (excluding hams, shoulders and ...",0,0,0,0,7,5,0,15,46,0,,2606,2975,2779,3443,3626,3084,3140,3889,11976,9844,,8973,8755,10503,18090,14029,19024,21866,25203,25967,32564
160300,"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates",64,0,55,0,0,0,9,0,0,0,,212,143,477,438,350,243,505,216,63,44,,1503,5789,1721,1831,8158,7168,3593,1524,1535,2004
160412,"Prepared or preserved herrings, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,19,20,18,20,10,1,0,1,2,0,,3824,3830,2972,2839,2900,3255,3093,3018,3233,3271
160414,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",0,0,75,59,0,188,63,0,0,0,,515,417,510,654,1764,524,740,880,1291,345,,247811,265123,245786,212995,207580,223213,238874,219082,205401,192454
160431,Caviar,0,0,0,0,0,0,18,0,0,0,,44,135,73,116,124,89,280,84,66,127,,2130,2941,2141,2628,2680,3871,3089,3127,1897,2761
160561,"Sea cucumbers, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,7,0,0,,5,0,49,11,0,44,429,430,124,106,,97,232,699,1260,833,1499,530,112,216,1026
160563,"Jellyfish, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,179,158,219,215,178,72,78,95,58,51,,341,602,345,361,256,361,335,427,508,449
170112,Raw beet sugar (excluding added flavouring or colouring),0,0,0,0,0,0,0,0,0,0,,2,74,7,81,6,5,11,173,89,11,,632,27,6,8,11,2,2,3,1,0
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,0,0,0,0,0,0,0,0,,63,14,0,0,0,3,1,0,1,1,,23,23,31,22,25,35,11,14,19,22
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",154,119,20,6,4,0,0,0,0,0,,168,174,302,593,492,463,323,235,200,267,,351,655,290,315,207,286,350,765,4032,4497
70320,"Garlic, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,737,1861,322,1035,2757,1111,844,1506,6669,1945,,21369,22629,19846,21256,34260,27603,19032,25362,26299,27720
70940,Fresh or chilled celery (excluding celeriac),0,0,0,0,0,0,0,0,0,0,,429,377,312,339,321,476,482,357,328,291,,0,0,0,0,1,0,0,0,0,0
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,0,0,0,0,0,0,0,0,,381,357,332,622,559,301,239,299,377,64,,1212,1257,852,0,0,25,60,10,6,17
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,0,0,0,0,0,0,0,0,0,,2680,2970,3255,3763,2302,929,485,770,618,539,,6891,6240,6846,5012,4158,3882,2428,1720,2453,2576
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,53,93,65,35,34,92,264,221,256,430,,15230,13479,13264,11433,9690,10796,7914,7759,8841,9740
71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",0,0,0,0,0,0,0,0,0,0,,98,9,48,19,17,2,30,8,1,1,,56,28,20,12,84,5,18,7,25,13
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",0,25,0,0,0,4,0,0,0,0,,733,965,904,2679,1141,531,494,517,807,587,,470,453,451,559,293,323,469,221,408,252
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",0,0,0,0,0,0,0,0,0,0,,286,455,509,721,649,445,260,263,233,191,,864,620,735,867,818,994,1025,1103,1041,1410
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,174,621,201,147,0
80840,Fresh quinces,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0
81010,Fresh strawberries,0,0,0,0,0,0,0,0,0,0,,574,661,591,682,610,775,961,1472,1432,1651,,221,138,173,12,13,0,15,20,10,43
81050,Fresh kiwifruit,0,0,0,0,0,0,0,0,0,0,,776,1841,2017,1465,1673,878,779,909,1195,2005,,44917,38431,43940,36558,40979,35808,43621,43866,53063,55577
90520,"Vanilla, crushed or ground",2,0,0,0,0,0,0,0,3,0,,75,138,258,39,85,43,533,6,13,76,,98,241,382,293,373,500,435,621,519,714
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,112698,41847,93535,39990,85450,101912,79261,28155,25663,27125,,936,759,1218,702,854,1049,912,857,722,927
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,0,0,0,0,0,0,,2113,1152,2848,351,90,142,289,242,51,27,,556,338,356,459,374,364,324,303,353,409
91011,"Ginger, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,316,1332,1925,3775,425,149,153,261,224,249,,753,812,712,612,548,447,760,520,1319,2982
91030,"Turmeric """"curcuma""""""""",0,0,0,0,0,0,0,0,0,0,,682,516,405,445,810,373,451,339,402,324,,1213,1314,1936,2225,3363,4384,3690,2353,3898,3305
100821,Millet seed for sowing (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,1,3,0,0,1,2,1,1,4,1,,64,117,1362,508,239,440,208,1398,2078,105
100860,Triticale,0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",0,0,0,0,0,0,0,0,0,0,,147,276,632,380,245,228,293,192,474,183,,711,577,750,1077,1393,1259,1001,685,1235,929
10229,Live cattle (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,1,0,457,124,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
10619,"Live mammals (excluding primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...",0,0,0,0,1,0,0,2,0,0,,27,84,107,88,93,100,108,368,270,378,,339,488,381,328,432,503,538,525,387,585
20130,"Fresh or chilled bovine meat, boneless",0,0,0,0,0,0,0,0,0,0,,1142,983,1381,1259,1077,2732,2702,2292,1256,1140,,7516,5661,2705,5154,7428,4819,5108,6588,9421,17928
20322,"Frozen hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,57,171,77,3753,42,37,61,113,90,292,,110,0,0,0,0,158,0,2,21,0
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,9,25,42,180,154,481,776,438,144,212,,1856,698,400,249,330,117,326,449,114,420
20443,Frozen boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,1022,913,945,912,576,633,339,985,1767,3741,,2368,1392,461,306,155,314,1251,1698,1281,3266
20649,"Edible offal of swine, frozen (excluding livers)",0,0,0,0,0,0,0,0,0,0,,2909,16293,37450,4259,4916,311,82,105,169,230,,0,0,111,0,0,0,0,0,20,0
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
20724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,32,0,25,26,0,0,0,6,,0,0,0,0,0,0,0,0,0,0
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,0,0,0,,52,229,197,94,363,806,528,549,747,235,,0,0,0,0,0,0,0,0,0,9
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,3,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
20840,"Fresh, chilled or frozen meat and edible offal of whales, dolphins and porpoises (mammals of ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
20850,"Fresh, chilled or frozen meat and edible offal of reptiles """"e.g. snakes, turtles, crocodiles""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,45,45,44,44,70,32,75,78
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,199,7,86,24,141,25,6,18,18,75,,73,260,155,99,111,99,207,117,370,238
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,564,540,652,844,1624,1676,1358,1189,3057,2466,,38,87,25,23,1504,888,870,242,2,0
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,4,4,4,14,47,41,6,3,7,60,,3682,5611,3992,3470,5273,6602,5174,5327,4442,5603
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,2,0,0,,0,0,3,0,5,13,18,4,8,20
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1003,925,637,507,560,291,319,277,215,394
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,19,3,,0,0,0,0,0,0,1,1,11,119
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,10,1,8,827,2643,159,22,0,77,2,,0,36,15,52,187,174,75,0,6,0
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,478,587,69,75,46,23,15,40,3,3,,9,1,1,0,0,0,0,0,0,0
30289,"Fresh or chilled fish, n.e.s.",0,34,0,0,0,0,0,37,0,0,,5092,4092,5596,5672,7056,5608,4584,4845,6072,4139,,51687,51301,46645,38044,36113,38116,36780,32041,31031,37779
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,546,1739,971,349,442,323,361,890,350,943,,3026,6022,10971,5783,10,146,19,285,200,238
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,0,0,0,0,0,0,0,0,0,,2401,3609,3167,1822,3028,2073,1091,376,358,107,,202,339,180,84,83,202,0,28,0,3
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0,0,0,0,0,0,0,0,0,0,,158,144,324,151,1,0,0,1,0,0,,61,44,258,237,216,102,79,430,227,337
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,7,0,0,0,,0,0,4,19,5,4,0,0,0,0
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,8330,9739,6166,8150,7797,7466,6131,5776,2107,1451,,677,582,701,409,360,378,165,613,52,210
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,97,15,140,107,0,0,0,0,74,0
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,279,373,396,250,294,37,158,216,2,5,,690,751,4348,2584,1931,3703,5283,4733,3418,2617
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,4,6,1,1,3,22,27,955,820,850,,0,4,3,9,19,6,4,9,0,16
30499,Frozen fish meat n.e.s. (excluding fillets),31,0,0,0,0,0,0,0,0,0,,244,129,69,209,364,514,842,1417,495,535,,18676,16553,28208,20626,24194,19797,15518,15355,11970,10518
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,119,125,129,291,266,317,262,41,22,56,,3776,9449,10425,9073,8689,6381,11849,9869,7761,7669
