Product code,Product label,United States of America's imports from Japan-Value in 2012,United States of America's imports from Japan-Value in 2013,United States of America's imports from Japan-Value in 2014,United States of America's imports from Japan-Value in 2015,United States of America's imports from Japan-Value in 2016,United States of America's imports from Japan-Value in 2017,United States of America's imports from Japan-Value in 2018,United States of America's imports from Japan-Value in 2019,United States of America's imports from Japan-Value in 2020,United States of America's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",445450,466738,463998,426052,424945,422623,407803,367509,287102,313820,,3069935,2896061,2590659,2129965,2303947,2607697,3017114,2824728,2945035,3906648,,3203060,3058806,3126714,3291640,3293448,3281867,3066592,2893120,2319289,2423402
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",110786,136827,134672,132655,181420,177636,193846,174898,194447,313369,,523241,399758,422616,351561,407433,476230,568713,515408,494891,623968,,1681093,1590101,1940629,1525589,1314766,1593162,1686794,1638206,1396272,1572080
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",391014,347294,334081,333511,320390,318449,309745,297907,249426,307455,,1906997,1737528,1596214,1388781,1492724,1571814,1632706,1513264,1302542,1577118,,2287888,2180154,2286228,2368471,2039700,2184929,2594834,2506039,2124923,2686647
851140,Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition ...,293592,273001,305108,320325,301400,297627,312386,267874,244830,306608,,735668,740427,763205,700107,716952,742145,741376,641730,556449,665997,,1175785,1023762,1114657,1148118,1162321,1257660,1422435,1412495,1188409,1456159
848210,Ball bearings,305839,272586,281871,258909,212466,246880,280924,283114,221547,305341,,2099110,1806441,1940458,1660656,1631289,1840646,1948139,1787428,1449852,1999899,,1193676,1166030,1240650,1192716,1093244,1211313,1285471,1251731,1026457,1341433
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",443808,355229,384463,328667,301268,323474,332519,287546,227116,301270,,1319418,1226278,1181614,1027344,1136723,1170870,1150130,1045668,851262,1076245,,3180128,3156929,3595053,3794506,3745533,3819624,4221227,4085011,3673727,4702032
853400,Printed circuits,214402,189163,167638,182305,215910,150656,141604,136876,180146,299453,,3374478,2632669,2447663,2232890,2292242,2583379,3107340,2763492,2798802,3041081,,1969838,1992807,2046227,2121113,2148839,2078076,2204573,1923032,1807094,2435269
854239,"Electronic integrated circuits (excluding such as processors, controllers, memories and amplifiers)",437334,373918,352390,365975,343743,360470,346775,331214,273189,295827,,11616770,10094836,9824469,9060572,9062482,10815125,10812400,11523918,11186084,12182276,,7856263,7266213,7246273,6896241,7009125,8287851,8526997,8026172,7731995,10504769
851110,Sparking plugs of a kind used for spark-ignition or compression-ignition internal combustion ...,278003,301819,306967,299510,274158,286657,295316,296756,275795,290299,,835045,874688,912856,802384,808684,912496,950771,945738,848540,982988,,461840,503291,535755,502569,472683,486049,499229,503343,481127,567812
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",446181,410873,427887,387223,391111,373707,341663,385120,309501,287167,,2189262,1810572,1764678,1646656,1633985,1755841,1883089,1763290,1461943,1483485,,2323340,2489657,2756789,2745465,2641415,2776529,2776064,2729994,2377305,2921763
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),409139,367390,350682,306523,290038,289258,262150,240572,219466,284066,,1881928,1733711,1706274,1501360,1524229,1717858,1767450,1566577,1443922,1803101,,2382255,2434042,2572531,2609581,2689454,2868752,2891761,2723574,2415196,2924318
847710,Injection-moulding machines for working rubber or plastics,180721,222102,210141,203371,242562,199995,208101,216219,192257,281191,,1471617,1198160,1106453,1055935,995196,1143643,1256376,1084603,929768,1189764,,636469,737835,759187,797990,858729,860468,925994,826075,717472,1022455
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,241968,202202,248904,241746,223536,261925,287704,318064,210872,276704,,593855,360700,330433,238335,315402,445399,540128,523094,445175,508951,,903468,824149,872154,756917,669733,804275,953219,962551,747933,922013
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",243913,259971,235637,272923,255045,222060,228762,276394,211425,272530,,922946,913315,876139,791304,790676,803223,829445,834862,736044,955422,,1363603,1393556,1452521,1382374,1307178,1341106,1435780,1455462,1171143,1475624
871150,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",592907,564466,534226,363392,308795,319569,464050,173717,151812,269460,,1378136,1254760,1363998,1139419,1222540,1362544,1641240,1142389,964896,1323932,,1071242,1079633,1082969,971578,851197,821528,962177,659929,639806,883012
840790,Spark-ignition reciprocating or rotary internal combustion piston engine (excluding those for ...,340202,296269,284158,315226,330096,315793,363489,369826,277695,268770,,465283,392700,348144,330651,346358,371240,429163,384171,236367,264741,,900996,826272,987559,1042192,883416,919052,1038436,983344,914425,809316
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",247186,184056,225244,236346,224683,332924,378224,400618,216892,268228,,2358067,2048783,1590556,1145812,767685,898723,1121572,1029564,791919,755997,,2642489,2908028,3514342,3485400,3191823,3294110,3407191,3227893,2614380,3177873
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding ...",283730,233269,233671,194404,208650,247902,251673,226999,206656,267937,,156876,145058,148359,151514,188022,209455,205673,191479,170758,215548,,1641782,1716297,1859620,1910969,1879918,1977043,2121625,2181499,1776644,2241301
842911,"Self-propelled bulldozers and angledozers, track laying",242891,225431,223891,207663,131471,214555,207710,261564,80236,266731,,1067181,842324,833700,649647,500393,709585,845630,823916,500430,1036618,,285520,270923,308475,252764,195389,320885,358564,394912,170277,349435
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",279921,267006,270530,306962,282264,274086,279666,269781,223514,261687,,895461,786557,761090,677988,719596,768097,798462,745366,680453,834291,,1758521,1798871,1963213,2001127,1929463,1956679,2127044,2070404,1804987,2269781
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),183506,131590,129747,114819,90726,82524,120663,139881,153819,246509,,1248210,1049699,1142655,967931,1031667,1162131,1352380,1505529,1733593,2015537,,1109023,1042162,1112661,1097697,1021655,1079396,1303903,1206304,1099729,1543332
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",270790,215434,209159,229701,228021,285170,249202,332497,291531,245724,,320196,297336,290400,324459,321455,356077,325717,441575,355010,308723,,4879185,4781578,4773948,4961981,4567098,4560375,4537779,4055266,2768940,2837182
851150,Generators of a kind used for internal combustion engines (excluding magneto dynamos and dual ...,462574,375486,422334,434437,345516,239095,263297,238282,189490,241744,,826905,728517,737042,707297,685352,564799,534467,455147,328033,427042,,1159805,1157079,1207491,1310341,1246806,1200630,1235056,1166375,996988,1221356
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",125237,98105,99235,84532,92734,120010,160445,189519,227580,240886,,352657,298693,257821,251749,268725,261846,304930,331629,351667,375838,,130758,105070,107407,93356,99323,126763,165475,195530,233597,247923
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",389553,321165,314484,270670,281176,216310,234049,245038,188199,239184,,983270,801660,786271,759995,779170,689703,744085,722393,541396,653027,,2421250,2458196,2585143,2418127,2303637,2179147,2177700,2096052,1729036,2174973
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,209084,179947,183888,207269,215365,241731,264880,244776,207131,238485,,672118,637423,609347,613445,800398,975239,986973,804725,640910,770093,,2204690,2584285,3062399,3281136,3482281,3615125,4074984,4063774,3737736,4472072
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,464386,384503,363458,335072,315068,328192,249712,234029,207805,232264,,1471752,1092078,1027407,849635,802979,830862,689281,584486,588175,701517,,544794,437699,408429,372201,344478,352336,281170,254352,226308,254062
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",311376,288099,260874,240285,205308,214052,210412,227090,189561,226989,,787243,750234,748714,686898,788739,848313,891745,865948,771146,940249,,3836500,4033014,4323503,4043446,3254541,3590408,3890267,3618573,2966242,3551224
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",66564,79146,85115,88290,91699,110926,164410,163133,153109,225947,,452079,389504,532670,487588,539551,877816,999730,852743,803364,1106011,,528332,579124,637628,691880,777935,982930,1028077,993168,899726,1155903
870410,Dumpers for off-highway use,230967,284241,144241,171425,216497,186313,243922,234088,175795,222498,,1418554,695008,511596,452088,450137,765212,1060540,743852,440683,931122,,1086605,972655,1174637,1263096,880969,928752,1218430,1406801,872934,1219638
847990,"Parts of machines and mechanical appliances, n.e.s.",185334,199900,220523,271411,211352,251449,236554,207765,190527,222000,,1756674,1284145,1332438,1307005,1326474,1499871,1607811,1388143,1451393,1630782,,1857721,1836238,2022257,2080788,1942317,2251551,2476788,2576837,2602298,3142253
720839,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",105585,182058,172760,90105,63720,122570,158556,70408,48315,221686,,3524202,3633297,3399559,3003043,2613537,3113681,2975280,2825628,3066288,4829165,,790577,957263,1099571,792869,554446,463257,635677,426470,333358,1421932
848299,"Parts of ball or roller bearings (excluding balls, needles and rollers), n.e.s.",283810,242199,232608,201486,172199,202470,203367,203160,130568,212573,,999427,880156,813693,690380,665684,735357,784341,707845,527650,794378,,573191,500112,541644,503080,442655,548505,597808,562520,394827,590009
722790,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils (excluding ...",196192,187391,212423,234317,213739,208712,212977,222340,150697,203158,,637101,646238,677984,591086,516602,573307,613834,555852,392489,587101,,397653,587440,524952,357857,349446,400961,397426,372176,279186,420288
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",182653,163547,154450,141983,147355,171519,160687,169315,148713,202715,,917045,873654,870464,788880,866763,993941,1103469,1122376,1003965,1145074,,3332808,3290013,3638341,3719703,3683325,4023953,4671314,4708247,4263538,5445736
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),185763,200940,195440,205261,201014,210583,218510,194328,176810,201721,,248726,234827,237106,224509,225992,205239,210057,221546,317217,433729,,2416480,2595589,2718733,2754972,2761420,2825571,3045735,2746510,2453491,3054983
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",11725,103944,145836,98190,56638,87002,200549,382258,73290,200774,,877350,1400513,1943895,1483907,1071297,1699836,1633144,1527156,872097,1610589,,37470538,34317719,28288628,20462621,18008855,19757256,24627426,25635102,13150909,26296759
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",5933,8765,37491,81915,92059,86255,133502,143659,62772,199466,,688962,601493,744052,768073,685861,708327,695560,608950,507687,693148,,1858098,1834661,2094562,2572792,2400085,3119456,3673993,3879448,2282682,3270843
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",218421,221993,226400,184533,234172,197301,241695,252647,247036,199060,,392208,377712,399045,386419,404554,493118,503166,582416,620509,621323,,943076,1012195,1090128,1089982,1198019,1231168,1359666,1328639,1496235,1636281
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",300203,249881,254088,237322,235659,238237,228836,206253,171706,197256,,3450910,3051982,3023595,2588210,2717099,3007350,3007832,2779823,2569394,3051101,,2637855,2708623,2916306,2848077,2805141,2943875,3221113,3117363,2746426,3320737
848220,"Tapered roller bearings, incl. cone and tapered roller assemblies",137306,116760,126113,133910,107429,109427,115008,120437,90670,190987,,774567,622392,656630,621702,601056,639108,651120,687548,555089,672942,,536218,468687,519571,533911,447717,472531,552102,511253,393060,599935
731816,Nuts of iron or steel,199631,170112,157504,156180,160939,166693,172696,176404,141068,189960,,787932,714574,670215,586765,638325,683754,715337,670060,566055,710916,,1023402,1000471,1116275,1131575,1033299,1134825,1297790,1240694,1011600,1375802
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",227253,284939,254942,216296,167818,163919,198408,245711,201935,188156,,806590,757201,669944,614518,636852,713063,755108,777986,684792,804461,,429750,502651,493173,452813,393802,387844,418437,434853,343724,359292
902710,Gas or smoke analysis apparatus,204008,205491,226947,229322,224517,195714,268376,255533,161183,183432,,174670,133474,144652,126739,130866,145786,178384,186193,130107,123681,,653855,647281,777186,812514,830393,865705,944124,888326,761242,921965
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",132002,121512,103468,99989,125197,157350,196467,305441,206033,181610,,265014,208723,172154,143658,149667,163006,175259,253757,156894,137516,,2871361,2978136,2857405,2651440,2861888,2866618,3364602,3112556,3424658,4214164
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",135981,107669,176941,136172,141424,145756,134168,136668,161163,181342,,1334105,1079156,1329377,1115588,1175851,1357817,1411780,1194129,1109108,1299094,,744805,719561,890379,831930,800328,920698,1030495,985379,1004313,1282514
690911,"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china (excluding ...",51218,52022,86575,82423,91412,141749,182848,141383,153508,180453,,160861,159996,175215,179720,157742,76890,59184,22125,39588,46127,,112743,97155,130212,118560,124756,187414,241021,194128,217158,264462
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",124793,142568,130184,123941,123705,133495,156447,141301,136542,176757,,1118375,993488,994584,926994,1012453,1099375,1170819,1003165,985966,1199299,,251732,282149,271992,269542,268364,288495,329981,285924,256678,342830
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,140781,126068,134130,154098,171324,177573,188448,169523,147526,176527,,309266,263679,259236,240467,246698,269508,281460,261848,248376,289434,,1394505,1396365,1500952,1476046,1476946,1642653,1700778,1618075,1348075,1612958
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",207828,194393,197413,178658,181891,170636,166220,174290,156597,176342,,932802,813518,774151,695708,748572,764688,780473,725024,615688,703444,,1340070,1377473,1434678,1426301,1414998,1483063,1645795,1644519,1557912,1952223
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in ...""",167088,160746,134983,137308,158369,152526,157160,165942,135670,173821,,355528,295649,312445,256985,320292,267218,286061,282369,285747,336687,,4621271,4275996,4383293,5430434,6278844,5803249,6600001,8927252,9652473,11093857
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,173619,212849,241314,163541,173117,,0,0,0,0,0,313459,358773,352765,266480,342217,,0,0,0,0,0,242917,302941,300819,238283,256859
846693,"Parts and accessories for machine tools for working metal by removing material, n.e.s.",199738,191652,204170,219705,218399,203486,251814,249244,172709,172554,,1027325,685252,791676,708933,669489,763121,822958,777910,599093,762813,,741448,728703,759007,773392,728012,792900,884986,870887,662467,814313
950450,Video game consoles and machines (excluding operated by any means of payment),31596,76037,32855,36528,25574,31982,47940,90957,176916,168620,,925063,924852,751503,444790,590963,1492819,2319022,2121841,2718615,2865835,,4977060,5035759,4689239,4827607,3706113,4709078,5537819,3981751,6327514,9924937
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",62332,74062,84166,91459,97260,92735,105627,126108,102508,163942,,315756,266277,270588,264891,271544,323004,361234,352477,302734,424582,,212949,262059,285323,293393,309351,326164,366154,351444,281784,376298
851712,"Telephones for cellular networks """"mobile telephones"""" or for other wireless networks""""",6677,23962,27052,16044,19907,91882,217001,219130,128623,161467,,30706,69063,47612,20951,14732,101716,211790,214696,144032,153687,,44088553,50046790,53317172,53049348,50161401,56403427,53921021,54642749,49453039,61659011
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",134569,128224,152191,142214,127472,142629,163665,164973,123044,160701,,752716,703374,767462,737215,736380,798627,915951,812166,701028,899920,,889494,842754,1009727,914333,783235,874239,997209,1035330,769836,984757
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",252510,216314,198362,179327,110578,138491,152375,154963,112276,158896,,675254,640742,541376,464930,490356,573910,623378,648067,615328,774066,,1426601,1497573,1475387,1403841,1188439,1194872,1259376,1383679,1140701,1341272
390469,"Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excluding ...",131897,132510,141698,138380,128503,134444,143262,151053,112869,157430,,393128,360915,392861,367596,375492,403457,464855,491471,436789,568787,,362915,371899,393031,391961,368651,404450,447295,426760,356406,447494
