Product code,Product label,Germany's imports from Japan-Value in 2012,Germany's imports from Japan-Value in 2013,Germany's imports from Japan-Value in 2014,Germany's imports from Japan-Value in 2015,Germany's imports from Japan-Value in 2016,Germany's imports from Japan-Value in 2017,Germany's imports from Japan-Value in 2018,Germany's imports from Japan-Value in 2019,Germany's imports from Japan-Value in 2020,Germany's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
292121,Ethylenediamine and its salts,31,0,19,0,0,0,2,4,15,12,,41578,23112,30571,20858,12750,19314,10922,5779,9166,23944,,38470,40411,46304,36869,32251,32574,38620,35169,33387,38366
780600,"Articles of lead, n.e.s.",59,22,15,17,4,0,17,8,55,12,,6501,3580,2347,2209,2337,3093,3553,3863,2447,1780,,13848,18132,11557,9133,6608,7880,6441,6615,7039,12675
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",1,0,3,0,0,2,2,1,6,12,,0,3,0,8,14,0,2,15,22,5,,117081,117018,114299,99239,108469,116257,118559,116367,116394,109779
290545,Glycerol,2,1,1,0,0,0,43,113,8,12,,2787,1477,1139,539,830,1030,1288,1597,1787,2607,,25739,23803,13174,13352,10614,21530,43435,30936,36453,46090
293211,Tetrahydrofuran,0,4,0,0,0,1,3,1,5,12,,36642,21474,11801,8435,6813,6226,6160,5366,4162,8178,,11331,13153,9094,7104,7185,9120,11437,9354,11190,17090
410792,"Grain splits leather """"incl. parchment-dressed leather"""", of the portions, strips or sheets ...""",48,15,0,0,1,0,0,3,12,12,,35492,29439,40112,32058,32062,31480,32906,32860,20938,22941,,188320,204246,183414,116188,103628,101140,95353,77636,52826,67817
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",9,7,21,5,5,8,8,4,2,12,,602,402,1209,2526,2897,2279,1966,3080,1515,2079,,4822,6090,6478,6544,5369,5250,5659,6515,6518,7486
600623,"Cotton fabrics, knitted or crocheted, of yarns of different colours, of a width of > 30 cm ...""",42,104,42,24,0,0,0,7,3,12,,17339,15537,15592,15697,15667,14078,11715,11243,6120,5730,,4954,4924,5463,4169,4128,5093,4565,3812,3131,3479
80610,Fresh grapes,0,0,0,0,0,0,0,0,7,12,,5067,6887,8615,12767,21420,26241,29597,29269,38584,42195,,629753,699215,726195,679366,686613,729287,757631,680029,805374,779492
401695,"Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excluding ...",113,14,11,47,167,23,22,11,3,12,,16111,19231,22859,14463,16959,17489,17613,14386,13152,15946,,17532,35457,41292,39678,55050,79046,84682,75523,65514,89043
940550,"Non-electrical lamps and lighting fittings, n.e.s.",15,23,15,11,7,3,34,16,8,12,,448,314,782,439,455,425,685,693,331,494,,108271,108665,133023,121250,103504,82650,91793,74870,64799,84914
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",4,30,27,5,10,14,29,12,8,11,,3188,1070,660,585,664,791,767,618,527,655,,5366,3735,3596,2957,3556,3708,3588,2758,2379,1984
71190,"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, ...",5,18,20,42,0,13,5,6,23,11,,213,171,311,424,1480,2354,3185,2242,1129,1383,,11417,10404,10312,13793,12400,13031,15376,13749,13362,12679
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",2,3,18,10,8,3,11,16,9,11,,1781,1777,719,310,265,286,307,297,280,532,,53535,54787,56658,51532,55960,60201,67788,70674,66223,80541
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",8,1,1,0,5,0,0,0,9,11,,753,2335,1508,225,496,645,343,145,204,257,,58949,65493,68708,63566,65741,54966,62508,59792,60014,79709
30233,Fresh or chilled skipjack or stripe-bellied bonito,0,0,0,0,0,0,0,0,0,11,,0,0,126,55,2,9,25,2,11,67,,144,157,280,333,301,310,262,308,279,198
130239,"Mucilages and thickeners derived from vegetable products, whether or not modified (excluding ...",49,7,9,5,43,15,11,8,10,11,,1419,1001,1591,1880,1354,1339,1140,1408,1523,1711,,101481,115564,119049,84325,70037,66047,73662,77878,91013,111889
401310,"Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars, ...",6,6,2,23,329,441,84,214,12,11,,151,130,214,132,138,124,112,224,72,15,,5590,5569,6162,3590,3495,3002,3040,2590,1718,2599
843490,"Parts of milking machines and dairy machinery, n.e.s.",13,6,9,281,13,24,74,56,41,11,,1562,1285,1149,564,591,656,618,469,484,1073,,80550,99995,117010,99302,76376,81013,94456,94561,89625,79808
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous ...,0,15,12,42,42,63,1,0,0,11,,347,963,1751,3883,58,483,88,1418,44,3,,22811,22530,30875,11451,12567,10555,11288,21141,7361,20014
600621,"Unbleached or bleached cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding ...""",0,0,0,0,2,0,0,7,5,11,,6911,5167,6040,7023,7163,6442,6377,7117,4982,6778,,6476,6549,6318,4211,3501,3541,2327,2358,3238,4066
391610,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",1,1,1,154,21,24,4,4,36,11,,3339,1749,1138,592,796,1396,1576,2417,3578,4563,,48230,43559,46940,37851,33825,36082,36452,32571,34483,42713
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,1,5,2,1,2,0,1,4,10,11,,13526,10638,9344,8240,8351,9650,9521,11068,11908,14978,,228159,240614,254636,245948,229408,251346,274469,247696,263968,266903
520911,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",286,204,88,52,45,4,2,6,0,11,,442,491,463,619,450,413,463,540,537,463,,9973,8942,8213,6750,7077,8197,8210,6708,3254,4633
701939,"Webs, mattresses, boards and similar nonwoven products, of glass fibres (excluding mats and ...""",29,111,9,1079,1075,954,126,137,129,11,,21074,18148,21535,16733,17559,19514,24684,28189,26336,31882,,128784,141230,124832,122095,137517,130991,165889,155445,127727,140394
730590,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled ...",0,0,0,0,0,0,0,0,0,11,,273,52,80,167,66,100,69,59,240,559,,0,0,0,0,0,0,1,1202,2300,3458
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ...",0,4,0,0,0,0,5,5,0,11,,1218,2028,1609,1186,1639,726,560,892,589,974,,8226,5498,7961,6182,6385,6646,6756,7952,8094,11583
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",29,6,0,1,1,0,13,0,0,11,,696,626,180,70,158,33,59,171,145,153,,21091,25577,20449,20778,19739,18150,19144,17707,12597,20782
282510,Hydrazine and hydroxylamine and their inorganic salts,79,15,11,13,6,101,16,19,19,11,,20113,20556,20305,20340,17453,21484,23846,27351,21882,20795,,10278,12260,11925,7756,8420,10492,11606,14094,10488,10696
200540,"Peas """"Pisum Sativum"""", prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,1,3,0,6,9,6,6,5,11,,1104,1344,1520,1227,1601,1462,1535,1449,1131,1594,,42995,41177,44750,29927,29810,31358,33793,32485,41306,37323
871390,"Carriages for disabled persons, motorised or otherwise mechanically propelled (excluding specially ...",147,140,86,9,0,4,62,4,3,11,,2994,2573,2483,2121,1788,894,4528,1347,1663,1160,,17458,21519,23459,22877,24329,27389,31302,42314,46210,40028
600320,"Knitted or crocheted fabrics of cotton, of a width of <= 30 cm (excluding those containing ...""",9,6,11,11,7,7,13,6,2,11,,359,257,195,308,301,424,470,438,425,207,,827,529,1280,603,742,1066,664,577,805,697
680410,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",337,26,17,10,10,2,22,12,14,11,,2624,2062,2185,1715,1470,2144,2148,1575,1375,882,,2287,2176,2394,2466,2598,1870,3097,1990,2236,2039
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",9,10,0,6,9,7,0,10,6,11,,20120,16619,19419,15497,17890,19295,22592,10896,11637,15731,,34472,30832,33847,29620,25836,22718,23003,30589,30071,47849
551694,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",5,1,4,2,8,14,14,10,5,11,,199,103,78,407,180,115,86,41,164,32,,2524,1520,1363,1605,1015,1593,1851,1750,896,959
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",3,0,4,2,0,25,8,9,9,11,,164,164,187,443,1203,1096,1544,1174,1098,1199,,114286,114653,125207,121257,112347,112356,123238,105602,92183,106026
481720,"Letter cards, plain postcards and correspondence cards, of paper or paperboard (excluding those ...",21,30,9,1,4,13,5,6,5,11,,362,181,209,136,98,155,219,253,189,472,,7221,6759,5717,4854,4507,5712,5001,4932,4435,5090
30729,"Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even ...",2,70,488,374,182,1,0,0,0,11,,28423,24019,14717,10995,11330,939,376,468,848,1163,,15646,18965,19881,17905,22140,147,363,498,279,280
392111,"Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked ...",33,32,6,24,38,36,18,54,104,10,,6705,5839,2522,1762,1745,5350,3176,2289,2289,2013,,154633,155599,118080,147416,164977,192679,160693,116053,112067,177625
620620,"Women's or girls' blouses, shirts and shirt-blouses of wool or fine animal hair (excluding ...",7,11,33,6,9,26,19,15,31,10,,442,441,628,456,583,437,285,294,291,513,,3151,3587,3448,3355,4060,2746,1803,3090,6783,5476
731449,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection (excluding ...",64,52,71,36,21,104,44,26,12,10,,14219,11674,16901,15357,17986,20407,22572,16114,13244,22442,,13424,16924,22576,17804,16724,16895,14992,17341,24550,39250
481930,"Sacks and bags, of paper, paperboard, cellulose wadding or webs of cellulose fibres, having ...",25,14,1,16,4,3,11,73,5,10,,3737,3010,3451,3585,4995,3579,3791,3676,4100,4172,,29503,26535,28659,24135,25810,28107,27456,36063,43033,53149
540821,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,21,10,,14256,14912,15963,17596,11693,9506,10149,8584,4666,6761,,4349,3838,3799,8796,5541,5029,5662,7629,11084,12711
846190,"Planing machines and other machine tools for working metals, metal carbides or cermets by removing ...",16,0,0,0,0,4,0,0,13,10,,32685,36225,27465,23850,21904,15277,18959,22691,17305,12041,,8305,5445,3649,2601,5119,4977,3843,2062,1634,2917
910119,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,49,0,0,10,6,15,10,,118,72,53,224,471,304,153,87,600,1362,,2257,660,1633,1793,1215,606,442,980,386,936
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",53,12,27,19,33,28,12,19,21,10,,3024,3429,3004,2475,2963,3696,3897,4032,2959,3939,,45035,42176,42594,45344,48003,47255,48533,48583,59945,66482
701341,"Glassware of lead crystal, of a kind used for table or kitchen purposes (excluding articles ...""",3,4,4,6,1,0,1,0,1,10,,50,42,45,84,144,123,59,16,82,87,,4926,4734,4611,4886,4791,3805,3245,2088,2193,3608
620312,"Men's or boys' suits of synthetic fibres (excluding knitted or crocheted, tracksuits, ski suits ...",0,11,1,69,2,0,2,3,2,10,,174,38,107,68,176,250,121,51,44,92,,52257,48001,38418,30614,32261,26161,37212,34714,23432,17440
551011,"Single yarn, containing >= 85% artificial staple fibres by weight (excluding sewing thread ...",0,0,1,0,0,0,0,0,0,10,,2440,1403,893,526,567,695,660,507,1030,1203,,23126,20991,20485,15238,16131,18513,14955,12882,10110,13111
621120,Ski suits (excluding knitted or crocheted),1,0,6,3,0,0,0,2,5,10,,50,94,27,76,70,199,24,30,30,27,,16507,11022,8249,6326,6009,13346,11052,14505,14476,15008
110813,Potato starch,17,7,11,7,11,13,6,10,8,10,,468,603,919,616,1472,1106,1433,1469,3375,1584,,29152,29154,28552,22518,31671,34306,50076,47151,52900,62559
390311,"Expansible polystyrene, in primary forms",4,4,3,3,2,1,0,0,0,10,,17507,17448,15736,13063,11446,14203,18836,20043,15878,17094,,324639,330341,376143,270306,226151,257274,295892,235157,197223,394922
293629,"Vitamins and their derivatives, used primarily as vitamins, unmixed (excluding vitamins A, ...",5,3,6,7,29,7,16,14,27,10,,9222,7568,7663,7560,13340,22458,12030,10286,14496,15310,,117749,109203,111468,103711,99980,110782,102950,96448,178267,120050
251200,"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ...",15,5,0,0,0,0,0,2,0,10,,3702,3262,3750,3656,4393,4452,5192,4436,3868,4599,,17903,17563,20214,18545,17169,17288,14848,17820,16606,18401
292145,"1-Naphthylamine """"alpha-naphthylamine"""", 2-naphthylamine """"beta-naphthylamine"""" and their ...""",10,12,8,2,7,6,5,11,9,10,,359,305,372,413,396,448,589,199,355,337,,6978,8434,7680,3564,289,224,323,373,707,414
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,0,0,0,10,,0,0,0,0,0,18138,19849,21677,24427,34433,,0,0,0,0,0,826,1967,1021,1731,1198
850819,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ...",100,50,146,92,27,518,28,137,18,10,,12164,10904,16292,15993,14969,14739,8294,5470,8138,9203,,260059,255311,219514,135788,137463,155847,160460,135861,129675,165907
570249,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,1,0,0,0,1,11,16,10,,22,34,62,178,70,38,4,90,17,81,,16952,15755,15880,13889,14744,13307,12044,13026,12114,14146
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",0,0,0,0,2,2,0,0,0,10,,1700,1184,7981,10290,9255,10701,12198,18434,22145,19384,,271,327,414,393,482,791,1097,1725,1685,2199
711039,Rhodium in semi-manufactured forms,0,0,83,100,7,12,103,88,30,10,,4299,7936,2822,2422,6035,993,2932,9629,39135,15388,,165,314,486,110,249,94,205,505,7256,27281
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",5,0,2,0,0,0,1,1,2,10,,29,29,104,134,82,108,58,91,57,206,,1861,1758,1392,588,325,43,106,297,1318,3620
580421,"Mechanically made lace of man-made fibres in the piece, in strips or in motifs (excluding fabrics ...",8,18,6,18,9,9,12,9,0,10,,9291,5599,5959,3884,6454,8270,10444,5087,4432,3514,,5209,5149,7158,5814,4974,4816,4401,2825,2040,2416
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",13,6,15,5,13,13,15,8,10,10,,5454,3797,3742,2540,2025,1612,2281,433,259,1548,,716312,669519,619879,427101,431237,445068,459586,423927,288270,301956
391220,"Cellulose nitrates, incl. collodions, in primary forms",0,0,0,0,0,0,3,2,2,10,,102,20,16,5,11,83,109,89,8,34,,4590,4403,8266,5743,8165,5490,4317,4922,6064,6535
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",9,8,5,7,9,0,4,0,14,10,,647,872,2153,1662,1555,1830,1723,1701,1274,1465,,12186,9915,22807,19399,18597,23414,21142,19253,18140,21234
630140,"Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...",0,1,0,0,0,1,18,1,7,10,,5525,3571,4214,4952,5684,5513,6628,6684,5003,3999,,126152,138769,147644,127012,120684,127596,130184,113949,117279,148593
282580,Antimony oxides,13,10,14,9,19,1,6,9,6,10,,24492,20547,21827,17001,16039,14813,15870,11894,10776,15001,,68316,55224,53215,39998,31951,42950,41413,32911,25485,45634
920210,Violins and other string instruments,2,6,16,25,15,28,6,7,12,10,,387,425,120,165,193,136,299,55,587,588,,7262,5404,6309,6296,6142,6227,7339,7404,6145,7432
910519,Alarm clocks (excluding electrically operated),0,4,0,2,0,0,0,0,0,9,,6,39,55,19,2,8,9,15,11,3,,1113,603,485,396,228,307,398,259,481,579
110900,"Wheat gluten, whether or not dried",1,0,0,0,0,0,0,0,1,9,,415,358,231,99,47,99,99,118,57,108,,24656,31426,30843,28104,32221,33950,50567,49335,44084,46797
110510,"Flour, meal and powder of potatoes",0,1,1,0,0,0,0,0,1,9,,0,0,4,13,5,11,123,10,4,14,,6081,5280,4245,5065,6548,6655,11066,10438,9073,8273
401220,Used pneumatic tyres of rubber,140,149,155,49,62,31,60,94,109,9,,168317,152662,126741,91994,79139,86078,94985,109689,97352,88185,,62124,56376,56852,47406,43479,45805,52957,51933,51629,53224
610439,"Women's or girls' jackets and blazers of textile materials, knitted or crocheted (excluding ...",0,29,33,9,0,10,8,12,11,9,,34,159,55,65,54,34,49,18,35,22,,37501,41795,37370,26488,22909,23974,25119,24608,19173,18709
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",0,3,2,0,0,0,1,0,13,9,,12,0,13,15,13,22,19,6,0,14,,4880,5517,6258,11501,12807,18695,25523,19254,18811,23198
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",30,12,5,213,25,7,0,21,51,9,,60,1974,1849,48,489,98,17,47,27,100,,433783,402658,301124,282709,295379,278407,313218,203041,224294,36013
442110,Clothes hangers of wood,0,0,0,1,2,2,1,5,2,9,,184,85,91,208,177,173,140,82,60,62,,35740,38443,37793,37421,31771,31152,34836,34056,29741,31486
847621,Automatic beverage-vending machines incorporating heating or refrigerating devices,0,10,0,0,0,40,5,15,0,9,,8343,6696,7386,7916,11429,11853,10561,10842,4875,3113,,30986,27176,35136,36835,28247,28944,30694,34511,36564,48977
850164,"AC generators """"alternators"""", of an output > 750 kVA (excl. photovoltaic generators)""""",0,0,0,120,5,53,80,49,24,9,,484420,335433,355933,332775,188517,172637,96614,67199,112402,97545,,278161,275121,314808,299259,371833,256833,271397,272095,313599,295461
760120,Unwrought aluminium alloys,21,4,7,5,2,15,12,2,58,9,,33740,37107,49348,47107,58944,67709,56239,45951,46450,80841,,4254869,4192204,4345251,3933002,3477930,4155068,4387164,3642839,2851459,4464129
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",125,14,7,23,12,39,18,15,19,9,,13232,11741,12672,11196,13519,14651,15230,15865,10409,10409,,25114,28065,27797,18445,17555,17732,18090,15704,16431,9810
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",0,1,0,0,0,0,0,1,0,9,,66,51,68,0,0,80,15,0,20,0,,17039,24949,24360,18781,19458,19898,25976,19462,23069,30073
741910,"Chain and parts thereof, of copper (excluding watch chains, necklace chains and the like)",22,23,14,46,39,21,16,6,26,9,,205,492,475,887,522,420,149,121,105,62,,1270,1451,1552,1190,1024,1007,1193,1134,1102,1256
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",380,403,553,461,77,388,125,2,3,9,,6396,6802,4683,4643,4075,3656,3324,3872,2975,6660,,9968,6178,9709,11233,12019,17541,23712,24771,18077,26307
81400,"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ...",0,0,0,1,1,0,3,9,6,9,,822,187,277,262,431,400,590,791,559,758,,5572,6291,6471,4491,5870,7488,7973,9017,7901,8527
293810,"Rutoside """"rutin"""" and its derivatives""""",0,0,1,3,5,4,0,5,4,9,,1465,862,668,822,908,502,538,418,346,554,,13135,14692,13546,7255,7029,6144,3538,3219,4528,10649
382311,"Stearic acid, industrial",0,1,0,0,0,1,0,4,0,9,,1114,872,1215,1011,1026,1210,1010,959,852,1260,,99033,86562,84195,61421,46794,51532,47464,45113,54604,84454
610310,"Men's or boys' suits of textile materials, knitted or crocheted (excluding tracksuits, ski ...",2,3,0,0,0,0,0,0,0,9,,75,0,15,0,0,0,0,2,0,2,,4779,4973,5986,6375,8175,6288,7700,8573,10923,8255
71239,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared ...""",4,2,2,2,5,1,2,4,6,9,,1376,1605,2250,2046,1673,1514,1576,1616,2223,2528,,22350,32676,44486,31914,29251,25809,21055,20013,20253,23112
590500,Textile wallcoverings,7,5,4,1,0,0,1,0,0,9,,1918,1043,1101,890,873,1269,872,1083,744,647,,3280,3413,3895,2635,2918,3406,2765,1902,1858,2409
721550,"Bars and rods, of iron or non-alloy steel, not further worked than cold-formed or cold-finished ...",291,330,27,27,9,6,37,2,7,9,,47512,37137,43837,44347,47991,50133,54122,46080,32485,45401,,243517,259029,280679,207318,193008,215322,277479,203916,161295,295808
844833,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445",248,347,342,83,45,55,4,5,8,9,,8866,9409,9307,8296,9453,8218,7361,6392,5651,6982,,7609,8953,9053,8904,9619,11937,7968,6730,3333,3676
250900,Chalk,16,7,12,10,12,11,1,2,8,9,,878,1477,1550,1162,931,671,842,826,1032,2038,,14470,18442,16045,11867,12178,17635,14800,14674,15577,14316
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",3,0,0,0,0,18,18,12,9,9,,18,99,46,62,125,124,67,70,44,84,,29565,30845,33135,30280,35037,29981,34873,37284,46652,45109
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",9,17,51,9,1,0,90,92,4,9,,7292,6011,5467,3418,3496,3567,3775,3549,4170,5118,,64095,70045,73398,65667,70353,65972,70852,67503,75605,120642
760110,"Aluminium, not alloyed, unwrought",98,65,41,3,130,1,22,53,34,9,,6385,6872,11940,6811,10653,9223,17270,10680,10407,14843,,1725906,1719589,1975986,1570421,1477856,1540280,1824936,1445823,1056736,1831918
760691,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm (other than square ...",3,1,2,4,15,2,23,26,15,9,,33039,17480,12753,7114,9462,6789,8937,4494,8008,10784,,82296,69442,61782,60442,56990,62588,95140,82164,66305,90437
680299,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excluding ...",4,2,12,23,8,9,15,29,2,9,,330,1052,1523,349,443,1481,398,1219,563,1485,,26311,31222,28015,22614,22497,23560,22014,20823,21105,30064
700521,"Float glass and surface ground glass, in sheets, coloured throughout the mass """"body tinted"""", ...""",7,0,0,27,32,46,82,25,7,9,,15876,11818,8835,13766,19574,22766,19298,9306,5743,4011,,33704,36379,43763,34807,33344,34281,37809,41806,27184,27860
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",3,0,2,2,2,2,6,3,6,9,,283,620,889,708,1077,1401,1012,1209,1350,3851,,10885,13291,14896,15845,15302,13267,15749,16988,17461,15899
480700,"Composite paper and paperboard made by sticking flat layers of paper or paperboard together ...""",111,30,27,11,29,22,8,6,4,9,,239,210,277,158,127,812,961,1517,1037,1094,,57264,58385,58609,51741,55016,55892,61555,55639,48913,57546
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...",134,0,8,4,0,1,13,16,0,9,,30681,25457,19090,14467,14331,18222,21651,18751,13684,17770,,15890,17913,16950,16637,15414,17122,19047,20492,19938,24740
550810,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale",15,16,10,19,51,12,37,30,38,9,,6406,5202,5774,4820,4889,4865,5798,6294,4766,4268,,13812,11108,9428,10080,13143,13503,14159,12949,13237,11438
590900,"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ...",9,1,4,6,7,9,2,1,18,9,,6946,8350,6241,6310,7390,6762,6060,5549,3822,4632,,5693,6662,8649,11600,11750,12022,12564,14318,17467,16276
291813,Salts and esters of tartaric acid,17,12,11,8,7,3,1,10,2,9,,754,245,301,167,198,336,511,813,1464,4305,,7268,7447,7287,6259,6516,7164,7773,7522,5884,8566
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,0,0,3,0,1,2,3,0,7,9,,40782,25838,29172,26963,18128,22484,20891,20899,5980,502,,32178,35346,34427,24203,23576,18093,21280,20284,24587,18288
71430,"Yams """"Dioscorea spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",30,24,29,23,27,34,20,26,21,8,,21969,19406,22834,21740,23592,22543,19668,20809,19945,21091,,339,606,746,246,360,307,521,476,691,705
845590,"Parts of metal-rolling mills, n.e.s.",127,218,78,103,114,124,1429,16,27,8,,363232,255061,102385,85779,111602,102903,73363,128671,91591,60537,,189175,174554,128424,64272,54912,62922,85484,80712,62702,61922
840420,Condensers for steam or other vapour power units,29,0,0,0,0,0,0,0,8,8,,68266,19011,8530,10094,10604,3230,1537,7773,2952,4461,,2333,3805,4956,6331,2737,1883,932,1483,5984,3716
480240,"Wallpaper base, uncoated",0,1,0,0,0,0,0,0,0,8,,345,231,239,156,110,258,104,431,764,39,,19736,10104,18748,15360,15846,13532,12775,12813,11449,12377
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",66,123,4,8,6,11,7,3,7,8,,4152,4192,4121,4948,2021,945,951,632,648,1040,,3713,3905,5042,3297,2839,4267,4216,3046,4220,5339
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,273,0,134,113,0,0,0,0,8,,836,1033,1102,1208,1571,2161,2014,2177,2220,2173,,10582,6706,6668,3851,4362,4520,4880,6386,3935,5901
710700,"Base metals clad with silver, not further worked than semi-manufactured",169,186,116,116,84,21,38,13,1,8,,18320,14043,16269,16126,18898,17557,19069,18595,20377,28068,,6284,2674,1643,777,1815,1741,2110,2522,2959,3992
611691,"Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted (excl. impregnated, ...",2,4,15,0,42,6,0,6,4,8,,114,135,134,96,560,951,473,383,64,114,,8704,8100,7578,5493,5376,6958,7201,6971,4671,5863
730531,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",0,0,0,0,0,2,0,0,1,8,,25606,29897,17150,12268,14435,34300,15581,15795,9252,12977,,62127,20413,13547,11302,14563,12238,16179,20660,19064,22904
903110,Machines for balancing mechanical parts,15,8,42,11,67,1775,347,113,17,8,,101655,86812,138376,97802,71070,62839,64266,75801,62787,80074,,37307,41398,35521,24229,24530,26910,25805,27083,22596,29731
961310,"Pocket lighters, gas fuelled, non-refillable",0,0,0,0,0,0,0,0,0,8,,128,33,44,19,73,34,40,127,46,137,,27679,33169,29794,26844,28463,27282,28260,26306,25355,28303
210330,"Mustard flour and meal, whether or not prepared, and mustard",14,7,12,18,6,10,14,7,8,8,,718,557,391,588,425,395,479,383,408,532,,16126,19112,20244,16186,17442,17057,23214,19475,22195,22663
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,194,57,28,25,8,,0,0,0,0,0,51,158,54,64,99,,0,0,0,0,0,15493,11772,7833,6552,6457
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",128,8,1,2,39,1,15,15,19,8,,2010,1771,3629,2462,1239,1064,1583,679,1081,2189,,10117,8932,8595,7072,8343,9359,8668,7718,6579,11776
741510,"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ...",2,0,1,0,1,0,1,0,1,8,,377,614,616,742,691,1045,904,962,485,367,,4041,3697,3936,3573,4105,4817,5745,4596,5656,5770
