Product code,Product label,Russian Federation's imports from Japan-Value in 2012,Russian Federation's imports from Japan-Value in 2013,Russian Federation's imports from Japan-Value in 2014,Russian Federation's imports from Japan-Value in 2015,Russian Federation's imports from Japan-Value in 2016,Russian Federation's imports from Japan-Value in 2017,Russian Federation's imports from Japan-Value in 2018,Russian Federation's imports from Japan-Value in 2019,Russian Federation's imports from Japan-Value in 2020,Russian Federation's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",16,7,48,5,6,6,22,63,9,5,,276,241,263,912,456,973,1262,1802,1637,2352,,19996,29380,28302,24081,26821,34789,35799,43595,33777,45490
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,0,2,7,1,5,,0,0,0,0,0,8223,12504,14002,13540,17565,,0,0,0,0,0,1149,2275,6676,44316,183514
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",0,0,0,0,0,0,0,0,0,5,,6,5,27,43,3,27,46,36,50,29,,543,580,767,354,407,434,581,548,535,712
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",3,4,8,10,2,3,8,2,4,5,,2757,1866,3385,3876,4360,3868,4722,4724,4068,2882,,63319,66357,69378,48062,38438,40200,48846,53181,55193,74901
820330,"Metal-cutting shears and similar hand tools, of base metal",1,3,6,7,1,5,9,5,10,5,,7028,5469,5468,4969,5703,5926,5706,5252,5157,5958,,6942,5595,6358,3489,3799,5640,5674,5774,5289,6747
841460,"Hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal ...",0,2,0,2,18,0,8,5,4,5,,1175,1620,1587,1558,1543,1692,2466,2161,2668,3610,,115440,109790,106712,63483,66030,73701,84619,88203,83507,105505
90421,"Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground",0,0,0,0,0,0,1,0,0,5,,60,168,55,66,86,94,173,208,113,256,,3963,3745,2749,2795,5236,4424,4828,6091,6685,5573
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",5,5,9,4,2,8,4,0,0,5,,222,53,1298,1133,787,885,664,1566,1539,4079,,13330,16377,14054,8026,8182,7854,16551,27178,81000,197765
481950,"Packing containers, incl. record sleeves, of paper, paperboard, cellulose wadding or webs of ...",1,4,2,2,3,3,4,6,5,5,,4781,6824,6676,6750,7284,8730,13090,11289,9710,12563,,30910,31431,29557,21347,25020,23041,36275,36442,36553,66828
853390,"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.",0,0,29,2,0,1,0,86,73,5,,107316,77940,70937,57287,63395,68293,79548,67855,72672,80324,,338,785,891,866,900,1086,1525,1433,1127,1028
390920,"Melamine resins, in primary forms",0,0,0,0,8,15,24,17,6,5,,36306,36166,32281,30439,31548,31465,31180,29473,24362,32571,,13686,12403,11556,11678,15120,17638,18789,15431,15386,21347
190490,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...",5,7,9,3,1,25,50,15,18,5,,2929,2462,2333,4053,3757,3996,5102,5362,6910,6298,,4167,5389,5746,3014,2281,2264,2293,2824,1957,1995
680510,"Natural or artificial abrasive powder or grain, on a base of woven textile fabric only, whether ...",3,14,4,4,3,12,6,8,6,5,,30084,26700,27976,25635,30139,31137,31346,31574,29394,32125,,18570,17584,17889,10781,14546,19290,24318,25764,24138,29589
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excluding ...",50,71,83,51,29,22,15,5,2,5,,3442,3091,4010,3873,4638,5253,6131,6228,5600,6807,,158120,120606,102187,65261,57389,72985,84450,77989,78694,88774
871390,"Carriages for disabled persons, motorised or otherwise mechanically propelled (excluding specially ...",1,1,0,0,0,1,1,1,1,5,,2994,2573,2483,2121,1788,894,4528,1347,1663,1160,,7433,6878,6434,5577,4733,3586,4799,4501,4995,5246
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",0,0,0,1,5,0,1,10,4,5,,8198,8245,8395,7360,8646,8090,6547,6102,7166,8720,,2433,2824,1766,618,881,776,997,1330,4668,8389
760519,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of <= 7 mm (other than ...",0,0,0,0,0,1,0,14,2,5,,9277,7688,6694,4436,5409,5958,9362,6491,7013,9398,,1065,1119,921,1216,1228,1221,1776,1244,1537,1653
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,5,23,23,12,2,5,,0,0,0,0,0,16,100,64,9,370,,17949,24048,24526,15481,11590,16257,17103,17447,18326,20530
842219,Dishwashing machines (excluding those of the household type),0,147,62,0,0,0,0,3,5,5,,432,367,305,417,634,925,628,889,895,884,,16153,17616,24874,7506,8638,13638,16790,16711,17420,20450
731441,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or ...",13,73,42,20,2,0,3,6,20,5,,1154,199,358,301,763,1969,1109,1805,1335,604,,6346,6062,5870,4998,3664,4873,4767,4480,5412,4916
610349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",2,0,0,0,1,7,0,1,3,5,,64,16,20,46,91,57,26,39,17,47,,306,301,543,585,645,1166,1385,2585,2000,3002
610712,"Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted",39,42,25,25,51,3,6,4,2,5,,1915,1329,956,1233,724,714,1290,2249,1710,1717,,13669,15614,14075,8559,7466,7954,8812,10270,10178,15195
160529,"Shrimps and prawns, prepared or preserved, in airtight containers (excluding smoked)",0,0,0,0,0,0,0,0,0,5,,207,271,377,312,368,641,395,598,369,348,,15850,25144,9442,3047,3984,7040,7478,7604,16952,18952
320411,Synthetic organic disperse dyes; preparations based on synthetic organic disperse dyes of a ...,0,0,0,6,1,24,43,20,0,5,,124039,81062,68609,45271,55390,50080,61423,57427,48206,63234,,3792,3234,2532,2018,2114,2351,3835,5490,6383,6283
620690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials (excluding of silk, ...",3,0,0,3,2,3,6,6,1,5,,517,369,358,512,717,672,575,710,556,853,,75221,4793,6041,4659,5126,6299,8383,11764,9471,15432
610130,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",3,3,20,0,1,19,52,2,4,5,,260,166,316,297,437,446,1077,1217,835,1072,,12805,13840,15580,15352,15856,19509,21569,26971,23192,31157
730300,"Tubes, pipes and hollow profiles, of cast iron",1,2,1,1,1,0,3,8,8,5,,51153,67965,107834,151158,75248,23880,46893,10435,7453,4760,,14862,18223,15671,9471,11737,11403,11499,23264,16643,15434
901010,Apparatus and equipment for automatically developing photographic or cinematographic film or ...,191,557,450,14,137,79,27,43,21,5,,25174,10990,8078,5611,4580,5964,4971,4097,2110,2276,,5112,4371,2705,1099,1687,1531,1490,1417,1094,1514
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",0,0,0,0,0,0,0,10,10,5,,1627,1710,993,480,415,106,160,112,145,366,,296048,259212,264820,162466,23900,5854,3235,1139,1582,1020
900699,"Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.",17,14,6,5,3,4,4,3,6,5,,4380,2728,2096,1445,1548,1183,1332,1699,1303,1458,,782,776,1451,1171,763,1297,564,428,424,725
850860,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excluding with self-contained ...",11,1,0,12,0,0,0,0,0,5,,638,864,1022,751,391,635,387,694,276,268,,3697,1199,918,649,468,431,7254,10512,4325,3681
281119,"Inorganic acids (excluding hydrogen chloride """"hydrochloric acid"""", chlorosulphuric acid, ...""",0,0,1,1,2,22,3,2,3,5,,34776,30250,31723,30678,36960,36970,45179,38660,43253,63785,,2940,2910,2558,1344,1157,2381,2025,1868,2937,2920
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",2,0,1,1,3,2,0,4,0,5,,52296,48475,37133,27767,19962,20750,22650,18540,14880,20509,,684,376,309,75,283,243,350,308,386,507
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",0,0,0,2,5,0,0,1,0,5,,26530,13982,21424,17968,21781,19143,19344,19510,22217,26407,,3232,2072,1248,1895,2034,3385,5784,6365,3891,5339
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",4,138,272,139,227,271,251,6,34,5,,12312,8376,12293,14304,19155,25359,31261,25014,20661,20588,,39825,33024,31052,22523,25915,26893,19523,25756,25129,63410
900691,"Parts and accessories for photographic cameras, n.e.s.",43,34,35,16,9,11,1,4,3,5,,27490,21960,20693,20687,17981,19725,19601,19034,18749,28677,,4919,4022,2635,4843,3193,2822,1438,668,675,650
940520,"Electric table, desk, bedside or floor-standing lamps",6,0,13,16,17,51,11,0,5,4,,1503,1516,827,1147,981,1233,1663,3563,961,708,,79720,80870,57512,33132,33226,44574,46526,53899,48457,72935
920210,Violins and other string instruments,0,0,3,0,2,3,2,2,3,4,,387,425,120,165,193,136,299,55,587,588,,666,719,688,351,420,405,600,1240,860,786
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",0,48,29,5,11,3,6,3,6,4,,835,910,760,1097,1450,949,1261,903,1100,2263,,92306,115429,105858,74637,79356,91542,88845,89006,83841,105143
291815,Salts and esters of citric acid (excluding inorganic or organic compounds of mercury),0,0,0,0,0,2,0,0,3,4,,5159,4762,4669,4126,3605,2569,2153,2361,2543,3141,,6732,9365,26787,20494,21159,30916,27466,31966,16554,22650
200870,"Peaches, incl. nectarines, prepared or preserved, whether or not containing added sugar or ...",0,1,0,1,0,0,2,1,1,4,,13,79,178,325,660,473,382,322,274,506,,22291,23810,21676,12946,14762,16330,16353,15974,14530,13784
30520,"Fish livers and roes, dried, smoked, salted or in brine",0,0,39,1,0,0,0,0,0,4,,624,352,412,766,1125,457,439,419,66,64,,4602,3050,5352,4328,4929,11099,13009,12863,8872,14723
380190,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other ...",0,1,1,0,7,4,1,0,2,4,,17713,20284,17788,13722,15855,16255,20868,20475,16997,24692,,1675,2673,1817,1171,1380,2255,3096,3232,4871,6170
722011,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,4,,7043,5169,7328,8052,5982,6615,5939,6450,4513,5877,,364,509,253,507,265,346,737,705,1055,1002
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",2,4,0,2,5,2,7,0,32,4,,2124,2208,2649,2535,4295,3680,3218,3506,7005,7888,,22194,24758,26838,22556,25086,38418,37054,32633,28925,28658
903089,"Instruments and apparatus for measuring or checking electrical quantities, without recording ...",510,973,381,229,631,78,200,21,45,4,,772688,569047,426422,272341,271395,295248,282344,259898,212352,258173,,106725,157264,60307,21564,10317,17628,18889,19462,15239,15936
920930,Musical instrument strings,4,2,1,1,0,2,3,3,3,4,,1190,819,914,671,569,395,489,510,833,617,,1707,2502,1999,1354,1901,2760,3221,3891,4093,5924
851210,Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps ...,42,13,2,13,1,1,0,7,20,4,,4428,3222,4284,3705,3812,2980,2613,3120,2545,4853,,1412,1694,2237,1151,1226,1005,1397,1449,1770,2486
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excluding bars and rods)",0,0,0,0,0,0,0,41,1,4,,20219,15602,15735,11761,12220,15658,19153,22139,19956,24148,,17113,19354,16316,10833,11024,16688,13355,14810,11314,15030
741539,"Screw hooks, screw rings and the like, threaded, of copper (excluding standard screws and bolts ...",1,0,1,1,1,18,6,4,6,4,,2902,2185,1803,1612,1924,1903,1939,1320,1345,2007,,3121,4753,3373,2017,2273,3603,5477,6377,5111,7581
741021,"Refined copper foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",35,22,32,18,23,9,12,0,20,4,,612323,500375,496580,463490,456628,586050,575439,567556,646140,676419,,10245,11431,12306,10589,11248,12278,10364,9331,8931,11542
690510,Roofing tiles,43,16,50,12,13,0,194,1,3,4,,12517,12724,10628,9694,9583,9877,8269,8929,8712,9110,,11029,12127,10773,10156,7575,7095,6671,5430,5721,7787
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",1,7,10,4,8,7,10,7,6,4,,602,402,1209,2526,2897,2279,1966,3080,1515,2079,,7987,7629,10060,8237,6986,6636,4969,5191,4761,6311
701959,"Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excluding plain ...",0,15,3,1,2,0,0,0,18,4,,19080,28365,19201,18680,14575,13202,20879,19505,15328,16697,,16995,20376,26649,17403,21263,26450,27121,27811,27656,33237
282990,Perchlorates; bromates and perbromates; iodates and periodates (excluding inorganic or organic ...,0,0,1,0,0,1,1,1,1,4,,853,793,503,461,575,561,451,476,487,695,,544,626,669,1018,1513,1025,1919,1754,3563,1837
630291,"Toilet linen and kitchen linen of cotton (excluding of terry fabrics, floorcloths, polishing ...",2,0,0,0,3,10,4,1,0,4,,1176,1458,1396,1706,1580,2058,1781,2000,1215,1706,,19488,7306,9218,6335,5466,6328,6763,6750,6356,7718
620191,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",3,6,18,5,6,20,4,17,14,4,,1306,1636,1101,1289,663,859,555,633,433,2131,,7506,7938,6539,4493,5429,7676,9817,8926,9570,11093
480210,Handmade paper and paperboard of any size or shape,2,0,2,0,0,0,0,1,8,4,,2581,2031,2095,1697,2029,1616,2009,8122,12879,29057,,77,329,14,20,42,6,26,32,35,50
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",2,1,0,0,0,7,2,6,3,4,,209,113,132,180,231,200,188,294,303,368,,11028,11505,11082,5458,4985,6770,9824,7955,8435,11622
160414,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",9,0,0,0,0,0,3,15,1,4,,8776,9744,7006,6064,8727,7210,9291,8976,8922,8648,,15464,20936,23304,14698,15666,13672,16549,23448,22008,22027
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",1,7,5,3,0,3,3,0,0,4,,6716,25060,30736,38760,38817,42455,79945,58874,47934,72571,,400,365,263,128,136,65,82,6,3,8
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,2,3,0,0,0,0,0,1,4,,8,16,3,14,3,2,14,29,30,16,,231800,243828,212326,125569,126937,162248,195983,199644,175980,152668
291612,Esters of acrylic acid,211,18,27,37,133,44,1,3,1,4,,136769,93190,119131,101118,109773,128839,130993,130489,126394,181809,,23928,11645,13444,9321,5703,7427,8718,10049,5336,15396
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",2,10,13,15,0,0,32,19,1,4,,193376,162216,149213,164492,98250,96372,104863,47390,34475,18772,,2153,3870,1388,2913,1054,1257,721,3454,4566,6653
701399,"Glassware of a kind used for toilet, office, indoor decoration or similar purposes (excluding ...",64,156,21,3,1,2,1,1,3,4,,3684,4451,2270,2580,2752,4076,3554,4283,2767,3497,,38087,35638,28312,13257,13395,14863,14839,14485,12301,19711
690740,Finishing ceramics (excl. refractory),0,0,0,0,0,7,0,0,0,4,,0,0,0,0,0,165,447,265,163,206,,0,0,0,0,1643,47467,38469,30213,21098,23273
491191,"Pictures, prints and photographs, n.e.s.",34,4,2,8,3,1,69,6,0,4,,14944,12329,10356,11776,16679,10824,14656,17402,16761,23150,,19667,15540,14897,20547,11937,10212,28511,45437,22880,29079
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",0,0,0,0,0,2,8,4,0,4,,16328,24350,12717,18211,6828,12060,4829,6188,3996,1278,,544,784,311,280,205,246,141,313,662,2915
200591,"Bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",1,2,0,4,2,2,3,6,2,4,,1095,957,1077,1232,1828,1989,2578,2916,1755,2687,,347,399,381,164,217,913,1636,1069,220,244
91099,"Spices (excluding pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, ...""",0,1,2,0,1,0,0,2,0,4,,4315,3288,3091,2754,3454,2816,2790,3002,3471,5700,,8447,7935,8045,6692,8004,8933,8593,9721,10523,11771
551599,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, other than those ...",0,0,0,0,0,0,0,3,0,4,,2831,2194,1995,3292,2412,2053,2528,2358,1585,1728,,2428,2272,2605,2536,625,864,1088,1718,1231,2309
540219,"High-tenacity filament yarn of nylon or other polyamides (excluding sewing thread, yarn put ...",0,83,2,0,0,0,0,0,0,4,,159956,157562,180836,147062,155064,173133,158402,103968,81633,111008,,16733,21842,20690,6156,8972,10550,11454,11751,8024,18284
722920,"Wire of silico-manganese steel, in coils (excluding bars and rods)",44,4,0,0,6,5,8,2,11,4,,6081,2365,1834,1286,2265,2243,4744,2537,3881,5633,,59939,64094,68772,38077,42726,48431,62297,64549,52722,70494
732119,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",4,3,2,1,3,3,1,0,2,4,,129,330,446,275,301,372,312,434,704,1727,,5428,7281,5988,3694,2864,4573,4865,4867,7976,9762
840390,"Parts of central heating boilers, n.e.s.",0,0,0,0,0,0,0,5,3,4,,177,196,285,249,183,295,728,386,112,553,,10088,14640,15398,9735,9809,12084,13127,13223,15581,15813
210500,"Ice cream and other edible ice, whether or not containing cocoa",0,13,18,3,0,0,5,0,0,4,,8512,8816,15003,16597,21796,29032,32410,36912,42736,51018,,36571,48822,55606,25484,28346,36796,43627,47732,60869,54430
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,0,0,0,0,0,1,3,2,3,4,,317,233,18,86,84,186,206,273,130,260,,5944,3592,737,275,310,362,276,141,132,95
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",4,1,1,0,0,1,1,1,0,4,,36756,30309,34097,38626,30236,36533,29432,32842,33693,50702,,7770,8237,9574,10049,13668,13699,59470,43180,54694,55320
200490,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...",1,0,1,0,0,7,0,1,2,4,,2569,3198,3802,3625,4097,3854,4913,4879,3701,5621,,3092,4352,8553,7713,6831,7900,9120,10766,8996,11032
847890,"Parts of machinery for preparing or making up tobacco, n.e.s.",0,0,0,0,2,0,0,0,0,4,,416,81,87,162,2,225,166,92,23,87,,15533,14615,13806,18255,15879,33341,15901,17086,19433,32409
550810,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale",0,1,1,17,50,11,11,24,10,4,,6406,5202,5774,4820,4889,4865,5798,6294,4766,4268,,17681,12911,9785,6629,9098,10316,11525,12033,13383,17872
722990,"Wire of alloy steel other than stainless, in coils (excluding bars and rods and wire of silico-manganese ...",2,9,3,6,0,11,17,51,22,4,,309773,293267,314610,282070,291350,290921,301030,264643,210769,279620,,15843,12891,12693,10395,8365,15045,11295,10054,9127,13529
650699,"Headgear, whether or not lined or trimmed, n.e.s.",45,6,6,0,1,0,2,2,2,4,,448,245,286,512,789,531,601,1025,849,662,,30331,12210,14236,5148,3703,4732,5584,4194,4146,6698
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",0,0,0,0,0,17,127,355,7,4,,42698,46675,52023,52014,46904,41602,54410,64344,60944,65146,,34951,27974,19677,15653,24786,26750,26046,34757,40358,49899
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",270,236,129,118,147,171,3,5,1,4,,13767,14220,15279,4586,4550,6130,6773,537,247,5932,,431,370,229,214,268,304,4,8,6,23
540744,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,14,3,0,1,0,7,14,1,0,4,,8889,11350,10024,10922,7062,5100,4255,4863,4318,3443,,124,22274,82590,26866,80,55,98,304,135,403
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",509,648,515,216,112,1,0,0,3,4,,8041,6006,3520,2458,4843,6409,5498,4196,5148,4978,,2123,2535,1799,1331,1606,1248,1751,1993,1563,1412
701931,Mats of irregularly laminated glass fibres,0,0,0,0,0,0,0,0,0,4,,14161,15562,9442,4836,5798,5923,6502,5047,3999,5432,,13857,13826,11334,6247,7395,8856,8729,9292,9535,21560
722240,"Angles, shapes and sections of stainless steel, n.e.s.",10,6,0,0,0,2,0,0,0,3,,25950,22615,22089,29360,21146,23930,27404,22716,18800,24322,,4466,5649,6642,5083,6326,8975,7568,10107,9507,10216
842389,Weighing machinery of a maximum weighing capacity > 5.000 kg,0,0,0,0,3,2,5,0,0,3,,2681,1472,1232,1653,1625,3325,584,969,477,502,,6676,9627,7571,5655,6086,7162,5185,8546,7424,8522
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",8,19,2,1,3,1,1,0,1,3,,3203,562,1085,1219,1650,328,132,99,129,130,,3253,3938,3625,1838,7759,5024,2513,944,2470,23089
510810,Carded yarn of fine animal hair (excluding that of wool or that put up for retail sale),0,0,0,0,0,0,0,0,8,3,,945,879,721,499,687,645,1042,980,441,962,,14,4,124,5,45,96,153,168,252,330
292519,"Imides and their derivatives; salts thereof (excluding saccharin and its salts, glutethimide ...",0,0,0,0,1,1,6,1,0,3,,124913,103876,68496,101601,64858,56632,60428,60708,52681,76859,,2671,2322,795,3118,5911,7737,3952,2862,2498,8584
280430,Nitrogen,0,0,0,0,0,0,2,2,4,3,,520,442,464,460,709,559,480,759,566,586,,1875,1659,1504,1013,989,1843,2553,2645,2703,3326
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",0,0,1,0,0,0,0,1,2,3,,52845,54931,60943,58875,55384,57129,71930,52005,44860,71692,,2217,2263,2376,1596,1881,2197,2752,3136,3003,2947
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),0,2,0,3,1,2,2,1,2,3,,5725,4644,3814,3767,4268,4732,5384,5707,5919,6861,,5428,3661,4430,4013,3373,4276,6036,6949,5167,8734
950619,Ski equipment for winter sports (other than skis and ski-fastenings [ski-bindings]),4,3,12,3,0,2,1,2,3,3,,411,477,400,476,517,862,538,326,634,2216,,4618,5381,3782,1298,1495,2203,2192,3178,2267,3183
950639,Golf equipment (excluding balls and complete clubs),0,0,0,0,0,0,0,0,0,3,,64942,65490,56123,46840,49097,59354,58306,62589,63387,85923,,46,207,122,20,18,17,42,26,44,117
721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",1183,1054,2758,2775,536,596,239,11,0,3,,351542,307537,300859,301424,250899,234261,235213,232704,162940,201560,,92295,100173,114135,86972,101719,130530,149057,121841,121998,242849
610610,"Women's or girls' blouses, shirts and shirt-blouses of cotton, knitted or crocheted (excluding ...",1,6,14,6,3,4,29,7,11,3,,3943,3003,3906,3900,4374,3052,2591,3352,4496,3287,,40619,41886,40956,25680,23359,34991,33263,29047,20825,20634
620422,"Women's or girls' ensembles of cotton (excluding knitted or crocheted, ski overalls and swimwear)",0,0,0,0,0,0,0,0,0,3,,11,23,12,16,62,29,24,21,27,36,,1222,1259,829,376,861,1023,1022,1184,786,728
620199,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles ...",4,1,0,3,2,10,5,1,2,3,,100,58,82,177,150,119,94,241,67,106,,5919,5109,5193,3015,2139,3414,4645,3682,2593,4475
841821,"Household refrigerators, compression-type",4,13,0,1,0,0,3,8,1,3,,60332,64186,61806,72042,54650,66566,74295,50675,21730,26602,,34545,38561,31026,17216,23091,28006,31566,41715,50783,64692
180620,"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...",2,4,29,1,6,14,4,1,4,3,,1973,1065,1361,1519,1411,1121,1415,1529,2817,3787,,44058,55831,64799,44360,49657,52987,59731,55915,56316,73447
90411,"Pepper of the genus Piper, neither crushed nor ground",0,0,0,0,0,0,0,0,2,3,,70,49,140,270,140,55,234,41,15,2,,20892,22282,19386,16768,22492,32501,22431,21769,20232,26578
480610,"Vegetable parchment, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,2,1,1,3,3,,183,174,92,118,139,148,155,118,61,87,,242,169,46,34,38,143,45,28,32,46
370297,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",7097,18,0,0,0,5,0,0,14,3,,980,489,427,606,346,1170,399,396,123,141,,7374,294,416,181,254,280,436,209,278,219
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...",111,160,87,73,64,82,90,122,61,3,,4629,3277,4048,3707,4413,5242,3771,4861,5267,4804,,2745,2541,2363,2049,1608,2142,2824,3267,3088,4272
290242,M-Xylene,0,0,1,0,1,3,5,1,7,3,,33429,47510,41118,55335,56495,106692,144323,91871,26678,32034,,0,1,7,4,23,6,5,4,17,4
853530,"Isolating switches and make-and-break switches, for a voltage > 1.000 V",136,227,53,72,34,8,6,12,5,3,,105654,77080,108547,130071,133369,130305,87428,121801,100765,142507,,35788,22010,17923,7710,10701,15965,21438,16682,26935,24712
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",0,0,0,0,0,1095,1045,0,0,3,,51157,41528,59871,36995,43445,37338,43411,32756,41194,50578,,19255,21793,19682,16583,21388,17253,16265,26043,36332,34172
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",0,28,0,0,0,1,0,1,4,3,,7152,6266,6993,6305,5939,6870,7888,4790,5175,6495,,17545,20674,19518,19175,21673,22851,25757,30043,32600,34999
250610,Quartz (excluding quartz sands),1,3,5,0,2,1,2,2,1,3,,5634,4152,3761,2909,6469,7912,5317,4513,3498,3119,,2125,2162,2200,1146,1528,1487,1475,1844,2010,2175
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,3,,0,21,0,0,0,2,0,0,2,9,,141246,131788,104341,89774,64556,61304,64605,54118,46583,94360
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",0,0,0,1,1,4,2,2,4,3,,8193,2546,4993,4734,4989,4362,9719,8909,7148,5718,,109983,100077,94922,39349,58633,118112,95948,92964,112080,199705
843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",0,2,7,5,50,3,38,34,2,3,,17196,13523,9184,9156,7948,9145,7054,6296,5251,4192,,27425,29280,23634,15317,18427,26240,23494,21268,23560,29302
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",2,2,1,2,2,3,4,1,2,3,,459,571,405,454,380,475,423,462,538,2179,,1356,2132,2386,1066,789,880,823,998,853,1076
550941,"Single yarn containing >= 85% synthetic staple fibres by weight (excluding sewing thread, yarn ...",755,739,643,781,257,0,0,0,2,3,,4562,4597,5037,4759,4516,2626,3126,2902,2917,2174,,3104,2216,778,917,367,513,1195,463,535,847
