Product code,Product label,India's imports from Germany-Value in 2012,India's imports from Germany-Value in 2013,India's imports from Germany-Value in 2014,India's imports from Germany-Value in 2015,India's imports from Germany-Value in 2016,India's imports from Germany-Value in 2017,India's imports from Germany-Value in 2018,India's imports from Germany-Value in 2019,India's imports from Germany-Value in 2020,India's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
290723,"4,4'-Isopropylidenediphenol """"bisphenol A, diphenylolpropane"""" and its salts""""",500,403,8,47,21,2,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,,41958,46489,52472,53446,51813,77517,128659,96712,73953,237716
290892,"4,6-Dinitro-o-cresol (DNOC (ISO)) and its salts",0,0,0,0,0,0,0,0,0,0,,272,3,4,0,6,0,1,0,3,2,,0,0,0,0,0,3,0,0,0,0
290713,"Octylphenol, nonylphenol and their isomers; salts thereof",406,0,0,0,0,5,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,,22032,20237,16476,15328,10474,8647,6512,9688,6342,7120
291421,Camphor,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4571,0,0,0,0,0,0,0,0,0
290373,Dichlorofluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,,0,6004,8035,6072,10020,8033,6726,6458,160,0
290377,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,1,0,0,2,0,0,0,0,,598,582,843,582,443,358,282,266,202,171,,0,22,32,0,61,19,84,309,572,2014
284410,"Natural uranium and its compounds; alloys, dispersions, incl. cermets, ceramic products and ...",0,0,0,0,0,0,0,0,0,0,,17476,3196,984,649,24635,91620,7969,4617,1542,2199,,0,0,0,0,0,0,0,0,0,0
284420,"Uranium enriched in U 235 and its compounds: plutonium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,1296471,894293,717642,676667,548790,510047,516386,684848,572643,727059,,0,0,0,0,0,0,0,0,0,0
284590,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not ...""",0,0,0,0,0,0,0,0,0,0,,26501,35992,26918,23161,25517,27259,28399,30071,29457,33654,,0,0,0,0,0,0,0,0,0,0
282911,Chlorate of sodium,169,19,19,88,127,77,0,5,2,0,,85,91,53,21,26,61,113,49,207,112,,17415,18458,16746,9947,5698,4187,6862,15744,8009,8835
271490,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks",98,0,0,0,14,82,0,0,0,0,,1230,978,557,624,1605,1514,352,601,372,1651,,19458,21574,23529,14556,6374,4239,4570,2449,2589,3264
280470,Phosphorus,1012,0,0,0,0,0,0,0,0,0,,20028,16247,16645,16820,10253,17821,9122,7000,1457,1284,,63135,82843,82374,69176,77681,77083,106144,105511,95374,161343
283911,"Metasilicates of sodium, incl. commercial metasilicates",0,7,74,108,79,0,8,5,2,0,,1583,2092,1717,1331,1410,1457,1212,1017,915,989,,369,310,353,439,621,718,1267,731,610,533
220290,"Non-alcoholic beverages (excluding water, fruit or vegetable juices and milk)",210,216,210,77,79,8,0,0,0,0,,902046,1037760,1070899,847140,936988,0,0,0,0,0,,57622,86761,122950,117588,130529,43881,0,0,0,0
250870,Chamotte or dinas earths,1,1,0,0,0,7,1,2,0,0,,17848,18426,19547,16205,16925,18416,12553,11363,10166,13428,,40,95,148,136,101,233,188,111,145,409
210230,Prepared baking powders,0,5,0,0,0,0,0,0,2,0,,8545,9025,10227,9237,9007,11157,9218,9842,13086,11004,,15,26,82,284,103,114,150,60,57,8
261390,Molybdenum ores and concentrates (excluding roasted),66,7,84,100,0,0,0,0,0,0,,9,33,92,70,3,66,25,333,592,653,,6927,3020,1432,1456,955,1586,3115,2263,2836,3862
261710,Antimony ores and concentrates,23,0,0,0,0,0,0,0,0,0,,48,53,17,0,34,0,0,0,0,0,,25349,18494,15524,14330,10911,14248,23778,18790,13003,16846
261900,"Slag, dross, scalings and other waste from the manufacture of iron or steel (excluding granulated ...",0,66,0,1,0,0,0,0,0,0,,12505,23721,25700,23184,39168,46536,45282,41490,26543,28571,,827,586,2435,2,6317,9509,19057,11871,6422,8417
262091,"Slag, ash and residues, containing antimony, beryllium, cadmium, chromium or their mixtures ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
262110,Ash and residues from the incineration of municipal waste,0,0,0,0,0,0,0,0,0,0,,618,141,136,84,100,1143,200,233,455,501,,81,0,0,0,0,79,0,2,0,0
270710,"Benzol """"benzene"""" containing > 50% of benzene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,76931,81216,66405,31906,18395,33051,49417,29389,27472,50995,,0,0,0,0,0,0,129,0,0,1
160231,"Meat or offal of turkeys """"Gallus domesticus"""", prepared or preserved (excluding sausages ...""",1,4,0,0,0,0,0,0,0,0,,131678,120806,116646,93976,88253,89464,109372,85062,78002,79992,,115,235,134,73,51,64,73,102,14,19
160232,"Meat or offal of fowls of the species """"Gallus domesticus"""", prepared or preserved (excluding ...""",0,0,0,0,0,0,0,0,0,0,,688664,681638,677742,587530,601624,692472,780173,782670,743845,753738,,0,0,0,0,0,0,1,1,0,0
190219,"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs",0,3,0,0,0,0,85,36,19,0,,43006,43192,42693,37325,37382,42262,48234,45594,57257,63822,,3527,4367,10743,10156,10569,3566,3810,3762,3042,3519
190220,"Pasta, stuffed with meat or other substances, whether or not cooked or otherwise prepared",0,0,0,0,0,0,0,0,0,0,,65213,62020,62824,54967,58865,64232,74148,81722,89941,91398,,485,773,785,468,510,437,241,308,281,459
190410,"Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes",117,62,33,30,56,34,16,9,8,0,,577244,574039,602555,525161,503788,472914,451357,446051,483379,493533,,1525,1091,2056,1133,670,531,857,733,764,1037
151321,Crude palm kernel and babassu oil,0,0,0,0,0,0,0,0,0,0,,1584,8846,4270,8093,844,50,269,235,385,162,,184953,258055,216316,179047,75904,116776,123831,99653,95194,175773
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",0,0,0,0,3524,1327,1562,1,1,0,,10054,15428,29534,34007,36428,36679,24472,45213,85726,59539,,38294,11310,22643,29683,26796,2529,3130,4218,14180,344
151511,Crude linseed oil,0,0,0,0,0,0,0,0,0,0,,18480,14745,15930,18444,11706,9700,9048,7987,8877,11965,,0,5,0,0,3265,3811,1551,774,545,242
160416,"Prepared or preserved anchovies, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,5189,4658,2097,2106,2781,1910,2915,4022,2785,2946,,28,45,0,0,2,0,9,5,0,0
160418,"Prepared or preserved shark fins, whole or in pieces (excl. minced)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
160432,Caviar substitutes prepared from fish eggs,0,0,0,0,0,0,0,0,0,0,,18926,22435,25931,26494,33098,33997,37599,34565,32465,33401,,0,0,0,0,0,81,25,6,16,29
160529,"Shrimps and prawns, prepared or preserved, in airtight containers (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,12533,25075,37410,34642,30570,26282,29698,29539,45466,41363,,0,19,0,1,0,363,158,873,781,8351
160551,"Oysters, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,14,13,8,169,66,6,5,58,7,1,,0,0,0,2,0,0,0,0,0,0
200949,"Pineapple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",32,1,1,1,0,0,0,0,0,0,,2328,2228,2776,2090,4306,3870,3520,2822,3037,4907,,1927,1101,1496,1729,2723,2284,936,884,466,635
200980,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2875,0,0,0,0,0,0,0,0,0
200820,"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...",11,0,0,0,0,0,0,0,0,0,,28226,26471,27030,23466,28459,26934,21424,18734,21886,27989,,1226,1087,1640,1301,1700,1385,2210,1564,1466,2280
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,1,0,3,0,0,0,0,0,,12795,14981,12370,7646,6649,6202,6926,6853,6214,6561,,910,332,353,1034,569,971,1196,1369,1230,2494
200897,"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or ...",0,0,0,0,17,0,0,0,0,0,,74201,81224,82917,74438,78112,88836,120134,130983,132148,138799,,0,50,45,8,190,76,34,125,79,188
251400,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ...",0,0,0,0,0,0,0,0,0,0,,2500,2405,1868,1401,988,1957,2211,2048,2280,2701,,2,3,0,3,0,22,7,9,4,5
251620,"Sandstone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks ...",0,0,0,0,0,0,0,0,0,0,,981,843,1644,1178,665,1034,1729,945,778,467,,7,0,0,0,8,46,14,17,1,19
251830,Dolomite ramming mix,18,33,0,9,2,20,0,0,0,0,,1982,2014,2490,1781,2892,3336,2408,3766,324,263,,3546,4241,705,3249,3717,5870,4197,2468,2934,3418
252210,Quicklime,231,9,83,176,0,325,421,1,0,0,,75347,87174,75676,69913,71663,72061,77280,69943,75337,86506,,59517,58159,61068,53050,43903,52297,58939,56925,42438,20182
252490,Asbestos (excluding crocidolite and products made from asbestos),1387,0,0,0,0,0,0,0,0,0,,7,7,0,0,43,0,0,0,0,0,,346443,235182,274027,239430,175904,164647,181479,181193,160337,206172
252610,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into ...",1,0,0,0,15,2,4,1,0,0,,360,179,127,88,145,172,198,216,172,256,,345,54,179,94,258,111,247,168,68,62
260900,Tin ores and concentrates,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,5,24,0,20,0,,264,7,0,360,728,507,694,17,13,2
10221,Pure-bred cattle for breeding,0,0,0,710,0,0,0,0,1977,0,,157297,158664,213225,223289,226548,285151,262609,228939,191555,154898,,0,0,6,1759,70,1099,0,0,2136,0
81120,"Frozen raspberries, blackberries, mulberries, loganberries, black-, white- or red currants ...",0,0,0,0,0,0,0,3,0,0,,29493,35031,37093,43712,40303,41011,33774,37181,49950,69889,,162,219,319,303,192,263,692,526,372,345
80111,Desiccated coconuts,0,0,0,0,0,0,0,0,0,0,,13663,14401,16356,19845,21136,24726,20938,18360,20890,25973,,12,84,316,381,0,326,2011,28415,9939,14846
80252,"Fresh or dried pistachios, shelled",0,0,0,0,0,0,0,0,0,0,,34663,30681,57655,55491,56633,52551,76844,54849,66820,76269,,0,23068,41860,62269,48020,66995,74242,80332,64983,80872
80262,"Fresh or dried macadamia nuts, shelled",0,0,0,0,0,0,0,0,0,0,,13097,14678,18685,16981,18804,19344,16149,18218,24384,15304,,0,0,0,12,26,33,0,56,68,70
80390,Fresh or dried bananas (excluding plantains),0,0,0,0,0,0,0,0,0,0,,280420,343838,390931,342817,335641,316123,239316,242215,249142,277439,,0,0,2,0,0,0,0,0,12,0
40711,"Fertilised eggs for incubation, of domestic fowls",0,197,228,304,315,360,173,0,32,0,,97195,126861,132886,116631,115050,122463,136311,132175,135026,145132,,0,197,384,304,315,360,425,0,32,0
40790,"Birds' eggs, in shell, preserved or cooked",0,199,540,534,409,209,0,0,0,0,,201,190,565,533,943,2616,5366,5183,4540,6958,,0,589,709,700,576,209,174,253,0,255
50210,"Pigs', hogs' or boars' bristles and waste of such bristles",0,0,0,0,0,0,0,0,0,0,,9129,9089,8653,7249,8092,7349,6583,4777,4978,5075,,2948,3728,2969,2310,2817,2125,1215,513,243,641
50290,Badger and other brush making hair and waste thereof,0,0,0,0,0,0,0,0,0,0,,2210,2054,2161,1914,2096,2431,2441,2071,1262,2108,,1059,545,603,989,805,750,558,549,470,277
51191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead fish, crustaceans, ...",0,0,0,0,0,0,0,0,0,0,,16313,41623,56043,48748,45718,45092,48817,44716,50291,48648,,0,0,0,0,27,0,4439,6377,5145,7601
60311,"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,38182,39284,39050,35156,32127,30798,26674,26877,17981,21294,,0,1,1,3,0,0,10,16,2,3
60313,"Fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes",20,0,0,0,0,0,0,0,0,0,,379,451,384,466,495,457,459,275,139,174,,1551,4444,5298,5416,4469,1680,2943,2587,559,620
70519,Fresh or chilled lettuce (excluding cabbage lettuce),0,0,0,0,0,0,0,0,0,0,,48294,45806,38982,42171,35950,40346,52253,52445,48376,64613,,11,18,43,34,10,16,2,0,0,0
70820,"Fresh or chilled beans """"Vigna spp., Phaseolus spp."""", shelled or unshelled""""",0,0,0,0,0,0,0,0,0,0,,19718,19580,21933,21719,20607,22966,18863,19716,20067,15027,,0,0,62,0,0,0,0,0,0,1
70993,"Fresh or chilled pumpkins, squash and gourds """"Cucurbita spp.""""""""",0,0,0,0,0,0,0,0,0,0,,9897,12430,12037,10181,9231,10167,9787,11982,11932,10581,,0,0,0,0,0,0,0,0,0,0
71159,"Mushrooms and truffles, provisionally preserved, e.g., by sulphur dioxide gas, in brine, in ...""",0,2,0,0,0,0,0,0,0,0,,81,318,512,181,433,305,591,350,414,163,,246,292,537,411,347,308,291,439,166,249
121490,"Swedes, mangolds, fodder roots, hay, lucerne """"alfalfa"""", clover, sainfoin, forage kale, lupines, ...""",0,11,0,0,0,0,0,1,0,0,,25503,32166,39573,31452,29602,30015,39704,36573,34088,37515,,120,218,245,152,211,7,18,34,65,561
121292,"Locust beans """"carob"""", fresh, chilled, frozen or dried, whether or not ground""""",0,0,0,0,0,0,0,0,0,0,,173,219,243,276,266,295,321,311,416,472,,0,1,0,0,0,0,0,0,0,0
140490,Vegetable products n.e.s,9,6,9,4,2,5,1,1,0,0,,7279,5496,5561,4728,4363,4933,6145,6190,6396,8451,,4478,3229,2731,3943,3775,3213,12997,11929,22962,34242
150190,"Poultry fat, rendered or otherwise extracted",0,0,0,0,0,0,0,0,0,0,,47808,64405,58124,49163,49032,58839,59484,51921,57233,67488,,0,0,0,0,0,0,0,0,0,0
150200,"Fats of bovine animals, sheep or goats (excluding lard stearin, lard oil, oleostearin, oleooil ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
150430,"Fats and oils and their fractions of marine mammals, whether or not refined (excluding chemically ...",0,0,0,0,0,0,0,0,0,0,,31,0,298,0,0,0,3,8,31,0,,0,0,0,0,0,0,0,0,0,0
150810,Crude groundnut oil,0,0,0,0,0,0,0,0,0,0,,230,378,378,175,500,500,1173,431,355,802,,0,0,0,0,0,0,0,1,2,433
90300,Mate,0,0,0,0,0,0,0,0,0,0,,2035,2902,3297,3918,3741,3819,2838,2478,5131,4226,,0,0,0,0,7,28,10,0,2,7
90619,"Cinnamon and cinnamon-tree flowers (excluding cinnamon """"Cinnamomum zeylanicum Blume"""" and ...""",48,0,0,0,0,0,0,0,0,0,,1068,1750,1796,1354,1570,2369,2223,1959,3993,3164,,16262,25217,45902,39846,47898,51774,64525,78786,98947,100832
90620,Crushed or ground cinnamon and cinnamon-tree flowers,0,0,0,0,0,0,0,0,0,0,,2940,3901,4107,4348,5414,7269,8480,8328,10082,10294,,0,415,508,912,87,5,152,538,2087,1093
90910,Seeds of anise or badian,23,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,9523,0,0,0,0,0,0,0,0,0
91091,Mixtures of different types of spices,0,0,0,0,0,14,2,0,0,0,,42209,44330,46675,39562,42365,49321,49579,48116,55037,59146,,16,524,554,901,1178,1520,1748,688,2764,2351
100191,"Seed of wheat and meslin, for sowing (excluding durum)",0,0,0,0,0,0,0,0,0,0,,24937,22344,28968,14974,14821,16030,17686,12837,19916,16199,,0,0,0,0,0,51,0,0,9,0
100290,Rye (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,59029,126649,55796,35707,30886,31358,28992,52227,50760,79250,,0,0,0,1,0,0,0,0,0,0
100490,Oats (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,10911,13181,11631,8803,9471,8927,11637,11848,11399,13078,,0,1755,4652,5595,8033,6758,5867,9409,11697,16715
100510,Maize seed for sowing,0,0,0,0,0,0,0,0,0,0,,79269,116298,95042,65361,61017,67400,80983,66174,77528,85076,,63,140,11,12,5,192,371,444,378,735
110319,Groats and meal of cereals (excluding wheat and maize),0,1,0,0,0,0,0,0,0,0,,1453,2426,3581,3710,3372,4611,3528,2524,3816,3346,,0,2,1,0,0,4,15,9,2,6
110320,Cereal pellets,0,0,0,0,0,0,0,0,0,0,,2912,3130,1718,933,1239,1332,2805,1820,4356,6268,,0,84,503,0,0,0,201,0,0,0
110814,Manioc starch,0,0,0,0,0,0,0,0,9,0,,6085,7567,7465,7218,7095,8130,10519,10035,9149,8880,,622,6545,6207,2733,4214,17481,2938,5217,4119,264
120750,"Mustard seeds, whether or not broken",0,6,15,4,11,4,2,1,0,0,,27325,32170,31885,23810,28510,26446,28750,31088,28472,22706,,0,100,146,500,1185,528,49,25,199,7
120810,Soya bean flour and meal,0,0,0,0,0,0,0,0,0,0,,379,400,515,313,408,704,627,4290,7208,1215,,23,132,99,2,47,0,1,3,84,163
10410,Live sheep,0,0,0,0,0,0,0,0,0,0,,6979,2673,2784,1516,1245,1592,953,1908,2170,2827,,0,0,0,0,0,0,0,0,3116,0
10420,Live goats,0,0,0,0,0,0,0,0,0,0,,106,324,20,193,240,96,28,22,5,0,,0,0,1,0,0,0,0,0,0,0
10519,"Live domestic ducks, geese and guinea fowls, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,433,0,0,0,0,0,0,0,0,0
10613,Live camels and other camelids [Camelidae],0,0,0,0,0,0,0,0,0,0,,16,2,101,40,8,6,2,0,118,335,,0,0,0,0,0,0,0,21,45,0
20120,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",0,0,0,0,0,0,0,0,0,0,,751921,651103,601466,486423,446707,439871,430182,422748,406225,512698,,0,0,0,0,0,0,0,0,0,0
20441,Frozen sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,8,87,69,2,5,3,7,4,9,6,,0,0,0,0,0,0,0,118,0,0
20622,Frozen edible bovine livers,0,0,0,0,0,0,0,0,0,0,,6396,6004,7667,2472,3411,2920,2527,2881,2712,5085,,0,0,0,0,0,0,0,0,0,0
20713,Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus,0,0,0,0,0,0,0,0,0,0,,405487,476202,525108,461496,432111,452414,437711,433279,375146,443063,,0,0,0,0,0,0,0,0,0,0
20726,Fresh or chilled cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,219582,261295,289950,258628,239711,247286,263238,261806,238102,263872,,76,0,0,0,7,0,0,0,0,0
20741,"Fresh or chilled domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,519,498,455,508,907,822,854,804,207,236,,0,0,0,27,29,63,0,0,0,0
30111,Live ornamental freshwater fish,0,0,0,1,0,0,0,0,0,0,,4578,4484,4524,3874,4081,7064,6600,6733,7572,8607,,0,53,61,145,59,203,246,293,162,183
30193,"Live carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...",0,0,0,0,0,0,0,0,0,0,,121,143,120,55,45,18,33,29,16,15,,0,0,0,0,0,0,3,0,0,0
30231,"Fresh or chilled albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,49,20,26,33,8,4,9,88,49,15,,0,0,0,0,0,0,0,0,0,0
30243,"Fresh or chilled sardines """"Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella ...""",0,0,0,0,0,0,0,0,0,0,,3707,3939,4455,5646,871,2013,4343,4308,4513,2670,,0,0,0,0,0,0,0,0,0,0
30251,"Fresh or chilled cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,27277,24646,20907,18564,14884,8679,13448,9563,6276,7786,,0,0,0,2,0,2,11,8,3,3
30264,"Fresh or chilled mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30325,"Frozen carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,2,3,2,1,11,9,42,11,23,17,,0,0,0,0,0,0,645,970,752,438
30351,"Frozen herrings """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,27045,25262,30711,19126,15836,26473,37704,26719,19711,14711,,2,7,0,0,0,0,0,0,0,0
30379,"Frozen freshwater and saltwater fish (excluding salmonidae, flat fish, tunas, skipjack or stripe-bellied ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2225,0,0,0,0,0,0,0,0,0
30391,"Frozen fish livers, roes and milt",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2975,3246,3920,4164,1178,,0,0,0,0,0,2,8,13,0,6
30463,"Frozen fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,440,627,685,479,757,502,600,506,305,323,,0,0,0,0,0,0,0,181,16,0
30471,"Frozen fillets of cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,13,0,0,0,,89943,117885,111458,121346,136511,124717,141263,176819,132766,132497,,0,0,0,40,1,48,30,32,0,0
30475,"Frozen fillets of Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,113572,117993,96862,84074,96774,103419,105841,102352,113598,116348,,0,0,93,0,23,11,55,169,0,86
30497,"Frozen meat, whether or not minced, of rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0
30510,"Flours, meals and pellets of fish, fit for human consumption",0,0,0,0,0,0,0,0,0,0,,257,184,250,142,209,788,1629,1840,1197,409,,0,0,0,0,0,0,0,0,0,0
30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, ...",0,0,0,0,0,0,0,0,0,0,,10072,9585,7657,9904,5537,7213,10015,8493,9888,18968,,0,0,0,0,0,0,0,0,0,0
30559,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)",0,0,0,0,0,0,0,0,0,0,,1043,1470,1457,714,907,621,753,850,1438,1796,,1098,1785,4008,3669,1697,1924,2031,343,123,82
30572,"Fish heads, tails and maws, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,647,56,9,361,570,668,263,101,78,110,,0,0,0,0,0,0,0,473,0,0
30622,"Lobsters """"Homarus spp."""", even smoked, whether in shell or not, live, fresh, chilled, dried, ...""",0,0,0,0,0,0,0,0,0,0,,2918,3725,2744,4597,4942,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30624,"Crabs, even smoked, whether in shell or not, live, fresh, chilled, dried, salted or in brine, ...",0,0,0,0,0,0,0,0,0,0,,216,1415,243,167,335,0,0,0,0,0,,1,0,0,23,0,0,0,0,0,0
30634,"Norway lobsters """"Nephrops norvegicus"""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5475,2445,4071,1232,2102,,0,0,0,0,0,0,0,0,0,0
30693,"Crabs, whether in shell or not, dried, salted, smoked or in brine, incl. crabs in shell, cooked ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,0,0,1,0,,0,0,0,0,0,0,0,0,4,405
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,40518,42150,14196,13683,21372,,0,0,0,0,0,0,0,9,0,0
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,14544,9044,10670,4480,7591,,0,0,0,0,0,57,409,248,190,21
30749,"Cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola spp."""" and squid """"Ommastrephes ...""",0,0,0,0,0,0,0,0,0,0,,7336,6264,6224,5619,5492,134,122,378,141,242,,1090,1054,949,69,0,1123,965,766,683,697
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, ...""",0,0,0,0,0,0,0,0,0,0,,43,73,68,32,185,60,71,65,51,54,,0,0,0,0,0,0,0,0,0,0
30788,"Smoked, dried, salted or in brine, even in shell, stromboid conchs """"Strombus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,3,,0,0,0,0,0,0,0,0,0,0
30819,"Smoked, frozen, dried, salted or in brine, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,5,87,0,0,37,91,75,78,31,40,,0,0,0,0,0,0,0,0,0,0
30829,"Smoked, frozen, dried, salted or in brine, sea urchins """"Strongylocentrotus spp., Paracentrotus ...""",0,0,0,0,0,0,0,0,0,0,,203,189,223,315,389,8,8,11,11,9,,0,0,0,0,0,0,0,0,0,0
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,24934,24562,23217,18010,16587,15784,16265,14224,10123,8494,,0,0,0,0,0,0,0,0,0,0
292218,"2-""""N,N-Diisopropylamino""""ethanol""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,1,1,,0,0,0,0,0,40,38,0,24,3
291891,"2,4,5-T """"ISO"""" """"2,4,5-trichlorophenoxyacetic acid"""", its salts and esters""""",35,24,41,0,0,0,0,0,0,0,,7,20,66,2,80,82,3,3,2,0,,46,294,199,317,946,20,17,1223,0,0
292022,Diethyl phosphite,0,0,0,0,0,0,0,29,38,0,,0,0,0,0,0,750,649,925,873,1124,,0,0,0,0,0,0,0,514,323,323
293291,Isosafrole,336,696,0,0,0,0,0,0,0,0,,3,3,1,1,2,1,0,8,16,0,,662,771,358,15,78,23,9,0,9,0
293295,"Tetrahydrocannabinols """"all isomers""""""""",0,0,0,0,0,0,0,0,0,0,,257,412,521,2000,3053,5258,7883,8790,8665,9788,,5,0,4,0,88,1,1,0,0,1
291736,Terephthalic acid and its salts,8357,0,0,0,0,0,0,0,0,0,,23393,8388,527,177,143,115,23,62,45,507,,696343,1035845,978076,619319,254961,284210,555711,655741,208264,1013340
293750,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues, ...",2,5,3,2,3,0,0,2,5,0,,2470,5768,4417,2517,2233,2858,1744,2919,2057,1189,,1302,2111,2479,6469,2292,2334,2232,2148,2442,5547
292424,"Ethinamate """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
