Product code,Product label,"Korea, Republic of's imports from Russian Federation-Value in 2012","Korea, Republic of's imports from Russian Federation-Value in 2013","Korea, Republic of's imports from Russian Federation-Value in 2014","Korea, Republic of's imports from Russian Federation-Value in 2015","Korea, Republic of's imports from Russian Federation-Value in 2016","Korea, Republic of's imports from Russian Federation-Value in 2017","Korea, Republic of's imports from Russian Federation-Value in 2018","Korea, Republic of's imports from Russian Federation-Value in 2019","Korea, Republic of's imports from Russian Federation-Value in 2020","Korea, Republic of's imports from Russian Federation-Value in 2021",Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1338,1361,1188,1304,1764,1116,1006,299,816,232
400510,"Rubber, unvulcanised, compounded with carbon black or silica, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,0,,7708,7869,7380,6484,5667,5066,6337,8478,4624,5135,,13796,9446,10968,12854,12078,12116,11296,11733,11200,10628
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",0,0,0,0,0,0,0,0,0,0,,43,103,94,36,141,366,920,601,2965,122,,6063,9061,10701,10298,14198,25083,30377,35737,55010,49538
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",0,0,0,2,0,0,0,0,0,0,,636,979,1300,912,1025,1421,1397,1886,1807,2231,,26503,28369,26359,25532,22672,18831,20261,21960,17643,18830
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",0,0,0,0,0,0,0,0,0,0,,219,139,181,146,273,399,522,2741,636,747,,265,332,590,676,855,1055,1095,1479,1142,2231
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",0,0,0,0,0,0,0,0,0,0,,131,0,208,926,214,563,295,134,13,18,,0,4,0,47,0,107,0,0,3,0
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,0,40,95,0,0,2,0,0,0,0,,12570,7549,6385,4653,3097,3578,2636,1486,1485,1568
410691,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,34,31,0,0,0,0,0,6,0,0
292121,Ethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,53,54,29,49,56,42,57,46,64,226,,9751,10050,12365,15414,10183,11262,13853,10418,8958,14856
292142,Aniline derivatives and their salts,0,0,0,0,0,0,0,0,0,0,,49208,49717,32590,27864,25946,36814,23512,18436,14254,16298,,11162,10900,9155,10084,9567,8823,12694,12529,6740,8021
292144,Diphenylamine and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,68,47,21,20,18,13,12,29,18,20,,2596,2683,3582,3777,7456,13545,29780,20113,15886,32854
292217,Methyldiethanolamine and ethyldiethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8452,9971,12543,6484,5826,,0,0,0,0,0,6937,6004,4935,7911,7724
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",0,0,0,0,0,0,0,0,0,0,,12043,14084,9872,7824,9061,1086,952,1351,1584,2391,,52056,53635,55061,47545,57193,64832,70401,70836,78582,96094
292221,Aminohydroxynaphthalenesulphonic acids and their salts,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,3,0,1,0,1,0,,16026,30418,56136,39489,23093,23905,32666,32080,24224,31205
292244,"Tilidine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,14,22,0,0,0,0,0,0,0
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",0,0,0,0,0,2,0,0,0,0,,1290,1304,1289,1137,1243,1222,2735,1275,1618,2464,,94811,99581,105079,98230,95294,113413,133329,126419,128778,193755
292421,Ureines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,316,165,103,0,193,2645,0,207,,14270,13000,11347,8357,6966,6831,9548,8306,9518,11850
292511,Saccharin and its salts,0,0,0,0,0,0,0,0,0,0,,8,144,357,222,306,155,49,27,41,60,,8107,7692,11475,5444,7004,7334,5086,5368,4570,5864
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",0,0,0,0,0,0,0,0,0,0,,56,4,5,3,18,6,11,0,3,0,,2826,2288,3239,3254,3134,2871,2962,2661,2068,3287
292690,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine """"dicyandiamide"""", fenproporex ...""",0,0,0,0,0,0,1,0,0,0,,2091,1492,2157,2295,1897,2498,5290,8970,5660,7633,,32318,30920,34312,33221,34277,35392,48447,48042,44718,56859
293030,"Thiuram mono-, di- or tetrasulphides",0,0,0,0,0,0,0,0,0,0,,3,39,44,20,16,40,39,47,78,97,,1632,1741,1936,1761,2204,2735,2657,2206,1575,2470
293294,Safrole,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,1,1,0,0,1
293621,"Vitamins A and their derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,9,26,94,273,709,830,870,227,778,821,,3876,3865,3771,3582,3764,5106,17048,7715,10416,11962
293712,"Insulin and its salts, used primarily as hormones",0,0,0,1,0,0,0,0,0,0,,454,228,0,0,0,11231,0,0,596,140,,38,78,853,880,1262,2632,3547,3956,4047,4589
293961,"Ergometrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,1,2,1,2,2
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,119,16,0,,0,0,0,0,0,3382,3932,3214,4234,7444
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,298,1,0,0,,0,0,0,0,0,4245,3928,3675,3967,3880
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,0,0,0,0,0,0,,2310,1088,595,959,430,138,189,118,997,292,,12930,10749,6200,6613,10817,14990,12859,14742,15754,9392
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7188,19234,15592,22305,24234,30193,,0,0,0,0,0,13486,15760,18286,20720,21154
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",0,0,0,0,0,0,0,0,0,0,,13711,15848,12781,8101,11433,15197,13213,12601,15933,17409,,13699,13715,5496,2461,5553,5814,8751,8065,9946,9819
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,48,12671,13725,14484,17115,63670,,0,0,0,0,0,95897,104645,101068,100627,126431
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",0,0,0,0,0,0,0,0,0,0,,9811,10081,8307,7233,5132,5477,5137,5295,3843,5721,,16307,18212,17771,21448,29742,35651,38748,40418,41336,61430
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",0,0,0,0,0,0,0,0,0,0,,448,196,802,182,208,329,399,469,677,816,,20915,24721,18948,18135,21647,16424,19364,22672,20873,22616
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,0,0,0,0,0,0,0,0,0,0,,182,87,173,70,124,278,310,338,401,464,,1865,2812,3395,1408,1887,2259,2343,2406,2490,2995
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,431,360,199,172,263,363,308,502,432,408,,85899,198418,292528,227201,242864,382811,336195,353636,356592,432444
291521,Acetic acid,0,0,8,0,0,0,0,0,0,0,,30890,23544,30102,20816,10952,16811,17446,26261,18661,13250,,26817,29182,25230,22679,18596,28157,34052,31366,20424,100010
291531,Ethyl acetate,0,0,0,0,0,0,0,0,0,0,,2365,2549,2518,1155,1052,983,947,914,3002,5815,,80020,79329,75117,67403,52219,47878,55501,27259,25582,40198
291533,N-Butyl acetate,0,0,0,0,0,0,0,0,0,0,,38488,29322,33942,23887,22663,24163,24046,26676,27761,66151,,17643,19463,18997,14574,12923,17138,20270,18158,11720,23857
291613,Methacrylic acid and its salts,0,0,0,0,0,0,0,0,0,0,,27,19,19,1,8,5,114,96,2,126,,7895,7669,7927,6411,7117,9722,7352,4029,1753,1608
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",0,0,0,0,0,0,1,0,0,0,,4,58,428,394,122,272,348,204,134,356,,35109,37136,29412,31797,32842,33369,39356,39164,47667,39740
291711,"Oxalic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,29,16,49,34,38,53,96,189,232,285,,8128,10262,9143,10215,8101,7866,6674,4842,4508,6586
291713,"Azelaic acid, sebacic acid, their salts and esters",0,0,0,0,0,0,0,0,0,0,,126,101,114,89,94,161,117,196,204,227,,7734,7182,6972,7907,8394,12787,11367,12098,9289,14653
291733,Dinonyl or didecyl orthophthalates,0,0,0,0,0,0,0,0,0,0,,106,13,1,85,190,141,33,41,0,393,,401,2095,3681,1797,861,149,13,16,15,22
291735,Phthalic anhydride,0,0,0,0,0,0,0,0,0,0,,74654,95244,75326,38047,26361,43170,50402,49942,45243,68960,,610,848,1159,871,215,373,396,1083,90,168
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,7,115,112,0,0,98,98,0,397,217,,3472,2828,4643,5802,3708,5935,3878,5208,3698,5046
292023,Trimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,316,180,221,401,357
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",0,0,0,0,0,0,0,0,0,0,,85598,71284,42097,25054,12483,14085,24771,20242,14360,51770,,13518,36798,58193,37545,42243,32116,43578,54349,69376,65571
290516,"Octanol """"octyl alcohol"""" and isomers thereof""""",0,0,0,0,0,0,0,0,0,0,,81673,53767,56370,36168,21252,16833,25799,5121,4918,1948,,77232,97437,166773,117861,129711,134989,155819,88498,68879,121761
290531,"Ethylene glycol """"ethanediol""""""""",0,0,0,0,0,0,0,0,0,0,,86944,90099,57530,45782,80411,106000,77215,73437,53715,59637,,497911,516481,426356,273542,192507,237935,237266,203556,198222,261186
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,0,0,0,0,0,0,0,0,0,0,,166,536,400,225,389,1308,1994,162,595,919,,32647,25316,23973,26776,20158,5959,11905,10418,9573,12662
291412,"Butanone """"methyl ethyl ketone""""""""",0,0,0,0,0,0,0,0,0,0,,1,0,10,25,6,23,54,119,219,308,,94750,103742,128369,83479,71708,104975,134157,92073,93051,130907
321210,Stamping foils of a kind used in the printing of book bindings or hatband leather,0,0,0,0,0,0,0,0,0,0,,194,596,1068,706,967,2435,1935,1516,1690,1954,,10550,11878,14019,15407,24710,22957,20927,19627,17927,17246
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,57,27,113,9,18,23,24,38,62,50,,247,180,619,616,935,900,896,799,1004,1231
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,141,270,157,0,7,45,18,350,0,0,,0,0,0,0,0,0,0,0,22,3
290383,"Mirex """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
340219,"Organic surface-active agents, whether or not put up for retail sale (excluding anionic, cationic ...",0,0,160,0,0,0,0,0,0,0,,1652,2965,2796,2288,2288,2657,3363,4975,5030,3980,,8217,7441,8178,6686,6551,5141,4736,4607,4706,8451
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",62,0,0,0,1,0,0,4,0,0,,9253,8037,1763,1283,839,1253,1573,1218,1661,2087,,13893,12617,10923,11208,9458,9141,10681,29068,41779,54160
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,0,0,0,0,0,0,0,,492,269,468,681,690,852,1445,1275,1208,2291,,4910,7364,7200,7777,8031,7436,6433,6506,6986,8041
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",0,0,0,0,0,0,0,0,0,0,,14,14,20,19,56,189,185,115,239,112,,1110,969,540,858,834,3010,2160,3180,4150,4903
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",0,0,0,0,0,0,0,0,0,0,,2945,3485,3393,2789,3540,4346,6667,6204,6165,7032,,102099,112396,110696,100560,95105,93654,104566,103066,112112,123924
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,0,0,0,0,0,0,0,0,0,0,,3947,5548,6618,4903,6184,8647,10215,12593,12419,14001,,136237,182759,193311,166562,150392,143660,155375,171828,178372,181108
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,0,0,0,0,0,0,0,,20186,18552,16247,10419,10858,10582,9102,8528,10055,0,,148,191,214,189,290,209,345,409,539,684
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,0,0,0,,67,565,1041,239,204,174,492,891,270,213,,11,148,65,71,18,1646,3133,2250,2279,2476
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,17,41,36,5,5,5,22,,71340,75448,70260,65857,63066,80195,71380,65797,61408,71072
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",0,0,0,0,0,0,0,0,0,0,,94,219,179,194,141,198,172,104,90,91,,19461,28736,33497,30570,34253,36096,47541,49467,60132,81924
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",0,0,0,0,0,0,0,0,0,0,,291,236,411,258,144,406,155,182,132,216,,2297,2769,5634,5196,2451,3010,1856,1154,709,411
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",0,0,17,1,1,0,0,0,0,0,,9,1,303,165,26,1,46,35,1,0,,264,494,167,348,242,564,260,302,826,353
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,0,0,0,0,0,0,0,0,0,,1,9,1,4,0,0,0,0,0,0,,0,30,7,6,11,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,29,1,0,0,0,0,,13,1,2,4,2,2,2,3,1,1
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,0,0,6,0,0,0,0,0,1,1,,21,100,8,0,14,7,22,58,152,103
390920,"Melamine resins, in primary forms",0,0,0,0,0,0,0,0,0,0,,380,335,4281,6663,7092,11719,10796,7278,2405,5258,,20416,22274,20746,18936,20300,20716,19919,19618,17153,23638
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",0,0,0,5,0,10,0,0,0,0,,923,1738,681,628,1378,1405,1733,2006,4245,2820,,136863,151242,169818,174036,174483,161475,177779,172471,157475,212122
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",0,0,0,0,0,0,13,0,0,0,,1800,3004,2973,2222,3241,3945,4400,4370,4137,5991,,7265,6344,5183,5845,6449,10937,17762,13690,20442,28118
391740,"Fittings, e.g. joints, elbows, flanges, of plastics, for tubes, pipes and hoses",0,0,0,2,4,0,0,1,0,0,,8890,9356,11113,8200,9346,10461,13197,16651,17658,25076,,65293,68834,74668,62941,68009,83403,82031,70066,87895,106178
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",0,0,0,0,0,0,0,0,0,0,,4239,4383,3438,2132,4840,6901,10314,12215,17143,27608,,14694,16217,19434,27789,49683,22563,19669,16604,16432,13574
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...""",0,0,0,0,0,0,0,0,0,0,,2783,5764,5526,3947,4990,7772,9142,8791,28332,12972,,81758,64603,53962,33964,29785,46459,31979,30579,36815,48760
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,0,0,0,0,0,0,0,0,,5000,7487,6070,4367,6173,9357,10850,12686,17356,13810,,10317,9312,11894,12324,14197,15559,17075,16979,26253,31098
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",280,0,0,33,0,0,0,0,0,0,,1082,354,264,133,129,423,416,452,537,768,,72818,80823,92044,99225,113945,138124,161358,154316,117038,126149
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,0,49,30,0,0,0,0,0,0,0,,14809,15355,11188,10047,11381,0,0,0,0,0,,101866,96868,105559,103695,103271,289,0,0,0,0
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,82,63,8,0,0,,0,0,0,0,0,3,5,2,2,2
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,24,731,641,619,697,851,,0,0,0,0,0,386,733,706,677,1448
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",0,0,0,0,0,0,0,0,0,0,,65,0,46,49,1307,7786,13984,13275,2968,11337,,37,83,57,80,3044,12736,7899,10357,10929,13627
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,0,0,0,0,0,0,0,,0,13,50,3,20,4,13,11,28,64,,593,701,61,6943,9586,3429,2016,4980,2560,7683
390130,"Ethylene-vinyl acetate copolymers, in primary forms",0,0,0,0,0,0,0,0,1,0,,1829,1894,1671,1207,1181,2546,1790,2241,3433,5415,,26021,22087,17561,18553,19148,15817,12566,16177,14254,19108
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",50,9,6,0,0,0,2,0,0,0,,5264,13409,5836,5526,4490,5791,7780,5270,5233,19057,,22562,18480,21608,18283,27905,32339,25344,27572,25228,40897
760719,"Aluminium foil, not backed, rolled and further worked, of a thickness of <= 2 mm (excluding ...",0,0,0,1,0,1,9,0,0,0,,4800,4954,4289,3007,3464,3942,4657,4897,4957,8977,,91168,101706,88237,83518,83323,96747,102267,79211,86569,125298
732020,"Helical springs, of iron or steel (excluding flat spiral springs, clock and watch springs, ...",1,0,10,8,2,0,0,0,2,0,,31562,22641,11291,7914,9901,14451,25435,27740,17985,23992,,33445,37149,43261,40135,39700,34921,38361,39316,33504,38967
821599,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...",0,0,0,0,0,0,0,0,0,0,,746,959,1171,1013,1574,1179,1278,1239,1835,1966,,10407,12581,14391,15616,17713,22181,24427,22128,27958,34358
830120,"Locks used for motor vehicles, of base metal",0,0,0,5,0,9,0,0,0,0,,1905,1944,926,988,594,1179,1749,1744,1690,2700,,21440,25633,23399,33704,36681,33381,38776,30985,28313,31308
830150,"Clasps and frames with clasps, incorporating locks, of base metal",0,0,0,0,0,0,0,0,0,0,,1509,1468,1176,746,546,597,468,597,633,514,,560,601,783,1296,1473,684,1070,1237,1573,1280
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",0,2,29,297,8,0,0,13,8,0,,304321,282262,210584,93733,89533,129646,100470,87030,93683,127716,,317178,422206,454146,552603,593251,603325,240180,181336,119368,184527
841012,"Hydraulic turbines and water wheels, of a power > 1.000 kW but <= 10.000 kW (excluding hydraulic ...",0,0,0,0,0,0,0,0,0,0,,0,0,270,0,0,0,0,0,0,1,,1,2398,200,0,56,447,1074,1042,395,1075
841122,Turbopropellers of a power > 1.100 kW,0,0,0,0,0,0,0,0,0,0,,36477,31254,39331,45908,31556,24997,20846,15777,14831,52890,,26275,23523,19559,58,0,54155,50207,62609,72796,41825
841181,Gas turbines of a power <= 5.000 kW (excluding turbojets and turbopropellers),617,0,0,463,0,0,0,0,338,0,,30906,62127,38826,41784,35246,44991,69365,36148,13188,33370,,41950,42046,28463,41696,36560,33610,35352,18397,50413,58649
830630,"Photograph, picture or similar frames, of base metal; mirrors of base metal (excluding optical ...",0,0,0,0,0,0,0,0,0,0,,120,41,44,31,45,49,56,106,83,109,,1962,2976,2233,3494,2232,2009,1850,1886,1913,2090
831000,"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ...",34,178,1,12,1,0,0,1,0,0,,455,337,697,664,2269,3319,2376,1440,1366,1297,,9620,12546,15663,12191,13363,13341,12611,13197,12445,13959
840110,Nuclear reactors [Euratom],0,0,0,0,0,0,0,0,0,0,,0,0,0,8926,2,8485,5,2114,20972,12765,,7310,3730,3,0,0,2,4,0,2,23
780200,"Lead waste and scrap (excluding ashes and residues from lead production heading No 2620"""", ...""",0,0,0,0,0,0,0,0,0,0,,1,2,0,1,5,14,10,59,2,14,,28253,23684,19533,22499,11062,13408,15047,17162,7634,10215
841780,"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding those ...",0,0,551,0,0,0,0,0,0,0,,1106,3363,8283,1315,2523,1684,1727,2620,2711,2720,,84033,15526,16712,17602,9905,10043,10962,17226,17698,7864
841829,"Household refrigerators, absorption-type",0,0,1,2,2,0,0,0,0,0,,6603,480,2030,187,1061,304,305,221,233,434,,2043,3144,4601,8847,9228,5901,5183,4605,6469,10218
841830,"Freezers of the chest type, of a capacity <= 800 l",0,0,0,0,0,0,0,0,0,0,,7992,9134,8988,9760,9873,13732,13637,17913,20047,31882,,3876,4419,5727,10084,7332,8717,10075,9419,6705,8453
841850,"Furniture """"chests, cabinets, display counters, show-cases and the like"""" for storage and ...""",0,0,0,0,0,0,0,0,0,0,,46252,47752,34612,41955,50833,77520,90065,95918,108620,149259,,17448,16262,15811,14917,15728,16341,18644,23142,36496,45784
841911,Instantaneous gas water heaters (excluding boilers or water heaters for central heating),0,0,0,0,0,0,0,0,0,0,,2942,1962,1597,1496,1264,1699,1861,2000,2333,3284,,217,574,1629,285,117,684,883,505,623,2157
842122,Machinery and apparatus for filtering or purifying beverages (excludingwater),0,0,0,0,0,0,0,0,0,0,,384,742,428,229,327,1487,387,869,282,327,,2760,1587,11136,9865,3116,2283,3706,3047,2061,4217
842481,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting, ...",0,0,0,0,0,0,0,0,0,0,,4164,2403,3209,3196,3615,0,0,0,0,0,,15023,15908,14781,14938,15469,3,0,0,0,0
842810,Lifts and skip hoists,0,0,0,0,0,0,2,1,0,0,,4865,25272,5401,4127,15306,26374,16581,13707,6307,6884,,57548,118593,116974,92804,53586,39238,34367,34142,25657,20156
842860,"Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars",0,0,0,0,0,0,0,0,0,0,,587,153,6,99,282,479,1765,21,129,0,,4147,8900,64,11087,11173,6844,3383,14444,22045,19600
842940,Self-propelled tamping machines and roadrollers,0,0,0,0,0,0,0,0,0,0,,4201,2647,2111,2788,2412,2239,804,1171,756,1505,,12908,8948,12594,7380,13463,16554,16064,17715,22740,26042
842951,Self-propelled front-end shovel loaders,0,0,0,0,0,0,0,0,0,0,,6998,4916,4616,5714,4324,4056,3558,2680,2517,3874,,60353,50640,83169,41767,66394,77207,69866,70691,60142,70243
843049,"Boring or sinking machinery for boring earth or extracting minerals or ores, not self-propelled ...",0,0,0,0,0,0,0,105,0,0,,28190,33362,4828,3318,20449,3716,6754,6834,13738,13661,,44269,65479,35609,24288,12221,5802,4284,23064,769,15088
847920,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats ...,0,0,0,0,0,0,0,0,0,0,,499,1358,260,92,651,615,672,1070,476,1125,,1977,2509,2503,1341,2544,4300,1585,8912,1384,1531
847940,Rope or cable-making machines (excluding twisting machines of the type used in spinning mills),0,0,0,0,0,0,0,0,0,0,,139,552,1265,274,110,136,2910,557,78,245,,13656,9319,3868,12331,7572,6157,6972,5180,8067,8065
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...",0,0,0,0,0,0,47,0,0,0,,6013,2217,7274,6265,2461,727,3425,1832,1192,1981,,67999,61636,71327,47712,42151,44158,35544,35252,40289,64550
848490,"Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, ...",0,3,0,0,1,1,0,3,3,0,,5309,4351,4126,4733,5601,4734,3972,6033,4830,6894,,35875,40543,31732,27149,31445,33268,34779,21551,19265,23521
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or ...",0,0,0,0,0,0,0,0,0,0,,7,8,0,1,4,36,8,16,0,14,,16,22,62,27,31,84,181,183,180,165
847521,Machines for making optical fibres and preforms thereof,0,0,0,0,0,0,0,0,0,0,,0,669,0,0,0,2,0,357,0,0,,82,1287,0,281,3175,3281,9393,3219,2220,530
844712,"Circular knitting machines, with cylinder diameter > 165 mm",0,0,0,0,0,0,0,0,0,0,,42,79,14,6,307,31,0,147,108,522,,3592,8800,10713,10615,5012,4857,2681,2501,3217,1123
844790,"Machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines ...",0,0,0,0,0,0,0,8,1,0,,158,207,41,99,85,176,315,236,199,307,,9996,15850,19607,9084,8953,9582,8898,12265,9200,11069
844833,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445",0,0,0,0,0,0,0,0,0,0,,138,121,128,101,91,86,82,103,70,105,,3343,3269,2144,2305,1397,1691,871,1016,741,713
844859,"Parts and accessories of machines of heading 8447, n.e.s.",1,0,0,1,1,0,1,0,0,0,,12,34,36,38,35,52,34,159,49,55,,13142,11490,13200,8370,12175,12957,10924,9191,6163,7790
846510,"Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, ...",0,0,0,0,0,0,0,0,0,0,,233,490,746,938,979,1916,2078,1543,1804,1185,,12925,7823,11279,6704,10151,12851,7898,10309,11605,4516
846719,"Pneumatic tools for working in the hand, non-rotary type",0,0,0,0,0,0,0,0,0,0,,2999,2764,1535,878,1166,1245,1473,1660,1281,1670,,6142,8909,17012,8923,9241,9365,9877,8385,7533,7923
