Product code,Product label,India's imports from Viet Nam-Value in 2012,India's imports from Viet Nam-Value in 2013,India's imports from Viet Nam-Value in 2014,India's imports from Viet Nam-Value in 2015,India's imports from Viet Nam-Value in 2016,India's imports from Viet Nam-Value in 2017,India's imports from Viet Nam-Value in 2018,India's imports from Viet Nam-Value in 2019,India's imports from Viet Nam-Value in 2020,India's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
291260,Paraformaldehyde,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,12948,14079,16714,14099,11636,14372,17596,14332,8199,16930
291431,"Phenylacetone """"phenylpropan-2-one""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,48,0,0,0,0,0,188,0,0,0
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),0,0,0,0,0,119,0,0,0,0,,31,1,0,27,0,10,16,12,22,2768,,48541,65556,70807,53118,56141,72611,107997,87376,67318,72348
291616,Binapacryl (ISO),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",0,0,0,0,0,0,0,0,0,0,,7,0,22,0,0,22,0,0,5,1,,15816,17615,18452,22563,26616,29473,34122,57838,38101,74588
291737,Dimethyl terephthalate,54,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2962,2612,2651,2099,1888,1845,1991,1678,1317,1884
291817,"Phenylglycolic acid """"mandelic acid"""", its salts and esters""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,37,47,1,0,1665
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,9,1,,45627,49202,63706,61378,40051,46978,41965,42879,61556,43896
291990,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, ...""",4,0,0,0,0,0,0,0,0,0,,2,57,0,2,34,13,17,29,99,22,,12469,12519,13335,15838,14295,16189,20990,19686,20019,25405
292021,Dimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,920,1046,96,465,564
292213,Triethanolamine and its salts,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,4,0,0,0,,,6644,10126,14891,13681,13692,2313,0,0,0,0
292423,"2-Acetamidobenzoic acid """"N-acetylanthranilic acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1
292519,"Imides and their derivatives; salts thereof (excluding saccharin and its salts, glutethimide ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,,,4986,4733,6832,10959,9828,9294,21154,18716,13240,12833
293090,"Organo-sulphur compounds (excl. thiocarbamates and dithiocarbamates, thiuram mono-, di- or ...",1,0,0,0,0,1,0,0,0,0,,0,2,235,136,16,287,150,113,167,38,,125416,134265,152205,125848,129345,142666,187946,176661,193287,260504
293120,Tributyltin compounds,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,4,1887,162,466,1039,1334,3452,3464,5850
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,9,541,,0,0,0,0,0,1437,4934,2980,6455,8076
293212,"2-Furaldehyde """"furfuraldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,788,621,94,16,89,26,600,379,212,325
293229,"Lactones (excluding coumarin, methylcoumarins, ethylcoumarins, and inorganic or organic compounds ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,26052,0,0,0,0,0,0,0,0,0
293292,"1-""""1,3-Benzodioxol-5-yl""""propan-2-one""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,39,10,11,0,0,0,0,0,0,0
282732,Aluminium chloride,0,0,0,0,0,0,0,0,0,0,,1132,1938,1091,1407,42,0,8,33,30,53,,277,220,376,291,444,357,490,238,283,318
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,472,,93,14,8,15,0,13,4,15,37,104
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,150,83,626,507,2905,,15008,13118,8065,5545,4410,3374,5376,5145,9337,7101
283311,Disodium sulphate,0,0,0,0,0,0,0,0,0,0,,319,273,0,80,0,943,203,88,355,49,,4799,3020,2916,1648,800,1174,4016,3099,4791,1580
283327,Sulphate of barium,19,0,0,0,0,0,0,1,0,0,,0,14,0,2,0,11,6,6,11,,,9744,9878,11569,10048,10675,13734,14048,14746,14699,21553
283510,"Phosphinates """"hypophosphites"""" and phosphonates """"phosphites""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,45,27,30,0,25,7,0,24,,1586,3600,3794,2649,2409,3172,4040,5050,4883,11167
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",0,0,0,0,0,0,0,0,0,0,,23,62,64,118,24,3,6,145,81,1289,,4371,2835,2402,1693,1505,1204,1331,1397,1275,2825
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",36,0,0,0,0,0,0,0,0,0,,47,0,0,0,0,0,0,0,0,,,34930,33661,41196,32819,13559,1102,1715,1314,1722,1453
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",0,0,0,0,0,0,0,1789,0,0,,0,94,0,0,15,1,1718,5887,12018,16340,,12641,11482,17466,11639,10437,9796,7693,8394,5006,12743
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,18,3,0,0,0,0,0
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5,0,0,0,0,0
284610,Cerium compounds,176,0,0,0,0,0,0,0,0,0,,0,0,91,152,17,19,0,0,0,,,12366,5085,3804,4236,3081,4337,4635,5015,7316,8492
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",0,3,525,5,0,4,0,0,0,0,,1701,4576,4265,2031,5250,5549,3917,5348,1419,4292,,13541,9734,9665,9807,10382,9617,13478,12138,10171,15790
285200,"Compounds, inorganic or organic, of mercury (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,234,0,0,0,0,0,0,0,0,0
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,0,27,29,85,52,157,289,290,518,336
285310,"Cyanogen chloride """"chlorcyan""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,23,37,20,1,0
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",447,515,81,0,47,0,0,0,0,0,,125,24,1,0,0,0,0,391,32,29,,69028,70571,76435,69830,61773,84400,133230,110855,75878,127376
290313,"Chloroform """"trichloromethane""""""""",11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,4525,2092,7532,10242,7115,7496,18530,21954,6480,6906
290331,"Ethylene dibromide """"ISO"""" """"1,2-dibromoethane""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1346,698,437,285,606,210,550,214,785,117
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,0,0,4,5,0,0,0,0,1,,,0,214,0,0,0,146,214,676,141,0
290378,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,22,0,0,3,0,1,12,10,2
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,37,1,0,0,,,0,28159,41716,34227,36099,45109,86243,119146,119111,133585
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",35,0,0,0,0,0,0,0,0,0,,1,11,4,4,1,2,0,0,0,,,28886,24613,34294,42222,38555,7852,0,0,0,0
290712,Cresols and their salts,0,0,0,0,0,0,32,12,0,0,,0,0,0,0,0,0,0,0,0,,,24312,24134,23355,19582,17918,22708,29953,33939,44946,43774
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,39,0,,31016,18223,10403,7067,1944,3588,3295,2427,591,1016,,0,0,0,0,0,0,0,0,50,2
30239,"Fresh or chilled tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, ...""",0,0,0,0,0,0,0,0,0,0,,3867,690,881,68,8,43,232,822,231,303,,17,13,0,0,0,0,0,0,0,0
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,60,61,190,1146,124,55,1133,600,364,91,,0,0,0,0,0,0,0,0,0,0
30253,"Fresh or chilled coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,23,2,0,,,0,0,0,0,0,0,0,0,0,0
30326,"Frozen eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,20,0,0,1,679,35,35,155,1709,,0,0,0,0,0,0,5,5,1,3
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",0,0,0,0,0,0,0,0,0,0,,7568,521,373,7,145,763,156,150,76,279,,0,1,0,0,0,0,0,7,2,2
30359,"Frozen anchovies """"Engraulis spp."""", Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,21284,35373,25559,59351,,0,0,0,0,0,0,0,0,0,160
30371,"Frozen sardines Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella spp."""" and brisling ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,71,53,13,816,,0,287,350,343,455,457,638,167,15,43
30390,Frozen fish livers and roes,0,0,0,0,0,0,0,0,0,0,,1043,112,287,283,423,572,0,0,0,,,0,3,2,0,0,0,0,0,0,0
30429,Frozen fish fillets (excluding swordfish and toothfish),1471,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1536,0,0,0,0,0,0,0,0,0
30442,"Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""",0,0,0,0,0,0,0,0,0,0,,914,1525,0,6016,0,0,0,122,2,3,,0,0,0,0,0,0,0,0,4,0
10130,Live asses,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",0,0,0,0,0,0,0,0,0,0,,0,0,368,833,544,461,563,484,209,63,,1308,3272,3758,3546,3024,2586,4057,2800,2964,3764
10633,"Live ostriches, and emus [Dromaius novaehollandiae]",0,0,0,0,0,0,0,0,0,0,,0,13,0,0,0,26,0,0,0,32,,0,0,0,0,0,0,0,0,0,0
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,9,13,11,10,8,59,121,5,4,,,330,0,0,0,0,29,0,0,0,0
20430,Frozen lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,67,349,372,0,0,0,21,13,0,0
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,27,20,0,,,0,283,737,714,779,1814,1066,1477,335,308
20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
20610,Fresh or chilled edible offal of bovine animals,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,17,36,1,37,0,,,0,0,0,0,0,13,13,0,34,122
20742,"Frozen domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,21,35,0,0,11,,0,0,0,0,51,130,341,343,103,213
21012,"Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,0,0,0,0,0,0,0,0,0,,5,0,0,1,23,37,54,0,0,1,,0,0,0,0,0,0,0,0,0,0
30571,"Shark fins, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,20,295,5,8,0,113,0,307,226,2900,,0,0,0,0,0,0,0,0,0,0
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",0,0,0,0,0,0,0,0,0,0,,13556,10482,13506,10983,6190,5627,5592,2241,2855,46,,415,1,0,0,0,7,0,24,0,0
30613,"Frozen shrimps and prawns, whether in shell or not, incl. shrimps and prawns in shell, cooked ...",2041,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5406,0,0,0,0,0,0,0,0,0
30625,"Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, live, fresh, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,135,0,0,0,0,0
30694,"Norway lobsters """"Nephrops norvegicus"""", whether in shell or not, dried, salted, smoked or ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,255,0,0,0,0
30711,"Oysters, even in shell, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,16,85,3,10,20,56,32,406,3808,4480,,0,0,0,0,0,0,0,0,0,0
30719,"Oysters, smoked, frozen, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,792,493,3,645,62,508,975,219,0,4,,0,0,0,0,0,0,0,0,0,133
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,766,124,0,44,0,0,1,23,,0,0,0,0,0,0,0,0,0,0
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",0,0,0,0,0,0,0,0,2,0,,67129,46745,39341,29219,15247,9718,13359,12805,15279,6706,,251,111,158,950,291,37,152,22,140,0
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,40,608,118,184,447,555,1668,1062,47,,16923,19641,26813,19698,17756,20952,12780,14317,22364,16604
40700,"Birds' eggs, in shell, fresh, preserved or cooked",19,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,922,0,0,0,0,0,0,0,0,0
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,0,,0,0,26,40,364,155,40,471,328,2,,0,0,0,14,32,0,103,0,34,0
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",0,0,0,0,0,0,0,0,0,0,,2,0,11,0,12,159,141,168,0,16,,0,1,0,0,0,0,0,0,0,66
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,0,0,0,0,0,0,0,0,0,,25,4,10,41,68,91,26,5,8,14,,45,80,18,65,29,127,41,151,104,172
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,3226,3540,3639,3222,3409,3215,3335,2480,2139,1315,,4,3,0,0,0,0,0,1,0,0
60499,"Foliage, branches and other parts of plants, without flowers or flower buds, grasses, for bouquets ...",210,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,848,0,0,0,0,0,0,0,0,0
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,411,1368,1209,813,174,113,458,559,691,736,,3,3,0,0,0,4,0,0,0,0
70420,"Brussels sprouts, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,193,,0,0,0,0,0,0,0,0,0,0
70511,Fresh or chilled cabbage lettuce,0,0,0,0,0,0,0,0,0,0,,15,54,0,110,53,157,403,134,23,902,,0,0,0,0,0,0,5,0,0,0
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,0,0,0,0,0,0,0,0,0,,41,109,15,51,15,26,140,43,201,261,,0,0,0,0,0,2,1,0,0,0
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,0,0,0,0,0,0,0,0,0,,340,632,805,150,165,525,225,274,576,1034,,3,1,0,3,1,0,0,0,4,0
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",0,0,0,0,0,0,0,0,0,0,,7699,9132,10378,3270,13589,15277,14475,17967,20234,40799,,25,2,1,4,5,21,40,89,54,77
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,0,,3431,4071,5915,2633,3173,1319,1303,1290,718,11,,166,0,9,10,28,19,123,513,175,184
71333,"Dried, shelled kidney beans """"Phaseolus vulgaris"""", whether or not skinned or split""""",137,0,0,0,0,0,0,0,0,0,,16,9,4,37,255,51,841,229,219,124,,88642,114172,105973,97710,82184,89934,100362,104496,103728,144149
71334,"Dried, shelled bambara beans """"Vigna subterranea or Voandzeia subterranea"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,,0,244055,380204,519851,616259,281572,204268,310125,303548,514131
100119,Durum wheat (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,2867,9,0,8,0,1400,1,395,723,,0,0,0,0,0,0,0,0,0,1
100200,Rye,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
100390,Barley (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,21,1736,,0,228,509,1235,29412,51349,20597,63759,18273,6801
100590,Maize (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,1932,1530,22380,10722,10607,12820,39971,49967,120966,61714,,1710,11694,6269,16380,40755,26230,15188,76010,64323,13466
90812,"Nutmeg, crushed or ground",0,0,0,1,0,0,0,0,0,0,,9868,11603,11797,10456,8639,11055,10817,12394,16940,6637,,0,111,5,5,0,51,310,392,359,1340
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,8,0,0,0,6,0,15,0,11,9,,0,5790,10139,11760,9897,17768,19679,29755,24066,34246
90830,Cardamoms,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5906,0,0,0,0,0,0,0,0,0
90931,"Cumin seeds, neither crushed nor ground",0,0,0,0,0,0,67,0,0,0,,213,81,224,49,100,77,53,0,32,85,,0,1699,1027,6254,6566,11265,4654,5617,12872,11193
80290,"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...",0,0,198,191,198,106,68,0,0,0,,154,640,716,6374,3476,118,9150,3547,4170,17698,,70231,121317,104795,67317,36930,15251,12830,477,1733,2960
80420,Fresh or dried figs,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,1,1,9,69,,13423,67702,67242,77789,59675,101231,81484,96147,135355,163802
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,198,327,409,418,119,82,205,283,407,331,,0,0,0,0,0,0,0,0,0,0
80920,Fresh cherries,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1070,0,0,0,0,0,0,0,0,0
80929,Fresh cherries (excluding sour cherries),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,37,,0,188,576,465,630,980,1588,2164,2109,4618
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,15,0,0,0,0,1,0,53
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,15,48,0,8,37,16,18,55,6,0
81320,Dried prunes,6,0,0,0,0,0,0,0,0,0,,126,114,0,5,1,3,0,9,10,1196,,729,951,857,1593,894,1263,1280,1423,1145,1268
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,464,62,78,69,117,321,138,113,1002,266
151110,Crude palm oil,252,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,58,0,0,0,,,6197200,4884715,5319597,4574502,3666718,4574632,4004944,3561007,4936263,8317254
151411,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,157,418,278,,93719,29705,210305,232899,308351,255937,164444,26554,50183,75459
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,6,,51,50,22,25,19,55,122,92,48,69
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",0,0,0,0,0,0,0,0,0,0,,3959,4361,4866,4801,3541,4410,5211,5213,4997,5224,,466,6423,6419,815,981,1232,981,5026,1952,1634
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,0,0,0,0,0,,34,41,47,30,50,237,25,20,4,1,,6,19,0,0,0,4,0,2,0,5
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,0,62,0,65,2,338,623,1156,770,282,,0,0,0,0,0,0,1,0,0,20
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",0,0,0,0,0,0,0,0,0,0,,13813,12749,22501,848,9673,722,4666,2656,2699,335,,0,7,0,0,0,0,0,0,0,0
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",0,0,0,0,0,0,0,0,0,0,,32151,27748,35523,8232,15774,8957,13577,12140,11691,4817,,0,36,0,0,1,42,22,0,0,0
170114,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter (excluding ...",0,0,0,0,0,0,0,0,0,0,,250,4120,47,3,1,9,7220,93,26,233,,0,361919,541880,480972,918678,1051489,573258,299937,631807,165983
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,60,,313,163,232,154,117,207,605,412,463,789
190211,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs",0,0,0,0,0,0,0,0,0,0,,455,469,1443,575,657,747,919,1230,1563,2009,,45,0,0,0,3,2,1,2,2,2
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",0,14,0,0,0,3,0,0,0,0,,1070,722,283,159,161,170,172,572,398,2640,,315,750,328,109,26,19,14,182,196,47
190520,"Gingerbread and the like, whether or not containing cocoa",0,0,0,0,0,0,0,0,0,0,,108,52,18,32,6,29,9,23,8,270,,63,116,35,0,5,3,55,34,45,56
200410,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",22,0,0,0,0,0,0,0,0,0,,938,1472,1054,780,3144,1434,6384,9885,6814,1772,,7293,5824,697,139,232,78,109,60,15,22
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",0,0,0,0,0,0,0,0,0,0,,205,975,520,598,903,1476,2712,8292,13408,8849,,1210,704,2066,2620,1398,2019,3441,3410,4338,4522
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,21,6,28,11,16,40,2,36,128,35,,348,217,344,223,79,33,69,8,14,160
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",4,0,0,0,0,0,102,116,0,0,,15391,27471,25899,21335,27588,26411,27050,29867,29450,17167,,23155,30694,30152,25282,27126,31355,41918,45264,25136,42070
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,11,0,0,25,63,357,,1717,1281,1484,14014,26387,79737,177673,500889,3691,3786
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,10,0,0,0,,0,0,0,0,0,0,0,0,0,,,12977,21356,13085,5059,68602,50113,27991,51954,71389,69926
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",0,0,0,0,0,0,0,0,0,0,,4157,3221,3934,5657,7102,9761,18912,17923,17715,8181,,8893,9734,10817,11469,11292,12039,12335,12649,9954,16016
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,17,49,42,56,,,2227,7946,4244,5695,4345,6022,4776,8759,6247,5972
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,0,0,0,0,0,0,0,0,0,0,,10,2,1,0,3,35,67,29,105,16,,913,1109,1256,1528,2795,2669,2848,2107,1717,2097
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",34,0,9,0,1,0,0,0,11,0,,460,2518,2520,2669,2113,2832,1496,1633,2016,296,,13620,10269,17521,16569,15229,10963,9186,6857,7583,10232
281520,"Potassium hydroxide """"caustic potash""""""""",0,0,0,0,0,0,0,0,0,0,,1,2,54,25,0,10,41,66,64,269,,20928,52493,21514,18203,13827,12365,14873,9915,9869,14239
281700,Zinc oxide; zinc peroxide,0,0,0,0,0,0,106,0,2,0,,4726,3718,7879,8148,8187,17945,25564,32758,39436,37736,,8674,10829,14309,10914,8221,11870,18382,18287,13983,19154
