Product code,Product label,United States of America's imports from Saudi Arabia-Value in 2012,United States of America's imports from Saudi Arabia-Value in 2013,United States of America's imports from Saudi Arabia-Value in 2014,United States of America's imports from Saudi Arabia-Value in 2015,United States of America's imports from Saudi Arabia-Value in 2016,United States of America's imports from Saudi Arabia-Value in 2017,United States of America's imports from Saudi Arabia-Value in 2018,United States of America's imports from Saudi Arabia-Value in 2019,United States of America's imports from Saudi Arabia-Value in 2020,United States of America's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
540251,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,32,0,364,315,,372,369,1045,944,485,738,1684,1360,911,634
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,29,0,0,0,0,0,0,,3194,3585,4051,3776,3177,3837,4827,5809,6550,5486
540412,Polypropylene monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm ...,0,0,0,0,0,0,0,0,0,0,,161,3660,1154,0,1425,305,0,0,0,10,,4506,3847,3444,3932,2451,3313,3083,8664,8554,11029
540742,"Woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,144,0,0,41,4,0,17,0,0,0,,18817,24828,19597,18820,17780,16332,20286,17835,18104,20479
540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,124,50,0,11,42,20,160,0,0,0,,73911,90844,97251,109564,89580,88529,90968,76666,63029,66601
540773,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,30,0,0,0,0,50,0,0,0,,40665,38842,40822,48410,33756,24045,27601,33739,29387,39116
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,39,,4389,5118,3511,3775,2173,2878,2289,2039,1531,1398
540792,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15174,17869,18317,15486,15596,14407,14900,15548,9753,10864
540810,"Woven fabrics of high-tenacity viscose yarn, incl. monofilament of >= 67 decitex and a maximum ...",0,0,0,0,0,0,0,0,0,0,,0,99,0,2,14,1,0,0,0,0,,1183,1538,1441,816,614,580,5544,591,150,431
540823,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,1794,1434,2970,2785,2775,2663,3282,3047,708,897
540834,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,43,0,0,0,,1511,1715,1699,2393,1719,1958,1761,1293,502,829
550490,"Artificial staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",0,0,0,0,0,0,0,0,0,0,,29,0,82,87,137,0,0,0,47,0,,11071,6864,6832,7540,3809,5589,9231,5927,4998,6408
550640,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,76,,0,0,0,0,0,27,1,4,69,4
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13025,14319,17935,18233,17048,11757,12538,8841,4985,6318
550953,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11637,19557,20683,19349,16211,15390,12210,7832,5233,9747
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,352,372,292,382,531,291,221,349,677,612
551311,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,471,66,73,11,11,5,0,0,0,0,,7314,8000,7353,7340,5568,4276,4222,6048,6845,6696
551412,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4337,3829,6317,3913,3666,3632,4232,2628,3004,1889
551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,275,0,142,1197,1380,613,32,352,233,0,,5014,4473,5315,5718,5413,5892,7418,5473,3132,4118
551422,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,30,0,0,0,0,0,0,0,0,0,,2022,2443,2209,2966,2548,2312,1873,1736,1571,1350
551449,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,5673,2019,534,467,58,6,96,162,0,1,,256,338,242,361,432,644,212,143,85,121
551622,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3964,3729,4587,4839,3887,4417,2800,2682,1432,2072
560122,"Wadding of man-made fibres and articles thereof (excluding sanitary towels and tampons, napkins ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,38,48,123,211,62,85,213,,8257,11250,14746,9275,8406,8802,12209,12394,53244,44187
560393,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 ...",0,0,0,0,0,0,0,2,54,0,,0,0,229,447,341,3251,4785,10725,10406,8532,,63054,85931,97765,91965,92080,93106,96671,120315,118496,152828
560749,"Twine, cordage, ropes and cables of polyethylene or polypropylene, whether or not plaited or ...",0,0,5,0,0,0,0,0,0,0,,54,0,36,8,84,411,633,650,456,535,,82604,81622,85918,91277,81574,87495,101225,89677,84400,102742
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, ...",0,0,0,0,0,0,0,0,0,0,,1099,0,0,11,0,0,0,0,0,0,,11506,12938,10613,10574,15288,11135,15665,19146,13918,15105
252620,"Natural steatite and talc, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,300,622,415,485,573,477,268,307,227,265,,72922,65679,72768,77134,98632,96824,97426,84681,75457,101881
252921,Fluorspar containing by weight <= 97% calcium fluoride,0,0,0,0,0,0,0,0,0,0,,1794,975,0,0,0,243,786,0,0,0,,13925,12989,22352,11865,12867,16688,19997,17393,9733,8943
252930,"Leucite, nepheline and nepheline syenite",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,59230,79011,83758,81414,88474,99378,93020,92243,95101,100327
253010,"Vermiculite, perlite and chlorites, unexpanded",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,27,7,0,0,0,,43566,37331,34583,28798,34332,33106,40046,36453,40066,40151
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,4161,3712,3620,6838,4119,3991,4399,2098,1493,1273
260300,Copper ores and concentrates,0,0,0,0,0,19,0,0,0,0,,11399,71435,69170,84453,113836,177364,457934,381136,472944,673809,,104890,88808,95059,80281,155555,100286,144040,153450,45484,104430
260800,Zinc ores and concentrates,0,0,0,0,0,0,0,0,0,0,,27225,48777,38236,37328,20837,15272,81903,28909,52487,52939,,14438,6277,5,48,13,15055,15,7,4366,15292
262011,Hard zinc spelter,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,57,0,34,384,,5828,1581,26,0,393,344,31,21,0,0
262030,"Slag, ash and residues containing mainly copper",0,84,0,272,0,287,434,494,0,0,,0,0,0,94,160,13,386,0,0,0,,6433,5100,5184,5850,3408,7592,6236,5448,4951,7273
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,0,,0,0,1106,13679,110,85,0,0,0,0,,14882,14390,18274,15881,16343,12100,13121,21008,24065,25287
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,43,6,13,111,74,0,160,219
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,0,0,0,0,,703502,577845,674218,640437,487723,527993,363547,373243,175623,280125
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8351,6655,14275,9477,6298,3600,3368,665,934,4602
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",0,16,0,0,0,0,0,0,0,0,,58,116,210,46,1,7,170,0,0,0,,131491,132332,144763,134417,130924,138147,161657,166958,137546,210187
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,0,0,0,0,0,0,0,0,0,0,,2013,1348,1931,1219,111,74,147,285,72,97,,236522,195119,199602,197891,162039,174852,127139,142650,172352,205072
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,17,2,13,10,0,39,0,,163421,182537,201826,246937,280147,251009,341551,515143,544500,728668
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,0,,2673,8312,6212,3456,2059,3601,1574,1937,2524,4642,,61876,66708,71790,65313,84218,111878,165431,169744,131809,135112
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,479,859,209,320,1000,497,232,207,150,162
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4861,4438,5522,5488,3610,4388,3818,2928,2648,3371
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,229,411,489,575,527,315,186,311,203,159
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,0,0,0,0,,51878,64838,40798,33199,24547,2533,2140,1623,1101,1207
380120,Colloidal or semi-colloidal graphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,75,,1841,1293,1592,1521,1284,1661,4986,3440,1421,3209
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6595,5535,5986,3791,3455,2514,3084,5758,2457,1817
380630,Ester gums,0,0,0,0,0,0,0,0,0,0,,0,0,0,171,5,0,0,0,14,0,,21580,21862,24422,24589,22722,24355,22039,20955,17330,25925
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",0,0,0,0,0,0,0,0,0,0,,595,625,533,998,31,1,18,0,343,34,,36278,23337,19930,16974,14763,15899,13964,12890,12255,20265
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,0,0,0,0,0,0,0,0,0,0,,5299,382,3568,3094,2592,1210,87306,2203,962,1962,,89152,103771,102096,87164,83042,80947,98958,81956,71543,103783
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",3,0,3,0,0,0,0,0,4,0,,885,1313,1170,3214,771,871,2961,3047,1899,3448,,194070,170975,143406,155255,147077,131715,156392,158731,158026,208089
80440,Fresh or dried avocados,0,0,0,0,0,0,0,0,0,0,,43,45,0,21,139,191,94,28,0,0,,913751,1141822,1603046,1703496,1992886,2727914,2448390,2863791,2540264,3138786
80620,Dried grapes,0,0,0,0,0,0,0,0,0,0,,4562,5552,5170,5836,460,478,316,6,8,0,,34217,36567,28002,45519,35110,33182,87502,42510,30720,36733
80921,"Fresh sour cherries """"Prunus cerasus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,49,83,41,8,0,0,0,,6113,5854,7543,1046,643,68,1930,209,100,32
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,0,0,0,70,7,17,71,0,0,0,,153633,136588,166952,232494,220647,182660,177092,234596,314764,402372
81290,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,0,0,0,0,0,,3260,2781,2419,4790,4073,4300,4939,6963,4762,6752
81350,Mixtures of nuts or dried fruits,0,0,0,0,0,0,0,0,0,0,,56,67,0,39,37,32,4,0,7,10,,9465,13803,9952,8912,6181,5986,5559,5891,6465,10519
382430,Non-agglomerated metal carbides mixed together or with metallic binders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,131,52,22,0,0,,100793,103404,125794,70434,42035,84562,96002,66562,22415,54685
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,0,0,0,,0,0,27,78,32,42,28,12,0,0,,190,295,199,306,190,168,179,242,187,238
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",0,0,0,0,0,0,158,528,104,0,,0,0,0,0,27413,11879,75995,76119,14698,23232,,430575,414096,359009,326718,330588,424306,461065,447814,341511,507887
390311,"Expansible polystyrene, in primary forms",0,0,0,0,0,0,0,0,0,0,,1021,1056,1952,2510,7884,10441,31464,16701,16559,34335,,385048,404967,461148,367429,316377,375209,421987,356227,297193,470576
390422,"Plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,0,0,0,0,0,0,0,0,0,,586,1187,4257,2350,2402,2773,4184,7008,4471,7887,,66476,70155,70635,68508,69406,63968,55587,50087,45261,68671
390521,"Vinyl acetate copolymers, in aqueous dispersion",0,0,0,0,0,0,0,0,0,0,,4057,3937,2674,2420,2379,2038,4196,3086,2321,1666,,23897,29369,24457,22080,22195,21593,28741,29901,32378,42210
390530,"Poly""""vinyl alcohol"""", in primary forms, whether or not containing unhydrolyzed acetate groups""""",0,0,0,0,0,0,0,0,0,0,,58,142,0,2,0,6,0,0,0,0,,95094,101819,101601,108792,93644,100961,104588,104409,105282,122496
400829,"Rods, tubes and profile shapes, of non-cellular rubber",0,0,0,0,0,0,0,0,0,0,,631,1483,564,688,688,7936,1098,1097,1731,1954,,53621,39203,35498,37979,38525,41702,37376,34711,28567,37256
400911,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",0,0,0,0,0,0,0,0,0,0,,493,2226,4941,3367,709,397,763,421,89,1,,141492,151615,154661,174279,163776,162408,172467,139029,113510,149146
410229,"Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,223,30,59,710,328,61,204,3983,6896,499,,64,67,50,46,28,28,44,21,44,34
410419,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the wet state """"incl. wet-blue"""", ...""",0,0,0,0,0,0,0,0,0,0,,462,754,1511,2233,1795,4521,2556,1722,1053,887,,2351,4193,2368,968,1420,1295,1343,1041,571,893
410632,"Hides and skins of swine, in the dry state (crust), without wool on, whether or not split (excluding ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,420,396,305,540,536,229,54,19,16,9
410712,"Grain splits leather """"incl. parchment-dressed leather"""", of the whole hides and skins of ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,113,0,0,0,0,,108625,117410,119511,109864,143386,160480,135794,106800,82765,113920
410791,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the portions, strips ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,50743,46425,43202,37892,41033,41832,36850,27088,22278,31615
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",0,0,0,0,0,0,0,0,0,0,,2215,663,2149,774,275,103,0,139,927,892,,30239,32660,21326,15150,9907,9102,10045,9023,4050,5665
411330,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,9110,11805,12568,10096,8729,6551,8059,7365,3786,4931
411390,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,0,0,50,0,0,0,0,0,0,0,,17040,13361,13641,11926,13093,13299,12928,16129,9461,13228
420100,"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...",0,0,23,0,1,0,0,0,0,0,,0,0,28,2,10,67,3,0,0,3,,408953,411074,436171,485770,510951,533990,534558,517935,525691,767401
420212,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",1,0,0,0,0,0,0,0,12,0,,424,361,249,1378,550,528,1083,4,12,119,,1001509,1032578,1070804,1137985,1095075,1214609,1347907,1166504,641638,1031814
420299,"Travelling-bags, shopping or tool bags, jewellery boxes, cutlery cases and similar, with outer ...",0,0,3,0,0,0,0,0,2,0,,99,27,0,82,382,473,115,29,0,0,,464461,523557,647052,391714,254258,201347,196054,175260,165290,184498
420340,"Clothing accessories of leather or composition leather (excluding gloves, mittens and mitts, ...",0,0,0,0,0,0,0,6,0,0,,0,0,0,1,50,83,32,0,0,0,,8255,7629,9153,9593,9270,10815,11898,11250,10442,15467
430230,"Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,,2801,2932,3046,2232,1881,1513,1684,1329,1126,1212
440310,"Wood in the rough, treated with paint, stains, creosote or other preservatives (excluding rough-cut ...",0,0,0,0,0,0,0,0,0,0,,455,184,0,53,3,19,0,0,0,0,,71022,74464,73229,58817,48125,46527,37665,0,0,0
440312,"Wood in the rough, treated with paint, stains, creosote or other preservatives, non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,426,405,313,560
440322,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is <15 cm, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,625,675,181,273
440324,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,249,16112,33272,43077
440396,"Birch """"Betula spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,0,0,0,0,0,0,149,194,471,310
440692,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,905,2203,3150,3103
440721,"Mahogany """"Swietenia spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not ...""",0,37,0,0,0,0,0,0,0,0,,0,48,0,0,6,418,374,150,0,0,,22268,23941,23990,25548,20985,12752,10474,7473,7465,9922
440726,"White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, ...",0,0,0,0,0,0,0,0,0,0,,0,153,71,47,868,317,648,0,18,0,,150,27,0,0,0,0,0,0,0,0
440728,"Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,0,0,0,,844,595,437,855,945,935,517,593,946,1246
440792,"Beech """"Fagus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,57,25,37,11,0,0,0,,23772,28007,32815,37436,36872,37965,39209,36738,33835,48588
440839,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,62,0,0,0,0,0,0,0,0,0,,37884,31526,33997,36100,33405,31566,37466,30611,22931,22633
440921,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ...""",0,0,0,0,0,0,0,0,0,0,,39,0,32,110,754,633,200,50,23,83,,2806,1684,3394,3392,2707,1881,1539,123,943,208
441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances ...",0,0,0,0,0,0,0,0,0,0,,3019,575,1068,3558,650,414,17,0,0,0,,206157,238870,270164,273378,308581,323181,314829,346126,306725,336267
441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",0,0,0,0,0,0,0,0,0,0,,518,241,570,485,379,3285,2880,2134,1830,1823,,2325,3075,1991,1846,1636,1936,1183,1951,1471,3710
441239,"Plywood consisting solely of sheets of wood <= 6 mm thick (excluding of bamboo, plywood of ...",0,0,0,0,0,0,0,0,0,0,,2995,1627,1378,1943,1806,3424,4629,3186,1318,49,,177564,238454,276769,385771,468089,618731,1010257,644771,736539,1243630
441879,"Flooring panels, assembled, of wood (excluding multilayer panels and flooring panels for mosaic ...",0,0,0,0,0,0,0,0,0,0,,35,121,453,2774,376,374,1134,248,103,53,,31101,34713,29241,17446,23068,37159,43206,49857,39028,42113
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,249680,193428,93759,54310,54525
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,37994,37470,32952,45568,76595
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",0,0,7,0,0,0,0,19,0,0,,0,0,0,6,8,8,0,0,8,0,,192926,203014,221139,278031,291453,309623,349386,376977,345282,515089
442199,"Articles of wood, n.e.s.",0,0,0,0,0,0,0,7,0,0,,0,0,0,0,0,0,0,0,0,52,,0,0,0,0,0,948318,1199646,1127240,1302199,1897019
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,54,81,241,669,115,0,0,,50,120,30,84,123,503,417,1093,763,1785
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",0,0,0,0,0,0,0,0,0,0,,0,49,1041,1048,1682,1657,2025,1722,1124,576,,81642,88219,73611,70993,67743,89700,94735,96490,100805,115754
450490,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",0,0,0,0,0,0,0,0,0,0,,48,125,0,326,350,946,1129,106,6,0,,20100,19946,19892,22916,21021,22570,20917,18348,16782,20645
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,595,599,691,619,612,669,675,811,1226,1371
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",0,0,0,0,0,0,0,0,3,0,,0,0,0,0,69,22,133,0,0,7,,60090,58300,54133,57461,50519,49425,47493,43504,47885,63701
470311,"Unbleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,57546,62354,84786,80489,84816,93934,101308,83101,69967,102294
480256,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,74,20,28,0,24,0,0,,519982,637785,827822,613813,457610,380841,401000,508939,363884,468047
480258,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,0,49,0,6,50,119,3,0,12,7,,27865,28146,27589,32509,29176,30027,31898,38311,33367,41810
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,18,38,347,0,0,88,,40618,50871,45066,48380,49458,57648,57293,60915,51556,54056
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",0,0,0,0,0,0,0,0,0,0,,39092,45654,51115,59230,57821,22731,22036,27844,43332,19674,,51027,73251,70948,66172,59254,82769,91284,82804,76725,86966
480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,54,0,232,24,39,32,3285,,149999,163367,170040,140244,66595,81391,104851,88836,74798,116967
480630,"Tracing papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,19,18,0,0,0,0,0,,7845,8935,4380,5162,6274,4066,4077,4164,3167,4983
480920,"Self-copy paper, whether or not printed, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,1955,1308,1386,938,348,44,308,416,65,13,,9025,12177,12702,12102,12111,10841,9803,7605,5072,9867
481032,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,3,0,0,0,0,,1269,1631,2689,6847,6394,8900,8555,4677,6589,7177
940610,"Prefabricated buildings of wood, whether or not complete or already assembled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3502,,0,0,0,0,0,108607,116407,144345,115659,158991
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",0,0,0,0,0,34,25,0,6,0,,1898,5021,1119,2604,4363,2267,6794,5,0,5,,11546318,11742799,12788811,14236048,14596371,14969707,14744931,15288252,14352993,19680481
950430,"Games with screens, flipper and other games, operated by coins, banknotes, bank cards, tokens ...",0,0,7,3,0,0,0,0,0,0,,420,111,172,11,601,34,19,0,0,0,,607052,599725,657008,646068,734232,766986,864983,764858,368309,536925
950611,"Skis, for winter sports",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,145356,130832,136533,149687,118617,133841,142757,166368,146265,197494
950670,"Ice skates and roller skates, incl. skating boots with skates or rollers attached",0,0,0,0,0,0,0,0,0,0,,0,78,0,0,9,0,29,0,0,0,,112714,97785,116697,132030,127523,134889,112279,109959,133434,242725
950710,Fishing rods,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,146018,165278,176328,162982,169307,186303,205286,204971,225416,324277
960330,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics",0,8,0,0,0,0,0,0,0,0,,0,0,0,2,41,19,13,0,0,0,,284940,307584,340257,399379,469661,452030,456060,368745,334228,395419
