Product code,Product label,Viet Nam's imports from China-Value in 2012,Viet Nam's imports from China-Value in 2013,Viet Nam's imports from China-Value in 2014,Viet Nam's imports from China-Value in 2015,Viet Nam's imports from China-Value in 2016,Viet Nam's imports from China-Value in 2017,Viet Nam's imports from China-Value in 2018,Viet Nam's imports from China-Value in 2019,Viet Nam's imports from China-Value in 2020,Viet Nam's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
440910,"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",320,308,259,111,167,231,75,3093,4685,,,28104,34090,28393,18521,16350,13563,10066,10319,20565,17496,,930,790,418,396,315,356,82,3435,4852,1727
440929,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped """"tongued, ...""",1821,849,1242,671,611,724,293,681,3638,,,331664,300210,327314,276672,218035,199362,172432,125600,101564,107595,,3538,2272,2227,1976,1989,3896,4369,2423,5175,14235
441012,"Oriented strand board """"OSB"""", of wood""""",10,6,64,121,16,19,369,3406,1366,,,8065,15810,32433,15275,17746,23389,35306,23212,31829,125577,,507,481,68,381,4908,13341,23959,34150,34865,16083
441871,"Flooring panels for mosaic floors, assembled, of wood",0,0,12,0,0,0,0,0,0,,,221,0,31,308,263,0,0,0,0,0,,1,0,12,1,17,0,0,0,0,
441874,"Flooring panels for mosaic floors, assembled, of wood other than bamboo",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1206,1811,1595,2873,4531,,0,0,0,0,0,0,5,0,0,1973
441890,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...",1110,389,526,638,1348,2040,0,0,0,,,212190,239323,245936,226834,193181,0,0,0,0,0,,3161,1847,3100,3095,3671,3891,0,0,0,
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,0,944,1509,4942,,,0,0,0,0,0,176518,186246,187795,213598,249548,,0,0,0,0,0,0,3165,2709,6597,8578
441919,"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...",0,0,0,0,0,0,101,90,76,,,0,0,0,0,0,170981,192585,188510,205478,261833,,0,0,0,0,0,0,105,101,78,321
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",0,6,0,9,0,0,7,0,1,,,91,190,323,360,594,426,454,216,307,639,,39,13,3,96,13,39,100,103,110,209
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",8,0,3,57,1355,333,439,526,664,,,31527,35398,36725,40915,29454,26722,50113,64838,52591,44393,,9,13,20,58,1357,335,448,557,685,218
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",8,0,125,50,22,98,108,70,146,,,100693,93081,86161,75138,62361,59238,80904,83521,57443,73762,,33,8,152,125,40,107,129,105,258,149
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",23,25,27,45,100,78,174,259,235,,,733861,693711,683883,723458,685137,694470,732777,749185,768007,995780,,23,25,32,54,104,154,212,290,280,634
470610,Pulp of cotton linters,1,1,4,9,2,36,36,13,385,,,112408,89264,102075,92082,88139,115242,106796,100128,84991,95347,,1,1,5,17,2,36,38,13,385,198
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",2,0,1,2,0,2,16,0,0,,,20,18,17,12,30,7,25,122,312,498,,6077,5593,555,1181,3004,5787,20892,18126,18758,18644
470730,"Recovered """"waste and scrap"""" paper or paperboard made mainly of mechanical pulp, e.g. newspapers, ...""",0,0,0,0,0,39,0,0,0,,,0,0,0,0,0,44,0,0,0,0,,6848,5015,10982,10732,14715,21756,18766,7305,13128,30002
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",21,111,0,147,0,227,44,0,1,,,79,358,258,299,164,188,199,150,201,10,,74455,71166,86919,86964,70441,217931,115919,79510,63585,72916
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",3039,5716,4901,4467,3613,4121,4397,3738,2756,,,258086,298226,281986,237518,285220,214963,171919,211498,100986,62676,,11102,18967,22024,19552,18579,17180,21006,20780,14893,18848
480439,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",718,747,712,694,895,1183,913,931,1561,,,21430,61978,52621,75919,95570,61457,34201,24136,24660,29221,,2699,4843,5553,6393,6546,11292,11079,13874,22485,45051
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excluding ...",74,214,105,564,154,170,323,225,370,,,25784,36739,25365,29481,16281,11368,20577,21137,22700,20146,,1467,2052,1726,2108,1603,1685,1642,2244,1410,488
481820,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding ...",21,20,13,34,27,79,86,336,2751,,,223542,384325,571992,784309,631545,715599,776320,967551,762564,526715,,1369,1322,1129,1426,1519,1916,1509,2407,4484,12871
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",30,0,0,3,104,123,99,149,218,,,78509,97345,120365,160623,150262,162568,221931,281564,181399,154947,,75,54,48,66,283,291,317,229,266,2203
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...",243,205,340,461,550,671,950,1388,1087,,,924606,992543,1022571,1108865,1096589,1176799,1302447,1335494,1042871,1097898,,668,1128,924,1059,1928,2265,2957,2906,2306,18755
482110,"Paper or paperboard labels of all kinds, printed",27778,35585,39220,50851,65523,101752,89165,102878,111519,,,466719,522210,565205,570899,551050,598246,640052,635821,638380,831400,,88628,101896,107962,125954,147921,205148,182154,194347,193834,274272
490191,"Dictionaries and encyclopaedias, and serial instalments thereof",196,194,33,22,26,0,0,59,43,,,11891,15377,6035,6380,4150,2736,2870,3903,2859,4671,,328,272,359,449,243,251,263,235,562,157
491199,"Printed matter, n.e.s.",1998,3384,4447,7238,3632,46354,2959,3394,6338,,,339961,405880,417152,406003,407187,315648,370110,412832,382689,423743,,9432,12010,21110,54375,17308,71366,12717,17887,22861,39069
500100,Silkworm cocoons suitable for reeling,0,0,3,0,0,0,0,0,0,,,491,650,628,251,272,196,198,143,106,251,,8,268,169,216,47,1,1,0,185,
500500,Yarn spun from silk waste (excluding that put up for retail sale),454,436,42753,500,395,459,633,634,851,,,115746,109475,105684,90099,80455,81427,73938,65005,51752,63911,,481,461,46892,652,396,602,708,773,857,543
500710,Woven fabrics of noil silk,30,398,75,72,48,38,154,191,91,,,5874,8119,8271,3175,2856,1915,1729,1765,1049,2199,,146,487,163,100,127,57,213,268,103,889
500720,Woven fabrics containing >= 85% silk or schappe by weight,2195,2284,2526,2162,1374,935,1156,2887,2260,,,993464,895531,835472,686301,598378,537238,594215,544134,240726,299690,,4910,4779,4795,4735,2259,1285,1642,5629,4513,36757
510130,"Carbonised wool, neither carded nor combed",0,17,118,154,113,479,243,0,210,,,49267,51558,46869,30750,28867,24241,25400,22741,17422,20026,,0,17,118,154,113,577,331,0,210,72
510521,"Wool, combed, in fragments """"open tops""""""""",7,14,98,49,0,164,304,0,0,,,9572,9799,13125,9281,6131,7856,11489,8667,3930,6406,,7,14,112,77,123,445,304,0,0,
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,2751,1396,16066,5489,1528,866,2642,2417,2535,,,39394,28922,46962,24235,35876,28268,33671,20602,17093,16056,,6180,5491,41188,15596,10096,13587,12988,10282,7967,12157
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",647,204,260,1293,4415,2353,1618,2206,1395,,,15624,10595,12166,8713,7471,5637,4653,5569,2382,2713,,1058,928,514,2052,6945,4441,2757,4563,1936,665
520420,"Cotton sewing thread, put up for retail sale",2670,2745,34,4380,3816,3675,1764,500,906,,,12651,17522,17155,12743,10973,9131,8348,10552,11836,11142,,3781,3934,105,5568,5679,5322,3511,2083,2247,801
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",4,4,643,240,1375,3095,6651,5582,1601,,,41979,40368,30441,20487,22713,28571,37142,23458,16804,21422,,219,52,646,379,1642,3565,8835,7667,2099,9885
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",483,60,89,1218,4250,7210,10360,11037,4693,,,26380,32062,27924,20301,30138,51770,74895,99618,85509,125551,,1664,132,105,1218,4277,7227,10602,11170,4748,10474
520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",37,0,0,3,36,1,615,1005,29,,,8347,4075,3822,4679,3738,2058,2708,4030,3142,2226,,89,0,213,141,36,11,623,1005,47,165
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",296,491,466,1798,4506,2694,1381,10240,10482,,,144943,156639,137125,115961,89322,77898,83476,75556,56966,54668,,2239,2423,2220,2263,5198,3085,2405,11227,11266,10415
520547,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,17,71,66,169,666,1011,,,6114,9639,9028,12409,10689,10257,11861,10218,8078,13067,,143,59,66,50,121,109,327,1027,1637,3274
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",1,0,0,0,198,445,714,60,108,,,12222,10354,7912,10720,6368,9519,7095,4215,3579,4416,,1,15,0,0,198,460,726,305,144,31
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",1217,1169,6850,9041,12565,9103,9055,7294,2480,,,10328,9919,15030,13511,13585,13061,15750,18316,18548,19548,,3277,3905,8799,11264,17640,14560,21780,12283,6452,344
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",46,229,71,462,923,1079,1861,1327,1167,,,11233,15421,19261,20341,18428,24451,28655,27690,19450,18800,,155,283,177,529,1326,1150,2210,1609,1269,2575
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",60,526,511,1899,2242,5338,5542,6439,5649,,,216363,277291,368354,373938,348151,307412,342558,337440,237554,273868,,1116,1272,2345,4423,5779,7447,7478,8331,7071,67678
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",1251,4604,4719,2987,1732,324,436,311,918,,,21229,15213,9553,4913,11553,15849,19920,24048,24265,38052,,3080,7549,7678,4884,2474,1093,1684,2726,1968,11544
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",21833,24992,29256,25548,16386,18786,31635,22108,16550,,,107493,123371,72005,53738,34462,37419,34407,14957,10656,13391,,40947,48284,43087,42990,29669,35822,45215,29863,21050,979
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",6,0,24,88,397,101,478,691,824,,,15232,14991,23851,25818,30145,24541,23929,30036,22887,34199,,135,479,395,220,1177,312,1522,1539,1365,4882
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",12173,6854,7788,7888,7893,6770,6132,11051,7730,,,293566,320722,284325,231988,222230,229211,270523,255924,203563,240190,,29728,22940,22932,38089,42919,48260,34185,28247,26700,50243
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,57,52,539,38,278,301,591,508,,,14485,14263,23415,26327,22260,21630,21688,22625,13073,16963,,16,200,161,583,96,328,334,669,551,4741
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",811,225,269,212,4528,1460,18061,13089,952,,,11218,16873,15526,13974,12938,12710,9881,14156,12113,11014,,873,554,783,907,4688,2063,18523,13427,1184,4212
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",1362,2031,474,1528,698,4585,16033,19528,14316,,,91221,129830,151813,184766,219465,198757,213323,352420,253439,276966,,3615,4310,3425,5313,4144,8815,22607,23447,18279,44520
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",66,460,496,1101,1078,803,242,1889,2100,,,10995,58252,92458,91349,174781,51146,56433,55451,53274,67560,,718,1888,2291,2945,2551,2584,1000,3267,2769,16193
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",178,43,57,45,66,224,265,148,83,,,9763,6334,9925,2219,2828,3956,11333,10861,4559,5665,,1443,1122,1125,855,1395,1230,1267,1027,722,384
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,,,198,724,1548,1194,813,1159,1,31,0,0,,0,0,0,0,0,0,0,0,0,27
530610,Single flax yarn,0,0,6,157,2759,4255,3944,7829,4880,,,229437,245112,287044,297647,227905,224832,259756,244564,155094,234329,,0,17,65,157,2761,4272,3947,7867,4881,3661
530620,"Multiple """"folded"""" or cabled flax yarn""""",5,15,17,90,316,142,133,363,1029,,,16635,18250,18422,17383,12168,7988,10277,12523,4060,5519,,115,171,97,181,555,217,313,1527,2139,489
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",54,201,152,66,378,276,270,82,87,,,1656,2445,3686,1772,1626,1710,1556,1906,1413,1481,,425,518,496,347,575,317,361,139,141,343
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,3234,1751,993,2653,2205,2977,5103,6541,4296,,,344813,552137,662033,688518,295242,271992,357610,268819,142736,135498,,3699,2453,1406,3667,4278,4182,5910,7341,5167,7995
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",149,682,718,448,283,606,327,1224,1681,,,52156,50946,60963,68131,62425,72181,55877,51000,40775,54629,,8514,7074,8707,11708,13597,14540,7027,3635,5085,3520
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,601,442,605,529,1130,1546,484,881,607,,,4348,5624,7143,6996,9731,17966,21052,23441,24731,23643,,1143,986,1346,642,1356,2232,785,1499,944,2391
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and ...",2813,3901,5163,6116,5930,5519,6276,5857,1942,,,10859,12575,13956,16423,9894,16841,18271,21162,21970,26818,,5894,5312,6783,8214,7720,8159,10683,14887,10252,7321
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,130,550,487,,,0,0,0,0,0,9709,9752,8741,8270,5843,,0,0,0,0,0,0,1086,823,619,444
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",502,1310,2376,2505,2763,2421,2444,2328,2255,,,56006,61110,69454,79954,83261,53284,75230,85772,93442,148706,,19802,21327,24739,22601,21866,18998,12957,5628,5527,58555
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",86,122,251,1202,891,984,1571,2353,15530,,,19856,20905,16472,11622,12537,12032,11204,9085,4774,6151,,475,433,1065,1981,1301,1632,2284,2861,19320,4014
540761,"Woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. ...",17026,19913,43907,62307,50862,72190,97878,168148,152880,,,1538199,1662373,1792003,1860479,1946626,1980521,2202455,2252455,1732595,1974048,,74062,81988,119200,144954,147664,191853,226008,347818,296628,643190
540771,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",1288,1357,44,184,287,678,1428,1415,1498,,,40359,31512,45734,40013,31847,55522,71726,82689,52032,73537,,1640,1829,363,711,583,3344,2909,3694,5000,12812
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",3058,8033,11530,13949,16430,20854,23142,37031,36639,,,203485,214533,254017,247259,253659,315514,267377,337063,336817,372025,,23635,36914,44987,55776,73432,79096,81487,107848,86304,102950
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",3417,3688,4255,14010,10084,4664,7872,4968,2413,,,24586,38289,21941,26484,30833,20509,19598,44951,79698,167014,,8737,8850,7759,16339,12960,9414,9715,6662,3354,9909
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",5316,5928,6098,6841,6834,7598,10488,10582,9088,,,45737,55317,32383,37773,39277,48317,62888,61877,44264,51199,,17324,21506,24102,22011,18511,17410,25378,20922,15455,20784
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",290,889,2054,57,12321,9560,1541,2013,1021,,,9106,12410,30129,46887,58242,53416,76061,72853,48606,42958,,436,1117,2121,211,12777,10920,2494,3406,2019,5967
550200,Artificial filament tow as specified in Note 1 to chapter 55,43,0,0,0,0,0,0,0,0,,,20587,44799,66495,49904,1402,0,0,0,0,0,,674,0,33908,69046,55907,55120,0,0,0,
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",952,1064,2615,3420,1721,1003,1300,1458,882,,,13821,17145,18132,19984,21451,43907,21568,27846,29877,16237,,9860,13856,16700,19432,14914,9915,13415,10603,8715,9367
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",3,0,0,0,177,1197,924,0,0,,,552,315,748,309,262,147,445,107,177,303,,5,0,0,0,295,1197,1063,88,169,612
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",181,141,411,2829,3341,3734,1115,728,839,,,5943,8952,5173,4064,2353,2314,2039,2365,1840,1720,,5357,5123,7750,10207,11542,11476,6817,5765,3404,772
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",3999,7425,7998,9151,12505,7129,4603,6131,3161,,,12515,8271,7489,17817,17612,12063,10597,11655,9371,14881,,9656,13136,15298,13368,21759,12614,15245,13651,12360,9305
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",706,382,266,803,523,167,687,988,347,,,84326,55555,51469,50804,36916,28704,41469,47388,22652,26250,,1549,1892,1499,2061,2854,1463,2593,2316,849,3498
551090,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that ...",170,167,417,1021,19424,9946,4712,4032,7932,,,67223,88539,73643,88072,108814,100657,123885,120957,116990,172234,,286,336,597,1615,20327,10635,12158,5483,9126,11383
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",324,92,146,6213,3695,896,339,527,750,,,7268,8435,8525,12223,11637,14219,21285,26897,20777,34665,,1901,600,390,6766,4193,1241,1708,1581,1893,12962
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",242,304,4101,228,974,362,571,2284,3250,,,55598,76769,74829,63667,55291,50170,51220,50554,88047,89829,,423,832,5798,1330,1837,2917,1571,6175,8212,29646
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,5,453,1,11,311,1127,6,3009,,,52689,27270,19356,9485,71400,72987,57168,67663,60860,23694,,0,17,465,47,15,349,1178,6,3122,6688
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",491,703,863,674,222,1021,1327,3687,3044,,,194748,241940,230486,209866,217911,233836,235966,242355,144240,175356,,956,892,1163,977,356,1182,1545,3998,3254,2224
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",1169,9466,10213,6540,2302,10869,10123,23417,28293,,,577444,710943,872200,1039465,1003645,1116880,1223270,1312522,1259298,1273355,,2349,10808,10582,9200,2980,11799,10742,24317,29376,62455
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",256,44,203,180,66,5,6,13,6,,,7334,5845,4720,3326,2209,2831,3950,3404,1552,839,,276,59,268,214,66,16,6,35,15,91
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",229,126,337,46,131,359,525,513,208,,,47809,53683,60175,44362,47747,60275,50913,56291,32427,25754,,333,408,596,137,611,956,1249,849,388,2140
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",3993,3829,5609,5995,3918,3279,3614,4207,7921,,,51702,77852,94102,60460,52510,62147,60584,61444,59803,59906,,8880,12194,13144,11867,9312,10688,11507,10320,13104,3610
560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",12400,16584,19202,24216,24216,15090,17281,18298,57740,,,253416,308281,447880,418494,436938,418511,449519,458931,1023030,656478,,27334,43032,57879,71569,69249,54707,74855,79569,126203,156972
560741,"Binder or baler twine, of polyethylene or polypropylene",24,52,73,117,183,95,104,614,322,,,45769,43918,41233,32986,29803,39546,42075,32133,29220,31115,,556,752,495,347,395,275,281,754,451,2976
560890,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up fishing ...",2013,1690,1406,1008,916,2189,1871,1651,1520,,,60870,59298,62427,58331,50551,37128,38744,47108,57055,61873,,4788,4455,4466,7007,3810,5008,4891,3450,3052,2557
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",0,0,0,0,0,3,0,0,1,,,4563,3263,3280,1796,1145,2865,1639,6207,14848,5604,,1,0,0,1,2,190,196,56,2,450
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",19,2,41,59,313,238,218,82,143,,,43570,45574,49606,42215,42056,41146,50075,38548,37252,37427,,306,451,544,346,358,446,282,255,237,79
570500,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""",1443,2313,3332,3345,4772,4376,7367,6528,10389,,,814487,761458,748104,716911,748041,831715,904288,1013887,1147660,1396823,,4056,4512,7445,7726,9445,7273,8834,8246,11897,26390
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",287,239,360,424,559,458,464,1905,1501,,,73251,77106,63978,52059,39558,37106,70359,73694,71066,72450,,476,301,845,506,575,489,574,2086,1707,2079
580640,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive """"bolducs"""", ...""",736,1463,1591,2050,1275,1387,1702,2185,1833,,,4803,3667,4337,4452,4606,4610,4232,4704,4418,3910,,3473,4698,5802,6257,3680,3968,4564,5153,3727,405
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",896,997,1234,1042,1671,2022,1675,4205,3299,,,31661,23092,19717,22657,14733,13497,13067,12019,7174,9066,,2049,2308,2914,2169,3691,3973,3968,5816,5047,10991
590310,"Textile fabrics impregnated, coated, covered or laminated with poly""""vinyl chloride"""" (excluding ...""",32817,39824,43940,43518,41759,51270,69799,84277,91925,,,2265443,2340513,2256136,2053360,1929803,2032275,2197927,2022829,1554480,1885594,,73940,85699,83253,84784,79249,88966,109848,121749,116561,220394
590390,"Textile fabrics impregnated, coated, covered or laminated with plastics other than poly""""vinyl ...""",117325,149263,173171,192735,203817,231682,244262,279121,288684,,,624809,746540,848215,856366,886011,954249,1046123,1084563,885821,1031567,,278744,330078,394620,433319,446937,462830,479621,584514,536214,495605
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",955,1268,1552,1762,1190,785,842,1034,840,,,26946,33086,22368,16607,17159,17464,19673,20738,40468,22811,,1763,2278,2077,2214,1557,1246,1199,1213,992,107
590700,"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ...",9233,14465,12533,14566,19349,25608,29581,49269,47417,,,279610,362278,385963,314897,301625,327954,351230,375522,320188,379916,,66389,70097,54619,50149,59273,74055,87214,123822,104894,38968
591120,"Bolting cloth, whether or not made up",471,353,496,513,684,682,681,684,928,,,24355,24687,28816,27343,28841,32656,37867,41303,43786,57098,,1293,1213,1998,1846,2667,2502,2278,2282,2377,18739
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",379,314,868,665,548,927,942,630,717,,,15958,13924,16898,16702,16169,18149,19532,18981,15404,14055,,714,578,1090,958,1060,1479,1391,1141,1328,1503
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",8705,12406,16951,25008,36815,68727,73423,135959,115312,,,1622449,1845960,2097438,2299174,2185150,2567694,2970437,3132559,2869551,3633059,,27578,35925,36700,41877,51653,85273,97905,164877,136251,590264
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",27,43,1,6,32,268,152,19,0,,,189,332,552,413,90,40,102,97,987,845,,179,115,257,298,479,806,715,71,58,135
600330,"Knitted or crocheted fabrics of synthetic fibres, of a width of <= 30 cm (excluding those ...""",4,46,177,813,904,1026,1200,2222,3051,,,6199,17220,38722,28175,36106,33249,30898,36023,37451,53267,,463,419,715,1294,1572,2830,1918,3049,4050,30702
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",351,683,1061,1549,3569,9034,0,0,0,,,17067,19423,23550,19435,25215,0,0,0,0,0,,1527,3844,4635,8211,8033,15780,0,0,0,
600690,"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding of man-made fibres, cotton, ...""",90650,120383,138909,148540,163152,204978,231300,305929,312651,,,63649,46765,49771,70477,52889,52575,60150,106601,61366,64709,,219725,259121,281692,314531,346603,400148,464298,514601,483516,97653
610220,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",29,20,10,24,62,173,48,258,125,,,229629,154666,112048,406919,275453,72476,54926,49438,40453,61699,,201,81,32,45,123,271,327,454,312,1792
610230,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",71,153,102,80,91,373,468,312,1480,,,443976,386639,474157,506565,488324,402272,491950,573662,422050,533353,,148,334,303,384,319,637,667,595,1687,3830
610439,"Women's or girls' jackets and blazers of textile materials, knitted or crocheted (excluding ...",72,106,63,187,156,116,152,32,16,,,255965,305163,308947,360886,301504,220107,195416,126102,109470,174526,,206,164,151,234,246,234,228,160,85,168
610452,"Women's or girls' skirts and divided skirts of cotton, knitted or crocheted (excluding petticoats)",8,8,18,17,137,16,41,36,152,,,892900,1284605,849907,541856,537977,488640,356493,350035,357345,432446,,41,44,72,56,182,179,113,134,274,3440
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",15,11,10,75,26,90,85,239,194,,,36614,48257,23308,19776,20611,15517,11867,14477,12099,19335,,83,81,93,225,71,220,270,422,226,111
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",1,3,2,1,28,27,29,15,0,,,98259,109643,97871,86132,66826,65003,54512,57562,50423,58484,,3,5,3,2,39,108,205,143,3,555
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",1,0,0,0,1,3,18,28,18,,,445502,485509,538015,567460,514836,478008,504472,426790,411734,542543,,4,1,0,15,44,16,42,76,89,16804
610832,"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excluding ...",3,7,0,3,6,6,22,114,344,,,870035,993342,1208926,1178370,1106050,1127368,1307395,1377782,1488527,1937390,,17,11,7,28,42,55,57,148,388,8760
