Product code,Product label,"China's imports from Korea, Republic of-Value in 2012","China's imports from Korea, Republic of-Value in 2013","China's imports from Korea, Republic of-Value in 2014","China's imports from Korea, Republic of-Value in 2015","China's imports from Korea, Republic of-Value in 2016","China's imports from Korea, Republic of-Value in 2017","China's imports from Korea, Republic of-Value in 2018","China's imports from Korea, Republic of-Value in 2019","China's imports from Korea, Republic of-Value in 2020","China's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ...""",0,55,369,628,0,0,14,44,10,95,,0,54,405,972,2530,3465,4191,4774,4239,3567,,8749,9986,11235,9327,12367,12756,14999,13893,14884,17472
940410,Mattress supports for bed frames (excluding spring interiors for seats),224,363,465,346,384,889,398,205,96,95,,274,181,336,383,223,695,151,190,147,385,,7755,13608,17892,26556,27577,35468,36659,36248,34532,49350
960910,"Pencils and crayons, with leads encased in a rigid sheath",19,57,70,75,137,158,226,173,165,95,,9105,10797,12069,13943,15056,11365,11645,12692,11741,12490,,4173,6598,7089,12804,15458,13911,17465,18951,14908,16067
780110,"Unwrought lead, refined",11044,31,33,25,1872,8437,72684,96272,30718,95,,293727,315241,463054,402045,606554,659255,688679,573551,510227,534747,,14452,1895,687,2040,2698,189956,280957,198380,36865,4137
392111,"Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked ...",1897,692,2652,2705,1729,337,178,354,633,94,,15666,20768,15564,12178,13441,15234,13427,13188,12251,7890,,9808,8948,12511,10953,6184,4730,3847,4690,5132,4016
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",5492,4695,2415,1682,1533,126,64,120,317,94,,27569,47749,46791,17669,44837,66308,62681,75862,58002,15489,,14712,14779,7847,13430,17762,20828,18246,16380,16932,12639
820540,Hand-operated screwdrivers,156,34,27,17,21,32,97,37,77,94,,506,1440,720,476,505,528,814,815,946,659,,15617,11706,11255,15463,18404,16373,18634,17710,16955,18049
731581,Stud-link of iron or steel,770,613,271,536,1007,2942,5744,2374,253,94,,2724,5389,9463,10609,5658,5733,5308,4093,494,2681,,14418,15407,11955,9952,9718,12981,15788,10125,7596,8422
731813,"Screw hooks and screw rings, of iron or steel",395,467,371,247,195,232,303,180,104,93,,795,706,788,411,604,930,1232,1479,1198,1176,,6130,5057,4937,3546,3084,3390,3074,3026,3820,5412
840420,Condensers for steam or other vapour power units,60,11,1330,3,274,0,20,43,37,93,,20123,37910,32898,35544,39442,26766,23286,38892,32373,19450,,688,3865,3514,1896,1704,4687,765,2591,1711,2967
252220,Slaked lime,176,210,166,156,125,91,45,29,46,93,,161,183,132,202,250,173,124,104,121,161,,592,1126,1160,952,1080,1593,1707,2366,4237,3652
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",1005,688,92,255,232,182,69,76,66,92,,6143,10294,14219,12543,8398,14311,11496,13600,62140,53142,,226600,261389,260593,251067,241752,260724,288849,304446,417087,326157
731412,"Endless bands of stainless steel wire, for machinery",154,89,163,81,139,1951,140,46,86,92,,41,607,793,584,816,428,332,344,134,150,,2209,2041,1952,1854,2394,4589,2714,1556,1253,1834
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",457,426,341,229,236,33,70,28,30,92,,151,255,85,181,191,232,143,230,64,128,,19442,16577,9839,8014,4176,3756,4550,3143,1917,2509
911320,"Watch straps, watch bands and watch bracelets, and parts thereof, of base metal, whether or ...",13,2670,16,69,345,754,431,86,137,92,,890,751,499,763,362,184,348,245,226,227,,85909,124715,136121,137588,130796,137932,107460,102342,54732,60175
843930,Machinery for finishing paper or paperboard (excluding calenders),4687,421,662,605,245,4,519,1012,1343,92,,1920,1057,3529,1246,520,710,2466,3072,3631,967,,135446,111627,55773,39952,57336,44252,68057,45119,32907,39603
110430,"Germ of cereals, whole, rolled, flaked or ground",0,1,0,0,0,1,3,3,70,91,,15,25,55,239,135,38,16,28,93,92,,9,31,16,41,12,25,44,30,90,130
901490,"Parts and accessories for compasses and other navigational instruments and appliances, n.e.s.",43,11,13,153,222,338,531,174,144,91,,10488,4713,3759,3602,6661,7424,5452,5555,4968,6411,,27638,35977,60972,112023,117655,42803,44292,51575,37995,41990
830629,"Statuettes and other ornaments, of base metal, not plated with precious metal (excluding works ...",104,222,94,81,396,37,155,447,138,91,,951,574,669,231,252,749,968,656,370,603,,15675,23837,25262,21788,20438,19714,26760,26041,19746,26976
780600,"Articles of lead, n.e.s.",517,638,523,389,664,437,358,212,145,90,,9744,9903,11024,8497,9732,8710,8635,16274,19190,7324,,8020,5929,5820,6646,8612,7342,9437,8276,8196,8303
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",108,111,133,311,306,280,311,173,166,90,,473,43,28,295,193,288,336,155,177,255,,27050,26965,15833,21972,23011,24910,29105,32613,43730,43233
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,4,0,15,32,8,23,96,53,73,90,,29,376,633,566,505,983,1002,896,744,444,,4235,5073,5489,6961,6872,9442,8266,5469,2952,4301
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",645,414,163,221,189,230,77,161,96,89,,2081,2018,2006,2266,2449,1214,1133,932,779,987,,4726,3670,4144,4389,4687,3968,3029,3608,3341,3822
430230,"Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...",427,92,92,58,105,68,9,40,2,89,,602,178,195,213,234,152,47,153,53,226,,6069,5001,3235,1870,789,882,864,578,338,638
853080,"Electrical signalling, safety or traffic control equipment (excluding that for railways or ...",141,251,67,0,0,15,0,41,75,89,,4157,3724,4201,4173,5425,5910,4435,6964,7426,8143,,18361,20136,31676,8304,16625,12676,14699,6375,5243,17285
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",107,104,258,499,343,108,469,217,416,89,,81538,63465,48522,20788,15860,15920,16955,17004,11144,19548,,955,706,824,1872,1386,5516,2649,2405,2891,89
830260,Automatic door closers of base metal,283,357,347,294,571,176,252,225,117,89,,26228,27999,26201,25223,25224,26041,23609,23998,19791,24147,,26716,26566,28104,24599,27602,28124,30110,29346,24528,30403
551229,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, dyed, made of ...",1400,1132,896,358,478,608,522,329,105,89,,7686,5212,3865,2728,1731,1451,1265,6049,1576,786,,26885,45887,43315,40385,41829,48896,49997,40539,43701,65210
252921,Fluorspar containing by weight <= 97% calcium fluoride,0,4,0,0,0,0,1,26,50,88,,2,0,50,42,1,0,1,296,85,146,,17476,17647,17647,16896,10160,20553,67787,87439,79096,76676
550953,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",2689,2185,856,633,397,515,32,52,17,88,,10243,10909,8501,4504,6607,4379,2974,2091,1729,1763,,41898,32799,27853,27666,21567,25611,37848,34787,17893,17047
711790,"Imitation jewellery (excluding jewellery, of base metal, whether or not clad with silver, gold ...",149,148,143,444,265,510,116,182,121,88,,17096,15892,12944,9827,9413,11454,10579,12403,9553,10280,,15449,17916,24747,20416,24642,37592,89477,74128,75274,70385
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",440,51,83,99,214,285,330,311,183,88,,21931,26798,28195,29446,19489,16346,13136,10214,6980,11129,,10621,8532,9897,4615,4712,6670,6021,5956,5645,4941
482370,"Moulded or pressed articles of paper pulp, n.e.s.",317,204,171,152,310,245,84,95,55,87,,327,1363,236,38,96,94,132,19,31,76,,20185,13069,9647,9287,10150,15279,12018,12644,10592,9779
851090,"Parts of electric shavers, hair clippers and hair-removing appliances, with self-contained ...",506,505,477,558,169,53,6,24,66,87,,933,807,737,663,585,474,508,817,985,688,,148043,141457,136099,120200,103599,107701,98222,96324,91745,91656
620422,"Women's or girls' ensembles of cotton (excluding knitted or crocheted, ski overalls and swimwear)",2,744,4,28,12,40,57,18,51,87,,8,128,74,53,33,83,138,271,141,621,,512,1019,269,439,857,542,272,311,580,1521
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",155,237,140,151,84,180,142,115,83,87,,20866,18597,17207,18473,15710,9885,9288,4366,2339,2431,,3890,2387,893,1754,1105,1987,2616,777,990,910
480840,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",21,22,27,41,98,56,56,73,69,86,,1127,1672,1532,1698,1483,1643,1690,646,697,1954,,4417,5414,6202,6920,6067,6995,6685,8321,8024,4645
920290,"Guitars, harps and other string musical instruments (excluding with keyboard and those played ...",59,68,61,20,35,24,44,14,85,86,,14698,10461,7577,7046,5417,4375,3926,2438,1726,2242,,5274,5893,7669,10119,14947,13870,20513,20188,18149,27148
701932,"Thin sheets """"voiles"""" of irregularly laminated glass fibres""""",183,327,165,412,386,205,147,99,95,86,,2337,2283,1891,1722,2487,2283,1727,1439,1488,939,,7385,10176,11556,12460,8128,8012,10894,9106,15519,10368
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,1135,769,1127,841,769,739,606,243,34,85,,7765,8042,8391,7851,5342,4441,3988,3702,2556,2262,,10747,15101,12627,10383,12965,13684,13559,10164,10844,9829
640340,"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather ...",103,132,118,114,132,174,77,299,83,85,,814,922,913,1128,1289,1538,871,766,320,374,,1626,2204,1664,3184,4355,3625,1931,2021,1597,633
550921,Single yarn containing >= 85% polyester staple fibres by weight (excluding sewing thread and ...,1934,1596,535,608,64,346,315,147,96,85,,1969,2331,1674,801,1273,1502,2344,4792,732,2291,,11681,13855,11793,16086,7870,8847,12241,13553,5704,5081
850860,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excluding with self-contained ...",1,32,203,444,3,49,6,23,66,84,,7589,2885,1800,1795,1868,1685,2140,1288,1891,1639,,833,512,580,1019,578,450,492,1109,404,542
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,30,146,269,23,84,,0,0,0,0,0,653,615,1176,2060,973,,0,0,0,0,0,5973,8000,6816,7249,8674
550490,"Artificial staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",424,402,429,648,691,949,558,98,0,84,,714,1640,200,123,592,1657,217,553,129,521,,170924,135694,141845,174983,198314,224013,244201,268751,183027,159594
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),1,1,1151,280,128,1634,173,106,85,84,,5529,12434,10757,8063,5244,7558,4669,4930,4321,4718,,48065,32842,25261,19955,25832,24554,33606,35651,39906,59536
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",351,400,52,165,72,43,45,114,66,84,,20621,14534,18825,10617,10184,7056,3271,2124,1178,1828,,5752,6015,7066,6472,3647,2882,3118,2146,1685,2637
520851,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",218,300,112,132,175,157,127,78,58,84,,1989,1659,1698,1558,1217,1562,976,768,961,1146,,14510,12148,9466,6840,6634,7278,6277,5774,4523,5537
160510,"Crab, prepared or preserved (excluding smoked)",8,102,85,94,338,544,14,29,81,83,,58970,59911,56664,49677,53135,55069,47577,40921,28951,38733,,1207,2611,1252,2483,6597,8330,6457,3468,4139,1370
820570,"Vices, clamps and the like (excluding accessories for and parts of machine tools)",718,510,2136,822,394,656,282,272,181,83,,5461,5433,6883,7833,6378,5959,5954,6125,5961,4373,,12337,18169,17600,18459,13315,11617,8029,8857,5496,5155
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",479,411,454,195,110,310,147,154,71,83,,1299,629,1042,630,1247,897,624,182,107,183,,31133,23285,20057,16311,17298,7714,8525,11106,5295,6462
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",148,105,86,201,102,7,36,66,42,83,,2001,3651,5915,4070,2990,3615,4479,3452,4801,5990,,175311,221307,236427,194422,169851,190898,219624,218344,215876,243504
860800,"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ...",306,187,1178,274,168,379,28,36,29,82,,3254,20944,5011,4841,4944,13122,6899,2377,2540,19923,,36384,23580,25926,29034,34116,27351,26403,70452,28484,13323
481810,Toilet paper in rolls of a width of <= 36 cm,595,533,644,677,573,573,517,324,89,81,,2890,3512,4472,3546,4335,4442,6275,9825,10890,6283,,6952,6517,8891,9192,8659,9804,9135,6568,6950,7773
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",542,1434,888,688,331,310,1059,815,311,81,,5747,11490,17170,21738,27705,51091,38643,35670,44008,46157,,26439,52079,73590,44376,30349,45851,55994,63603,64815,58165
621410,"Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excluding ...",273,337,91,97,82,141,82,93,57,81,,3373,3334,3788,3194,2213,2309,2131,2135,1246,1343,,39020,50936,47091,34691,28821,38112,47252,52127,64971,98655
732189,"Stoves, heaters, grates, fires, wash boilers, braziers and similar domestic appliances, of ...",9,50,40,46,27,3,28,70,34,81,,1178,3458,574,1176,332,384,389,332,222,418,,539,985,669,660,570,933,1446,1074,827,1291
740939,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",327,1155,1114,13,54,135,753,24,18,80,,554,130,482,216,261,2294,5550,2079,1703,4012,,6974,4819,4282,3508,2807,3649,3149,4720,6134,4767
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.",57,193,95,134,55,66,75,51,44,80,,1009,1176,1144,1499,2568,3848,3803,2059,993,1225,,5615,3972,5317,8197,8695,10236,10112,10412,10697,8312
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",36,26,26,26,43,52,41,22,25,80,,386,360,253,129,932,340,551,4693,2191,1843,,12622,7386,6739,8317,8803,7377,8328,8308,14705,17552
852341,"Optical media for the recording of sound or of other phenomena, unrecorded (excluding goods ...",52,17,47,3,8,495,1,10,4,80,,6540,5543,2544,1857,2155,2391,2734,5286,952,1192,,83089,59298,28436,23346,17926,20729,20499,33721,53130,37176
550610,"Staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning",1060,549,904,632,883,253,298,97,75,80,,142,125,141,63,234,1098,1002,901,705,1036,,3436,3898,3854,2644,2884,3202,3008,2831,2507,2645
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",31,536,716,547,572,369,415,503,364,79,,3580,2631,2591,1898,1951,676,1010,885,1138,987,,1984,3208,3182,4309,3722,3357,4622,4188,2226,2699
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,147,79,,383,816,1518,1507,589,915,526,841,886,291,,5566,7105,7447,8543,21496,20442,18708,46251,31852,15898
901090,"Parts and accessories for apparatus and equipment for photographic or cinematographic laboratories, ...",6,8,1735,131,93,193,139,80,69,79,,8802,6906,3273,2938,5952,4034,2647,4383,3088,4589,,6555,4776,13464,8006,6397,2882,1957,4569,4264,2326
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",3,0,1,0,1,0,99,0,10,78,,595,1427,2442,1418,1290,4009,1356,2033,515,2577,,779,2438,703,306,217,356,756,333,758,1232
600240,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",1462,937,456,512,701,361,332,289,153,78,,1341,1480,1489,1634,1410,2040,2047,1897,900,2612,,6931,5604,5350,4135,4108,3920,3466,2933,3843,2970
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",3165,2262,2654,1507,1481,446,248,128,140,78,,2394,2841,5177,4330,4418,4966,3973,3742,2864,2358,,28550,45461,40305,33097,37655,34302,35959,29239,26097,24978
382410,Prepared binders for foundry moulds or cores,49,33,289,10,169,319,196,150,91,78,,213,227,560,609,625,928,1350,1990,2970,4264,,6324,6850,6641,4024,5262,5778,7069,4691,8509,8496
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",29,22,25,62,33,39,69,88,85,77,,872,1450,2793,2799,3672,4101,4624,5323,8234,9004,,5362,6285,5666,3907,4182,2946,4266,2745,3079,2378
540823,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",1118,1239,759,389,250,420,630,207,111,77,,232,409,589,368,382,365,352,479,192,254,,6553,7126,6683,5439,4587,5363,4841,3707,1873,1927
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",44,116,59,21,107,36,65,53,50,77,,659,687,635,780,596,455,337,637,782,618,,59045,52286,48324,38778,26163,35093,40800,55614,53256,82481
550942,"Multiple """"folded"""" or cabled yarn containing >= 85% synthetic staple fibres by weight (excluding ...""",22,91,3,74,49,78,65,98,42,77,,235,290,375,461,323,392,548,769,497,488,,5118,5004,2544,3390,6960,12272,11572,6961,3015,4477
845230,Sewing machine needles,9,15,16,26,39,27,14,22,31,76,,12652,14014,13498,11902,10442,11465,10900,11345,10143,12131,,4120,3881,3918,3500,4216,8945,9816,13912,12708,14320
640220,"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled ...",5,30,19,43,123,23,60,110,16,76,,82,76,4,155,50,141,227,407,218,169,,5983,7140,8213,10781,10636,9614,12007,9430,11908,11000
721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",5056,3580,1489,641,779,1381,145,1549,228,76,,40895,31188,16342,30657,26837,34780,42232,37735,38880,28402,,84725,113866,77721,75435,63217,67031,102772,119440,201555,513151
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,288,167,289,119,76,,0,0,0,0,0,264,912,626,413,260,,0,0,0,0,0,4614,3038,2049,1773,1432
961390,"Parts of lighters, n.e.s.",37,47,29,158,298,193,165,85,136,75,,3460,2716,2546,2300,1625,1203,937,858,663,549,,8849,10535,12383,12384,12294,12321,13832,13033,11582,11977
300650,First-aid boxes and kits,0,0,0,1,0,0,10,87,71,75,,5,535,804,223,616,34,147,366,409,837,,3320,4029,4790,5048,5551,7629,8648,6419,6023,4843
903031,"Multimeters for voltage, current, resistance or electrical power, without recording device",83,113,107,88,128,175,82,84,103,75,,11195,12617,11752,13074,12756,21497,23403,22293,16047,21140,,14859,7785,6751,5227,5479,6497,8362,7811,6332,7567
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",141,70,41,70,23,23,37,169,10,75,,34385,38432,32722,25492,27472,26233,30122,35162,32821,38118,,8089,6378,3705,7007,3484,2412,3232,3453,3799,4369
30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, ...""",0,0,0,0,0,0,0,342,0,75,,1,0,0,0,0,0,0,0,0,0,,4968,7484,6436,4152,8878,11507,14678,17465,7328,4755
610441,"Women's or girls' dresses of wool or fine animal hair, knitted or crocheted (excluding petticoats)",567,482,481,559,546,312,478,320,141,74,,836,633,835,716,948,712,863,944,1135,2284,,9265,12251,13092,11296,12011,12108,14901,14464,15218,24671
620191,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",112,275,253,120,104,13,4,20,17,74,,413,397,481,303,451,288,687,698,434,675,,15865,20010,20646,17806,12164,12117,13925,16773,24885,33534
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",69,19,11,163,359,42,263,0,19,74,,366,504,265,919,2770,523,1049,347,765,492,,8742,10337,12090,11781,15681,16472,15985,18825,24732,38801
731439,"Grill, netting and fencing, of iron or steel wire, welded at the intersection (excluding products ...",45,69,18,71,29,20,105,83,123,74,,1182,567,801,1442,557,488,478,579,507,751,,6102,5425,4162,7329,5079,4039,4197,3119,3247,3295
842542,"Jacks and hoists, hydraulic (excluding built-in jacking systems used in garages)",528,344,784,89,111,238,124,101,50,74,,10526,9377,6458,4993,5077,6928,4996,7010,4270,4038,,60888,53068,82642,53661,34067,28177,22671,24259,43538,19571
620112,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",230,57,153,77,147,76,70,168,71,74,,850,4528,1009,2132,1694,1336,2571,1584,1306,1376,,12955,12191,10964,14203,21694,23158,21966,14133,11448,25870
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",58,18,76,171,208,171,53,147,75,73,,156542,118735,50864,25035,38387,71525,70924,71198,43314,120235,,157,307,439,378,388,355,456,226,250,230
961800,"Tailors' dummies and other lay figures, automata and other animated displays used for shop ...",100,167,155,87,149,170,120,142,48,73,,1479,2857,1311,1383,3851,2676,2374,3232,3030,2414,,12093,10732,10048,9018,8794,9632,9857,9951,8212,10622
841932,"Dryers for wood, paper pulp, paper or paperboard",344,296,892,0,0,1,0,10,0,73,,168,851,939,808,243,261,567,827,711,713,,77829,69035,66621,41392,28020,27920,32964,18025,22163,31761
821195,"Handles of base metal for table knives, pocket knives and other knives of heading 8211",372,216,51,66,1441,328,139,15,82,73,,60,154,152,71,65,114,32,60,40,20,,5725,1388,5225,1669,3600,2041,2855,2096,572,2011
520849,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, made ...",452,375,270,281,316,262,317,143,100,73,,487,618,665,833,577,310,530,511,316,416,,42878,36657,29371,25409,22210,18358,20425,13916,9000,10402
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment ...",45,68,82,36,31,25,8,9,17,73,,3173,4167,2806,2059,2074,2424,2532,2397,2167,3721,,730,765,941,746,826,753,719,556,610,884
151620,"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",47,248,265,279,205,168,469,93,58,72,,814,1201,5233,8631,8283,8187,10771,10146,10345,9727,,158360,129026,147741,125490,141144,161303,155879,140701,150497,334077
850690,"Parts of primary cells and primary batteries, n.e.s.",0,0,2,33,0,4,101,150,2031,72,,6493,4172,1321,708,1951,300,125,106,47,186,,15141,12650,20273,9532,8630,10728,7228,13807,28000,48484
852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers ...",77,39,226,80,128,612,310,11,64,72,,358824,289358,305877,280441,172889,60271,38976,22850,13496,22388,,165257,25727,16413,8401,125488,29234,14652,10683,3701,5287
330620,"Yarn used to clean between the teeth """"dental floss"""", in individual retail packages""""",23,65,42,117,100,132,59,166,41,71,,525,1137,1040,913,555,1095,2162,1727,2582,3386,,2477,2128,2988,3850,4670,5859,8593,11212,12891,15058
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,2,11,110,88,92,146,126,91,71,,0,1,0,0,0,0,0,0,1,0,,4,121,203,2373,18648,39395,24846,49756,176189,65365
251110,"Natural barium sulphate """"barytes""""""""",197,215,280,250,204,119,80,39,113,71,,596,220,656,345,688,470,347,418,319,324,,495,636,1086,927,1199,1291,2049,9551,8829,4074
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print ...,11,87,0,47,0,3,1,3,17,71,,1880,4065,2667,1884,856,776,1977,877,744,343,,27905,6898,17763,6530,8539,6236,5039,3134,6885,4359
960830,"Fountain pens, stylograph pens and other pens",29,53,24,27,165,15,49,69,45,71,,3588,1105,656,1058,533,1127,612,1774,643,946,,28641,26332,25850,25803,38044,57808,78075,81231,63835,90474
940520,"Electric table, desk, bedside or floor-standing lamps",100,56,431,1073,4526,1073,228,354,73,71,,6994,6812,7385,4599,4730,4936,3648,2824,2650,3109,,9529,9417,13057,12391,17320,19118,18665,16311,22422,23393
900699,"Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.",55,43,445,225,504,41,30,64,49,70,,4030,4992,6337,5081,4440,5642,6301,3469,3401,4644,,17654,17579,9988,7343,9245,8547,7486,5374,2747,3190
630140,"Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...",49,33,5,42,50,8,577,39,103,69,,123802,85404,71793,38976,22789,16736,11140,6900,6047,9368,,4864,4437,4433,4348,4281,5769,5672,5230,4907,4937
630493,"Articles for interior furnishing, of synthetic fibres (excluding knitted or crocheted, blankets ...",100,45,93,190,151,237,226,144,33,69,,631,984,1521,969,2539,1198,596,245,778,608,,8082,6740,6546,6968,7002,9248,14572,14019,9251,9252
551429,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",561,358,379,563,491,212,85,527,306,69,,2400,1081,898,1104,131,797,1284,833,785,430,,7463,4078,4682,3534,3040,1878,2225,2406,1244,1017
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",207,602,105,478,45,35,34,35,58,69,,2147,2546,2228,2364,2846,2772,2663,2212,1377,1171,,16055,21258,15212,13993,13137,15121,14579,9447,8631,9991
610690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials, knitted or crocheted ...",275,266,23,13,54,4,25,16,3,69,,1460,1347,704,985,1383,1382,1081,1748,1384,1041,,1691,1825,2065,1099,1047,522,944,1408,2042,3760
660200,"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ...",58,121,74,63,62,12,2,2,0,69,,3213,6316,4283,2108,3033,2486,2392,1659,1737,1529,,10983,9589,11581,4057,3538,3728,4529,4400,1523,1789
820310,"Files, rasps and similar hand tools of base metal",79,106,115,76,84,74,70,65,45,68,,1834,1909,1629,1950,1877,2288,2142,1996,1634,1347,,4947,5917,5714,4229,5002,4278,4544,3848,4406,4128
551633,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",23,0,6,1,0,14,22,38,56,68,,33,6,0,150,280,52,49,8,19,0,,662,394,943,393,390,453,426,559,366,387
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",8476,3213,1015,301,591,577,129,1260,238,68,,21765,30093,37997,50414,69011,61186,44183,26514,23304,21552,,49469,42477,45769,42563,80688,87463,101513,118286,112159,91657
551430,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",744,906,499,353,486,160,224,263,163,68,,364,178,56,25,199,127,1068,994,787,2627,,5799,4240,4719,8128,2745,2445,2212,4899,4268,2885
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",0,4,2,1,0,0,3,21,22,68,,94,190,88,378,668,597,797,315,166,303,,810,71,3032,935,1206,111,341,251,74,72
621520,"Ties, bow ties and cravats of man-made fibres (excluding knitted or crocheted)",5,5,23,15,72,53,50,48,30,67,,278,218,292,185,242,104,179,187,102,135,,230,200,321,288,446,378,367,404,458,386
920930,Musical instrument strings,99,70,36,54,113,22,6,3,34,67,,1497,1552,990,1047,945,488,518,447,419,485,,6003,5760,6537,6630,6405,7023,7879,10572,11358,13512
291812,Tartaric acid,1,0,43,165,101,0,11,8,0,67,,1,1,7,1,8,48,12,14,31,172,,1515,2405,2165,1748,1761,2110,2083,848,1427,691
