Product code,Product label,Saudi Arabia's imports from Germany-Value in 2012,Saudi Arabia's imports from Germany-Value in 2013,Saudi Arabia's imports from Germany-Value in 2014,Saudi Arabia's imports from Germany-Value in 2015,Saudi Arabia's imports from Germany-Value in 2016,Saudi Arabia's imports from Germany-Value in 2017,Saudi Arabia's imports from Germany-Value in 2018,Saudi Arabia's imports from Germany-Value in 2019,Saudi Arabia's imports from Germany-Value in 2020,Saudi Arabia's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",9157,8605,22492,45972,17007,6634,17705,9591,9882,12330,,11185359,12696454,14261488,12503976,13295930,15166537,16698136,16123393,14889434,17129914,,68185,72877,84656,104269,67255,48430,58436,58774,109306,302359
300220,Vaccines for human medicine,5403,10448,5876,10389,674,2641,1690,13985,7437,12303,,1009501,854203,1080742,553335,506218,415229,651160,506121,565295,11667170,,136743,206694,277120,236926,203506,189636,315665,280845,213469,1310957
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",10416,5531,6146,8381,5726,2166,1462,8435,10537,12196,,5059142,5048035,5492246,5129583,5300825,5336353,6300901,5626323,5087578,5576063,,1098685,1309005,1196919,1376406,755953,242218,169739,201843,279871,267097
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding ...",29522,29625,21111,30637,24163,12318,7233,9840,21315,12118,,2811901,2794146,2991894,2732930,3210988,3448539,3902033,3228598,2297856,3388667,,108779,109963,82059,100753,85366,44469,75848,105551,101959,64714
842123,Oil or petrol-filters for internal combustion engines,13362,16558,21525,20711,15106,15139,13700,12906,14144,12077,,944324,1047425,1077160,943381,956917,1030196,1036629,1100507,1039968,1411683,,107560,116857,141441,146712,119356,131358,101257,116373,98440,105426
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",19121,18641,25302,23382,15522,17575,14897,25832,12230,12060,,4561768,4722674,4487232,3968259,4038805,4262136,4313031,4096387,3407436,3877202,,897329,938524,902168,790327,639563,611130,626384,942226,571814,669596
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",13574,14641,13823,8106,8696,7486,5442,7109,8270,12060,,2482008,2635552,2828491,2441844,2503823,2757445,3031201,2838898,2616208,3105743,,153420,194799,148355,151554,119617,112038,128385,123294,129977,143282
440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",10583,12831,12969,8951,4115,4335,1173,875,5356,12056,,24878,23879,26804,22465,24205,15977,16615,24224,22391,35861,,161400,160318,139361,119874,40757,32679,38626,92221,225635,183378
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",19980,29716,23409,31541,18502,23024,23513,19512,10955,12013,,1426403,1391301,1521428,1292719,1355991,1487646,1585875,1382387,1267190,1366650,,154114,196938,152806,272339,179144,160282,152716,207621,129864,121567
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",15252,10120,13790,10320,8464,9111,16940,16137,14138,11858,,4399309,4455126,4639997,3986482,4170398,0,0,0,0,0,,308729,333684,367136,350719,303647,243546,174065,276255,148458,88855
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",0,0,0,236,0,0,0,0,0,11851,,19937,14861,363222,82688,356380,18751,13908,22097,9581,10046,,75929,1523,29765,15293,4110,49802,778726,1811562,443195,1419955
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",5198,5826,7963,10280,4858,5689,7213,7469,9290,11847,,428369,418540,417920,334724,326300,353850,386130,346515,327140,356883,,53261,54620,52469,50289,35318,43373,47750,45162,37008,43849
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...",8820,7965,10997,8347,9202,8516,10329,11804,9513,11703,,840632,928327,941743,818730,859749,965725,1072221,1097154,1120546,1289617,,29941,29103,40908,63852,58550,56734,61442,63186,58708,65424
848140,Safety or relief valves,25435,38259,45676,13508,7849,13071,13135,16359,31551,11680,,538561,608056,569079,520834,587546,699106,845645,920899,724188,648047,,333281,392182,363289,169724,114473,126895,133240,186467,232452,183398
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding ...",14568,18002,18729,14189,8928,4708,9889,9235,8832,11660,,1198639,1389291,1502339,1298390,1294971,1256998,1284383,1115529,962379,1101064,,99575,127445,132519,134108,103104,75779,71324,91385,50551,37371
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",7573,9995,9837,5363,5571,5209,5770,5394,5666,11650,,1884273,2077552,2202756,1839739,1884004,2069083,2228784,2162686,2092353,2389592,,31537,41520,43876,46827,44524,36008,36951,56592,82833,122022
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",1153,433,1131,42,2564,415,17737,1247,6038,11641,,806241,857546,1041309,806812,658158,791667,741999,738459,687743,701215,,15526,13056,7936,12589,12814,10370,25795,13890,18154,15970
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,0,0,0,0,11593,,0,0,0,0,0,4627693,5187104,4880465,4721959,5741167,,0,0,0,0,0,0,0,0,0,99533
848320,"Bearing housings, incorporating ball or roller bearings, for machinery",26843,26280,33441,22297,8466,8046,5717,10076,7144,11585,,151678,202715,197347,140530,142828,170487,213040,186189,175292,214393,,29710,30153,37909,29064,14484,12673,11631,17654,13692,15969
902710,Gas or smoke analysis apparatus,3317,4226,3731,2781,6064,2833,8845,9795,9314,11521,,1257389,1462203,1545750,1529645,1689581,1998987,2182794,2024595,1817832,1958077,,41489,39822,45835,43738,37273,50550,50196,44713,53044,55951
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",44336,50152,28337,40871,13606,11545,14649,6313,8777,11508,,1746298,1796959,1857020,1808605,1798759,2165995,2306754,2095726,2164421,2460191,,207155,236066,238577,186981,124622,136475,169160,107137,94371,97974
842121,Machinery and apparatus for filtering or purifying water,10378,11731,21286,31581,20336,11389,20733,22252,5092,11413,,1186601,1270868,1267913,1107869,1095560,1137622,1242791,1269866,1274752,1389752,,152963,154443,152137,170222,149275,108528,125979,140428,134447,242355
848310,"Transmission shafts, incl. cam shafts and crank shafts, and cranks",29813,34053,35324,28708,20142,15523,12315,17021,10199,11247,,2205735,2153934,2261043,1870551,1835767,2034448,2479824,2519799,2262222,2557908,,129899,133394,114535,103019,75159,76727,53287,57346,48973,56110
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",528,1390,1222,1734,1097,710,1674,1342,1314,11242,,6072160,6621859,7491329,5751793,6542986,7683547,8041121,7290779,6588338,8114264,,32575,42972,30584,27455,15003,15708,23109,30083,66045,71626
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,34978,26560,22236,22694,3941,1788,11250,11256,10503,11076,,862894,1017602,687079,321307,419541,418813,341361,472028,398255,545955,,37113,29697,27594,27238,6901,3178,13844,13242,13399,15207
842131,Intake air filters for internal combustion engines,6005,8671,11252,9707,8986,9111,8624,10243,8260,10854,,258802,276919,283226,252437,231675,254512,287641,270901,282243,566884,,60088,66492,57611,68402,66803,71154,72422,75424,57164,88211
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",35247,45336,67504,36912,13277,11785,14766,14005,9287,10839,,487241,520817,488100,305893,205356,220645,227008,264777,253474,274141,,763273,753503,1080059,871226,639281,615730,751344,772633,322220,376479
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...",9348,14315,14459,13940,8837,8599,9207,8396,19711,10837,,169481,203073,179620,147206,150422,219345,270482,257427,284672,204628,,81680,98423,105173,101191,79400,68536,61921,51829,64447,48857
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",29396,24363,27586,21134,23311,25293,28191,7885,7425,10830,,1653782,1783124,1879007,1490326,1539228,1574423,1535045,1283798,1024495,1467794,,204662,207233,192978,189646,152654,136011,109170,107103,107514,145543
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",968,1658,10241,3131,2689,11218,3028,8982,13670,10599,,3541033,3827791,3978996,4373975,4488428,4988762,5495423,5169845,4159378,5515288,,52658,91259,96109,124147,83725,84352,89990,97409,120909,112885
847410,"Sorting, screening, separating or washing machines for solid mineral substances, incl. those ...",6471,14089,1298,13296,6362,562,676,2375,3732,10583,,235199,211650,204377,178192,183260,209677,232685,243297,177761,179640,,41939,46783,26600,42813,36927,9437,7998,23420,31346,23669
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",2704,3387,39777,43661,44562,15206,11882,7978,8961,10501,,605214,656908,669160,634424,649174,837448,872163,827008,883037,956187,,21321,29336,61456,64984,71500,29298,19169,24048,30104,38283
847730,Blow-moulding machines for working rubber or plastics,6422,6343,10251,11253,13580,12609,9669,5597,6270,10458,,427435,465529,523317,393150,454150,501367,604478,424251,341204,326306,,18404,19764,41073,38021,55905,30550,23248,31102,17972,27847
300212,Antisera and other blood fractions,0,0,0,0,0,0,0,0,0,10409,,0,0,0,0,0,5358113,5138299,5884279,6326943,7034236,,0,0,0,0,0,0,0,0,0,47661
854690,Electrical insulators (excluding those of glass or ceramics and insulating fittings),2062,7358,12863,3441,4653,1247,1280,1957,3646,10352,,202702,231998,229584,189409,209935,161070,205155,179191,171841,137940,,33019,29803,44417,36642,32106,22092,14858,15630,37191,68338
842833,"Continuous-action elevators and conveyors for goods or materials, belt type (excluding those ...",4603,8566,12625,15337,10954,16636,14851,29193,7450,10066,,552414,517175,535892,471806,457373,591461,638679,631048,688068,676525,,26012,52378,53079,60027,53062,71057,43804,97863,34999,50135
848420,Mechanical seals,8694,9073,8893,11870,12665,7712,8591,10950,8754,10032,,634060,696671,711339,594962,606370,694585,659314,616400,571174,650599,,53495,52774,51527,43877,40292,38128,41824,46237,36391,37504
220290,"Non-alcoholic beverages (excluding water, fruit or vegetable juices and milk)",9479,7190,3899,3515,3164,1798,1416,1296,10905,9919,,902046,1037760,1070899,847140,936988,0,0,0,0,0,,181636,211378,144410,135064,116845,73292,42794,45794,70032,37516
844316,Flexographic printing machinery,5695,0,73,3831,0,2276,3137,0,0,9896,,365747,453381,410178,353010,416929,364171,397098,344373,331417,377892,,8694,661,4394,7262,3906,13459,7349,3904,12983,18463
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",8235,10982,14303,6364,3097,6264,12737,11590,31636,9881,,1094810,1078131,1053867,942514,912280,1101237,1262593,1372399,2151364,2452879,,76719,84559,107013,79378,40615,53079,94943,162715,189941,138167
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",4126,3719,4825,6083,4031,3287,4935,4786,5969,9796,,1325690,1486164,1579116,1418534,1413262,1559518,1646943,1541545,1486561,1771867,,34315,45331,48184,56434,44759,47365,57687,72161,86961,103128
847720,Extruders for working rubber or plastics,15046,35256,23468,33446,23647,5487,5772,3730,11473,9785,,766469,908578,817671,853290,673206,771306,790779,826403,987447,835317,,42700,64536,63019,51722,47745,24333,21953,24199,27041,34037
902110,Orthopaedic or fracture appliances,2744,1765,5764,2959,2951,1470,7349,4507,2825,9772,,684850,725629,772329,663754,752556,922414,1142660,1054346,839301,1071411,,55101,33069,60256,62938,27670,18807,54897,49704,30404,75430
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",8985,19768,21540,11227,11808,14043,7116,5210,6457,9718,,813522,859939,893777,854694,822691,959143,1073423,928886,667299,1028740,,180371,199138,195180,209764,109741,77447,62005,55502,39145,54944
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",5899,2860,11997,14073,4890,6546,32406,17712,10994,9698,,595347,656474,602784,516080,513837,572635,589789,557913,460260,493471,,14933,18629,25631,44564,20025,17380,65814,75362,38571,18446
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",12553,7918,11951,13199,2944,2109,6614,7076,15460,9697,,652150,686459,703145,645832,619537,642284,685408,644720,1303876,1094678,,52728,57382,73921,56304,24832,31380,48009,72467,163068,58069
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",2082,504,1487,855,3365,1086,3244,6340,6983,9622,,273615,306419,355020,298324,301101,309031,321485,323881,316802,416197,,15744,12619,19569,19872,21797,8895,21556,18414,30788,19283
330190,"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, ...",5709,6511,9975,16496,4767,11476,10815,14396,11546,9616,,29796,27436,26722,26064,30805,35961,37781,32650,31007,35918,,13918,12403,21827,34785,17338,32633,31579,33192,35510,25664
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,21050,13852,16965,8993,8854,8877,10323,8334,8851,9589,,1687684,1853756,1877409,1623531,1757609,2216619,2488509,2415461,2189373,2494070,,65902,73084,91864,74705,62054,69376,68912,79017,85338,78333
391000,Silicones in primary forms,5868,7742,5624,6412,4415,4544,4001,4506,5409,9578,,0,0,0,0,0,0,0,0,0,0,,31617,43254,39884,35406,28444,26331,25110,27808,24085,31372
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",6062,22055,2301,30140,37920,0,0,5053,1461,9396,,238973,227734,266440,220877,232532,78525,157108,124606,163930,34084,,6151,51285,2377,46233,38482,4,0,5080,3564,10080
440721,"Mahogany """"Swietenia spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not ...""",91,0,0,0,0,7473,16171,4076,6396,9386,,749,699,528,396,330,102,158,165,119,145,,460,29,130,151,159,114605,133652,95265,85511,41724
841319,"Pumps for liquids, fitted or designed to be fitted with a measuring device (excluding pumps ...",8277,3776,4150,10235,3090,2157,2084,4823,6431,9332,,40620,44577,46476,39226,37533,38422,56910,130081,150035,173417,,50059,63856,59533,77841,45259,39697,30174,52064,64421,83203
