Product code,Product label,Russian Federation's imports from China-Value in 2012,Russian Federation's imports from China-Value in 2013,Russian Federation's imports from China-Value in 2014,Russian Federation's imports from China-Value in 2015,Russian Federation's imports from China-Value in 2016,Russian Federation's imports from China-Value in 2017,Russian Federation's imports from China-Value in 2018,Russian Federation's imports from China-Value in 2019,Russian Federation's imports from China-Value in 2020,Russian Federation's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
281390,Sulphides of non-metals (excluding carbon disulphide); commercial phosphorus trisulphide,365,1245,2358,1679,2515,2646,2421,2465,3317,1961,,3018,5165,7512,6420,6074,7198,11473,9724,15415,18976,,4349,2578,2994,2328,3274,3172,2490,2682,3927,3325
81010,Fresh strawberries,1110,1426,1885,1880,2011,3639,2901,3217,1514,1950,,1347,1296,3222,4007,4509,5324,5986,8027,15310,10186,,115883,127129,113766,49591,32483,49767,66216,77068,71443,102964
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",1589,1515,1885,794,1035,1514,1472,1184,1331,1938,,38214,39979,42328,44124,46163,48455,46683,57240,60924,80765,,1883,1883,2144,967,1258,1878,1876,1622,1818,2585
960621,"Buttons of plastics, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",1626,1548,1403,765,672,1200,1589,1781,1430,1938,,143003,163441,174798,169538,167189,163367,159539,173993,134424,170695,,2762,2491,2115,1053,892,1527,1990,2186,1693,2367
810210,Molybdenum powders,62,22,5,0,13,231,1490,38,1177,1918,,35238,26412,37311,12963,8267,15207,17346,12515,11470,15088,,3728,2465,2414,299,14,379,1732,1620,1182,2455
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",1980,1649,1991,402,716,619,645,805,1000,1910,,49309,48786,41376,43549,41586,43636,47682,33457,38219,34594,,5019,6275,7157,4612,5119,5153,7448,5724,19652,12269
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene ...",351,154,193,53,506,323,784,1532,861,1909,,146711,145139,136330,177058,120819,148604,194830,165415,135962,199631,,2036,1991,1954,800,970,1243,3725,6179,7445,4216
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in ...""",1235,1770,3063,4666,2870,3936,2137,822,1177,1899,,48269,36753,27843,34070,31056,35051,44276,52536,44076,88110,,496658,505894,504853,362293,380826,406157,394064,575452,295505,450795
690730,"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ...",0,0,0,0,0,1018,1003,1237,1313,1896,,0,0,0,0,0,76759,91194,103155,59103,79296,,0,0,0,0,0,1604,2016,2262,2055,2986
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",39,10,15,3,3,20,9,506,1009,1888,,60435,93613,106770,110261,102697,100970,99922,97177,88066,98855,,194,353,247,138,177,153,139,603,1060,1920
851210,Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps ...,983,1220,1777,834,936,798,1168,1129,1400,1886,,119843,122474,150930,143715,158099,146227,150344,159838,289358,320740,,1412,1694,2237,1151,1226,1005,1397,1449,1770,2486
80711,Fresh watermelons,1391,1298,2038,1528,1121,1777,1727,1513,3284,1879,,21804,31151,47697,24910,26016,31405,39435,40437,36371,37154,,7873,9570,13785,12239,9262,15058,17664,16252,21621,26614
621290,"Corsets, braces, garters, suspenders and similar articles and parts thereof, incl. parts of ...",4851,3744,3994,2505,2310,1825,1735,1963,2156,1874,,24808,33459,37801,43296,33400,34561,34722,43483,38488,54986,,11755,11169,9730,5528,6464,6369,7039,6624,5407,6598
620312,"Men's or boys' suits of synthetic fibres (excluding knitted or crocheted, tracksuits, ski suits ...",2678,1971,2306,936,473,713,823,1805,1935,1874,,524787,550185,518356,410087,350933,309925,319175,301705,149161,146399,,11257,10566,14136,5484,4970,5717,5678,8701,9676,8994
370110,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excluding of paper, ...",43,418,0,0,70,74,3,1979,2008,1871,,56048,69918,49104,61891,35601,33994,44449,37475,28237,23655,,65255,60304,53799,37352,36245,40871,46360,41332,31064,30898
843110,"Parts of pulley tackles and hoists (other than skip hoists), winches, capstans and jacks, n.e.s.",1527,2762,2100,1059,1192,2613,1733,1507,1619,1871,,148906,160104,171453,161724,158148,163218,180127,175776,177851,201530,,7569,11451,7785,6680,6313,6333,5201,6966,5262,6815
283911,"Metasilicates of sodium, incl. commercial metasilicates",1662,2068,2401,1703,777,749,958,870,1186,1864,,16927,20210,27954,22849,17599,22510,24262,20561,15816,14357,,2400,3301,2739,2599,1848,3002,4147,4466,4881,5400
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",633,907,581,899,749,1001,1326,1603,2170,1861,,48360,64687,70412,93751,137217,164268,116576,130527,179528,205794,,30169,13412,11581,11345,7201,10127,17602,20836,16129,22469
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",3003,3198,3270,1726,2649,2622,2823,2446,1526,1858,,443778,354083,335518,329855,323243,315056,397433,309002,311472,273526,,5754,7133,6541,5025,6008,5838,7126,6647,4344,6460
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",8770,8780,983,869,1920,3859,2966,3762,543,1857,,665088,666852,577650,518441,499647,517291,591320,558899,436940,594880,,10406,9061,1786,1721,3491,5722,4804,9135,12510,14966
902230,X-ray tubes,1393,1218,1380,681,616,825,1645,1584,2824,1857,,24025,30202,31927,31496,33013,43303,48868,55841,81038,94022,,21285,16456,16527,19267,22713,24170,30598,32433,41000,40829
950669,"Balls (excluding inflatable, tennis balls, golf balls, and table-tennis balls)",2624,2102,1670,1801,1557,2153,2270,2093,1863,1856,,305262,316801,410884,345561,348256,331900,295596,324957,239428,266664,,3043,2908,2204,2089,1901,2678,2739,2504,2095,2287
710490,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded ...",523,355,720,533,462,343,1687,1568,1044,1854,,46775,144642,233810,238416,139004,131500,150346,207033,280771,466714,,2561,2054,1775,1334,1635,3352,4675,5255,3537,12243
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",3952,4230,4474,2448,1893,2395,3492,3601,1754,1842,,214224,195320,183113,178910,154123,141953,164925,134398,68321,63809,,16972,17082,16798,15279,12923,15346,20677,19029,13384,15992
732429,Baths of steel sheet,7768,7639,6100,5432,4506,5527,3783,2464,1731,1841,,25027,22628,19980,17666,14553,15896,14578,10712,7779,9403,,29922,29298,29148,20612,18056,21395,17136,15745,16346,19203
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",1524,497,2159,955,1859,3077,2711,2763,2131,1835,,61282,60847,67095,66694,69268,82258,133208,137434,145538,289631,,3975,1891,3433,1899,3167,4210,3390,2863,2637,3182
81070,Fresh persimmons,2931,2829,8115,9394,5390,5011,3351,2942,2070,1829,,18671,37487,45981,83979,87984,112076,85977,127224,206192,85252,,165787,149379,107036,94902,87337,112165,131207,118346,129434,155040
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",7309,5442,751,330,1693,1414,1552,1369,866,1829,,55598,76769,74829,63667,55291,50170,51220,50554,88047,89829,,11113,7504,2127,926,1976,1889,2248,1685,1183,2282
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",918,1035,539,515,394,658,807,1046,1076,1828,,12511,10725,15729,29380,21422,60011,22983,34502,50991,55372,,3042,2986,1585,1156,1279,1831,4231,2502,2399,3619
680210,"Tiles, cubes and other processed articles of natural stone, incl. slate, for mosaics and the ...",2683,2559,2379,2587,2365,2884,3659,3011,2686,1828,,22857,27600,38668,57026,50868,21906,15751,14763,15312,14847,,4427,10701,9284,4479,3656,4248,5227,4564,3880,3038
300320,"Medicaments containing antibiotics, not in measured doses or put up for retail sale (excluding ...",1,133,109,28,5,949,159,935,2167,1822,,237661,232404,231852,315009,292731,279140,339149,323467,419187,419930,,5522,4544,20130,11797,13896,17417,19198,21359,20762,15258
720529,"Powders, of pig iron, spiegeleisen, iron or non-alloy steel (excluding powders of ferro-alloys ...""",182,101,267,340,446,594,1038,586,574,1821,,11165,11491,16442,18746,22507,28529,44895,40617,30505,42532,,10555,9722,7365,3659,3850,4628,4715,4355,3510,6057
540822,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",54,78,19,82,166,565,9226,3828,868,1818,,24972,31229,36510,45468,51299,47474,61556,61092,48323,50514,,2444,2454,1749,1773,887,2076,11031,5491,2828,3896
292129,"Acyclic polyamines and their derivatives; salts thereof (excluding ethylenediamine and hexamethylenediamine, ...",666,577,738,1592,1786,1450,781,1272,7482,1806,,87700,57634,57558,63766,66572,64313,61981,68967,77212,104393,,21731,15755,11049,10286,10629,11111,12504,13649,22147,15640
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,2077,9039,11170,4171,681,1474,1565,839,1312,1804,,478027,533166,598793,559789,504212,614553,701401,672769,950233,1745672,,250627,230408,147504,62666,31437,41235,60106,66476,51554,80362
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",647,773,898,89,421,230,894,2118,992,1803,,105266,120301,147260,125732,142948,155917,194640,204309,209714,191383,,149367,184009,149943,112740,106856,146882,116406,162930,117353,106756
610799,"Men's or boys' bathrobes, dressing gowns and similar articles of textile materials, knitted ...",998,1309,852,329,368,436,502,1245,1102,1801,,88406,98115,118761,111786,106561,116135,138381,147442,122033,153622,,3232,1662,1025,405,564,689,883,1516,1334,2227
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",1258,1242,1057,607,679,2010,683,1130,919,1797,,66601,70531,66452,76555,79637,77722,79278,85756,107972,89905,,12116,17412,14438,5533,6125,10728,7258,7513,6893,7589
600539,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,2477,2156,1624,1564,1793,,0,0,0,0,0,69904,107997,105318,116423,123618,,0,0,0,0,23,2650,2871,3089,1708,2145
901811,Electro-cardiographs,2363,1759,1044,482,414,506,859,621,834,1793,,58864,50988,50035,50893,49772,50161,56909,56646,72221,76490,,25212,28499,12622,7073,5724,8823,8541,9727,9572,10460
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ...",1426,851,1515,1205,593,644,988,986,1547,1789,,76979,76666,111415,102656,95019,116175,133128,127353,113271,129963,,2862,2249,3556,2217,1393,2151,2054,2375,2196,2624
482020,Exercise books of paper or paperboard,809,1136,1183,608,423,1006,982,923,868,1785,,116093,98150,106713,102923,91623,84530,69069,77922,70016,63318,,3665,4798,3773,1059,982,3729,3488,3218,2839,3617
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",1252,1191,1052,817,1308,2639,4312,4068,2220,1779,,35812,30349,31134,29087,30190,35375,41086,70014,80517,132138,,69119,73032,67118,38462,38832,46935,59857,57611,51556,69481
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",412,891,915,1036,1187,1193,1503,1256,1532,1777,,150354,284480,342799,291522,248647,283133,293828,317197,390527,168628,,35336,37862,40632,8143,7744,8875,10949,8751,10170,13744
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,2966,3211,2580,1865,2473,2795,1771,1907,1571,1774,,46488,22896,24623,23458,25119,23842,19422,18741,14211,16757,,9202,8658,9047,4116,5850,6334,7285,5856,5843,7279
550999,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, other than that ...",87,9,21,7,69,19,316,683,1786,1768,,49113,35809,27088,23167,26758,19519,32077,34815,24504,25853,,5465,6279,2641,923,957,3869,3671,5289,7697,7516
844712,"Circular knitting machines, with cylinder diameter > 165 mm",415,67,982,1054,639,758,678,792,1947,1765,,50185,79357,125062,139946,174859,199373,174383,183948,203697,289623,,1599,6422,4521,3540,3183,5185,4571,5666,5384,9601
851490,"Parts of electric industrial or laboratory furnaces and ovens, incl. of those functioning by ...",479,707,736,341,2919,1546,667,2364,1565,1759,,115954,104066,205477,154437,148749,167975,207584,218907,169527,240204,,11476,12939,6640,7525,7693,12027,9914,14555,12555,13438
300310,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...",0,0,0,2,0,3,526,927,2525,1749,,16067,18083,21270,25308,31360,31393,32516,47632,54189,54700,,157,513,1651,133,116,3,612,2737,2767,1749
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",301,396,410,552,615,646,752,1592,1501,1747,,189753,209759,241889,230558,219745,248657,343131,354733,331060,363025,,808,790,937,1328,1212,1317,1443,2629,2262,2669
401033,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",252,275,290,308,541,638,1034,756,851,1744,,6626,6494,9084,9713,8184,9684,10206,12145,12443,21563,,4947,5312,5428,4543,6134,8117,8588,8587,8009,10884
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",246,22,5,190,144,220,241,313,944,1738,,4211,3149,9987,9165,11948,13266,16202,15410,22264,33413,,4624,3628,4812,4897,4226,4794,5475,5546,3604,5235
721050,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",1403,542,60,191,1883,2279,614,1507,2134,1738,,115003,147642,169871,158676,142150,159546,166038,224557,229801,328971,,3630,1734,1152,1154,3236,4799,3033,5026,5536,5360
551442,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",7412,2327,359,111,1164,1075,1071,542,527,1737,,12061,12155,11430,15148,8199,10226,14475,9726,7458,12649,,7720,3188,467,114,1180,1318,1178,1374,618,1833
420219,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...",3347,7175,2492,1100,1356,1821,2354,2122,1647,1736,,31941,34642,36813,31641,24974,31761,51480,65028,36349,49351,,4643,8833,3549,1713,1957,2620,3077,2761,2235,2661
580421,"Mechanically made lace of man-made fibres in the piece, in strips or in motifs (excluding fabrics ...",1968,1632,1218,1029,1628,1981,1543,1764,1316,1731,,397222,425039,488956,510440,494409,484255,490088,489062,394023,521400,,38523,3407,2595,1868,2377,2935,2658,2732,1821,2245
600631,"Unbleached or bleached fabrics, knitted or crocheted, of synthetic fibres, of a width of > ...""",1546,1014,1062,586,1113,862,1130,1361,1430,1727,,136814,219906,235228,243866,251358,313989,264494,265678,235583,325475,,6286,6267,5560,3621,3515,4603,4886,4777,5043,5911
900219,"Objective lenses (excluding for cameras, projectors or photographic enlargers or reducers)",241,339,502,476,1427,1351,1112,1361,1327,1720,,987283,1483819,1276553,1308917,984184,1237744,1486896,2147069,1940648,1962843,,4270,2756,2284,2083,3601,4087,4430,4760,4279,5011
741539,"Screw hooks, screw rings and the like, threaded, of copper (excluding standard screws and bolts ...",579,594,671,474,600,1007,1261,973,1205,1714,,9616,8138,8839,8989,7720,8721,11047,9391,8925,11288,,3121,4753,3373,2017,2273,3603,5477,6377,5111,7581
848710,Ships' or boats' propellers and blades therefor,381,275,391,148,2829,2332,1068,2755,1109,1713,,96282,95269,126941,127960,149642,84947,100054,87235,100436,117732,,5859,6558,9495,5814,9258,10449,11444,10928,7185,17689
521032,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",22,123,136,115,369,184,137,514,882,1713,,13023,19938,14681,19707,12432,25349,31386,33927,27499,33806,,108,277,175,165,574,736,960,1681,2382,3667
481810,Toilet paper in rolls of a width of <= 36 cm,3817,3688,3831,2735,2948,2640,2573,2748,2298,1713,,301683,490107,764183,868535,691237,696743,866441,1054540,921179,470616,,47645,39538,32600,18626,14256,15493,16018,15181,13378,15044
842330,Constant weight scales and scales for discharging a pre-determined weight of material into ...,1288,1482,718,636,1068,1089,1296,689,1841,1712,,54504,59070,61897,75751,77431,83937,96652,94727,100354,97163,,12422,18515,14442,7844,7850,12232,10976,10633,12840,13539
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),182,618,135,798,954,2800,651,1729,2860,1708,,21020,22948,24206,25460,25431,14171,22974,25056,23012,22464,,54626,68885,39242,37459,23300,37045,41779,3501,4943,2304
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",455,655,215,803,707,846,3023,3019,1310,1707,,184540,164789,182229,177588,168108,192950,279475,272076,243394,259324,,3232,2072,1248,1895,2034,3385,5784,6365,3891,5339
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,46,344,235,262,1704,,0,0,0,0,0,8659,6348,15294,11513,16768,,0,0,0,0,304,12907,21785,17643,23618,14834
701940,Woven fabrics of glass fibres made from rovings,702,1354,1018,1607,738,1004,2017,2307,1958,1702,,68531,67930,71088,77609,95711,101890,73139,90160,57268,68219,,1158,1906,1940,2603,1004,1639,2817,3246,3962,3082
854150,"Semiconductor devices, n.e.s.",337,462,510,397,694,562,808,718,980,1701,,615742,546373,631912,851812,640992,591697,708986,574566,368277,401102,,2255,2940,5594,2813,4739,7951,2818,2595,2952,3961
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",0,82,0,0,26,91,0,59,333,1698,,3365,1746,4528,3121,975,4883,5371,5034,16457,16634,,30038,36806,32223,91145,56169,59274,44286,29718,31229,50909
560121,"Wadding of cotton and articles thereof (excluding sanitary towels and tampons, napkins and ...",7809,6430,6946,4661,5426,3030,4350,2774,2183,1698,,179244,144431,165201,172561,166420,176735,173474,156744,177014,189210,,43481,42793,38132,26929,32694,34430,34318,34248,35274,31644
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",864,143,577,478,591,387,609,1048,1889,1695,,267364,274148,296252,314369,296437,324846,401837,480482,395554,451533,,2217,2263,2376,1596,1881,2197,2752,3136,3003,2947
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,4517,5138,8879,3512,964,2060,823,947,2104,1694,,85692,86046,86350,119582,121331,175924,160398,161066,119247,129444,,107142,107691,84070,5992,21603,14121,12226,6735,19043,12592
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers ...",869,914,1096,835,795,1022,1778,1004,1007,1693,,67649,69328,56249,56945,50782,61551,64743,62045,48002,56985,,5442,6272,5117,6935,5216,5183,5759,4523,4519,4932
843320,"Mowers, incl. cutter bars for tractor mounting (excluding mowers for lawns, parks or sports ...",3181,2972,2384,627,673,1584,1749,1791,1308,1687,,85852,83696,103524,110254,90228,89126,72681,39485,52762,75528,,85853,56083,55006,20858,23794,31542,31848,35117,38219,43746
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",701,239,416,504,888,172,46,17,28,1683,,40843,44428,52337,40977,31057,31455,31724,28893,27742,26772,,9040,8155,8368,3172,4128,3509,5901,6321,6638,9390
844400,"Machines for extruding, drawing, texturing or cutting man-made textile materials",4764,1095,583,5,1483,2300,2179,1768,5079,1680,,279982,194673,173370,170479,162996,193533,261810,316554,236801,173200,,23167,8729,22779,3260,16854,7516,9794,7249,45188,9753
401140,"New pneumatic tyres, of rubber, of a kind used for motorcycles",2508,3461,2204,976,579,701,886,937,1084,1678,,263218,288457,332767,315879,316437,355117,342127,368022,389958,470136,,7590,7741,7484,5735,4331,6075,5843,6523,6688,8712
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",1232,1227,1201,889,740,985,1471,1993,1635,1673,,3236,3945,4475,6547,8080,13691,15164,18611,25448,24438,,86850,76214,49334,19248,19955,23770,26151,38063,39077,29213
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",91,177,659,98,117,263,549,1043,1072,1671,,59060,67694,79581,74025,68082,67042,77224,83870,67754,63224,,482,622,1290,645,741,1022,1522,1482,1756,1935
848049,"Moulds for metal or metal carbides (excluding moulds of graphite or other carbons, ceramic ...",126,442,517,951,967,1437,1540,1407,1670,1669,,75682,154380,151468,98259,80353,80174,163837,108753,81546,87886,,4273,5037,5381,5085,3744,5095,3352,3452,3487,3976
960500,"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)",2298,2728,2489,1406,1057,1511,1066,1360,1213,1668,,206056,254897,268448,187419,208996,186811,197254,185411,161089,168801,,2485,3046,2689,1529,1222,1841,1412,1638,1841,2558
540769,Woven fabrics of yarn containing >= 85% by weight of mixtures of textured and non-textured ...,1333,1158,639,1520,1459,1926,1220,1527,811,1666,,603461,704847,834594,855511,715614,715235,654374,646269,490246,541298,,3681,2561,1963,4265,3217,5603,4094,4894,3442,4791
621420,"Shawls, scarves, mufflers, mantillas, veils and similar articles of wool or fine animal hair ...",2283,1643,1842,943,613,1215,1292,1865,6474,1665,,188573,185908,214011,248241,241732,223867,189248,149631,80595,81409,,12736,11724,10387,7218,8029,9430,11100,11013,13943,11418
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",4848,4742,5108,1693,593,3687,3394,1638,1891,1664,,214098,247373,266895,170105,159723,159720,164253,154520,151323,164133,,9304,7359,8083,3116,785,3952,3975,3071,2720,2729
722990,"Wire of alloy steel other than stainless, in coils (excluding bars and rods and wire of silico-manganese ...",921,398,612,2259,1528,2996,2142,2253,912,1663,,161127,125393,134439,118989,126602,127098,164985,122333,119128,182222,,15843,12891,12693,10395,8365,15045,11295,10054,9127,13529
290110,Saturated acyclic hydrocarbons,255,203,186,141,188,135,344,488,712,1661,,12191,11945,14821,16794,16328,20918,30103,33969,38768,47691,,17860,22235,17007,13025,10086,11259,9621,8208,8399,3726
730490,"Tubes, pipes and hollow profiles, seamless, of non-circular cross-section, of iron or steel ...",1606,985,733,757,624,909,2627,2823,4590,1660,,73343,76615,84363,61451,54791,66460,63797,61910,64538,77058,,11521,7462,14798,9539,7360,7119,11015,9963,14009,7280
920600,"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas",1404,1460,1739,643,540,940,1084,1056,1180,1657,,140126,135064,149233,139096,127440,122044,133756,127426,121096,147811,,3460,3877,3311,1258,1143,2067,2885,3217,3709,4219
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,146,1655,,23887,22131,22316,20936,27249,26122,13339,12898,9820,5883,,457,426,212,18,319,37,545,539,1014,3092
846692,"Parts and accessories for machine tools for working wood, cork, bone, hard rubber, hard plastics ...",1205,2008,1647,510,808,1007,1487,1585,1141,1654,,88378,103156,123337,112857,136624,158127,160399,197720,282895,328525,,13818,14376,12272,7937,9231,13528,12522,14277,15242,17145
844230,"Machinery, apparatus and equipment for preparing or making printing blocks, plates, cylinders ...",2465,2224,1257,508,1719,2059,1525,1772,1190,1652,,90915,84217,96361,87332,88702,83864,84418,69099,50429,54995,,11587,9528,9820,2490,4235,6469,4926,4080,5525,4865
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,459,1037,266,844,936,964,938,1561,1548,1652,,34294,24538,29852,37736,41594,60351,77835,83635,85146,92603,,11756,14519,14310,12046,15133,15595,21301,26541,26966,33507
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",6265,4607,3429,2170,2397,1765,1336,1198,1328,1651,,149931,162473,176961,209067,195749,207304,257623,252538,395449,502403,,10738,8060,6222,4704,3600,4816,3644,2982,2228,2848
70959,"Fresh or chilled edible mushrooms and truffles (excl. Agaricus, Boletus, Cantharellus, shiitake, ...",67,94,69,208,709,899,1344,1797,1475,1650,,152575,146418,160085,151010,148034,162929,194396,214120,233328,243671,,1772,2937,3547,1251,3508,11235,13827,5190,3036,3160
551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",3767,1402,847,730,309,1014,1799,1802,1726,1650,,157709,163008,182397,184444,190928,186731,201542,213004,127150,117825,,7581,5642,6493,4357,2991,4645,6588,6142,5818,5819
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",3541,3597,4563,2382,2547,1712,1768,1281,1556,1644,,406712,459840,544227,602390,632085,769834,883067,906740,902328,1007790,,5710,6285,7498,4726,4375,2809,3004,2769,2805,2921
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",2625,2815,1642,1914,1299,1915,2842,1820,1783,1639,,22758,21219,20945,19746,21643,23759,24329,19920,20156,19626,,3746,3797,2088,2383,1798,2661,4002,3392,2693,3302
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",2025,2091,1534,925,982,988,788,1357,1445,1638,,119449,119129,122564,108590,109374,165538,206727,215344,186895,304948,,18599,9673,7658,4379,5648,8250,7285,6723,4832,7259
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",509,101,479,827,838,1353,746,1110,765,1624,,47809,53683,60175,44362,47747,60275,50913,56291,32427,25754,,509,107,480,828,838,1369,750,1111,793,1673
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",180,200,278,330,242,576,871,487,6733,1623,,13861,11655,16528,16924,15577,51008,78338,87342,94685,87181,,375884,420171,369665,232114,262777,314642,335485,346020,288768,303907
292142,Aniline derivatives and their salts,37470,31981,20130,8027,835,1236,2907,1471,1525,1622,,155418,190048,214632,170933,153914,177140,194227,179067,174858,172314,,42101,37388,27396,10431,2368,2440,3556,2181,2581,2887
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",1062,491,1214,796,797,573,1139,1947,1536,1620,,16580,19696,24764,17061,13277,12470,12803,9294,14346,21136,,5271,1727,2244,1285,1437,1495,2052,3039,3107,3174
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",1448,1668,1325,815,644,860,1379,1742,966,1616,,174025,172519,193664,182186,153214,176592,209276,228601,259834,488223,,39825,33024,31052,22523,25915,26893,19523,25756,25129,63410
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...",450,338,396,668,273,547,1008,1006,1368,1613,,99260,117605,111060,106668,114646,127775,150691,172547,197866,223570,,2745,2541,2363,2049,1608,2142,2824,3267,3088,4272
401034,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",1856,1679,1358,1463,1513,1544,1593,1299,1099,1600,,9445,4791,4501,4887,4879,5782,6600,6559,6723,10849,,5068,4653,4388,3548,3900,4115,4467,3800,3417,4347
611691,"Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted (excl. impregnated, ...",4258,3656,2881,1581,1362,1623,1524,1670,1751,1594,,64286,93937,78780,60525,62939,86206,97767,120070,45566,74355,,8071,6327,5267,2648,2517,3156,3607,3311,3047,3908
680100,"Setts, curbstones and flagstones, of natural stone (excluding slate)",8870,9342,7355,5124,5741,13819,10225,6950,5337,1591,,91934,169010,304470,221797,238072,245291,265666,274215,514283,285155,,18885,22102,19788,13342,14462,28724,26533,21797,21322,17486
