Product code,Product label,Australia's imports from Saudi Arabia-Value in 2012,Australia's imports from Saudi Arabia-Value in 2013,Australia's imports from Saudi Arabia-Value in 2014,Australia's imports from Saudi Arabia-Value in 2015,Australia's imports from Saudi Arabia-Value in 2016,Australia's imports from Saudi Arabia-Value in 2017,Australia's imports from Saudi Arabia-Value in 2018,Australia's imports from Saudi Arabia-Value in 2019,Australia's imports from Saudi Arabia-Value in 2020,Australia's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
121291,"Sugar beet, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,0,64,0,16,15,0,0,0,0,0
130219,"Vegetable saps and extracts (excluding liquorice, hops and opium)",0,0,0,0,0,0,0,0,0,0,,1581,1625,2287,2145,3117,3148,3061,4006,4732,6114,,35962,38723,42700,58888,49616,57375,80220,67024,70897,79075
150290,"Fats of bovine animals, sheep or goats (excluding tallow, oleostearin and oleo-oil)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,16,606,,34,0,0,0,0,23,0,0,0,72
150300,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ...",0,0,0,0,0,0,0,0,0,0,,29,0,0,12,53,8,0,0,0,0,,15,3,76,0,2,0,0,0,0,0
150420,"Fats and oils of fish and their fractions, whether or not refined (excluding liver oils and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,68,0,0,0,0,,40168,33172,38248,44185,40114,35929,44777,44481,46524,54124
150500,"Wool grease and fatty substances derived therefrom, incl. lanolin",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,425,,2574,3119,2646,2035,1549,1922,2320,2144,2244,2312
151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ...",0,0,0,0,0,0,0,0,0,0,,68,0,0,5,14,7,0,0,0,4,,596,459,1454,1180,1670,1161,976,743,882,1092
151221,Crude cotton-seed oil,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,42,103,169,610,22,0,1,0,0,13
151311,Crude coconut oil,0,0,0,0,0,0,0,0,0,0,,0,34,0,0,6,0,0,6,0,0,,1407,1372,4666,4648,5057,4544,4260,343,335,1312
151499,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,121,,9196,9414,8962,4967,2584,3378,3533,3688,3642,4390
151519,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,1216,885,713,3064,404,33,279,139,81,742,,1421,1009,1542,1379,1341,941,975,595,861,1331
10290,Live bovine animals (excluding cattle and buffalo),0,0,0,0,0,0,0,0,0,0,,0,0,295,90,0,541,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
10631,Live birds of prey,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
20210,Frozen bovine carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,650,177,10,10,0,0,,0,0,0,0,0,0,0,0,0,0
30259,"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,53,0,0,68,0,0,0,0,,4,32,32,0,9,31,23,25,7,12
30274,"Fresh or chilled eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,9,58,0,0,0,0,308,0,4
30282,"Fresh or chilled, rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2
30311,"Frozen sockeye salmon [red salmon] """"Oncorhynchus nerka""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,62,131,146,0,0,0,0,0,,0,0,59,35,23,206,455,237,180,515
30324,"Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,49,0,0,0,,200,113,206,186,283,387,695,775,828,687
30342,"Frozen yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,76,310,551,70,340,0,0,0,0,19
30357,"Frozen swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5,5,19,0,0,0,10,0,0,0
30365,"Frozen coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,4,2,0,0,1,0,0,0
30392,Frozen shark fins,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,84,0,28
30439,"Fresh or chilled fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon ...""",0,0,0,0,0,0,0,0,0,0,,1721,1347,2461,557,192,234,0,0,0,0,,3537,3462,2598,2766,1899,1872,2463,3612,2795,2474
30444,"Fresh or chilled fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,39,2,14,0,0,22,1,61,0,146
30456,"Fresh or chilled meat, whether or not minced, of dogfish and other sharks (excl. fillets)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,4,2,0,0,0
30472,"Frozen fillets of haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23,64,174,187,60,213,9,0,7,36
30479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,5,37,57,0,0,0,,4702,1780,1716,1538,1646,3191,4716,17332,17604,16689
30484,"Frozen fillets of swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,298,146,385,550,333,153,0,88,80,148
30494,"Frozen meat, whether or not minced, of Alaska pollack """"Theragra chalcogramma"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,367,2086,3156,2970,3400,2899,3002,3601,4131,3270
30520,"Fish livers and roes, dried, smoked, salted or in brine",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,393,402,392,292,449,340,479,351,361,476
30541,"Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,175,0,13,0,0,0,0,,28692,41839,53801,38616,42946,61077,58978,50723,50327,49652
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",0,0,0,0,0,0,0,0,0,0,,2536,1142,374,420,2743,10050,3349,2276,8402,5132,,5723,3427,1212,344,7882,2212,14274,4410,5243,3287
30635,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", whether in shell or not, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2078,,0,0,0,0,0,81,393,333,9,1
30692,"Lobsters """"Homarus spp."""", whether in shell or not, dried, salted, smoked or in brine, incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,126,576,148,84,845,6,14,297,70,0
30752,"Octopus """"Octopus spp."""", frozen""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7347,9553,10010,5777,8604
30759,"Octopus """"Octopus spp."""", smoked, frozen, dried, salted or in brine""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,22,0,0,172,0,0,0,,8414,8041,8956,8051,7680,562,678,595,275,455
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,24,0,75,77,36,56,66,2,89,115
30772,"Frozen, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, Cardiidae, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2031,2269,3153,1949,4178
30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells """"families ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1060,1001,1422,1842,1981,173,53,42,35,82
30781,"Live, fresh or chilled, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4039,1107,872,1123,901,869,1360,1042,150,47
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish """"Rhopilema ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,228,760,390,386,440,304,363,341,279,279
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...",0,0,0,0,0,0,0,0,0,0,,141219,94984,44055,56168,170442,47610,47791,44441,42027,51840,,4262,3179,5142,4311,4029,6845,7963,4838,3216,4739
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",129,53,0,0,0,0,0,0,0,0,,3333,1755,608,76,8065,13343,16349,15940,15834,18253,,935,373,373,258,444,563,602,480,1358,778
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,4947,600,4274,5924,7089,7411,5159,3076,1301,7380,,27,0,0,0,0,0,4,1,6,23
290539,"Diols (excluding ethylene glycol """"ethanediol"""" and propylene glycol """"propane-1,2-diol"""")""""",0,0,0,0,0,0,33,0,0,0,,15666,14867,12513,9275,4537,36305,26336,61780,62855,195799,,9937,9350,7501,7084,5353,6429,7919,7145,6423,11102
290613,Sterols and inositols,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12717,10413,11185,2905,1827,9613,11518,7045,7362,7187
290891,"Dinoseb """"ISO"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8,8,0,0,0,0,0,0,0,0
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...",0,0,0,0,0,0,0,0,0,0,,1347390,1406732,1572031,1038412,649220,845340,809144,847697,838182,794444,,1672,7214,10896,8272,2537,2292,3242,839,1565,2818
390230,"Propylene copolymers, in primary forms",514,4979,43261,32090,13360,0,0,0,0,0,,10008,7742,52902,40279,214167,240242,342847,250284,152168,418558,,53419,74345,136055,115638,104401,100719,94769,89336,84204,122479
390319,"Polystyrene, in primary forms (excluding expansible)",0,0,0,0,0,0,0,0,0,0,,139495,91832,141229,92412,124267,151390,115419,88957,88579,152761,,33966,36114,38146,27903,21911,22461,21147,14078,9383,16971
390469,"Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excluding ...",0,0,0,0,0,0,0,0,0,0,,2917,14663,22113,33876,35603,27641,19936,21398,22080,8781,,3238,3625,4479,3317,2772,2728,4166,4458,5287,4632
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",0,0,0,0,0,0,0,0,0,0,,1657,24209,16876,8813,4259,289,355,220,1411,954,,185,143,106,68,124,165,432,305,398,507
390512,"Poly""""vinyl acetate"""", in aqueous dispersion""""",0,0,0,0,0,0,0,0,0,0,,51,339,0,194,887,669,2182,1145,429,5111,,296,195,555,323,645,260,287,230,262,125
390591,"Copolymers of vinyl, in primary forms (excluding vinyl chloride-vinyl acetate copolymers and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,57,0,0,144,14,1321,,4461,3209,3101,2215,2000,1976,1740,1856,1408,5503
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,409,0,0,0,0,0,0,,499,308,151,225,204,149,271,285,100,151
392112,"Plates, sheets, film, foil and strip, of cellular polymers of vinyl chloride, unworked or merely ...",0,0,0,0,0,0,0,0,0,0,,1318,696,3023,3612,10076,9328,11962,10045,5351,3054,,16046,13751,15193,14960,16325,16757,16957,16078,13888,20864
392620,Articles of apparel and clothing accessories produced by the stitching or sticking together ...,0,0,0,0,0,0,0,0,0,0,,3103,4004,1664,2215,1373,819,1700,1265,193,7,,75394,66163,66999,63914,63514,62116,71239,58213,169721,120283
392630,"Fittings for furniture, coachwork and the like, of plastics (excluding building components ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,107,117,52,112,0,57,115,,14471,15110,14910,15493,15125,16974,18291,17330,16940,19121
390761,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of >= 78 ml/g""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,15384,,0,0,0,0,0,90631,108193,86460,80297,99701
391000,Silicones in primary forms,0,0,0,0,0,0,0,0,0,0,,242,124,321,450,474,23135,18145,109,22,244,,26136,23273,26391,24757,26794,25217,31290,23142,26094,32686
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary ...",0,0,0,0,0,0,0,0,0,0,,1012,157,0,3,0,7,27,0,0,0,,12663,11071,11949,13787,11215,9891,10424,9210,8445,9955
391390,"Natural polymers and modified natural polymers, e.g. hardened proteins, chemical derivatives ...",0,0,0,0,0,0,0,0,0,0,,1502,39,187,444,180,62,593,0,16,25,,24650,24352,26556,22857,17818,18907,20598,21125,22083,26860
391520,"Waste, parings and scrap, of polymers of styrene",0,0,0,0,0,0,0,0,0,0,,436,714,0,0,0,0,0,0,0,0,,0,0,1,1,0,141,441,57,29,6
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,226,38,0,3,0
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",0,0,0,0,0,0,0,0,0,0,,52,0,4591,1762,1379,2588,771,160,4716,478,,462,253,585,538,596,605,608,536,547,534
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,115,0,0,,156,12,69,22,3,9,2,1,4,13
540761,"Woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. ...",0,0,0,0,0,0,0,0,1,0,,88,0,27,26,14,390,485,9,0,46,,9089,9079,12791,19854,15345,14437,14910,13848,10973,9921
540771,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,201,344,319,839,189,272,207,401,316,300
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,125,0,115,13,1,0,0,0,0,0,,2117,1992,2502,2772,2820,2648,2816,2187,1988,2869
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,0,0,0,0,,1672,2036,1599,1445,350,115,140,68,69,167
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,246,248,84,602,208,96,23,0,0,0,,2459,1472,1116,988,652,777,918,1101,988,1505
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,370,341,544,688,499,445,524,447,342,427
550200,Artificial filament tow as specified in Note 1 to chapter 55,0,0,0,0,0,0,0,0,0,0,,0,0,0,77,0,0,0,0,0,0,,9124,7317,6436,765,25,0,0,0,0,0
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,61,0,0,0,0,0,0,0,0,0,,16,24,11,63,52,109,39,59,46,37
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,17,11,13,61,276,146,,905,1010,1007,723,561,433,383,566,737,194
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,128,0,45,1117,33,65,110,0,0,0,,17,3,7,4,0,3,15,7,11,7
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,312,175,409,94,167,149,121,106,70,268
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,72,175,225,252,60,66,170,188,168,130
551090,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,3818,5304,8311,8906,6963,4733,1129,2419,1629,6350,,256,436,354,173,379,337,462,370,208,1800
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8,23,25,9,20,14,13,6,18,32
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,454,632,529,481,318,109,210,107,96,148
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,1642,3923,3924,7946,5498,1674,0,0,0,36,,224,379,436,261,59,33,437,471,331,107
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,106,81,472,0,,361,105,66,55,56,28,132,45,54,92
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,116,150,257,402,716,1096,1166,1158,955,724
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,5,5,0,0,2,11,0,1,3
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,5,12,6,2,4,39,11,13,0
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",0,0,0,0,0,0,0,0,0,0,,802,32822,33435,161,9040,15702,2041,595,1755,1874,,841,1015,1410,1441,1434,1891,2619,3779,3456,5672
560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",0,0,0,0,0,0,0,0,0,0,,42422,43460,63380,51342,38357,37495,18714,22129,62172,64378,,24768,23291,15400,13685,16832,15739,13876,11728,19688,21660
560741,"Binder or baler twine, of polyethylene or polypropylene",2,0,0,0,0,0,0,0,0,0,,298,237,210,676,590,3442,2326,1425,2944,3068,,3478,7812,10238,6233,4774,6439,4801,14416,24023,12374
560890,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up fishing ...",0,0,0,0,0,0,0,0,0,0,,216,150,35,114,24,39,29,0,0,0,,1370,1769,2176,2158,1908,2133,2563,2664,2737,2968
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12,261,0,0,0,0,,1988,2528,3638,3594,3192,4221,3377,3294,2180,2751
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,0,0,0,0,0,0,3,0,,165,0,70,166,162,30,58,187,0,2,,5814,5721,7410,10198,9879,10673,10009,10446,12491,16053
293625,"Vitamin B6 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,2121,2629,2060,1903,3367,3340,4310,3175,3196,2420
293690,"Provitamins and mixtures of vitamins, of provitamins or of concentrates, whether or not in ...",0,0,0,0,0,0,0,0,0,0,,110,29,0,9,34,0,78,428,40,7585,,8385,6572,6823,8086,8195,10138,18244,8458,7173,5880
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,51,4,576,330,0,0,,2077,1436,1501,1413,1354,1152,1742,1059,1388,1451
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",0,0,0,0,0,0,0,0,0,0,,30,0,0,257,0,0,0,0,0,0,,543,76,211,185,1087,1258,185,165,4620,201
293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,850,553,710,790,913,0,0,0,0,0
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,52790,48971,39571,33931,6542
300230,Vaccines for veterinary medicine,0,0,0,0,0,0,0,0,0,0,,1618,1644,2050,441,1529,1582,6161,3326,56,219,,41659,42746,35454,46610,38817,51148,54005,52657,74905,80696
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1478,,0,0,0,0,0,47747,48534,34956,21362,47431
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and ...",0,0,0,0,0,4,0,0,0,0,,151,0,146,80,32,0,0,0,21,0,,9545,11950,6541,4377,3498,2829,2168,3084,16201,3391
320110,Quebracho extract,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,547,485,359,153,394,350,534,257,321,310
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,0,0,0,13,15,0,0,0,0,0,,37,0,0,139,100,0,0,0,0,15,,1246,1471,1728,1476,1430,2143,1501,1527,1313,1811
320210,Synthetic organic tanning substances,0,0,0,0,0,0,0,0,0,0,,51,0,0,0,71,2,35,10,0,0,,921,1072,470,733,437,729,760,196,110,223
320419,Synthetic organic colouring matter and preparations of the kind used for colouring any materials ...,0,0,0,0,0,0,0,0,0,0,,1859,2276,3679,3241,3760,7864,8349,7953,6517,1714,,4978,5506,5584,4832,5263,5394,5375,5439,6701,7215
320420,"Synthetic organic products of a kind used as fluorescent brightening agents, whether or not ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,19,0,,6917,5181,5212,5016,5530,3842,4405,7911,6576,5619
320720,"Vitrifiable enamels and glazes, engobes """"slips"""" and similar preparations of the kind used ...""",0,0,0,0,0,0,0,0,0,0,,0,0,29,135,62,31,6,40,16,0,,2369,2570,4075,2779,2953,3294,4018,3323,3419,3563
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...",0,0,0,0,0,0,0,0,0,0,,12403,13673,11508,8304,8666,9966,20079,21264,20980,22358,,212,91,142,111,127,114,144,200,107,193
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,58,0,0,0,,2515,1903,2397,1648,2065,2551,3123,2709,2412,3831
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excluding ...",0,0,0,0,0,0,0,0,0,0,,82,141,0,19,745,12789,5373,2737,95,0,,2309,2246,2436,2344,2736,3315,3892,3184,2633,4580
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...",0,0,0,0,0,0,0,0,0,0,,203,143,0,60,57,41,249,46,178,14,,85137,85810,95941,83929,94198,93230,110327,114923,120215,140018
340119,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",0,13,16,0,0,0,0,0,0,0,,3961,2862,569,1925,63221,34060,8714,9131,7389,15166,,10214,15362,19571,32689,40794,63489,70773,69564,113055,83193
340311,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,293,485,463,524,527,564,685,728,610,514
340530,"Polishes and similar preparations for coachwork, whether or not in the form of paper, wadding, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,123,176,133,141,45,35,83,,6521,6428,6177,6662,5479,7280,7994,8584,8164,10557
340600,Candles and the like,0,0,0,0,0,0,0,0,0,0,,1222,0,43,130,32,128,180,0,0,0,,40700,40901,46091,45252,48088,48315,50103,50915,59000,78132
350300,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...",0,0,0,0,0,0,0,0,0,0,,469,100,0,34,0,0,9,11,34,26,,32682,25715,25136,28969,28670,21481,33679,27018,28020,29107
350520,"Glues based on starches, dextrins or other modified starches (excluding those put up for retail ...",0,0,0,0,0,0,0,0,0,0,,5929,4232,4252,3808,4177,6129,4005,4755,3238,13248,,1160,1571,548,532,314,663,469,376,433,782
360100,Propellent powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,286,0,0,0,,1068,617,1044,847,1381,726,759,276,146,161
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,15622,14419,11988,22164,11895,21685,10412,8409,7313,13326
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1452,402,42,31,81,74,90,78,14,11
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2146,2013,6528,6890,6859
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",0,7,0,0,0,0,0,0,0,0,,285,35,64,53,41,432,3031,266,65,67,,4285,4955,7404,7202,4352,4764,7811,7149,5541,6286
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders ...",0,0,0,0,0,0,0,0,0,0,,347,898,470,1795,1454,1836,1951,1718,1427,2386,,4098,3494,3139,2658,2778,2285,2680,2557,2611,2432
