Product code,Product label,"Russian Federation's imports from Korea, Republic of-Value in 2012","Russian Federation's imports from Korea, Republic of-Value in 2013","Russian Federation's imports from Korea, Republic of-Value in 2014","Russian Federation's imports from Korea, Republic of-Value in 2015","Russian Federation's imports from Korea, Republic of-Value in 2016","Russian Federation's imports from Korea, Republic of-Value in 2017","Russian Federation's imports from Korea, Republic of-Value in 2018","Russian Federation's imports from Korea, Republic of-Value in 2019","Russian Federation's imports from Korea, Republic of-Value in 2020","Russian Federation's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",8119,5211,16269,8154,3492,8088,7832,11951,11284,18043,,185550,266142,280050,359333,411155,466023,709670,550870,576259,600093,,423854,476018,488658,359935,207786,241633,227395,270828,286478,284616
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",5626,6777,6961,7614,9644,15508,18289,16240,13959,17779,,188589,215870,295377,368268,361594,352843,434986,523087,420996,435043,,71700,76416,75291,51328,62311,93398,106047,104619,118765,140061
842951,Self-propelled front-end shovel loaders,31967,22610,15965,1898,4672,10214,10895,8274,5878,16846,,478395,441156,470696,339113,265391,302969,323928,349535,255544,358109,,943112,861261,515707,198607,201366,361566,395382,464870,353854,589047
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for ...",15777,8411,5437,2587,3675,5243,9440,11207,21756,16743,,90676,103843,135341,143518,105294,152723,166214,157699,207336,195847,,485790,180540,145051,53278,57742,71450,86697,208133,292163,203189
291733,Dinonyl or didecyl orthophthalates,3122,593,915,723,609,3025,6287,9119,6610,16590,,107,265,11,1,0,1,2408,759,29485,60449,,37214,38678,38449,21789,25666,40845,38511,40992,32915,69625
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",4297,3853,2912,1821,2549,2628,7866,13435,20951,16589,,141966,157797,168037,183449,202271,207117,232573,257838,295246,354387,,111032,59773,50377,31892,33962,46118,75843,122119,133474,120569
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",13832,15023,17718,11970,9485,13448,14218,13350,10753,16582,,400672,423451,463762,476200,526050,506607,519346,510458,445507,517028,,296623,315970,281369,186694,208888,275185,319352,322338,303937,396675
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",18418,19505,11944,10026,8679,9496,11635,7459,6919,15881,,1593944,1305139,1149742,823648,816556,1092688,1073273,921805,701536,1119266,,69035,72289,55152,49066,57199,70845,73611,74177,56295,82797
851680,Electric heating resistors (excluding those of agglomerated coal and graphite),5958,6418,6394,6422,8612,12193,14258,13200,10424,15673,,39693,39039,44019,52527,65184,67486,85143,91878,89312,126231,,116159,123419,121027,98218,106478,124309,140599,138890,146456,160773
870821,Safety seat belts for motor vehicles,14781,13760,16265,12462,11669,16305,16884,17215,13854,15632,,82002,95762,117456,108599,97666,114921,98091,115018,74123,71686,,96265,81562,66771,37848,36351,49226,54614,53125,43055,54522
847720,Extruders for working rubber or plastics,712,5067,5473,2170,1615,4205,814,2696,16586,15546,,88212,69855,73501,56841,64238,71343,60104,65385,35453,55108,,242370,298059,188649,219229,121728,637454,351457,173423,192834,247970
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",14141,15926,21817,6199,5805,21963,8701,6737,7421,15417,,377600,294319,393189,361937,376849,305844,232221,237359,222478,227077,,1041080,1227805,1018169,625921,626080,705117,611561,661417,631998,788057
842839,"Continuous-action elevators and conveyors, for goods or materials (excluding those for underground ...",3516,7889,5261,2438,1147,1415,3300,4512,6414,15408,,96821,98127,145192,178753,175974,288580,283456,251008,209503,286524,,234437,227966,192949,110211,123008,178769,206674,183448,212832,244559
842123,Oil or petrol-filters for internal combustion engines,19653,18804,15934,13452,12853,14210,14507,13608,11529,15312,,78063,78605,82156,80203,83717,88454,91237,76262,74194,96965,,241554,251971,244924,189705,206322,246790,263503,263272,263695,339642
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",99869,9649,10345,15398,140137,8747,12165,16276,12892,15180,,338461,395510,340161,428283,401285,426819,400937,429351,335991,367303,,969108,1240185,1001635,565655,558342,604240,517620,551042,577094,655928
870590,Special purpose motor vehicles (other than those principally designed for the transport of ...,8747,14711,12288,653,379,1076,1961,4774,4029,15158,,114477,165931,148598,126132,129275,140013,99633,122616,76512,78804,,290482,268189,246501,121471,143340,115019,205503,123392,130433,84028
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",7676,13030,11489,10791,10803,12262,13518,13993,14125,14891,,166641,202340,202982,174429,175776,183302,170816,164359,154214,169343,,157504,149025,133532,107242,105319,107129,128858,143268,159346,190688
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",10701,12732,16977,9248,10665,13074,13757,12853,10970,14828,,252509,329481,370319,374088,539436,513357,433566,445924,410949,476005,,190680,203726,183668,123556,135155,176792,192155,182322,158104,221641
901849,"Instruments and appliances used in dental sciences, n.e.s.",2235,3449,4475,3516,4228,5934,7901,7497,9734,14802,,42241,47270,57337,86442,89996,100336,122878,166068,167918,307663,,106805,118933,108685,66529,73409,103034,105507,107328,115322,156376
854232,Electronic integrated circuits as memories,22528,12263,32822,23677,17666,25843,32621,18787,21970,14564,,16611973,21964136,28849532,28856912,31612095,60506974,83048246,53163163,52359154,69177215,,44374,47203,52307,70219,197200,102083,139243,75104,86148,95506
851712,"Telephones for cellular networks """"mobile telephones"""" or for other wireless networks""""",259215,136359,96557,34018,10657,9784,6441,7232,12031,14206,,12096876,13175420,12488434,10382781,8156690,6972601,6120802,4744383,4122757,4926365,,4042623,4737612,4733173,3290360,4068732,5312835,6292457,5848128,5873826,7745136
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",130,230,576,3631,302,9627,3555,881,311,14121,,82881,143492,167692,97544,100562,108476,141675,130795,121645,133747,,624692,669026,801408,761428,722722,1068921,1449200,1508484,1451647,1800392
902920,"Speed indicators and tachometers, stroboscopes",891,1106,4657,2233,1740,3585,3170,6257,6517,14073,,43794,30865,40719,31164,23720,20879,16247,38335,82207,100595,,31966,35003,34161,15631,22301,43371,40220,32822,36418,52105
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",58,242,117,227,123,49,3732,6768,13258,13961,,2082970,1467912,1840437,1368737,1161627,1571645,1565607,1633557,1483342,1767813,,332863,152090,264831,111162,90624,102604,133886,242213,117712,170276
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",1786,1992,2676,1705,2593,4174,6322,9631,10882,13706,,42538,51016,65776,76745,97230,101493,114646,138210,190716,206085,,264892,284174,294129,188043,199808,241166,264861,267529,253927,301182
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",11314,12681,11625,7168,9285,13689,14764,15317,12059,13612,,317047,305569,341190,449777,417334,404999,416766,401876,293201,344006,,190337,191378,177249,116707,144494,197082,212364,204929,189173,292720
391239,"Cellulose ethers, in primary forms (excluding carboxymethylcellulose and its salts)",7586,7154,8072,7498,11690,11589,11723,10129,11635,13573,,205718,186063,217830,202465,209864,230391,254301,266416,298894,334185,,74787,74102,76937,67505,80629,87708,105440,106254,109058,140020
842131,Intake air filters for internal combustion engines,31627,30412,25908,11137,11273,16871,18117,16155,10478,13558,,62780,69877,64185,51821,55974,50696,54542,52775,41336,59236,,144625,150995,137481,92056,100306,123065,136103,135997,118684,141103
732020,"Helical springs, of iron or steel (excluding flat spiral springs, clock and watch springs, ...",17299,19750,18022,5731,5357,7869,10210,11467,6735,13506,,28045,30750,34468,39401,46360,47825,54680,54561,52113,57657,,108060,115868,104639,60954,70123,89634,104904,112107,95733,117665
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",6350,11211,6804,5041,6961,9484,17929,14029,10351,13448,,366676,394729,439075,435289,502871,511729,514556,529897,674356,597346,,7755747,8462338,7384591,4722999,5161127,6286657,5954256,7610252,5495105,7359024
400270,"Ethylene-propylene diene rubber """"EPDM"""", non-conjugated, in primary forms or in plates, sheets ...""",8364,9519,8576,5717,8330,10806,10819,8275,8334,13446,,294711,280746,317579,298080,262939,307163,367140,290994,222731,468282,,32076,28750,27467,19392,20771,22920,27076,24697,24327,34980
830120,"Locks used for motor vehicles, of base metal",13753,13056,14125,9074,8122,12433,14423,13441,11800,13326,,129337,126523,179484,184869,215632,175864,169085,133293,95185,89442,,72304,76199,71713,39176,43013,58430,63628,59826,53376,68754
722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...""",10968,3335,3071,2707,5095,8936,11427,10345,9895,13300,,82004,161667,347758,397748,434985,469656,512998,452613,386160,584871,,13173,5834,5295,4551,6319,11759,14555,13762,13955,18375
845090,"Parts of household or laundry-type washing machines, n.e.s.",9318,15543,16212,10215,12638,12218,11885,9807,12370,12871,,348125,492229,588085,526372,514821,399374,205024,209623,255096,271505,,67439,64446,67118,48032,52761,57699,59566,58533,68737,76422
720219,"Ferro-manganese, containing by weight <= 2% carbon",6377,6159,4659,2244,3833,2767,5061,8275,2808,12817,,196937,150806,182343,190439,125494,246578,264920,186768,109365,307225,,19461,28086,22682,13869,13114,18491,11029,14788,8235,18808
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",1948,3161,5329,1463,4029,10418,12148,11057,10522,12617,,613898,637367,651090,592733,606124,605245,602952,554653,456817,579822,,70258,48871,48638,28405,30111,45339,54282,55433,67655,86237
870332,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",174354,176655,198799,88807,53015,8682,34036,47180,1185,12512,,6034134,6151878,5560077,4646467,4481430,4579433,3585671,3045909,1978424,2951955,,1775684,1415623,1161644,571657,458289,858020,797612,900795,569439,687938
291739,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",1912,3352,9306,8856,11525,17940,20106,9444,7253,12452,,423175,434038,530433,483878,576864,821158,691008,472341,423506,612358,,13424,22551,14198,14324,18412,30694,27907,15084,14278,25553
854720,"Insulating fittings for electrical purposes, of plastics",6106,7468,7626,6208,6637,9157,10405,10228,10084,12359,,133612,113464,108600,98938,113975,136802,146522,139091,148600,185020,,39434,41969,37160,29757,40028,54886,62365,57966,53532,66396
290532,"Propylene glycol """"propane-1,2-diol""""""""",3462,2807,3131,1183,1212,2221,3415,6173,4918,12301,,110615,101875,107521,87900,77671,85835,123387,133057,125708,284217,,38648,40661,42039,31687,29016,34588,42776,32060,31410,70189
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",17524,17299,16777,10807,10309,15396,14909,12933,12119,12168,,314995,462481,487807,562262,706465,719313,800974,853853,954038,1145050,,312192,317215,316906,190626,200914,274568,286468,281724,267003,303690
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",781,818,886,847,1330,2722,5072,7294,8608,11968,,10683,15792,26564,69448,96914,91035,125163,156107,242876,280209,,107818,116813,119320,81024,88856,102131,111983,125191,118864,137929
870322,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",43143,33871,25275,12545,6127,0,0,0,0,11691,,4315463,5974465,6274632,6286163,5993315,5679410,5679139,5394697,5259587,4976938,,1330373,1273543,734585,165500,175336,309082,345580,471388,374100,836299
330510,Shampoos,1686,1976,3084,2147,2046,3987,5784,7370,8182,11609,,30380,40422,62205,97466,120508,118151,137603,156144,160335,203082,,181121,195123,196428,119350,127286,168492,169633,179436,158293,201407
390740,"Polycarbonates, in primary forms",15757,8413,7790,4014,3268,3159,8154,5270,4554,11604,,1177209,1290492,1342616,1386987,1368123,1572327,1778793,1386634,1453770,2346756,,139862,112308,104493,56814,40481,55727,63641,76552,73702,65451
481910,"Cartons, boxes and cases, of corrugated paper or paperboard",3541,5472,3754,4204,4672,7564,6340,8666,10359,11585,,27374,32943,34264,35816,35086,48011,47370,56976,47551,48082,,70212,65612,45411,29759,31077,38986,43927,41357,32389,35884
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",4651,4523,4259,4132,3985,4729,8908,11000,11584,11248,,3878801,3791162,3419963,3633217,4164387,4613563,4308266,3512325,3110876,3052481,,124442,158776,179789,183056,165981,207058,305233,350584,281014,280574
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",18808,20802,17975,6635,4098,6410,4953,6499,6626,10996,,10537,7117,8384,4761,14034,11738,5766,5978,3653,6473,,134215,151235,138033,66650,51967,62607,61272,65041,61272,85572
590220,"Tyre cord fabric of high-tenacity polyester yarn, whether or not dipped or impregnated with ...",15179,13993,16264,10552,10560,11362,11126,10844,7322,10902,,343230,283196,249107,239606,222708,227030,234450,223625,163938,184706,,28176,36562,37184,34964,40159,40027,41883,36689,25938,41708
