Product code,Product label,"Viet Nam's imports from Korea, Republic of-Value in 2012","Viet Nam's imports from Korea, Republic of-Value in 2013","Viet Nam's imports from Korea, Republic of-Value in 2014","Viet Nam's imports from Korea, Republic of-Value in 2015","Viet Nam's imports from Korea, Republic of-Value in 2016","Viet Nam's imports from Korea, Republic of-Value in 2017","Viet Nam's imports from Korea, Republic of-Value in 2018","Viet Nam's imports from Korea, Republic of-Value in 2019","Viet Nam's imports from Korea, Republic of-Value in 2020","Viet Nam's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
285390,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, ...",0,0,0,0,0,0,116,66,49,,,0,0,0,0,0,383280,1403924,326944,371166,31471,,0,0,0,0,0,0,3482,1025,2133,1738
290122,"Propene """"propylene""""""""",0,0,0,0,0,1,0,4,30952,,,1607519,1638088,1762084,977091,1203536,1511045,1763506,1479879,1165776,1677389,,28,23,8,20,13,74,21,142,161554,161743
290311,"Chloromethane """"methyl chloride"""" and chloroethane """"ethyl chloride""""""""",0,0,1,0,0,0,0,0,0,,,2,2,2,16,0,0,0,0,0,2,,2,0,1,0,0,3,15,0,0,17
290372,Dichlorotrifluoroethanes,0,0,0,0,0,0,0,0,0,,,0,16,0,98,0,3,3,6,0,0,,29,292,179,803,420,173,159,172,0,92
290392,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chloro ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,238,56,52,98,134,40,0,0,0,
290513,"Butan-1-ol """"n-butyl alcohol""""""""",0,0,2,16,6,4,8,5,152,,,190,39,38,58,83,92,231,55,239,789,,1692,1903,1568,1395,1547,2015,2379,2370,2575,5731
290539,"Diols (excluding ethylene glycol """"ethanediol"""" and propylene glycol """"propane-1,2-diol"""")""""",1637,1168,1120,1102,1029,1877,3487,1462,6041,,,153177,163318,162537,124934,111691,174509,192860,150335,154810,320332,,6995,6204,7330,6492,22301,120147,149337,123329,84857,378463
290613,Sterols and inositols,0,0,0,0,0,0,0,3,7,,,1213,1409,2081,2447,2676,2741,2552,2944,2813,4843,,8713,4876,7101,6643,4788,6131,5042,5070,3848,3978
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...",14,0,27,126,242,80,62,77,249,,,6692,16943,2041,4993,3349,3823,29575,33187,14348,65938,,673,281,379,732,1252,6614,40789,37967,15533,20908
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),22,25,49,8,75,40,12,4,20,,,1361,1526,1862,3382,4000,7663,7254,5177,4344,5348,,943,755,648,658,770,761,786,937,960,1205
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated ...",7,30,41,139,73,95,0,0,0,,,747,260,466,1260,559,652,898,624,802,27,,347,495,875,718,558,807,720,893,807,1484
291010,"Oxirane """"ethylene oxide""""""""",0,0,53,12,42,17,0,0,20,,,551,545,469,403,339,189,348,498,381,1202,,162,321,649,589,743,878,1145,1278,1774,1593
291030,"1-Chloro-2,3-epoxypropane """"epichlorohydrin""""""""",0,0,0,146,219,219,79,471,354,,,27352,31430,68373,60917,51595,54704,74242,58198,47182,61292,,0,3,0,172,243,332,213,487,398,791
291212,"Ethanal """"acetaldehyde""""""""",0,0,0,0,0,0,0,0,0,,,25,12,0,0,1,0,1,0,3,1,,5,2,7,5,3,1,0,1,1,2
291241,"Vanillin """"4-hydroxy-3-methoxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,,,3,27,65,61,87,90,85,42,27,68,,3299,3723,3045,4192,4108,3750,3829,4430,3292,2886
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ...",0,0,0,0,0,0,0,0,0,,,11,0,35,24,8,7,10,10,4,5,,314,288,483,223,416,251,166,183,187,130
291422,Cyclohexanone and methylcyclohexanones,347,827,1139,771,880,1659,1496,774,304,,,466,1020,684,562,1301,1874,2047,3102,988,476,,10791,13243,15106,13312,14068,17263,18968,17101,12419,16782
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",5,28,89,60,47,119,72,6,11,,,73,55,203,103,52,154,298,434,419,600,,1211,1523,1825,1627,2958,2670,3212,2889,3570,4251
291560,"Butanoic acids, pentanoic acids, their salts and esters",2,15,1,3,2,2,10,26,61,,,56,35,34,417,287,77,52,202,46,116,,5025,5149,5597,5983,7377,7973,10897,11961,12988,17499
291570,"Palmitic acid, stearic acid, their salts and esters",549,579,916,1116,697,650,866,1126,1183,,,21231,21263,23212,23994,21964,26773,33372,11854,11327,13894,,5476,6350,7740,8806,7670,8927,11217,11150,12243,14898
291614,Esters of methacrylic acid,494,140,151,478,895,1507,2123,1795,2214,,,52095,147669,135082,77140,90842,142843,142211,130175,100658,145375,,39209,48684,40913,36804,39990,62357,71454,49601,40791,52324
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",6,9,7,8,15,43,35,94,113,,,386,360,253,129,932,340,551,4693,2191,1843,,5092,6206,6808,6330,6344,6099,8694,9147,9748,9090
291719,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, ...",213,393,338,345,303,412,581,521,496,,,12275,12729,14451,15322,10070,9321,8670,13629,8595,10814,,2009,2312,2536,2769,2481,2456,2515,2380,2949,3129
291739,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",10013,27697,23984,22124,15956,16693,12659,12460,8739,,,423175,434038,530433,483878,576864,821158,691008,472341,423506,612358,,26703,48130,50448,37230,31928,39350,45084,47571,48905,92018
291815,Salts and esters of citric acid (excluding inorganic or organic compounds of mercury),8,18,25,101,30,32,79,97,33,,,516,586,447,387,472,555,383,547,437,132,,3744,4534,4641,4567,4520,5239,5219,6061,5258,5674
291822,"O-Acetylsalicylic acid, its salts and esters",0,0,0,0,0,0,0,0,0,,,0,61,0,0,0,0,0,1,0,5,,64,95,120,160,153,148,99,143,185,260
292141,Aniline and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,,,0,466,1528,1504,1862,4719,6757,2479,2068,961,,5,3,88,11,12,14,24,42,12,433
292215,Triethanolamine,0,0,0,0,0,0,108,83,103,,,0,0,0,0,0,876,797,566,1032,1560,,0,0,0,0,0,0,4235,4011,3800,4238
292231,"Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,4,73,203,132,628,689,649,382,541
292630,"Fenproporex """"INN"""" and its salts; methadone """"INN""""-intermediate """"4-cyano-2-dimethylami ...""",0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,
293110,Tetramethyl lead and tetraethyl lead,4,3,0,0,0,0,2,0,0,,,46,0,0,2,2,2,0,0,0,0,,48,38,0,2,0,2,4,0,2,
293214,Sucralose,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,15,82,37,0,5,,0,0,0,0,0,0,701,1360,1110,3053
293299,"Heterocyclic compounds with oxygen hetero-atom[s] only (excl. compounds containing unfused ...""",2,0,124,29,326,366,327,540,780,,,20639,13874,22884,48805,51422,54125,64369,42456,82405,102220,,39595,26688,36479,38477,38866,41110,28661,27855,18084,30572
293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...""",0,0,0,0,0,0,0,0,21,,,733,623,979,62,1645,3451,2486,4503,5298,8008,,1210,1430,2129,1044,1024,1218,3169,774,655,4753
293371,"6-Hexanelactam """"epsilon-caprolactam""""""""",0,0,6,4,0,0,0,0,569,,,81727,315,226,6332,50935,96066,81023,68614,52746,78372,,75690,93981,76495,65975,55885,82365,98588,65135,40389,64611
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",75,145,310,507,444,814,1151,496,1105,,,98991,127471,125243,111779,165460,136120,128699,179453,213964,232276,,4658,7722,14847,12300,17789,24426,33890,30231,34714,74197
293625,"Vitamin B6 and its derivatives, used primarily as vitamins",15,10,2,7,0,0,0,0,0,,,5,66,66,189,22,64,3,6,1,2,,3742,3350,3700,3925,6916,7917,8765,6445,5670,4378
293690,"Provitamins and mixtures of vitamins, of provitamins or of concentrates, whether or not in ...",32,23,60,53,89,61,143,83,75,,,774,671,316,730,155,1249,5108,2345,2725,3031,,1280,2365,5225,5866,6554,6196,8447,6731,5836,15359
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",0,0,0,0,0,0,0,0,0,,,17,35,363,39,0,0,1045,1021,455,877,,3625,4309,5586,4670,5260,5774,5934,4056,4118,2765
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,5,66,0,0,0,,162,198,122,163,35,32,55,233,266,171
293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,51,0,0,1,0,0,0,0,
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,3318,2476,5366,20249,21306,,0,0,0,0,0,0,2648,2105,27,2
300230,Vaccines for veterinary medicine,1555,1790,2127,3532,6747,4997,5570,4720,8213,,,6686,8609,11759,14559,19709,20045,25476,24995,27792,32426,,48103,58487,64247,71290,100496,95038,129331,115653,135249,87494
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,391,230
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and ...",0,0,0,26,33,113,2,0,0,,,0,453,314,597,38,126,229,58,93,230,,8081,7612,7328,8539,8388,9254,8870,5697,5502,1277
320110,Quebracho extract,0,0,0,0,0,0,0,0,0,,,82,58,97,85,22,84,33,68,16,40,,71,620,1923,467,124,152,155,94,524,287
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,27,42,34,52,8,1,0,1,0,,,32,76,17,25,6,11,32,32,9,29,,299,320,296,764,1250,1753,1097,1074,1468,1647
320210,Synthetic organic tanning substances,18,18,408,281,399,345,151,244,21,,,4197,4249,4022,3423,3415,3661,3253,3093,2516,4651,,9400,10685,13674,15513,14348,15826,16522,19675,16453,13145
320419,Synthetic organic colouring matter and preparations of the kind used for colouring any materials ...,1040,1121,1126,1349,904,1006,1443,1506,1490,,,11816,13096,11405,10467,10929,12144,15417,13274,12171,12815,,12810,13735,12651,13629,13704,11950,15988,18445,19493,25823
320420,"Synthetic organic products of a kind used as fluorescent brightening agents, whether or not ...",914,2336,2644,3503,1850,1705,2202,2334,2424,,,21876,20637,19066,16041,16765,15096,14782,15992,13595,15872,,12405,13975,15099,19594,16439,18996,23161,22320,20642,16615
320720,"Vitrifiable enamels and glazes, engobes """"slips"""" and similar preparations of the kind used ...""",294,309,387,467,613,640,508,427,287,,,2386,2584,3201,3867,3179,5825,4309,3028,3265,3804,,58569,57735,59454,57612,67165,69478,74368,63815,53978,47332
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...",5,2,2,0,126,0,7,48,11,,,324499,487749,378487,386245,506435,358561,270106,294418,538672,924093,,620,925,1264,1397,1395,2040,1961,3074,5590,79345
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...",0,0,0,2,0,0,0,0,0,,,35,1,6,2,1,3,8,16,6,128,,153,110,200,230,235,317,351,423,415,398
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excluding ...",0,2,0,0,10,29,17,9,10,,,37,59,31,66,188,39,55,58,770,131,,101,91,191,112,360,427,416,313,205,322
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...",1087,1066,1591,1414,1311,1337,1753,1650,1928,,,5426,4980,6317,6055,7258,10482,7042,6852,10362,11322,,103423,137722,158530,179186,179729,195641,213164,213523,214758,232640
340119,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",30,11,2,3,6,27,55,33,31,,,13745,10203,8934,10764,15629,19226,18636,15537,22707,23507,,145,408,185,229,651,696,1028,1122,718,7536
340311,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,574,1579,1105,1212,1835,2246,2899,3529,2741,,,14176,12448,8899,7902,6418,6244,8203,5995,5225,7176,,11038,11565,11041,13064,14866,15806,25612,28615,24358,25884
340530,"Polishes and similar preparations for coachwork, whether or not in the form of paper, wadding, ...",3,12,4,4,13,37,36,105,98,,,5550,5378,6176,4340,4681,5116,4746,6200,6800,10085,,234,277,286,446,601,458,418,722,878,5737
340600,Candles and the like,49,37,9,4,18,5,8,15,14,,,176,292,566,1636,1522,2666,2522,2107,2987,3963,,413,485,824,549,825,823,574,643,1060,4384
350300,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...",3244,3502,5198,4282,4871,4185,4560,5883,3789,,,29507,30389,23784,37471,28386,30752,40333,34951,34209,36238,,26295,30989,34084,36230,35274,38418,42669,40632,45006,39333
350520,"Glues based on starches, dextrins or other modified starches (excluding those put up for retail ...",1664,1789,1978,1828,2453,2255,2019,1941,2399,,,287,317,354,379,437,560,648,1136,989,1058,,9169,8753,11973,12945,14723,17496,13748,8931,9711,3462
360100,Propellent powders,0,0,0,0,0,0,0,0,0,,,0,1100,1819,2240,6395,6821,1206,488,162,0,,0,0,0,0,0,0,0,0,0,
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks ...",0,0,0,0,0,0,0,1,1,,,735,732,1357,880,558,716,3662,757,59,522,,171,218,212,252,242,211,233,274,291,602
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,,,124,24,0,5,0,0,0,0,0,0,,629,33,129,85,51,35,70,32,26,
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,0,34,44,40,,,0,0,0,0,0,230058,280432,319067,316308,356040,,0,0,0,0,0,0,240,196,180,2371
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",197,4,41,65,43,35,6,7,208,,,328,529,19,257,534,516,366,147,245,295,,7158,6630,9466,9496,9771,8218,6619,6942,5834,3997
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders ...",1676,1508,3696,11870,21797,24359,23294,19849,21352,,,45835,40994,38492,42314,50397,58619,64727,61229,65390,79686,,11595,13781,19116,28699,40359,46153,48380,48555,53780,97484
381220,"Compound plasticisers for rubber or plastics, n.e.s.",1603,513,456,1026,1782,2083,2766,3415,4283,,,8752,8996,8694,4163,3233,4297,7285,6465,8250,21274,,16178,16953,17038,14025,16442,25330,32156,36767,30193,31587
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",0,119,111,300,51,366,317,343,843,,,89647,119777,139378,153965,99696,115619,102003,118648,102883,98169,,205,2066,346,430,17067,1410,1904,2686,2100,43468
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",910,1088,1323,2327,2157,1933,3132,2950,4200,,,12135,14925,22936,10707,15806,14606,22503,19231,20208,22063,,25708,29423,34053,43089,52491,52621,76164,87897,75224,64830
382312,"Oleic acid, industrial",0,0,0,27,0,0,12,2,5,,,2112,3230,5335,4382,4143,4664,4673,2946,3615,5267,,316,331,427,487,450,507,677,421,575,1718
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,,,0,0,23,0,0,0,0,0,0,0,,0,0,0,0,10,7,6,0,8,54
382484,"Mixtures and preparations containing aldrin """"ISO"""", camphechlor """"ISO"""" """"toxaphene"""", chlordane ...""",0,0,0,0,0,0,5,0,56,,,0,0,0,0,0,9,6,1,0,0,,0,0,0,0,0,0,39,2,59,
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",0,0,0,0,0,0,0,0,0,,,2,0,0,0,20,10,15,2,0,0,,0,0,3,0,0,35,0,15,43,
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",68194,111845,157669,143629,140575,145031,101217,93107,103083,,,1140282,1389490,1561527,1328645,1225984,1175688,1166205,927288,705536,1130835,,598134,753666,834582,785974,831694,914751,1098407,1164399,1090431,1028505
390230,"Propylene copolymers, in primary forms",308,4995,104349,95067,98186,111712,128263,136084,133508,,,1997618,2131515,2135821,1428090,1306919,1405622,1577092,1443996,1361393,2186111,,23524,33655,258947,260565,261707,309517,332907,343272,315201,472535
390319,"Polystyrene, in primary forms (excluding expansible)",34518,43014,36228,24831,24998,25307,39000,34956,33082,,,352870,284017,256319,165772,173085,144334,184644,164642,162953,246187,,143434,171240,152418,117321,116267,155744,173286,143583,145338,182691
390469,"Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excluding ...",85,97,145,214,257,1001,2641,3583,2989,,,15688,14517,18045,16583,15046,24603,26204,23484,22367,32023,,16988,22937,19489,15811,14467,21005,29055,29418,26257,44508
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",922,402,240,291,599,1645,2406,1700,1730,,,8478,7723,7142,4922,4946,8855,22345,27595,16795,50587,,4966,4285,4263,6971,5518,7320,6880,5880,5916,1769
390512,"Poly""""vinyl acetate"""", in aqueous dispersion""""",106,84,229,196,280,501,955,888,581,,,567,390,509,400,478,476,498,331,348,729,,1348,2202,1990,616,959,1555,1974,1843,2622,5024
390591,"Copolymers of vinyl, in primary forms (excluding vinyl chloride-vinyl acetate copolymers and ...",99,150,372,129,76,49,33,48,40,,,559,712,581,1389,5737,3551,1754,1545,8859,18460,,1803,1995,1891,1498,1721,2144,2406,2590,2056,3921
390740,"Polycarbonates, in primary forms",23905,47216,65221,87656,120190,141647,146691,126095,122817,,,1177209,1290492,1342616,1386987,1368123,1572327,1778793,1386634,1453770,2346756,,113659,155977,174725,197902,238833,308014,375895,320822,324331,508787
390761,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of >= 78 ml/g""""",0,0,0,0,0,0,12468,10703,6510,,,0,0,0,0,0,513464,608747,506925,410998,437440,,0,0,0,0,0,0,31794,36485,36947,176456
391000,Silicones in primary forms,8240,12501,14719,17316,23629,36024,44794,43376,39054,,,270468,264215,251195,226702,239494,268120,315456,282304,258611,344984,,57366,67114,68435,77601,91583,135039,163219,170252,147296,235862
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary ...",253,289,395,1107,1252,1173,1223,1304,1211,,,274438,271587,350495,323721,285237,317566,316941,268905,280534,324295,,8875,13147,16534,19641,20827,24556,26194,29806,28279,34656
391390,"Natural polymers and modified natural polymers, e.g. hardened proteins, chemical derivatives ...",42,64,75,268,142,201,237,222,204,,,9534,9007,10112,9453,10408,15065,10487,10304,8066,10275,,8896,10968,13768,12295,12528,14866,16456,17757,14098,16034
391520,"Waste, parings and scrap, of polymers of styrene",0,0,0,0,19,39,45,0,38,,,10,96,107,0,48,146,0,25,1,2,,0,40,121,33,103,244,1540,1758,2272,6290
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",77057,163771,198853,289780,360690,536122,558617,476930,473561,,,1016266,1350777,1331234,1354668,1281547,1538186,1643208,1597441,1404023,1535604,,194314,288925,371185,504878,620443,921917,937684,825923,941119,918993
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",0,0,20,1,108,205,166,128,144,,,366,504,265,919,2770,523,1049,347,765,492,,36,81,37,377,936,241,194,254,239,616
392112,"Plates, sheets, film, foil and strip, of cellular polymers of vinyl chloride, unworked or merely ...",1390,1131,2319,2232,3133,2616,2449,2545,3091,,,17907,14550,19430,16934,29552,28820,31003,33336,26003,26969,,7490,9198,11089,16117,23672,23511,26921,29947,42418,79117
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",4931,5504,6573,8806,7568,8918,12705,11831,9697,,,109336,124449,134249,122011,126546,130662,137980,137787,154109,161200,,40324,45938,47824,50876,48904,61990,70151,82591,85528,103154
392590,"Building elements for the manufacture of floors, walls, partition walls, ceilings, roofs, etc., ...",946,3444,4048,2575,2437,2290,2137,1251,1304,,,24508,41026,31643,28821,20650,20812,24004,19583,20598,26979,,6489,9578,10077,13545,21370,26378,32720,48349,36585,71567
392620,Articles of apparel and clothing accessories produced by the stitching or sticking together ...,22887,33293,37325,33844,31860,30530,36170,34404,28087,,,4966,5534,15511,6320,7602,8067,10236,9753,23480,16363,,112088,131788,155987,171793,171877,184998,187950,197782,194676,106387
392630,"Fittings for furniture, coachwork and the like, of plastics (excluding building components ...",4734,3662,3249,4571,4895,4142,5608,11104,13286,,,50995,92173,144179,172069,212173,201093,216465,201998,159367,181468,,149341,153924,178377,175816,216819,228753,241460,244540,222792,57231
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",64573,131706,218950,294549,461125,394938,529843,528283,520848,,,832796,888855,918481,959415,1123760,1236304,1382329,1313597,1341814,1502732,,566809,721192,828180,969625,1225918,1276008,1537305,1751632,2359875,1524581
400122,"Technically specified natural rubber """"TSNR""""""""",9155,580,58,1345,1029,1919,3934,2,80,,,3195,652,2084,939,1478,3842,1104,2071,2646,3268,,177674,133837,99622,123763,133125,216708,219047,262394,325024,169313
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",47698,46472,43008,33119,40850,63170,59587,60956,46375,,,1593944,1305139,1149742,823648,816556,1092688,1073273,921805,701536,1119266,,121846,114850,115637,106088,115205,185728,190843,220217,190282,221777
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",23,178,48,374,239,248,694,2225,114,,,3659,2728,1694,1122,1041,1128,949,2418,1064,1056,,25535,28134,30077,32351,22732,30483,30880,28986,19329,11382
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",149,329,16,255,1542,7453,19279,25946,36431,,,274097,272674,286831,285088,339008,527946,656894,673643,909622,1404762,,15267,13044,14025,17290,25302,34350,52739,53511,87284,133006
400291,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",7687,5397,2,0,0,0,1,2,0,,,786,763,656,323,340,409,384,640,577,458,,9299,6582,3675,4228,5227,7313,7520,8144,7751,23035
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",3733,4965,5038,1756,811,548,1139,3648,3570,,,1578,2125,4731,3865,3345,5006,7662,11908,11388,9771,,19221,14794,15934,16706,15244,27293,30167,41457,42371,24375
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,2,0,2,0,,2,76,28,92,6,0,1,0,0,14
400821,"Plates, sheets and strip, of non-cellular rubber",598,960,1003,1061,1489,1568,2099,2555,2451,,,27304,24248,21556,21023,20128,19661,21811,23839,20947,23535,,8564,9053,17258,16962,15748,16782,22225,24122,30464,54532
401012,"Conveyor belts or belting, of vulcanised rubber, reinforced only with textile materials",97,509,566,162,737,743,591,541,731,,,9206,6586,13572,6939,4152,2807,2410,3841,3534,4941,,5194,7891,11840,11643,13803,11488,13866,16344,16454,23057
401033,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",11,2,9,133,65,44,43,46,66,,,1927,3276,3825,3986,6829,5084,4370,3619,3593,4022,,3153,572,284,507,455,379,456,549,566,377
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,0,229,288,342,,,0,0,0,0,0,4134,5486,5159,4420,5249,,0,0,0,0,0,0,2552,3245,2450,2605
401190,"New pneumatic tyres, of rubber (excl. of a kind used on agricultural, forestry, construction, ...",0,0,0,0,0,0,69,4,100,,,0,0,0,0,0,3229,2313,4120,5525,1253,,0,0,0,0,0,0,2859,6819,17366,5891
401220,Used pneumatic tyres of rubber,35,68,56,1,25,25,88,70,0,,,12199,12121,10776,11974,12077,10376,10742,10764,10114,9244,,157,226,188,22,138,61,142,92,25,341
401320,"Inner tubes, of rubber, of a kind used for bicycles",0,0,0,0,2,0,0,0,0,,,0,0,2,21,70,217,39,3,22,1,,281,342,518,498,646,458,401,625,865,4509
401390,"Inner tubes, of rubber (excluding those of a kind used on motor cars, incl. station wagons ...",180,269,255,385,374,248,237,292,271,,,23713,25135,29034,25312,21884,22256,23419,20877,21409,25399,,1003,780,1285,1722,1675,1791,1929,2648,2824,5912
401695,"Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excluding ...",92,179,58,86,161,145,137,132,157,,,2381,3842,7984,5918,5709,5685,7662,6996,5272,6862,,2997,4242,5756,6478,5015,3996,4306,5361,4752,8366
410631,"Hides and skins of swine, in the wet state (incl. wet-blue), tanned, without wool on, whether ...",0,0,0,0,0,0,0,0,0,,,2221,1747,501,323,762,292,84,19,49,247,,0,10,5,337,871,0,2951,1043,1298,4162
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",67035,150149,179885,183072,149418,153466,124975,126449,69021,,,122345,116415,80505,51284,37644,33851,20774,15831,10736,12309,,355410,659824,946592,977135,956135,967355,929299,903074,706165,335296
411420,Patent leather and patent laminated leather; metallised leather (excluding lacquered or metallised ...,0,22,0,0,0,14,1,125,198,,,75298,100902,124485,123699,86378,63022,56982,42345,21779,39027,,267,479,1214,475,396,389,513,2712,1762,34834
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",448,110,163,91,20,0,0,0,0,,,4220,4382,4788,3557,3112,3226,2882,1333,1104,923,,652,262,350,212,105,129,130,139,137,215
420500,Articles of leather or composition leather (excluding saddlery and harness bags; cases and ...,352,1651,1167,561,445,444,1776,3016,4010,,,10299,18538,17519,21170,31720,21528,26049,27165,28508,30130,,12767,15721,14598,23109,18104,17085,23051,39526,40675,69332
420600,"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ...",0,0,0,0,0,0,0,0,0,,,1,38,27,0,0,0,1,15,2,3,,0,0,12,0,0,0,0,0,0,328
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,78,0,0,14,,41,0,3839,10891,762,1528,281,109,0,3
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,0,0,0,0,0,0,0,0,0,,,0,0,7,0,16,13,13,4,19,18,,9,0,0,206,120,1,1,5,1,174
