Product code,Product label,"Taipei, Chinese's imports from Germany-Value in 2012","Taipei, Chinese's imports from Germany-Value in 2013","Taipei, Chinese's imports from Germany-Value in 2014","Taipei, Chinese's imports from Germany-Value in 2015","Taipei, Chinese's imports from Germany-Value in 2016","Taipei, Chinese's imports from Germany-Value in 2017","Taipei, Chinese's imports from Germany-Value in 2018","Taipei, Chinese's imports from Germany-Value in 2019","Taipei, Chinese's imports from Germany-Value in 2020","Taipei, Chinese's imports from Germany-Value in 2021",Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
390770,"Poly""""lactic acid"""", in primary forms""""",1,9,20,18,31,63,0,2,43,19,,0,0,0,0,0,0,0,0,0,0,,28349,19178,35117,30335,36807,41919,53948,50727,68956,65112
701342,"Glassware for table or kitchen purposes of glass having a linear coefficient of expansion ...""",3,55,137,416,117,84,289,28,27,19,,41832,41617,45862,41739,34688,36750,32205,28264,26648,35031,,3010,6920,10451,15157,15715,14792,16899,19179,10900,13391
290819,"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols ...",69,95,80,50,39,50,20,27,26,19,,15622,16800,17885,15797,15786,16513,16796,17565,19083,12542,,92364,78144,86848,86513,104754,108305,106617,92629,84598,130446
320500,Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ...,10,23,26,21,29,21,21,11,7,19,,15427,17228,16231,14061,12878,14031,13754,12535,11633,12801,,1773,2089,1698,2285,2355,2075,1350,1222,661,1029
640351,"Footwear with outer soles and uppers of leather, covering the ankle (excluding incorporating ...",9,0,3,1,2,0,1,0,0,19,,38182,54759,60241,65181,68873,117380,167705,82300,40887,46264,,2964,3323,4136,3606,2594,2251,2980,2948,2411,3111
902830,"Electricity supply or production meters, incl. calibrating meters therefor",0,0,0,1,2,0,1,3,0,19,,49599,50954,37413,33910,30624,32695,34525,33547,37232,49786,,1304,1080,634,627,448,380,260,973,314,627
830130,"Locks used for furniture, of base metal",34,65,56,19,33,20,36,23,26,19,,36322,36485,37078,32289,33099,34518,37833,36683,31399,42035,,901,955,1028,1044,808,1001,1398,1725,1443,1449
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, ...",2,2,128,202,112,124,134,36,13,19,,16181,16484,13294,10526,8675,13318,12986,11397,14920,11197,,181,86,246,395,198,446,275,1236,203,3343
253090,"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s.",55,9,0,8,55,21,62,219,24,19,,111365,91612,83905,70779,66679,85148,91143,80628,78136,88062,,27737,26623,31993,31109,26232,24148,30602,28075,24905,31977
290613,Sterols and inositols,3,166,3,2,2,5,3,1,2,18,,4404,8385,9181,6964,8832,8045,7484,7066,7027,89567,,3796,3683,4901,5108,3876,4030,4597,2165,3213,4976
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",104,92,88,93,80,140,156,106,98,18,,9405,8652,9562,8075,8196,7594,7578,6765,5689,5924,,738,696,768,694,583,553,535,395,472,669
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),2926,1455,1083,520,229,279,293,56,8,18,,7471,9455,9433,6089,5665,8213,9740,9964,8847,11209,,5516,5030,3797,2733,2368,2419,2812,2288,1939,2832
760410,"Bars, rods and profiles, of non-alloy aluminium, n.e.s.",36,11,20,35,54,73,218,5,14,18,,71376,42611,36358,27657,23256,21205,20970,17031,16229,26182,,6699,8046,8441,8549,9070,6564,10367,10266,8490,13181
410792,"Grain splits leather """"incl. parchment-dressed leather"""", of the portions, strips or sheets ...""",0,0,11,31,3,36,0,2,10,18,,200036,178049,174768,149390,120701,93856,98893,80861,75574,97115,,505,698,2219,683,519,1381,953,891,922,1199
740929,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",278,315,157,59,16,6,10,54,38,18,,77060,71903,70356,64144,59696,74922,80510,68538,50639,66308,,3361,3631,2382,1919,1498,1230,532,821,554,704
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials ...",0,0,0,0,0,0,0,0,0,18,,6926,7135,4792,4023,4558,5257,6371,8132,12907,16734,,299,259,244,344,244,170,148,116,125,144
691490,"Ceramic articles, n.e.s. (excluding of porcelain or china)",60,36,13,7,11,30,15,10,2,18,,91348,106450,103174,87665,93968,94946,66056,64579,69635,90045,,11508,11704,12022,10081,10721,9224,9016,8684,7555,10295
560122,"Wadding of man-made fibres and articles thereof (excluding sanitary towels and tampons, napkins ...",81,5,9,6,318,399,69,152,41,18,,77297,78984,76347,55000,48799,42763,31840,20622,10961,9783,,24900,23531,28777,26448,29665,24515,25141,22273,21378,23629
540792,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",25,17,1,5,12,8,9,20,3,18,,17876,18392,20220,20155,22142,20801,16751,11960,10221,9727,,3066,2198,2044,1759,2016,1851,1690,1355,1272,891
293621,"Vitamins A and their derivatives, used primarily as vitamins",58,112,45,71,7,17,22,18,25,18,,0,0,0,0,0,0,0,0,0,0,,163,258,404,388,297,277,607,905,931,1026
732410,"Sinks and washbasins, of stainless steel",495,27,21,36,13,12,33,35,39,18,,122213,119352,123033,118237,112861,113342,123358,112165,102996,105635,,2930,3111,3357,3175,4684,5581,4921,3631,3992,5141
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",13,12,58,10,4,3,8,8,22,18,,10173,8146,4363,6961,1897,20353,5089,2933,39,2589,,13,32,66,39,4,7,11,78,49,94
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excluding waterproof ...",0,0,0,0,0,2,3,26,40,18,,267831,316500,390659,292194,316565,361508,371316,356734,329254,379868,,4379,3600,3311,3533,2833,2859,3767,1745,2583,3325
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",8138,11555,1352,13081,8620,10409,12083,533,58,18,,209206,191410,144188,104633,182961,158012,122966,111476,105802,98394,,161162,81028,41307,85754,114672,101760,96519,76282,129190,142234
701690,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ...",82,31,49,25,207,234,36,107,55,17,,48804,47542,49311,32650,25708,29388,28473,27328,26508,35576,,3740,1919,649,1087,5708,1398,917,937,1569,4558
401590,"Articles of apparel and clothing accessories, for all purposes, of vulcanised rubber (excluding ...",13,12,14,4,23,0,61,27,1,17,,9003,7442,7527,6866,6504,5086,6917,5800,7422,5991,,751,526,456,460,721,382,585,382,662,433
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",0,0,0,0,0,4,0,61,36,17,,138786,142766,138609,112165,119956,145495,187602,158612,158612,200495,,72,91,247,228,119,248,221,225,89,145
610610,"Women's or girls' blouses, shirts and shirt-blouses of cotton, knitted or crocheted (excluding ...",5,6,5,2,2,5,2,19,6,17,,152343,141305,128156,96347,93822,102740,97541,90417,79561,92231,,31259,33346,34244,28322,23511,25721,28161,24926,25946,31118
210220,Inactive yeasts; other dead single-cell micro-organisms (excluding packaged as medicaments),191,204,105,88,191,177,160,86,121,17,,23432,27532,35306,28966,34641,38327,40852,38532,49222,52900,,6026,5374,8242,7261,7782,6789,7479,8050,10387,11700
290211,Cyclohexane,6,9,11,9,10,15,15,20,16,17,,214930,210036,212002,106019,75231,117621,71603,118995,120928,183794,,109282,69314,12676,5404,6629,7862,10470,7600,6201,9018
392220,"Lavatory seats and covers, of plastics",409,342,333,229,42,46,57,25,29,17,,102988,105585,108670,95462,100286,100475,104136,99329,96215,116181,,3911,3152,4414,4334,3573,3156,3519,3380,3465,3083
110429,"Grains of cereals, hulled, pearled, sliced, kibbled or otherwise worked (excluding rolled, ...",0,3,0,0,9,2,2,6,7,17,,21396,24665,35840,30758,26304,27509,21523,21466,25550,31181,,1194,1127,1460,1807,1718,2005,1313,1411,2444,4063
848060,"Moulds for mineral materials (excluding moulds of graphite or other carbons, ceramic or glass ...",15,35,12,0,0,16,71,29,44,17,,137135,137551,135704,103893,117032,112698,119288,118081,121819,139201,,4642,3063,2441,1495,2537,6665,5930,6681,6326,3728
847090,"Accounting machines, postage-franking machines, ticket-issuing machines and similar machines, ...",1,12,6,0,10,0,34,44,17,17,,80706,75159,106171,69891,56818,76245,72631,54087,75674,53267,,3484,2857,2783,4415,3396,3303,3462,2631,2822,5626
610510,"Men's or boys' shirts of cotton, knitted or crocheted (excluding nightshirts, T-shirts, singlets ...",3,1,17,8,2,7,19,6,7,17,,293861,294070,315943,246616,244991,296111,343689,359908,323987,357081,,47158,39541,34738,32348,34217,26704,23534,24524,22997,21111
540490,"Strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent ...",0,14,15,23,4,7,19,16,14,17,,53535,67294,77736,70121,71617,75419,88461,84507,53056,80176,,691,566,461,605,651,631,561,619,943,1454
843930,Machinery for finishing paper or paperboard (excluding calenders),1462,1438,1391,1230,942,767,838,106,610,17,,175631,217406,208629,152549,244947,283044,249743,231266,196542,209782,,4777,4741,4645,15509,11918,3138,3990,4798,6913,8834
252010,Gypsum; anhydrite,21,20,60,52,33,21,25,18,26,17,,30134,21837,21433,25125,29456,31723,35984,34693,39414,48190,,2177,2014,7332,7598,5571,4651,4497,9068,8328,9192
570500,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""",204,512,560,104,62,70,48,68,16,17,,27762,26599,32915,27033,24726,23306,26887,24779,30484,38301,,9312,9662,9799,9075,8730,7541,8072,8315,8112,8588
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",3026,2075,1276,1727,2868,1016,1409,101,660,17,,306022,298735,246930,211807,242356,214005,106881,85790,54402,43647,,16318,20717,26254,35922,31561,32475,18789,19810,30583,35831
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",31,1,88,27,0,27,10,6,14,16,,698570,729231,696940,613918,584057,729238,800811,676599,649585,910102,,21688,22087,20053,16570,14697,15284,20643,19184,19835,28061
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",429,4,0,0,6,30,40,10691,111,16,,101446,58451,39380,22266,32485,30940,29801,32848,46505,47873,,5371,2623,2236,2122,2807,5295,5421,14538,1525,5727
841931,Dryers for agricultural products,0,351,0,10,14,279,8,69,34,16,,63681,100721,88345,85379,54653,47514,50471,43121,40720,56622,,232,793,774,1304,1359,1529,1344,1019,406,1639
390319,"Polystyrene, in primary forms (excluding expansible)",9,29,11,11,13,18,9,7,15,16,,331910,260482,239828,184965,167013,174290,168190,154457,142418,216044,,13075,11842,10197,4811,9876,7760,7704,10038,11203,9617
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",0,0,0,0,0,6,0,0,0,16,,27853,149412,215973,133549,106937,231680,193309,355587,373036,250738,,279,435,276,196,537,1128,809,620,682,3679
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,0,0,0,23,8,6,0,0,4,16,,48924,47623,41001,46625,55055,73862,111470,127002,87022,103335,,1374,1820,2955,2378,4329,2386,2694,1135,1411,6032
551512,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",9,21,12,8,70,99,65,55,7,16,,30770,34204,36083,31410,30457,26725,30552,26076,23301,24374,,420,308,294,178,267,252,291,153,147,141
846320,"Thread rolling machines, for working metal",144,16,254,393,765,2,292,0,4,16,,0,0,0,0,0,0,0,0,0,0,,823,410,722,1407,1457,592,734,1640,1568,1359
321100,Prepared driers,8,9,20,76,22,19,13,9,9,16,,12049,11767,10911,16701,17389,19803,25828,21890,18089,16792,,2822,2562,2769,2295,2505,3344,4064,2441,1851,2958
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",250,26,8,21,10,61,14,17,16,16,,13072,13150,12986,9799,10088,12742,12874,14840,10866,15006,,20799,26607,25933,24120,28275,30038,20834,935,2145,3492
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",16,22,23,19,18,24,31,16,10,16,,154331,128934,123666,103455,95409,91419,101353,96337,89083,95172,,67606,66175,68528,60673,56795,77755,95913,88262,79714,109129
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",3,3,2,14,2,14,17,3,15,16,,9290,14206,14241,9455,8303,7207,9104,10402,13851,15590,,2897,3523,6430,3712,3012,2495,3243,5987,3765,4326
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,737,354,402,162,53,30,10,2,3,16,,125418,125524,116340,76195,63270,61857,64397,62796,52077,65904,,13792,16133,22662,13337,13797,11228,16227,18529,10735,13671
250700,"Kaolin and other kaolinic clays, whether or not calcined",0,0,0,8,39,102,308,57,20,16,,61565,70034,71121,57178,60139,63511,79551,77627,64897,76988,,68434,67286,71337,61500,53528,52769,56297,48034,44600,57441
200939,"Single citrus fruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing ...",11,24,27,25,9,3,12,15,14,16,,11254,10890,10760,10717,11454,14406,12068,12888,12007,13069,,389,767,767,567,974,674,895,644,526,713
640340,"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather ...",82,18,21,135,191,159,69,8,19,16,,116683,122475,131750,118588,121875,128483,137401,126705,118883,130006,,5225,6456,5190,5219,4632,5416,5516,5140,4437,4799
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",20,12,23,15,56,9,18,8,15,16,,56261,67508,68710,49863,45339,51348,55880,56510,54282,52659,,2022,1880,1899,1966,1663,1594,2081,2015,1889,2405
290543,Mannitol,5,8,12,10,14,12,17,15,11,16,,0,0,0,0,0,0,0,0,0,0,,1237,1384,1279,1394,1199,1233,1451,1204,1295,1139
845390,"Parts of machinery for preparing, tanning or working hides, skins or leather or for making ...",151,129,82,167,71,133,145,144,99,16,,19534,21235,22010,18969,17678,17480,19013,29704,25116,31873,,3827,3998,4969,4607,3664,3918,3579,4541,3575,2594
81320,Dried prunes,4,4,10,2,0,5,0,4,0,16,,13084,16584,15804,22458,15801,14170,12036,11348,13865,13969,,2580,2605,3124,2970,2694,2774,2007,1770,2801,2083
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",70,98,28,7,0,1,12,1,98,16,,58065,64527,54200,49254,51517,55168,64998,68600,65465,81982,,2221,2445,2789,6140,11054,10668,9419,10676,11399,11915
252220,Slaked lime,4,60,11,5,5,0,4,3,13,15,,14409,14394,15767,14960,14455,16453,17119,15969,16366,18428,,116,362,308,234,268,304,284,505,308,331
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",13,10,21,8,30,21,377,26,16,15,,10288,9508,9225,7876,11689,13922,15471,13399,11294,10639,,739,788,1024,1056,820,648,1076,921,905,919
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,138,158,174,150,138,105,63,34,23,15,,862894,1017602,687079,321307,419541,418813,341361,472028,398255,545955,,1870,615,458,414,518,618,222,487,201,337
291211,"Methanal """"formaldehyde""""""""",9,10,10,12,7,11,10,11,10,15,,10004,11202,12444,10700,7747,12319,13567,14028,10473,15084,,25,33,46,70,47,79,60,95,256,336
252020,"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or ...",53,21,37,39,4,18,18,17,14,15,,108064,112221,116478,89048,90672,98013,100180,95870,90739,105869,,2886,2128,10063,8078,1750,1116,1314,3141,1235,1195
220422,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,133,5,15,,0,0,0,0,0,83545,98432,97691,98383,92504,,0,0,0,0,0,1392,2589,3069,2710,3352
551612,"Woven fabrics containing >= 85% artificial staple fibres by weight, dyed",0,12,20,3,0,2,7,5,2,15,,5090,3611,3753,4910,3428,2748,2766,3069,2861,2723,,100,126,180,248,166,168,277,272,642,1106
560311,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of synthetic or ...",82,18,47,12,1,2,12,1,1,15,,91265,104474,109287,84770,87766,104439,124759,133988,148660,148950,,21902,24937,26270,24044,20297,19135,17414,14227,20368,16136
841829,"Household refrigerators, absorption-type",72,137,70,71,24,4,4,4,2,15,,63103,60352,59745,54153,54942,60927,67701,57215,45562,49325,,1090,1101,996,1038,689,272,92,127,50,50
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",92,171,147,206,84,61,126,32,20,15,,20163,11836,18218,13781,8502,7838,8599,7264,8231,13676,,118585,33222,24321,20312,16632,20896,21571,10858,11412,14375
290721,Resorcinol and its salts,1,3,0,1,2,0,0,0,0,15,,3347,3573,3841,2694,3164,3470,11010,3672,2018,1149,,1598,2115,1673,1618,1364,1913,2393,2333,1882,1885
843840,"Brewery machinery (excluding centrifuges and filtering, heating or refrigerating equipment)",35,532,809,653,1380,6472,124,1248,1379,15,,270496,329231,411797,334051,381604,374873,376152,377490,240189,342911,,398,794,1231,2420,2616,9741,517,1960,1817,1484
560121,"Wadding of cotton and articles thereof (excluding sanitary towels and tampons, napkins and ...",11,9,1,0,0,0,4,21,15,15,,45582,52911,59492,52726,54813,50903,51297,55184,54886,65138,,7985,8334,9076,9313,10148,10340,11838,11877,12917,12403
847210,"Duplicating machines """"hectograph or stencil"""" (excluding printing machines and photocopying ...""",0,0,0,0,0,0,21,19,0,15,,614,926,663,399,706,1295,63,146,259,200,,66,121,80,65,96,108,62,113,102,29
630491,"Articles for interior furnishing, knitted or crocheted (excluding blankets and travelling rugs, ...",6,0,0,0,3,14,0,0,0,15,,21091,13202,13104,13653,14152,15260,27532,21500,21830,20032,,303,599,552,650,585,727,846,747,1216,1514
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",13,13,11,14,5,13,22,20,13,15,,28044,31790,34181,26108,17638,14888,12756,13263,15766,17336,,44,94,125,97,55,176,272,123,73,169
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",2,24,17,35,11,11,12,16,14,15,,36792,41487,46089,43411,51146,55316,61377,62128,64153,87691,,2096,2189,1878,2123,2524,2208,2208,2183,3015,3700
294130,Tetracyclines and their derivatives; salts thereof,0,0,0,1,0,0,0,3,8,15,,8371,10889,28493,27091,19302,12554,8033,8188,12352,11162,,7334,7045,7760,8173,7892,9650,9888,12373,14616,16238
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,1,0,0,0,0,2,0,15,,10088,9706,11601,11774,8082,5450,4441,3943,3766,3119,,1189,667,801,851,758,493,500,569,540,419
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",186,378,922,938,0,8129,7684,0,10,15,,369277,1846307,2863371,3144829,2932026,3968741,5183618,5109613,3077733,1988769,,8974,10624,10316,12610,20961,51333,111107,84398,117616,82462
590700,"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ...",4,0,2,5,21,0,6,3,13,14,,60409,67322,76515,56843,72706,65433,54829,50853,44885,47350,,4018,3710,4318,4420,4024,4582,3586,1877,1572,3430
200190,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ...",72,62,37,33,45,41,34,40,17,14,,85335,100087,95764,77201,82566,90688,100171,96087,103470,112066,,1035,979,1109,1012,900,870,578,788,860,889
291512,Salts of formic acid,4,1,1,2,2,18,8,7,14,14,,40682,47678,53301,46282,41938,53613,69222,54627,47115,52044,,382,725,905,647,379,702,686,262,769,1564
830820,"Tubular or bifurcated rivets, of base metal",3,2,3,9,21,47,63,14,21,14,,59419,72111,77766,71248,80411,98501,119692,116217,107526,121433,,140,59,64,50,79,104,130,165,182,205
722011,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",58,0,0,0,54,0,3,16,4,14,,10920,9622,11480,9073,10348,12976,14658,13266,9737,16185,,553,529,529,408,360,460,646,292,557,915
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",50,8,110,8,9,14,45,89,18,14,,84342,99894,110169,113073,109746,119453,160024,143383,119341,133030,,27589,28050,29204,28458,26966,25492,21888,20867,19657,21881
310530,"Diammonium hydrogenorthophosphate """"diammonium phosphate"""" (excluding that in tablets or similar ...""",2,3,11,21,175,3,8,5,12,14,,20607,18585,8265,8362,11672,11354,9147,8703,6030,11226,,461,921,1084,805,1333,1102,1343,990,1782,1227
600633,"Fabrics, knitted or crocheted, of synthetic fibres, of yarns of different colours, of a width ...""",0,0,0,0,0,0,0,0,0,14,,18372,15822,18564,22752,25764,30289,28628,24716,18434,22493,,714,887,598,536,774,788,659,421,630,573
840733,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",229,169,4715,2265,9,43,21,36,19,14,,96206,100857,100570,21653,19677,19567,80979,852773,575783,767686,,27496,18059,5621,9611,5611,4342,2448,1895,1296,1106
854071,Magnetrons,27,40,130,323,245,156,176,36,9,14,,10258,10324,10371,10380,10703,10282,12257,12201,9859,11696,,3769,4965,5291,7486,6032,6586,6857,6434,7737,9723
841181,Gas turbines of a power <= 5.000 kW (excluding turbojets and turbopropellers),2,3,0,0,0,0,5,21,36,14,,95872,161692,90320,59045,77187,29190,69837,117849,99133,70806,,785,135,1169,1214,627,70,49,29744,370,459
291735,Phthalic anhydride,0,1,1,1,1,1,1,0,8,14,,6687,11178,37263,26980,20854,30730,30931,30672,24382,28742,,514,4,5,3,4,3,378,2,73,2005
870990,"Parts of self-propelled works trucks, not fitted with lifting or handling equipment, of the ...",33,5,1,17,23,26,13,1070,6,14,,12484,11853,13103,9321,10043,8312,11352,10349,8059,9338,,73,203,107,167,380,447,764,1445,661,291
940370,"Furniture of plastics (excluding medical, dental, surgical or veterinary, and seats)",18,19,31,30,39,133,51,28,15,14,,101276,115514,119046,79333,88172,90428,85389,84808,85219,91997,,6060,7124,7219,7057,7769,8974,11545,13390,15670,17265
550810,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale",2,6,16,14,8,9,9,9,27,14,,20910,18722,15372,11479,15981,18489,21255,19299,20066,15073,,3953,2723,6660,8200,4321,579,384,639,463,496
560790,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, ...",21,26,12,3,1,7,4,11,1,14,,5436,4272,4407,4077,4367,4840,4877,5089,5477,7153,,1400,1316,1711,1132,1124,1188,994,976,963,1336
960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",61,25,11,12,22,26,24,22,0,14,,61536,61053,62156,51649,55076,53986,57407,52932,48610,56068,,3350,3348,3959,3573,3400,2146,2292,2915,2307,2829
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,3,0,0,0,14,,1319,1078,1484,4293,1320,1156,953,1306,1727,1350,,132,180,383,336,362,106,65,78,106,82
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,12,17,12,10,13,,0,0,0,0,0,35975,41727,45513,48271,62831,,0,0,0,0,0,12008,12725,11840,14481,14716
611011,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of wool, knitted or crocheted ...",7,9,11,12,11,8,5,11,25,13,,222463,210803,222685,189094,197762,211531,219842,204716,190258,212427,,23192,20152,22741,22743,21493,19411,21609,21978,18325,22172
700420,"Sheets of glass, drawn or blown, coloured throughout the mass """"body tinted"""" opacified, flashed ...""",0,0,0,9,0,0,1,4,3,13,,9560,11661,10667,9960,8755,9168,9212,8903,8000,8869,,38,53,13,14,3,0,2,4,3,16
551521,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",63,75,107,83,34,13,16,9,9,13,,6418,4842,4381,3148,2738,2652,3696,3532,5032,7393,,119,182,181,134,95,63,46,63,35,34
930330,"Sporting, hunting and target-shooting shotguns with one or more rifled bores (other than spring, ...",0,0,0,0,0,8,16,0,8,13,,95096,117544,70634,55487,56365,57569,59566,64790,53494,98229,,7,1,2,0,0,32,16,0,109,44
292221,Aminohydroxynaphthalenesulphonic acids and their salts,4,1,0,0,0,1,0,0,0,13,,1130,670,542,658,103,317,100,74,91,74,,13766,20713,38144,16969,14024,9228,16697,10311,10015,12124
280120,Iodine,6,6,7,9,9,11,11,10,7,13,,6854,4689,2700,2241,1335,1031,819,1659,1043,2305,,3357,2061,2345,1868,2014,1776,2253,1973,2379,2679
830630,"Photograph, picture or similar frames, of base metal; mirrors of base metal (excluding optical ...",3,7,9,3,2,16,6,5,4,13,,15725,19264,21531,18294,20189,24483,27386,30765,37991,37724,,895,892,852,834,650,467,542,700,527,993
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, ...",0,0,1,0,1,1,0,1,14,13,,98055,99482,111233,83808,84251,89443,97301,97818,98248,111953,,72115,80087,96852,89729,84591,78354,63440,43037,51343,49720
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,82,37,149,112,34,32,13,13,,72631,88837,91262,66626,64003,63565,74052,68977,56999,69058,,0,41,653,564,529,474,363,322,331,217
291229,"Cyclic aldehydes, without other oxygen function (excluding benzaldehyde)",1,1,29,12,18,18,15,13,20,13,,55333,53989,56667,52585,46183,43233,43699,50211,45231,42047,,545,3053,2220,1126,615,1042,2200,1168,235,117
210230,Prepared baking powders,0,4,10,8,9,10,4,9,17,13,,8545,9025,10227,9237,9007,11157,9218,9842,13086,11004,,1116,1221,1102,1169,1243,1298,1281,1470,1361,1512
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,16,0,0,16,0,1,0,1,13,,140162,128108,134209,111134,112625,123381,137688,121473,116105,190173,,11216,9468,16769,9267,7513,6549,11079,9157,13930,20905
853223,"Fixed electrical capacitors, ceramic dielectric, single layer (excluding power capacitors)",10,21,43,24,8,33,24,14,10,13,,18314,23133,23983,18560,18624,22972,29722,25627,24310,36957,,12655,14564,11708,6678,6958,7854,10431,7489,7600,9584
910219,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",7,3,19,43,11,21,0,15,2,13,,35457,42910,47302,45217,49427,50531,47903,44571,31489,43805,,9544,6492,8833,9305,12051,8866,7659,6522,6956,9089
950510,"Christmas articles (excluding candles and electric lighting sets, natural Christmas trees and ...",0,1,6,5,12,15,13,5,25,13,,74220,60927,72905,70990,64758,67017,63255,70387,64782,73966,,2719,2948,3652,3605,3090,2934,3196,2950,2192,2981
283650,Calcium carbonate,70,70,77,31,9,10,12,6,6,13,,32253,33489,43600,26976,25380,25736,26649,24527,25685,27616,,2813,3175,3377,3333,4003,4630,5211,5065,3925,4528
390512,"Poly""""vinyl acetate"""", in aqueous dispersion""""",0,0,0,0,1,3,0,0,0,13,,107092,94918,103575,87641,83495,87392,88417,75503,67414,92638,,484,564,552,530,708,522,517,652,1284,4865
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",8,5,7,14,24,18,32,94,20,13,,276801,237754,167338,133745,182872,285266,365993,390299,365496,397972,,8565,8922,11323,11721,10225,10927,9113,8410,8134,7556
